,Unnamed: 0,year,quintil_oecd_hh,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1036,1036,2014,1st Quintile,1 room,0.10021,215,15678,0.09037,0.11064
1037,1037,2014,1st Quintile,2 rooms,0.34251,794,15678,0.32236,0.36482
1038,1038,2014,1st Quintile,3 rooms,0.33435,1298,15678,0.31321,0.35353
1039,1039,2014,1st Quintile,4 rooms,0.13784,688,15678,0.12208,0.15259
1040,1040,2014,1st Quintile,5 rooms,0.05448,241,15678,0.04556,0.06351
1041,1041,2014,1st Quintile,6 rooms,0.02141,127,15678,0.01664,0.02732
1042,1042,2014,1st Quintile,7 rooms,0.00919,56,15678,0.0059,0.01233
1043,1043,2014,2nd Quintile,1 room,0.04178,78,15678,0.03564,0.04887
1044,1044,2014,2nd Quintile,2 rooms,0.21794,480,15678,0.20318,0.23302
1045,1045,2014,2nd Quintile,3 rooms,0.36599,1209,15678,0.34252,0.3878
1046,1046,2014,2nd Quintile,4 rooms,0.1883,747,15678,0.17271,0.20301
1047,1047,2014,2nd Quintile,5 rooms,0.09627,402,15678,0.08492,0.1097
1048,1048,2014,2nd Quintile,6 rooms,0.05232,217,15678,0.04411,0.06149
1049,1049,2014,2nd Quintile,7 rooms,0.03206,131,15678,0.02547,0.04073
1050,1050,2014,2nd Quintile,8 rooms,0.00534,38,15678,0.00357,0.00775
1051,1051,2014,3rd Quintile,1 room,0.01851,33,15678,0.01323,0.02394
1052,1052,2014,3rd Quintile,2 rooms,0.16518,362,15678,0.1511,0.17954
1053,1053,2014,3rd Quintile,3 rooms,0.31838,929,15678,0.29746,0.33924
1054,1054,2014,3rd Quintile,4 rooms,0.21384,695,15678,0.19585,0.23059
1055,1055,2014,3rd Quintile,5 rooms,0.13555,490,15678,0.1225,0.14803
1056,1056,2014,3rd Quintile,6 rooms,0.08575,308,15678,0.07521,0.09733
1057,1057,2014,3rd Quintile,7 rooms,0.04188,151,15678,0.03409,0.05144
1058,1058,2014,3rd Quintile,8 rooms,0.01452,70,15678,0.00997,0.0194
1059,1059,2014,3rd Quintile,9 rooms,0.00639,33,15678,0.00391,0.00922
1060,1060,2014,4th Quintile,2 rooms,0.1532,294,15678,0.13976,0.16714
1061,1061,2014,4th Quintile,3 rooms,0.29562,756,15678,0.2741,0.31436
1062,1062,2014,4th Quintile,4 rooms,0.22089,657,15678,0.20401,0.24007
1063,1063,2014,4th Quintile,5 rooms,0.16023,556,15678,0.14586,0.17589
1064,1064,2014,4th Quintile,6 rooms,0.08891,345,15678,0.07787,0.09878
1065,1065,2014,4th Quintile,7 rooms,0.04612,180,15678,0.03859,0.05324
1066,1066,2014,4th Quintile,8 rooms,0.02758,90,15678,0.02162,0.03451
1067,1067,2014,4th Quintile,9 rooms,0.00746,35,15678,0.00459,0.01082
1068,1068,2014,5th Quintile,2 rooms,0.10378,195,15678,0.08981,0.11883
1069,1069,2014,5th Quintile,3 rooms,0.22135,545,15678,0.20509,0.24179
1070,1070,2014,5th Quintile,4 rooms,0.21033,627,15678,0.19462,0.23007
1071,1071,2014,5th Quintile,5 rooms,0.21126,650,15678,0.19331,0.23011
1072,1072,2014,5th Quintile,6 rooms,0.11937,458,15678,0.10796,0.13096
1073,1073,2014,5th Quintile,7 rooms,0.0635,234,15678,0.05488,0.07354
1074,1074,2014,5th Quintile,8 rooms,0.04082,147,15678,0.03382,0.04798
1075,1075,2014,5th Quintile,9 rooms,0.01549,66,15678,0.01131,0.02095
1076,1076,2014,5th Quintile,10 or more rooms,0.01409,51,15678,0.00978,0.01931
1077,1077,2015,1st Quintile,1 room,0.1077,262,15599,0.09377,0.11969
1078,1078,2015,1st Quintile,2 rooms,0.33848,824,15599,0.31461,0.36384
1079,1079,2015,1st Quintile,3 rooms,0.32861,1319,15599,0.31025,0.34526
1080,1080,2015,1st Quintile,4 rooms,0.13166,647,15599,0.12051,0.14571
1081,1081,2015,1st Quintile,5 rooms,0.06095,257,15599,0.05098,0.07111
1082,1082,2015,1st Quintile,6 rooms,0.0177,121,15599,0.01376,0.02228
1083,1083,2015,1st Quintile,7 rooms,0.0149,69,15599,0.01159,0.01897
1084,1084,2015,2nd Quintile,1 room,0.028,84,15599,0.02222,0.03394
1085,1085,2015,2nd Quintile,2 rooms,0.24243,581,15599,0.22585,0.25963
1086,1086,2015,2nd Quintile,3 rooms,0.36568,1238,15599,0.34585,0.38936
1087,1087,2015,2nd Quintile,4 rooms,0.1894,719,15599,0.17279,0.20594
1088,1088,2015,2nd Quintile,5 rooms,0.08127,354,15599,0.07257,0.0921
1089,1089,2015,2nd Quintile,6 rooms,0.05825,218,15599,0.04802,0.06799
1090,1090,2015,2nd Quintile,7 rooms,0.02776,119,15599,0.02165,0.03454
1091,1091,2015,2nd Quintile,8 rooms,0.00721,40,15599,0.00484,0.00995
1092,1092,2015,3rd Quintile,1 room,0.02477,51,15599,0.01822,0.03227
1093,1093,2015,3rd Quintile,2 rooms,0.16944,398,15599,0.15172,0.18487
1094,1094,2015,3rd Quintile,3 rooms,0.33464,937,15599,0.31407,0.35624
1095,1095,2015,3rd Quintile,4 rooms,0.1981,646,15599,0.18128,0.21793
1096,1096,2015,3rd Quintile,5 rooms,0.1398,473,15599,0.1256,0.15499
1097,1097,2015,3rd Quintile,6 rooms,0.08161,293,15599,0.06821,0.09433
1098,1098,2015,3rd Quintile,7 rooms,0.03743,138,15599,0.02839,0.04485
1099,1099,2015,3rd Quintile,8 rooms,0.01422,53,15599,0.01043,0.01911
1100,1100,2015,4th Quintile,1 room,0.02002,32,15599,0.01476,0.02617
1101,1101,2015,4th Quintile,2 rooms,0.14395,291,15599,0.12897,0.15732
1102,1102,2015,4th Quintile,3 rooms,0.27894,708,15599,0.25969,0.30173
1103,1103,2015,4th Quintile,4 rooms,0.22003,594,15599,0.20031,0.23826
1104,1104,2015,4th Quintile,5 rooms,0.17289,555,15599,0.15949,0.18715
1105,1105,2015,4th Quintile,6 rooms,0.0914,346,15599,0.08152,0.10219
1106,1106,2015,4th Quintile,7 rooms,0.04936,169,15599,0.04051,0.0578
1107,1107,2015,4th Quintile,8 rooms,0.01522,69,15599,0.01152,0.02104
1108,1108,2015,4th Quintile,9 rooms,0.00821,34,15599,0.00519,0.01168
1109,1109,2015,5th Quintile,2 rooms,0.08518,183,15599,0.07455,0.09804
1110,1110,2015,5th Quintile,3 rooms,0.22207,563,15599,0.20391,0.24067
1111,1111,2015,5th Quintile,4 rooms,0.20892,609,15599,0.19378,0.22373
1112,1112,2015,5th Quintile,5 rooms,0.20835,636,15599,0.19087,0.22889
1113,1113,2015,5th Quintile,6 rooms,0.13919,475,15599,0.12699,0.15186
1114,1114,2015,5th Quintile,7 rooms,0.06185,216,15599,0.05336,0.07066
1115,1115,2015,5th Quintile,8 rooms,0.04541,153,15599,0.03765,0.05347
1116,1116,2015,5th Quintile,9 rooms,0.01719,74,15599,0.01309,0.02151
1117,1117,2015,5th Quintile,10 or more rooms,0.01184,51,15599,0.00769,0.01573
1118,1118,2016,1st Quintile,1 room,0.11079,430,16243,0.09653,0.12506
1119,1119,2016,1st Quintile,2 rooms,0.35044,1201,16243,0.32186,0.38292
1120,1120,2016,1st Quintile,3 rooms,0.32868,1958,16243,0.30721,0.35386
1121,1121,2016,1st Quintile,4 rooms,0.13387,1019,16243,0.12012,0.15082
1122,1122,2016,1st Quintile,5 rooms,0.04818,324,16243,0.03824,0.05688
1123,1123,2016,1st Quintile,6 rooms,0.01643,133,16243,0.01125,0.02175
1124,1124,2016,1st Quintile,7 rooms,0.01162,70,16243,0.00833,0.01541
1125,1125,2016,2nd Quintile,1 room,0.03663,79,16243,0.02961,0.04321
1126,1126,2016,2nd Quintile,2 rooms,0.22815,513,16243,0.20744,0.24597
1127,1127,2016,2nd Quintile,3 rooms,0.38003,1129,16243,0.35878,0.40306
1128,1128,2016,2nd Quintile,4 rooms,0.17753,641,16243,0.1582,0.19431
1129,1129,2016,2nd Quintile,5 rooms,0.09848,370,16243,0.08629,0.10917
1130,1130,2016,2nd Quintile,6 rooms,0.0448,196,16243,0.03803,0.05248
1131,1131,2016,2nd Quintile,7 rooms,0.02744,101,16243,0.02093,0.03524
1132,1132,2016,2nd Quintile,8 rooms,0.00693,47,16243,0.00502,0.0093
1133,1133,2016,3rd Quintile,1 room,0.01852,44,16243,0.01303,0.02418
1134,1134,2016,3rd Quintile,2 rooms,0.15822,343,16243,0.14315,0.1739
1135,1135,2016,3rd Quintile,3 rooms,0.31647,811,16243,0.29543,0.33924
1136,1136,2016,3rd Quintile,4 rooms,0.22111,615,16243,0.20354,0.2413
1137,1137,2016,3rd Quintile,5 rooms,0.13551,409,16243,0.12248,0.14955
1138,1138,2016,3rd Quintile,6 rooms,0.09221,291,16243,0.07922,0.10657
1139,1139,2016,3rd Quintile,7 rooms,0.04381,144,16243,0.03333,0.0545
1140,1140,2016,3rd Quintile,8 rooms,0.01415,60,16243,0.00997,0.01969
1141,1141,2016,4th Quintile,1 room,0.02373,33,16243,0.01803,0.02921
1142,1142,2016,4th Quintile,2 rooms,0.13233,260,16243,0.11981,0.14615
1143,1143,2016,4th Quintile,3 rooms,0.2865,646,16243,0.26455,0.30736
1144,1144,2016,4th Quintile,4 rooms,0.21078,579,16243,0.19504,0.22627
1145,1145,2016,4th Quintile,5 rooms,0.18238,530,16243,0.16737,0.20226
1146,1146,2016,4th Quintile,6 rooms,0.09614,328,16243,0.08506,0.10696
1147,1147,2016,4th Quintile,7 rooms,0.0423,156,16243,0.03446,0.05022
1148,1148,2016,4th Quintile,8 rooms,0.02583,78,16243,0.01859,0.03178
1149,1149,2016,5th Quintile,2 rooms,0.0943,174,16243,0.08192,0.1059
1150,1150,2016,5th Quintile,3 rooms,0.20454,494,16243,0.18824,0.2246
1151,1151,2016,5th Quintile,4 rooms,0.20199,526,16243,0.18248,0.21875
1152,1152,2016,5th Quintile,5 rooms,0.20424,586,16243,0.18961,0.2223
1153,1153,2016,5th Quintile,6 rooms,0.14557,444,16243,0.13274,0.16174
1154,1154,2016,5th Quintile,7 rooms,0.07081,222,16243,0.06124,0.08214
1155,1155,2016,5th Quintile,8 rooms,0.04363,132,16243,0.03677,0.05152
1156,1156,2016,5th Quintile,9 rooms,0.01498,66,16243,0.01056,0.01978
1157,1157,2016,5th Quintile,10 or more rooms,0.01995,61,16243,0.01467,0.02655
1158,1158,2017,1st Quintile,1 room,0.11318,485,18057,0.10076,0.12713
1159,1159,2017,1st Quintile,2 rooms,0.35713,1317,18057,0.33161,0.38413
1160,1160,2017,1st Quintile,3 rooms,0.32877,2087,18057,0.30415,0.35821
1161,1161,2017,1st Quintile,4 rooms,0.11684,1117,18057,0.10494,0.12965
1162,1162,2017,1st Quintile,5 rooms,0.0478,350,18057,0.03778,0.05796
1163,1163,2017,1st Quintile,6 rooms,0.02591,156,18057,0.01952,0.03259
1164,1164,2017,1st Quintile,7 rooms,0.01036,74,18057,0.00716,0.01362
1165,1165,2017,2nd Quintile,1 room,0.04659,95,18057,0.03886,0.05459
1166,1166,2017,2nd Quintile,2 rooms,0.23078,549,18057,0.21276,0.24492
1167,1167,2017,2nd Quintile,3 rooms,0.36284,1182,18057,0.34152,0.38807
1168,1168,2017,2nd Quintile,4 rooms,0.1749,712,18057,0.16013,0.1921
1169,1169,2017,2nd Quintile,5 rooms,0.1055,404,18057,0.09298,0.11688
1170,1170,2017,2nd Quintile,6 rooms,0.05094,213,18057,0.04295,0.05937
1171,1171,2017,2nd Quintile,7 rooms,0.02121,104,18057,0.01729,0.02588
1172,1172,2017,2nd Quintile,8 rooms,0.00725,48,18057,0.00524,0.00964
1173,1173,2017,3rd Quintile,1 room,0.02241,49,18057,0.0163,0.02819
1174,1174,2017,3rd Quintile,2 rooms,0.1536,383,18057,0.1382,0.16527
1175,1175,2017,3rd Quintile,3 rooms,0.32839,891,18057,0.30742,0.34722
1176,1176,2017,3rd Quintile,4 rooms,0.21948,719,18057,0.20428,0.23777
1177,1177,2017,3rd Quintile,5 rooms,0.13934,496,18057,0.12737,0.15314
1178,1178,2017,3rd Quintile,6 rooms,0.0793,285,18057,0.0699,0.08904
1179,1179,2017,3rd Quintile,7 rooms,0.04607,166,18057,0.03764,0.05435
1180,1180,2017,3rd Quintile,8 rooms,0.01141,62,18057,0.00819,0.01488
1181,1181,2017,4th Quintile,1 room,0.0193,32,18057,0.0145,0.02549
1182,1182,2017,4th Quintile,2 rooms,0.12898,287,18057,0.11606,0.14184
1183,1183,2017,4th Quintile,3 rooms,0.26517,743,18057,0.24756,0.28511
1184,1184,2017,4th Quintile,4 rooms,0.22464,657,18057,0.20915,0.24376
1185,1185,2017,4th Quintile,5 rooms,0.19028,610,18057,0.17445,0.20601
1186,1186,2017,4th Quintile,6 rooms,0.10161,390,18057,0.09092,0.11336
1187,1187,2017,4th Quintile,7 rooms,0.04418,177,18057,0.03681,0.05362
1188,1188,2017,4th Quintile,8 rooms,0.02055,87,18057,0.01652,0.02679
1189,1189,2017,4th Quintile,9 rooms,0.00529,35,18057,0.00376,0.00676
1190,1190,2017,5th Quintile,2 rooms,0.08733,186,18057,0.07662,0.09903
1191,1191,2017,5th Quintile,3 rooms,0.21236,565,18057,0.19552,0.22767
1192,1192,2017,5th Quintile,4 rooms,0.20618,627,18057,0.18984,0.22545
1193,1193,2017,5th Quintile,5 rooms,0.20594,671,18057,0.18977,0.22104
1194,1194,2017,5th Quintile,6 rooms,0.14381,513,18057,0.13075,0.16006
1195,1195,2017,5th Quintile,7 rooms,0.07161,258,18057,0.06396,0.08058
1196,1196,2017,5th Quintile,8 rooms,0.0438,151,18057,0.0368,0.05136
1197,1197,2017,5th Quintile,9 rooms,0.01344,63,18057,0.00974,0.01689
1198,1198,2017,5th Quintile,10 or more rooms,0.01553,61,18057,0.01139,0.02049
1199,1199,2018,1st Quintile,1 room,0.12253,513,17544,0.10908,0.13734
1200,1200,2018,1st Quintile,2 rooms,0.36709,1298,17544,0.34182,0.39959
1201,1201,2018,1st Quintile,3 rooms,0.31533,1926,17544,0.29176,0.34252
1202,1202,2018,1st Quintile,4 rooms,0.12108,988,17544,0.10993,0.13624
1203,1203,2018,1st Quintile,5 rooms,0.04702,329,17544,0.039,0.05647
1204,1204,2018,1st Quintile,6 rooms,0.01843,142,17544,0.01383,0.02365
1205,1205,2018,1st Quintile,7 rooms,0.00852,58,17544,0.00638,0.01073
1206,1206,2018,2nd Quintile,1 room,0.03894,112,17544,0.03253,0.04657
1207,1207,2018,2nd Quintile,2 rooms,0.23339,623,17544,0.21865,0.25167
1208,1208,2018,2nd Quintile,3 rooms,0.3498,1194,17544,0.32714,0.37177
1209,1209,2018,2nd Quintile,4 rooms,0.17828,781,17544,0.1637,0.19618
1210,1210,2018,2nd Quintile,5 rooms,0.11276,422,17544,0.09988,0.1252
1211,1211,2018,2nd Quintile,6 rooms,0.05666,221,17544,0.04691,0.06797
1212,1212,2018,2nd Quintile,7 rooms,0.01952,99,17544,0.01627,0.02338
1213,1213,2018,2nd Quintile,8 rooms,0.01064,47,17544,0.00768,0.01357
1214,1214,2018,3rd Quintile,1 room,0.02393,49,17544,0.01936,0.02992
1215,1215,2018,3rd Quintile,2 rooms,0.16082,393,17544,0.14343,0.17386
1216,1216,2018,3rd Quintile,3 rooms,0.31731,865,17544,0.29547,0.33803
1217,1217,2018,3rd Quintile,4 rooms,0.22944,695,17544,0.20829,0.2495
1218,1218,2018,3rd Quintile,5 rooms,0.13143,466,17544,0.1193,0.14438
1219,1219,2018,3rd Quintile,6 rooms,0.08106,260,17544,0.0699,0.09327
1220,1220,2018,3rd Quintile,7 rooms,0.04423,143,17544,0.03576,0.05198
1221,1221,2018,3rd Quintile,8 rooms,0.01178,64,17544,0.00821,0.0161
1222,1222,2018,4th Quintile,1 room,0.02561,42,17544,0.01945,0.03292
1223,1223,2018,4th Quintile,2 rooms,0.12054,281,17544,0.10892,0.13259
1224,1224,2018,4th Quintile,3 rooms,0.25832,700,17544,0.23578,0.27769
1225,1225,2018,4th Quintile,4 rooms,0.22272,638,17544,0.20888,0.23951
1226,1226,2018,4th Quintile,5 rooms,0.18475,548,17544,0.16813,0.20106
1227,1227,2018,4th Quintile,6 rooms,0.10729,353,17544,0.09452,0.11854
1228,1228,2018,4th Quintile,7 rooms,0.05403,184,17544,0.04472,0.06259
1229,1229,2018,4th Quintile,8 rooms,0.01849,79,17544,0.0142,0.02273
1230,1230,2018,4th Quintile,9 rooms,0.00825,31,17544,0.00552,0.01148
1231,1231,2018,5th Quintile,2 rooms,0.09149,199,17544,0.07998,0.10139
1232,1232,2018,5th Quintile,3 rooms,0.21054,549,17544,0.19176,0.22809
1233,1233,2018,5th Quintile,4 rooms,0.21114,653,17544,0.19533,0.23208
1234,1234,2018,5th Quintile,5 rooms,0.19799,624,17544,0.18135,0.21518
1235,1235,2018,5th Quintile,6 rooms,0.15009,489,17544,0.13711,0.16569
1236,1236,2018,5th Quintile,7 rooms,0.07021,246,17544,0.0606,0.08111
1237,1237,2018,5th Quintile,8 rooms,0.03608,120,17544,0.02928,0.04513
1238,1238,2018,5th Quintile,9 rooms,0.01574,63,17544,0.01053,0.02121
1239,1239,2018,5th Quintile,10 or more rooms,0.01672,57,17544,0.01189,0.02194
1240,1240,2019,1st Quintile,1 room,0.1099,462,18259,0.0971,0.12553
1241,1241,2019,1st Quintile,2 rooms,0.3648,1238,18259,0.34073,0.39689
1242,1242,2019,1st Quintile,3 rooms,0.31473,1759,18259,0.28766,0.33647
1243,1243,2019,1st Quintile,4 rooms,0.12545,998,18259,0.11147,0.14219
1244,1244,2019,1st Quintile,5 rooms,0.05631,344,18259,0.04576,0.06746
1245,1245,2019,1st Quintile,6 rooms,0.01918,124,18259,0.01377,0.0248
1246,1246,2019,1st Quintile,7 rooms,0.00963,62,18259,0.00663,0.01234
1247,1247,2019,2nd Quintile,1 room,0.03672,96,18259,0.0287,0.04491
1248,1248,2019,2nd Quintile,2 rooms,0.24462,574,18259,0.22431,0.26534
1249,1249,2019,2nd Quintile,3 rooms,0.34358,1088,18259,0.32085,0.37298
1250,1250,2019,2nd Quintile,4 rooms,0.17718,634,18259,0.16246,0.19582
1251,1251,2019,2nd Quintile,5 rooms,0.10143,359,18259,0.08497,0.11256
1252,1252,2019,2nd Quintile,6 rooms,0.05771,189,18259,0.04835,0.06776
1253,1253,2019,2nd Quintile,7 rooms,0.02628,109,18259,0.02184,0.03395
1254,1254,2019,2nd Quintile,8 rooms,0.01249,51,18259,0.00818,0.01667
1255,1255,2019,3rd Quintile,1 room,0.02556,55,18259,0.02055,0.03169
1256,1256,2019,3rd Quintile,2 rooms,0.16776,385,18259,0.15159,0.18393
1257,1257,2019,3rd Quintile,3 rooms,0.30047,820,18259,0.27782,0.32357
1258,1258,2019,3rd Quintile,4 rooms,0.22615,685,18259,0.20657,0.24366
1259,1259,2019,3rd Quintile,5 rooms,0.14562,457,18259,0.13202,0.1605
1260,1260,2019,3rd Quintile,6 rooms,0.07434,276,18259,0.06488,0.08706
1261,1261,2019,3rd Quintile,7 rooms,0.04,132,18259,0.03286,0.04776
1262,1262,2019,3rd Quintile,8 rooms,0.01223,63,18259,0.00846,0.01589
1263,1263,2019,3rd Quintile,9 rooms,0.00788,41,18259,0.00473,0.01181
1264,1264,2019,4th Quintile,2 rooms,0.11952,279,18259,0.1055,0.13411
1265,1265,2019,4th Quintile,3 rooms,0.28025,708,18259,0.26044,0.30356
1266,1266,2019,4th Quintile,4 rooms,0.22293,650,18259,0.20304,0.241
1267,1267,2019,4th Quintile,5 rooms,0.17814,576,18259,0.16113,0.19381
1268,1268,2019,4th Quintile,6 rooms,0.113,372,18259,0.10104,0.12577
1269,1269,2019,4th Quintile,7 rooms,0.05602,199,18259,0.04718,0.06485
1270,1270,2019,4th Quintile,8 rooms,0.01734,84,18259,0.0133,0.02136
1271,1271,2019,4th Quintile,9 rooms,0.00829,41,18259,0.00505,0.01167
1272,1272,2019,4th Quintile,10 or more rooms,0.00452,34,18259,0.00276,0.00618
1273,1273,2019,5th Quintile,2 rooms,0.09043,238,18259,0.07735,0.10222
1274,1274,2019,5th Quintile,3 rooms,0.21174,714,18259,0.19218,0.22965
1275,1275,2019,5th Quintile,4 rooms,0.19545,843,18259,0.17848,0.21415
1276,1276,2019,5th Quintile,5 rooms,0.20936,916,18259,0.18865,0.22704
1277,1277,2019,5th Quintile,6 rooms,0.14254,715,18259,0.12984,0.15811
1278,1278,2019,5th Quintile,7 rooms,0.07452,395,18259,0.06316,0.08932
1279,1279,2019,5th Quintile,8 rooms,0.04282,242,18259,0.03471,0.05001
1280,1280,2019,5th Quintile,9 rooms,0.01415,104,18259,0.00966,0.01917
1281,1281,2019,5th Quintile,10 or more rooms,0.01899,148,18259,0.0136,0.0243
1282,1282,2020,1st Quintile,1 room,0.10727,679,18978,0.09158,0.12369
1283,1283,2020,1st Quintile,2 rooms,0.34404,1569,18978,0.31667,0.3714
1284,1284,2020,1st Quintile,3 rooms,0.32071,2206,18978,0.29572,0.34688
1285,1285,2020,1st Quintile,4 rooms,0.12909,1081,18978,0.11409,0.14742
1286,1286,2020,1st Quintile,5 rooms,0.05622,328,18978,0.04628,0.06687
1287,1287,2020,1st Quintile,6 rooms,0.03035,126,18978,0.02225,0.03848
1288,1288,2020,1st Quintile,7 rooms,0.01232,63,18978,0.0088,0.01667
1289,1289,2020,2nd Quintile,1 room,0.03376,172,18978,0.02696,0.04179
1290,1290,2020,2nd Quintile,2 rooms,0.2251,694,18978,0.2031,0.24807
1291,1291,2020,2nd Quintile,3 rooms,0.33406,1198,18978,0.30851,0.35985
1292,1292,2020,2nd Quintile,4 rooms,0.20436,701,18978,0.18237,0.22198
1293,1293,2020,2nd Quintile,5 rooms,0.10325,342,18978,0.09082,0.11826
1294,1294,2020,2nd Quintile,6 rooms,0.05974,177,18978,0.04982,0.07061
1295,1295,2020,2nd Quintile,7 rooms,0.02477,98,18978,0.01982,0.02913
1296,1296,2020,2nd Quintile,8 rooms,0.01496,55,18978,0.01042,0.01963
1297,1297,2020,3rd Quintile,1 room,0.02106,77,18978,0.01426,0.02853
1298,1298,2020,3rd Quintile,2 rooms,0.17143,468,18978,0.15504,0.18806
1299,1299,2020,3rd Quintile,3 rooms,0.29332,831,18978,0.27233,0.31255
1300,1300,2020,3rd Quintile,4 rooms,0.22163,634,18978,0.20384,0.24164
1301,1301,2020,3rd Quintile,5 rooms,0.14965,442,18978,0.13713,0.16282
1302,1302,2020,3rd Quintile,6 rooms,0.08453,277,18978,0.07337,0.09769
1303,1303,2020,3rd Quintile,7 rooms,0.04153,118,18978,0.03298,0.05031
1304,1304,2020,3rd Quintile,8 rooms,0.01684,70,18978,0.01223,0.02244
1305,1305,2020,4th Quintile,1 room,0.01121,48,18978,0.00742,0.01679
1306,1306,2020,4th Quintile,2 rooms,0.13668,331,18978,0.12115,0.15758
1307,1307,2020,4th Quintile,3 rooms,0.25696,683,18978,0.23349,0.27834
1308,1308,2020,4th Quintile,4 rooms,0.20401,588,18978,0.18514,0.22287
1309,1309,2020,4th Quintile,5 rooms,0.18797,510,18978,0.17374,0.2046
1310,1310,2020,4th Quintile,6 rooms,0.11969,343,18978,0.10591,0.13452
1311,1311,2020,4th Quintile,7 rooms,0.04797,167,18978,0.04032,0.05639
1312,1312,2020,4th Quintile,8 rooms,0.0232,107,18978,0.01823,0.02839
1313,1313,2020,4th Quintile,9 rooms,0.0123,42,18978,0.00763,0.01818
1314,1314,2020,5th Quintile,1 room,0.00802,31,18978,0.00404,0.01221
1315,1315,2020,5th Quintile,2 rooms,0.08961,244,18978,0.07848,0.09961
1316,1316,2020,5th Quintile,3 rooms,0.20071,633,18978,0.18296,0.21715
1317,1317,2020,5th Quintile,4 rooms,0.20121,721,18978,0.18471,0.22193
1318,1318,2020,5th Quintile,5 rooms,0.18734,752,18978,0.16921,0.20556
1319,1319,2020,5th Quintile,6 rooms,0.15515,631,18978,0.14084,0.17046
1320,1320,2020,5th Quintile,7 rooms,0.08038,338,18978,0.0695,0.09174
1321,1321,2020,5th Quintile,8 rooms,0.04501,201,18978,0.03749,0.05436
1322,1322,2020,5th Quintile,9 rooms,0.01427,87,18978,0.00975,0.01932
1323,1323,2020,5th Quintile,10 or more rooms,0.01832,115,18978,0.0122,0.02388
1324,1324,2021,1st Quintile,1 room,0.10587,332,12362,0.09278,0.12246
1325,1325,2021,1st Quintile,2 rooms,0.33608,835,12362,0.30259,0.36683
1326,1326,2021,1st Quintile,3 rooms,0.32733,1156,12362,0.3009,0.35709
1327,1327,2021,1st Quintile,4 rooms,0.12623,578,12362,0.10604,0.1472
1328,1328,2021,1st Quintile,5 rooms,0.0656,233,12362,0.05373,0.08098
1329,1329,2021,1st Quintile,6 rooms,0.03046,80,12362,0.02029,0.04174
1330,1330,2021,1st Quintile,7 rooms,0.00843,42,12362,0.00468,0.01366
1331,1331,2021,2nd Quintile,1 room,0.04914,104,12362,0.03699,0.06266
1332,1332,2021,2nd Quintile,2 rooms,0.22256,451,12362,0.20334,0.24663
1333,1333,2021,2nd Quintile,3 rooms,0.32907,792,12362,0.30194,0.36032
1334,1334,2021,2nd Quintile,4 rooms,0.17729,507,12362,0.16012,0.20009
1335,1335,2021,2nd Quintile,5 rooms,0.11356,253,12362,0.09743,0.12877
1336,1336,2021,2nd Quintile,6 rooms,0.06361,127,12362,0.05117,0.07864
1337,1337,2021,2nd Quintile,7 rooms,0.02667,72,12362,0.01887,0.03813
1338,1338,2021,2nd Quintile,8 rooms,0.01811,39,12362,0.01208,0.02601
1339,1339,2021,3rd Quintile,1 room,0.02676,60,12362,0.01792,0.03677
1340,1340,2021,3rd Quintile,2 rooms,0.16641,313,12362,0.14668,0.18644
1341,1341,2021,3rd Quintile,3 rooms,0.30136,578,12362,0.27243,0.33206
1342,1342,2021,3rd Quintile,4 rooms,0.20177,417,12362,0.1807,0.2263
1343,1343,2021,3rd Quintile,5 rooms,0.15134,289,12362,0.13214,0.1748
1344,1344,2021,3rd Quintile,6 rooms,0.10032,221,12362,0.08586,0.11773
1345,1345,2021,3rd Quintile,7 rooms,0.03531,82,12362,0.02592,0.04537
1346,1346,2021,3rd Quintile,8 rooms,0.01673,60,12362,0.01127,0.0235
1347,1347,2021,4th Quintile,1 room,0.01654,50,12362,0.01087,0.02305
1348,1348,2021,4th Quintile,2 rooms,0.13441,242,12362,0.11257,0.15385
1349,1349,2021,4th Quintile,3 rooms,0.25267,471,12362,0.22664,0.27612
1350,1350,2021,4th Quintile,4 rooms,0.2217,460,12362,0.20057,0.2484
1351,1351,2021,4th Quintile,5 rooms,0.19123,379,12362,0.16937,0.21786
1352,1352,2021,4th Quintile,6 rooms,0.10692,267,12362,0.09088,0.11958
1353,1353,2021,4th Quintile,7 rooms,0.05457,129,12362,0.0429,0.06943
1354,1354,2021,4th Quintile,8 rooms,0.02196,69,12362,0.01661,0.0285
1355,1355,2021,5th Quintile,2 rooms,0.09608,186,12362,0.08033,0.11135
1356,1356,2021,5th Quintile,3 rooms,0.20606,473,12362,0.18269,0.23027
1357,1357,2021,5th Quintile,4 rooms,0.19569,511,12362,0.17933,0.21875
1358,1358,2021,5th Quintile,5 rooms,0.20033,540,12362,0.17851,0.22193
1359,1359,2021,5th Quintile,6 rooms,0.14593,431,12362,0.12783,0.1647
1360,1360,2021,5th Quintile,7 rooms,0.0766,239,12362,0.06424,0.08854
1361,1361,2021,5th Quintile,8 rooms,0.0503,154,12362,0.03928,0.0642
1362,1362,2021,5th Quintile,9 rooms,0.01357,64,12362,0.01053,0.01732
1363,1363,2021,5th Quintile,10 or more rooms,0.01545,76,12362,0.00922,0.02422
