year,quintil_oecd_hh,sampreg,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,4th Quintile,West,4 rooms,0.20684,224,994,0.18164,0.23203
1985,4th Quintile,West,5 rooms,0.13027,145,994,0.10934,0.15121
1985,4th Quintile,West,6 rooms,0.06592,67,994,0.05049,0.08136
1985,5th Quintile,West,2 rooms,0.16114,153,893,0.13701,0.18526
1985,5th Quintile,West,3 rooms,0.29218,292,893,0.26234,0.32203
1985,5th Quintile,West,4 rooms,0.24660,237,893,0.21832,0.27489
1985,5th Quintile,West,5 rooms,0.13840,138,893,0.11574,0.16107
1985,5th Quintile,West,6 rooms,0.07099,73,893,0.05413,0.08784
1986,1st Quintile,West,1 room,0.10926,83,966,0.08957,0.12894
1986,1st Quintile,West,2 rooms,0.29440,241,966,0.26564,0.32316
1986,1st Quintile,West,3 rooms,0.33257,370,966,0.30284,0.36229
1986,1st Quintile,West,4 rooms,0.13767,166,966,0.11593,0.15941
1986,1st Quintile,West,5 rooms,0.05693,65,966,0.04231,0.07155
1986,1st Quintile,West,6 rooms,0.03929,41,966,0.02703,0.05155
1986,2nd Quintile,West,1 room,0.04605,37,985,0.03295,0.05915
1986,2nd Quintile,West,2 rooms,0.19288,174,985,0.16823,0.21753
1986,2nd Quintile,West,3 rooms,0.35553,380,985,0.32562,0.38544
1986,2nd Quintile,West,4 rooms,0.20366,231,985,0.17850,0.22883
1986,2nd Quintile,West,5 rooms,0.09307,101,985,0.07491,0.11122
1986,2nd Quintile,West,6 rooms,0.06118,62,985,0.04621,0.07616
1986,3rd Quintile,West,1 room,0.05336,50,983,0.03930,0.06742
1986,3rd Quintile,West,2 rooms,0.21529,193,983,0.18958,0.24100
1986,3rd Quintile,West,3 rooms,0.33254,358,983,0.30308,0.36201
1986,3rd Quintile,West,4 rooms,0.19381,209,983,0.16909,0.21854
1986,3rd Quintile,West,5 rooms,0.09909,113,983,0.08040,0.11778
1986,3rd Quintile,West,6 rooms,0.05863,60,983,0.04394,0.07332
1986,4th Quintile,West,1 room,0.06252,55,976,0.04733,0.07772
1986,4th Quintile,West,2 rooms,0.22019,191,976,0.19418,0.24620
1986,4th Quintile,West,3 rooms,0.31608,340,976,0.28690,0.34527
1986,4th Quintile,West,4 rooms,0.18251,205,976,0.15826,0.20676
1986,4th Quintile,West,5 rooms,0.11163,122,976,0.09187,0.13140
1986,4th Quintile,West,6 rooms,0.06197,63,976,0.04683,0.07710
1986,5th Quintile,West,2 rooms,0.11773,108,854,0.09610,0.13935
1986,5th Quintile,West,3 rooms,0.31052,298,854,0.27947,0.34157
1986,5th Quintile,West,4 rooms,0.24211,226,854,0.21336,0.27086
1986,5th Quintile,West,5 rooms,0.13418,137,854,0.11131,0.15706
1986,5th Quintile,West,6 rooms,0.08735,85,854,0.06840,0.10630
1987,1st Quintile,West,1 room,0.12610,89,920,0.10463,0.14756
1987,1st Quintile,West,2 rooms,0.25507,210,920,0.22689,0.28326
1987,1st Quintile,West,3 rooms,0.35724,368,920,0.32626,0.38823
1987,1st Quintile,West,4 rooms,0.13232,154,920,0.11041,0.15423
1987,1st Quintile,West,5 rooms,0.05365,57,920,0.03908,0.06822
1987,1st Quintile,West,6 rooms,0.04224,42,920,0.02924,0.05525
1987,2nd Quintile,West,2 rooms,0.22090,183,938,0.19433,0.24746
1987,2nd Quintile,West,3 rooms,0.37715,398,938,0.34612,0.40818
1987,2nd Quintile,West,4 rooms,0.17605,206,938,0.15166,0.20043
1987,2nd Quintile,West,5 rooms,0.09610,102,938,0.07723,0.11497
1987,2nd Quintile,West,6 rooms,0.04582,49,938,0.03243,0.05921
1987,3rd Quintile,West,1 room,0.04779,48,986,0.03447,0.06111
1987,3rd Quintile,West,2 rooms,0.22444,182,986,0.19838,0.25049
1987,3rd Quintile,West,3 rooms,0.31073,347,986,0.28183,0.33964
1987,3rd Quintile,West,4 rooms,0.19916,223,986,0.17422,0.22410
1987,3rd Quintile,West,5 rooms,0.10930,124,986,0.08981,0.12878
1987,3rd Quintile,West,6 rooms,0.06560,62,986,0.05014,0.08106
1987,4th Quintile,West,1 room,0.06073,50,975,0.04573,0.07573
1987,4th Quintile,West,2 rooms,0.18354,183,975,0.15923,0.20785
1987,4th Quintile,West,3 rooms,0.32214,334,975,0.29279,0.35148
1987,4th Quintile,West,4 rooms,0.20689,215,975,0.18145,0.23233
1987,4th Quintile,West,5 rooms,0.11673,125,975,0.09656,0.13689
1987,4th Quintile,West,6 rooms,0.06476,68,975,0.04931,0.08022
1987,5th Quintile,West,2 rooms,0.15461,137,857,0.13039,0.17883
1987,5th Quintile,West,3 rooms,0.27042,261,857,0.24066,0.30017
1987,5th Quintile,West,4 rooms,0.25004,230,857,0.22103,0.27905
1987,5th Quintile,West,5 rooms,0.14892,153,857,0.12507,0.17277
1987,5th Quintile,West,6 rooms,0.07752,76,857,0.05961,0.09543
1988,1st Quintile,West,1 room,0.11163,72,909,0.09115,0.13212
1988,1st Quintile,West,2 rooms,0.26058,217,909,0.23203,0.28913
1988,1st Quintile,West,3 rooms,0.35834,366,909,0.32715,0.38953
1988,1st Quintile,West,4 rooms,0.14513,151,909,0.12222,0.16804
1988,1st Quintile,West,5 rooms,0.05792,66,909,0.04272,0.07311
1988,1st Quintile,West,6 rooms,0.03718,37,909,0.02488,0.04949
1988,2nd Quintile,West,1 room,0.04724,37,926,0.03357,0.06091
1988,2nd Quintile,West,2 rooms,0.21674,165,926,0.19019,0.24330
1988,2nd Quintile,West,3 rooms,0.37896,382,926,0.34770,0.41023
1988,2nd Quintile,West,4 rooms,0.16939,199,926,0.14521,0.19356
1988,2nd Quintile,West,5 rooms,0.09367,94,926,0.07490,0.11245
1988,2nd Quintile,West,6 rooms,0.05033,49,926,0.03624,0.06442
1988,3rd Quintile,West,1 room,0.05604,48,933,0.04128,0.07081
1988,3rd Quintile,West,2 rooms,0.20197,161,933,0.17620,0.22775
1988,3rd Quintile,West,3 rooms,0.32060,342,933,0.29063,0.35056
1988,3rd Quintile,West,4 rooms,0.19042,208,933,0.16522,0.21563
1988,3rd Quintile,West,5 rooms,0.10631,109,933,0.08652,0.12610
1988,3rd Quintile,West,6 rooms,0.07008,65,933,0.05369,0.08647
1988,4th Quintile,West,1 room,0.04556,40,929,0.03214,0.05898
1988,4th Quintile,West,2 rooms,0.20006,181,929,0.17432,0.22580
1988,4th Quintile,West,3 rooms,0.30635,303,929,0.27669,0.33601
1988,4th Quintile,West,4 rooms,0.20262,205,929,0.17676,0.22849
1988,4th Quintile,West,5 rooms,0.11234,119,929,0.09203,0.13266
1988,4th Quintile,West,6 rooms,0.08334,81,929,0.06556,0.10113
1988,5th Quintile,West,2 rooms,0.14889,124,806,0.12430,0.17348
1988,5th Quintile,West,3 rooms,0.29510,261,806,0.26360,0.32661
1988,5th Quintile,West,4 rooms,0.23199,207,806,0.20283,0.26115
1988,5th Quintile,West,5 rooms,0.14791,138,806,0.12339,0.17244
1988,5th Quintile,West,6 rooms,0.08324,76,806,0.06416,0.10232
1989,1st Quintile,West,1 room,0.10475,68,884,0.08455,0.12495
1989,1st Quintile,West,2 rooms,0.27265,213,884,0.24328,0.30202
1989,1st Quintile,West,3 rooms,0.33763,337,884,0.30643,0.36882
1989,1st Quintile,West,4 rooms,0.15950,166,884,0.13535,0.18365
1989,1st Quintile,West,5 rooms,0.05441,60,884,0.03944,0.06937
1989,1st Quintile,West,6 rooms,0.04042,40,884,0.02743,0.05342
1989,2nd Quintile,West,1 room,0.04767,46,971,0.03426,0.06107
1989,2nd Quintile,West,2 rooms,0.23260,179,971,0.20601,0.25919
1989,2nd Quintile,West,3 rooms,0.36753,382,971,0.33718,0.39787
1989,2nd Quintile,West,4 rooms,0.16188,188,971,0.13870,0.18506
1989,2nd Quintile,West,5 rooms,0.09791,94,971,0.07920,0.11661
1989,2nd Quintile,West,6 rooms,0.05162,48,971,0.03769,0.06554
1989,2nd Quintile,West,7 rooms,0.03020,34,971,0.01943,0.04097
1989,3rd Quintile,West,1 room,0.04539,32,905,0.03182,0.05896
1989,3rd Quintile,West,2 rooms,0.18914,150,905,0.16361,0.21466
1989,3rd Quintile,West,3 rooms,0.33299,335,905,0.30227,0.36372
1989,3rd Quintile,West,4 rooms,0.21113,210,905,0.18452,0.23773
1989,3rd Quintile,West,5 rooms,0.10760,110,905,0.08740,0.12780
1989,3rd Quintile,West,6 rooms,0.06609,68,905,0.04990,0.08229
1989,4th Quintile,West,1 room,0.05877,43,901,0.04341,0.07414
1989,4th Quintile,West,2 rooms,0.19607,182,901,0.17013,0.22201
1989,4th Quintile,West,3 rooms,0.28740,287,901,0.25784,0.31697
1989,4th Quintile,West,4 rooms,0.20815,196,901,0.18162,0.23467
1989,4th Quintile,West,5 rooms,0.12190,122,901,0.10053,0.14328
1989,4th Quintile,West,6 rooms,0.08052,71,901,0.06274,0.09830
1989,5th Quintile,West,2 rooms,0.16219,124,765,0.13605,0.18833
1989,5th Quintile,West,3 rooms,0.28532,236,765,0.25330,0.31734
1989,5th Quintile,West,4 rooms,0.22215,195,765,0.19267,0.25163
1989,5th Quintile,West,5 rooms,0.14738,132,765,0.12225,0.17252
1989,5th Quintile,West,6 rooms,0.08650,78,765,0.06657,0.10644
1990,1st Quintile,East,1 room,0.07065,83,2126,0.05975,0.08154
1990,1st Quintile,East,2 rooms,0.28920,466,2126,0.26992,0.30847
1990,1st Quintile,East,3 rooms,0.37460,882,2126,0.35402,0.39518
1990,1st Quintile,East,4 rooms,0.16405,446,2126,0.14830,0.17979
1990,1st Quintile,East,5 rooms,0.06423,177,2126,0.05381,0.07466
1990,1st Quintile,East,6 rooms,0.02400,72,2126,0.01749,0.03050
1990,2nd Quintile,West,1 room,0.08584,76,1115,0.06939,0.10229
1990,2nd Quintile,West,2 rooms,0.23356,227,1115,0.20872,0.25841
1990,2nd Quintile,West,3 rooms,0.36109,453,1115,0.33288,0.38929
1990,2nd Quintile,West,4 rooms,0.16564,223,1115,0.14381,0.18747
1990,2nd Quintile,West,5 rooms,0.07067,84,1115,0.05562,0.08572
1990,2nd Quintile,West,6 rooms,0.04417,52,1115,0.03210,0.05623
1990,3rd Quintile,West,1 room,0.04243,38,1153,0.03079,0.05406
1990,3rd Quintile,West,2 rooms,0.22152,214,1153,0.19754,0.24550
1990,3rd Quintile,West,3 rooms,0.33689,420,1153,0.30960,0.36419
1990,3rd Quintile,West,4 rooms,0.18461,241,1153,0.16220,0.20701
1990,3rd Quintile,West,5 rooms,0.11960,141,1153,0.10087,0.13834
1990,3rd Quintile,West,6 rooms,0.05978,67,1153,0.04609,0.07347
1990,3rd Quintile,West,7 rooms,0.02184,32,1153,0.01340,0.03028
1990,4th Quintile,West,1 room,0.05717,51,1093,0.04340,0.07094
1990,4th Quintile,West,2 rooms,0.21604,217,1093,0.19163,0.24044
1990,4th Quintile,West,3 rooms,0.31344,385,1093,0.28593,0.34096
1990,4th Quintile,West,4 rooms,0.18552,226,1093,0.16246,0.20857
1990,4th Quintile,West,5 rooms,0.10690,131,1093,0.08857,0.12522
1990,4th Quintile,West,6 rooms,0.07581,83,1093,0.06011,0.09151
1990,5th Quintile,West,2 rooms,0.16214,153,1023,0.13955,0.18474
1990,5th Quintile,West,3 rooms,0.29415,310,1023,0.26621,0.32209
1990,5th Quintile,West,4 rooms,0.22166,242,1023,0.19619,0.24712
1990,5th Quintile,West,5 rooms,0.13590,152,1023,0.11489,0.15691
1990,5th Quintile,West,6 rooms,0.08691,100,1023,0.06964,0.10418
1990,5th Quintile,West,7 rooms,0.03343,34,1023,0.02241,0.04445
1990,5th Quintile,West,8 rooms,0.02534,32,1023,0.01570,0.03497
1991,1st Quintile,East,1 room,0.05854,61,1958,0.04814,0.06894
1991,1st Quintile,East,2 rooms,0.28270,407,1958,0.26275,0.30265
1991,1st Quintile,East,3 rooms,0.38265,818,1958,0.36111,0.40418
1991,1st Quintile,East,4 rooms,0.17144,429,1958,0.15475,0.18814
1991,1st Quintile,East,5 rooms,0.06438,169,1958,0.05350,0.07525
1991,1st Quintile,East,6 rooms,0.02734,74,1958,0.02012,0.03457
1991,2nd Quintile,West,1 room,0.08959,70,1103,0.07273,0.10646
1991,2nd Quintile,West,2 rooms,0.27102,267,1103,0.24478,0.29727
1991,2nd Quintile,West,3 rooms,0.34706,439,1103,0.31895,0.37516
1991,2nd Quintile,West,4 rooms,0.14497,192,1103,0.12419,0.16576
1991,2nd Quintile,West,5 rooms,0.06999,85,1103,0.05493,0.08506
1991,2nd Quintile,West,6 rooms,0.04698,50,1103,0.03449,0.05948
1991,3rd Quintile,West,1 room,0.03211,39,1156,0.02195,0.04228
1991,3rd Quintile,West,2 rooms,0.22838,213,1156,0.20417,0.25260
1991,3rd Quintile,West,3 rooms,0.32868,402,1156,0.30159,0.35577
1991,3rd Quintile,West,4 rooms,0.18571,255,1156,0.16328,0.20814
1991,3rd Quintile,West,5 rooms,0.11538,134,1156,0.09695,0.13380
1991,3rd Quintile,West,6 rooms,0.06241,74,1156,0.04846,0.07636
1991,3rd Quintile,West,7 rooms,0.03228,39,1156,0.02209,0.04247
1991,4th Quintile,West,1 room,0.05110,51,1157,0.03841,0.06379
1991,4th Quintile,West,2 rooms,0.19140,209,1157,0.16872,0.21408
1991,4th Quintile,West,3 rooms,0.29217,371,1157,0.26596,0.31839
1991,4th Quintile,West,4 rooms,0.21842,261,1157,0.19461,0.24224
1991,4th Quintile,West,5 rooms,0.11615,137,1157,0.09768,0.13462
1991,4th Quintile,West,6 rooms,0.08041,94,1157,0.06474,0.09609
1991,4th Quintile,West,7 rooms,0.02666,34,1157,0.01737,0.03595
1991,5th Quintile,West,2 rooms,0.17169,158,1002,0.14833,0.19505
1991,5th Quintile,West,3 rooms,0.29986,332,1002,0.27147,0.32824
1991,5th Quintile,West,4 rooms,0.19897,218,1002,0.17424,0.22370
1991,5th Quintile,West,5 rooms,0.14304,167,1002,0.12135,0.16473
1991,5th Quintile,West,6 rooms,0.09055,96,1002,0.07278,0.10833
1991,5th Quintile,West,7 rooms,0.02925,31,1002,0.01881,0.03968
1992,1st Quintile,West,1 room,0.12111,50,551,0.09384,0.14837
1992,1st Quintile,West,2 rooms,0.27945,155,551,0.24195,0.31695
1992,1st Quintile,West,3 rooms,0.33135,221,551,0.29202,0.37069
1992,1st Quintile,West,4 rooms,0.14986,93,551,0.12003,0.17969
1992,1st Quintile,West,5 rooms,0.05212,32,551,0.03355,0.07070
1992,1st Quintile,East,1 room,0.09566,51,787,0.07510,0.11622
1992,1st Quintile,East,2 rooms,0.38493,240,787,0.35091,0.41894
1992,1st Quintile,East,3 rooms,0.31663,285,787,0.28411,0.34915
1992,1st Quintile,East,4 rooms,0.14194,163,787,0.11754,0.16634
1992,1st Quintile,East,5 rooms,0.03872,48,787,0.02523,0.05220
1992,2nd Quintile,West,1 room,0.04634,39,836,0.03208,0.06060
1992,2nd Quintile,West,2 rooms,0.23135,166,836,0.20274,0.25995
1992,2nd Quintile,West,3 rooms,0.36103,319,836,0.32845,0.39361
1992,2nd Quintile,West,4 rooms,0.16948,172,836,0.14403,0.19493
1992,2nd Quintile,West,5 rooms,0.09658,88,836,0.07655,0.11662
1992,2nd Quintile,West,6 rooms,0.05868,52,836,0.04274,0.07462
1992,2nd Quintile,East,2 rooms,0.21967,100,566,0.18553,0.25381
1992,2nd Quintile,East,3 rooms,0.43018,274,566,0.38935,0.47100
1992,2nd Quintile,East,4 rooms,0.18219,129,566,0.15036,0.21402
1992,2nd Quintile,East,5 rooms,0.07654,63,566,0.05462,0.09846
1992,3rd Quintile,West,1 room,0.04744,44,968,0.03404,0.06084
1992,3rd Quintile,West,2 rooms,0.23516,195,968,0.20843,0.26190
1992,3rd Quintile,West,3 rooms,0.33040,356,968,0.30075,0.36004
1992,3rd Quintile,West,4 rooms,0.17374,197,968,0.14986,0.19762
1992,3rd Quintile,West,5 rooms,0.11544,120,968,0.09530,0.13559
1992,3rd Quintile,West,6 rooms,0.05649,56,968,0.04194,0.07104
1992,3rd Quintile,East,2 rooms,0.13203,33,300,0.09366,0.17040
1992,3rd Quintile,East,3 rooms,0.47384,160,300,0.41724,0.53044
1992,3rd Quintile,East,4 rooms,0.20944,74,300,0.16331,0.25556
1992,3rd Quintile,East,5 rooms,0.10161,33,300,0.06736,0.13585
1992,4th Quintile,West,1 room,0.04935,46,1112,0.03662,0.06209
1992,4th Quintile,West,2 rooms,0.21887,216,1112,0.19456,0.24318
1992,4th Quintile,West,3 rooms,0.28935,368,1112,0.26269,0.31602
1992,4th Quintile,West,4 rooms,0.20417,241,1112,0.18046,0.22787
1992,4th Quintile,West,5 rooms,0.11620,129,1112,0.09736,0.13504
1992,4th Quintile,West,6 rooms,0.06630,78,1112,0.05167,0.08093
1992,4th Quintile,West,7 rooms,0.02780,34,1112,0.01813,0.03747
1992,4th Quintile,East,3 rooms,0.41326,49,88,0.30979,0.51674
1992,4th Quintile,East,4 rooms,0.27759,39,88,0.18349,0.37169
1992,5th Quintile,West,2 rooms,0.15788,154,975,0.13498,0.18078
1992,5th Quintile,West,3 rooms,0.28453,292,975,0.25619,0.31286
1992,5th Quintile,West,4 rooms,0.21422,226,975,0.18845,0.23999
1992,5th Quintile,West,5 rooms,0.13996,157,975,0.11817,0.16175
1992,5th Quintile,West,6 rooms,0.10933,107,975,0.08973,0.12893
1992,5th Quintile,West,7 rooms,0.03771,39,975,0.02574,0.04967
1993,1st Quintile,West,1 room,0.11570,67,660,0.09128,0.14013
1993,1st Quintile,West,2 rooms,0.24476,162,660,0.21194,0.27759
1993,1st Quintile,West,3 rooms,0.35705,260,660,0.32047,0.39363
1993,1st Quintile,West,4 rooms,0.15686,121,660,0.12909,0.18463
1993,1st Quintile,West,5 rooms,0.06319,50,660,0.04461,0.08176
1993,1st Quintile,East,1 room,0.09351,41,588,0.06996,0.11707
1993,1st Quintile,East,2 rooms,0.39020,190,588,0.35074,0.42966
1993,1st Quintile,East,3 rooms,0.33290,222,588,0.29477,0.37102
1993,1st Quintile,East,4 rooms,0.11763,94,588,0.09157,0.14369
1993,1st Quintile,East,5 rooms,0.04643,41,588,0.02941,0.06345
1993,2nd Quintile,West,1 room,0.06039,38,831,0.04418,0.07660
1993,2nd Quintile,West,2 rooms,0.22859,183,831,0.20002,0.25716
1993,2nd Quintile,West,3 rooms,0.35628,312,831,0.32370,0.38886
1993,2nd Quintile,West,4 rooms,0.18098,180,831,0.15478,0.20717
1993,2nd Quintile,West,5 rooms,0.08940,79,831,0.06999,0.10882
1993,2nd Quintile,West,6 rooms,0.04796,39,831,0.03342,0.06249
1993,2nd Quintile,East,2 rooms,0.27823,126,567,0.24131,0.31514
1993,2nd Quintile,East,3 rooms,0.39108,257,567,0.35088,0.43128
1993,2nd Quintile,East,4 rooms,0.16668,129,567,0.13597,0.19738
1993,2nd Quintile,East,5 rooms,0.07043,55,567,0.04935,0.09151
1993,3rd Quintile,West,1 room,0.04451,40,981,0.03160,0.05742
1993,3rd Quintile,West,2 rooms,0.20729,180,981,0.18191,0.23267
1993,3rd Quintile,West,3 rooms,0.32614,355,981,0.29679,0.35549
1993,3rd Quintile,West,4 rooms,0.18615,182,981,0.16178,0.21052
1993,3rd Quintile,West,5 rooms,0.12353,124,981,0.10293,0.14414
1993,3rd Quintile,West,6 rooms,0.06505,64,981,0.04961,0.08049
1993,3rd Quintile,West,7 rooms,0.03533,36,981,0.02377,0.04688
1993,3rd Quintile,East,2 rooms,0.13960,43,355,0.10350,0.17570
1993,3rd Quintile,East,3 rooms,0.41915,170,355,0.36775,0.47056
1993,3rd Quintile,East,4 rooms,0.23480,97,355,0.19065,0.27896
1993,3rd Quintile,East,5 rooms,0.11463,45,355,0.08145,0.14782
1993,4th Quintile,West,1 room,0.03764,37,1053,0.02614,0.04914
1993,4th Quintile,West,2 rooms,0.20031,195,1053,0.17612,0.22449
1993,4th Quintile,West,3 rooms,0.30643,344,1053,0.27857,0.33429
1993,4th Quintile,West,4 rooms,0.21014,250,1053,0.18552,0.23476
1993,4th Quintile,West,5 rooms,0.11006,117,1053,0.09115,0.12897
1993,4th Quintile,West,6 rooms,0.07493,76,1053,0.05902,0.09084
1993,4th Quintile,West,7 rooms,0.03487,34,1053,0.02378,0.04595
1993,4th Quintile,East,3 rooms,0.40357,86,140,0.32201,0.48513
1993,4th Quintile,East,4 rooms,0.25017,54,140,0.17817,0.32217
1993,5th Quintile,West,2 rooms,0.16103,144,967,0.13785,0.18421
1993,5th Quintile,West,3 rooms,0.28725,311,967,0.25871,0.31578
1993,5th Quintile,West,4 rooms,0.20774,213,967,0.18215,0.23332
1993,5th Quintile,West,5 rooms,0.14792,164,967,0.12553,0.17031
1993,5th Quintile,West,6 rooms,0.09307,92,967,0.07475,0.11139
1993,5th Quintile,West,7 rooms,0.03859,43,967,0.02644,0.05073
1993,5th Quintile,East,3 rooms,0.60931,40,40,0.45618,0.76244
1994,1st Quintile,West,1 room,0.10057,62,778,0.07942,0.12171
1994,1st Quintile,West,2 rooms,0.30321,222,778,0.27089,0.33553
1994,1st Quintile,West,3 rooms,0.32801,303,778,0.29500,0.36102
1994,1st Quintile,West,4 rooms,0.14360,135,778,0.11895,0.16826
1994,1st Quintile,West,5 rooms,0.06931,56,778,0.05145,0.08717
1994,1st Quintile,East,1 room,0.10480,36,504,0.07803,0.13157
1994,1st Quintile,East,2 rooms,0.35562,146,504,0.31378,0.39745
1994,1st Quintile,East,3 rooms,0.34713,194,504,0.30553,0.38874
1994,1st Quintile,East,4 rooms,0.13119,95,504,0.10168,0.16069
1994,1st Quintile,East,5 rooms,0.04514,33,504,0.02700,0.06328
1994,2nd Quintile,West,1 room,0.05244,35,800,0.03698,0.06789
1994,2nd Quintile,West,2 rooms,0.21471,152,800,0.18624,0.24318
1994,2nd Quintile,West,3 rooms,0.35187,307,800,0.31876,0.38498
1994,2nd Quintile,West,4 rooms,0.18655,170,800,0.15954,0.21356
1994,2nd Quintile,West,5 rooms,0.10187,86,800,0.08090,0.12285
1994,2nd Quintile,West,6 rooms,0.05956,50,800,0.04315,0.07597
1994,2nd Quintile,East,2 rooms,0.29769,135,518,0.25827,0.33710
1994,2nd Quintile,East,3 rooms,0.36509,219,518,0.32359,0.40659
1994,2nd Quintile,East,4 rooms,0.15875,114,518,0.12724,0.19025
1994,2nd Quintile,East,5 rooms,0.06735,50,518,0.04575,0.08896
1994,3rd Quintile,West,1 room,0.05403,45,902,0.03927,0.06879
1994,3rd Quintile,West,2 rooms,0.20578,170,902,0.17938,0.23218
1994,3rd Quintile,West,3 rooms,0.32268,321,902,0.29215,0.35320
1994,3rd Quintile,West,4 rooms,0.18562,189,902,0.16023,0.21100
1994,3rd Quintile,West,5 rooms,0.11649,114,902,0.09554,0.13744
1994,3rd Quintile,West,6 rooms,0.06641,63,902,0.05015,0.08267
1994,3rd Quintile,East,2 rooms,0.19660,59,369,0.15599,0.23720
1994,3rd Quintile,East,3 rooms,0.39764,171,369,0.34764,0.44765
1994,3rd Quintile,East,4 rooms,0.20478,92,369,0.16355,0.24602
1994,3rd Quintile,East,5 rooms,0.10244,47,369,0.07146,0.13342
1994,4th Quintile,West,2 rooms,0.22445,203,953,0.19795,0.25095
1994,4th Quintile,West,3 rooms,0.28097,304,953,0.25242,0.30953
1994,4th Quintile,West,4 rooms,0.20267,215,953,0.17713,0.22821
1994,4th Quintile,West,5 rooms,0.11424,112,953,0.09403,0.13445
1994,4th Quintile,West,6 rooms,0.07385,71,953,0.05724,0.09047
1994,4th Quintile,West,7 rooms,0.04849,48,953,0.03485,0.06214
1994,4th Quintile,East,3 rooms,0.47872,114,167,0.40273,0.55472
1994,4th Quintile,East,4 rooms,0.19065,53,167,0.13089,0.25040
1994,5th Quintile,West,2 rooms,0.14288,136,955,0.12067,0.16509
