year,quintil_oecd_hh,sampreg,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,5th Quintile,East,3 rooms,0.27940,68,178,0.21330,0.34551
2001,5th Quintile,East,4 rooms,0.28105,74,178,0.21483,0.34728
2001,5th Quintile,East,5 rooms,0.13766,36,178,0.08690,0.18842
2002,1st Quintile,West,1 room,0.09253,107,1419,0.07745,0.10762
2002,1st Quintile,West,2 rooms,0.30207,381,1419,0.27818,0.32597
2002,1st Quintile,West,3 rooms,0.33324,501,1419,0.30871,0.35778
2002,1st Quintile,West,4 rooms,0.14537,242,1419,0.12702,0.16371
2002,1st Quintile,West,5 rooms,0.06486,106,1419,0.05204,0.07768
2002,1st Quintile,West,6 rooms,0.03210,51,1419,0.02292,0.04127
2002,1st Quintile,West,7 rooms,0.02025,31,1419,0.01292,0.02758
2002,1st Quintile,East,1 room,0.10493,60,645,0.08126,0.12860
2002,1st Quintile,East,2 rooms,0.39460,217,645,0.35685,0.43235
2002,1st Quintile,East,3 rooms,0.30859,235,645,0.27292,0.34427
2002,1st Quintile,East,4 rooms,0.12917,99,645,0.10327,0.15508
2002,1st Quintile,East,5 rooms,0.03874,34,645,0.02384,0.05364
2002,2nd Quintile,West,1 room,0.03890,45,1510,0.02914,0.04865
2002,2nd Quintile,West,2 rooms,0.19869,277,1510,0.17856,0.21882
2002,2nd Quintile,West,3 rooms,0.33839,511,1510,0.31451,0.36226
2002,2nd Quintile,West,4 rooms,0.20329,341,1510,0.18298,0.22360
2002,2nd Quintile,West,5 rooms,0.11698,188,1510,0.10076,0.13319
2002,2nd Quintile,West,6 rooms,0.06630,111,1510,0.05375,0.07886
2002,2nd Quintile,West,7 rooms,0.02220,37,1510,0.01477,0.02964
2002,2nd Quintile,East,2 rooms,0.27068,149,669,0.23699,0.30437
2002,2nd Quintile,East,3 rooms,0.42315,295,669,0.38568,0.46062
2002,2nd Quintile,East,4 rooms,0.15977,131,669,0.13199,0.18756
2002,2nd Quintile,East,5 rooms,0.06520,63,669,0.04648,0.08392
2002,2nd Quintile,East,6 rooms,0.03547,31,669,0.02144,0.04950
2002,3rd Quintile,West,2 rooms,0.21703,292,1612,0.19690,0.23715
2002,3rd Quintile,West,3 rooms,0.29961,484,1612,0.27724,0.32198
2002,3rd Quintile,West,4 rooms,0.19241,340,1612,0.17316,0.21166
2002,3rd Quintile,West,5 rooms,0.12722,242,1612,0.11095,0.14349
2002,3rd Quintile,West,6 rooms,0.08645,156,1612,0.07273,0.10017
2002,3rd Quintile,West,7 rooms,0.02949,66,1612,0.02123,0.03776
2002,3rd Quintile,West,8 rooms,0.01685,32,1612,0.01056,0.02313
2002,3rd Quintile,East,2 rooms,0.18893,91,586,0.15721,0.22065
2002,3rd Quintile,East,3 rooms,0.40904,235,586,0.36920,0.44888
2002,3rd Quintile,East,4 rooms,0.19938,140,586,0.16700,0.23175
2002,3rd Quintile,East,5 rooms,0.11778,82,586,0.09166,0.14390
2002,3rd Quintile,East,6 rooms,0.04525,38,586,0.02841,0.06210
2002,4th Quintile,West,2 rooms,0.16253,239,1771,0.14534,0.17971
2002,4th Quintile,West,3 rooms,0.29534,484,1771,0.27409,0.31660
2002,4th Quintile,West,4 rooms,0.22607,427,1771,0.20659,0.24556
2002,4th Quintile,West,5 rooms,0.15956,323,1771,0.14250,0.17662
2002,4th Quintile,West,6 rooms,0.07578,190,1771,0.06345,0.08811
2002,4th Quintile,West,7 rooms,0.04069,108,1771,0.03148,0.04989
2002,4th Quintile,East,2 rooms,0.18440,66,490,0.15003,0.21878
2002,4th Quintile,East,3 rooms,0.33625,161,490,0.29438,0.37812
2002,4th Quintile,East,4 rooms,0.22508,129,490,0.18806,0.26210
2002,4th Quintile,East,5 rooms,0.15181,87,490,0.12000,0.18361
2002,4th Quintile,East,6 rooms,0.05720,47,490,0.03661,0.07778
2002,5th Quintile,West,2 rooms,0.13405,227,2860,0.12156,0.14654
2002,5th Quintile,West,3 rooms,0.22264,502,2860,0.20739,0.23789
2002,5th Quintile,West,4 rooms,0.22347,629,2860,0.20820,0.23874
2002,5th Quintile,West,5 rooms,0.18544,609,2860,0.17119,0.19969
2002,5th Quintile,West,6 rooms,0.10415,399,2860,0.09295,0.11534
2002,5th Quintile,West,7 rooms,0.05931,238,2860,0.05065,0.06797
2002,5th Quintile,West,8 rooms,0.03007,143,2860,0.02381,0.03633
2002,5th Quintile,West,9 rooms,0.01157,57,2860,0.00765,0.01549
2002,5th Quintile,West,10 or more rooms,0.01533,56,2860,0.01082,0.01983
2002,5th Quintile,East,3 rooms,0.34044,97,288,0.28561,0.39526
2002,5th Quintile,East,4 rooms,0.23389,91,288,0.18491,0.28286
2002,5th Quintile,East,5 rooms,0.13788,65,288,0.09799,0.17777
2002,5th Quintile,East,6 rooms,0.06612,35,288,0.03737,0.09488
2003,1st Quintile,West,1 room,0.08819,106,1393,0.07330,0.10309
2003,1st Quintile,West,2 rooms,0.29765,392,1393,0.27363,0.32167
2003,1st Quintile,West,3 rooms,0.33618,496,1393,0.31137,0.36100
2003,1st Quintile,West,4 rooms,0.15752,246,1393,0.13838,0.17666
2003,1st Quintile,West,5 rooms,0.06969,106,1393,0.05631,0.08307
2003,1st Quintile,West,6 rooms,0.03065,47,1393,0.02159,0.03970
2003,1st Quintile,East,1 room,0.10730,55,575,0.08198,0.13262
2003,1st Quintile,East,2 rooms,0.39440,205,575,0.35441,0.43438
2003,1st Quintile,East,3 rooms,0.31417,225,575,0.27619,0.35214
2003,1st Quintile,East,4 rooms,0.12119,90,575,0.09449,0.14789
2003,2nd Quintile,West,1 room,0.03750,42,1449,0.02771,0.04729
2003,2nd Quintile,West,2 rooms,0.20397,259,1449,0.18321,0.22472
2003,2nd Quintile,West,3 rooms,0.35488,520,1449,0.33024,0.37953
2003,2nd Quintile,West,4 rooms,0.18009,295,1449,0.16030,0.19988
2003,2nd Quintile,West,5 rooms,0.11568,181,1449,0.09921,0.13216
2003,2nd Quintile,West,6 rooms,0.06800,110,1449,0.05503,0.08097
2003,2nd Quintile,West,7 rooms,0.02234,42,1449,0.01472,0.02995
2003,2nd Quintile,East,2 rooms,0.25433,154,661,0.22110,0.28755
2003,2nd Quintile,East,3 rooms,0.37927,281,661,0.34225,0.41628
2003,2nd Quintile,East,4 rooms,0.20981,169,661,0.17874,0.24087
2003,2nd Quintile,East,5 rooms,0.06747,57,661,0.04833,0.08660
2003,3rd Quintile,West,1 room,0.04127,43,1579,0.03146,0.05109
2003,3rd Quintile,West,2 rooms,0.19103,264,1579,0.17163,0.21042
2003,3rd Quintile,West,3 rooms,0.30024,461,1579,0.27763,0.32286
2003,3rd Quintile,West,4 rooms,0.18247,313,1579,0.16341,0.20153
2003,3rd Quintile,West,5 rooms,0.13177,237,1579,0.11508,0.14846
2003,3rd Quintile,West,6 rooms,0.08894,153,1579,0.07489,0.10298
2003,3rd Quintile,West,7 rooms,0.03216,69,1579,0.02346,0.04087
2003,3rd Quintile,West,8 rooms,0.02197,39,1579,0.01474,0.02920
2003,3rd Quintile,East,2 rooms,0.22477,113,598,0.19129,0.25826
2003,3rd Quintile,East,3 rooms,0.40112,245,598,0.36180,0.44043
2003,3rd Quintile,East,4 rooms,0.16375,114,598,0.13406,0.19343
2003,3rd Quintile,East,5 rooms,0.11513,91,598,0.08953,0.14073
2003,3rd Quintile,East,6 rooms,0.03727,35,598,0.02207,0.05246
2003,4th Quintile,West,2 rooms,0.16973,237,1761,0.15219,0.18727
2003,4th Quintile,West,3 rooms,0.30787,493,1761,0.28630,0.32943
2003,4th Quintile,West,4 rooms,0.20724,394,1761,0.18830,0.22617
2003,4th Quintile,West,5 rooms,0.15411,303,1761,0.13724,0.17098
2003,4th Quintile,West,6 rooms,0.08479,196,1761,0.07177,0.09780
2003,4th Quintile,West,7 rooms,0.03498,92,1761,0.02639,0.04356
2003,4th Quintile,West,8 rooms,0.01632,46,1761,0.01040,0.02224
2003,4th Quintile,East,2 rooms,0.16568,56,451,0.13133,0.20003
2003,4th Quintile,East,3 rooms,0.33956,159,451,0.29580,0.38331
2003,4th Quintile,East,4 rooms,0.27078,124,451,0.22972,0.31184
2003,4th Quintile,East,5 rooms,0.13362,78,451,0.10218,0.16505
2003,4th Quintile,East,6 rooms,0.05825,34,451,0.03661,0.07989
2003,5th Quintile,West,2 rooms,0.12668,198,2656,0.11402,0.13933
2003,5th Quintile,West,3 rooms,0.22630,468,2656,0.21039,0.24222
2003,5th Quintile,West,4 rooms,0.22674,612,2656,0.21081,0.24267
2003,5th Quintile,West,5 rooms,0.18307,541,2656,0.16836,0.19778
2003,5th Quintile,West,6 rooms,0.09931,373,2656,0.08794,0.11069
2003,5th Quintile,West,7 rooms,0.06599,243,2656,0.05655,0.07544
2003,5th Quintile,West,8 rooms,0.03010,122,2656,0.02360,0.03660
2003,5th Quintile,West,9 rooms,0.01000,47,2656,0.00621,0.01378
2003,5th Quintile,West,10 or more rooms,0.01629,52,2656,0.01148,0.02111
2003,5th Quintile,East,3 rooms,0.29991,85,282,0.24633,0.35349
2003,5th Quintile,East,4 rooms,0.22002,96,282,0.17158,0.26845
2003,5th Quintile,East,5 rooms,0.13815,61,282,0.09780,0.17849
2003,5th Quintile,East,6 rooms,0.06725,40,282,0.03797,0.09654
2004,1st Quintile,West,1 room,0.10049,110,1316,0.08424,0.11674
2004,1st Quintile,West,2 rooms,0.29960,355,1316,0.27484,0.32436
2004,1st Quintile,West,3 rooms,0.33789,498,1316,0.31232,0.36345
2004,1st Quintile,West,4 rooms,0.15040,224,1316,0.13108,0.16972
2004,1st Quintile,West,5 rooms,0.06407,89,1316,0.05084,0.07731
2004,1st Quintile,West,6 rooms,0.02770,40,1316,0.01883,0.03657
2004,1st Quintile,East,1 room,0.11106,58,569,0.08522,0.13690
2004,1st Quintile,East,2 rooms,0.36159,191,569,0.32208,0.40110
2004,1st Quintile,East,3 rooms,0.32452,222,569,0.28602,0.36303
2004,1st Quintile,East,4 rooms,0.14027,98,569,0.11171,0.16883
2004,2nd Quintile,West,1 room,0.04574,47,1414,0.03485,0.05664
2004,2nd Quintile,West,2 rooms,0.19922,263,1414,0.17839,0.22004
2004,2nd Quintile,West,3 rooms,0.37246,495,1414,0.34725,0.39767
2004,2nd Quintile,West,4 rooms,0.16512,283,1414,0.14576,0.18448
2004,2nd Quintile,West,5 rooms,0.11097,179,1414,0.09459,0.12735
2004,2nd Quintile,West,6 rooms,0.05949,102,1414,0.04716,0.07182
2004,2nd Quintile,West,7 rooms,0.03077,45,1414,0.02177,0.03978
2004,2nd Quintile,East,2 rooms,0.29161,166,672,0.25722,0.32600
2004,2nd Quintile,East,3 rooms,0.36644,255,672,0.32998,0.40290
2004,2nd Quintile,East,4 rooms,0.17426,152,672,0.14555,0.20296
2004,2nd Quintile,East,5 rooms,0.07255,63,672,0.05292,0.09217
2004,2nd Quintile,East,6 rooms,0.02565,36,672,0.01369,0.03762
2004,3rd Quintile,West,1 room,0.02395,31,1530,0.01629,0.03162
2004,3rd Quintile,West,2 rooms,0.16997,232,1530,0.15114,0.18880
2004,3rd Quintile,West,3 rooms,0.32180,470,1530,0.29838,0.34521
2004,3rd Quintile,West,4 rooms,0.19185,334,1530,0.17211,0.21159
2004,3rd Quintile,West,5 rooms,0.15045,251,1530,0.13253,0.16837
2004,3rd Quintile,West,6 rooms,0.08252,143,1530,0.06872,0.09631
2004,3rd Quintile,West,7 rooms,0.03531,69,1530,0.02606,0.04456
2004,3rd Quintile,East,2 rooms,0.22828,114,586,0.19427,0.26230
2004,3rd Quintile,East,3 rooms,0.39319,232,586,0.35361,0.43278
2004,3rd Quintile,East,4 rooms,0.17120,118,586,0.14068,0.20173
2004,3rd Quintile,East,5 rooms,0.12124,88,586,0.09479,0.14769
2004,3rd Quintile,East,6 rooms,0.04179,34,586,0.02558,0.05801
2004,4th Quintile,West,2 rooms,0.18643,237,1728,0.16807,0.20480
2004,4th Quintile,West,3 rooms,0.27328,445,1728,0.25226,0.29429
2004,4th Quintile,West,4 rooms,0.21620,409,1728,0.19679,0.23562
2004,4th Quintile,West,5 rooms,0.16171,307,1728,0.14434,0.17907
2004,4th Quintile,West,6 rooms,0.08529,193,1728,0.07212,0.09847
2004,4th Quintile,West,7 rooms,0.03260,91,1728,0.02422,0.04098
2004,4th Quintile,West,8 rooms,0.01927,46,1728,0.01279,0.02576
2004,4th Quintile,East,2 rooms,0.16679,55,464,0.13283,0.20075
2004,4th Quintile,East,3 rooms,0.35004,167,464,0.30659,0.39349
2004,4th Quintile,East,4 rooms,0.25591,128,464,0.21616,0.29566
2004,4th Quintile,East,5 rooms,0.11900,80,464,0.08951,0.14849
2004,4th Quintile,East,6 rooms,0.07077,34,464,0.04742,0.09413
2004,5th Quintile,West,2 rooms,0.11480,189,2604,0.10255,0.12705
2004,5th Quintile,West,3 rooms,0.24437,491,2604,0.22786,0.26087
2004,5th Quintile,West,4 rooms,0.21628,562,2604,0.20046,0.23209
2004,5th Quintile,West,5 rooms,0.18036,536,2604,0.16559,0.19513
2004,5th Quintile,West,6 rooms,0.11467,389,2604,0.10243,0.12692
2004,5th Quintile,West,7 rooms,0.06023,216,2604,0.05109,0.06937
2004,5th Quintile,West,8 rooms,0.03011,112,2604,0.02355,0.03668
2004,5th Quintile,West,9 rooms,0.01270,56,2604,0.00840,0.01701
2004,5th Quintile,West,10 or more rooms,0.01459,53,2604,0.00998,0.01919
2004,5th Quintile,East,3 rooms,0.27414,78,275,0.22132,0.32696
2004,5th Quintile,East,4 rooms,0.22336,92,275,0.17404,0.27268
2004,5th Quintile,East,5 rooms,0.18211,64,275,0.13641,0.22781
2004,5th Quintile,East,6 rooms,0.07082,41,275,0.04045,0.10120
2005,1st Quintile,West,1 room,0.09453,110,1296,0.07860,0.11047
2005,1st Quintile,West,2 rooms,0.30440,373,1296,0.27934,0.32947
2005,1st Quintile,West,3 rooms,0.34662,482,1296,0.32070,0.37254
2005,1st Quintile,West,4 rooms,0.13720,195,1296,0.11846,0.15594
2005,1st Quintile,West,5 rooms,0.06122,90,1296,0.04817,0.07428
2005,1st Quintile,West,6 rooms,0.03214,46,1296,0.02253,0.04175
2005,1st Quintile,East,1 room,0.08957,53,623,0.06712,0.11201
2005,1st Quintile,East,2 rooms,0.37485,198,623,0.33680,0.41289
2005,1st Quintile,East,3 rooms,0.34058,240,623,0.30334,0.37783
2005,1st Quintile,East,4 rooms,0.13339,97,623,0.10667,0.16010
2005,1st Quintile,East,5 rooms,0.04810,35,623,0.03129,0.06492
2005,2nd Quintile,West,1 room,0.03207,36,1348,0.02266,0.04147
2005,2nd Quintile,West,2 rooms,0.21053,256,1348,0.18876,0.23230
2005,2nd Quintile,West,3 rooms,0.35143,485,1348,0.32593,0.37693
2005,2nd Quintile,West,4 rooms,0.18498,285,1348,0.16424,0.20571
2005,2nd Quintile,West,5 rooms,0.10618,154,1348,0.08972,0.12263
2005,2nd Quintile,West,6 rooms,0.06236,93,1348,0.04945,0.07528
2005,2nd Quintile,West,7 rooms,0.02848,39,1348,0.01960,0.03736
2005,2nd Quintile,East,2 rooms,0.28543,167,622,0.24991,0.32095
2005,2nd Quintile,East,3 rooms,0.36524,243,622,0.32737,0.40311
2005,2nd Quintile,East,4 rooms,0.18270,147,622,0.15231,0.21309
2005,2nd Quintile,East,5 rooms,0.07275,65,622,0.05232,0.09318
2005,3rd Quintile,West,1 room,0.02891,32,1499,0.02042,0.03739
2005,3rd Quintile,West,2 rooms,0.20292,257,1499,0.18255,0.22328
2005,3rd Quintile,West,3 rooms,0.31459,443,1499,0.29107,0.33810
2005,3rd Quintile,West,4 rooms,0.18534,308,1499,0.16566,0.20501
2005,3rd Quintile,West,5 rooms,0.13862,254,1499,0.12112,0.15612
2005,3rd Quintile,West,6 rooms,0.06576,105,1499,0.05321,0.07831
2005,3rd Quintile,West,7 rooms,0.03182,60,1499,0.02293,0.04071
2005,3rd Quintile,West,8 rooms,0.02066,40,1499,0.01346,0.02786
2005,3rd Quintile,East,2 rooms,0.21460,99,552,0.18032,0.24888
2005,3rd Quintile,East,3 rooms,0.37282,207,552,0.33244,0.41319
2005,3rd Quintile,East,4 rooms,0.18187,123,552,0.14966,0.21408
2005,3rd Quintile,East,5 rooms,0.14362,92,552,0.11434,0.17290
2005,3rd Quintile,East,6 rooms,0.03599,31,552,0.02044,0.05154
2005,4th Quintile,West,2 rooms,0.16930,220,1688,0.15140,0.18720
2005,4th Quintile,West,3 rooms,0.26528,427,1688,0.24421,0.28634
2005,4th Quintile,West,4 rooms,0.21687,401,1688,0.19720,0.23654
2005,4th Quintile,West,5 rooms,0.16922,304,1688,0.15133,0.18711
2005,4th Quintile,West,6 rooms,0.09363,209,1688,0.07973,0.10753
2005,4th Quintile,West,7 rooms,0.03200,87,1688,0.02360,0.04040
2005,4th Quintile,West,8 rooms,0.01863,40,1688,0.01218,0.02508
2005,4th Quintile,East,2 rooms,0.16128,53,442,0.12695,0.19561
2005,4th Quintile,East,3 rooms,0.33864,158,442,0.29447,0.38281
2005,4th Quintile,East,4 rooms,0.25692,121,442,0.21614,0.29770
2005,4th Quintile,East,5 rooms,0.14182,79,442,0.10926,0.17438
2005,4th Quintile,East,6 rooms,0.05906,31,442,0.03706,0.08106
2005,5th Quintile,West,2 rooms,0.10749,170,2504,0.09535,0.11962
2005,5th Quintile,West,3 rooms,0.25111,498,2504,0.23412,0.26810
2005,5th Quintile,West,4 rooms,0.21582,538,2504,0.19971,0.23194
2005,5th Quintile,West,5 rooms,0.19209,532,2504,0.17665,0.20752
2005,5th Quintile,West,6 rooms,0.11230,351,2504,0.09993,0.12466
2005,5th Quintile,West,7 rooms,0.05558,204,2504,0.04661,0.06456
2005,5th Quintile,West,8 rooms,0.03150,110,2504,0.02465,0.03834
2005,5th Quintile,West,9 rooms,0.01080,50,2504,0.00675,0.01485
2005,5th Quintile,West,10 or more rooms,0.01360,51,2504,0.00906,0.01813
2005,5th Quintile,East,3 rooms,0.29474,74,273,0.24055,0.34892
2005,5th Quintile,East,4 rooms,0.26696,97,273,0.21439,0.31953
2005,5th Quintile,East,5 rooms,0.18263,61,273,0.13671,0.22855
2005,5th Quintile,East,6 rooms,0.06047,41,273,0.03215,0.08880
2006,1st Quintile,West,1 room,0.09326,117,1405,0.07805,0.10847
2006,1st Quintile,West,2 rooms,0.30581,391,1405,0.28171,0.32991
2006,1st Quintile,West,3 rooms,0.33904,507,1405,0.31428,0.36380
2006,1st Quintile,West,4 rooms,0.14989,236,1405,0.13122,0.16856
2006,1st Quintile,West,5 rooms,0.06968,108,1405,0.05636,0.08300
2006,1st Quintile,West,6 rooms,0.02907,46,1405,0.02028,0.03785
2006,1st Quintile,East,1 room,0.10418,57,645,0.08059,0.12778
2006,1st Quintile,East,2 rooms,0.37392,213,645,0.33655,0.41129
2006,1st Quintile,East,3 rooms,0.34165,247,645,0.30502,0.37828
2006,1st Quintile,East,4 rooms,0.11237,96,645,0.08798,0.13677
2006,1st Quintile,East,5 rooms,0.04802,32,645,0.03150,0.06453
2006,2nd Quintile,West,1 room,0.03370,37,1457,0.02443,0.04296
2006,2nd Quintile,West,2 rooms,0.22563,286,1457,0.20416,0.24710
2006,2nd Quintile,West,3 rooms,0.37064,512,1457,0.34583,0.39545
2006,2nd Quintile,West,4 rooms,0.16309,301,1457,0.14411,0.18206
2006,2nd Quintile,West,5 rooms,0.09755,166,1457,0.08231,0.11279
2006,2nd Quintile,West,6 rooms,0.06155,100,1457,0.04920,0.07389
2006,2nd Quintile,West,7 rooms,0.03111,55,1457,0.02219,0.04003
2006,2nd Quintile,East,2 rooms,0.29988,177,669,0.26513,0.33462
2006,2nd Quintile,East,3 rooms,0.36093,281,669,0.32451,0.39736
2006,2nd Quintile,East,4 rooms,0.17400,147,669,0.14525,0.20275
2006,2nd Quintile,East,5 rooms,0.07286,64,669,0.05315,0.09257
2006,3rd Quintile,West,2 rooms,0.19084,264,1656,0.17191,0.20977
2006,3rd Quintile,West,3 rooms,0.30616,490,1656,0.28396,0.32837
2006,3rd Quintile,West,4 rooms,0.20627,380,1656,0.18677,0.22576
2006,3rd Quintile,West,5 rooms,0.14121,263,1656,0.12443,0.15799
2006,3rd Quintile,West,6 rooms,0.07804,157,1656,0.06511,0.09096
2006,3rd Quintile,West,7 rooms,0.02777,65,1656,0.01985,0.03568
2006,3rd Quintile,West,8 rooms,0.01315,37,1656,0.00766,0.01864
2006,3rd Quintile,East,2 rooms,0.22515,121,644,0.19286,0.25743
2006,3rd Quintile,East,3 rooms,0.37500,243,644,0.33758,0.41242
2006,3rd Quintile,East,4 rooms,0.19070,142,644,0.16033,0.22106
2006,3rd Quintile,East,5 rooms,0.12548,102,644,0.09987,0.15108
2006,3rd Quintile,East,6 rooms,0.03506,36,644,0.02084,0.04927
2006,4th Quintile,West,2 rooms,0.17861,264,1917,0.16146,0.19576
2006,4th Quintile,West,3 rooms,0.26489,481,1917,0.24513,0.28464
2006,4th Quintile,West,4 rooms,0.20732,432,1917,0.18917,0.22547
2006,4th Quintile,West,5 rooms,0.17437,365,1917,0.15738,0.19136
2006,4th Quintile,West,6 rooms,0.08317,212,1917,0.07080,0.09553
2006,4th Quintile,West,7 rooms,0.04131,119,1917,0.03240,0.05022
2006,4th Quintile,West,8 rooms,0.01730,44,1917,0.01146,0.02314
2006,4th Quintile,East,2 rooms,0.20714,71,476,0.17069,0.24358
2006,4th Quintile,East,3 rooms,0.33712,155,476,0.29461,0.37963
2006,4th Quintile,East,4 rooms,0.24541,139,476,0.20671,0.28411
2006,4th Quintile,East,5 rooms,0.12337,80,476,0.09380,0.15295
2006,4th Quintile,East,6 rooms,0.03127,31,476,0.01562,0.04692
2006,5th Quintile,West,2 rooms,0.11505,198,2689,0.10299,0.12712
2006,5th Quintile,West,3 rooms,0.24170,510,2689,0.22551,0.25788
2006,5th Quintile,West,4 rooms,0.21434,569,2689,0.19883,0.22986
2006,5th Quintile,West,5 rooms,0.17491,574,2689,0.16055,0.18927
2006,5th Quintile,West,6 rooms,0.11536,389,2689,0.10329,0.12744
2006,5th Quintile,West,7 rooms,0.06298,227,2689,0.05380,0.07216
2006,5th Quintile,West,8 rooms,0.03377,120,2689,0.02694,0.04060
2006,5th Quintile,West,9 rooms,0.01622,55,2689,0.01144,0.02099
2006,5th Quintile,West,10 or more rooms,0.01209,47,2689,0.00796,0.01622
2006,5th Quintile,East,3 rooms,0.23325,78,277,0.18335,0.28314
2006,5th Quintile,East,4 rooms,0.26724,103,277,0.21504,0.31945
2006,5th Quintile,East,5 rooms,0.19416,61,277,0.14750,0.24083
2006,5th Quintile,East,6 rooms,0.06373,35,277,0.03491,0.09255
2007,1st Quintile,West,1 room,0.09309,110,1314,0.07738,0.10881
2007,1st Quintile,West,2 rooms,0.31679,376,1314,0.29163,0.34196
2007,1st Quintile,West,3 rooms,0.31738,451,1314,0.29221,0.34256
2007,1st Quintile,West,4 rooms,0.15401,240,1314,0.13449,0.17354
2007,1st Quintile,West,5 rooms,0.06923,96,1314,0.05550,0.08296
2007,1st Quintile,West,6 rooms,0.03020,41,1314,0.02094,0.03946
2007,1st Quintile,East,1 room,0.09555,49,574,0.07148,0.11962
2007,1st Quintile,East,2 rooms,0.38660,197,574,0.34672,0.42647
2007,1st Quintile,East,3 rooms,0.34876,243,574,0.30974,0.38779
2007,1st Quintile,East,4 rooms,0.11430,85,574,0.08825,0.14036
2007,2nd Quintile,West,1 room,0.03298,38,1441,0.02375,0.04220
2007,2nd Quintile,West,2 rooms,0.20954,254,1441,0.18852,0.23056
2007,2nd Quintile,West,3 rooms,0.36637,537,1441,0.34148,0.39125
2007,2nd Quintile,West,4 rooms,0.17907,287,1441,0.15926,0.19887
2007,2nd Quintile,West,5 rooms,0.10729,166,1441,0.09130,0.12327
2007,2nd Quintile,West,6 rooms,0.06578,106,1441,0.05297,0.07858
2007,2nd Quintile,West,7 rooms,0.02548,53,1441,0.01734,0.03362
2007,2nd Quintile,East,2 rooms,0.30013,154,591,0.26315,0.33711
2007,2nd Quintile,East,3 rooms,0.37781,245,591,0.33869,0.41693
2007,2nd Quintile,East,4 rooms,0.17837,135,591,0.14748,0.20926
2007,2nd Quintile,East,5 rooms,0.07590,57,591,0.05453,0.09727
2007,3rd Quintile,West,2 rooms,0.18146,227,1512,0.16203,0.20090
2007,3rd Quintile,West,3 rooms,0.29910,441,1512,0.27602,0.32219
2007,3rd Quintile,West,4 rooms,0.21087,348,1512,0.19030,0.23144
2007,3rd Quintile,West,5 rooms,0.12938,237,1512,0.11246,0.14630
2007,3rd Quintile,West,6 rooms,0.08587,157,1512,0.07174,0.10000
2007,3rd Quintile,West,7 rooms,0.03872,71,1512,0.02899,0.04845
2007,3rd Quintile,West,8 rooms,0.01470,31,1512,0.00864,0.02077
2007,3rd Quintile,East,2 rooms,0.22020,111,610,0.18729,0.25311
2007,3rd Quintile,East,3 rooms,0.34674,232,610,0.30894,0.38454
2007,3rd Quintile,East,4 rooms,0.21467,146,610,0.18206,0.24729
2007,3rd Quintile,East,5 rooms,0.11116,88,610,0.08619,0.13612
2007,3rd Quintile,East,6 rooms,0.03906,33,610,0.02367,0.05445
2007,4th Quintile,West,2 rooms,0.17116,227,1762,0.15357,0.18875
2007,4th Quintile,West,3 rooms,0.27012,432,1762,0.24938,0.29085
2007,4th Quintile,West,4 rooms,0.20506,404,1762,0.18620,0.22392
2007,4th Quintile,West,5 rooms,0.15994,334,1762,0.14282,0.17706
2007,4th Quintile,West,6 rooms,0.10014,217,1762,0.08611,0.11416
2007,4th Quintile,West,7 rooms,0.04674,104,1762,0.03688,0.05660
2007,4th Quintile,West,8 rooms,0.01715,44,1762,0.01108,0.02321
2007,4th Quintile,East,2 rooms,0.20077,74,483,0.16501,0.23653
2007,4th Quintile,East,3 rooms,0.31493,145,483,0.27346,0.35640
2007,4th Quintile,East,4 rooms,0.24258,141,483,0.20431,0.28085
2007,4th Quintile,East,5 rooms,0.10897,73,483,0.08115,0.13679
2007,4th Quintile,East,6 rooms,0.07412,50,483,0.05073,0.09751
2007,5th Quintile,West,2 rooms,0.08943,154,2463,0.07816,0.10071
2007,5th Quintile,West,3 rooms,0.23900,465,2463,0.22215,0.25584
2007,5th Quintile,West,4 rooms,0.21805,518,2463,0.20174,0.23437
2007,5th Quintile,West,5 rooms,0.18641,525,2463,0.17102,0.20179
2007,5th Quintile,West,6 rooms,0.11412,360,2463,0.10156,0.12668
2007,5th Quintile,West,7 rooms,0.06674,233,2463,0.05688,0.07659
2007,5th Quintile,West,8 rooms,0.03669,113,2463,0.02927,0.04412
2007,5th Quintile,West,9 rooms,0.01495,51,2463,0.01016,0.01975
2007,5th Quintile,West,10 or more rooms,0.01564,44,2463,0.01074,0.02054
2007,5th Quintile,East,3 rooms,0.22834,77,272,0.17836,0.27831
2007,5th Quintile,East,4 rooms,0.25678,91,272,0.20477,0.30879
2007,5th Quintile,East,5 rooms,0.17941,67,272,0.13372,0.22509
2007,5th Quintile,East,6 rooms,0.09039,37,272,0.05625,0.12453
2008,1st Quintile,West,1 room,0.08337,97,1254,0.06806,0.09868
2008,1st Quintile,West,2 rooms,0.32508,361,1254,0.29914,0.35102
2008,1st Quintile,West,3 rooms,0.31655,439,1254,0.29079,0.34230
2008,1st Quintile,West,4 rooms,0.14471,211,1254,0.12523,0.16419
2008,1st Quintile,West,5 rooms,0.08010,103,1254,0.06507,0.09513
2008,1st Quintile,West,6 rooms,0.03333,43,1254,0.02339,0.04327
2008,1st Quintile,East,1 room,0.08308,46,546,0.05990,0.10625
2008,1st Quintile,East,2 rooms,0.39283,194,546,0.35183,0.43384
2008,1st Quintile,East,3 rooms,0.34088,227,546,0.30108,0.38068
