,Unnamed: 0,year,quintil_oecd_hh,rentown,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
621,621,1998,1st Quintile,Owner,4 rooms,0.3903,65,6933,0.32598,0.45583
622,622,1998,1st Quintile,Owner,5 rooms,0.20616,40,6933,0.16672,0.23948
623,623,1998,1st Quintile,Tenant,1 room,0.11516,125,6933,0.10128,0.12955
624,624,1998,1st Quintile,Tenant,2 rooms,0.37656,414,6933,0.35569,0.40192
625,625,1998,1st Quintile,Tenant,3 rooms,0.35804,481,6933,0.3324,0.38474
626,626,1998,1st Quintile,Tenant,4 rooms,0.12417,190,6933,0.11162,0.14026
627,627,1998,1st Quintile,Tenant,5 rooms,0.02607,40,6933,0.02052,0.03237
628,628,1998,2nd Quintile,Owner,2 rooms,0.08863,35,6933,0.07218,0.10659
629,629,1998,2nd Quintile,Owner,3 rooms,0.21821,102,6933,0.19227,0.2517
630,630,1998,2nd Quintile,Owner,4 rooms,0.34702,160,6933,0.31142,0.38219
631,631,1998,2nd Quintile,Owner,5 rooms,0.22702,111,6933,0.19607,0.25822
632,632,1998,2nd Quintile,Owner,6 rooms,0.11911,70,6933,0.10615,0.13088
633,633,1998,2nd Quintile,Tenant,1 room,0.07349,53,6933,0.06338,0.085
634,634,1998,2nd Quintile,Tenant,2 rooms,0.32359,278,6933,0.29541,0.35015
635,635,1998,2nd Quintile,Tenant,3 rooms,0.41197,488,6933,0.38782,0.44697
636,636,1998,2nd Quintile,Tenant,4 rooms,0.1524,190,6933,0.13807,0.16903
637,637,1998,2nd Quintile,Tenant,5 rooms,0.03855,53,6933,0.03149,0.04645
638,638,1998,3rd Quintile,Owner,3 rooms,0.24115,123,6933,0.21386,0.26786
639,639,1998,3rd Quintile,Owner,4 rooms,0.30364,185,6933,0.27502,0.33697
640,640,1998,3rd Quintile,Owner,5 rooms,0.21783,126,6933,0.19022,0.24447
641,641,1998,3rd Quintile,Owner,6 rooms,0.14343,90,6933,0.12561,0.16277
642,642,1998,3rd Quintile,Owner,7 rooms,0.09396,47,6933,0.07538,0.11003
643,643,1998,3rd Quintile,Tenant,1 room,0.06872,43,6933,0.05556,0.08223
644,644,1998,3rd Quintile,Tenant,2 rooms,0.37035,259,6933,0.33942,0.4013
645,645,1998,3rd Quintile,Tenant,3 rooms,0.37002,369,6933,0.34099,0.39746
646,646,1998,3rd Quintile,Tenant,4 rooms,0.14934,158,6933,0.13373,0.16483
647,647,1998,3rd Quintile,Tenant,5 rooms,0.04157,39,6933,0.03369,0.05155
648,648,1998,4th Quintile,Owner,2 rooms,0.0864,42,6933,0.06885,0.10488
649,649,1998,4th Quintile,Owner,3 rooms,0.1443,99,6933,0.12492,0.16615
650,650,1998,4th Quintile,Owner,4 rooms,0.29819,193,6933,0.26945,0.32507
651,651,1998,4th Quintile,Owner,5 rooms,0.22333,166,6933,0.20441,0.24348
652,652,1998,4th Quintile,Owner,6 rooms,0.16887,113,6933,0.15218,0.18367
653,653,1998,4th Quintile,Owner,7 rooms,0.07891,50,6933,0.06449,0.09607
654,654,1998,4th Quintile,Tenant,2 rooms,0.35357,197,6933,0.31183,0.38245
655,655,1998,4th Quintile,Tenant,3 rooms,0.49557,360,6933,0.46513,0.53356
656,656,1998,4th Quintile,Tenant,4 rooms,0.15086,133,6933,0.13381,0.16792
657,657,1998,5th Quintile,Owner,3 rooms,0.21129,140,6933,0.1879,0.23284
658,658,1998,5th Quintile,Owner,4 rooms,0.29732,217,6933,0.27237,0.32248
659,659,1998,5th Quintile,Owner,5 rooms,0.24098,182,6933,0.21893,0.26275
660,660,1998,5th Quintile,Owner,6 rooms,0.17542,133,6933,0.15716,0.1927
661,661,1998,5th Quintile,Owner,7 rooms,0.07498,56,6933,0.06321,0.08971
662,662,1998,5th Quintile,Tenant,2 rooms,0.2523,103,6933,0.21697,0.28715
663,663,1998,5th Quintile,Tenant,3 rooms,0.46837,221,6933,0.43203,0.50562
664,664,1998,5th Quintile,Tenant,4 rooms,0.20242,109,6933,0.17782,0.23317
665,665,1998,5th Quintile,Tenant,5 rooms,0.07691,33,6933,0.06084,0.09355
666,666,1999,1st Quintile,Owner,3 rooms,0.38761,70,6644,0.32371,0.46533
667,667,1999,1st Quintile,Owner,4 rooms,0.26471,64,6644,0.22073,0.31298
668,668,1999,1st Quintile,Owner,5 rooms,0.20462,48,6644,0.17383,0.24857
669,669,1999,1st Quintile,Owner,6 rooms,0.14306,35,6644,0.10836,0.18078
670,670,1999,1st Quintile,Tenant,1 room,0.11328,111,6644,0.0997,0.12687
671,671,1999,1st Quintile,Tenant,2 rooms,0.38928,387,6644,0.35938,0.41946
672,672,1999,1st Quintile,Tenant,3 rooms,0.33328,447,6644,0.30875,0.3611
673,673,1999,1st Quintile,Tenant,4 rooms,0.13006,198,6644,0.11626,0.14216
674,674,1999,1st Quintile,Tenant,5 rooms,0.0341,47,6644,0.02709,0.04267
675,675,1999,2nd Quintile,Owner,3 rooms,0.26834,110,6644,0.22996,0.30732
676,676,1999,2nd Quintile,Owner,4 rooms,0.3535,141,6644,0.3113,0.39234
677,677,1999,2nd Quintile,Owner,5 rooms,0.21519,92,6644,0.17887,0.2494
678,678,1999,2nd Quintile,Owner,6 rooms,0.16296,76,6644,0.14012,0.18709
679,679,1999,2nd Quintile,Tenant,1 room,0.07573,51,6644,0.06226,0.08893
680,680,1999,2nd Quintile,Tenant,2 rooms,0.34189,280,6644,0.31263,0.36996
681,681,1999,2nd Quintile,Tenant,3 rooms,0.39994,461,6644,0.36973,0.43153
682,682,1999,2nd Quintile,Tenant,4 rooms,0.14428,186,6644,0.12865,0.15926
683,683,1999,2nd Quintile,Tenant,5 rooms,0.03815,46,6644,0.02972,0.04574
684,684,1999,3rd Quintile,Owner,3 rooms,0.20496,107,6644,0.17811,0.23425
685,685,1999,3rd Quintile,Owner,4 rooms,0.31792,193,6644,0.28777,0.35249
686,686,1999,3rd Quintile,Owner,5 rooms,0.2653,162,6644,0.23661,0.29709
687,687,1999,3rd Quintile,Owner,6 rooms,0.13905,82,6644,0.12457,0.15571
688,688,1999,3rd Quintile,Owner,7 rooms,0.07277,41,6644,0.05752,0.09482
689,689,1999,3rd Quintile,Tenant,1 room,0.04882,31,6644,0.03855,0.05931
690,690,1999,3rd Quintile,Tenant,2 rooms,0.36136,254,6644,0.32873,0.38995
691,691,1999,3rd Quintile,Tenant,3 rooms,0.42262,376,6644,0.38479,0.45844
692,692,1999,3rd Quintile,Tenant,4 rooms,0.13119,132,6644,0.11086,0.14796
693,693,1999,3rd Quintile,Tenant,5 rooms,0.03601,40,6644,0.02758,0.04657
694,694,1999,4th Quintile,Owner,2 rooms,0.07188,32,6644,0.05504,0.08664
695,695,1999,4th Quintile,Owner,3 rooms,0.17654,104,6644,0.15299,0.19698
696,696,1999,4th Quintile,Owner,4 rooms,0.29223,189,6644,0.26525,0.32144
697,697,1999,4th Quintile,Owner,5 rooms,0.23079,164,6644,0.20339,0.25173
698,698,1999,4th Quintile,Owner,6 rooms,0.15384,109,6644,0.13717,0.16995
699,699,1999,4th Quintile,Owner,7 rooms,0.07472,50,6644,0.06267,0.08624
700,700,1999,4th Quintile,Tenant,2 rooms,0.34659,176,6644,0.31455,0.38257
701,701,1999,4th Quintile,Tenant,3 rooms,0.48813,313,6644,0.44739,0.531
702,702,1999,4th Quintile,Tenant,4 rooms,0.16527,133,6644,0.14655,0.18783
703,703,1999,5th Quintile,Owner,3 rooms,0.18125,115,6644,0.16359,0.20292
704,704,1999,5th Quintile,Owner,4 rooms,0.31155,204,6644,0.28166,0.34116
705,705,1999,5th Quintile,Owner,5 rooms,0.21059,160,6644,0.19082,0.23253
706,706,1999,5th Quintile,Owner,6 rooms,0.17429,128,6644,0.15607,0.19295
707,707,1999,5th Quintile,Owner,7 rooms,0.08177,59,6644,0.06721,0.09644
708,708,1999,5th Quintile,Owner,8 rooms,0.04054,32,6644,0.03434,0.04886
709,709,1999,5th Quintile,Tenant,2 rooms,0.26574,95,6644,0.23129,0.31094
710,710,1999,5th Quintile,Tenant,3 rooms,0.48526,200,6644,0.43564,0.52834
711,711,1999,5th Quintile,Tenant,4 rooms,0.249,113,6644,0.21429,0.27848
712,712,2000,1st Quintile,Owner,2 rooms,0.12261,45,12554,0.10915,0.13926
713,713,2000,1st Quintile,Owner,3 rooms,0.3224,141,12554,0.29567,0.3469
714,714,2000,1st Quintile,Owner,4 rooms,0.26312,125,12554,0.23622,0.29045
715,715,2000,1st Quintile,Owner,5 rooms,0.13991,77,12554,0.12613,0.15561
716,716,2000,1st Quintile,Owner,6 rooms,0.15196,72,12554,0.13498,0.16814
717,717,2000,1st Quintile,Tenant,1 room,0.11333,183,12554,0.1058,0.12059
718,718,2000,1st Quintile,Tenant,2 rooms,0.38042,668,12554,0.36826,0.39603
719,719,2000,1st Quintile,Tenant,3 rooms,0.3467,754,12554,0.33488,0.36187
720,720,2000,1st Quintile,Tenant,4 rooms,0.12753,314,12554,0.11933,0.13615
721,721,2000,1st Quintile,Tenant,5 rooms,0.03202,70,12554,0.02843,0.03674
722,722,2000,2nd Quintile,Owner,2 rooms,0.07217,53,12554,0.0617,0.08149
723,723,2000,2nd Quintile,Owner,3 rooms,0.23825,198,12554,0.21757,0.25957
724,724,2000,2nd Quintile,Owner,4 rooms,0.28694,261,12554,0.26656,0.30697
725,725,2000,2nd Quintile,Owner,5 rooms,0.20752,206,12554,0.19206,0.22422
726,726,2000,2nd Quintile,Owner,6 rooms,0.13959,132,12554,0.12939,0.15294
727,727,2000,2nd Quintile,Owner,7 rooms,0.05553,53,12554,0.04742,0.06517
728,728,2000,2nd Quintile,Tenant,1 room,0.06541,92,12554,0.05814,0.07307
729,729,2000,2nd Quintile,Tenant,2 rooms,0.31687,462,12554,0.30086,0.33424
730,730,2000,2nd Quintile,Tenant,3 rooms,0.42875,807,12554,0.41313,0.4447
731,731,2000,2nd Quintile,Tenant,4 rooms,0.14224,276,12554,0.13241,0.15471
732,732,2000,2nd Quintile,Tenant,5 rooms,0.04674,97,12554,0.04198,0.0525
733,733,2000,3rd Quintile,Owner,2 rooms,0.05048,49,12554,0.04328,0.05897
734,734,2000,3rd Quintile,Owner,3 rooms,0.1951,220,12554,0.18071,0.21016
735,735,2000,3rd Quintile,Owner,4 rooms,0.26622,348,12554,0.25356,0.28055
736,736,2000,3rd Quintile,Owner,5 rooms,0.23955,313,12554,0.22518,0.25268
737,737,2000,3rd Quintile,Owner,6 rooms,0.13712,180,12554,0.12641,0.14904
738,738,2000,3rd Quintile,Owner,7 rooms,0.06613,93,12554,0.05997,0.0736
739,739,2000,3rd Quintile,Owner,8 rooms,0.04539,55,12554,0.04038,0.05349
740,740,2000,3rd Quintile,Tenant,1 room,0.05687,55,12554,0.05056,0.06336
741,741,2000,3rd Quintile,Tenant,2 rooms,0.3415,384,12554,0.3229,0.35929
742,742,2000,3rd Quintile,Tenant,3 rooms,0.41904,602,12554,0.40037,0.43566
743,743,2000,3rd Quintile,Tenant,4 rooms,0.14001,236,12554,0.13317,0.14984
744,744,2000,3rd Quintile,Tenant,5 rooms,0.04258,75,12554,0.03699,0.04901
745,745,2000,4th Quintile,Owner,2 rooms,0.06157,60,12554,0.05417,0.06843
746,746,2000,4th Quintile,Owner,3 rooms,0.17759,222,12554,0.16333,0.19316
747,747,2000,4th Quintile,Owner,4 rooms,0.27234,368,12554,0.25603,0.2889
748,748,2000,4th Quintile,Owner,5 rooms,0.23488,338,12554,0.22129,0.24892
749,749,2000,4th Quintile,Owner,6 rooms,0.14545,227,12554,0.13753,0.15364
750,750,2000,4th Quintile,Owner,7 rooms,0.07471,107,12554,0.06658,0.08456
751,751,2000,4th Quintile,Owner,8 rooms,0.03345,55,12554,0.03068,0.03632
752,752,2000,4th Quintile,Tenant,1 room,0.04361,36,12554,0.03703,0.0506
753,753,2000,4th Quintile,Tenant,2 rooms,0.32404,302,12554,0.30477,0.34251
754,754,2000,4th Quintile,Tenant,3 rooms,0.41452,490,12554,0.39303,0.43746
755,755,2000,4th Quintile,Tenant,4 rooms,0.16497,219,12554,0.15191,0.17935
756,756,2000,4th Quintile,Tenant,5 rooms,0.05285,64,12554,0.04578,0.05968
757,757,2000,5th Quintile,Owner,2 rooms,0.04086,49,12554,0.03482,0.04809
758,758,2000,5th Quintile,Owner,3 rooms,0.16364,243,12554,0.15146,0.17537
759,759,2000,5th Quintile,Owner,4 rooms,0.24672,397,12554,0.23375,0.25927
760,760,2000,5th Quintile,Owner,5 rooms,0.21635,380,12554,0.20554,0.22862
761,761,2000,5th Quintile,Owner,6 rooms,0.16457,280,12554,0.15486,0.17387
762,762,2000,5th Quintile,Owner,7 rooms,0.08108,153,12554,0.07485,0.08852
763,763,2000,5th Quintile,Owner,8 rooms,0.04107,75,12554,0.03681,0.04545
764,764,2000,5th Quintile,Owner,9 rooms,0.01995,35,12554,0.01549,0.02568
765,765,2000,5th Quintile,Owner,10 or more rooms,0.02576,40,12554,0.02106,0.03115
766,766,2000,5th Quintile,Tenant,2 rooms,0.24854,157,12554,0.22484,0.2674
767,767,2000,5th Quintile,Tenant,3 rooms,0.44128,316,12554,0.41492,0.46857
768,768,2000,5th Quintile,Tenant,4 rooms,0.23379,185,12554,0.21251,0.25671
769,769,2000,5th Quintile,Tenant,5 rooms,0.07638,60,12554,0.06819,0.08687
770,770,2001,1st Quintile,Owner,2 rooms,0.14106,38,11233,0.12049,0.16521
771,771,2001,1st Quintile,Owner,3 rooms,0.28076,95,11233,0.24772,0.31737
772,772,2001,1st Quintile,Owner,4 rooms,0.27343,108,11233,0.24489,0.31233
773,773,2001,1st Quintile,Owner,5 rooms,0.18185,72,11233,0.15677,0.20714
774,774,2001,1st Quintile,Owner,6 rooms,0.1229,52,11233,0.10575,0.14135
775,775,2001,1st Quintile,Tenant,1 room,0.10604,156,11233,0.09612,0.11382
776,776,2001,1st Quintile,Tenant,2 rooms,0.35943,568,11233,0.34087,0.37524
777,777,2001,1st Quintile,Tenant,3 rooms,0.36174,686,11233,0.34326,0.3786
778,778,2001,1st Quintile,Tenant,4 rooms,0.13701,296,11233,0.12683,0.14704
779,779,2001,1st Quintile,Tenant,5 rooms,0.03578,74,11233,0.03124,0.04129
780,780,2001,2nd Quintile,Owner,2 rooms,0.0749,50,11233,0.06475,0.08613
781,781,2001,2nd Quintile,Owner,3 rooms,0.24918,200,11233,0.23144,0.26984
782,782,2001,2nd Quintile,Owner,4 rooms,0.25946,226,11233,0.23939,0.28443
783,783,2001,2nd Quintile,Owner,5 rooms,0.20338,189,11233,0.18668,0.22221
784,784,2001,2nd Quintile,Owner,6 rooms,0.16123,134,11233,0.14471,0.17864
785,785,2001,2nd Quintile,Owner,7 rooms,0.05186,51,11233,0.04399,0.0631
786,786,2001,2nd Quintile,Tenant,1 room,0.06323,68,11233,0.05595,0.07027
787,787,2001,2nd Quintile,Tenant,2 rooms,0.32558,433,11233,0.30938,0.34916
788,788,2001,2nd Quintile,Tenant,3 rooms,0.42112,675,11233,0.40223,0.44061
789,789,2001,2nd Quintile,Tenant,4 rooms,0.13957,260,11233,0.12791,0.14986
790,790,2001,2nd Quintile,Tenant,5 rooms,0.0505,85,11233,0.04404,0.05714
791,791,2001,3rd Quintile,Owner,2 rooms,0.05457,46,11233,0.04585,0.06374
792,792,2001,3rd Quintile,Owner,3 rooms,0.19853,204,11233,0.18456,0.215
793,793,2001,3rd Quintile,Owner,4 rooms,0.28195,322,11233,0.26531,0.30198
794,794,2001,3rd Quintile,Owner,5 rooms,0.21628,267,11233,0.202,0.23338
795,795,2001,3rd Quintile,Owner,6 rooms,0.13918,173,11233,0.12888,0.15
796,796,2001,3rd Quintile,Owner,7 rooms,0.05659,79,11233,0.05078,0.06262
797,797,2001,3rd Quintile,Owner,8 rooms,0.0529,61,11233,0.04697,0.06089
798,798,2001,3rd Quintile,Tenant,1 room,0.04431,41,11233,0.03753,0.05072
799,799,2001,3rd Quintile,Tenant,2 rooms,0.32672,338,11233,0.30817,0.34789
800,800,2001,3rd Quintile,Tenant,3 rooms,0.43774,578,11233,0.41718,0.46068
801,801,2001,3rd Quintile,Tenant,4 rooms,0.14813,207,11233,0.13702,0.16092
802,802,2001,3rd Quintile,Tenant,5 rooms,0.0431,67,11233,0.03765,0.04859
803,803,2001,4th Quintile,Owner,2 rooms,0.05849,56,11233,0.05091,0.0689
804,804,2001,4th Quintile,Owner,3 rooms,0.18212,199,11233,0.16716,0.20013
805,805,2001,4th Quintile,Owner,4 rooms,0.26515,338,11233,0.24761,0.2836
806,806,2001,4th Quintile,Owner,5 rooms,0.23955,324,11233,0.22451,0.25281
807,807,2001,4th Quintile,Owner,6 rooms,0.14784,205,11233,0.13784,0.15861
808,808,2001,4th Quintile,Owner,7 rooms,0.07483,99,11233,0.06427,0.08438
809,809,2001,4th Quintile,Owner,8 rooms,0.03202,48,11233,0.02783,0.03834
810,810,2001,4th Quintile,Tenant,2 rooms,0.33127,273,11233,0.30812,0.35257
811,811,2001,4th Quintile,Tenant,3 rooms,0.45521,462,11233,0.42724,0.47823
812,812,2001,4th Quintile,Tenant,4 rooms,0.16492,192,11233,0.15135,0.17947
813,813,2001,4th Quintile,Tenant,5 rooms,0.04861,56,11233,0.04125,0.0576
814,814,2001,5th Quintile,Owner,2 rooms,0.04717,46,11233,0.0396,0.05518
815,815,2001,5th Quintile,Owner,3 rooms,0.15938,209,11233,0.14685,0.17285
816,816,2001,5th Quintile,Owner,4 rooms,0.26649,371,11233,0.25295,0.28522
817,817,2001,5th Quintile,Owner,5 rooms,0.21365,327,11233,0.20184,0.22641
818,818,2001,5th Quintile,Owner,6 rooms,0.15991,241,11233,0.14789,0.17084
819,819,2001,5th Quintile,Owner,7 rooms,0.08623,139,11233,0.07681,0.09582
820,820,2001,5th Quintile,Owner,8 rooms,0.04338,67,11233,0.03829,0.04807
821,821,2001,5th Quintile,Owner,10 or more rooms,0.02377,37,11233,0.02079,0.02796
822,822,2001,5th Quintile,Tenant,2 rooms,0.25643,140,11233,0.23481,0.28008
823,823,2001,5th Quintile,Tenant,3 rooms,0.44087,286,11233,0.41208,0.47382
824,824,2001,5th Quintile,Tenant,4 rooms,0.23178,169,11233,0.2114,0.25988
825,825,2001,5th Quintile,Tenant,5 rooms,0.07092,50,11233,0.05872,0.08312
826,826,2002,1st Quintile,Owner,2 rooms,0.15973,39,11844,0.12932,0.19375
827,827,2002,1st Quintile,Owner,3 rooms,0.32559,99,11844,0.28491,0.36442
828,828,2002,1st Quintile,Owner,4 rooms,0.2274,83,11844,0.19893,0.25567
829,829,2002,1st Quintile,Owner,5 rooms,0.16915,66,11844,0.14612,0.19686
830,830,2002,1st Quintile,Owner,6 rooms,0.11813,44,11844,0.09792,0.13984
831,831,2002,1st Quintile,Tenant,1 room,0.11438,162,11844,0.103,0.12348
832,832,2002,1st Quintile,Tenant,2 rooms,0.38567,575,11844,0.36974,0.40374
833,833,2002,1st Quintile,Tenant,3 rooms,0.33711,621,11844,0.3208,0.3551
834,834,2002,1st Quintile,Tenant,4 rooms,0.12485,256,11844,0.11476,0.1344
835,835,2002,1st Quintile,Tenant,5 rooms,0.03799,67,11844,0.03173,0.04535
836,836,2002,2nd Quintile,Owner,2 rooms,0.0678,46,11844,0.05544,0.08217
837,837,2002,2nd Quintile,Owner,3 rooms,0.24648,190,11844,0.22665,0.26909
838,838,2002,2nd Quintile,Owner,4 rooms,0.28527,228,11844,0.25896,0.30746
839,839,2002,2nd Quintile,Owner,5 rooms,0.21041,174,11844,0.18892,0.23069
840,840,2002,2nd Quintile,Owner,6 rooms,0.14605,114,11844,0.1304,0.16461
841,841,2002,2nd Quintile,Owner,7 rooms,0.04398,42,11844,0.03557,0.05327
842,842,2002,2nd Quintile,Tenant,1 room,0.05753,59,11844,0.04973,0.06495
843,843,2002,2nd Quintile,Tenant,2 rooms,0.30617,378,11844,0.29017,0.32456
844,844,2002,2nd Quintile,Tenant,3 rooms,0.42715,609,11844,0.40429,0.44826
845,845,2002,2nd Quintile,Tenant,4 rooms,0.15876,252,11844,0.1466,0.17207
846,846,2002,2nd Quintile,Tenant,5 rooms,0.0504,79,11844,0.04301,0.05958
847,847,2002,3rd Quintile,Owner,2 rooms,0.05602,42,11844,0.04773,0.06392
848,848,2002,3rd Quintile,Owner,3 rooms,0.19222,169,11844,0.17871,0.21418
849,849,2002,3rd Quintile,Owner,4 rooms,0.27139,273,11844,0.25284,0.2889
850,850,2002,3rd Quintile,Owner,5 rooms,0.22783,256,11844,0.21132,0.24858
851,851,2002,3rd Quintile,Owner,6 rooms,0.15175,162,11844,0.13413,0.16818
852,852,2002,3rd Quintile,Owner,7 rooms,0.06587,72,11844,0.05444,0.07726
853,853,2002,3rd Quintile,Owner,8 rooms,0.03492,40,11844,0.02861,0.04114
854,854,2002,3rd Quintile,Tenant,1 room,0.03395,32,11844,0.02801,0.04093
855,855,2002,3rd Quintile,Tenant,2 rooms,0.3227,336,11844,0.30298,0.34556
856,856,2002,3rd Quintile,Tenant,3 rooms,0.45733,577,11844,0.43418,0.4745
857,857,2002,3rd Quintile,Tenant,4 rooms,0.13433,189,11844,0.12423,0.14586
858,858,2002,3rd Quintile,Tenant,5 rooms,0.05169,66,11844,0.04348,0.05999
859,859,2002,4th Quintile,Owner,2 rooms,0.05527,43,11844,0.04648,0.06478
860,860,2002,4th Quintile,Owner,3 rooms,0.18905,206,11844,0.17337,0.20579
861,861,2002,4th Quintile,Owner,4 rooms,0.27853,351,11844,0.25719,0.29867
862,862,2002,4th Quintile,Owner,5 rooms,0.26287,346,11844,0.24619,0.28422
863,863,2002,4th Quintile,Owner,6 rooms,0.126,202,11844,0.11478,0.13942
864,864,2002,4th Quintile,Owner,7 rooms,0.06593,109,11844,0.05443,0.07776
865,865,2002,4th Quintile,Owner,8 rooms,0.02235,32,11844,0.01687,0.02856
866,866,2002,4th Quintile,Tenant,2 rooms,0.30914,259,11844,0.28849,0.33394
867,867,2002,4th Quintile,Tenant,3 rooms,0.43714,433,11844,0.40991,0.46472
868,868,2002,4th Quintile,Tenant,4 rooms,0.19487,216,11844,0.17854,0.21242
869,869,2002,4th Quintile,Tenant,5 rooms,0.05885,69,11844,0.04907,0.06985
870,870,2002,5th Quintile,Owner,2 rooms,0.04477,58,11844,0.03812,0.05277
871,871,2002,5th Quintile,Owner,3 rooms,0.15028,247,11844,0.1362,0.164
872,872,2002,5th Quintile,Owner,4 rooms,0.25395,498,11844,0.23452,0.27449
873,873,2002,5th Quintile,Owner,5 rooms,0.24029,576,11844,0.22257,0.25797
874,874,2002,5th Quintile,Owner,6 rooms,0.14575,392,11844,0.13507,0.16239
875,875,2002,5th Quintile,Owner,7 rooms,0.08433,238,11844,0.07453,0.09627
876,876,2002,5th Quintile,Owner,8 rooms,0.04183,142,11844,0.03631,0.04864
877,877,2002,5th Quintile,Owner,9 rooms,0.01757,58,11844,0.01402,0.02141
878,878,2002,5th Quintile,Owner,10 or more rooms,0.02124,57,11844,0.01613,0.02688
879,879,2002,5th Quintile,Tenant,2 rooms,0.29529,185,11844,0.26929,0.32117
880,880,2002,5th Quintile,Tenant,3 rooms,0.40793,354,11844,0.37774,0.4434
881,881,2002,5th Quintile,Tenant,4 rooms,0.18219,223,11844,0.16347,0.2071
882,882,2002,5th Quintile,Tenant,5 rooms,0.08262,100,11844,0.06724,0.09565
883,883,2002,5th Quintile,Tenant,6 rooms,0.03197,53,11844,0.02484,0.04072
884,884,2003,1st Quintile,Owner,2 rooms,0.17128,42,11477,0.14279,0.19992
885,885,2003,1st Quintile,Owner,3 rooms,0.2563,82,11477,0.23036,0.28879
886,886,2003,1st Quintile,Owner,4 rooms,0.26516,95,11477,0.2338,0.29899
887,887,2003,1st Quintile,Owner,5 rooms,0.21167,73,11477,0.18664,0.24313
888,888,2003,1st Quintile,Owner,6 rooms,0.0956,34,11477,0.08045,0.11769
889,889,2003,1st Quintile,Tenant,1 room,0.1105,154,11477,0.10138,0.12019
890,890,2003,1st Quintile,Tenant,2 rooms,0.37052,558,11477,0.34986,0.38626
891,891,2003,1st Quintile,Tenant,3 rooms,0.35166,618,11477,0.33139,0.37152
892,892,2003,1st Quintile,Tenant,4 rooms,0.13198,235,11477,0.12291,0.1436
893,893,2003,1st Quintile,Tenant,5 rooms,0.03535,62,11477,0.02936,0.04088
894,894,2003,2nd Quintile,Owner,2 rooms,0.0639,44,11477,0.05345,0.07347
895,895,2003,2nd Quintile,Owner,3 rooms,0.25671,189,11477,0.23809,0.28034
896,896,2003,2nd Quintile,Owner,4 rooms,0.24524,201,11477,0.22525,0.26444
897,897,2003,2nd Quintile,Owner,5 rooms,0.23027,168,11477,0.20537,0.25426
898,898,2003,2nd Quintile,Owner,6 rooms,0.14355,107,11477,0.12428,0.16361
899,899,2003,2nd Quintile,Owner,7 rooms,0.06033,51,11477,0.05141,0.07
900,900,2003,2nd Quintile,Tenant,1 room,0.05486,60,11477,0.04775,0.06213
901,901,2003,2nd Quintile,Tenant,2 rooms,0.29115,362,11477,0.2722,0.30882
902,902,2003,2nd Quintile,Tenant,3 rooms,0.4377,627,11477,0.41659,0.45915
903,903,2003,2nd Quintile,Tenant,4 rooms,0.15486,256,11477,0.14138,0.16768
904,904,2003,2nd Quintile,Tenant,5 rooms,0.0428,65,11477,0.03587,0.04949
905,905,2003,2nd Quintile,Tenant,6 rooms,0.01863,34,11477,0.01494,0.02208
906,906,2003,3rd Quintile,Owner,2 rooms,0.05016,43,11477,0.04245,0.05836
907,907,2003,3rd Quintile,Owner,3 rooms,0.19085,186,11477,0.17301,0.20617
908,908,2003,3rd Quintile,Owner,4 rooms,0.27221,280,11477,0.25229,0.29223
909,909,2003,3rd Quintile,Owner,5 rooms,0.23378,267,11477,0.21719,0.2488
910,910,2003,3rd Quintile,Owner,6 rooms,0.16395,168,11477,0.14577,0.18254
911,911,2003,3rd Quintile,Owner,7 rooms,0.05476,64,11477,0.04502,0.06352
912,912,2003,3rd Quintile,Owner,8 rooms,0.03429,38,11477,0.02619,0.04292
913,913,2003,3rd Quintile,Tenant,1 room,0.07322,56,11477,0.06508,0.08073
914,914,2003,3rd Quintile,Tenant,2 rooms,0.32748,340,11477,0.30688,0.35084
915,915,2003,3rd Quintile,Tenant,3 rooms,0.43145,532,11477,0.40609,0.45648
916,916,2003,3rd Quintile,Tenant,4 rooms,0.11598,165,11477,0.10445,0.12949
917,917,2003,3rd Quintile,Tenant,5 rooms,0.05188,70,11477,0.04506,0.06098
918,918,2003,4th Quintile,Owner,2 rooms,0.05893,51,11477,0.04952,0.0703
919,919,2003,4th Quintile,Owner,3 rooms,0.19717,207,11477,0.17978,0.21677
920,920,2003,4th Quintile,Owner,4 rooms,0.27942,344,11477,0.25846,0.30013
921,921,2003,4th Quintile,Owner,5 rooms,0.2343,301,11477,0.21502,0.25597
922,922,2003,4th Quintile,Owner,6 rooms,0.13864,202,11477,0.12395,0.15416
923,923,2003,4th Quintile,Owner,7 rooms,0.06115,97,11477,0.05149,0.07051
924,924,2003,4th Quintile,Owner,8 rooms,0.03039,49,11477,0.02422,0.03845
925,925,2003,4th Quintile,Tenant,2 rooms,0.29557,238,11477,0.27284,0.32204
926,926,2003,4th Quintile,Tenant,3 rooms,0.47112,448,11477,0.44049,0.50861
927,927,2003,4th Quintile,Tenant,4 rooms,0.16781,179,11477,0.15175,0.18344
928,928,2003,4th Quintile,Tenant,5 rooms,0.0655,67,11477,0.0527,0.07763
929,929,2003,5th Quintile,Owner,2 rooms,0.04267,52,11477,0.03561,0.05076
930,930,2003,5th Quintile,Owner,3 rooms,0.15717,242,11477,0.14527,0.17429
931,931,2003,5th Quintile,Owner,4 rooms,0.24389,473,11477,0.22509,0.26353
