,Unnamed: 0,year,quintil_oecd_hh,rentown,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
73,73,1985,4th Quintile,Owner,5 rooms,0.2909,113,4767,0.27524,0.30723
74,74,1985,4th Quintile,Owner,6 rooms,0.16023,57,4767,0.15226,0.16939
75,75,1985,4th Quintile,Tenant,1 room,0.0806,48,4767,0.0688,0.09175
76,76,1985,4th Quintile,Tenant,2 rooms,0.28095,151,4767,0.25492,0.30669
77,77,1985,4th Quintile,Tenant,3 rooms,0.43654,270,4767,0.40983,0.46629
78,78,1985,4th Quintile,Tenant,4 rooms,0.15875,111,4767,0.14103,0.17907
79,79,1985,4th Quintile,Tenant,5 rooms,0.04316,33,4767,0.0342,0.05203
80,80,1985,5th Quintile,Owner,3 rooms,0.25648,97,4767,0.23644,0.27313
81,81,1985,5th Quintile,Owner,4 rooms,0.34813,139,4767,0.33282,0.3635
82,82,1985,5th Quintile,Owner,5 rooms,0.25622,106,4767,0.24224,0.26984
83,83,1985,5th Quintile,Owner,6 rooms,0.13917,63,4767,0.1295,0.14791
84,84,1985,5th Quintile,Tenant,2 rooms,0.31331,130,4767,0.28371,0.34562
85,85,1985,5th Quintile,Tenant,3 rooms,0.39816,188,4767,0.3676,0.42952
86,86,1985,5th Quintile,Tenant,4 rooms,0.21916,98,4767,0.20641,0.23828
87,87,1985,5th Quintile,Tenant,5 rooms,0.06937,32,4767,0.06257,0.07473
88,88,1986,1st Quintile,Owner,3 rooms,0.42554,57,4546,0.37824,0.46702
89,89,1986,1st Quintile,Owner,4 rooms,0.37959,56,4546,0.33316,0.42646
90,90,1986,1st Quintile,Owner,5 rooms,0.19487,32,4546,0.1706,0.21699
91,91,1986,1st Quintile,Tenant,1 room,0.14448,79,4546,0.12881,0.1588
92,92,1986,1st Quintile,Tenant,2 rooms,0.34851,213,4546,0.32137,0.38165
93,93,1986,1st Quintile,Tenant,3 rooms,0.37232,315,4546,0.33758,0.40865
94,94,1986,1st Quintile,Tenant,4 rooms,0.10247,109,4546,0.08592,0.12053
95,95,1986,1st Quintile,Tenant,5 rooms,0.03223,33,4546,0.02461,0.04062
96,96,1986,2nd Quintile,Owner,3 rooms,0.27315,71,4546,0.24927,0.29561
97,97,1986,2nd Quintile,Owner,4 rooms,0.34746,107,4546,0.32696,0.37045
98,98,1986,2nd Quintile,Owner,5 rooms,0.22017,67,4546,0.19957,0.23976
99,99,1986,2nd Quintile,Owner,6 rooms,0.15921,50,4546,0.1434,0.17591
100,100,1986,2nd Quintile,Tenant,1 room,0.07318,36,4546,0.0594,0.08735
101,101,1986,2nd Quintile,Tenant,2 rooms,0.30124,165,4546,0.27337,0.33278
102,102,1986,2nd Quintile,Tenant,3 rooms,0.44308,310,4546,0.41361,0.48133
103,103,1986,2nd Quintile,Tenant,4 rooms,0.14297,118,4546,0.12438,0.16108
104,104,1986,2nd Quintile,Tenant,5 rooms,0.03952,34,4546,0.02816,0.05072
105,105,1986,3rd Quintile,Owner,3 rooms,0.28861,75,4546,0.26429,0.31383
106,106,1986,3rd Quintile,Owner,4 rooms,0.28386,83,4546,0.26471,0.30451
107,107,1986,3rd Quintile,Owner,5 rooms,0.26012,82,4546,0.24368,0.27559
108,108,1986,3rd Quintile,Owner,6 rooms,0.16741,48,4546,0.15815,0.18137
109,109,1986,3rd Quintile,Tenant,1 room,0.07859,47,4546,0.06297,0.09408
110,110,1986,3rd Quintile,Tenant,2 rooms,0.3134,177,4546,0.28175,0.34225
111,111,1986,3rd Quintile,Tenant,3 rooms,0.40311,283,4546,0.36972,0.43822
112,112,1986,3rd Quintile,Tenant,4 rooms,0.17131,120,4546,0.15326,0.18982
113,113,1986,3rd Quintile,Tenant,5 rooms,0.03359,32,4546,0.02648,0.03958
114,114,1986,4th Quintile,Owner,3 rooms,0.27774,82,4546,0.25418,0.30057
115,115,1986,4th Quintile,Owner,4 rooms,0.31578,107,4546,0.29632,0.33455
116,116,1986,4th Quintile,Owner,5 rooms,0.26831,97,4546,0.25229,0.28371
117,117,1986,4th Quintile,Owner,6 rooms,0.13817,49,4546,0.12753,0.15035
118,118,1986,4th Quintile,Tenant,1 room,0.10905,53,4546,0.08945,0.12375
119,119,1986,4th Quintile,Tenant,2 rooms,0.33502,164,4546,0.30014,0.36382
120,120,1986,4th Quintile,Tenant,3 rooms,0.40339,260,4546,0.37531,0.43958
121,121,1986,4th Quintile,Tenant,4 rooms,0.15253,109,4546,0.12967,0.17413
122,122,1986,5th Quintile,Owner,3 rooms,0.25576,100,4546,0.23652,0.27609
123,123,1986,5th Quintile,Owner,4 rooms,0.34097,138,4546,0.3272,0.35504
124,124,1986,5th Quintile,Owner,5 rooms,0.22718,107,4546,0.21117,0.2407
125,125,1986,5th Quintile,Owner,6 rooms,0.17609,77,4546,0.16297,0.18955
126,126,1986,5th Quintile,Tenant,2 rooms,0.23123,91,4546,0.20566,0.25583
127,127,1986,5th Quintile,Tenant,3 rooms,0.46451,193,4546,0.43162,0.50319
128,128,1986,5th Quintile,Tenant,4 rooms,0.21972,88,4546,0.20055,0.24177
129,129,1986,5th Quintile,Tenant,5 rooms,0.08455,32,4546,0.07537,0.09418
130,130,1987,1st Quintile,Owner,3 rooms,0.47645,61,4432,0.42729,0.51876
131,131,1987,1st Quintile,Owner,4 rooms,0.33448,50,4432,0.2901,0.37207
132,132,1987,1st Quintile,Owner,6 rooms,0.18908,31,4432,0.16993,0.2078
133,133,1987,1st Quintile,Tenant,1 room,0.17535,85,4432,0.15769,0.1932
134,134,1987,1st Quintile,Tenant,2 rooms,0.3172,187,4432,0.28369,0.3448
135,135,1987,1st Quintile,Tenant,3 rooms,0.4019,306,4432,0.36727,0.43776
136,136,1987,1st Quintile,Tenant,4 rooms,0.10555,100,4432,0.08505,0.12284
137,137,1987,2nd Quintile,Owner,3 rooms,0.28347,69,4432,0.24983,0.31357
138,138,1987,2nd Quintile,Owner,4 rooms,0.32222,84,4432,0.29658,0.34559
139,139,1987,2nd Quintile,Owner,5 rooms,0.25383,65,4432,0.2339,0.27545
140,140,1987,2nd Quintile,Owner,6 rooms,0.14048,36,4432,0.12525,0.15723
141,141,1987,2nd Quintile,Tenant,2 rooms,0.32339,169,4432,0.28961,0.35376
142,142,1987,2nd Quintile,Tenant,3 rooms,0.48911,331,4432,0.45115,0.52914
143,143,1987,2nd Quintile,Tenant,4 rooms,0.14419,126,4432,0.12575,0.16266
144,144,1987,2nd Quintile,Tenant,5 rooms,0.04332,33,4432,0.03518,0.05237
145,145,1987,3rd Quintile,Owner,3 rooms,0.25169,69,4432,0.23133,0.274
146,146,1987,3rd Quintile,Owner,4 rooms,0.32349,106,4432,0.30466,0.34186
147,147,1987,3rd Quintile,Owner,5 rooms,0.24879,85,4432,0.22938,0.26476
148,148,1987,3rd Quintile,Owner,6 rooms,0.17604,55,4432,0.1655,0.18633
149,149,1987,3rd Quintile,Tenant,1 room,0.07515,46,4432,0.05898,0.09134
150,150,1987,3rd Quintile,Tenant,2 rooms,0.33865,167,4432,0.31027,0.36848
151,151,1987,3rd Quintile,Tenant,3 rooms,0.38281,274,4432,0.35143,0.41838
152,152,1987,3rd Quintile,Tenant,4 rooms,0.16143,113,4432,0.13969,0.1776
153,153,1987,3rd Quintile,Tenant,5 rooms,0.04196,38,4432,0.03148,0.05011
154,154,1987,4th Quintile,Owner,3 rooms,0.26874,83,4432,0.24395,0.29283
155,155,1987,4th Quintile,Owner,4 rooms,0.31341,112,4432,0.29334,0.33286
156,156,1987,4th Quintile,Owner,5 rooms,0.27048,100,4432,0.25448,0.28801
157,157,1987,4th Quintile,Owner,6 rooms,0.14737,56,4432,0.13642,0.15774
158,158,1987,4th Quintile,Tenant,1 room,0.10329,46,4432,0.08696,0.11935
159,159,1987,4th Quintile,Tenant,2 rooms,0.29735,161,4432,0.27113,0.32788
160,160,1987,4th Quintile,Tenant,3 rooms,0.41222,250,4432,0.38317,0.44616
161,161,1987,4th Quintile,Tenant,4 rooms,0.18714,112,4432,0.16257,0.20833
162,162,1987,5th Quintile,Owner,3 rooms,0.22012,89,4432,0.20009,0.24161
163,163,1987,5th Quintile,Owner,4 rooms,0.35722,143,4432,0.33968,0.37218
164,164,1987,5th Quintile,Owner,5 rooms,0.2663,124,4432,0.25207,0.28229
165,165,1987,5th Quintile,Owner,6 rooms,0.15636,67,4432,0.1462,0.1677
166,166,1987,5th Quintile,Tenant,2 rooms,0.2961,114,4432,0.2655,0.32754
167,167,1987,5th Quintile,Tenant,3 rooms,0.4198,176,4432,0.38618,0.45188
168,168,1987,5th Quintile,Tenant,4 rooms,0.20409,82,4432,0.18267,0.22566
169,169,1987,5th Quintile,Tenant,5 rooms,0.08,31,4432,0.07072,0.08773
170,170,1988,1st Quintile,Owner,3 rooms,0.4636,57,4257,0.41953,0.51438
171,171,1988,1st Quintile,Owner,4 rooms,0.31752,46,4257,0.27786,0.35866
172,172,1988,1st Quintile,Owner,5 rooms,0.21888,34,4257,0.18701,0.24647
173,173,1988,1st Quintile,Tenant,1 room,0.1495,69,4257,0.1307,0.16758
174,174,1988,1st Quintile,Tenant,2 rooms,0.32006,194,4257,0.29047,0.34947
175,175,1988,1st Quintile,Tenant,3 rooms,0.40305,309,4257,0.3722,0.44042
176,176,1988,1st Quintile,Tenant,4 rooms,0.12739,104,4257,0.10471,0.14834
177,177,1988,2nd Quintile,Owner,3 rooms,0.32976,66,4257,0.30371,0.36013
178,178,1988,2nd Quintile,Owner,4 rooms,0.30379,83,4257,0.277,0.32936
179,179,1988,2nd Quintile,Owner,5 rooms,0.22911,57,4257,0.20573,0.25172
180,180,1988,2nd Quintile,Owner,6 rooms,0.13734,35,4257,0.11906,0.15183
181,181,1988,2nd Quintile,Tenant,1 room,0.06588,34,4257,0.05074,0.08023
182,182,1988,2nd Quintile,Tenant,2 rooms,0.30385,150,4257,0.27054,0.33515
183,183,1988,2nd Quintile,Tenant,3 rooms,0.45241,320,4257,0.41427,0.49406
184,184,1988,2nd Quintile,Tenant,4 rooms,0.13306,115,4257,0.11247,0.15761
185,185,1988,2nd Quintile,Tenant,5 rooms,0.0448,32,4257,0.03499,0.05274
186,186,1988,3rd Quintile,Owner,3 rooms,0.25293,72,4257,0.22445,0.28455
187,187,1988,3rd Quintile,Owner,4 rooms,0.31796,96,4257,0.29049,0.34416
188,188,1988,3rd Quintile,Owner,5 rooms,0.25673,76,4257,0.22855,0.28005
189,189,1988,3rd Quintile,Owner,6 rooms,0.17238,51,4257,0.15561,0.18792
190,190,1988,3rd Quintile,Tenant,1 room,0.08593,45,4257,0.06935,0.10471
191,191,1988,3rd Quintile,Tenant,2 rooms,0.31729,155,4257,0.28648,0.3495
192,192,1988,3rd Quintile,Tenant,3 rooms,0.39761,269,4257,0.36247,0.43028
193,193,1988,3rd Quintile,Tenant,4 rooms,0.14792,111,4257,0.13105,0.16794
194,194,1988,3rd Quintile,Tenant,5 rooms,0.05125,38,4257,0.04183,0.05942
195,195,1988,4th Quintile,Owner,3 rooms,0.27765,80,4257,0.25228,0.30486
196,196,1988,4th Quintile,Owner,4 rooms,0.31367,110,4257,0.29015,0.33178
197,197,1988,4th Quintile,Owner,5 rooms,0.23441,89,4257,0.2195,0.24927
198,198,1988,4th Quintile,Owner,6 rooms,0.17427,61,4257,0.16054,0.18607
199,199,1988,4th Quintile,Tenant,1 room,0.08147,38,4257,0.06577,0.09769
200,200,1988,4th Quintile,Tenant,2 rooms,0.32375,156,4257,0.29333,0.36407
201,201,1988,4th Quintile,Tenant,3 rooms,0.37714,218,4257,0.34363,0.41104
202,202,1988,4th Quintile,Tenant,4 rooms,0.16208,96,4257,0.14272,0.18602
203,203,1988,4th Quintile,Tenant,5 rooms,0.05557,34,4257,0.04373,0.06579
204,204,1988,5th Quintile,Owner,3 rooms,0.23547,89,4257,0.2153,0.25494
205,205,1988,5th Quintile,Owner,4 rooms,0.34587,135,4257,0.32894,0.36483
206,206,1988,5th Quintile,Owner,5 rooms,0.24733,109,4257,0.22958,0.26453
207,207,1988,5th Quintile,Owner,6 rooms,0.17132,71,4257,0.1594,0.18483
208,208,1988,5th Quintile,Tenant,2 rooms,0.31511,106,4257,0.27932,0.34945
209,209,1988,5th Quintile,Tenant,3 rooms,0.49012,174,4257,0.44551,0.52824
210,210,1988,5th Quintile,Tenant,4 rooms,0.19477,73,4257,0.16732,0.21779
211,211,1989,1st Quintile,Owner,3 rooms,0.44973,54,4187,0.40606,0.50007
212,212,1989,1st Quintile,Owner,4 rooms,0.34609,51,4187,0.3018,0.3984
213,213,1989,1st Quintile,Owner,5 rooms,0.20418,34,4187,0.17471,0.23452
214,214,1989,1st Quintile,Tenant,1 room,0.14032,64,4187,0.12154,0.15946
215,215,1989,1st Quintile,Tenant,2 rooms,0.35426,194,4187,0.32044,0.39089
216,216,1989,1st Quintile,Tenant,3 rooms,0.36489,277,4187,0.33453,0.40256
217,217,1989,1st Quintile,Tenant,4 rooms,0.14053,113,4187,0.12227,0.16202
218,218,1989,2nd Quintile,Owner,3 rooms,0.2947,69,4187,0.26616,0.32754
219,219,1989,2nd Quintile,Owner,4 rooms,0.24529,78,4187,0.21984,0.26976
220,220,1989,2nd Quintile,Owner,5 rooms,0.2113,55,4187,0.18875,0.23952
221,221,1989,2nd Quintile,Owner,6 rooms,0.15436,40,4187,0.14002,0.16983
222,222,1989,2nd Quintile,Owner,7 rooms,0.09436,31,4187,0.08113,0.10537
223,223,1989,2nd Quintile,Tenant,1 room,0.07164,46,4187,0.05543,0.09155
224,224,1989,2nd Quintile,Tenant,2 rooms,0.32675,163,4187,0.29379,0.35591
225,225,1989,2nd Quintile,Tenant,3 rooms,0.43074,315,4187,0.39376,0.46517
226,226,1989,2nd Quintile,Tenant,4 rooms,0.12926,110,4187,0.11147,0.14822
227,227,1989,2nd Quintile,Tenant,5 rooms,0.04161,35,4187,0.03272,0.05159
228,228,1989,3rd Quintile,Owner,3 rooms,0.22919,60,4187,0.20065,0.26018
229,229,1989,3rd Quintile,Owner,4 rooms,0.3646,109,4187,0.34798,0.3864
230,230,1989,3rd Quintile,Owner,5 rooms,0.25117,76,4187,0.23253,0.27065
231,231,1989,3rd Quintile,Owner,6 rooms,0.15504,52,4187,0.14295,0.16676
232,232,1989,3rd Quintile,Tenant,1 room,0.07584,31,4187,0.05975,0.09043
233,233,1989,3rd Quintile,Tenant,2 rooms,0.27754,136,4187,0.25061,0.30692
234,234,1989,3rd Quintile,Tenant,3 rooms,0.43694,277,4187,0.40041,0.47216
235,235,1989,3rd Quintile,Tenant,4 rooms,0.1566,101,4187,0.13198,0.17474
236,236,1989,3rd Quintile,Tenant,5 rooms,0.05309,37,4187,0.0441,0.06476
237,237,1989,4th Quintile,Owner,3 rooms,0.25378,74,4187,0.23032,0.28264
238,238,1989,4th Quintile,Owner,4 rooms,0.3202,105,4187,0.29722,0.33907
239,239,1989,4th Quintile,Owner,5 rooms,0.24034,87,4187,0.22293,0.26145
240,240,1989,4th Quintile,Owner,6 rooms,0.18568,62,4187,0.16953,0.20103
241,241,1989,4th Quintile,Tenant,1 room,0.0998,39,4187,0.08393,0.11662
242,242,1989,4th Quintile,Tenant,2 rooms,0.32356,162,4187,0.28892,0.36049
243,243,1989,4th Quintile,Tenant,3 rooms,0.36555,214,4187,0.33051,0.40292
244,244,1989,4th Quintile,Tenant,4 rooms,0.15841,93,4187,0.13991,0.18255
245,245,1989,4th Quintile,Tenant,5 rooms,0.05269,33,4187,0.04394,0.06202
246,246,1989,5th Quintile,Owner,3 rooms,0.23619,82,4187,0.2155,0.26186
247,247,1989,5th Quintile,Owner,4 rooms,0.34296,127,4187,0.3263,0.36294
248,248,1989,5th Quintile,Owner,5 rooms,0.26399,108,4187,0.24801,0.27718
249,249,1989,5th Quintile,Owner,6 rooms,0.15687,64,4187,0.14085,0.17295
250,250,1989,5th Quintile,Tenant,2 rooms,0.35026,106,4187,0.31688,0.38678
251,251,1989,5th Quintile,Tenant,3 rooms,0.4638,155,4187,0.42833,0.49615
252,252,1989,5th Quintile,Tenant,4 rooms,0.18594,68,4187,0.16201,0.21233
253,253,1990,1st Quintile,Owner,2 rooms,0.12686,53,6310,0.10754,0.14477
254,254,1990,1st Quintile,Owner,3 rooms,0.31357,171,6310,0.28848,0.33943
255,255,1990,1st Quintile,Owner,4 rooms,0.27386,169,6310,0.24894,0.29287
256,256,1990,1st Quintile,Owner,5 rooms,0.19319,138,6310,0.17904,0.20792
257,257,1990,1st Quintile,Owner,6 rooms,0.09253,67,6310,0.08155,0.10591
258,258,1990,1st Quintile,Tenant,1 room,0.10839,89,6310,0.09938,0.11658
259,259,1990,1st Quintile,Tenant,2 rooms,0.34762,423,6310,0.33159,0.36472
260,260,1990,1st Quintile,Tenant,3 rooms,0.39903,721,6310,0.38397,0.41308
261,261,1990,1st Quintile,Tenant,4 rooms,0.12535,277,6310,0.11963,0.1316
262,262,1990,1st Quintile,Tenant,5 rooms,0.01962,38,6310,0.01593,0.02348
263,263,1990,2nd Quintile,Owner,3 rooms,0.36966,77,6310,0.32946,0.40237
264,264,1990,2nd Quintile,Owner,4 rooms,0.31329,80,6310,0.2794,0.34819
265,265,1990,2nd Quintile,Owner,5 rooms,0.1979,49,6310,0.17127,0.2229
266,266,1990,2nd Quintile,Owner,6 rooms,0.11915,32,6310,0.09806,0.13986
267,267,1990,2nd Quintile,Tenant,1 room,0.11695,72,6310,0.09997,0.13357
268,268,1990,2nd Quintile,Tenant,2 rooms,0.31413,208,6310,0.28923,0.34453
269,269,1990,2nd Quintile,Tenant,3 rooms,0.40015,369,6310,0.36242,0.4366
270,270,1990,2nd Quintile,Tenant,4 rooms,0.13428,145,6310,0.11803,0.1508
271,271,1990,2nd Quintile,Tenant,5 rooms,0.0345,34,6310,0.02456,0.0444
272,272,1990,3rd Quintile,Owner,3 rooms,0.24151,73,6310,0.22085,0.26856
273,273,1990,3rd Quintile,Owner,4 rooms,0.31606,112,6310,0.29292,0.34239
274,274,1990,3rd Quintile,Owner,5 rooms,0.28015,90,6310,0.26227,0.29963
275,275,1990,3rd Quintile,Owner,6 rooms,0.16228,50,6310,0.1464,0.18319
276,276,1990,3rd Quintile,Tenant,1 room,0.06431,37,6310,0.05118,0.07647
277,277,1990,3rd Quintile,Tenant,2 rooms,0.32123,200,6310,0.29248,0.34821
278,278,1990,3rd Quintile,Tenant,3 rooms,0.42101,357,6310,0.39031,0.4514
279,279,1990,3rd Quintile,Tenant,4 rooms,0.13838,125,6310,0.12153,0.15391
280,280,1990,3rd Quintile,Tenant,5 rooms,0.05506,52,6310,0.04646,0.06559
281,281,1990,4th Quintile,Owner,2 rooms,0.10987,36,6310,0.09479,0.12366
282,282,1990,4th Quintile,Owner,3 rooms,0.23165,99,6310,0.20655,0.25782
283,283,1990,4th Quintile,Owner,4 rooms,0.27353,117,6310,0.2593,0.2891
284,284,1990,4th Quintile,Owner,5 rooms,0.20804,98,6310,0.19012,0.22453
285,285,1990,4th Quintile,Owner,6 rooms,0.17691,74,6310,0.16352,0.19044
286,286,1990,4th Quintile,Tenant,1 room,0.10022,48,6310,0.085,0.11537
287,287,1990,4th Quintile,Tenant,2 rooms,0.32935,179,6310,0.29016,0.36269
288,288,1990,4th Quintile,Tenant,3 rooms,0.41805,286,6310,0.38198,0.45518
289,289,1990,4th Quintile,Tenant,4 rooms,0.15237,113,6310,0.13409,0.17054
290,290,1990,5th Quintile,Owner,3 rooms,0.24341,113,6310,0.22301,0.26484
291,291,1990,5th Quintile,Owner,4 rooms,0.30826,154,6310,0.2914,0.32662
292,292,1990,5th Quintile,Owner,5 rooms,0.22453,121,6310,0.21177,0.23796
293,293,1990,5th Quintile,Owner,6 rooms,0.15208,85,6310,0.14038,0.16513
294,294,1990,5th Quintile,Owner,7 rooms,0.07171,34,6310,0.06373,0.08171
295,295,1990,5th Quintile,Tenant,2 rooms,0.32925,131,6310,0.28858,0.36498
296,296,1990,5th Quintile,Tenant,3 rooms,0.42177,194,6310,0.3836,0.46248
297,297,1990,5th Quintile,Tenant,4 rooms,0.17404,86,6310,0.15435,0.19829
298,298,1990,5th Quintile,Tenant,5 rooms,0.07494,34,6310,0.06285,0.08883
299,299,1991,1st Quintile,Owner,2 rooms,0.12789,55,6182,0.1096,0.15386
300,300,1991,1st Quintile,Owner,3 rooms,0.33026,164,6182,0.30597,0.36299
301,301,1991,1st Quintile,Owner,4 rooms,0.25777,154,6182,0.23342,0.28563
302,302,1991,1st Quintile,Owner,5 rooms,0.19345,131,6182,0.17458,0.21329
303,303,1991,1st Quintile,Owner,6 rooms,0.09063,66,6182,0.082,0.09892
304,304,1991,1st Quintile,Tenant,1 room,0.09059,73,6182,0.08203,0.09907
305,305,1991,1st Quintile,Tenant,2 rooms,0.34298,369,6182,0.32852,0.36287
306,306,1991,1st Quintile,Tenant,3 rooms,0.40384,674,6182,0.38776,0.42174
307,307,1991,1st Quintile,Tenant,4 rooms,0.14346,283,6182,0.13535,0.15064
308,308,1991,1st Quintile,Tenant,5 rooms,0.01913,41,6182,0.01623,0.02212
309,309,1991,2nd Quintile,Owner,3 rooms,0.37559,77,6182,0.33748,0.4127
