year,bula_h,rentown,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Baden-Wuerttemberg,Owner,6 rooms,0.13639,49,287,0.09661,0.17617
1990,Baden-Wuerttemberg,Tenant,1 room,0.10616,38,443,0.07744,0.13488
1990,Baden-Wuerttemberg,Tenant,2 rooms,0.22544,98,443,0.18648,0.26440
1990,Baden-Wuerttemberg,Tenant,3 rooms,0.40671,212,443,0.36091,0.45250
1990,Baden-Wuerttemberg,Tenant,4 rooms,0.18586,95,443,0.14960,0.22213
1990,Bavaria,Owner,3 rooms,0.26952,80,278,0.21727,0.32177
1990,Bavaria,Owner,4 rooms,0.24206,83,278,0.19162,0.29251
1990,Bavaria,Owner,5 rooms,0.20617,74,278,0.15852,0.25381
1990,Bavaria,Owner,6 rooms,0.11010,41,278,0.07324,0.14697
1990,Bavaria,Tenant,1 room,0.12622,44,407,0.09392,0.15853
1990,Bavaria,Tenant,2 rooms,0.27013,110,407,0.22694,0.31332
1990,Bavaria,Tenant,3 rooms,0.36170,177,407,0.31496,0.40844
1990,Bavaria,Tenant,4 rooms,0.14783,76,407,0.11330,0.18235
1990,Berlin,Tenant,1 room,0.15211,31,312,0.11220,0.19203
1990,Berlin,Tenant,2 rooms,0.40710,105,312,0.35249,0.46170
1990,Berlin,Tenant,3 rooms,0.28231,114,312,0.23228,0.33233
1990,Berlin,Tenant,4 rooms,0.13354,62,312,0.09573,0.17134
1990,Brandenburg,Owner,3 rooms,0.29512,35,69,0.18671,0.40353
1990,Brandenburg,Owner,4 rooms,0.27650,34,69,0.17019,0.38281
1990,Brandenburg,Tenant,2 rooms,0.30708,48,212,0.24484,0.36932
1990,Brandenburg,Tenant,3 rooms,0.50626,133,212,0.43880,0.57372
1990,Brandenburg,Tenant,4 rooms,0.10930,31,212,0.06720,0.15140
1990,Mecklenburg-Western Pomerania,Tenant,2 rooms,0.29449,40,119,0.21225,0.37674
1990,Mecklenburg-Western Pomerania,Tenant,3 rooms,0.39992,79,119,0.31153,0.48831
1990,Saxony,Owner,3 rooms,0.31671,42,77,0.21212,0.42129
1990,Saxony,Owner,4 rooms,0.20878,35,77,0.11740,0.30016
1990,Saxony,Tenant,2 rooms,0.38011,150,472,0.33627,0.42394
1990,Saxony,Tenant,3 rooms,0.39082,217,472,0.34675,0.43489
1990,Saxony,Tenant,4 rooms,0.14611,105,472,0.11421,0.17801
1990,Saxony-Anhalt,Owner,3 rooms,0.31336,42,83,0.21296,0.41376
1990,Saxony-Anhalt,Owner,4 rooms,0.28408,41,83,0.18647,0.38169
1990,Saxony-Anhalt,Tenant,2 rooms,0.38405,72,241,0.32251,0.44558
1990,Saxony-Anhalt,Tenant,3 rooms,0.41668,130,241,0.35431,0.47906
1990,Saxony-Anhalt,Tenant,4 rooms,0.11150,39,241,0.07168,0.15132
1990,Thuringa,Owner,3 rooms,0.31079,40,74,0.20462,0.41696
1990,Thuringa,Owner,4 rooms,0.23048,34,74,0.13387,0.32709
1990,Thuringa,Tenant,2 rooms,0.33266,59,196,0.26652,0.39879
1990,Thuringa,Tenant,3 rooms,0.40026,91,196,0.33149,0.46903
1990,Thuringa,Tenant,4 rooms,0.14410,46,196,0.09480,0.19339
1991,Hamburg,Tenant,2 rooms,0.39999,32,73,0.28683,0.51315
1991,Hamburg,Tenant,3 rooms,0.41431,41,73,0.30053,0.52810
1991,Lower Saxony,Owner,3 rooms,0.20939,39,179,0.14962,0.26916
1991,Lower Saxony,Owner,4 rooms,0.25178,55,179,0.18801,0.31554
1991,Lower Saxony,Owner,5 rooms,0.23394,49,179,0.17174,0.29613
1991,Lower Saxony,Owner,6 rooms,0.16147,36,179,0.10741,0.21552
1991,Lower Saxony,Tenant,2 rooms,0.30247,65,228,0.24272,0.36223
1991,Lower Saxony,Tenant,3 rooms,0.37564,117,228,0.31264,0.43864
1991,Lower Saxony,Tenant,4 rooms,0.15802,46,228,0.11057,0.20548
1991,North Rhine-Westphalia,Owner,3 rooms,0.20361,77,344,0.16099,0.24622
1991,North Rhine-Westphalia,Owner,4 rooms,0.25861,114,344,0.21227,0.30495
1991,North Rhine-Westphalia,Owner,5 rooms,0.20765,93,344,0.16472,0.25057
1991,North Rhine-Westphalia,Owner,6 rooms,0.14151,60,344,0.10462,0.17839
1991,North Rhine-Westphalia,Tenant,1 room,0.06793,45,770,0.05014,0.08571
1991,North Rhine-Westphalia,Tenant,2 rooms,0.35093,228,770,0.31720,0.38466
1991,North Rhine-Westphalia,Tenant,3 rooms,0.40889,376,770,0.37414,0.44364
1991,North Rhine-Westphalia,Tenant,4 rooms,0.11586,121,770,0.09324,0.13849
1991,Hesse,Owner,3 rooms,0.24479,34,74,0.14616,0.34343
1991,Hesse,Owner,4 rooms,0.24430,40,74,0.14573,0.34287
1991,Hesse,Tenant,2 rooms,0.28203,76,263,0.22754,0.33652
1991,Hesse,Tenant,3 rooms,0.40923,130,263,0.34969,0.46877
1991,Hesse,Tenant,4 rooms,0.17502,57,263,0.12900,0.22103
1991,"Rhineland-Palatinate, Saarland",Owner,4 rooms,0.27010,39,117,0.18930,0.35090
1991,"Rhineland-Palatinate, Saarland",Owner,5 rooms,0.22505,41,117,0.14905,0.30105
1991,"Rhineland-Palatinate, Saarland",Owner,6 rooms,0.20627,37,117,0.13263,0.27990
1991,"Rhineland-Palatinate, Saarland",Tenant,2 rooms,0.26084,37,104,0.17604,0.34564
1991,"Rhineland-Palatinate, Saarland",Tenant,3 rooms,0.41429,67,104,0.31916,0.50943
1991,Baden-Wuerttemberg,Owner,3 rooms,0.24366,78,286,0.19382,0.29350
1991,Baden-Wuerttemberg,Owner,4 rooms,0.25286,91,286,0.20239,0.30332
1991,Baden-Wuerttemberg,Owner,5 rooms,0.17899,65,286,0.13448,0.22350
1991,Baden-Wuerttemberg,Owner,6 rooms,0.14831,52,286,0.10705,0.18957
1991,Baden-Wuerttemberg,Tenant,2 rooms,0.26379,115,424,0.22179,0.30578
1991,Baden-Wuerttemberg,Tenant,3 rooms,0.41331,217,424,0.36639,0.46024
1991,Baden-Wuerttemberg,Tenant,4 rooms,0.17471,92,424,0.13852,0.21089
1991,Bavaria,Owner,3 rooms,0.24842,75,283,0.19799,0.29886
1991,Bavaria,Owner,4 rooms,0.23925,84,283,0.18945,0.28904
1991,Bavaria,Owner,5 rooms,0.22922,82,283,0.18016,0.27828
1991,Bavaria,Owner,6 rooms,0.11368,42,283,0.07663,0.15073
1991,Bavaria,Tenant,1 room,0.11437,39,415,0.08372,0.14503
1991,Bavaria,Tenant,2 rooms,0.29348,123,415,0.24962,0.33734
1991,Bavaria,Tenant,3 rooms,0.34757,169,415,0.30170,0.39344
1991,Bavaria,Tenant,4 rooms,0.16553,84,415,0.12973,0.20133
1991,Berlin,Tenant,2 rooms,0.39013,92,260,0.33072,0.44953
1991,Berlin,Tenant,3 rooms,0.30784,111,260,0.25162,0.36405
1991,Berlin,Tenant,4 rooms,0.13331,57,260,0.09191,0.17471
1991,Brandenburg,Owner,3 rooms,0.31058,34,65,0.19721,0.42395
1991,Brandenburg,Owner,4 rooms,0.25293,31,65,0.14643,0.35942
1991,Brandenburg,Tenant,2 rooms,0.27353,37,167,0.20572,0.34135
1991,Brandenburg,Tenant,3 rooms,0.54949,130,167,0.47380,0.62518
1991,Mecklenburg-Western Pomerania,Tenant,2 rooms,0.32111,41,116,0.23577,0.40644
1991,Mecklenburg-Western Pomerania,Tenant,3 rooms,0.40085,75,116,0.31128,0.49042
1991,Saxony,Owner,3 rooms,0.34639,42,42,0.20074,0.49204
1991,Saxony,Tenant,2 rooms,0.37728,129,423,0.33103,0.42353
1991,Saxony,Tenant,3 rooms,0.37499,188,423,0.32880,0.42118
1991,Saxony,Tenant,4 rooms,0.16087,106,423,0.12581,0.19592
1991,Saxony-Anhalt,Owner,3 rooms,0.35269,40,77,0.24526,0.46011
1991,Saxony-Anhalt,Owner,4 rooms,0.27796,37,77,0.17724,0.37869
1991,Saxony-Anhalt,Tenant,2 rooms,0.40110,67,229,0.33748,0.46472
1991,Saxony-Anhalt,Tenant,3 rooms,0.38324,118,229,0.32013,0.44634
1991,Saxony-Anhalt,Tenant,4 rooms,0.13713,44,229,0.09248,0.18178
1991,Thuringa,Owner,3 rooms,0.31439,35,66,0.20152,0.42726
1991,Thuringa,Owner,4 rooms,0.21223,31,66,0.11283,0.31164
1991,Thuringa,Tenant,2 rooms,0.31036,47,180,0.24259,0.37814
1991,Thuringa,Tenant,3 rooms,0.40223,88,180,0.33039,0.47406
1991,Thuringa,Tenant,4 rooms,0.15217,45,180,0.09955,0.20479
1992,Hamburg,Tenant,3 rooms,0.40955,35,35,0.24426,0.57485
1992,Lower Saxony,Owner,3 rooms,0.15816,32,180,0.10470,0.21161
1992,Lower Saxony,Owner,4 rooms,0.29787,62,180,0.23088,0.36487
1992,Lower Saxony,Owner,5 rooms,0.25046,53,180,0.18698,0.31393
1992,Lower Saxony,Owner,6 rooms,0.14250,33,180,0.09129,0.19371
1992,Lower Saxony,Tenant,2 rooms,0.31803,68,232,0.25798,0.37809
1992,Lower Saxony,Tenant,3 rooms,0.38939,123,232,0.32651,0.45227
1992,Lower Saxony,Tenant,4 rooms,0.13123,41,232,0.08769,0.17477
1992,North Rhine-Westphalia,Owner,3 rooms,0.19631,75,353,0.15481,0.23780
1992,North Rhine-Westphalia,Owner,4 rooms,0.27333,120,353,0.22677,0.31988
1992,North Rhine-Westphalia,Owner,5 rooms,0.22292,101,353,0.17944,0.26640
1992,North Rhine-Westphalia,Owner,6 rooms,0.13593,57,353,0.10013,0.17173
1992,North Rhine-Westphalia,Tenant,1 room,0.06741,49,797,0.04999,0.08482
1992,North Rhine-Westphalia,Tenant,2 rooms,0.35424,232,797,0.32101,0.38746
1992,North Rhine-Westphalia,Tenant,3 rooms,0.40843,369,797,0.37428,0.44258
1992,North Rhine-Westphalia,Tenant,4 rooms,0.10805,113,797,0.08649,0.12962
1992,North Rhine-Westphalia,Tenant,5 rooms,0.03019,34,797,0.01830,0.04207
1992,Hesse,Owner,3 rooms,0.22320,35,79,0.13079,0.31560
1992,Hesse,Owner,4 rooms,0.24416,44,79,0.14882,0.33949
1992,Hesse,Tenant,2 rooms,0.29754,78,261,0.24197,0.35311
1992,Hesse,Tenant,3 rooms,0.42870,132,261,0.36854,0.48885
1992,Hesse,Tenant,4 rooms,0.15052,51,261,0.10705,0.19398
1992,"Rhineland-Palatinate, Saarland",Owner,4 rooms,0.25238,37,114,0.17229,0.33247
1992,"Rhineland-Palatinate, Saarland",Owner,5 rooms,0.22975,42,114,0.15219,0.30732
1992,"Rhineland-Palatinate, Saarland",Owner,6 rooms,0.20324,35,114,0.12905,0.27744
1992,"Rhineland-Palatinate, Saarland",Tenant,2 rooms,0.23879,40,102,0.15564,0.32194
1992,"Rhineland-Palatinate, Saarland",Tenant,3 rooms,0.38685,62,102,0.29187,0.48183
1992,Baden-Wuerttemberg,Owner,3 rooms,0.22657,75,285,0.17789,0.27526
1992,Baden-Wuerttemberg,Owner,4 rooms,0.26617,90,285,0.21477,0.31757
1992,Baden-Wuerttemberg,Owner,5 rooms,0.17803,66,285,0.13354,0.22252
1992,Baden-Wuerttemberg,Owner,6 rooms,0.15278,54,285,0.11093,0.19462
1992,Baden-Wuerttemberg,Tenant,2 rooms,0.23645,115,425,0.19601,0.27689
1992,Baden-Wuerttemberg,Tenant,3 rooms,0.44149,219,425,0.39422,0.48875
1992,Baden-Wuerttemberg,Tenant,4 rooms,0.17404,91,425,0.13795,0.21013
1992,Bavaria,Owner,3 rooms,0.26298,81,289,0.21214,0.31383
1992,Bavaria,Owner,4 rooms,0.24013,87,289,0.19080,0.28946
1992,Bavaria,Owner,5 rooms,0.20273,74,289,0.15630,0.24916
1992,Bavaria,Owner,6 rooms,0.11960,47,289,0.08213,0.15708
1992,Bavaria,Tenant,1 room,0.10346,36,427,0.07454,0.13238
1992,Bavaria,Tenant,2 rooms,0.30346,130,427,0.25980,0.34712
1992,Bavaria,Tenant,3 rooms,0.36832,179,427,0.32251,0.41412
1992,Bavaria,Tenant,4 rooms,0.14814,82,427,0.11440,0.18187
1992,Berlin,Tenant,2 rooms,0.42493,103,271,0.36596,0.48389
1992,Berlin,Tenant,3 rooms,0.31245,113,271,0.25716,0.36773
1992,Berlin,Tenant,4 rooms,0.12338,55,271,0.08415,0.16260
1992,Brandenburg,Owner,3 rooms,0.30660,31,31,0.14160,0.47160
1992,Brandenburg,Tenant,2 rooms,0.28628,38,166,0.21731,0.35525
1992,Brandenburg,Tenant,3 rooms,0.51921,128,166,0.44297,0.59544
1992,Mecklenburg-Western Pomerania,Tenant,2 rooms,0.34162,37,106,0.25091,0.43234
1992,Mecklenburg-Western Pomerania,Tenant,3 rooms,0.42385,69,106,0.32933,0.51837
1992,Saxony,Owner,3 rooms,0.27594,33,68,0.16891,0.38297
1992,Saxony,Owner,4 rooms,0.22381,35,68,0.12401,0.32361
1992,Saxony,Tenant,2 rooms,0.34172,114,397,0.29500,0.38843
1992,Saxony,Tenant,3 rooms,0.39115,186,397,0.34308,0.43921
1992,Saxony,Tenant,4 rooms,0.15587,97,397,0.12014,0.19159
1992,Saxony-Anhalt,Owner,3 rooms,0.30564,32,67,0.19450,0.41678
1992,Saxony-Anhalt,Owner,4 rooms,0.30919,35,67,0.19769,0.42069
1992,Saxony-Anhalt,Tenant,2 rooms,0.39021,68,230,0.32703,0.45339
1992,Saxony-Anhalt,Tenant,3 rooms,0.38996,116,230,0.32679,0.45313
1992,Saxony-Anhalt,Tenant,4 rooms,0.13991,46,230,0.09498,0.18484
1992,Thuringa,Owner,3 rooms,0.27488,33,97,0.18557,0.36419
1992,Thuringa,Owner,4 rooms,0.25112,33,97,0.16437,0.33787
1992,Thuringa,Owner,5 rooms,0.17785,31,97,0.10136,0.25435
1992,Thuringa,Tenant,2 rooms,0.34832,48,180,0.27852,0.41811
1992,Thuringa,Tenant,3 rooms,0.40313,90,180,0.33127,0.47499
1992,Thuringa,Tenant,4 rooms,0.13568,42,180,0.08552,0.18585
1993,Schleswig-Holstein,Tenant,3 rooms,0.29882,31,31,0.13502,0.46262
1993,Hamburg,Tenant,3 rooms,0.44260,37,37,0.28035,0.60485
1993,Lower Saxony,Owner,3 rooms,0.18487,39,185,0.12878,0.24096
1993,Lower Saxony,Owner,4 rooms,0.26246,57,185,0.19889,0.32604
1993,Lower Saxony,Owner,5 rooms,0.26526,56,185,0.20147,0.32905
1993,Lower Saxony,Owner,6 rooms,0.13038,33,185,0.08172,0.17903
1993,Lower Saxony,Tenant,2 rooms,0.30076,67,242,0.24286,0.35866
1993,Lower Saxony,Tenant,3 rooms,0.41693,131,242,0.35468,0.47918
1993,Lower Saxony,Tenant,4 rooms,0.14627,44,242,0.10166,0.19089
1993,North Rhine-Westphalia,Owner,3 rooms,0.20158,79,354,0.15972,0.24343
1993,North Rhine-Westphalia,Owner,4 rooms,0.25816,117,354,0.21251,0.30381
1993,North Rhine-Westphalia,Owner,5 rooms,0.22060,103,354,0.17734,0.26386
1993,North Rhine-Westphalia,Owner,6 rooms,0.13107,55,354,0.09587,0.16628
1993,North Rhine-Westphalia,Tenant,1 room,0.06476,47,805,0.04775,0.08178
1993,North Rhine-Westphalia,Tenant,2 rooms,0.34561,229,805,0.31274,0.37848
1993,North Rhine-Westphalia,Tenant,3 rooms,0.41880,374,805,0.38469,0.45290
1993,North Rhine-Westphalia,Tenant,4 rooms,0.11280,120,805,0.09093,0.13466
1993,North Rhine-Westphalia,Tenant,5 rooms,0.03458,35,805,0.02195,0.04722
1993,Hesse,Owner,3 rooms,0.20809,33,77,0.11683,0.29936
1993,Hesse,Owner,4 rooms,0.25982,44,77,0.16122,0.35841
1993,Hesse,Tenant,2 rooms,0.26878,75,259,0.21468,0.32287
1993,Hesse,Tenant,3 rooms,0.44018,133,259,0.37961,0.50076
1993,Hesse,Tenant,4 rooms,0.16237,51,259,0.11737,0.20737
1993,"Rhineland-Palatinate, Saarland",Owner,4 rooms,0.27280,40,118,0.19209,0.35351
1993,"Rhineland-Palatinate, Saarland",Owner,5 rooms,0.25816,46,118,0.17887,0.33746
1993,"Rhineland-Palatinate, Saarland",Owner,6 rooms,0.19286,32,118,0.12137,0.26436
1993,"Rhineland-Palatinate, Saarland",Tenant,2 rooms,0.22423,36,94,0.13947,0.30900
1993,"Rhineland-Palatinate, Saarland",Tenant,3 rooms,0.44714,58,94,0.34608,0.54819
1993,Baden-Wuerttemberg,Owner,3 rooms,0.25339,81,286,0.20289,0.30388
1993,Baden-Wuerttemberg,Owner,4 rooms,0.26113,88,286,0.21014,0.31213
1993,Baden-Wuerttemberg,Owner,5 rooms,0.18067,67,286,0.13600,0.22534
1993,Baden-Wuerttemberg,Owner,6 rooms,0.13824,50,286,0.09816,0.17831
1993,Baden-Wuerttemberg,Tenant,1 room,0.07967,33,465,0.05503,0.10431
1993,Baden-Wuerttemberg,Tenant,2 rooms,0.21838,115,465,0.18079,0.25598
1993,Baden-Wuerttemberg,Tenant,3 rooms,0.42156,218,465,0.37663,0.46649
1993,Baden-Wuerttemberg,Tenant,4 rooms,0.20302,99,465,0.16642,0.23962
1993,Bavaria,Owner,3 rooms,0.23011,69,280,0.18072,0.27950
1993,Bavaria,Owner,4 rooms,0.25852,90,280,0.20715,0.30990
1993,Bavaria,Owner,5 rooms,0.20476,75,280,0.15741,0.25211
1993,Bavaria,Owner,6 rooms,0.11884,46,280,0.08086,0.15681
1993,Bavaria,Tenant,1 room,0.12407,44,438,0.09316,0.15498
1993,Bavaria,Tenant,2 rooms,0.28752,126,438,0.24508,0.32995
1993,Bavaria,Tenant,3 rooms,0.36635,185,438,0.32118,0.41152
1993,Bavaria,Tenant,4 rooms,0.15112,83,438,0.11754,0.18471
1993,Berlin,Tenant,2 rooms,0.37848,95,266,0.32008,0.43688
1993,Berlin,Tenant,3 rooms,0.33437,116,266,0.27757,0.39117
1993,Berlin,Tenant,4 rooms,0.12527,55,266,0.08542,0.16513
1993,Brandenburg,Tenant,2 rooms,0.31932,43,162,0.24731,0.39134
1993,Brandenburg,Tenant,3 rooms,0.50576,119,162,0.42853,0.58299
1993,Mecklenburg-Western Pomerania,Tenant,2 rooms,0.33485,37,99,0.24141,0.42828
1993,Mecklenburg-Western Pomerania,Tenant,3 rooms,0.40204,62,99,0.30497,0.49912
1993,Saxony,Owner,3 rooms,0.27770,33,65,0.16797,0.38743
1993,Saxony,Owner,4 rooms,0.23544,32,65,0.13150,0.33939
1993,Saxony,Tenant,2 rooms,0.34530,114,390,0.29805,0.39255
1993,Saxony,Tenant,3 rooms,0.42214,191,390,0.37306,0.47123
1993,Saxony,Tenant,4 rooms,0.14674,85,390,0.11158,0.18191
1993,Saxony-Anhalt,Owner,3 rooms,0.28896,33,67,0.17960,0.39832
1993,Saxony-Anhalt,Owner,4 rooms,0.32547,34,67,0.21243,0.43852
1993,Saxony-Anhalt,Tenant,2 rooms,0.36230,61,214,0.29775,0.42686
1993,Saxony-Anhalt,Tenant,3 rooms,0.42996,114,214,0.36347,0.49644
1993,Saxony-Anhalt,Tenant,4 rooms,0.12100,39,214,0.07720,0.16480
1993,Thuringa,Owner,3 rooms,0.28485,32,64,0.17340,0.39630
1993,Thuringa,Owner,5 rooms,0.20456,32,64,0.10495,0.30417
1993,Thuringa,Tenant,2 rooms,0.36887,52,177,0.29758,0.44015
1993,Thuringa,Tenant,3 rooms,0.36264,83,177,0.29161,0.43367
1993,Thuringa,Tenant,4 rooms,0.14970,42,177,0.09699,0.20240
1994,Hamburg,Tenant,3 rooms,0.43442,33,33,0.26268,0.60617
1994,Lower Saxony,Owner,3 rooms,0.16993,37,182,0.11521,0.22464
1994,Lower Saxony,Owner,4 rooms,0.26803,58,182,0.20351,0.33256
1994,Lower Saxony,Owner,5 rooms,0.24933,53,182,0.18631,0.31236
1994,Lower Saxony,Owner,6 rooms,0.13863,34,182,0.08829,0.18897
1994,Lower Saxony,Tenant,2 rooms,0.29869,61,237,0.24030,0.35708
1994,Lower Saxony,Tenant,3 rooms,0.41139,129,237,0.34861,0.47418
1994,Lower Saxony,Tenant,4 rooms,0.14724,47,237,0.10203,0.19245
1994,North Rhine-Westphalia,Owner,3 rooms,0.19146,75,345,0.14988,0.23304
1994,North Rhine-Westphalia,Owner,4 rooms,0.26367,115,345,0.21711,0.31023
1994,North Rhine-Westphalia,Owner,5 rooms,0.21587,100,345,0.17239,0.25935
1994,North Rhine-Westphalia,Owner,6 rooms,0.13530,55,345,0.09915,0.17145
1994,North Rhine-Westphalia,Tenant,1 room,0.06252,45,785,0.04557,0.07946
1994,North Rhine-Westphalia,Tenant,2 rooms,0.35072,226,785,0.31732,0.38413
1994,North Rhine-Westphalia,Tenant,3 rooms,0.42263,367,785,0.38805,0.45721
1994,North Rhine-Westphalia,Tenant,4 rooms,0.10663,113,785,0.08503,0.12824
1994,North Rhine-Westphalia,Tenant,5 rooms,0.03606,34,785,0.02301,0.04911
1994,Hesse,Owner,3 rooms,0.23160,36,77,0.13676,0.32645
1994,Hesse,Owner,4 rooms,0.23565,41,77,0.14024,0.33107
1994,Hesse,Tenant,2 rooms,0.27845,76,253,0.22311,0.33380
1994,Hesse,Tenant,3 rooms,0.40705,127,253,0.34639,0.46771
1994,Hesse,Tenant,4 rooms,0.16962,50,253,0.12329,0.21596
1994,"Rhineland-Palatinate, Saarland",Owner,4 rooms,0.25027,38,116,0.17110,0.32944
1994,"Rhineland-Palatinate, Saarland",Owner,5 rooms,0.25717,45,116,0.17729,0.33706
1994,"Rhineland-Palatinate, Saarland",Owner,6 rooms,0.18072,33,116,0.11039,0.25105
1994,"Rhineland-Palatinate, Saarland",Tenant,2 rooms,0.26333,41,96,0.17476,0.35190
1994,"Rhineland-Palatinate, Saarland",Tenant,3 rooms,0.35332,55,96,0.25720,0.44944
1994,Baden-Wuerttemberg,Owner,3 rooms,0.23380,76,279,0.18405,0.28356
1994,Baden-Wuerttemberg,Owner,4 rooms,0.25171,85,279,0.20069,0.30273
1994,Baden-Wuerttemberg,Owner,5 rooms,0.19743,71,279,0.15063,0.24422
1994,Baden-Wuerttemberg,Owner,6 rooms,0.13221,47,279,0.09239,0.17203
1994,Baden-Wuerttemberg,Tenant,2 rooms,0.25485,120,427,0.21347,0.29623
1994,Baden-Wuerttemberg,Tenant,3 rooms,0.41385,216,427,0.36708,0.46062
1994,Baden-Wuerttemberg,Tenant,4 rooms,0.18648,91,427,0.14950,0.22347
1994,Bavaria,Owner,3 rooms,0.23755,73,290,0.18848,0.28661
1994,Bavaria,Owner,4 rooms,0.25327,93,290,0.20313,0.30340
1994,Bavaria,Owner,5 rooms,0.21363,77,290,0.16638,0.26089
1994,Bavaria,Owner,6 rooms,0.12094,47,290,0.08335,0.15854
1994,Bavaria,Tenant,1 room,0.11154,40,435,0.08192,0.14116
1994,Bavaria,Tenant,2 rooms,0.31199,131,435,0.26840,0.35558
1994,Bavaria,Tenant,3 rooms,0.33008,168,435,0.28584,0.37432
1994,Bavaria,Tenant,4 rooms,0.17251,96,435,0.13696,0.20805
1994,Berlin,Tenant,2 rooms,0.40456,97,257,0.34444,0.46469
1994,Berlin,Tenant,3 rooms,0.30665,105,257,0.25016,0.36313
1994,Berlin,Tenant,4 rooms,0.14396,55,257,0.10096,0.18697
1994,Brandenburg,Owner,4 rooms,0.28975,32,32,0.13005,0.44944
1994,Brandenburg,Tenant,2 rooms,0.30110,41,157,0.22911,0.37309
1994,Brandenburg,Tenant,3 rooms,0.51712,116,157,0.43870,0.59553
1994,Mecklenburg-Western Pomerania,Tenant,2 rooms,0.32054,37,102,0.22953,0.41156
1994,Mecklenburg-Western Pomerania,Tenant,3 rooms,0.41914,65,102,0.32291,0.51537
1994,Saxony,Owner,3 rooms,0.27307,34,104,0.18703,0.35912
1994,Saxony,Owner,4 rooms,0.23556,37,104,0.15361,0.31752
1994,Saxony,Owner,5 rooms,0.18567,33,104,0.11057,0.26076
1994,Saxony,Tenant,2 rooms,0.33959,109,376,0.29166,0.38753
1994,Saxony,Tenant,3 rooms,0.41608,178,376,0.36619,0.46597
1994,Saxony,Tenant,4 rooms,0.15437,89,376,0.11780,0.19094
1994,Saxony-Anhalt,Owner,3 rooms,0.30440,33,64,0.19077,0.41803
1994,Saxony-Anhalt,Owner,4 rooms,0.32173,31,64,0.20637,0.43708
1994,Saxony-Anhalt,Tenant,2 rooms,0.37597,62,209,0.31014,0.44180
1994,Saxony-Anhalt,Tenant,3 rooms,0.43981,111,209,0.37235,0.50727
1994,Saxony-Anhalt,Tenant,4 rooms,0.10277,36,209,0.06150,0.14404
1994,Thuringa,Owner,4 rooms,0.22697,32,65,0.12435,0.32960
1994,Thuringa,Owner,5 rooms,0.20547,33,65,0.10648,0.30446
1994,Thuringa,Tenant,2 rooms,0.34991,53,172,0.27842,0.42139
1994,Thuringa,Tenant,3 rooms,0.36062,80,172,0.28865,0.43260
1994,Thuringa,Tenant,4 rooms,0.14137,39,172,0.08915,0.19360
1995,Hamburg,Tenant,3 rooms,0.43573,32,32,0.26117,0.61028
1995,Lower Saxony,Owner,3 rooms,0.16104,37,193,0.10905,0.21303
1995,Lower Saxony,Owner,4 rooms,0.27155,63,193,0.20863,0.33446
1995,Lower Saxony,Owner,5 rooms,0.25062,53,193,0.18932,0.31192
1995,Lower Saxony,Owner,6 rooms,0.14313,40,193,0.09359,0.19267
1995,Lower Saxony,Tenant,2 rooms,0.28037,60,251,0.22469,0.33606
1995,Lower Saxony,Tenant,3 rooms,0.41457,137,251,0.35350,0.47564
1995,Lower Saxony,Tenant,4 rooms,0.14624,54,251,0.10244,0.19004
1995,North Rhine-Westphalia,Owner,2 rooms,0.09929,34,419,0.07062,0.12796
1995,North Rhine-Westphalia,Owner,3 rooms,0.19244,79,419,0.15465,0.23023
1995,North Rhine-Westphalia,Owner,4 rooms,0.25452,112,419,0.21276,0.29628
1995,North Rhine-Westphalia,Owner,5 rooms,0.21569,105,419,0.17626,0.25512
1995,North Rhine-Westphalia,Owner,6 rooms,0.13123,57,419,0.09886,0.16360
1995,North Rhine-Westphalia,Owner,7 rooms,0.06336,32,419,0.04000,0.08671
1995,North Rhine-Westphalia,Tenant,1 room,0.06248,46,830,0.04601,0.07896
1995,North Rhine-Westphalia,Tenant,2 rooms,0.35872,242,830,0.32607,0.39137
1995,North Rhine-Westphalia,Tenant,3 rooms,0.40367,380,830,0.37027,0.43707
1995,North Rhine-Westphalia,Tenant,4 rooms,0.11747,130,830,0.09555,0.13939
1995,North Rhine-Westphalia,Tenant,5 rooms,0.02323,32,830,0.01297,0.03348
1995,Hesse,Owner,3 rooms,0.18938,31,74,0.09950,0.27926
1995,Hesse,Owner,4 rooms,0.26887,43,74,0.16716,0.37058
1995,Hesse,Tenant,2 rooms,0.31186,90,277,0.25721,0.36651
1995,Hesse,Tenant,3 rooms,0.37836,137,277,0.32114,0.43557
1995,Hesse,Tenant,4 rooms,0.15462,50,277,0.11196,0.19727
1995,"Rhineland-Palatinate, Saarland",Owner,4 rooms,0.25378,39,118,0.17493,0.33264
1995,"Rhineland-Palatinate, Saarland",Owner,5 rooms,0.26777,45,118,0.18753,0.34801
1995,"Rhineland-Palatinate, Saarland",Owner,6 rooms,0.20365,34,118,0.13068,0.27662
1995,"Rhineland-Palatinate, Saarland",Tenant,2 rooms,0.29649,53,150,0.22316,0.36982
1995,"Rhineland-Palatinate, Saarland",Tenant,3 rooms,0.31190,58,150,0.23752,0.38629
1995,"Rhineland-Palatinate, Saarland",Tenant,4 rooms,0.15615,39,150,0.09786,0.21443
1995,Baden-Wuerttemberg,Owner,3 rooms,0.24513,82,284,0.19501,0.29525
1995,Baden-Wuerttemberg,Owner,4 rooms,0.26056,87,284,0.20941,0.31170
