,Unnamed: 0,year,rentown,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
35,35,1986,Tenant,3 rooms,0.39908,1361,4947,0.38397,0.41495
36,36,1986,Tenant,4 rooms,0.1466,544,4947,0.13911,0.15385
37,37,1986,Tenant,5 rooms,0.04012,153,4947,0.03636,0.04488
38,38,1986,Tenant,6 rooms,0.01674,57,4947,0.01474,0.01834
39,39,1987,Owner,2 rooms,0.07037,96,4886,0.06563,0.07556
40,40,1987,Owner,3 rooms,0.2278,371,4886,0.21917,0.23725
41,41,1987,Owner,4 rooms,0.27267,495,4886,0.26458,0.28251
42,42,1987,Owner,5 rooms,0.20977,404,4886,0.20225,0.21685
43,43,1987,Owner,6 rooms,0.13108,245,4886,0.12679,0.13608
44,44,1987,Owner,7 rooms,0.05559,108,4886,0.05211,0.05934
45,45,1987,Owner,8 rooms,0.03272,61,4886,0.02976,0.0354
46,46,1987,Tenant,1 room,0.09318,228,4886,0.08736,0.09987
47,47,1987,Tenant,2 rooms,0.30104,799,4886,0.28605,0.31443
48,48,1987,Tenant,3 rooms,0.40171,1338,4886,0.38583,0.41611
49,49,1987,Tenant,4 rooms,0.14784,533,4886,0.13923,0.1561
50,50,1987,Tenant,5 rooms,0.04121,157,4886,0.03729,0.04579
51,51,1987,Tenant,6 rooms,0.01503,51,4886,0.01318,0.01713
52,52,1988,Owner,2 rooms,0.06673,87,4677,0.0619,0.07206
53,53,1988,Owner,3 rooms,0.2403,364,4677,0.23002,0.25214
54,54,1988,Owner,4 rooms,0.26764,470,4677,0.25832,0.27617
55,55,1988,Owner,5 rooms,0.19913,365,4677,0.19194,0.20644
56,56,1988,Owner,6 rooms,0.13939,247,4677,0.13268,0.14508
57,57,1988,Owner,7 rooms,0.05705,108,4677,0.05368,0.06093
58,58,1988,Owner,8 rooms,0.02977,57,4677,0.02746,0.03221
59,59,1988,Tenant,1 room,0.09013,206,4677,0.08364,0.09776
60,60,1988,Tenant,2 rooms,0.30251,762,4677,0.28864,0.31419
61,61,1988,Tenant,3 rooms,0.40147,1290,4677,0.38328,0.41604
62,62,1988,Tenant,4 rooms,0.14185,499,4677,0.13221,0.15085
63,63,1988,Tenant,5 rooms,0.04528,161,4677,0.04114,0.04866
64,64,1988,Tenant,6 rooms,0.01876,61,4677,0.01578,0.02117
65,65,1989,Owner,2 rooms,0.06399,86,4564,0.05835,0.07011
66,66,1989,Owner,3 rooms,0.23132,339,4564,0.22142,0.24422
67,67,1989,Owner,4 rooms,0.27416,470,4564,0.26457,0.28388
68,68,1989,Owner,5 rooms,0.20253,360,4564,0.19465,0.20981
69,69,1989,Owner,6 rooms,0.13776,244,4564,0.13108,0.14452
70,70,1989,Owner,7 rooms,0.05675,106,4564,0.05304,0.06083
71,71,1989,Owner,8 rooms,0.03348,62,4564,0.03093,0.03575
72,72,1989,Tenant,1 room,0.08744,194,4564,0.08004,0.09456
73,73,1989,Tenant,2 rooms,0.31237,761,4564,0.29846,0.326
74,74,1989,Tenant,3 rooms,0.3917,1239,4564,0.37393,0.40891
75,75,1989,Tenant,4 rooms,0.14448,485,4564,0.13614,0.15381
76,76,1989,Tenant,5 rooms,0.04498,157,4564,0.04024,0.04968
77,77,1989,Tenant,6 rooms,0.01903,61,4564,0.01618,0.02093
78,78,1990,Owner,2 rooms,0.07471,147,6653,0.06796,0.08136
79,79,1990,Owner,3 rooms,0.24296,533,6653,0.23066,0.25557
80,80,1990,Owner,4 rooms,0.268,632,6653,0.25941,0.27852
81,81,1990,Owner,5 rooms,0.20021,496,6653,0.19249,0.21065
82,82,1990,Owner,6 rooms,0.1319,308,6653,0.12526,0.13903
83,83,1990,Owner,7 rooms,0.05571,132,6653,0.05129,0.06024
84,84,1990,Owner,8 rooms,0.02651,64,6653,0.02402,0.02878
85,85,1990,Tenant,1 room,0.09004,271,6653,0.0839,0.09633
86,86,1990,Tenant,2 rooms,0.31854,1142,6653,0.30691,0.33166
87,87,1990,Tenant,3 rooms,0.39768,1927,6653,0.38011,0.41367
88,88,1990,Tenant,4 rooms,0.13723,746,6653,0.13006,0.14459
89,89,1990,Tenant,5 rooms,0.041,188,6653,0.03682,0.04505
90,90,1990,Tenant,6 rooms,0.01551,67,6653,0.01359,0.01713
91,91,1991,Owner,2 rooms,0.07247,144,6546,0.06468,0.07979
92,92,1991,Owner,3 rooms,0.23499,508,6546,0.22277,0.24575
93,93,1991,Owner,4 rooms,0.25975,608,6546,0.24889,0.27132
94,94,1991,Owner,5 rooms,0.20895,510,6546,0.19996,0.21755
95,95,1991,Owner,6 rooms,0.13996,325,6546,0.13242,0.14875
96,96,1991,Owner,7 rooms,0.05523,129,6546,0.05063,0.05961
97,97,1991,Owner,8 rooms,0.02865,69,6546,0.02565,0.03244
98,98,1991,Tenant,1 room,0.08397,250,6546,0.07759,0.09018
99,99,1991,Tenant,2 rooms,0.32856,1128,6546,0.31546,0.34208
100,100,1991,Tenant,3 rooms,0.39193,1872,6546,0.37871,0.40639
101,101,1991,Tenant,4 rooms,0.14154,755,6546,0.13361,0.14963
102,102,1991,Tenant,5 rooms,0.03892,185,6546,0.03528,0.04348
103,103,1991,Tenant,6 rooms,0.01508,63,6546,0.013,0.01721
104,104,1992,Owner,2 rooms,0.07666,147,6518,0.06854,0.08359
105,105,1992,Owner,3 rooms,0.22062,484,6518,0.20695,0.23492
106,106,1992,Owner,4 rooms,0.27169,625,6518,0.25898,0.2857
107,107,1992,Owner,5 rooms,0.20698,509,6518,0.19628,0.21835
108,108,1992,Owner,6 rooms,0.14049,328,6518,0.13322,0.14976
109,109,1992,Owner,7 rooms,0.05466,130,6518,0.04915,0.06
110,110,1992,Owner,8 rooms,0.0289,69,6518,0.02559,0.03193
111,111,1992,Tenant,1 room,0.08329,260,6518,0.07651,0.09159
112,112,1992,Tenant,2 rooms,0.3297,1134,6518,0.31444,0.34351
113,113,1992,Tenant,3 rooms,0.40038,1866,6518,0.38385,0.41476
114,114,1992,Tenant,4 rooms,0.13383,723,6518,0.12832,0.14127
115,115,1992,Tenant,5 rooms,0.03787,184,6518,0.03359,0.04148
116,116,1992,Tenant,6 rooms,0.01494,59,6518,0.01308,0.01727
117,117,1993,Owner,2 rooms,0.07036,140,6491,0.06314,0.07834
118,118,1993,Owner,3 rooms,0.22135,482,6491,0.20939,0.23469
119,119,1993,Owner,4 rooms,0.268,608,6491,0.25536,0.27998
120,120,1993,Owner,5 rooms,0.2177,530,6491,0.20662,0.22648
121,121,1993,Owner,6 rooms,0.13233,308,6491,0.12373,0.13921
122,122,1993,Owner,7 rooms,0.06369,144,6491,0.05787,0.06932
123,123,1993,Owner,8 rooms,0.02657,70,6491,0.02363,0.02985
124,124,1993,Tenant,1 room,0.08575,264,6491,0.07865,0.09372
125,125,1993,Tenant,2 rooms,0.31548,1115,6491,0.304,0.32836
126,126,1993,Tenant,3 rooms,0.41154,1875,6491,0.39578,0.42775
127,127,1993,Tenant,4 rooms,0.13892,723,6491,0.1319,0.14776
128,128,1993,Tenant,5 rooms,0.03403,175,6491,0.03077,0.03781
129,129,1993,Tenant,6 rooms,0.01428,57,6491,0.01227,0.01624
130,130,1994,Owner,2 rooms,0.07096,140,6410,0.06384,0.07966
131,131,1994,Owner,3 rooms,0.21712,473,6410,0.20467,0.22877
132,132,1994,Owner,4 rooms,0.26409,609,6410,0.25234,0.27781
133,133,1994,Owner,5 rooms,0.21951,531,6410,0.20496,0.23103
134,134,1994,Owner,6 rooms,0.13505,316,6410,0.12576,0.14304
135,135,1994,Owner,7 rooms,0.06558,146,6410,0.05892,0.07391
136,136,1994,Owner,8 rooms,0.0277,70,6410,0.02445,0.03177
137,137,1994,Tenant,1 room,0.08295,256,6410,0.07517,0.08943
138,138,1994,Tenant,2 rooms,0.32743,1123,6410,0.31385,0.34081
139,139,1994,Tenant,3 rooms,0.39956,1800,6410,0.3848,0.41518
140,140,1994,Tenant,4 rooms,0.14091,718,6410,0.13211,0.1496
141,141,1994,Tenant,5 rooms,0.03388,167,6410,0.02958,0.03846
142,142,1994,Tenant,6 rooms,0.01529,61,6410,0.01301,0.01718
143,143,1995,Owner,2 rooms,0.07038,137,6604,0.06248,0.07987
144,144,1995,Owner,3 rooms,0.21341,476,6604,0.19978,0.22856
145,145,1995,Owner,4 rooms,0.26735,609,6604,0.25219,0.28168
146,146,1995,Owner,5 rooms,0.21651,529,6604,0.2032,0.23038
147,147,1995,Owner,6 rooms,0.13772,334,6604,0.12875,0.14792
148,148,1995,Owner,7 rooms,0.06325,149,6604,0.05666,0.07123
149,149,1995,Owner,8 rooms,0.03139,80,6604,0.02764,0.03555
150,150,1995,Tenant,1 room,0.09022,274,6604,0.08312,0.10003
151,151,1995,Tenant,2 rooms,0.33147,1175,6604,0.32011,0.3464
152,152,1995,Tenant,3 rooms,0.39369,1850,6604,0.37853,0.40842
153,153,1995,Tenant,4 rooms,0.13666,746,6604,0.12881,0.14384
154,154,1995,Tenant,5 rooms,0.03129,172,6604,0.02807,0.03421
155,155,1995,Tenant,6 rooms,0.01666,73,6604,0.01456,0.01951
156,156,1996,Owner,2 rooms,0.06895,138,6539,0.06078,0.07702
157,157,1996,Owner,3 rooms,0.21244,466,6539,0.19888,0.22583
158,158,1996,Owner,4 rooms,0.26037,610,6539,0.24611,0.27602
159,159,1996,Owner,5 rooms,0.22142,546,6539,0.20873,0.23657
160,160,1996,Owner,6 rooms,0.14131,347,6539,0.13117,0.14946
161,161,1996,Owner,7 rooms,0.06698,162,6539,0.0604,0.07526
162,162,1996,Owner,8 rooms,0.02853,73,6539,0.02501,0.03273
163,163,1996,Tenant,1 room,0.08448,259,6539,0.07719,0.09141
164,164,1996,Tenant,2 rooms,0.33574,1151,6539,0.32241,0.34835
165,165,1996,Tenant,3 rooms,0.38093,1776,6539,0.36293,0.39611
166,166,1996,Tenant,4 rooms,0.14787,760,6539,0.13868,0.15672
167,167,1996,Tenant,5 rooms,0.03543,179,6539,0.03228,0.03887
168,168,1996,Tenant,6 rooms,0.01555,72,6539,0.01324,0.01814
169,169,1997,Owner,2 rooms,0.06664,128,6454,0.05862,0.07585
170,170,1997,Owner,3 rooms,0.21446,480,6454,0.20009,0.22902
171,171,1997,Owner,4 rooms,0.26027,640,6454,0.24616,0.27352
172,172,1997,Owner,5 rooms,0.2207,556,6454,0.2067,0.23358
173,173,1997,Owner,6 rooms,0.14152,348,6454,0.13247,0.15009
174,174,1997,Owner,7 rooms,0.06841,160,6454,0.06177,0.07587
175,175,1997,Owner,8 rooms,0.02799,75,6454,0.0243,0.03252
176,176,1997,Tenant,1 room,0.08291,237,6454,0.07501,0.09064
177,177,1997,Tenant,2 rooms,0.33147,1114,6454,0.31698,0.35025
178,178,1997,Tenant,3 rooms,0.39638,1757,6454,0.38148,0.41048
179,179,1997,Tenant,4 rooms,0.13511,705,6454,0.1263,0.14343
180,180,1997,Tenant,5 rooms,0.03669,177,6454,0.03279,0.04058
181,181,1997,Tenant,6 rooms,0.01745,77,6454,0.01473,0.01972
182,182,1998,Owner,2 rooms,0.06595,145,7339,0.05874,0.0727
183,183,1998,Owner,3 rooms,0.1951,516,7339,0.18419,0.20572
184,184,1998,Owner,4 rooms,0.28472,820,7339,0.26996,0.29661
185,185,1998,Owner,5 rooms,0.20624,625,7339,0.19539,0.21708
186,186,1998,Owner,6 rooms,0.14,432,7339,0.13357,0.14798
187,187,1998,Owner,7 rooms,0.06591,186,7339,0.05928,0.07229
188,188,1998,Owner,8 rooms,0.02856,94,7339,0.02532,0.03221
189,189,1998,Owner,9 rooms,0.01351,38,7339,0.01047,0.01673
190,190,1998,Tenant,1 room,0.07226,255,7339,0.06687,0.07797
191,191,1998,Tenant,2 rooms,0.33332,1253,7339,0.31802,0.34546
192,192,1998,Tenant,3 rooms,0.39547,1920,7339,0.38463,0.4097
193,193,1998,Tenant,4 rooms,0.14439,780,7339,0.1366,0.15181
194,194,1998,Tenant,5 rooms,0.03827,195,7339,0.03428,0.04256
195,195,1998,Tenant,6 rooms,0.01629,80,7339,0.01381,0.01856
196,196,1999,Owner,2 rooms,0.06502,136,7060,0.05926,0.07166
197,197,1999,Owner,3 rooms,0.19398,506,7060,0.18273,0.20709
198,198,1999,Owner,4 rooms,0.28078,791,7060,0.27002,0.29511
199,199,1999,Owner,5 rooms,0.20536,626,7060,0.19506,0.21674
200,200,1999,Owner,6 rooms,0.14251,430,7060,0.13394,0.15115
201,201,1999,Owner,7 rooms,0.06606,189,7060,0.05974,0.07283
202,202,1999,Owner,8 rooms,0.03055,91,7060,0.02728,0.03463
203,203,1999,Owner,9 rooms,0.01574,44,7060,0.01208,0.01897
204,204,1999,Tenant,1 room,0.06997,229,7060,0.06462,0.07533
205,205,1999,Tenant,2 rooms,0.3369,1192,7060,0.32116,0.35142
206,206,1999,Tenant,3 rooms,0.39215,1797,7060,0.37861,0.40467
207,207,1999,Tenant,4 rooms,0.14647,762,7060,0.13891,0.15398
208,208,1999,Tenant,5 rooms,0.03887,190,7060,0.03432,0.04248
209,209,1999,Tenant,6 rooms,0.01562,77,7060,0.01301,0.01842
210,210,2000,Owner,2 rooms,0.05798,256,12909,0.05409,0.06184
211,211,2000,Owner,3 rooms,0.19332,1024,12909,0.18618,0.20104
212,212,2000,Owner,4 rooms,0.25843,1499,12909,0.25021,0.26467
213,213,2000,Owner,5 rooms,0.21317,1314,12909,0.20662,0.2193
214,214,2000,Owner,6 rooms,0.14648,893,12909,0.14126,0.15127
215,215,2000,Owner,7 rooms,0.06821,431,12909,0.06508,0.07188
216,216,2000,Owner,8 rooms,0.03586,227,12909,0.0337,0.03811
217,217,2000,Owner,9 rooms,0.01337,84,12909,0.0118,0.01536
218,218,2000,Owner,10 or more rooms,0.01318,76,12909,0.01158,0.01501
219,219,2000,Tenant,1 room,0.06853,385,12909,0.06525,0.07131
220,220,2000,Tenant,2 rooms,0.32461,1975,12909,0.31745,0.33267
221,221,2000,Tenant,3 rooms,0.39258,2971,12909,0.38358,0.40033
222,222,2000,Tenant,4 rooms,0.14795,1230,12909,0.14294,0.15223
223,223,2000,Tenant,5 rooms,0.04495,366,12909,0.04185,0.04747
224,224,2000,Tenant,6 rooms,0.01589,128,12909,0.01439,0.01742
225,225,2000,Tenant,7 rooms,0.00549,50,12909,0.00482,0.00609
226,226,2001,Owner,2 rooms,0.06105,236,11633,0.05644,0.06514
227,227,2001,Owner,3 rooms,0.19056,907,11633,0.18323,0.19709
228,228,2001,Owner,4 rooms,0.26063,1365,11633,0.25316,0.27095
229,229,2001,Owner,5 rooms,0.20994,1179,11633,0.20206,0.21589
230,230,2001,Owner,6 rooms,0.14542,805,11633,0.13959,0.15038
231,231,2001,Owner,7 rooms,0.06718,389,11633,0.06323,0.07063
232,232,2001,Owner,8 rooms,0.0374,208,11633,0.03495,0.04058
233,233,2001,Owner,9 rooms,0.01329,79,11633,0.01164,0.01519
234,234,2001,Owner,10 or more rooms,0.01453,78,11633,0.01296,0.01649
235,235,2001,Tenant,1 room,0.06279,308,11633,0.05958,0.06659
236,236,2001,Tenant,2 rooms,0.31733,1752,11633,0.30967,0.32592
237,237,2001,Tenant,3 rooms,0.40086,2688,11633,0.38991,0.41055
238,238,2001,Tenant,4 rooms,0.14996,1124,11633,0.14424,0.15575
239,239,2001,Tenant,5 rooms,0.04518,332,11633,0.04255,0.04829
240,240,2001,Tenant,6 rooms,0.01747,128,11633,0.0157,0.01932
241,241,2001,Tenant,7 rooms,0.00642,55,11633,0.00562,0.00724
242,242,2002,Owner,2 rooms,0.06061,228,12169,0.05555,0.06622
243,243,2002,Owner,3 rooms,0.19295,911,12169,0.18552,0.20242
244,244,2002,Owner,4 rooms,0.26038,1433,12169,0.25085,0.26956
245,245,2002,Owner,5 rooms,0.2273,1418,12169,0.2183,0.23732
246,246,2002,Owner,6 rooms,0.13661,914,12169,0.13006,0.14422
247,247,2002,Owner,7 rooms,0.06738,487,12169,0.06237,0.07277
248,248,2002,Owner,8 rooms,0.03057,245,12169,0.02803,0.03348
249,249,2002,Owner,9 rooms,0.0121,105,12169,0.00993,0.01377
250,250,2002,Owner,10 or more rooms,0.01211,88,12169,0.00991,0.01479
251,251,2002,Tenant,1 room,0.06137,297,12169,0.05758,0.06538
252,252,2002,Tenant,2 rooms,0.32263,1734,12169,0.31531,0.33284
253,253,2002,Tenant,3 rooms,0.3951,2595,12169,0.3853,0.40451
254,254,2002,Tenant,4 rooms,0.14846,1136,12169,0.14245,0.15462
255,255,2002,Tenant,5 rooms,0.05093,381,12169,0.04649,0.05476
256,256,2002,Tenant,6 rooms,0.01693,154,12169,0.01511,0.01885
257,257,2002,Tenant,7 rooms,0.00459,43,12169,0.00344,0.00582
258,258,2003,Owner,2 rooms,0.0605,232,11756,0.05614,0.06458
259,259,2003,Owner,3 rooms,0.19375,906,11756,0.18484,0.20186
260,260,2003,Owner,4 rooms,0.2552,1393,11756,0.24475,0.26397
261,261,2003,Owner,5 rooms,0.23094,1342,11756,0.22098,0.24131
262,262,2003,Owner,6 rooms,0.13756,879,11756,0.13137,0.14393
263,263,2003,Owner,7 rooms,0.06555,472,11756,0.05946,0.0707
264,264,2003,Owner,8 rooms,0.0347,245,11756,0.03095,0.03842
265,265,2003,Owner,9 rooms,0.01122,94,11756,0.00946,0.01343
266,266,2003,Owner,10 or more rooms,0.01058,79,11756,0.00846,0.01279
267,267,2003,Tenant,1 room,0.06745,315,11756,0.06337,0.0723
268,268,2003,Tenant,2 rooms,0.31612,1674,11756,0.30713,0.32505
269,269,2003,Tenant,3 rooms,0.39998,2527,11756,0.3899,0.41104
270,270,2003,Tenant,4 rooms,0.14623,1060,11756,0.13931,0.15277
271,271,2003,Tenant,5 rooms,0.04814,342,11756,0.04448,0.05207
272,272,2003,Tenant,6 rooms,0.01729,147,11756,0.01508,0.0193
273,273,2003,Tenant,7 rooms,0.00479,49,11756,0.00339,0.00619
274,274,2004,Owner,2 rooms,0.06109,233,11496,0.05673,0.06614
275,275,2004,Owner,3 rooms,0.19209,881,11496,0.18438,0.20005
276,276,2004,Owner,4 rooms,0.24868,1350,11496,0.23979,0.25956
277,277,2004,Owner,5 rooms,0.23297,1326,11496,0.22389,0.24325
278,278,2004,Owner,6 rooms,0.14371,896,11496,0.13545,0.15236
279,279,2004,Owner,7 rooms,0.0681,451,11496,0.06185,0.07285
280,280,2004,Owner,8 rooms,0.03014,222,11496,0.02717,0.03394
281,281,2004,Owner,9 rooms,0.01136,96,11496,0.00965,0.01344
282,282,2004,Owner,10 or more rooms,0.01186,90,11496,0.00896,0.01407
283,283,2004,Tenant,1 room,0.06638,308,11496,0.06163,0.0712
284,284,2004,Tenant,2 rooms,0.30888,1588,11496,0.2998,0.31977
285,285,2004,Tenant,3 rooms,0.40577,2472,11496,0.39151,0.4178
286,286,2004,Tenant,4 rooms,0.14608,1050,11496,0.13906,0.15413
287,287,2004,Tenant,5 rooms,0.05303,360,11496,0.04869,0.05743
288,288,2004,Tenant,6 rooms,0.01489,126,11496,0.01243,0.01689
289,289,2004,Tenant,7 rooms,0.00497,47,11496,0.00414,0.00612
290,290,2005,Owner,2 rooms,0.05892,224,11151,0.05398,0.06356
291,291,2005,Owner,3 rooms,0.19241,891,11151,0.18268,0.20319
292,292,2005,Owner,4 rooms,0.24821,1300,11151,0.23704,0.26003
293,293,2005,Owner,5 rooms,0.23894,1314,11151,0.23004,0.25046
294,294,2005,Owner,6 rooms,0.13562,816,11151,0.12862,0.14448
295,295,2005,Owner,7 rooms,0.06594,427,11151,0.05957,0.07236
296,296,2005,Owner,8 rooms,0.03565,229,11151,0.03179,0.03953
297,297,2005,Owner,9 rooms,0.01385,96,11151,0.01133,0.01651
298,298,2005,Owner,10 or more rooms,0.01045,77,11151,0.00853,0.0129
299,299,2005,Tenant,1 room,0.06277,304,11151,0.05811,0.06843
300,300,2005,Tenant,2 rooms,0.31452,1588,11151,0.30455,0.32493
301,301,2005,Tenant,3 rooms,0.39889,2365,11151,0.38803,0.41031
302,302,2005,Tenant,4 rooms,0.14874,1012,11151,0.14137,0.15563
303,303,2005,Tenant,5 rooms,0.05324,352,11151,0.04846,0.05823
304,304,2005,Tenant,6 rooms,0.01846,125,11151,0.01516,0.02152
305,305,2005,Tenant,7 rooms,0.00339,31,11151,0.00246,0.00452
306,306,2006,Owner,2 rooms,0.06034,262,12209,0.05619,0.06464
307,307,2006,Owner,3 rooms,0.19148,972,12209,0.1822,0.20041
308,308,2006,Owner,4 rooms,0.25095,1465,12209,0.24118,0.26031
309,309,2006,Owner,5 rooms,0.23039,1435,12209,0.2204,0.24052
310,310,2006,Owner,6 rooms,0.14016,915,12209,0.1328,0.14873
311,311,2006,Owner,7 rooms,0.06941,501,12209,0.06307,0.07435
312,312,2006,Owner,8 rooms,0.03199,245,12209,0.02885,0.03562
313,313,2006,Owner,9 rooms,0.01501,105,12209,0.01226,0.01802
314,314,2006,Owner,10 or more rooms,0.01027,86,12209,0.00857,0.01219
315,315,2006,Tenant,1 room,0.06261,317,12209,0.05839,0.06738
316,316,2006,Tenant,2 rooms,0.32305,1745,12209,0.31292,0.33356
317,317,2006,Tenant,3 rooms,0.39505,2533,12209,0.38548,0.40607
318,318,2006,Tenant,4 rooms,0.14478,1080,12209,0.13822,0.15133
319,319,2006,Tenant,5 rooms,0.05503,380,12209,0.05153,0.0586
320,320,2006,Tenant,6 rooms,0.01454,125,12209,0.01247,0.01667
321,321,2006,Tenant,7 rooms,0.00494,43,12209,0.00363,0.00625
322,322,2007,Owner,2 rooms,0.05442,223,11402,0.04997,0.05844
323,323,2007,Owner,3 rooms,0.19274,909,11402,0.18353,0.2029
324,324,2007,Owner,4 rooms,0.24934,1347,11402,0.23853,0.26132
325,325,2007,Owner,5 rooms,0.22559,1330,11402,0.2161,0.2369
326,326,2007,Owner,6 rooms,0.1446,900,11402,0.13725,0.1532
327,327,2007,Owner,7 rooms,0.07396,498,11402,0.06764,0.0803
328,328,2007,Owner,8 rooms,0.03243,219,11402,0.02863,0.03635
329,329,2007,Owner,9 rooms,0.01503,103,11402,0.01235,0.01775
330,330,2007,Owner,10 or more rooms,0.01187,75,11402,0.00895,0.01525
331,331,2007,Tenant,1 room,0.0622,297,11402,0.0579,0.06687
332,332,2007,Tenant,2 rooms,0.31835,1579,11402,0.30627,0.32841
333,333,2007,Tenant,3 rooms,0.38857,2360,11402,0.37692,0.39997
334,334,2007,Tenant,4 rooms,0.15362,1048,11402,0.14625,0.16218
335,335,2007,Tenant,5 rooms,0.05117,337,11402,0.04613,0.0553
336,336,2007,Tenant,6 rooms,0.02029,133,11402,0.01759,0.02286
337,337,2007,Tenant,7 rooms,0.0058,44,11402,0.00447,0.00715
338,338,2008,Owner,2 rooms,0.05557,211,10776,0.05096,0.06032
339,339,2008,Owner,3 rooms,0.17978,854,10776,0.17025,0.18889
340,340,2008,Owner,4 rooms,0.25477,1300,10776,0.24583,0.26646
341,341,2008,Owner,5 rooms,0.23675,1322,10776,0.22552,0.24785
342,342,2008,Owner,6 rooms,0.14346,843,10776,0.13581,0.15143
343,343,2008,Owner,7 rooms,0.0693,440,10776,0.06404,0.07607
344,344,2008,Owner,8 rooms,0.03271,217,10776,0.02916,0.0371
345,345,2008,Owner,9 rooms,0.01436,102,10776,0.01198,0.01691
346,346,2008,Owner,10 or more rooms,0.01329,73,10776,0.0102,0.01622
347,347,2008,Tenant,1 room,0.05953,268,10776,0.05516,0.06399
348,348,2008,Tenant,2 rooms,0.31988,1481,10776,0.30958,0.33038
349,349,2008,Tenant,3 rooms,0.39254,2214,10776,0.37945,0.40331
350,350,2008,Tenant,4 rooms,0.14839,969,10776,0.14086,0.15697
351,351,2008,Tenant,5 rooms,0.05335,310,10776,0.04893,0.05833
352,352,2008,Tenant,6 rooms,0.01917,126,10776,0.0164,0.02179
353,353,2008,Tenant,7 rooms,0.00715,46,10776,0.00547,0.00905
354,354,2009,Owner,2 rooms,0.05329,194,10132,0.04808,0.05823
355,355,2009,Owner,3 rooms,0.18687,790,10132,0.17622,0.19935
356,356,2009,Owner,4 rooms,0.25143,1243,10132,0.23865,0.26356
357,357,2009,Owner,5 rooms,0.23803,1246,10132,0.22631,0.25304
358,358,2009,Owner,6 rooms,0.13729,786,10132,0.12763,0.14672
359,359,2009,Owner,7 rooms,0.07084,430,10132,0.06335,0.07985
360,360,2009,Owner,8 rooms,0.03268,192,10132,0.02801,0.03802
361,361,2009,Owner,9 rooms,0.01535,96,10132,0.01186,0.01902
362,362,2009,Owner,10 or more rooms,0.01422,76,10132,0.01091,0.01838
363,363,2009,Tenant,1 room,0.0608,238,10132,0.05429,0.06654
364,364,2009,Tenant,2 rooms,0.31797,1382,10132,0.30382,0.33043
365,365,2009,Tenant,3 rooms,0.39032,2099,10132,0.37733,0.40388
366,366,2009,Tenant,4 rooms,0.14953,893,10132,0.14123,0.15783
367,367,2009,Tenant,5 rooms,0.05606,307,10132,0.0504,0.06127
368,368,2009,Tenant,6 rooms,0.01777,113,10132,0.01505,0.02061
369,369,2009,Tenant,7 rooms,0.00755,47,10132,0.00578,0.00953
