,Unnamed: 0,year,sampreg,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
63,63,1991,West,2 rooms,0.21859,865,6560,0.20875,0.22922
64,64,1991,West,3 rooms,0.31855,1563,6560,0.30701,0.33094
65,65,1991,West,4 rooms,0.18777,934,6560,0.18035,0.19513
66,66,1991,West,5 rooms,0.11093,526,6560,0.10682,0.11517
67,67,1991,West,6 rooms,0.0696,314,6560,0.06664,0.0733
68,68,1991,West,7 rooms,0.02603,126,6560,0.02409,0.0279
69,69,1991,West,8 rooms,0.01491,75,6560,0.01337,0.01623
70,70,1991,East,1 room,0.05931,61,6560,0.05381,0.06416
71,71,1991,East,2 rooms,0.28642,407,6560,0.2753,0.29942
72,72,1991,East,3 rooms,0.38766,818,6560,0.37363,0.40189
73,73,1991,East,4 rooms,0.17369,429,6560,0.16555,0.18066
74,74,1991,East,5 rooms,0.06522,169,6560,0.06045,0.07114
75,75,1991,East,6 rooms,0.0277,74,6560,0.02526,0.03058
76,76,1992,West,1 room,0.05134,200,6528,0.04674,0.05687
77,77,1992,West,2 rooms,0.21999,886,6528,0.21106,0.22995
78,78,1992,West,3 rooms,0.3183,1556,6528,0.30617,0.32996
79,79,1992,West,4 rooms,0.18832,929,6528,0.18204,0.19525
80,80,1992,West,5 rooms,0.11081,528,6528,0.10615,0.11497
81,81,1992,West,6 rooms,0.07061,316,6528,0.06711,0.07414
82,82,1992,West,7 rooms,0.02605,127,6528,0.02406,0.02813
83,83,1992,West,8 rooms,0.01458,73,6528,0.01304,0.01636
84,84,1992,East,1 room,0.06191,69,6528,0.05552,0.06743
85,85,1992,East,2 rooms,0.28623,395,6528,0.27289,0.29969
86,86,1992,East,3 rooms,0.3846,794,6528,0.37155,0.39829
87,87,1992,East,4 rooms,0.17506,419,6528,0.16729,0.1835
88,88,1992,East,5 rooms,0.06413,165,6528,0.05989,0.06888
89,89,1992,East,6 rooms,0.02808,71,6528,0.02526,0.03141
90,90,1993,West,1 room,0.05479,212,6498,0.04964,0.05999
91,91,1993,West,2 rooms,0.20581,864,6498,0.19513,0.21453
92,92,1993,West,3 rooms,0.32482,1582,6498,0.31154,0.33824
93,93,1993,West,4 rooms,0.19241,946,6498,0.18467,0.20134
94,94,1993,West,5 rooms,0.11155,534,6498,0.10613,0.11627
95,95,1993,West,6 rooms,0.06705,299,6498,0.06397,0.06986
96,96,1993,West,7 rooms,0.03008,137,6498,0.02737,0.0332
97,97,1993,West,8 rooms,0.01349,73,6498,0.01223,0.01483
98,98,1993,East,1 room,0.05573,62,6498,0.04927,0.06294
99,99,1993,East,2 rooms,0.28354,392,6498,0.27146,0.29375
100,100,1993,East,3 rooms,0.38911,775,6498,0.37286,0.40209
101,101,1993,East,4 rooms,0.16948,385,6498,0.1611,0.17974
102,102,1993,East,5 rooms,0.07454,171,6498,0.06837,0.08119
103,103,1993,East,6 rooms,0.0276,66,6498,0.02493,0.03045
104,104,1994,West,1 room,0.04996,193,6420,0.04509,0.05575
105,105,1994,West,2 rooms,0.21552,884,6420,0.20441,0.22575
106,106,1994,West,3 rooms,0.31285,1527,6420,0.30025,0.32415
107,107,1994,West,4 rooms,0.19279,941,6420,0.18385,0.20094
108,108,1994,West,5 rooms,0.11362,530,6420,0.10879,0.11887
109,109,1994,West,6 rooms,0.06883,305,6420,0.06469,0.07277
110,110,1994,West,7 rooms,0.03172,140,6420,0.02852,0.03482
111,111,1994,West,8 rooms,0.0147,75,6420,0.01286,0.01673
112,112,1994,East,1 room,0.0652,72,6420,0.05815,0.07356
113,113,1994,East,2 rooms,0.27383,379,6420,0.25953,0.28908
114,114,1994,East,3 rooms,0.38861,747,6420,0.37105,0.4034
115,115,1994,East,4 rooms,0.17027,387,6420,0.16156,0.17884
116,116,1994,East,5 rooms,0.07154,168,6420,0.06574,0.07819
117,117,1994,East,6 rooms,0.03055,72,6420,0.02668,0.03477
118,118,1995,West,1 room,0.05436,211,6616,0.04862,0.06012
119,119,1995,West,2 rooms,0.2183,943,6616,0.20873,0.22893
120,120,1995,West,3 rooms,0.3079,1605,6616,0.29475,0.32058
121,121,1995,West,4 rooms,0.18926,974,6616,0.18051,0.1978
122,122,1995,West,5 rooms,0.11075,531,6616,0.10464,0.11645
123,123,1995,West,6 rooms,0.07162,334,6616,0.06759,0.07584
124,124,1995,West,7 rooms,0.03183,146,6616,0.02865,0.03532
125,125,1995,West,8 rooms,0.01598,83,6616,0.01384,0.01816
126,126,1995,East,1 room,0.06799,75,6616,0.06045,0.07542
127,127,1995,East,2 rooms,0.26872,369,6616,0.25505,0.28233
128,128,1995,East,3 rooms,0.38065,721,6616,0.36428,0.39359
129,129,1995,East,4 rooms,0.17898,381,6616,0.16827,0.19188
130,130,1995,East,5 rooms,0.07313,170,6616,0.06685,0.0781
131,131,1995,East,6 rooms,0.03054,73,6616,0.02695,0.03505
132,132,1996,West,1 room,0.04995,188,6546,0.04496,0.05605
133,133,1996,West,2 rooms,0.2219,921,6546,0.21154,0.23363
134,134,1996,West,3 rooms,0.29802,1538,6546,0.28546,0.31116
135,135,1996,West,4 rooms,0.19489,989,6546,0.18495,0.20444
136,136,1996,West,5 rooms,0.11583,544,6546,0.10859,0.12198
137,137,1996,West,6 rooms,0.07234,340,6546,0.06846,0.07696
138,138,1996,West,7 rooms,0.03329,158,6546,0.03023,0.03678
139,139,1996,West,8 rooms,0.01378,71,6546,0.01173,0.01545
140,140,1996,East,1 room,0.06953,84,6546,0.0629,0.07668
141,141,1996,East,2 rooms,0.26011,368,6546,0.24619,0.27472
142,142,1996,East,3 rooms,0.37987,704,6546,0.3656,0.39712
143,143,1996,East,4 rooms,0.17862,381,6546,0.16928,0.19022
144,144,1996,East,5 rooms,0.07823,181,6546,0.07161,0.08565
145,145,1996,East,6 rooms,0.03364,79,6546,0.02893,0.03841
146,146,1997,West,1 room,0.04998,173,6463,0.04558,0.05536
147,147,1997,West,2 rooms,0.21545,875,6463,0.20448,0.22634
148,148,1997,West,3 rooms,0.30577,1531,6463,0.29502,0.31823
149,149,1997,West,4 rooms,0.18868,980,6463,0.18014,0.19737
150,150,1997,West,5 rooms,0.11808,555,6463,0.11279,0.12379
151,151,1997,West,6 rooms,0.07427,341,6463,0.06903,0.07885
152,152,1997,West,7 rooms,0.03432,155,6463,0.03035,0.03758
153,153,1997,West,8 rooms,0.01344,72,6463,0.01164,0.01514
154,154,1997,East,1 room,0.06683,81,6463,0.05909,0.07505
155,155,1997,East,2 rooms,0.2634,367,6463,0.24693,0.28146
156,156,1997,East,3 rooms,0.39506,706,6463,0.37864,0.41464
157,157,1997,East,4 rooms,0.16623,365,6463,0.15675,0.17677
158,158,1997,East,5 rooms,0.07428,178,6463,0.0674,0.08135
159,159,1997,East,6 rooms,0.0342,84,6463,0.02955,0.03863
160,160,1998,West,1 room,0.04396,190,7341,0.0405,0.04843
161,161,1998,West,2 rooms,0.21606,1011,7341,0.2067,0.2258
162,162,1998,West,3 rooms,0.29967,1704,7341,0.28953,0.30972
163,163,1998,West,4 rooms,0.20478,1196,7341,0.19735,0.21287
164,164,1998,West,5 rooms,0.1105,620,7341,0.1059,0.11517
165,165,1998,West,6 rooms,0.07216,415,7341,0.06849,0.07609
166,166,1998,West,7 rooms,0.03376,185,7341,0.03062,0.03695
167,167,1998,West,8 rooms,0.01282,83,7341,0.01131,0.01462
168,168,1998,West,9 rooms,0.00627,33,7341,0.00483,0.00776
169,169,1998,East,1 room,0.05799,84,7341,0.0512,0.06595
170,170,1998,East,2 rooms,0.26018,387,7341,0.24531,0.27502
171,171,1998,East,3 rooms,0.37385,732,7341,0.36034,0.38676
172,172,1998,East,4 rooms,0.18212,404,7341,0.17254,0.19454
173,173,1998,East,5 rooms,0.08618,200,7341,0.07912,0.09406
174,174,1998,East,6 rooms,0.03968,97,7341,0.03508,0.04382
175,175,1999,West,1 room,0.04251,170,7092,0.0383,0.04724
176,176,1999,West,2 rooms,0.21697,964,7092,0.20683,0.22575
177,177,1999,West,3 rooms,0.2962,1582,7092,0.28722,0.30553
178,178,1999,West,4 rooms,0.20415,1143,7092,0.1967,0.21314
179,179,1999,West,5 rooms,0.11057,609,7092,0.10406,0.11567
180,180,1999,West,6 rooms,0.07435,416,7092,0.07046,0.07861
181,181,1999,West,7 rooms,0.03339,185,7092,0.03035,0.03643
182,182,1999,West,8 rooms,0.01444,84,7092,0.01303,0.01668
183,183,1999,West,9 rooms,0.00742,38,7092,0.00606,0.00916
184,184,1999,East,1 room,0.05557,77,7092,0.04859,0.06198
185,185,1999,East,2 rooms,0.25716,364,7092,0.24498,0.27137
186,186,1999,East,3 rooms,0.36799,721,7092,0.35119,0.38194
187,187,1999,East,4 rooms,0.18366,410,7092,0.17148,0.19461
188,188,1999,East,5 rooms,0.0883,207,7092,0.08075,0.09743
189,189,1999,East,6 rooms,0.03539,91,7092,0.03193,0.04003
190,190,1999,East,7 rooms,0.01192,31,7092,0.00921,0.01452
191,191,2000,West,1 room,0.03857,277,12929,0.03666,0.04091
192,192,2000,West,2 rooms,0.20457,1636,12929,0.19932,0.2089
193,193,2000,West,3 rooms,0.29543,2859,12929,0.28829,0.30104
194,194,2000,West,4 rooms,0.19721,2103,12929,0.19274,0.20235
195,195,2000,West,5 rooms,0.121,1351,12929,0.11776,0.12422
196,196,2000,West,6 rooms,0.07789,875,12929,0.07473,0.08135
197,197,2000,West,7 rooms,0.03529,420,12929,0.03338,0.03721
198,198,2000,West,8 rooms,0.01745,211,12929,0.01641,0.01849
199,199,2000,West,9 rooms,0.00631,74,12929,0.00545,0.00733
200,200,2000,West,10 or more rooms,0.00628,70,12929,0.00546,0.00714
201,201,2000,East,1 room,0.0574,129,12929,0.05354,0.06156
202,202,2000,East,2 rooms,0.25048,595,12929,0.24175,0.25919
203,203,2000,East,3 rooms,0.36818,1136,12929,0.35712,0.37835
204,204,2000,East,4 rooms,0.17765,626,12929,0.16993,0.18525
205,205,2000,East,5 rooms,0.08755,329,12929,0.08246,0.09151
206,206,2000,East,6 rooms,0.03618,146,12929,0.03287,0.03923
207,207,2000,East,7 rooms,0.01515,61,12929,0.01326,0.01734
208,208,2000,East,8 rooms,0.0074,31,12929,0.00645,0.0088
209,209,2001,West,1 room,0.03573,228,11629,0.0337,0.03771
210,210,2001,West,2 rooms,0.19862,1430,11629,0.19241,0.20443
211,211,2001,West,3 rooms,0.29786,2554,11629,0.29082,0.3053
212,212,2001,West,4 rooms,0.19925,1901,11629,0.19398,0.20429
213,213,2001,West,5 rooms,0.12107,1205,11629,0.11737,0.12463
214,214,2001,West,6 rooms,0.07891,794,11629,0.07626,0.0816
215,215,2001,West,7 rooms,0.03589,385,11629,0.03406,0.03806
216,216,2001,West,8 rooms,0.01893,197,11629,0.0174,0.02044
217,217,2001,West,9 rooms,0.00644,69,11629,0.00549,0.00746
218,218,2001,West,10 or more rooms,0.00731,74,11629,0.00631,0.00811
219,219,2001,East,1 room,0.05134,101,11629,0.04711,0.05589
220,220,2001,East,2 rooms,0.25571,558,11629,0.24306,0.26636
221,221,2001,East,3 rooms,0.37386,1041,11629,0.36226,0.38576
222,222,2001,East,4 rooms,0.1829,588,11629,0.17437,0.19239
223,223,2001,East,5 rooms,0.08459,306,11629,0.07976,0.08914
224,224,2001,East,6 rooms,0.03712,139,11629,0.03312,0.04068
225,225,2001,East,7 rooms,0.01448,59,11629,0.01245,0.01682
226,226,2002,West,1 room,0.03432,213,12170,0.03203,0.03669
227,227,2002,West,2 rooms,0.19904,1417,12170,0.19337,0.20564
228,228,2002,West,3 rooms,0.29445,2482,12170,0.28593,0.30266
229,229,2002,West,4 rooms,0.19986,1979,12170,0.19413,0.20528
230,230,2002,West,5 rooms,0.13387,1468,12170,0.12824,0.13902
231,231,2002,West,6 rooms,0.07456,907,12170,0.07121,0.07849
232,232,2002,West,7 rooms,0.03559,480,12170,0.03284,0.03851
233,233,2002,West,8 rooms,0.01583,238,12170,0.01453,0.01776
234,234,2002,West,9 rooms,0.00619,100,12170,0.00519,0.00718
235,235,2002,West,10 or more rooms,0.00629,86,12170,0.00496,0.00734
236,236,2002,East,1 room,0.04961,99,12170,0.04463,0.05502
237,237,2002,East,2 rooms,0.26256,545,12170,0.25191,0.27198
238,238,2002,East,3 rooms,0.37063,1024,12170,0.35815,0.38668
239,239,2002,East,4 rooms,0.17751,590,12170,0.16852,0.18686
240,240,2002,East,5 rooms,0.08991,331,12170,0.08383,0.09673
241,241,2002,East,6 rooms,0.03765,161,12170,0.03363,0.04233
242,242,2002,East,7 rooms,0.01214,50,12170,0.00932,0.0153
243,243,2003,West,1 room,0.03872,233,11756,0.03599,0.04111
244,244,2003,West,2 rooms,0.19459,1353,11756,0.18749,0.20059
245,245,2003,West,3 rooms,0.30165,2438,11756,0.2948,0.31001
246,246,2003,West,4 rooms,0.19246,1860,11756,0.1864,0.1992
247,247,2003,West,5 rooms,0.13345,1368,11756,0.12781,0.13912
248,248,2003,West,6 rooms,0.07563,879,11756,0.07134,0.07988
249,249,2003,West,7 rooms,0.03452,467,11756,0.03193,0.03743
250,250,2003,West,8 rooms,0.01766,235,11756,0.01545,0.01986
251,251,2003,West,9 rooms,0.00582,89,11756,0.00482,0.00692
252,252,2003,West,10 or more rooms,0.00549,77,11756,0.00442,0.00693
253,253,2003,East,1 room,0.05358,99,11756,0.04828,0.05959
254,254,2003,East,2 rooms,0.26495,553,11756,0.2528,0.27737
255,255,2003,East,3 rooms,0.35807,995,11756,0.34344,0.37094
256,256,2003,East,4 rooms,0.18899,593,11756,0.18034,0.19976
257,257,2003,East,5 rooms,0.08819,316,11756,0.08189,0.09567
258,258,2003,East,6 rooms,0.03405,147,11756,0.02937,0.03876
259,259,2003,East,7 rooms,0.01217,54,11756,0.00918,0.01497
260,260,2004,West,1 room,0.03737,221,11506,0.03462,0.03992
261,261,2004,West,2 rooms,0.1903,1277,11506,0.18409,0.19732
262,262,2004,West,3 rooms,0.30616,2399,11506,0.29658,0.31425
263,263,2004,West,4 rooms,0.18983,1812,11506,0.18365,0.19639
264,264,2004,West,5 rooms,0.13632,1362,11506,0.13064,0.14152
265,265,2004,West,6 rooms,0.07629,869,11506,0.07238,0.08087
266,266,2004,West,7 rooms,0.03543,440,11506,0.03248,0.0386
267,267,2004,West,8 rooms,0.01612,216,11506,0.01424,0.01793
268,268,2004,West,9 rooms,0.00608,96,11506,0.00517,0.00729
269,269,2004,West,10 or more rooms,0.0061,90,11506,0.00488,0.00747
270,270,2004,East,1 room,0.05591,103,11506,0.05028,0.06342
271,271,2004,East,2 rooms,0.26492,544,11506,0.24995,0.27874
272,272,2004,East,3 rooms,0.35382,954,11506,0.33789,0.36833
273,273,2004,East,4 rooms,0.1832,588,11506,0.1712,0.1941
274,274,2004,East,5 rooms,0.09266,324,11506,0.08364,0.10107
275,275,2004,East,6 rooms,0.03585,153,11506,0.0314,0.04068
276,276,2004,East,7 rooms,0.01364,58,11506,0.0104,0.01738
277,277,2005,West,1 room,0.03576,221,11158,0.0327,0.03938
278,278,2005,West,2 rooms,0.19396,1276,11158,0.18599,0.20095
279,279,2005,West,3 rooms,0.30232,2335,11158,0.29299,0.30975
280,280,2005,West,4 rooms,0.1899,1727,11158,0.18276,0.19707
281,281,2005,West,5 rooms,0.1371,1334,11158,0.13156,0.1429
282,282,2005,West,6 rooms,0.07542,804,11158,0.07073,0.07993
283,283,2005,West,7 rooms,0.03385,413,11158,0.03101,0.03676
284,284,2005,West,8 rooms,0.01953,228,11158,0.01709,0.02158
285,285,2005,West,9 rooms,0.007,91,11158,0.00571,0.00838
286,286,2005,West,10 or more rooms,0.00516,78,11158,0.00412,0.00639
287,287,2005,East,1 room,0.04945,94,11158,0.04368,0.05672
288,288,2005,East,2 rooms,0.26461,536,11158,0.25079,0.2811
289,289,2005,East,3 rooms,0.35365,922,11158,0.33833,0.36846
290,290,2005,East,4 rooms,0.18928,585,11158,0.17733,0.2032
291,291,2005,East,5 rooms,0.10155,332,11158,0.09022,0.11221
292,292,2005,East,6 rooms,0.03132,137,11158,0.02626,0.03765
293,293,2005,East,7 rooms,0.01014,45,11158,0.00735,0.01324
294,294,2006,West,1 room,0.0352,233,12249,0.03264,0.03801
295,295,2006,West,2 rooms,0.19864,1405,12249,0.19161,0.20546
296,296,2006,West,3 rooms,0.30075,2501,12249,0.29407,0.3087
297,297,2006,West,4 rooms,0.18999,1919,12249,0.18441,0.19539
298,298,2006,West,5 rooms,0.13455,1476,12249,0.12834,0.14043
299,299,2006,West,6 rooms,0.07558,904,12249,0.07193,0.07982
300,300,2006,West,7 rooms,0.03552,479,12249,0.03264,0.03855
301,301,2006,West,8 rooms,0.01647,226,12249,0.0148,0.01849
302,302,2006,West,9 rooms,0.0079,108,12249,0.00675,0.00966
303,303,2006,West,10 or more rooms,0.0054,86,12249,0.00447,0.0064
304,304,2006,East,1 room,0.05473,101,12249,0.04885,0.06223
305,305,2006,East,2 rooms,0.27558,602,12249,0.26092,0.28984
306,306,2006,East,3 rooms,0.34647,1005,12249,0.33196,0.3611
307,307,2006,East,4 rooms,0.18042,627,12249,0.17102,0.19145
308,308,2006,East,5 rooms,0.09549,339,12249,0.08562,0.10405
309,309,2006,East,6 rooms,0.02642,136,12249,0.0235,0.02973
310,310,2006,East,7 rooms,0.01436,65,12249,0.01112,0.01794
311,311,2006,East,8 rooms,0.00653,37,12249,0.0047,0.00823
312,312,2007,West,1 room,0.03626,228,11406,0.03349,0.03905
313,313,2007,West,2 rooms,0.18902,1239,11406,0.18337,0.19544
314,314,2007,West,3 rooms,0.29567,2326,11406,0.28798,0.30388
315,315,2007,West,4 rooms,0.19466,1797,11406,0.18761,0.20135
316,316,2007,West,5 rooms,0.13331,1359,11406,0.12753,0.13878
317,317,2007,West,6 rooms,0.08106,881,11406,0.07706,0.08583
318,318,2007,West,7 rooms,0.03874,478,11406,0.03539,0.04248
319,319,2007,West,8 rooms,0.01757,215,11406,0.01549,0.01964
320,320,2007,West,9 rooms,0.00753,96,11406,0.00618,0.00859
321,321,2007,West,10 or more rooms,0.00619,74,11406,0.00488,0.00793
322,322,2007,East,1 room,0.04634,85,11406,0.04065,0.05373
323,323,2007,East,2 rooms,0.27808,563,11406,0.26466,0.28959
324,324,2007,East,3 rooms,0.34301,943,11406,0.32796,0.35771
325,325,2007,East,4 rooms,0.18988,598,11406,0.17689,0.20205
326,326,2007,East,5 rooms,0.08845,308,11406,0.08039,0.09703
327,327,2007,East,6 rooms,0.03734,152,11406,0.03126,0.04365
328,328,2007,East,7 rooms,0.01689,64,11406,0.01242,0.02167
329,329,2008,West,1 room,0.03536,209,10776,0.03236,0.03821
330,330,2008,West,2 rooms,0.1892,1168,10776,0.18231,0.19706
331,331,2008,West,3 rooms,0.28726,2132,10776,0.27885,0.29527
332,332,2008,West,4 rooms,0.19392,1716,10776,0.18673,0.19946
333,333,2008,West,5 rooms,0.14094,1308,10776,0.13513,0.14752
334,334,2008,West,6 rooms,0.08206,827,10776,0.07724,0.08715
335,335,2008,West,7 rooms,0.03935,436,10776,0.03614,0.04269
336,336,2008,West,8 rooms,0.01699,201,10776,0.01488,0.01902
337,337,2008,West,9 rooms,0.0077,100,10776,0.00614,0.00904
338,338,2008,West,10 or more rooms,0.00722,74,10776,0.0057,0.00908
339,339,2008,East,1 room,0.04039,76,10776,0.03358,0.04706
340,340,2008,East,2 rooms,0.27132,524,10776,0.25668,0.29393
341,341,2008,East,3 rooms,0.35194,936,10776,0.33187,0.37025
342,342,2008,East,4 rooms,0.19532,553,10776,0.1825,0.20743
343,343,2008,East,5 rooms,0.09684,324,10776,0.08647,0.10646
344,344,2008,East,6 rooms,0.03331,142,10776,0.0284,0.03803
345,345,2008,East,7 rooms,0.01089,50,10776,0.00777,0.01489
346,346,2009,West,1 room,0.03504,174,10132,0.03208,0.03868
347,347,2009,West,2 rooms,0.18321,1072,10132,0.17612,0.19039
348,348,2009,West,3 rooms,0.28795,2005,10132,0.27966,0.29851
349,349,2009,West,4 rooms,0.19284,1587,10132,0.1866,0.20087
350,350,2009,West,5 rooms,0.14748,1250,10132,0.1409,0.15412
351,351,2009,West,6 rooms,0.07889,758,10132,0.07343,0.08463
352,352,2009,West,7 rooms,0.04006,422,10132,0.03614,0.04364
353,353,2009,West,8 rooms,0.01813,183,10132,0.01572,0.02121
354,354,2009,West,9 rooms,0.00841,93,10132,0.00681,0.01036
355,355,2009,West,10 or more rooms,0.008,78,10132,0.0061,0.00984
356,356,2009,East,1 room,0.03874,74,10132,0.03287,0.04425
357,357,2009,East,2 rooms,0.27046,504,10132,0.25239,0.28909
358,358,2009,East,3 rooms,0.34646,884,10132,0.3247,0.36609
359,359,2009,East,4 rooms,0.20167,549,10132,0.18815,0.21888
360,360,2009,East,5 rooms,0.09033,303,10132,0.07986,0.10191
361,361,2009,East,6 rooms,0.03581,141,10132,0.03006,0.04331
362,362,2009,East,7 rooms,0.01653,55,10132,0.01174,0.02255
363,363,2010,West,1 room,0.03038,153,13780,0.02712,0.03365
364,364,2010,West,2 rooms,0.17795,1179,13780,0.16956,0.18665
365,365,2010,West,3 rooms,0.30016,3067,13780,0.28796,0.31083
366,366,2010,West,4 rooms,0.19623,2405,13780,0.18698,0.20521
367,367,2010,West,5 rooms,0.14034,1680,13780,0.13148,0.14857
368,368,2010,West,6 rooms,0.0817,1087,13780,0.07593,0.08887
369,369,2010,West,7 rooms,0.04011,564,13780,0.03632,0.04463
370,370,2010,West,8 rooms,0.01812,267,13780,0.01539,0.02077
371,371,2010,West,9 rooms,0.00896,133,13780,0.00722,0.01126
372,372,2010,West,10 or more rooms,0.00604,104,13780,0.00484,0.00755
373,373,2010,East,1 room,0.04207,72,13780,0.03464,0.04889
374,374,2010,East,2 rooms,0.24829,492,13780,0.23325,0.26438
375,375,2010,East,3 rooms,0.35359,1156,13780,0.33193,0.37373
376,376,2010,East,4 rooms,0.19583,753,13780,0.18052,0.21625
377,377,2010,East,5 rooms,0.09354,382,13780,0.08202,0.10254
378,378,2010,East,6 rooms,0.04605,185,13780,0.03858,0.05523
379,379,2010,East,7 rooms,0.01368,67,13780,0.0098,0.01783
380,380,2010,East,8 rooms,0.00695,34,13780,0.00441,0.00969
381,381,2011,West,1 room,0.03289,216,16579,0.03003,0.0366
382,382,2011,West,2 rooms,0.18423,1517,16579,0.1777,0.19184
383,383,2011,West,3 rooms,0.29549,3548,16579,0.28692,0.30541
384,384,2011,West,4 rooms,0.1877,2729,16579,0.17948,0.19414
385,385,2011,West,5 rooms,0.14406,2092,16579,0.13724,0.15103
386,386,2011,West,6 rooms,0.08208,1383,16579,0.07816,0.0872
387,387,2011,West,7 rooms,0.04015,722,16579,0.03674,0.04356
388,388,2011,West,8 rooms,0.02054,373,16579,0.01806,0.02299
389,389,2011,West,9 rooms,0.00714,167,16579,0.00555,0.00873
390,390,2011,West,10 or more rooms,0.00573,112,16579,0.00445,0.00744
391,391,2011,East,1 room,0.05199,118,16579,0.0469,0.05786
392,392,2011,East,2 rooms,0.24722,593,16579,0.23153,0.26577
393,393,2011,East,3 rooms,0.35131,1366,16579,0.33268,0.37499
394,394,2011,East,4 rooms,0.19009,872,16579,0.17846,0.20577
395,395,2011,East,5 rooms,0.09324,417,16579,0.08281,0.10534
396,396,2011,East,6 rooms,0.04485,234,16579,0.0387,0.05267
