,Unnamed: 0,year,bula_h,quintil_oecd_hh,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1856,1856,2007,Baden-Wuerttemberg,1st Quintile,4 rooms,0.24379,38,7020,0.19523,0.29918
1857,1857,2007,Baden-Wuerttemberg,2nd Quintile,2 rooms,0.26599,34,7020,0.21224,0.31402
1858,1858,2007,Baden-Wuerttemberg,2nd Quintile,3 rooms,0.53238,86,7020,0.45976,0.62001
1859,1859,2007,Baden-Wuerttemberg,2nd Quintile,4 rooms,0.20163,33,7020,0.15417,0.24762
1860,1860,2007,Baden-Wuerttemberg,3rd Quintile,2 rooms,0.15222,33,7020,0.11182,0.1997
1861,1861,2007,Baden-Wuerttemberg,3rd Quintile,3 rooms,0.34436,67,7020,0.28475,0.41036
1862,1862,2007,Baden-Wuerttemberg,3rd Quintile,4 rooms,0.33713,69,7020,0.28298,0.39547
1863,1863,2007,Baden-Wuerttemberg,3rd Quintile,5 rooms,0.16628,40,7020,0.13152,0.21029
1864,1864,2007,Baden-Wuerttemberg,4th Quintile,2 rooms,0.19953,46,7020,0.15599,0.23934
1865,1865,2007,Baden-Wuerttemberg,4th Quintile,3 rooms,0.28605,69,7020,0.23599,0.33227
1866,1866,2007,Baden-Wuerttemberg,4th Quintile,4 rooms,0.25815,75,7020,0.20942,0.30408
1867,1867,2007,Baden-Wuerttemberg,4th Quintile,5 rooms,0.14639,44,7020,0.11134,0.18649
1868,1868,2007,Baden-Wuerttemberg,4th Quintile,6 rooms,0.10988,32,7020,0.07873,0.13499
1869,1869,2007,Baden-Wuerttemberg,5th Quintile,3 rooms,0.31516,80,7020,0.26656,0.36661
1870,1870,2007,Baden-Wuerttemberg,5th Quintile,4 rooms,0.28387,89,7020,0.24334,0.33636
1871,1871,2007,Baden-Wuerttemberg,5th Quintile,5 rooms,0.15862,78,7020,0.12834,0.19375
1872,1872,2007,Baden-Wuerttemberg,5th Quintile,6 rooms,0.17727,70,7020,0.14075,0.21664
1873,1873,2007,Baden-Wuerttemberg,5th Quintile,7 rooms,0.06508,38,7020,0.04772,0.08953
1874,1874,2007,Bavaria,1st Quintile,2 rooms,0.39013,63,7020,0.33337,0.45035
1875,1875,2007,Bavaria,1st Quintile,3 rooms,0.37946,71,7020,0.32653,0.44947
1876,1876,2007,Bavaria,1st Quintile,4 rooms,0.2304,42,7020,0.18099,0.27017
1877,1877,2007,Bavaria,2nd Quintile,2 rooms,0.2062,37,7020,0.16589,0.24994
1878,1878,2007,Bavaria,2nd Quintile,3 rooms,0.40906,86,7020,0.35713,0.46328
1879,1879,2007,Bavaria,2nd Quintile,4 rooms,0.25106,54,7020,0.19761,0.31142
1880,1880,2007,Bavaria,2nd Quintile,5 rooms,0.13368,39,7020,0.10471,0.16724
1881,1881,2007,Bavaria,3rd Quintile,2 rooms,0.24524,43,7020,0.2009,0.28586
1882,1882,2007,Bavaria,3rd Quintile,3 rooms,0.33121,79,7020,0.2918,0.37981
1883,1883,2007,Bavaria,3rd Quintile,4 rooms,0.24238,62,7020,0.21164,0.2855
1884,1884,2007,Bavaria,3rd Quintile,5 rooms,0.18117,51,7020,0.15192,0.21538
1885,1885,2007,Bavaria,4th Quintile,2 rooms,0.1801,41,7020,0.15268,0.21841
1886,1886,2007,Bavaria,4th Quintile,3 rooms,0.255,80,7020,0.21954,0.29606
1887,1887,2007,Bavaria,4th Quintile,4 rooms,0.25106,76,7020,0.20656,0.29042
1888,1888,2007,Bavaria,4th Quintile,5 rooms,0.18794,67,7020,0.15431,0.22187
1889,1889,2007,Bavaria,4th Quintile,6 rooms,0.1259,46,7020,0.09825,0.15284
1890,1890,2007,Bavaria,5th Quintile,2 rooms,0.15199,39,7020,0.12693,0.1754
1891,1891,2007,Bavaria,5th Quintile,3 rooms,0.24187,80,7020,0.19703,0.28479
1892,1892,2007,Bavaria,5th Quintile,4 rooms,0.19622,86,7020,0.15882,0.23665
1893,1893,2007,Bavaria,5th Quintile,5 rooms,0.21867,103,7020,0.18201,0.2646
1894,1894,2007,Bavaria,5th Quintile,6 rooms,0.11831,74,7020,0.0936,0.14353
1895,1895,2007,Bavaria,5th Quintile,7 rooms,0.07293,38,7020,0.05139,0.09776
1896,1896,2007,Berlin,1st Quintile,2 rooms,1.0,38,7020,0.81794,1.16454
1897,1897,2007,Berlin,2nd Quintile,3 rooms,1.0,39,7020,0.75961,1.18469
1898,1898,2007,Berlin,3rd Quintile,3 rooms,1.0,35,7020,0.79516,1.20392
1899,1899,2007,Berlin,4th Quintile,3 rooms,1.0,37,7020,0.79464,1.2546
1900,1900,2007,Berlin,5th Quintile,3 rooms,1.0,36,7020,0.74635,1.25446
1901,1901,2007,Brandenburg,1st Quintile,2 rooms,0.48709,36,7020,0.393,0.5777
1902,1902,2007,Brandenburg,1st Quintile,3 rooms,0.51291,44,7020,0.42177,0.61917
1903,1903,2007,Brandenburg,2nd Quintile,3 rooms,1.0,56,7020,0.80962,1.17507
1904,1904,2007,Brandenburg,3rd Quintile,3 rooms,1.0,39,7020,0.84591,1.18561
1905,1905,2007,Saxony,1st Quintile,2 rooms,0.48452,57,7020,0.40589,0.57128
1906,1906,2007,Saxony,1st Quintile,3 rooms,0.51548,78,7020,0.43942,0.60279
1907,1907,2007,Saxony,2nd Quintile,2 rooms,0.38268,54,7020,0.30891,0.46552
1908,1908,2007,Saxony,2nd Quintile,3 rooms,0.45546,78,7020,0.38082,0.52168
1909,1909,2007,Saxony,2nd Quintile,4 rooms,0.16186,36,7020,0.13048,0.19754
1910,1910,2007,Saxony,3rd Quintile,2 rooms,0.26388,32,7020,0.20567,0.33318
1911,1911,2007,Saxony,3rd Quintile,3 rooms,0.48497,85,7020,0.42844,0.54925
1912,1912,2007,Saxony,3rd Quintile,4 rooms,0.25114,50,7020,0.20133,0.31351
1913,1913,2007,Saxony,4th Quintile,3 rooms,0.55311,36,7020,0.46385,0.62692
1914,1914,2007,Saxony,4th Quintile,4 rooms,0.44689,42,7020,0.34439,0.55174
1915,1915,2007,Saxony-Anhalt,1st Quintile,2 rooms,0.57893,35,7020,0.45782,0.71608
1916,1916,2007,Saxony-Anhalt,1st Quintile,3 rooms,0.42107,40,7020,0.32235,0.51087
1917,1917,2007,Saxony-Anhalt,2nd Quintile,4 rooms,1.0,33,7020,0.82812,1.21224
1918,1918,2007,Saxony-Anhalt,3rd Quintile,3 rooms,1.0,42,7020,0.88149,1.1519
1919,1919,2007,Thuringa,1st Quintile,3 rooms,1.0,43,7020,0.77256,1.27008
1920,1920,2007,Thuringa,2nd Quintile,2 rooms,0.34992,32,7020,0.2813,0.4275
1921,1921,2007,Thuringa,2nd Quintile,3 rooms,0.41136,47,7020,0.32503,0.49685
1922,1922,2007,Thuringa,2nd Quintile,4 rooms,0.23871,31,7020,0.16495,0.32543
1923,1923,2008,Lower Saxony,1st Quintile,2 rooms,0.4985,38,6506,0.40484,0.62814
1924,1924,2008,Lower Saxony,1st Quintile,3 rooms,0.5015,42,6506,0.41059,0.6138
1925,1925,2008,Lower Saxony,2nd Quintile,3 rooms,0.69566,71,6506,0.60691,0.79706
1926,1926,2008,Lower Saxony,2nd Quintile,4 rooms,0.30434,40,6506,0.23761,0.38916
1927,1927,2008,Lower Saxony,3rd Quintile,3 rooms,0.61592,52,6506,0.48386,0.74416
1928,1928,2008,Lower Saxony,3rd Quintile,4 rooms,0.38408,39,6506,0.3088,0.46469
1929,1929,2008,Lower Saxony,4th Quintile,3 rooms,0.28754,37,6506,0.22776,0.3614
1930,1930,2008,Lower Saxony,4th Quintile,4 rooms,0.42267,63,6506,0.3454,0.50454
1931,1931,2008,Lower Saxony,4th Quintile,5 rooms,0.28979,43,6506,0.24036,0.34908
1932,1932,2008,Lower Saxony,5th Quintile,4 rooms,0.3674,61,6506,0.28918,0.45005
1933,1933,2008,Lower Saxony,5th Quintile,5 rooms,0.26396,44,6506,0.21745,0.32412
1934,1934,2008,Lower Saxony,5th Quintile,6 rooms,0.23255,44,6506,0.17285,0.29647
1935,1935,2008,Lower Saxony,5th Quintile,7 rooms,0.13609,38,6506,0.10627,0.17754
1936,1936,2008,North Rhine-Westphalia,1st Quintile,2 rooms,0.40135,113,6506,0.35868,0.43662
1937,1937,2008,North Rhine-Westphalia,1st Quintile,3 rooms,0.4065,149,6506,0.36194,0.45093
1938,1938,2008,North Rhine-Westphalia,1st Quintile,4 rooms,0.19215,70,6506,0.15622,0.22615
1939,1939,2008,North Rhine-Westphalia,2nd Quintile,2 rooms,0.27271,66,6506,0.23143,0.31468
1940,1940,2008,North Rhine-Westphalia,2nd Quintile,3 rooms,0.42313,128,6506,0.37661,0.46899
1941,1941,2008,North Rhine-Westphalia,2nd Quintile,4 rooms,0.16876,66,6506,0.13946,0.20203
1942,1942,2008,North Rhine-Westphalia,2nd Quintile,5 rooms,0.1354,42,6506,0.10728,0.16224
1943,1943,2008,North Rhine-Westphalia,3rd Quintile,2 rooms,0.22104,56,6506,0.18185,0.2551
1944,1944,2008,North Rhine-Westphalia,3rd Quintile,3 rooms,0.34993,126,6506,0.31469,0.39102
1945,1945,2008,North Rhine-Westphalia,3rd Quintile,4 rooms,0.19392,80,6506,0.16582,0.22508
1946,1946,2008,North Rhine-Westphalia,3rd Quintile,5 rooms,0.1237,56,6506,0.09055,0.15393
1947,1947,2008,North Rhine-Westphalia,3rd Quintile,6 rooms,0.1114,44,6506,0.08702,0.14008
1948,1948,2008,North Rhine-Westphalia,4th Quintile,2 rooms,0.19977,56,6506,0.16969,0.22991
1949,1949,2008,North Rhine-Westphalia,4th Quintile,3 rooms,0.36283,120,6506,0.32494,0.40784
1950,1950,2008,North Rhine-Westphalia,4th Quintile,4 rooms,0.20833,97,6506,0.18139,0.23785
1951,1951,2008,North Rhine-Westphalia,4th Quintile,5 rooms,0.14667,79,6506,0.12196,0.17311
1952,1952,2008,North Rhine-Westphalia,4th Quintile,6 rooms,0.0824,41,6506,0.06317,0.10361
1953,1953,2008,North Rhine-Westphalia,5th Quintile,2 rooms,0.07622,38,6506,0.05631,0.09976
1954,1954,2008,North Rhine-Westphalia,5th Quintile,3 rooms,0.26068,117,6506,0.22218,0.30067
1955,1955,2008,North Rhine-Westphalia,5th Quintile,4 rooms,0.23363,140,6506,0.1972,0.27479
1956,1956,2008,North Rhine-Westphalia,5th Quintile,5 rooms,0.24912,145,6506,0.21373,0.28497
1957,1957,2008,North Rhine-Westphalia,5th Quintile,6 rooms,0.1199,82,6506,0.10334,0.14067
1958,1958,2008,North Rhine-Westphalia,5th Quintile,7 rooms,0.06046,53,6506,0.04347,0.07528
1959,1959,2008,Hesse,1st Quintile,3 rooms,1.0,36,6506,0.77876,1.22546
1960,1960,2008,Hesse,2nd Quintile,3 rooms,1.0,37,6506,0.77836,1.26872
1961,1961,2008,Hesse,3rd Quintile,4 rooms,1.0,31,6506,0.77059,1.33586
1962,1962,2008,Hesse,4th Quintile,3 rooms,0.50171,32,6506,0.37012,0.62396
1963,1963,2008,Hesse,4th Quintile,4 rooms,0.49829,37,6506,0.37336,0.61895
1964,1964,2008,Hesse,5th Quintile,3 rooms,0.30989,44,6506,0.2308,0.40584
1965,1965,2008,Hesse,5th Quintile,4 rooms,0.38362,62,6506,0.30719,0.45845
1966,1966,2008,Hesse,5th Quintile,5 rooms,0.30648,53,6506,0.22951,0.39038
1967,1967,2008,"Rhineland-Palatinate, Saarland",1st Quintile,3 rooms,1.0,35,6506,0.77307,1.20608
1968,1968,2008,"Rhineland-Palatinate, Saarland",5th Quintile,5 rooms,1.0,39,6506,0.74552,1.29731
1969,1969,2008,Baden-Wuerttemberg,1st Quintile,2 rooms,0.33942,36,6506,0.25091,0.44233
1970,1970,2008,Baden-Wuerttemberg,1st Quintile,3 rooms,0.66058,62,6506,0.56093,0.78152
1971,1971,2008,Baden-Wuerttemberg,2nd Quintile,3 rooms,0.5903,57,6506,0.48647,0.71073
1972,1972,2008,Baden-Wuerttemberg,2nd Quintile,4 rooms,0.4097,53,6506,0.33829,0.49222
1973,1973,2008,Baden-Wuerttemberg,3rd Quintile,2 rooms,0.17547,34,6506,0.12792,0.23216
1974,1974,2008,Baden-Wuerttemberg,3rd Quintile,3 rooms,0.30712,64,6506,0.24815,0.35593
1975,1975,2008,Baden-Wuerttemberg,3rd Quintile,4 rooms,0.3272,59,6506,0.28622,0.38151
1976,1976,2008,Baden-Wuerttemberg,3rd Quintile,5 rooms,0.19021,36,6506,0.14732,0.23773
1977,1977,2008,Baden-Wuerttemberg,4th Quintile,2 rooms,0.15176,40,6506,0.11261,0.18349
1978,1978,2008,Baden-Wuerttemberg,4th Quintile,3 rooms,0.29674,80,6506,0.24508,0.35809
1979,1979,2008,Baden-Wuerttemberg,4th Quintile,4 rooms,0.26424,71,6506,0.21841,0.3144
1980,1980,2008,Baden-Wuerttemberg,4th Quintile,5 rooms,0.15879,40,6506,0.12187,0.19729
1981,1981,2008,Baden-Wuerttemberg,4th Quintile,6 rooms,0.12847,35,6506,0.09243,0.16024
1982,1982,2008,Baden-Wuerttemberg,5th Quintile,2 rooms,0.10926,31,6506,0.07448,0.14833
1983,1983,2008,Baden-Wuerttemberg,5th Quintile,3 rooms,0.24694,68,6506,0.2035,0.29543
1984,1984,2008,Baden-Wuerttemberg,5th Quintile,4 rooms,0.26928,84,6506,0.21803,0.31625
1985,1985,2008,Baden-Wuerttemberg,5th Quintile,5 rooms,0.15292,76,6506,0.1142,0.1988
1986,1986,2008,Baden-Wuerttemberg,5th Quintile,6 rooms,0.14181,61,6506,0.10834,0.1751
1987,1987,2008,Baden-Wuerttemberg,5th Quintile,7 rooms,0.07979,37,6506,0.05626,0.11005
1988,1988,2008,Bavaria,1st Quintile,2 rooms,0.44135,63,6506,0.38152,0.50701
1989,1989,2008,Bavaria,1st Quintile,3 rooms,0.34639,68,6506,0.29124,0.39987
1990,1990,2008,Bavaria,1st Quintile,4 rooms,0.21227,37,6506,0.17067,0.25354
1991,1991,2008,Bavaria,2nd Quintile,2 rooms,0.29711,39,6506,0.245,0.3526
1992,1992,2008,Bavaria,2nd Quintile,3 rooms,0.44912,79,6506,0.38702,0.50713
1993,1993,2008,Bavaria,2nd Quintile,4 rooms,0.25378,54,6506,0.21055,0.31092
1994,1994,2008,Bavaria,3rd Quintile,2 rooms,0.1558,38,6506,0.11998,0.18745
1995,1995,2008,Bavaria,3rd Quintile,3 rooms,0.28462,71,6506,0.24236,0.33643
1996,1996,2008,Bavaria,3rd Quintile,4 rooms,0.23685,62,6506,0.19684,0.28184
1997,1997,2008,Bavaria,3rd Quintile,5 rooms,0.19777,58,6506,0.15796,0.24642
1998,1998,2008,Bavaria,3rd Quintile,6 rooms,0.12497,34,6506,0.09533,0.15536
1999,1999,2008,Bavaria,4th Quintile,2 rooms,0.16117,33,6506,0.13221,0.19653
2000,2000,2008,Bavaria,4th Quintile,3 rooms,0.26773,71,6506,0.22899,0.31012
2001,2001,2008,Bavaria,4th Quintile,4 rooms,0.25671,77,6506,0.21135,0.31172
2002,2002,2008,Bavaria,4th Quintile,5 rooms,0.20134,55,6506,0.1608,0.24707
2003,2003,2008,Bavaria,4th Quintile,6 rooms,0.11305,37,6506,0.08726,0.14545
2004,2004,2008,Bavaria,5th Quintile,2 rooms,0.14287,35,6506,0.10917,0.17615
2005,2005,2008,Bavaria,5th Quintile,3 rooms,0.20063,70,6506,0.1628,0.23555
2006,2006,2008,Bavaria,5th Quintile,4 rooms,0.18748,78,6506,0.14936,0.22505
2007,2007,2008,Bavaria,5th Quintile,5 rooms,0.26101,122,6506,0.22818,0.30488
2008,2008,2008,Bavaria,5th Quintile,6 rooms,0.1479,76,6506,0.11967,0.1784
2009,2009,2008,Bavaria,5th Quintile,7 rooms,0.06012,33,6506,0.04174,0.08087
2010,2010,2008,Berlin,1st Quintile,2 rooms,1.0,40,6506,0.82734,1.17531
2011,2011,2008,Berlin,2nd Quintile,3 rooms,1.0,32,6506,0.75853,1.26266
2012,2012,2008,Berlin,3rd Quintile,2 rooms,0.54851,32,6506,0.45418,0.63721
2013,2013,2008,Berlin,3rd Quintile,3 rooms,0.45149,39,6506,0.35699,0.55947
2014,2014,2008,Berlin,4th Quintile,3 rooms,1.0,34,6506,0.80538,1.24954
2015,2015,2008,Berlin,5th Quintile,3 rooms,0.58118,31,6506,0.44208,0.74372
2016,2016,2008,Berlin,5th Quintile,4 rooms,0.41882,31,6506,0.29901,0.53387
2017,2017,2008,Brandenburg,1st Quintile,3 rooms,1.0,50,6506,0.80129,1.17808
2018,2018,2008,Brandenburg,2nd Quintile,3 rooms,1.0,52,6506,0.84065,1.16797
2019,2019,2008,Brandenburg,3rd Quintile,3 rooms,1.0,39,6506,0.83323,1.21671
2020,2020,2008,Saxony,1st Quintile,2 rooms,0.56478,59,6506,0.45395,0.67595
2021,2021,2008,Saxony,1st Quintile,3 rooms,0.43522,65,6506,0.3674,0.50117
2022,2022,2008,Saxony,2nd Quintile,2 rooms,0.34976,49,6506,0.26786,0.42805
2023,2023,2008,Saxony,2nd Quintile,3 rooms,0.474,89,6506,0.40629,0.55509
2024,2024,2008,Saxony,2nd Quintile,4 rooms,0.17624,34,6506,0.12607,0.23638
2025,2025,2008,Saxony,3rd Quintile,3 rooms,0.55754,78,6506,0.46635,0.64648
2026,2026,2008,Saxony,3rd Quintile,4 rooms,0.28236,47,6506,0.20874,0.37263
2027,2027,2008,Saxony,3rd Quintile,5 rooms,0.1601,31,6506,0.10622,0.21321
2028,2028,2008,Saxony,4th Quintile,3 rooms,0.56195,40,6506,0.466,0.66436
2029,2029,2008,Saxony,4th Quintile,4 rooms,0.43805,34,6506,0.33094,0.54865
2030,2030,2008,Saxony-Anhalt,1st Quintile,2 rooms,0.59221,32,6506,0.39816,0.74332
2031,2031,2008,Saxony-Anhalt,1st Quintile,3 rooms,0.40779,32,6506,0.30814,0.49575
2032,2032,2008,Saxony-Anhalt,2nd Quintile,3 rooms,1.0,40,6506,0.79609,1.23279
2033,2033,2008,Saxony-Anhalt,3rd Quintile,3 rooms,1.0,48,6506,0.79882,1.17764
2034,2034,2008,Thuringa,1st Quintile,2 rooms,0.45726,32,6506,0.36989,0.56293
2035,2035,2008,Thuringa,1st Quintile,3 rooms,0.54274,47,6506,0.44143,0.66066
2036,2036,2008,Thuringa,2nd Quintile,3 rooms,1.0,35,6506,0.76269,1.28717
2037,2037,2008,Thuringa,3rd Quintile,3 rooms,1.0,38,6506,0.79824,1.21875
2038,2038,2009,Lower Saxony,1st Quintile,2 rooms,0.45125,35,6011,0.3567,0.55968
2039,2039,2009,Lower Saxony,1st Quintile,3 rooms,0.54875,55,6011,0.44615,0.67461
2040,2040,2009,Lower Saxony,2nd Quintile,3 rooms,0.60851,55,6011,0.4983,0.704
2041,2041,2009,Lower Saxony,2nd Quintile,4 rooms,0.39149,38,6011,0.30563,0.4826
2042,2042,2009,Lower Saxony,3rd Quintile,3 rooms,0.46231,43,6011,0.36715,0.54534
2043,2043,2009,Lower Saxony,3rd Quintile,4 rooms,0.23406,33,6011,0.18078,0.29292
2044,2044,2009,Lower Saxony,3rd Quintile,5 rooms,0.30363,36,6011,0.23369,0.371
2045,2045,2009,Lower Saxony,4th Quintile,3 rooms,0.31424,39,6011,0.25294,0.38052
2046,2046,2009,Lower Saxony,4th Quintile,4 rooms,0.40803,53,6011,0.3198,0.49963
2047,2047,2009,Lower Saxony,4th Quintile,5 rooms,0.27772,43,6011,0.20953,0.3376
2048,2048,2009,Lower Saxony,5th Quintile,4 rooms,0.33934,64,6011,0.27389,0.41919
2049,2049,2009,Lower Saxony,5th Quintile,5 rooms,0.31409,45,6011,0.2383,0.39856
2050,2050,2009,Lower Saxony,5th Quintile,6 rooms,0.18031,35,6011,0.12467,0.24632
2051,2051,2009,Lower Saxony,5th Quintile,7 rooms,0.16626,32,6011,0.1155,0.23471
2052,2052,2009,North Rhine-Westphalia,1st Quintile,2 rooms,0.37307,101,6011,0.32521,0.42211
2053,2053,2009,North Rhine-Westphalia,1st Quintile,3 rooms,0.45315,148,6011,0.39755,0.50842
2054,2054,2009,North Rhine-Westphalia,1st Quintile,4 rooms,0.17378,61,6011,0.13397,0.21047
2055,2055,2009,North Rhine-Westphalia,2nd Quintile,2 rooms,0.27598,73,6011,0.24326,0.31829
2056,2056,2009,North Rhine-Westphalia,2nd Quintile,3 rooms,0.40523,138,6011,0.36406,0.45224
2057,2057,2009,North Rhine-Westphalia,2nd Quintile,4 rooms,0.22369,80,6011,0.18769,0.26779
2058,2058,2009,North Rhine-Westphalia,2nd Quintile,5 rooms,0.09511,37,6011,0.07371,0.12198
2059,2059,2009,North Rhine-Westphalia,3rd Quintile,2 rooms,0.18221,45,6011,0.14856,0.21301
2060,2060,2009,North Rhine-Westphalia,3rd Quintile,3 rooms,0.37152,110,6011,0.32166,0.42012
2061,2061,2009,North Rhine-Westphalia,3rd Quintile,4 rooms,0.21584,67,6011,0.17556,0.26662
2062,2062,2009,North Rhine-Westphalia,3rd Quintile,5 rooms,0.10606,40,6011,0.07846,0.13759
2063,2063,2009,North Rhine-Westphalia,3rd Quintile,6 rooms,0.12437,43,6011,0.09642,0.14971
2064,2064,2009,North Rhine-Westphalia,4th Quintile,2 rooms,0.16725,43,6011,0.13256,0.19479
2065,2065,2009,North Rhine-Westphalia,4th Quintile,3 rooms,0.31121,106,6011,0.26349,0.3494
2066,2066,2009,North Rhine-Westphalia,4th Quintile,4 rooms,0.20484,93,6011,0.17706,0.23378
2067,2067,2009,North Rhine-Westphalia,4th Quintile,5 rooms,0.23934,93,6011,0.19645,0.28973
2068,2068,2009,North Rhine-Westphalia,4th Quintile,6 rooms,0.07735,42,6011,0.06347,0.09178
2069,2069,2009,North Rhine-Westphalia,5th Quintile,2 rooms,0.09013,37,6011,0.06432,0.11472
2070,2070,2009,North Rhine-Westphalia,5th Quintile,3 rooms,0.27183,108,6011,0.22318,0.31847
2071,2071,2009,North Rhine-Westphalia,5th Quintile,4 rooms,0.19487,119,6011,0.16232,0.23128
2072,2072,2009,North Rhine-Westphalia,5th Quintile,5 rooms,0.25375,126,6011,0.2086,0.29677
2073,2073,2009,North Rhine-Westphalia,5th Quintile,6 rooms,0.119,71,6011,0.0996,0.14072
2074,2074,2009,North Rhine-Westphalia,5th Quintile,7 rooms,0.07043,48,6011,0.04726,0.10089
2075,2075,2009,Hesse,1st Quintile,3 rooms,1.0,35,6011,0.78594,1.22558
2076,2076,2009,Hesse,3rd Quintile,3 rooms,1.0,32,6011,0.6975,1.36044
2077,2077,2009,Hesse,4th Quintile,3 rooms,0.58048,38,6011,0.44256,0.73622
2078,2078,2009,Hesse,4th Quintile,4 rooms,0.41952,33,6011,0.29513,0.54307
2079,2079,2009,Hesse,5th Quintile,3 rooms,0.29271,39,6011,0.21957,0.39091
2080,2080,2009,Hesse,5th Quintile,4 rooms,0.41855,56,6011,0.31151,0.52489
2081,2081,2009,Hesse,5th Quintile,5 rooms,0.28874,50,6011,0.2109,0.36892
2082,2082,2009,"Rhineland-Palatinate, Saarland",1st Quintile,2 rooms,0.51241,31,6011,0.38522,0.60961
2083,2083,2009,"Rhineland-Palatinate, Saarland",1st Quintile,3 rooms,0.48759,31,6011,0.3789,0.64972
2084,2084,2009,Baden-Wuerttemberg,1st Quintile,2 rooms,0.37033,33,6011,0.25808,0.47331
2085,2085,2009,Baden-Wuerttemberg,1st Quintile,3 rooms,0.62967,48,6011,0.48963,0.77775
2086,2086,2009,Baden-Wuerttemberg,2nd Quintile,3 rooms,0.65072,63,6011,0.55246,0.75984
2087,2087,2009,Baden-Wuerttemberg,2nd Quintile,4 rooms,0.34928,33,6011,0.25894,0.46939
2088,2088,2009,Baden-Wuerttemberg,3rd Quintile,2 rooms,0.20895,31,6011,0.16478,0.26751
2089,2089,2009,Baden-Wuerttemberg,3rd Quintile,3 rooms,0.38267,61,6011,0.30863,0.46961
2090,2090,2009,Baden-Wuerttemberg,3rd Quintile,4 rooms,0.20573,45,6011,0.15853,0.26235
2091,2091,2009,Baden-Wuerttemberg,3rd Quintile,5 rooms,0.20266,39,6011,0.15537,0.25956
2092,2092,2009,Baden-Wuerttemberg,4th Quintile,2 rooms,0.19716,40,6011,0.14037,0.25461
2093,2093,2009,Baden-Wuerttemberg,4th Quintile,3 rooms,0.24212,60,6011,0.18695,0.3053
2094,2094,2009,Baden-Wuerttemberg,4th Quintile,4 rooms,0.26326,64,6011,0.21121,0.31399
2095,2095,2009,Baden-Wuerttemberg,4th Quintile,5 rooms,0.17277,38,6011,0.13184,0.21568
2096,2096,2009,Baden-Wuerttemberg,4th Quintile,6 rooms,0.12469,33,6011,0.09066,0.15719
2097,2097,2009,Baden-Wuerttemberg,5th Quintile,3 rooms,0.25322,56,6011,0.2029,0.3098
2098,2098,2009,Baden-Wuerttemberg,5th Quintile,4 rooms,0.26532,76,6011,0.21581,0.32451
2099,2099,2009,Baden-Wuerttemberg,5th Quintile,5 rooms,0.23847,78,6011,0.18581,0.29112
2100,2100,2009,Baden-Wuerttemberg,5th Quintile,6 rooms,0.14024,57,6011,0.10908,0.17481
2101,2101,2009,Baden-Wuerttemberg,5th Quintile,7 rooms,0.10275,36,6011,0.06276,0.15092
2102,2102,2009,Bavaria,1st Quintile,2 rooms,0.5657,59,6011,0.48785,0.66321
2103,2103,2009,Bavaria,1st Quintile,3 rooms,0.4343,58,6011,0.36458,0.50678
2104,2104,2009,Bavaria,2nd Quintile,2 rooms,0.2341,41,6011,0.19295,0.28184
2105,2105,2009,Bavaria,2nd Quintile,3 rooms,0.33529,73,6011,0.27775,0.39777
2106,2106,2009,Bavaria,2nd Quintile,4 rooms,0.29065,64,6011,0.2394,0.34965
2107,2107,2009,Bavaria,2nd Quintile,5 rooms,0.13996,37,6011,0.10908,0.17357
2108,2108,2009,Bavaria,3rd Quintile,2 rooms,0.23387,37,6011,0.1901,0.29037
2109,2109,2009,Bavaria,3rd Quintile,3 rooms,0.31626,66,6011,0.27446,0.36678
2110,2110,2009,Bavaria,3rd Quintile,4 rooms,0.25621,58,6011,0.20906,0.3084
2111,2111,2009,Bavaria,3rd Quintile,5 rooms,0.19366,47,6011,0.1586,0.2418
2112,2112,2009,Bavaria,4th Quintile,2 rooms,0.19138,37,6011,0.14799,0.24012
2113,2113,2009,Bavaria,4th Quintile,3 rooms,0.27677,72,6011,0.22824,0.33831
2114,2114,2009,Bavaria,4th Quintile,4 rooms,0.26043,70,6011,0.21187,0.30855
2115,2115,2009,Bavaria,4th Quintile,5 rooms,0.17062,56,6011,0.12834,0.21142
2116,2116,2009,Bavaria,4th Quintile,6 rooms,0.10081,38,6011,0.07688,0.13274
2117,2117,2009,Bavaria,5th Quintile,3 rooms,0.27897,72,6011,0.23249,0.34429
2118,2118,2009,Bavaria,5th Quintile,4 rooms,0.2278,76,6011,0.17448,0.28089
2119,2119,2009,Bavaria,5th Quintile,5 rooms,0.24847,92,6011,0.20412,0.28928
2120,2120,2009,Bavaria,5th Quintile,6 rooms,0.13988,68,6011,0.11236,0.17178
2121,2121,2009,Bavaria,5th Quintile,7 rooms,0.10489,44,6011,0.07154,0.13811
2122,2122,2009,Berlin,1st Quintile,2 rooms,1.0,34,6011,0.85425,1.22489
2123,2123,2009,Berlin,2nd Quintile,2 rooms,0.47668,34,6011,0.34313,0.59348
2124,2124,2009,Berlin,2nd Quintile,3 rooms,0.52332,41,6011,0.41424,0.6524
2125,2125,2009,Berlin,3rd Quintile,3 rooms,1.0,37,6011,0.77227,1.22863
2126,2126,2009,Berlin,4th Quintile,3 rooms,1.0,32,6011,0.72249,1.2721
2127,2127,2009,Berlin,5th Quintile,4 rooms,1.0,31,6011,0.75848,1.28372
2128,2128,2009,Brandenburg,1st Quintile,2 rooms,0.53721,34,6011,0.43319,0.64765
