,Unnamed: 0,year,bula_h,quintil_oecd_hh,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
37,37,1984,Baden-Wuerttemberg,3rd Quintile,4 rooms,0.34781,53,3290,0.30607,0.38206
38,38,1984,Baden-Wuerttemberg,4th Quintile,2 rooms,0.14621,32,3290,0.10714,0.20155
39,39,1984,Baden-Wuerttemberg,4th Quintile,3 rooms,0.40131,80,3290,0.32154,0.48341
40,40,1984,Baden-Wuerttemberg,4th Quintile,4 rooms,0.24711,41,3290,0.20888,0.27989
41,41,1984,Baden-Wuerttemberg,4th Quintile,5 rooms,0.20537,33,3290,0.17286,0.23017
42,42,1984,Baden-Wuerttemberg,5th Quintile,2 rooms,0.24239,35,3290,0.20145,0.2872
43,43,1984,Baden-Wuerttemberg,5th Quintile,3 rooms,0.4438,70,3290,0.37141,0.49528
44,44,1984,Baden-Wuerttemberg,5th Quintile,4 rooms,0.31382,41,3290,0.27435,0.34867
45,45,1984,Bavaria,1st Quintile,2 rooms,0.36272,42,3290,0.29678,0.42935
46,46,1984,Bavaria,1st Quintile,3 rooms,0.45457,57,3290,0.3746,0.51958
47,47,1984,Bavaria,1st Quintile,4 rooms,0.1827,33,3290,0.13584,0.23428
48,48,1984,Bavaria,2nd Quintile,2 rooms,0.21959,34,3290,0.17428,0.26299
49,49,1984,Bavaria,2nd Quintile,3 rooms,0.51544,72,3290,0.45846,0.56873
50,50,1984,Bavaria,2nd Quintile,4 rooms,0.26497,43,3290,0.233,0.28915
51,51,1984,Bavaria,3rd Quintile,2 rooms,0.22608,33,3290,0.17674,0.27327
52,52,1984,Bavaria,3rd Quintile,3 rooms,0.44634,76,3290,0.38441,0.50656
53,53,1984,Bavaria,3rd Quintile,4 rooms,0.32758,49,3290,0.29961,0.35359
54,54,1984,Bavaria,4th Quintile,3 rooms,0.57518,75,3290,0.51955,0.62874
55,55,1984,Bavaria,4th Quintile,4 rooms,0.42482,53,3290,0.37254,0.4871
56,56,1984,Bavaria,5th Quintile,3 rooms,0.52356,51,3290,0.49021,0.56115
57,57,1984,Bavaria,5th Quintile,4 rooms,0.47644,48,3290,0.44828,0.50427
58,58,1985,Lower Saxony,1st Quintile,3 rooms,1.0,45,2609,0.84313,1.18917
59,59,1985,Lower Saxony,2nd Quintile,3 rooms,1.0,39,2609,0.82345,1.15702
60,60,1985,Lower Saxony,3rd Quintile,3 rooms,1.0,38,2609,0.8558,1.12966
61,61,1985,North Rhine-Westphalia,1st Quintile,2 rooms,0.38427,79,2609,0.33504,0.42513
62,62,1985,North Rhine-Westphalia,1st Quintile,3 rooms,0.43115,124,2609,0.36934,0.49276
63,63,1985,North Rhine-Westphalia,1st Quintile,4 rooms,0.18458,53,2609,0.14855,0.22689
64,64,1985,North Rhine-Westphalia,2nd Quintile,2 rooms,0.30116,66,2609,0.2543,0.3512
65,65,1985,North Rhine-Westphalia,2nd Quintile,3 rooms,0.50147,135,2609,0.45309,0.55796
66,66,1985,North Rhine-Westphalia,2nd Quintile,4 rooms,0.19737,59,2609,0.16667,0.22468
67,67,1985,North Rhine-Westphalia,3rd Quintile,2 rooms,0.32398,57,2609,0.28252,0.37954
68,68,1985,North Rhine-Westphalia,3rd Quintile,3 rooms,0.38271,80,2609,0.34154,0.43725
69,69,1985,North Rhine-Westphalia,3rd Quintile,4 rooms,0.29331,64,2609,0.26091,0.32329
70,70,1985,North Rhine-Westphalia,4th Quintile,2 rooms,0.29209,60,2609,0.26098,0.3275
71,71,1985,North Rhine-Westphalia,4th Quintile,3 rooms,0.36703,86,2609,0.33153,0.39907
72,72,1985,North Rhine-Westphalia,4th Quintile,4 rooms,0.21203,57,2609,0.18251,0.24016
73,73,1985,North Rhine-Westphalia,4th Quintile,5 rooms,0.12885,37,2609,0.11312,0.14456
74,74,1985,North Rhine-Westphalia,5th Quintile,2 rooms,0.22759,45,2609,0.19761,0.25392
75,75,1985,North Rhine-Westphalia,5th Quintile,3 rooms,0.33697,72,2609,0.30619,0.3658
76,76,1985,North Rhine-Westphalia,5th Quintile,4 rooms,0.27037,59,2609,0.25281,0.29032
77,77,1985,North Rhine-Westphalia,5th Quintile,5 rooms,0.16507,35,2609,0.14982,0.18023
78,78,1985,Hesse,1st Quintile,3 rooms,1.0,49,2609,0.72928,1.24129
79,79,1985,Hesse,2nd Quintile,3 rooms,1.0,46,2609,0.82209,1.18562
80,80,1985,Hesse,3rd Quintile,3 rooms,1.0,33,2609,0.76469,1.25429
81,81,1985,Hesse,4th Quintile,3 rooms,1.0,35,2609,0.6956,1.25494
82,82,1985,Hesse,5th Quintile,3 rooms,1.0,31,2609,0.81315,1.20879
83,83,1985,Baden-Wuerttemberg,1st Quintile,2 rooms,0.32703,35,2609,0.25233,0.42442
84,84,1985,Baden-Wuerttemberg,1st Quintile,3 rooms,0.47287,69,2609,0.36383,0.5819
85,85,1985,Baden-Wuerttemberg,1st Quintile,4 rooms,0.2001,35,2609,0.15222,0.25683
86,86,1985,Baden-Wuerttemberg,2nd Quintile,3 rooms,0.64638,79,2609,0.53894,0.77821
87,87,1985,Baden-Wuerttemberg,2nd Quintile,4 rooms,0.35362,40,2609,0.27868,0.42474
88,88,1985,Baden-Wuerttemberg,3rd Quintile,2 rooms,0.22906,32,2609,0.17747,0.29049
89,89,1985,Baden-Wuerttemberg,3rd Quintile,3 rooms,0.45086,80,2609,0.38335,0.53814
90,90,1985,Baden-Wuerttemberg,3rd Quintile,4 rooms,0.32008,52,2609,0.25468,0.3602
91,91,1985,Baden-Wuerttemberg,4th Quintile,3 rooms,0.47417,71,2609,0.38474,0.56938
92,92,1985,Baden-Wuerttemberg,4th Quintile,4 rooms,0.26968,35,2609,0.22108,0.31303
93,93,1985,Baden-Wuerttemberg,4th Quintile,5 rooms,0.25615,34,2609,0.21371,0.29422
94,94,1985,Baden-Wuerttemberg,5th Quintile,3 rooms,1.0,50,2609,0.80224,1.19615
95,95,1985,Bavaria,1st Quintile,3 rooms,1.0,59,2609,0.85509,1.13498
96,96,1985,Bavaria,2nd Quintile,3 rooms,0.65952,68,2609,0.58237,0.74751
97,97,1985,Bavaria,2nd Quintile,4 rooms,0.34048,43,2609,0.29825,0.38274
98,98,1985,Bavaria,3rd Quintile,2 rooms,0.2643,31,2609,0.20625,0.31865
99,99,1985,Bavaria,3rd Quintile,3 rooms,0.42162,52,2609,0.35969,0.48607
100,100,1985,Bavaria,3rd Quintile,4 rooms,0.31407,40,2609,0.26913,0.35864
101,101,1985,Bavaria,4th Quintile,3 rooms,0.61262,65,2609,0.53245,0.67945
102,102,1985,Bavaria,4th Quintile,4 rooms,0.38738,43,2609,0.33796,0.43133
103,103,1985,Bavaria,5th Quintile,3 rooms,0.45254,52,2609,0.40634,0.50703
104,104,1985,Bavaria,5th Quintile,4 rooms,0.54746,60,2609,0.50361,0.58687
105,105,1986,Lower Saxony,1st Quintile,3 rooms,1.0,40,2358,0.79055,1.18095
106,106,1986,Lower Saxony,2nd Quintile,3 rooms,1.0,34,2358,0.79833,1.23296
107,107,1986,Lower Saxony,3rd Quintile,3 rooms,1.0,38,2358,0.82327,1.16506
108,108,1986,Lower Saxony,4th Quintile,3 rooms,1.0,32,2358,0.79899,1.22202
109,109,1986,North Rhine-Westphalia,1st Quintile,2 rooms,0.3919,71,2358,0.34041,0.43397
110,110,1986,North Rhine-Westphalia,1st Quintile,3 rooms,0.4324,114,2358,0.37232,0.48658
111,111,1986,North Rhine-Westphalia,1st Quintile,4 rooms,0.17569,50,2358,0.1465,0.20897
112,112,1986,North Rhine-Westphalia,2nd Quintile,2 rooms,0.26399,48,2358,0.21096,0.31071
113,113,1986,North Rhine-Westphalia,2nd Quintile,3 rooms,0.49614,105,2358,0.42422,0.55807
114,114,1986,North Rhine-Westphalia,2nd Quintile,4 rooms,0.23986,53,2358,0.20594,0.27166
115,115,1986,North Rhine-Westphalia,3rd Quintile,2 rooms,0.35075,59,2358,0.30027,0.40043
116,116,1986,North Rhine-Westphalia,3rd Quintile,3 rooms,0.41782,95,2358,0.37443,0.46716
117,117,1986,North Rhine-Westphalia,3rd Quintile,4 rooms,0.23143,55,2358,0.20523,0.25882
118,118,1986,North Rhine-Westphalia,4th Quintile,2 rooms,0.3398,64,2358,0.29694,0.3863
119,119,1986,North Rhine-Westphalia,4th Quintile,3 rooms,0.40186,89,2358,0.35834,0.45382
120,120,1986,North Rhine-Westphalia,4th Quintile,4 rooms,0.25834,63,2358,0.22338,0.28933
121,121,1986,North Rhine-Westphalia,5th Quintile,2 rooms,0.17685,33,2358,0.14739,0.20806
122,122,1986,North Rhine-Westphalia,5th Quintile,3 rooms,0.40703,85,2358,0.36631,0.44178
123,123,1986,North Rhine-Westphalia,5th Quintile,4 rooms,0.27048,56,2358,0.24496,0.29604
124,124,1986,North Rhine-Westphalia,5th Quintile,5 rooms,0.14564,34,2358,0.12914,0.16274
125,125,1986,Hesse,1st Quintile,3 rooms,1.0,49,2358,0.74438,1.22686
126,126,1986,Hesse,2nd Quintile,3 rooms,1.0,45,2358,0.74836,1.27644
127,127,1986,Hesse,4th Quintile,3 rooms,1.0,37,2358,0.72384,1.28501
128,128,1986,Baden-Wuerttemberg,1st Quintile,2 rooms,0.49991,37,2358,0.37587,0.62727
129,129,1986,Baden-Wuerttemberg,1st Quintile,3 rooms,0.50009,51,2358,0.3754,0.6263
130,130,1986,Baden-Wuerttemberg,2nd Quintile,3 rooms,0.56864,75,2358,0.45615,0.68687
131,131,1986,Baden-Wuerttemberg,2nd Quintile,4 rooms,0.43136,50,2358,0.36097,0.49717
132,132,1986,Baden-Wuerttemberg,3rd Quintile,2 rooms,0.26218,37,2358,0.20058,0.33883
133,133,1986,Baden-Wuerttemberg,3rd Quintile,3 rooms,0.5128,83,2358,0.41921,0.59219
134,134,1986,Baden-Wuerttemberg,3rd Quintile,4 rooms,0.22502,38,2358,0.17579,0.26995
135,135,1986,Baden-Wuerttemberg,4th Quintile,3 rooms,0.59923,59,2358,0.48421,0.70002
136,136,1986,Baden-Wuerttemberg,4th Quintile,4 rooms,0.40077,36,2358,0.32505,0.46583
137,137,1986,Baden-Wuerttemberg,5th Quintile,3 rooms,0.53323,52,2358,0.41841,0.62887
138,138,1986,Baden-Wuerttemberg,5th Quintile,4 rooms,0.46677,40,2358,0.40563,0.53624
139,139,1986,Bavaria,1st Quintile,3 rooms,1.0,53,2358,0.79072,1.19094
140,140,1986,Bavaria,2nd Quintile,3 rooms,0.62208,59,2358,0.53192,0.71053
141,141,1986,Bavaria,2nd Quintile,4 rooms,0.37792,42,2358,0.31313,0.43571
142,142,1986,Bavaria,3rd Quintile,3 rooms,0.58271,61,2358,0.49376,0.67521
143,143,1986,Bavaria,3rd Quintile,4 rooms,0.41729,42,2358,0.35934,0.49002
144,144,1986,Bavaria,4th Quintile,3 rooms,0.61602,56,2358,0.56024,0.68547
145,145,1986,Bavaria,4th Quintile,4 rooms,0.38398,41,2358,0.33937,0.43977
146,146,1986,Bavaria,5th Quintile,3 rooms,0.50332,51,2358,0.4453,0.56321
147,147,1986,Bavaria,5th Quintile,4 rooms,0.49668,46,2358,0.45431,0.54448
148,148,1987,Lower Saxony,1st Quintile,3 rooms,1.0,42,2355,0.82732,1.17453
149,149,1987,Lower Saxony,2nd Quintile,3 rooms,1.0,39,2355,0.82589,1.19138
150,150,1987,North Rhine-Westphalia,1st Quintile,2 rooms,0.40269,75,2355,0.34736,0.45352
151,151,1987,North Rhine-Westphalia,1st Quintile,3 rooms,0.44543,113,2355,0.38041,0.51755
152,152,1987,North Rhine-Westphalia,1st Quintile,4 rooms,0.15188,44,2355,0.1181,0.18415
153,153,1987,North Rhine-Westphalia,2nd Quintile,2 rooms,0.3312,63,2355,0.2839,0.37668
154,154,1987,North Rhine-Westphalia,2nd Quintile,3 rooms,0.47128,121,2355,0.41029,0.51764
155,155,1987,North Rhine-Westphalia,2nd Quintile,4 rooms,0.19752,57,2355,0.16583,0.2295
156,156,1987,North Rhine-Westphalia,3rd Quintile,2 rooms,0.27856,42,2355,0.23483,0.32008
157,157,1987,North Rhine-Westphalia,3rd Quintile,3 rooms,0.33758,81,2355,0.28866,0.38759
158,158,1987,North Rhine-Westphalia,3rd Quintile,4 rooms,0.25484,56,2355,0.22986,0.2862
159,159,1987,North Rhine-Westphalia,3rd Quintile,5 rooms,0.12902,32,2355,0.11079,0.14697
160,160,1987,North Rhine-Westphalia,4th Quintile,2 rooms,0.26682,57,2355,0.2299,0.30712
161,161,1987,North Rhine-Westphalia,4th Quintile,3 rooms,0.38648,87,2355,0.34843,0.43412
162,162,1987,North Rhine-Westphalia,4th Quintile,4 rooms,0.22126,56,2355,0.1904,0.25036
163,163,1987,North Rhine-Westphalia,4th Quintile,5 rooms,0.12544,31,2355,0.11116,0.14098
164,164,1987,North Rhine-Westphalia,5th Quintile,2 rooms,0.18723,34,2355,0.16166,0.21821
165,165,1987,North Rhine-Westphalia,5th Quintile,3 rooms,0.35933,76,2355,0.32462,0.39
166,166,1987,North Rhine-Westphalia,5th Quintile,4 rooms,0.28088,59,2355,0.25295,0.31589
167,167,1987,North Rhine-Westphalia,5th Quintile,5 rooms,0.17256,43,2355,0.14781,0.19437
168,168,1987,Hesse,1st Quintile,3 rooms,1.0,44,2355,0.73154,1.23631
169,169,1987,Hesse,2nd Quintile,3 rooms,1.0,35,2355,0.7581,1.28421
170,170,1987,Hesse,3rd Quintile,4 rooms,1.0,33,2355,0.76638,1.21244
171,171,1987,Hesse,4th Quintile,3 rooms,1.0,35,2355,0.83894,1.21673
172,172,1987,Baden-Wuerttemberg,1st Quintile,3 rooms,1.0,63,2355,0.80306,1.21779
173,173,1987,Baden-Wuerttemberg,2nd Quintile,3 rooms,0.64535,73,2355,0.51857,0.76671
174,174,1987,Baden-Wuerttemberg,2nd Quintile,4 rooms,0.35465,46,2355,0.27622,0.42125
175,175,1987,Baden-Wuerttemberg,3rd Quintile,3 rooms,0.55414,73,2355,0.43313,0.6743
176,176,1987,Baden-Wuerttemberg,3rd Quintile,4 rooms,0.44586,47,2355,0.38265,0.51943
177,177,1987,Baden-Wuerttemberg,4th Quintile,3 rooms,0.57604,72,2355,0.45979,0.67277
178,178,1987,Baden-Wuerttemberg,4th Quintile,4 rooms,0.42396,42,2355,0.34609,0.50878
179,179,1987,Baden-Wuerttemberg,5th Quintile,3 rooms,0.58698,50,2355,0.50531,0.66018
180,180,1987,Baden-Wuerttemberg,5th Quintile,4 rooms,0.41302,33,2355,0.35719,0.45758
181,181,1987,Bavaria,1st Quintile,2 rooms,0.50794,40,2355,0.39881,0.60286
182,182,1987,Bavaria,1st Quintile,3 rooms,0.49206,43,2355,0.42129,0.5841
183,183,1987,Bavaria,2nd Quintile,3 rooms,0.66997,67,2355,0.59242,0.78002
184,184,1987,Bavaria,2nd Quintile,4 rooms,0.33003,39,2355,0.28439,0.38879
185,185,1987,Bavaria,3rd Quintile,3 rooms,0.68986,69,2355,0.59348,0.77459
186,186,1987,Bavaria,3rd Quintile,4 rooms,0.31014,38,2355,0.26099,0.36262
187,187,1987,Bavaria,4th Quintile,3 rooms,0.54038,50,2355,0.46631,0.61589
188,188,1987,Bavaria,4th Quintile,4 rooms,0.45962,44,2355,0.4035,0.51721
189,189,1987,Bavaria,5th Quintile,3 rooms,0.30418,35,2355,0.26164,0.34822
190,190,1987,Bavaria,5th Quintile,4 rooms,0.43285,45,2355,0.39643,0.4706
191,191,1987,Bavaria,5th Quintile,5 rooms,0.26298,31,2355,0.23084,0.29335
192,192,1988,Lower Saxony,1st Quintile,3 rooms,1.0,41,2154,0.83115,1.19348
193,193,1988,Lower Saxony,2nd Quintile,3 rooms,1.0,37,2154,0.81662,1.20335
194,194,1988,Lower Saxony,4th Quintile,3 rooms,1.0,33,2154,0.78747,1.20862
195,195,1988,North Rhine-Westphalia,1st Quintile,2 rooms,0.34232,70,2154,0.29776,0.39813
196,196,1988,North Rhine-Westphalia,1st Quintile,3 rooms,0.52095,134,2154,0.46207,0.5904
197,197,1988,North Rhine-Westphalia,1st Quintile,4 rooms,0.13673,40,2154,0.10492,0.16531
198,198,1988,North Rhine-Westphalia,2nd Quintile,2 rooms,0.36933,59,2154,0.31225,0.41745
199,199,1988,North Rhine-Westphalia,2nd Quintile,3 rooms,0.41528,105,2154,0.36686,0.47451
200,200,1988,North Rhine-Westphalia,2nd Quintile,4 rooms,0.21539,50,2154,0.17842,0.25387
201,201,1988,North Rhine-Westphalia,3rd Quintile,2 rooms,0.33708,50,2154,0.27891,0.38132
202,202,1988,North Rhine-Westphalia,3rd Quintile,3 rooms,0.39397,77,2154,0.34892,0.43716
203,203,1988,North Rhine-Westphalia,3rd Quintile,4 rooms,0.26895,56,2154,0.22756,0.30691
204,204,1988,North Rhine-Westphalia,4th Quintile,2 rooms,0.30654,44,2154,0.25121,0.3713
205,205,1988,North Rhine-Westphalia,4th Quintile,3 rooms,0.43207,68,2154,0.37321,0.49918
206,206,1988,North Rhine-Westphalia,4th Quintile,4 rooms,0.26139,48,2154,0.22839,0.29851
207,207,1988,North Rhine-Westphalia,5th Quintile,2 rooms,0.19199,36,2154,0.15853,0.22348
208,208,1988,North Rhine-Westphalia,5th Quintile,3 rooms,0.39587,81,2154,0.35635,0.4338
209,209,1988,North Rhine-Westphalia,5th Quintile,4 rooms,0.2674,59,2154,0.23507,0.29455
210,210,1988,North Rhine-Westphalia,5th Quintile,5 rooms,0.14474,34,2154,0.12436,0.16415
211,211,1988,Hesse,1st Quintile,3 rooms,1.0,32,2154,0.66709,1.35607
212,212,1988,Hesse,2nd Quintile,3 rooms,1.0,45,2154,0.72044,1.23914
213,213,1988,Hesse,4th Quintile,3 rooms,1.0,34,2154,0.75881,1.23894
214,214,1988,Baden-Wuerttemberg,1st Quintile,2 rooms,0.39851,32,2154,0.30179,0.51863
215,215,1988,Baden-Wuerttemberg,1st Quintile,3 rooms,0.60149,61,2154,0.47901,0.74477
216,216,1988,Baden-Wuerttemberg,2nd Quintile,3 rooms,0.63479,76,2154,0.51074,0.76844
217,217,1988,Baden-Wuerttemberg,2nd Quintile,4 rooms,0.36521,47,2154,0.3028,0.42754
218,218,1988,Baden-Wuerttemberg,3rd Quintile,3 rooms,0.61351,74,2154,0.47966,0.73387
219,219,1988,Baden-Wuerttemberg,3rd Quintile,4 rooms,0.38649,40,2154,0.3112,0.46045
220,220,1988,Baden-Wuerttemberg,4th Quintile,2 rooms,0.24189,33,2154,0.17451,0.31871
221,221,1988,Baden-Wuerttemberg,4th Quintile,3 rooms,0.46473,63,2154,0.3759,0.56893
222,222,1988,Baden-Wuerttemberg,4th Quintile,4 rooms,0.29338,37,2154,0.23402,0.35482
223,223,1988,Baden-Wuerttemberg,5th Quintile,3 rooms,0.52533,44,2154,0.43546,0.63499
224,224,1988,Baden-Wuerttemberg,5th Quintile,4 rooms,0.47467,33,2154,0.40094,0.55346
225,225,1988,Bavaria,1st Quintile,3 rooms,1.0,47,2154,0.81152,1.17367
226,226,1988,Bavaria,2nd Quintile,3 rooms,1.0,65,2154,0.85894,1.14983
227,227,1988,Bavaria,3rd Quintile,3 rooms,0.64166,69,2154,0.53087,0.73459
228,228,1988,Bavaria,3rd Quintile,4 rooms,0.35834,39,2154,0.2993,0.42499
229,229,1988,Bavaria,4th Quintile,3 rooms,0.52537,45,2154,0.44336,0.61125
230,230,1988,Bavaria,4th Quintile,4 rooms,0.47463,39,2154,0.4072,0.53529
231,231,1988,Bavaria,5th Quintile,3 rooms,0.51662,40,2154,0.44832,0.58481
232,232,1988,Bavaria,5th Quintile,4 rooms,0.48338,37,2154,0.43814,0.53367
233,233,1989,Lower Saxony,1st Quintile,3 rooms,1.0,41,1996,0.78799,1.24117
234,234,1989,Lower Saxony,2nd Quintile,3 rooms,1.0,35,1996,0.77351,1.18671
235,235,1989,Lower Saxony,3rd Quintile,3 rooms,1.0,33,1996,0.80982,1.17704
236,236,1989,North Rhine-Westphalia,1st Quintile,2 rooms,0.38462,65,1996,0.3323,0.43744
237,237,1989,North Rhine-Westphalia,1st Quintile,3 rooms,0.44742,109,1996,0.37866,0.51567
238,238,1989,North Rhine-Westphalia,1st Quintile,4 rooms,0.16795,40,1996,0.13292,0.20352
239,239,1989,North Rhine-Westphalia,2nd Quintile,2 rooms,0.33737,52,1996,0.28926,0.38826
240,240,1989,North Rhine-Westphalia,2nd Quintile,3 rooms,0.46918,105,1996,0.40188,0.54272
241,241,1989,North Rhine-Westphalia,2nd Quintile,4 rooms,0.19346,51,1996,0.16614,0.22554
242,242,1989,North Rhine-Westphalia,3rd Quintile,2 rooms,0.29311,47,1996,0.25087,0.33382
243,243,1989,North Rhine-Westphalia,3rd Quintile,3 rooms,0.38516,82,1996,0.33743,0.43562
244,244,1989,North Rhine-Westphalia,3rd Quintile,4 rooms,0.32173,67,1996,0.27297,0.36606
245,245,1989,North Rhine-Westphalia,4th Quintile,2 rooms,0.36283,56,1996,0.3028,0.4265
246,246,1989,North Rhine-Westphalia,4th Quintile,3 rooms,0.4084,66,1996,0.35584,0.45834
247,247,1989,North Rhine-Westphalia,4th Quintile,4 rooms,0.22878,38,1996,0.19288,0.25979
248,248,1989,North Rhine-Westphalia,5th Quintile,2 rooms,0.19502,34,1996,0.15968,0.22766
249,249,1989,North Rhine-Westphalia,5th Quintile,3 rooms,0.39863,77,1996,0.36286,0.43397
250,250,1989,North Rhine-Westphalia,5th Quintile,4 rooms,0.24229,51,1996,0.21644,0.26595
251,251,1989,North Rhine-Westphalia,5th Quintile,5 rooms,0.16406,35,1996,0.14551,0.18255
252,252,1989,Hesse,1st Quintile,3 rooms,1.0,38,1996,0.73566,1.29242
253,253,1989,Hesse,2nd Quintile,3 rooms,1.0,46,1996,0.72547,1.23833
254,254,1989,Hesse,3rd Quintile,3 rooms,1.0,36,1996,0.76197,1.20071
255,255,1989,Baden-Wuerttemberg,1st Quintile,3 rooms,0.62393,55,1996,0.48099,0.76858
256,256,1989,Baden-Wuerttemberg,1st Quintile,4 rooms,0.37607,31,1996,0.26953,0.47655
257,257,1989,Baden-Wuerttemberg,2nd Quintile,3 rooms,0.69904,77,1996,0.55473,0.86194
258,258,1989,Baden-Wuerttemberg,2nd Quintile,4 rooms,0.30096,38,1996,0.23301,0.37381
259,259,1989,Baden-Wuerttemberg,3rd Quintile,3 rooms,0.55021,64,1996,0.41675,0.68279
260,260,1989,Baden-Wuerttemberg,3rd Quintile,4 rooms,0.44979,39,1996,0.38689,0.50395
261,261,1989,Baden-Wuerttemberg,4th Quintile,3 rooms,0.52062,62,1996,0.39275,0.63781
262,262,1989,Baden-Wuerttemberg,4th Quintile,4 rooms,0.47938,44,1996,0.37946,0.56647
263,263,1989,Baden-Wuerttemberg,5th Quintile,3 rooms,1.0,37,1996,0.7997,1.20279
264,264,1989,Bavaria,1st Quintile,3 rooms,1.0,39,1996,0.78566,1.2647
265,265,1989,Bavaria,2nd Quintile,3 rooms,1.0,67,1996,0.87609,1.15007
266,266,1989,Bavaria,3rd Quintile,3 rooms,1.0,65,1996,0.83899,1.14041
267,267,1989,Bavaria,4th Quintile,3 rooms,0.52162,48,1996,0.42216,0.61004
268,268,1989,Bavaria,4th Quintile,4 rooms,0.47838,45,1996,0.41677,0.5483
269,269,1989,Bavaria,5th Quintile,3 rooms,0.47348,39,1996,0.41314,0.53732
270,270,1989,Bavaria,5th Quintile,4 rooms,0.52652,42,1996,0.47797,0.57827
271,271,1990,Lower Saxony,2nd Quintile,3 rooms,1.0,43,4302,0.80066,1.2632
272,272,1990,Lower Saxony,3rd Quintile,3 rooms,1.0,53,4302,0.82511,1.19594
273,273,1990,Lower Saxony,4th Quintile,3 rooms,1.0,37,4302,0.82617,1.19486
274,274,1990,North Rhine-Westphalia,2nd Quintile,2 rooms,0.31247,67,4302,0.27041,0.35597
275,275,1990,North Rhine-Westphalia,2nd Quintile,3 rooms,0.50381,148,4302,0.443,0.56726
