,Unnamed: 0,year,hhtyp,quintil_oecd_hh,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
20,20,1984,Couple without children,3rd Quintile,3 rooms,0.52519,111,4777,0.49185,0.55855
21,21,1984,Couple without children,3rd Quintile,4 rooms,0.20465,41,4777,0.18601,0.21652
22,22,1984,Couple without children,4th Quintile,2 rooms,0.25317,75,4777,0.22357,0.28406
23,23,1984,Couple without children,4th Quintile,3 rooms,0.52188,132,4777,0.48044,0.55518
24,24,1984,Couple without children,4th Quintile,4 rooms,0.22495,55,4777,0.20213,0.24464
25,25,1984,Couple without children,5th Quintile,2 rooms,0.15481,80,4777,0.13279,0.1776
26,26,1984,Couple without children,5th Quintile,3 rooms,0.42066,159,4777,0.39773,0.43965
27,27,1984,Couple without children,5th Quintile,4 rooms,0.31635,110,4777,0.30616,0.32524
28,28,1984,Couple without children,5th Quintile,5 rooms,0.10819,37,4777,0.10184,0.11369
29,29,1984,Single parent,1st Quintile,3 rooms,1.0,65,4777,0.92147,1.07942
30,30,1984,Single parent,2nd Quintile,3 rooms,1.0,31,4777,0.79158,1.15523
31,31,1984,Couple with children,1st Quintile,2 rooms,0.08597,57,4777,0.06628,0.10607
32,32,1984,Couple with children,1st Quintile,3 rooms,0.43554,233,4777,0.39236,0.48941
33,33,1984,Couple with children,1st Quintile,4 rooms,0.28209,123,4777,0.23592,0.31627
34,34,1984,Couple with children,1st Quintile,5 rooms,0.19639,65,4777,0.16801,0.22303
35,35,1984,Couple with children,2nd Quintile,2 rooms,0.05145,68,4777,0.03905,0.06279
36,36,1984,Couple with children,2nd Quintile,3 rooms,0.34899,233,4777,0.31886,0.38086
37,37,1984,Couple with children,2nd Quintile,4 rooms,0.31578,166,4777,0.28898,0.33932
38,38,1984,Couple with children,2nd Quintile,5 rooms,0.17441,79,4777,0.15657,0.18982
39,39,1984,Couple with children,2nd Quintile,6 rooms,0.10937,43,4777,0.10171,0.11591
40,40,1984,Couple with children,3rd Quintile,2 rooms,0.03497,36,4777,0.02678,0.04727
41,41,1984,Couple with children,3rd Quintile,3 rooms,0.35085,225,4777,0.32438,0.37906
42,42,1984,Couple with children,3rd Quintile,4 rooms,0.34357,161,4777,0.32332,0.36398
43,43,1984,Couple with children,3rd Quintile,5 rooms,0.17566,77,4777,0.16189,0.18804
44,44,1984,Couple with children,3rd Quintile,6 rooms,0.09495,40,4777,0.0832,0.10309
45,45,1984,Couple with children,4th Quintile,3 rooms,0.26873,165,4777,0.23855,0.29616
46,46,1984,Couple with children,4th Quintile,4 rooms,0.36001,165,4777,0.33279,0.38227
47,47,1984,Couple with children,4th Quintile,5 rooms,0.23869,102,4777,0.22294,0.25305
48,48,1984,Couple with children,4th Quintile,6 rooms,0.13257,51,4777,0.12505,0.13996
49,49,1984,Couple with children,5th Quintile,3 rooms,0.22666,84,4777,0.20205,0.25049
50,50,1984,Couple with children,5th Quintile,4 rooms,0.33674,99,4777,0.31219,0.35407
51,51,1984,Couple with children,5th Quintile,5 rooms,0.2677,76,4777,0.25198,0.28176
52,52,1984,Couple with children,5th Quintile,6 rooms,0.16891,45,4777,0.16003,0.17585
53,53,1985,Single-person household,1st Quintile,1 room,0.23539,73,4201,0.21355,0.25662
54,54,1985,Single-person household,1st Quintile,2 rooms,0.44863,118,4201,0.41612,0.47303
55,55,1985,Single-person household,1st Quintile,3 rooms,0.31598,78,4201,0.29599,0.3335
56,56,1985,Single-person household,2nd Quintile,2 rooms,0.52514,84,4201,0.49058,0.56479
57,57,1985,Single-person household,2nd Quintile,3 rooms,0.47486,71,4201,0.43303,0.51013
58,58,1985,Single-person household,3rd Quintile,1 room,0.18146,47,4201,0.14971,0.21176
59,59,1985,Single-person household,3rd Quintile,2 rooms,0.50537,93,4201,0.4654,0.54539
60,60,1985,Single-person household,3rd Quintile,3 rooms,0.31317,55,4201,0.28224,0.34758
61,61,1985,Single-person household,4th Quintile,1 room,0.19039,51,4201,0.164,0.22225
62,62,1985,Single-person household,4th Quintile,2 rooms,0.42528,86,4201,0.39789,0.45731
63,63,1985,Single-person household,4th Quintile,3 rooms,0.38433,68,4201,0.35409,0.40844
64,64,1985,Single-person household,5th Quintile,2 rooms,0.53956,72,4201,0.5069,0.57382
65,65,1985,Single-person household,5th Quintile,3 rooms,0.46044,59,4201,0.42765,0.49307
66,66,1985,Couple without children,1st Quintile,2 rooms,0.45597,46,4201,0.39182,0.51651
67,67,1985,Couple without children,1st Quintile,3 rooms,0.54403,53,4201,0.48949,0.60671
68,68,1985,Couple without children,2nd Quintile,2 rooms,0.36636,58,4201,0.32177,0.4159
69,69,1985,Couple without children,2nd Quintile,3 rooms,0.63364,86,4201,0.58838,0.67675
70,70,1985,Couple without children,3rd Quintile,2 rooms,0.2548,57,4201,0.22488,0.28784
71,71,1985,Couple without children,3rd Quintile,3 rooms,0.48454,91,4201,0.45494,0.51076
72,72,1985,Couple without children,3rd Quintile,4 rooms,0.26066,48,4201,0.24485,0.28025
73,73,1985,Couple without children,4th Quintile,2 rooms,0.20927,62,4201,0.17986,0.23881
74,74,1985,Couple without children,4th Quintile,3 rooms,0.52869,122,4201,0.49131,0.5691
75,75,1985,Couple without children,4th Quintile,4 rooms,0.26204,56,4201,0.2381,0.28392
76,76,1985,Couple without children,5th Quintile,2 rooms,0.17072,75,4201,0.14996,0.19224
77,77,1985,Couple without children,5th Quintile,3 rooms,0.37771,138,4201,0.35829,0.395
78,78,1985,Couple without children,5th Quintile,4 rooms,0.31906,108,4201,0.30772,0.32867
79,79,1985,Couple without children,5th Quintile,5 rooms,0.1325,41,4201,0.12735,0.13861
80,80,1985,Single parent,1st Quintile,3 rooms,1.0,53,4201,0.84387,1.1036
81,81,1985,Couple with children,1st Quintile,2 rooms,0.08847,54,4201,0.06741,0.11292
82,82,1985,Couple with children,1st Quintile,3 rooms,0.41698,199,4201,0.37549,0.46635
83,83,1985,Couple with children,1st Quintile,4 rooms,0.30096,118,4201,0.26943,0.3408
84,84,1985,Couple with children,1st Quintile,5 rooms,0.19358,60,4201,0.16227,0.22066
85,85,1985,Couple with children,2nd Quintile,2 rooms,0.04845,44,4201,0.03644,0.0617
86,86,1985,Couple with children,2nd Quintile,3 rooms,0.38863,238,4201,0.35456,0.43001
87,87,1985,Couple with children,2nd Quintile,4 rooms,0.32287,155,4201,0.29829,0.34686
88,88,1985,Couple with children,2nd Quintile,5 rooms,0.15468,65,4201,0.14158,0.16464
89,89,1985,Couple with children,2nd Quintile,6 rooms,0.08537,33,4201,0.07705,0.09442
90,90,1985,Couple with children,3rd Quintile,2 rooms,0.03575,41,4201,0.02497,0.04746
91,91,1985,Couple with children,3rd Quintile,3 rooms,0.29484,171,4201,0.2646,0.32356
92,92,1985,Couple with children,3rd Quintile,4 rooms,0.35054,155,4201,0.32387,0.37211
93,93,1985,Couple with children,3rd Quintile,5 rooms,0.18806,77,4201,0.17267,0.20051
94,94,1985,Couple with children,3rd Quintile,6 rooms,0.1308,49,4201,0.12053,0.13948
95,95,1985,Couple with children,4th Quintile,3 rooms,0.2854,140,4201,0.25457,0.31213
96,96,1985,Couple with children,4th Quintile,4 rooms,0.33399,133,4201,0.31238,0.35777
97,97,1985,Couple with children,4th Quintile,5 rooms,0.24157,94,4201,0.22001,0.26056
98,98,1985,Couple with children,4th Quintile,6 rooms,0.13904,47,4201,0.1295,0.14777
99,99,1985,Couple with children,5th Quintile,3 rooms,0.1887,70,4201,0.15553,0.21975
100,100,1985,Couple with children,5th Quintile,4 rooms,0.34023,90,4201,0.31644,0.36489
101,101,1985,Couple with children,5th Quintile,5 rooms,0.29715,75,4201,0.28203,0.31434
102,102,1985,Couple with children,5th Quintile,6 rooms,0.17392,44,4201,0.1607,0.18686
103,103,1986,Single-person household,1st Quintile,1 room,0.2478,74,3980,0.22438,0.26948
104,104,1986,Single-person household,1st Quintile,2 rooms,0.44483,111,3980,0.41413,0.4692
105,105,1986,Single-person household,1st Quintile,3 rooms,0.30737,69,3980,0.28498,0.32895
106,106,1986,Single-person household,2nd Quintile,1 room,0.15632,32,3980,0.13086,0.18184
107,107,1986,Single-person household,2nd Quintile,2 rooms,0.43728,64,3980,0.40121,0.46502
108,108,1986,Single-person household,2nd Quintile,3 rooms,0.4064,61,3980,0.37913,0.43371
109,109,1986,Single-person household,3rd Quintile,1 room,0.18574,48,3980,0.14992,0.21671
110,110,1986,Single-person household,3rd Quintile,2 rooms,0.48938,89,3980,0.45359,0.52649
111,111,1986,Single-person household,3rd Quintile,3 rooms,0.32488,54,3980,0.28894,0.35375
112,112,1986,Single-person household,4th Quintile,1 room,0.19764,45,3980,0.17258,0.2282
113,113,1986,Single-person household,4th Quintile,2 rooms,0.52742,103,3980,0.48645,0.561
114,114,1986,Single-person household,4th Quintile,3 rooms,0.27494,51,3980,0.24472,0.30672
115,115,1986,Single-person household,5th Quintile,2 rooms,0.39723,45,3980,0.37131,0.43394
116,116,1986,Single-person household,5th Quintile,3 rooms,0.60277,65,3980,0.55796,0.6417
117,117,1986,Couple without children,1st Quintile,2 rooms,0.49768,58,3980,0.43487,0.56531
118,118,1986,Couple without children,1st Quintile,3 rooms,0.50232,54,3980,0.44496,0.54672
119,119,1986,Couple without children,2nd Quintile,2 rooms,0.29281,54,3980,0.25158,0.33557
120,120,1986,Couple without children,2nd Quintile,3 rooms,0.47134,68,3980,0.42795,0.50997
121,121,1986,Couple without children,2nd Quintile,4 rooms,0.23585,34,3980,0.20769,0.26088
122,122,1986,Couple without children,3rd Quintile,2 rooms,0.37419,59,3980,0.32122,0.42273
123,123,1986,Couple without children,3rd Quintile,3 rooms,0.62581,83,3980,0.57947,0.67569
124,124,1986,Couple without children,4th Quintile,2 rooms,0.23315,68,3980,0.20549,0.25652
125,125,1986,Couple without children,4th Quintile,3 rooms,0.55463,134,3980,0.5198,0.59368
126,126,1986,Couple without children,4th Quintile,4 rooms,0.21222,53,3980,0.18869,0.22924
127,127,1986,Couple without children,5th Quintile,2 rooms,0.12056,52,3980,0.09787,0.14371
128,128,1986,Couple without children,5th Quintile,3 rooms,0.39885,140,3980,0.37216,0.42377
129,129,1986,Couple without children,5th Quintile,4 rooms,0.36325,113,3980,0.34877,0.37814
130,130,1986,Couple without children,5th Quintile,5 rooms,0.11733,37,3980,0.10843,0.12764
131,131,1986,Single parent,1st Quintile,3 rooms,1.0,41,3980,0.8278,1.14383
132,132,1986,Couple with children,1st Quintile,2 rooms,0.09644,42,3980,0.06956,0.12275
133,133,1986,Couple with children,1st Quintile,3 rooms,0.43702,188,3980,0.3831,0.49491
134,134,1986,Couple with children,1st Quintile,4 rooms,0.28698,100,3980,0.24609,0.33315
135,135,1986,Couple with children,1st Quintile,5 rooms,0.17956,46,3980,0.15119,0.2093
136,136,1986,Couple with children,2nd Quintile,2 rooms,0.04469,46,3980,0.03235,0.05723
137,137,1986,Couple with children,2nd Quintile,3 rooms,0.34674,207,3980,0.3144,0.38696
138,138,1986,Couple with children,2nd Quintile,4 rooms,0.33715,151,3980,0.3105,0.35818
139,139,1986,Couple with children,2nd Quintile,5 rooms,0.17144,73,3980,0.14571,0.19093
140,140,1986,Couple with children,2nd Quintile,6 rooms,0.09998,37,3980,0.09149,0.10904
141,141,1986,Couple with children,3rd Quintile,2 rooms,0.03245,36,3980,0.02236,0.04498
142,142,1986,Couple with children,3rd Quintile,3 rooms,0.34169,181,3980,0.30844,0.37687
143,143,1986,Couple with children,3rd Quintile,4 rooms,0.33596,141,3980,0.30474,0.36344
144,144,1986,Couple with children,3rd Quintile,5 rooms,0.16937,71,3980,0.14957,0.18773
145,145,1986,Couple with children,3rd Quintile,6 rooms,0.12053,44,3980,0.11032,0.129
146,146,1986,Couple with children,4th Quintile,3 rooms,0.29628,138,3980,0.26315,0.32835
147,147,1986,Couple with children,4th Quintile,4 rooms,0.33954,128,3980,0.31239,0.36706
148,148,1986,Couple with children,4th Quintile,5 rooms,0.22987,78,3980,0.21557,0.24455
149,149,1986,Couple with children,4th Quintile,6 rooms,0.13432,44,3980,0.12295,0.14509
150,150,1986,Couple with children,5th Quintile,3 rooms,0.21132,66,3980,0.18416,0.23774
151,151,1986,Couple with children,5th Quintile,4 rooms,0.28161,74,3980,0.25643,0.30517
152,152,1986,Couple with children,5th Quintile,5 rooms,0.29682,78,3980,0.27679,0.31529
153,153,1986,Couple with children,5th Quintile,6 rooms,0.21025,52,3980,0.19636,0.22624
154,154,1987,Single-person household,1st Quintile,1 room,0.27867,79,3885,0.25203,0.3012
155,155,1987,Single-person household,1st Quintile,2 rooms,0.3779,98,3885,0.35398,0.40636
156,156,1987,Single-person household,1st Quintile,3 rooms,0.34343,80,3885,0.32151,0.36339
157,157,1987,Single-person household,2nd Quintile,2 rooms,0.55334,81,3885,0.5165,0.58197
158,158,1987,Single-person household,2nd Quintile,3 rooms,0.44666,64,3885,0.42405,0.47188
159,159,1987,Single-person household,3rd Quintile,1 room,0.15717,43,3885,0.1266,0.19112
160,160,1987,Single-person household,3rd Quintile,2 rooms,0.55643,95,3885,0.51348,0.59518
161,161,1987,Single-person household,3rd Quintile,3 rooms,0.28639,46,3885,0.25978,0.30961
162,162,1987,Single-person household,4th Quintile,1 room,0.22261,41,3885,0.19248,0.25884
163,163,1987,Single-person household,4th Quintile,2 rooms,0.46553,83,3885,0.42407,0.50797
164,164,1987,Single-person household,4th Quintile,3 rooms,0.31186,52,3885,0.27344,0.34246
165,165,1987,Single-person household,5th Quintile,2 rooms,0.53325,64,3885,0.49685,0.57311
166,166,1987,Single-person household,5th Quintile,3 rooms,0.46675,55,3885,0.43296,0.50405
167,167,1987,Couple without children,1st Quintile,2 rooms,0.45497,42,3885,0.4014,0.515
168,168,1987,Couple without children,1st Quintile,3 rooms,0.54503,56,3885,0.48141,0.59925
169,169,1987,Couple without children,2nd Quintile,2 rooms,0.3542,47,3885,0.28643,0.41611
170,170,1987,Couple without children,2nd Quintile,3 rooms,0.6458,71,3885,0.57499,0.70677
171,171,1987,Couple without children,3rd Quintile,2 rooms,0.23563,48,3885,0.19803,0.26777
172,172,1987,Couple without children,3rd Quintile,3 rooms,0.47288,75,3885,0.42944,0.51699
173,173,1987,Couple without children,3rd Quintile,4 rooms,0.29149,46,3885,0.26895,0.32002
174,174,1987,Couple without children,4th Quintile,2 rooms,0.25275,75,3885,0.22386,0.28151
175,175,1987,Couple without children,4th Quintile,3 rooms,0.52891,124,3885,0.49707,0.56651
176,176,1987,Couple without children,4th Quintile,4 rooms,0.21834,51,3885,0.20137,0.23918
177,177,1987,Couple without children,5th Quintile,2 rooms,0.13356,61,3885,0.109,0.15738
178,178,1987,Couple without children,5th Quintile,3 rooms,0.39977,139,3885,0.37541,0.42149
179,179,1987,Couple without children,5th Quintile,4 rooms,0.338,103,3885,0.31973,0.3537
180,180,1987,Couple without children,5th Quintile,5 rooms,0.12867,42,3885,0.11691,0.14264
181,181,1987,Single parent,1st Quintile,3 rooms,1.0,40,3885,0.8562,1.1607
182,182,1987,Single parent,2nd Quintile,3 rooms,1.0,35,3885,0.86739,1.16235
183,183,1987,Couple with children,1st Quintile,2 rooms,0.10129,46,3885,0.07643,0.12831
184,184,1987,Couple with children,1st Quintile,3 rooms,0.46125,170,3885,0.40039,0.51862
185,185,1987,Couple with children,1st Quintile,4 rooms,0.27689,85,3885,0.23472,0.32072
186,186,1987,Couple with children,1st Quintile,5 rooms,0.16058,33,3885,0.12278,0.19766
187,187,1987,Couple with children,2nd Quintile,2 rooms,0.03809,40,3885,0.02828,0.04897
188,188,1987,Couple with children,2nd Quintile,3 rooms,0.42439,214,3885,0.38626,0.46758
189,189,1987,Couple with children,2nd Quintile,4 rooms,0.34833,147,3885,0.31227,0.37551
190,190,1987,Couple with children,2nd Quintile,5 rooms,0.18919,67,3885,0.16936,0.20667
191,191,1987,Couple with children,3rd Quintile,2 rooms,0.04231,32,3885,0.03212,0.05697
192,192,1987,Couple with children,3rd Quintile,3 rooms,0.33168,186,3885,0.29709,0.36596
193,193,1987,Couple with children,3rd Quintile,4 rooms,0.30417,137,3885,0.27934,0.33354
194,194,1987,Couple with children,3rd Quintile,5 rooms,0.19956,86,3885,0.18093,0.218
195,195,1987,Couple with children,3rd Quintile,6 rooms,0.12227,44,3885,0.1106,0.13261
196,196,1987,Couple with children,4th Quintile,3 rooms,0.27818,136,3885,0.25039,0.31647
197,197,1987,Couple with children,4th Quintile,4 rooms,0.35716,138,3885,0.32824,0.38716
198,198,1987,Couple with children,4th Quintile,5 rooms,0.23253,83,3885,0.21571,0.24798
199,199,1987,Couple with children,4th Quintile,6 rooms,0.13213,48,3885,0.12175,0.14321
200,200,1987,Couple with children,5th Quintile,3 rooms,0.17579,53,3885,0.14992,0.20146
201,201,1987,Couple with children,5th Quintile,4 rooms,0.3036,75,3885,0.28014,0.32303
202,202,1987,Couple with children,5th Quintile,5 rooms,0.34385,87,3885,0.32008,0.36908
203,203,1987,Couple with children,5th Quintile,6 rooms,0.17676,42,3885,0.16081,0.19172
204,204,1988,Single-person household,1st Quintile,1 room,0.25751,63,3685,0.22968,0.28466
205,205,1988,Single-person household,1st Quintile,2 rooms,0.36933,86,3685,0.34117,0.39725
206,206,1988,Single-person household,1st Quintile,3 rooms,0.37315,84,3685,0.34923,0.40086
207,207,1988,Single-person household,2nd Quintile,2 rooms,0.53058,80,3685,0.48306,0.56253
208,208,1988,Single-person household,2nd Quintile,3 rooms,0.46942,64,3685,0.44956,0.48722
209,209,1988,Single-person household,3rd Quintile,1 room,0.18972,42,3685,0.15443,0.22758
210,210,1988,Single-person household,3rd Quintile,2 rooms,0.53606,78,3685,0.49633,0.57786
211,211,1988,Single-person household,3rd Quintile,3 rooms,0.27422,43,3685,0.25051,0.3031
212,212,1988,Single-person household,4th Quintile,1 room,0.17573,37,3685,0.14635,0.21117
213,213,1988,Single-person household,4th Quintile,2 rooms,0.48905,87,3685,0.44158,0.5368
214,214,1988,Single-person household,4th Quintile,3 rooms,0.33522,56,3685,0.29845,0.37167
215,215,1988,Single-person household,5th Quintile,2 rooms,0.50237,60,3685,0.45984,0.54269
216,216,1988,Single-person household,5th Quintile,3 rooms,0.49763,56,3685,0.45514,0.53897
217,217,1988,Couple without children,1st Quintile,2 rooms,0.51476,58,3685,0.42827,0.59392
218,218,1988,Couple without children,1st Quintile,3 rooms,0.48524,52,3685,0.42617,0.53873
219,219,1988,Couple without children,2nd Quintile,2 rooms,0.2968,51,3685,0.25238,0.34567
220,220,1988,Couple without children,2nd Quintile,3 rooms,0.43924,66,3685,0.3882,0.48894
221,221,1988,Couple without children,2nd Quintile,4 rooms,0.26396,36,3685,0.23898,0.2817
222,222,1988,Couple without children,3rd Quintile,2 rooms,0.25252,53,3685,0.21374,0.28892
223,223,1988,Couple without children,3rd Quintile,3 rooms,0.55938,94,3685,0.50581,0.61055
224,224,1988,Couple without children,3rd Quintile,4 rooms,0.1881,32,3685,0.15978,0.21283
225,225,1988,Couple without children,4th Quintile,2 rooms,0.2405,66,3685,0.20039,0.28014
226,226,1988,Couple without children,4th Quintile,3 rooms,0.51282,106,3685,0.46208,0.5633
227,227,1988,Couple without children,4th Quintile,4 rooms,0.24668,51,3685,0.22361,0.27363
228,228,1988,Couple without children,5th Quintile,2 rooms,0.13695,56,3685,0.11581,0.15855
229,229,1988,Couple without children,5th Quintile,3 rooms,0.4351,142,3685,0.40659,0.46453
230,230,1988,Couple without children,5th Quintile,4 rooms,0.30178,90,3685,0.28232,0.32474
231,231,1988,Couple without children,5th Quintile,5 rooms,0.12617,38,3685,0.11396,0.13883
232,232,1988,Single parent,1st Quintile,3 rooms,1.0,35,3685,0.80071,1.17651
233,233,1988,Single parent,2nd Quintile,3 rooms,1.0,31,3685,0.81168,1.16949
234,234,1988,Couple with children,1st Quintile,2 rooms,0.07204,40,3685,0.04942,0.09703
235,235,1988,Couple with children,1st Quintile,3 rooms,0.466,170,3685,0.3992,0.53601
236,236,1988,Couple with children,1st Quintile,4 rooms,0.29698,87,3685,0.24269,0.33944
237,237,1988,Couple with children,1st Quintile,5 rooms,0.16499,41,3685,0.13715,0.19956
238,238,1988,Couple with children,2nd Quintile,3 rooms,0.49315,215,3685,0.44099,0.54216
239,239,1988,Couple with children,2nd Quintile,4 rooms,0.32479,133,3685,0.29213,0.3597
240,240,1988,Couple with children,2nd Quintile,5 rooms,0.18206,56,3685,0.15674,0.20475
241,241,1988,Couple with children,3rd Quintile,3 rooms,0.34051,176,3685,0.29746,0.37744
242,242,1988,Couple with children,3rd Quintile,4 rooms,0.33669,139,3685,0.30325,0.36424
243,243,1988,Couple with children,3rd Quintile,5 rooms,0.18925,70,3685,0.17095,0.20607
244,244,1988,Couple with children,3rd Quintile,6 rooms,0.13355,43,3685,0.12343,0.14564
245,245,1988,Couple with children,4th Quintile,3 rooms,0.24324,115,3685,0.21398,0.2744
246,246,1988,Couple with children,4th Quintile,4 rooms,0.36256,130,3685,0.33527,0.38495
247,247,1988,Couple with children,4th Quintile,5 rooms,0.23374,81,3685,0.21062,0.25201
248,248,1988,Couple with children,4th Quintile,6 rooms,0.16046,54,3685,0.14613,0.17381
249,249,1988,Couple with children,5th Quintile,3 rooms,0.14723,43,3685,0.1279,0.17267
250,250,1988,Couple with children,5th Quintile,4 rooms,0.30236,73,3685,0.27624,0.32614
251,251,1988,Couple with children,5th Quintile,5 rooms,0.35271,81,3685,0.33037,0.37755
252,252,1988,Couple with children,5th Quintile,6 rooms,0.19769,45,3685,0.18274,0.21292
253,253,1989,Single-person household,1st Quintile,1 room,0.23098,58,3546,0.20534,0.25788
254,254,1989,Single-person household,1st Quintile,2 rooms,0.41511,97,3546,0.38346,0.45133
255,255,1989,Single-person household,1st Quintile,3 rooms,0.35391,75,3546,0.3326,0.37831
256,256,1989,Single-person household,2nd Quintile,1 room,0.1291,35,3546,0.09866,0.15562
257,257,1989,Single-person household,2nd Quintile,2 rooms,0.48956,90,3546,0.45028,0.52499
258,258,1989,Single-person household,2nd Quintile,3 rooms,0.38133,63,3546,0.3583,0.40165
259,259,1989,Single-person household,3rd Quintile,2 rooms,0.60454,86,3546,0.55838,0.65366
260,260,1989,Single-person household,3rd Quintile,3 rooms,0.39546,54,3546,0.35765,0.43368
261,261,1989,Single-person household,4th Quintile,1 room,0.20137,35,3546,0.17303,0.2309
262,262,1989,Single-person household,4th Quintile,2 rooms,0.47296,79,3546,0.43113,0.5147
263,263,1989,Single-person household,4th Quintile,3 rooms,0.32567,51,3546,0.28063,0.36101
264,264,1989,Single-person household,5th Quintile,2 rooms,0.51929,58,3546,0.46845,0.56206
265,265,1989,Single-person household,5th Quintile,3 rooms,0.48071,55,3546,0.44583,0.5245
266,266,1989,Couple without children,1st Quintile,2 rooms,0.53633,51,3546,0.45632,0.60699
267,267,1989,Couple without children,1st Quintile,3 rooms,0.46367,47,3546,0.40178,0.51404
268,268,1989,Couple without children,2nd Quintile,2 rooms,0.37225,48,3546,0.31833,0.42341
269,269,1989,Couple without children,2nd Quintile,3 rooms,0.62775,66,3546,0.55677,0.69949
270,270,1989,Couple without children,3rd Quintile,2 rooms,0.20595,39,3546,0.16973,0.24614
271,271,1989,Couple without children,3rd Quintile,3 rooms,0.54496,91,3546,0.48432,0.59858
272,272,1989,Couple without children,3rd Quintile,4 rooms,0.24909,38,3546,0.21859,0.27625
273,273,1989,Couple without children,4th Quintile,2 rooms,0.24668,83,3546,0.21348,0.27585
274,274,1989,Couple without children,4th Quintile,3 rooms,0.49464,118,3546,0.45301,0.54695
275,275,1989,Couple without children,4th Quintile,4 rooms,0.25868,60,3546,0.22941,0.28868
276,276,1989,Couple without children,5th Quintile,2 rooms,0.14549,54,3546,0.12593,0.16814
277,277,1989,Couple without children,5th Quintile,3 rooms,0.41738,124,3546,0.39343,0.44751
278,278,1989,Couple without children,5th Quintile,4 rooms,0.28628,80,3546,0.26632,0.30567
279,279,1989,Couple without children,5th Quintile,5 rooms,0.15085,42,3546,0.13636,0.16773
280,280,1989,Single parent,2nd Quintile,3 rooms,1.0,31,3546,0.77007,1.24534
281,281,1989,Couple with children,1st Quintile,2 rooms,0.08351,45,3546,0.06605,0.1048
282,282,1989,Couple with children,1st Quintile,3 rooms,0.39657,157,3546,0.33082,0.45203
283,283,1989,Couple with children,1st Quintile,4 rooms,0.37038,96,3546,0.30817,0.41389
284,284,1989,Couple with children,1st Quintile,5 rooms,0.14955,34,3546,0.11351,0.18619
285,285,1989,Couple with children,2nd Quintile,3 rooms,0.38897,203,3546,0.34375,0.4238
286,286,1989,Couple with children,2nd Quintile,4 rooms,0.32403,136,3546,0.29404,0.35796
287,287,1989,Couple with children,2nd Quintile,5 rooms,0.18855,66,3546,0.1671,0.20841
288,288,1989,Couple with children,2nd Quintile,6 rooms,0.09845,33,3546,0.08569,0.11127
289,289,1989,Couple with children,3rd Quintile,3 rooms,0.36366,173,3546,0.33033,0.39462
290,290,1989,Couple with children,3rd Quintile,4 rooms,0.33333,132,3546,0.30643,0.36346
291,291,1989,Couple with children,3rd Quintile,5 rooms,0.17877,64,3546,0.15562,0.19696
292,292,1989,Couple with children,3rd Quintile,6 rooms,0.12424,44,3546,0.11454,0.13293
293,293,1989,Couple with children,4th Quintile,3 rooms,0.22398,100,3546,0.1926,0.25931
294,294,1989,Couple with children,4th Quintile,4 rooms,0.34975,107,3546,0.32172,0.38045
295,295,1989,Couple with children,4th Quintile,5 rooms,0.26132,77,3546,0.24192,0.28389
296,296,1989,Couple with children,4th Quintile,6 rooms,0.16495,46,3546,0.14832,0.17856
297,297,1989,Couple with children,5th Quintile,3 rooms,0.1557,40,3546,0.12995,0.18356
298,298,1989,Couple with children,5th Quintile,4 rooms,0.32961,74,3546,0.30085,0.35475
299,299,1989,Couple with children,5th Quintile,5 rooms,0.33059,71,3546,0.31341,0.34836
