,Unnamed: 0,year,hhtyp,quintil_oecd_hh,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1413,1413,2006,Couple with children,3rd Quintile,3 rooms,0.22199,170,11098,0.1975,0.24998
1414,1414,2006,Couple with children,3rd Quintile,4 rooms,0.29738,244,11098,0.26873,0.32599
1415,1415,2006,Couple with children,3rd Quintile,5 rooms,0.28229,229,11098,0.25233,0.30863
1416,1416,2006,Couple with children,3rd Quintile,6 rooms,0.14367,119,11098,0.12468,0.16222
1417,1417,2006,Couple with children,3rd Quintile,7 rooms,0.05467,50,11098,0.043,0.067
1418,1418,2006,Couple with children,4th Quintile,3 rooms,0.15301,135,11098,0.13208,0.17172
1419,1419,2006,Couple with children,4th Quintile,4 rooms,0.30162,245,11098,0.27591,0.33017
1420,1420,2006,Couple with children,4th Quintile,5 rooms,0.29185,236,11098,0.26357,0.32524
1421,1421,2006,Couple with children,4th Quintile,6 rooms,0.14835,160,11098,0.12806,0.16922
1422,1422,2006,Couple with children,4th Quintile,7 rooms,0.06723,75,11098,0.05389,0.08317
1423,1423,2006,Couple with children,4th Quintile,8 rooms,0.03793,37,11098,0.02968,0.04603
1424,1424,2006,Couple with children,5th Quintile,3 rooms,0.09746,67,11098,0.07848,0.117
1425,1425,2006,Couple with children,5th Quintile,4 rooms,0.20802,163,11098,0.17575,0.24265
1426,1426,2006,Couple with children,5th Quintile,5 rooms,0.28285,214,11098,0.24938,0.32485
1427,1427,2006,Couple with children,5th Quintile,6 rooms,0.22411,194,11098,0.19719,0.26245
1428,1428,2006,Couple with children,5th Quintile,7 rooms,0.11075,113,11098,0.09321,0.1301
1429,1429,2006,Couple with children,5th Quintile,8 rooms,0.07681,70,11098,0.05824,0.10067
1430,1430,2007,Single-person household,1st Quintile,1 room,0.17674,150,10276,0.15925,0.19746
1431,1431,2007,Single-person household,1st Quintile,2 rooms,0.52004,404,10276,0.48842,0.54565
1432,1432,2007,Single-person household,1st Quintile,3 rooms,0.23121,197,10276,0.2126,0.24914
1433,1433,2007,Single-person household,1st Quintile,4 rooms,0.07201,57,10276,0.06134,0.08286
1434,1434,2007,Single-person household,2nd Quintile,1 room,0.08631,47,10276,0.07189,0.10036
1435,1435,2007,Single-person household,2nd Quintile,2 rooms,0.47623,258,10276,0.44852,0.50801
1436,1436,2007,Single-person household,2nd Quintile,3 rooms,0.35071,200,10276,0.32076,0.38103
1437,1437,2007,Single-person household,2nd Quintile,4 rooms,0.08674,54,10276,0.07498,0.09887
1438,1438,2007,Single-person household,3rd Quintile,1 room,0.08458,39,10276,0.07384,0.0942
1439,1439,2007,Single-person household,3rd Quintile,2 rooms,0.39628,210,10276,0.36153,0.42263
1440,1440,2007,Single-person household,3rd Quintile,3 rooms,0.32338,178,10276,0.2994,0.34433
1441,1441,2007,Single-person household,3rd Quintile,4 rooms,0.13089,70,10276,0.1163,0.1444
1442,1442,2007,Single-person household,3rd Quintile,5 rooms,0.06487,34,10276,0.05543,0.07638
1443,1443,2007,Single-person household,4th Quintile,2 rooms,0.41277,192,10276,0.38417,0.44593
1444,1444,2007,Single-person household,4th Quintile,3 rooms,0.36089,172,10276,0.33349,0.39294
1445,1445,2007,Single-person household,4th Quintile,4 rooms,0.13255,74,10276,0.11209,0.14699
1446,1446,2007,Single-person household,4th Quintile,5 rooms,0.0938,51,10276,0.07994,0.10808
1447,1447,2007,Single-person household,5th Quintile,2 rooms,0.25531,113,10276,0.2224,0.29083
1448,1448,2007,Single-person household,5th Quintile,3 rooms,0.34896,170,10276,0.31975,0.37794
1449,1449,2007,Single-person household,5th Quintile,4 rooms,0.20725,106,10276,0.18518,0.23822
1450,1450,2007,Single-person household,5th Quintile,5 rooms,0.13221,71,10276,0.11125,0.1531
1451,1451,2007,Single-person household,5th Quintile,6 rooms,0.05627,37,10276,0.04345,0.07008
1452,1452,2007,Couple without children,1st Quintile,2 rooms,0.33079,112,10276,0.28827,0.3866
1453,1453,2007,Couple without children,1st Quintile,3 rooms,0.50813,163,10276,0.45578,0.55682
1454,1454,2007,Couple without children,1st Quintile,4 rooms,0.16108,57,10276,0.13415,0.1857
1455,1455,2007,Couple without children,2nd Quintile,2 rooms,0.20315,123,10276,0.18228,0.2265
1456,1456,2007,Couple without children,2nd Quintile,3 rooms,0.46145,281,10276,0.43259,0.50499
1457,1457,2007,Couple without children,2nd Quintile,4 rooms,0.23176,132,10276,0.20517,0.26732
1458,1458,2007,Couple without children,2nd Quintile,5 rooms,0.10364,60,10276,0.08855,0.11573
1459,1459,2007,Couple without children,3rd Quintile,2 rooms,0.16315,103,10276,0.14081,0.18488
1460,1460,2007,Couple without children,3rd Quintile,3 rooms,0.40064,276,10276,0.36732,0.43482
1461,1461,2007,Couple without children,3rd Quintile,4 rooms,0.23396,164,10276,0.21095,0.26122
1462,1462,2007,Couple without children,3rd Quintile,5 rooms,0.13316,92,10276,0.11875,0.15076
1463,1463,2007,Couple without children,3rd Quintile,6 rooms,0.06908,47,10276,0.05558,0.08343
1464,1464,2007,Couple without children,4th Quintile,2 rooms,0.11937,95,10276,0.09916,0.14013
1465,1465,2007,Couple without children,4th Quintile,3 rooms,0.3559,270,10276,0.32354,0.39053
1466,1466,2007,Couple without children,4th Quintile,4 rooms,0.29045,219,10276,0.25925,0.3181
1467,1467,2007,Couple without children,4th Quintile,5 rooms,0.13855,120,10276,0.12159,0.15452
1468,1468,2007,Couple without children,4th Quintile,6 rooms,0.09573,66,10276,0.07788,0.11056
1469,1469,2007,Couple without children,5th Quintile,2 rooms,0.03618,54,10276,0.02832,0.04622
1470,1470,2007,Couple without children,5th Quintile,3 rooms,0.26642,292,10276,0.24298,0.29296
1471,1471,2007,Couple without children,5th Quintile,4 rooms,0.25733,327,10276,0.23392,0.28538
1472,1472,2007,Couple without children,5th Quintile,5 rooms,0.20176,283,10276,0.17882,0.22737
1473,1473,2007,Couple without children,5th Quintile,6 rooms,0.12921,170,10276,0.11247,0.14644
1474,1474,2007,Couple without children,5th Quintile,7 rooms,0.08567,110,10276,0.06948,0.10942
1475,1475,2007,Couple without children,5th Quintile,8 rooms,0.02343,41,10276,0.01803,0.03054
1476,1476,2007,Single parent,1st Quintile,2 rooms,0.15898,40,10276,0.13006,0.19431
1477,1477,2007,Single parent,1st Quintile,3 rooms,0.56743,143,10276,0.50645,0.63421
1478,1478,2007,Single parent,1st Quintile,4 rooms,0.27358,73,10276,0.23052,0.31283
1479,1479,2007,Single parent,2nd Quintile,3 rooms,0.69928,75,10276,0.58145,0.83714
1480,1480,2007,Single parent,2nd Quintile,4 rooms,0.30072,36,10276,0.22865,0.3728
1481,1481,2007,Single parent,3rd Quintile,3 rooms,1.0,49,10276,0.80882,1.17252
1482,1482,2007,Couple with children,1st Quintile,3 rooms,0.50095,177,10276,0.4408,0.56253
1483,1483,2007,Couple with children,1st Quintile,4 rooms,0.36023,126,10276,0.30902,0.40978
1484,1484,2007,Couple with children,1st Quintile,5 rooms,0.13882,39,10276,0.10175,0.17202
1485,1485,2007,Couple with children,2nd Quintile,3 rooms,0.34148,220,10276,0.30535,0.37601
1486,1486,2007,Couple with children,2nd Quintile,4 rooms,0.30114,203,10276,0.27118,0.33284
1487,1487,2007,Couple with children,2nd Quintile,5 rooms,0.19848,133,10276,0.17394,0.23
1488,1488,2007,Couple with children,2nd Quintile,6 rooms,0.09923,77,10276,0.07859,0.12181
1489,1489,2007,Couple with children,2nd Quintile,7 rooms,0.05966,40,10276,0.046,0.07605
1490,1490,2007,Couple with children,3rd Quintile,3 rooms,0.23376,160,10276,0.20688,0.26325
1491,1491,2007,Couple with children,3rd Quintile,4 rooms,0.29043,219,10276,0.26097,0.32496
1492,1492,2007,Couple with children,3rd Quintile,5 rooms,0.24074,179,10276,0.20811,0.27008
1493,1493,2007,Couple with children,3rd Quintile,6 rooms,0.15714,116,10276,0.13419,0.17844
1494,1494,2007,Couple with children,3rd Quintile,7 rooms,0.07793,54,10276,0.06072,0.09332
1495,1495,2007,Couple with children,4th Quintile,3 rooms,0.14071,103,10276,0.11893,0.16654
1496,1496,2007,Couple with children,4th Quintile,4 rooms,0.29669,226,10276,0.26213,0.33069
1497,1497,2007,Couple with children,4th Quintile,5 rooms,0.26444,204,10276,0.23995,0.29912
1498,1498,2007,Couple with children,4th Quintile,6 rooms,0.21052,166,10276,0.1801,0.23792
1499,1499,2007,Couple with children,4th Quintile,7 rooms,0.08764,80,10276,0.06931,0.11087
1500,1500,2007,Couple with children,5th Quintile,3 rooms,0.08254,58,10276,0.06343,0.10443
1501,1501,2007,Couple with children,5th Quintile,4 rooms,0.21924,153,10276,0.18753,0.25309
1502,1502,2007,Couple with children,5th Quintile,5 rooms,0.28593,222,10276,0.25485,0.32721
1503,1503,2007,Couple with children,5th Quintile,6 rooms,0.20399,179,10276,0.17851,0.23374
1504,1504,2007,Couple with children,5th Quintile,7 rooms,0.1172,117,10276,0.09356,0.1398
1505,1505,2007,Couple with children,5th Quintile,8 rooms,0.09109,68,10276,0.07274,0.11589
1506,1506,2008,Single-person household,1st Quintile,1 room,0.15944,136,9716,0.13839,0.1773
1507,1507,2008,Single-person household,1st Quintile,2 rooms,0.53129,377,9716,0.5022,0.55639
1508,1508,2008,Single-person household,1st Quintile,3 rooms,0.24649,195,9716,0.22818,0.26666
1509,1509,2008,Single-person household,1st Quintile,4 rooms,0.06279,50,9716,0.05306,0.0726
1510,1510,2008,Single-person household,2nd Quintile,1 room,0.08474,44,9716,0.06894,0.099
1511,1511,2008,Single-person household,2nd Quintile,2 rooms,0.47855,254,9716,0.44512,0.51064
1512,1512,2008,Single-person household,2nd Quintile,3 rooms,0.34186,177,9716,0.31239,0.37092
1513,1513,2008,Single-person household,2nd Quintile,4 rooms,0.09484,51,9716,0.08149,0.1077
1514,1514,2008,Single-person household,3rd Quintile,1 room,0.08456,36,9716,0.07085,0.09785
1515,1515,2008,Single-person household,3rd Quintile,2 rooms,0.43234,214,9716,0.3953,0.46299
1516,1516,2008,Single-person household,3rd Quintile,3 rooms,0.35645,187,9716,0.32714,0.38496
1517,1517,2008,Single-person household,3rd Quintile,4 rooms,0.12666,67,9716,0.10989,0.1414
1518,1518,2008,Single-person household,4th Quintile,2 rooms,0.36355,170,9716,0.33095,0.39536
1519,1519,2008,Single-person household,4th Quintile,3 rooms,0.36583,164,9716,0.32802,0.39862
1520,1520,2008,Single-person household,4th Quintile,4 rooms,0.17342,90,9716,0.15114,0.19589
1521,1521,2008,Single-person household,4th Quintile,5 rooms,0.09719,47,9716,0.08341,0.10913
1522,1522,2008,Single-person household,5th Quintile,2 rooms,0.24603,104,9716,0.2136,0.27713
1523,1523,2008,Single-person household,5th Quintile,3 rooms,0.33677,157,9716,0.30355,0.36981
1524,1524,2008,Single-person household,5th Quintile,4 rooms,0.19702,95,9716,0.17434,0.22203
1525,1525,2008,Single-person household,5th Quintile,5 rooms,0.14133,71,9716,0.11916,0.16127
1526,1526,2008,Single-person household,5th Quintile,6 rooms,0.07885,40,9716,0.06319,0.094
1527,1527,2008,Couple without children,1st Quintile,2 rooms,0.29465,118,9716,0.25366,0.33911
1528,1528,2008,Couple without children,1st Quintile,3 rooms,0.55312,188,9716,0.49737,0.60914
1529,1529,2008,Couple without children,1st Quintile,4 rooms,0.15224,48,9716,0.12687,0.18179
1530,1530,2008,Couple without children,2nd Quintile,2 rooms,0.18721,97,9716,0.15362,0.21171
1531,1531,2008,Couple without children,2nd Quintile,3 rooms,0.46613,276,9716,0.42823,0.50261
1532,1532,2008,Couple without children,2nd Quintile,4 rooms,0.19426,118,9716,0.17069,0.21503
1533,1533,2008,Couple without children,2nd Quintile,5 rooms,0.1037,62,9716,0.08764,0.1214
1534,1534,2008,Couple without children,2nd Quintile,6 rooms,0.04871,31,9716,0.03616,0.06156
1535,1535,2008,Couple without children,3rd Quintile,2 rooms,0.15479,94,9716,0.13166,0.18371
1536,1536,2008,Couple without children,3rd Quintile,3 rooms,0.38785,276,9716,0.35597,0.42238
1537,1537,2008,Couple without children,3rd Quintile,4 rooms,0.25706,168,9716,0.23013,0.28333
1538,1538,2008,Couple without children,3rd Quintile,5 rooms,0.14446,96,9716,0.12571,0.16384
1539,1539,2008,Couple without children,3rd Quintile,6 rooms,0.05583,42,9716,0.04584,0.06902
1540,1540,2008,Couple without children,4th Quintile,2 rooms,0.11294,79,9716,0.09342,0.13133
1541,1541,2008,Couple without children,4th Quintile,3 rooms,0.35705,243,9716,0.3209,0.38697
1542,1542,2008,Couple without children,4th Quintile,4 rooms,0.2782,194,9716,0.24898,0.30794
1543,1543,2008,Couple without children,4th Quintile,5 rooms,0.15858,115,9716,0.13817,0.18017
1544,1544,2008,Couple without children,4th Quintile,6 rooms,0.09323,63,9716,0.07289,0.10913
1545,1545,2008,Couple without children,5th Quintile,2 rooms,0.04245,57,9716,0.03253,0.05321
1546,1546,2008,Couple without children,5th Quintile,3 rooms,0.21901,256,9716,0.19493,0.24265
1547,1547,2008,Couple without children,5th Quintile,4 rooms,0.29454,354,9716,0.26715,0.32764
1548,1548,2008,Couple without children,5th Quintile,5 rooms,0.20975,278,9716,0.18644,0.23388
1549,1549,2008,Couple without children,5th Quintile,6 rooms,0.1182,155,9716,0.10037,0.13841
1550,1550,2008,Couple without children,5th Quintile,7 rooms,0.07354,97,9716,0.05895,0.09007
1551,1551,2008,Couple without children,5th Quintile,8 rooms,0.02441,45,9716,0.01984,0.02908
1552,1552,2008,Couple without children,5th Quintile,9 rooms,0.0181,32,9716,0.01207,0.02437
1553,1553,2008,Single parent,1st Quintile,2 rooms,0.20246,45,9716,0.16636,0.24218
1554,1554,2008,Single parent,1st Quintile,3 rooms,0.56773,136,9716,0.50271,0.62753
1555,1555,2008,Single parent,1st Quintile,4 rooms,0.22981,58,9716,0.19111,0.2753
1556,1556,2008,Single parent,2nd Quintile,3 rooms,0.58187,60,9716,0.48793,0.69484
1557,1557,2008,Single parent,2nd Quintile,4 rooms,0.41813,45,9716,0.32626,0.50359
1558,1558,2008,Single parent,3rd Quintile,3 rooms,1.0,49,9716,0.83328,1.1998
1559,1559,2008,Couple with children,1st Quintile,3 rooms,0.39216,149,9716,0.34739,0.45126
1560,1560,2008,Couple with children,1st Quintile,4 rooms,0.40038,122,9716,0.34963,0.44812
1561,1561,2008,Couple with children,1st Quintile,5 rooms,0.20746,51,9716,0.16211,0.24856
1562,1562,2008,Couple with children,2nd Quintile,3 rooms,0.34658,189,9716,0.30593,0.38038
1563,1563,2008,Couple with children,2nd Quintile,4 rooms,0.30748,202,9716,0.2662,0.34692
1564,1564,2008,Couple with children,2nd Quintile,5 rooms,0.17293,103,9716,0.15232,0.20365
1565,1565,2008,Couple with children,2nd Quintile,6 rooms,0.10159,61,9716,0.08047,0.11995
1566,1566,2008,Couple with children,2nd Quintile,7 rooms,0.07143,36,9716,0.05262,0.09651
1567,1567,2008,Couple with children,3rd Quintile,3 rooms,0.19444,148,9716,0.17158,0.22592
1568,1568,2008,Couple with children,3rd Quintile,4 rooms,0.28135,184,9716,0.24724,0.31054
1569,1569,2008,Couple with children,3rd Quintile,5 rooms,0.27673,195,9716,0.24275,0.31471
1570,1570,2008,Couple with children,3rd Quintile,6 rooms,0.15558,121,9716,0.13321,0.18094
1571,1571,2008,Couple with children,3rd Quintile,7 rooms,0.0919,54,9716,0.07043,0.11373
1572,1572,2008,Couple with children,4th Quintile,3 rooms,0.16408,100,9716,0.14035,0.1928
1573,1573,2008,Couple with children,4th Quintile,4 rooms,0.3151,211,9716,0.2801,0.35577
1574,1574,2008,Couple with children,4th Quintile,5 rooms,0.26145,182,9716,0.22167,0.29496
1575,1575,2008,Couple with children,4th Quintile,6 rooms,0.19581,131,9716,0.16561,0.22395
1576,1576,2008,Couple with children,4th Quintile,7 rooms,0.06356,59,9716,0.04793,0.07977
1577,1577,2008,Couple with children,5th Quintile,3 rooms,0.06957,44,9716,0.04492,0.09562
1578,1578,2008,Couple with children,5th Quintile,4 rooms,0.16755,125,9716,0.14949,0.19172
1579,1579,2008,Couple with children,5th Quintile,5 rooms,0.34704,226,9716,0.30046,0.40141
1580,1580,2008,Couple with children,5th Quintile,6 rooms,0.21188,163,9716,0.177,0.24156
1581,1581,2008,Couple with children,5th Quintile,7 rooms,0.12235,101,9716,0.09896,0.15489
1582,1582,2008,Couple with children,5th Quintile,8 rooms,0.08162,58,9716,0.05967,0.11138
1583,1583,2009,Single-person household,1st Quintile,1 room,0.1597,125,9024,0.13715,0.18029
1584,1584,2009,Single-person household,1st Quintile,2 rooms,0.50885,373,9024,0.4792,0.54087
1585,1585,2009,Single-person household,1st Quintile,3 rooms,0.25561,192,9024,0.23577,0.27898
1586,1586,2009,Single-person household,1st Quintile,4 rooms,0.07584,47,9024,0.06187,0.09005
1587,1587,2009,Single-person household,2nd Quintile,1 room,0.08042,36,9024,0.06486,0.09531
1588,1588,2009,Single-person household,2nd Quintile,2 rooms,0.43965,232,9024,0.40406,0.47261
1589,1589,2009,Single-person household,2nd Quintile,3 rooms,0.39347,208,9024,0.35905,0.43312
1590,1590,2009,Single-person household,2nd Quintile,4 rooms,0.08646,50,9024,0.06927,0.10345
1591,1591,2009,Single-person household,3rd Quintile,2 rooms,0.38349,173,9024,0.34545,0.4166
1592,1592,2009,Single-person household,3rd Quintile,3 rooms,0.41145,192,9024,0.37718,0.44768
1593,1593,2009,Single-person household,3rd Quintile,4 rooms,0.13904,69,9024,0.12035,0.16043
1594,1594,2009,Single-person household,3rd Quintile,5 rooms,0.06602,38,9024,0.05472,0.0793
1595,1595,2009,Single-person household,4th Quintile,2 rooms,0.40463,163,9024,0.36366,0.4387
1596,1596,2009,Single-person household,4th Quintile,3 rooms,0.30218,139,9024,0.27568,0.32957
1597,1597,2009,Single-person household,4th Quintile,4 rooms,0.17502,76,9024,0.15515,0.20133
1598,1598,2009,Single-person household,4th Quintile,5 rooms,0.11817,51,9024,0.10013,0.13486
1599,1599,2009,Single-person household,5th Quintile,2 rooms,0.25651,100,9024,0.22742,0.28507
1600,1600,2009,Single-person household,5th Quintile,3 rooms,0.35028,137,9024,0.30215,0.39614
1601,1601,2009,Single-person household,5th Quintile,4 rooms,0.22369,100,9024,0.19357,0.25603
1602,1602,2009,Single-person household,5th Quintile,5 rooms,0.16951,69,9024,0.14516,0.19602
1603,1603,2009,Couple without children,1st Quintile,2 rooms,0.3255,111,9024,0.26936,0.37846
1604,1604,2009,Couple without children,1st Quintile,3 rooms,0.53498,175,9024,0.47158,0.60217
1605,1605,2009,Couple without children,1st Quintile,4 rooms,0.13952,49,9024,0.10765,0.17045
1606,1606,2009,Couple without children,2nd Quintile,2 rooms,0.20128,111,9024,0.17226,0.24092
1607,1607,2009,Couple without children,2nd Quintile,3 rooms,0.45739,266,9024,0.4193,0.49445
1608,1608,2009,Couple without children,2nd Quintile,4 rooms,0.2427,132,9024,0.21478,0.27698
1609,1609,2009,Couple without children,2nd Quintile,5 rooms,0.09863,57,9024,0.08088,0.11667
1610,1610,2009,Couple without children,3rd Quintile,2 rooms,0.12734,72,9024,0.10237,0.15168
1611,1611,2009,Couple without children,3rd Quintile,3 rooms,0.38715,241,9024,0.33824,0.43346
1612,1612,2009,Couple without children,3rd Quintile,4 rooms,0.2304,134,9024,0.19735,0.26195
1613,1613,2009,Couple without children,3rd Quintile,5 rooms,0.16538,97,9024,0.13801,0.19326
1614,1614,2009,Couple without children,3rd Quintile,6 rooms,0.08973,49,9024,0.07408,0.1134
1615,1615,2009,Couple without children,4th Quintile,2 rooms,0.10219,72,9024,0.07801,0.12445
1616,1616,2009,Couple without children,4th Quintile,3 rooms,0.34103,239,9024,0.30703,0.37919
1617,1617,2009,Couple without children,4th Quintile,4 rooms,0.29671,205,9024,0.26231,0.33714
1618,1618,2009,Couple without children,4th Quintile,5 rooms,0.17366,123,9024,0.14947,0.20218
1619,1619,2009,Couple without children,4th Quintile,6 rooms,0.0864,58,9024,0.07056,0.10067
1620,1620,2009,Couple without children,5th Quintile,2 rooms,0.04728,49,9024,0.03392,0.06083
1621,1621,2009,Couple without children,5th Quintile,3 rooms,0.21331,225,9024,0.18602,0.24035
1622,1622,2009,Couple without children,5th Quintile,4 rooms,0.27129,323,9024,0.2389,0.30249
1623,1623,2009,Couple without children,5th Quintile,5 rooms,0.20765,254,9024,0.17892,0.23727
1624,1624,2009,Couple without children,5th Quintile,6 rooms,0.12773,149,9024,0.10774,0.14864
1625,1625,2009,Couple without children,5th Quintile,7 rooms,0.10347,110,9024,0.08454,0.12684
1626,1626,2009,Couple without children,5th Quintile,8 rooms,0.02926,41,9024,0.02152,0.0398
1627,1627,2009,Single parent,1st Quintile,2 rooms,0.17921,34,9024,0.13002,0.24014
1628,1628,2009,Single parent,1st Quintile,3 rooms,0.52696,122,9024,0.45284,0.60276
1629,1629,2009,Single parent,1st Quintile,4 rooms,0.29383,63,9024,0.24432,0.35591
1630,1630,2009,Single parent,2nd Quintile,3 rooms,0.70857,64,9024,0.59111,0.82917
1631,1631,2009,Single parent,2nd Quintile,4 rooms,0.29143,32,9024,0.20512,0.42279
1632,1632,2009,Single parent,3rd Quintile,3 rooms,1.0,42,9024,0.78003,1.22194
1633,1633,2009,Couple with children,1st Quintile,3 rooms,0.45374,148,9024,0.39823,0.51239
1634,1634,2009,Couple with children,1st Quintile,4 rooms,0.37686,112,9024,0.31346,0.44637
1635,1635,2009,Couple with children,1st Quintile,5 rooms,0.1694,46,9024,0.141,0.20086
1636,1636,2009,Couple with children,2nd Quintile,3 rooms,0.32122,156,9024,0.27638,0.37675
1637,1637,2009,Couple with children,2nd Quintile,4 rooms,0.37501,178,9024,0.33419,0.43485
1638,1638,2009,Couple with children,2nd Quintile,5 rooms,0.1973,108,9024,0.16271,0.23535
1639,1639,2009,Couple with children,2nd Quintile,6 rooms,0.10647,58,9024,0.08212,0.13015
1640,1640,2009,Couple with children,3rd Quintile,3 rooms,0.23334,136,9024,0.19731,0.27163
1641,1641,2009,Couple with children,3rd Quintile,4 rooms,0.2707,175,9024,0.23367,0.30585
1642,1642,2009,Couple with children,3rd Quintile,5 rooms,0.25344,163,9024,0.21357,0.29076
1643,1643,2009,Couple with children,3rd Quintile,6 rooms,0.1562,107,9024,0.12718,0.19025
1644,1644,2009,Couple with children,3rd Quintile,7 rooms,0.08632,47,9024,0.06592,0.11061
1645,1645,2009,Couple with children,4th Quintile,3 rooms,0.17412,98,9024,0.14619,0.21186
1646,1646,2009,Couple with children,4th Quintile,4 rooms,0.26626,172,9024,0.22992,0.30422
1647,1647,2009,Couple with children,4th Quintile,5 rooms,0.30147,181,9024,0.26006,0.342
1648,1648,2009,Couple with children,4th Quintile,6 rooms,0.16308,128,9024,0.14234,0.18762
1649,1649,2009,Couple with children,4th Quintile,7 rooms,0.09507,74,9024,0.0761,0.12716
1650,1650,2009,Couple with children,5th Quintile,3 rooms,0.06427,42,9024,0.04689,0.07826
1651,1651,2009,Couple with children,5th Quintile,4 rooms,0.22475,135,9024,0.18865,0.26737
1652,1652,2009,Couple with children,5th Quintile,5 rooms,0.30796,198,9024,0.2641,0.3643
1653,1653,2009,Couple with children,5th Quintile,6 rooms,0.20405,151,9024,0.17152,0.24553
1654,1654,2009,Couple with children,5th Quintile,7 rooms,0.10445,85,9024,0.08293,0.13179
1655,1655,2009,Couple with children,5th Quintile,8 rooms,0.09453,57,9024,0.06799,0.12796
1656,1656,2010,Single-person household,1st Quintile,1 room,0.15719,110,12693,0.13876,0.17424
1657,1657,2010,Single-person household,1st Quintile,2 rooms,0.48014,330,12693,0.4498,0.51017
1658,1658,2010,Single-person household,1st Quintile,3 rooms,0.29168,195,12693,0.26362,0.31879
1659,1659,2010,Single-person household,1st Quintile,4 rooms,0.07099,57,12693,0.05976,0.08238
1660,1660,2010,Single-person household,2nd Quintile,1 room,0.05353,34,12693,0.03799,0.06764
1661,1661,2010,Single-person household,2nd Quintile,2 rooms,0.4392,225,12693,0.40903,0.47517
1662,1662,2010,Single-person household,2nd Quintile,3 rooms,0.33236,184,12693,0.30412,0.35684
1663,1663,2010,Single-person household,2nd Quintile,4 rooms,0.11391,58,12693,0.09995,0.12674
1664,1664,2010,Single-person household,2nd Quintile,5 rooms,0.061,31,12693,0.04665,0.07542
1665,1665,2010,Single-person household,3rd Quintile,2 rooms,0.37412,167,12693,0.34058,0.41102
1666,1666,2010,Single-person household,3rd Quintile,3 rooms,0.40681,178,12693,0.37108,0.443
1667,1667,2010,Single-person household,3rd Quintile,4 rooms,0.13538,63,12693,0.11678,0.15866
1668,1668,2010,Single-person household,3rd Quintile,5 rooms,0.08368,39,12693,0.06992,0.10189
1669,1669,2010,Single-person household,4th Quintile,2 rooms,0.35068,137,12693,0.3118,0.39715
1670,1670,2010,Single-person household,4th Quintile,3 rooms,0.37056,147,12693,0.33315,0.40854
1671,1671,2010,Single-person household,4th Quintile,4 rooms,0.19093,84,12693,0.16212,0.21961
1672,1672,2010,Single-person household,4th Quintile,5 rooms,0.08783,38,12693,0.07096,0.10794
1673,1673,2010,Single-person household,5th Quintile,2 rooms,0.25048,83,12693,0.22365,0.28492
1674,1674,2010,Single-person household,5th Quintile,3 rooms,0.3672,140,12693,0.32619,0.403
1675,1675,2010,Single-person household,5th Quintile,4 rooms,0.1901,86,12693,0.1591,0.21713
1676,1676,2010,Single-person household,5th Quintile,5 rooms,0.13397,63,12693,0.11242,0.15723
1677,1677,2010,Single-person household,5th Quintile,6 rooms,0.05825,34,12693,0.04454,0.07555
1678,1678,2010,Couple without children,1st Quintile,2 rooms,0.30835,101,12693,0.26195,0.37038
1679,1679,2010,Couple without children,1st Quintile,3 rooms,0.52892,165,12693,0.45983,0.60128
1680,1680,2010,Couple without children,1st Quintile,4 rooms,0.16273,44,12693,0.12875,0.20131
1681,1681,2010,Couple without children,2nd Quintile,2 rooms,0.15587,83,12693,0.12635,0.18556
1682,1682,2010,Couple without children,2nd Quintile,3 rooms,0.49512,257,12693,0.4478,0.54296
1683,1683,2010,Couple without children,2nd Quintile,4 rooms,0.24634,134,12693,0.21513,0.27849
1684,1684,2010,Couple without children,2nd Quintile,5 rooms,0.10266,48,12693,0.08306,0.12371
1685,1685,2010,Couple without children,3rd Quintile,2 rooms,0.14718,79,12693,0.12082,0.1765
1686,1686,2010,Couple without children,3rd Quintile,3 rooms,0.38981,239,12693,0.3466,0.43428
1687,1687,2010,Couple without children,3rd Quintile,4 rooms,0.27352,158,12693,0.23665,0.30656
1688,1688,2010,Couple without children,3rd Quintile,5 rooms,0.14198,78,12693,0.12047,0.16836
1689,1689,2010,Couple without children,3rd Quintile,6 rooms,0.04751,32,12693,0.0334,0.06693
1690,1690,2010,Couple without children,4th Quintile,2 rooms,0.08881,59,12693,0.06615,0.11081
1691,1691,2010,Couple without children,4th Quintile,3 rooms,0.32646,206,12693,0.29012,0.36584
1692,1692,2010,Couple without children,4th Quintile,4 rooms,0.29471,201,12693,0.26264,0.34037
1693,1693,2010,Couple without children,4th Quintile,5 rooms,0.19407,134,12693,0.16007,0.22467
1694,1694,2010,Couple without children,4th Quintile,6 rooms,0.09595,58,12693,0.07654,0.11819
1695,1695,2010,Couple without children,5th Quintile,2 rooms,0.0333,43,12693,0.02395,0.04437
1696,1696,2010,Couple without children,5th Quintile,3 rooms,0.2457,240,12693,0.21796,0.28122
1697,1697,2010,Couple without children,5th Quintile,4 rooms,0.24861,285,12693,0.22157,0.28413
1698,1698,2010,Couple without children,5th Quintile,5 rooms,0.20269,245,12693,0.17367,0.23002
1699,1699,2010,Couple without children,5th Quintile,6 rooms,0.15467,174,12693,0.12867,0.17796
1700,1700,2010,Couple without children,5th Quintile,7 rooms,0.08062,85,12693,0.06355,0.10262
1701,1701,2010,Couple without children,5th Quintile,8 rooms,0.0344,38,12693,0.02413,0.04838
