year,regtyp,rentown,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Urban regions,Tenant,3 rooms,0.40467,2676,6087,0.39234,0.41700
2011,Urban regions,Tenant,4 rooms,0.13279,1184,6087,0.12426,0.14131
2011,Urban regions,Tenant,5 rooms,0.05309,424,6087,0.04746,0.05873
2011,Urban regions,Tenant,6 rooms,0.01527,177,6087,0.01219,0.01835
2011,Urban regions,Tenant,7 rooms,0.00695,67,6087,0.00486,0.00904
2011,Rural regions,Owner,2 rooms,0.04794,87,3099,0.04041,0.05546
2011,Rural regions,Owner,3 rooms,0.16594,408,3099,0.15284,0.17904
2011,Rural regions,Owner,4 rooms,0.26581,759,3099,0.25026,0.28137
2011,Rural regions,Owner,5 rooms,0.22824,713,3099,0.21346,0.24302
2011,Rural regions,Owner,6 rooms,0.14589,541,3099,0.13346,0.15832
2011,Rural regions,Owner,7 rooms,0.07909,307,3099,0.06959,0.08860
2011,Rural regions,Owner,8 rooms,0.03864,153,3099,0.03185,0.04543
2011,Rural regions,Owner,9 rooms,0.01304,69,3099,0.00905,0.01704
2011,Rural regions,Owner,10 or more rooms,0.01540,62,3099,0.01107,0.01974
2011,Rural regions,Tenant,1 room,0.06319,92,2723,0.05405,0.07233
2011,Rural regions,Tenant,2 rooms,0.29746,545,2723,0.28029,0.31464
2011,Rural regions,Tenant,3 rooms,0.37733,1136,2723,0.35912,0.39554
2011,Rural regions,Tenant,4 rooms,0.14967,598,2723,0.13627,0.16307
2011,Rural regions,Tenant,5 rooms,0.07179,229,2723,0.06209,0.08149
2011,Rural regions,Tenant,6 rooms,0.02162,80,2723,0.01616,0.02709
2011,Rural regions,Tenant,7 rooms,0.01137,43,2723,0.00739,0.01535
2012,Urban regions,Owner,2 rooms,0.06086,159,4507,0.05388,0.06784
2012,Urban regions,Owner,3 rooms,0.20689,658,4507,0.19507,0.21872
2012,Urban regions,Owner,4 rooms,0.23704,1023,4507,0.22462,0.24946
2012,Urban regions,Owner,5 rooms,0.22887,1129,4507,0.21660,0.24114
2012,Urban regions,Owner,6 rooms,0.14190,810,4507,0.13171,0.15209
2012,Urban regions,Owner,7 rooms,0.06523,381,4507,0.05802,0.07244
2012,Urban regions,Owner,8 rooms,0.03035,191,4507,0.02534,0.03536
2012,Urban regions,Owner,9 rooms,0.01212,95,4507,0.00892,0.01531
2012,Urban regions,Owner,10 or more rooms,0.01206,61,4507,0.00887,0.01524
2012,Urban regions,Tenant,1 room,0.06673,258,5917,0.06037,0.07309
2012,Urban regions,Tenant,2 rooms,0.31133,1267,5917,0.29953,0.32313
2012,Urban regions,Tenant,3 rooms,0.40589,2573,5917,0.39338,0.41841
2012,Urban regions,Tenant,4 rooms,0.14091,1163,5917,0.13204,0.14978
2012,Urban regions,Tenant,5 rooms,0.04836,391,5917,0.04289,0.05383
2012,Urban regions,Tenant,6 rooms,0.01505,171,5917,0.01195,0.01816
2012,Urban regions,Tenant,7 rooms,0.00796,63,5917,0.00569,0.01022
2012,Urban regions,Tenant,8 rooms,0.00275,31,5917,0.00141,0.00408
2012,Rural regions,Owner,2 rooms,0.04980,95,3080,0.04212,0.05749
2012,Rural regions,Owner,3 rooms,0.17446,429,3080,0.16106,0.18787
2012,Rural regions,Owner,4 rooms,0.26105,733,3080,0.24554,0.27657
2012,Rural regions,Owner,5 rooms,0.22141,714,3080,0.20674,0.23607
2012,Rural regions,Owner,6 rooms,0.14044,509,3080,0.12817,0.15271
2012,Rural regions,Owner,7 rooms,0.07951,307,3080,0.06996,0.08907
2012,Rural regions,Owner,8 rooms,0.04132,165,3080,0.03429,0.04835
2012,Rural regions,Owner,9 rooms,0.01436,65,3080,0.01016,0.01857
2012,Rural regions,Owner,10 or more rooms,0.01531,63,3080,0.01097,0.01964
2012,Rural regions,Tenant,1 room,0.05529,95,2756,0.04676,0.06383
2012,Rural regions,Tenant,2 rooms,0.29430,560,2756,0.27728,0.31131
2012,Rural regions,Tenant,3 rooms,0.37974,1120,2756,0.36162,0.39786
2012,Rural regions,Tenant,4 rooms,0.16682,633,2756,0.15290,0.18074
2012,Rural regions,Tenant,5 rooms,0.06413,218,2756,0.05499,0.07328
2012,Rural regions,Tenant,6 rooms,0.02481,86,2756,0.01900,0.03062
2012,Rural regions,Tenant,7 rooms,0.00882,44,2756,0.00533,0.01231
2013,Urban regions,Owner,2 rooms,0.05868,163,4671,0.05194,0.06542
2013,Urban regions,Owner,3 rooms,0.21186,702,4671,0.20014,0.22358
2013,Urban regions,Owner,4 rooms,0.23138,1060,4671,0.21929,0.24348
2013,Urban regions,Owner,5 rooms,0.22999,1161,4671,0.21792,0.24206
2013,Urban regions,Owner,6 rooms,0.14255,844,4671,0.13252,0.15258
2013,Urban regions,Owner,7 rooms,0.06889,401,4671,0.06163,0.07615
2013,Urban regions,Owner,8 rooms,0.03062,192,4671,0.02568,0.03557
2013,Urban regions,Owner,9 rooms,0.01190,87,4671,0.00879,0.01501
2013,Urban regions,Owner,10 or more rooms,0.00844,61,4671,0.00582,0.01107
2013,Urban regions,Tenant,1 room,0.06812,319,7125,0.06227,0.07397
2013,Urban regions,Tenant,2 rooms,0.31736,1577,7125,0.30656,0.32817
2013,Urban regions,Tenant,3 rooms,0.39695,3086,7125,0.38559,0.40831
2013,Urban regions,Tenant,4 rooms,0.14195,1433,7125,0.13385,0.15006
2013,Urban regions,Tenant,5 rooms,0.05121,480,7125,0.04609,0.05633
2013,Urban regions,Tenant,6 rooms,0.01395,162,7125,0.01123,0.01667
2013,Urban regions,Tenant,7 rooms,0.00671,68,7125,0.00481,0.00860
2013,Rural regions,Owner,2 rooms,0.05141,95,3025,0.04354,0.05928
2013,Rural regions,Owner,3 rooms,0.17387,420,3025,0.16036,0.18738
2013,Rural regions,Owner,4 rooms,0.25490,720,3025,0.23936,0.27043
2013,Rural regions,Owner,5 rooms,0.23086,710,3025,0.21584,0.24588
2013,Rural regions,Owner,6 rooms,0.14292,510,3025,0.13044,0.15539
2013,Rural regions,Owner,7 rooms,0.07518,292,3025,0.06579,0.08458
2013,Rural regions,Owner,8 rooms,0.03981,154,3025,0.03284,0.04678
2013,Rural regions,Owner,9 rooms,0.01679,69,3025,0.01221,0.02137
2013,Rural regions,Owner,10 or more rooms,0.01160,55,3025,0.00778,0.01542
2013,Rural regions,Tenant,1 room,0.05853,110,2968,0.05008,0.06697
2013,Rural regions,Tenant,2 rooms,0.29459,595,2968,0.27818,0.31099
2013,Rural regions,Tenant,3 rooms,0.38642,1195,2968,0.36890,0.40394
2013,Rural regions,Tenant,4 rooms,0.16245,700,2968,0.14918,0.17572
2013,Rural regions,Tenant,5 rooms,0.06263,241,2968,0.05391,0.07135
2013,Rural regions,Tenant,6 rooms,0.02429,85,2968,0.01875,0.02983
2013,Rural regions,Tenant,7 rooms,0.00707,42,2968,0.00406,0.01009
2014,Urban regions,Owner,2 rooms,0.05232,138,4264,0.04564,0.05901
2014,Urban regions,Owner,3 rooms,0.20764,659,4264,0.19546,0.21982
2014,Urban regions,Owner,4 rooms,0.24093,962,4264,0.22809,0.25377
2014,Urban regions,Owner,5 rooms,0.22523,1076,4264,0.21269,0.23777
2014,Urban regions,Owner,6 rooms,0.14142,754,4264,0.13096,0.15188
2014,Urban regions,Owner,7 rooms,0.07092,363,4264,0.06321,0.07863
2014,Urban regions,Owner,8 rooms,0.03523,180,4264,0.02969,0.04076
2014,Urban regions,Owner,9 rooms,0.01169,78,4264,0.00846,0.01491
2014,Urban regions,Owner,10 or more rooms,0.00845,54,4264,0.00570,0.01119
2014,Urban regions,Tenant,1 room,0.06811,270,6078,0.06177,0.07444
2014,Urban regions,Tenant,2 rooms,0.31872,1344,6078,0.30700,0.33043
2014,Urban regions,Tenant,3 rooms,0.39318,2618,6078,0.38090,0.40547
2014,Urban regions,Tenant,4 rooms,0.14652,1213,6078,0.13763,0.15542
2014,Urban regions,Tenant,5 rooms,0.04761,416,6078,0.04226,0.05297
2014,Urban regions,Tenant,6 rooms,0.01542,150,6078,0.01232,0.01852
2014,Urban regions,Tenant,7 rooms,0.00610,67,6078,0.00414,0.00806
2014,Rural regions,Owner,2 rooms,0.04847,83,2776,0.04048,0.05647
2014,Rural regions,Owner,3 rooms,0.18576,403,2776,0.17129,0.20023
2014,Rural regions,Owner,4 rooms,0.24185,631,2776,0.22592,0.25779
2014,Rural regions,Owner,5 rooms,0.22916,658,2776,0.21352,0.24480
2014,Rural regions,Owner,6 rooms,0.13561,465,2776,0.12288,0.14835
2014,Rural regions,Owner,7 rooms,0.08542,284,2776,0.07502,0.09582
2014,Rural regions,Owner,8 rooms,0.03939,137,2776,0.03215,0.04663
2014,Rural regions,Owner,9 rooms,0.01726,62,2776,0.01242,0.02211
2014,Rural regions,Owner,10 or more rooms,0.01578,53,2776,0.01115,0.02042
2014,Rural regions,Tenant,1 room,0.05259,83,2625,0.04405,0.06113
2014,Rural regions,Tenant,2 rooms,0.30448,561,2625,0.28688,0.32209
2014,Rural regions,Tenant,3 rooms,0.38405,1057,2625,0.36544,0.40266
2014,Rural regions,Tenant,4 rooms,0.16623,610,2625,0.15198,0.18047
2014,Rural regions,Tenant,5 rooms,0.05683,189,2625,0.04797,0.06568
2014,Rural regions,Tenant,6 rooms,0.02459,87,2625,0.01866,0.03051
2014,Rural regions,Tenant,7 rooms,0.00699,38,2625,0.00380,0.01018
2015,Urban regions,Owner,2 rooms,0.05324,127,4040,0.04632,0.06017
2015,Urban regions,Owner,3 rooms,0.20225,614,4040,0.18986,0.21464
2015,Urban regions,Owner,4 rooms,0.24507,922,4040,0.23180,0.25833
2015,Urban regions,Owner,5 rooms,0.22743,1013,4040,0.21451,0.24036
2015,Urban regions,Owner,6 rooms,0.14481,733,4040,0.13395,0.15566
2015,Urban regions,Owner,7 rooms,0.07112,334,4040,0.06319,0.07904
2015,Urban regions,Owner,8 rooms,0.03202,173,4040,0.02659,0.03745
2015,Urban regions,Owner,9 rooms,0.01235,79,4040,0.00894,0.01576
2015,Urban regions,Owner,10 or more rooms,0.00565,45,4040,0.00334,0.00796
2015,Urban regions,Tenant,1 room,0.07302,345,6291,0.06659,0.07945
2015,Urban regions,Tenant,2 rooms,0.31791,1495,6291,0.30640,0.32942
2015,Urban regions,Tenant,3 rooms,0.39509,2678,6291,0.38301,0.40718
2015,Urban regions,Tenant,4 rooms,0.13616,1121,6291,0.12769,0.14464
2015,Urban regions,Tenant,5 rooms,0.05155,430,6291,0.04609,0.05702
2015,Urban regions,Tenant,6 rooms,0.01530,154,6291,0.01227,0.01834
2015,Urban regions,Tenant,7 rooms,0.00631,68,6291,0.00435,0.00827
2015,Rural regions,Owner,2 rooms,0.04833,80,2684,0.04022,0.05645
2015,Rural regions,Owner,3 rooms,0.18761,394,2684,0.17284,0.20239
2015,Rural regions,Owner,4 rooms,0.24195,593,2684,0.22574,0.25815
2015,Rural regions,Owner,5 rooms,0.21414,628,2684,0.19862,0.22966
2015,Rural regions,Owner,6 rooms,0.15196,481,2684,0.13838,0.16555
2015,Rural regions,Owner,7 rooms,0.08044,263,2684,0.07015,0.09073
2015,Rural regions,Owner,8 rooms,0.03521,121,2684,0.02824,0.04218
2015,Rural regions,Owner,9 rooms,0.02180,70,2684,0.01627,0.02732
2015,Rural regions,Owner,10 or more rooms,0.01576,54,2684,0.01105,0.02048
2015,Rural regions,Tenant,1 room,0.04856,95,2666,0.04040,0.05672
2015,Rural regions,Tenant,2 rooms,0.30567,575,2666,0.28818,0.32316
2015,Rural regions,Tenant,3 rooms,0.38493,1081,2666,0.36646,0.40341
2015,Rural regions,Tenant,4 rooms,0.15650,579,2666,0.14271,0.17030
2015,Rural regions,Tenant,5 rooms,0.06580,205,2666,0.05639,0.07521
2015,Rural regions,Tenant,6 rooms,0.02519,85,2666,0.01924,0.03113
2015,Rural regions,Tenant,7 rooms,0.00786,46,2666,0.00450,0.01121
2016,Urban regions,Owner,2 rooms,0.05616,125,3764,0.04880,0.06351
2016,Urban regions,Owner,3 rooms,0.19668,537,3764,0.18398,0.20938
2016,Urban regions,Owner,4 rooms,0.24244,855,3764,0.22874,0.25613
2016,Urban regions,Owner,5 rooms,0.22784,943,3764,0.21444,0.24124
2016,Urban regions,Owner,6 rooms,0.14801,707,3764,0.13666,0.15935
2016,Urban regions,Owner,7 rooms,0.06921,314,3764,0.06110,0.07732
2016,Urban regions,Owner,8 rooms,0.03352,159,3764,0.02777,0.03927
2016,Urban regions,Owner,9 rooms,0.01093,72,3764,0.00760,0.01425
2016,Urban regions,Owner,10 or more rooms,0.00974,52,3764,0.00660,0.01287
2016,Urban regions,Tenant,1 room,0.07385,297,5560,0.06697,0.08072
2016,Urban regions,Tenant,2 rooms,0.31896,1311,5560,0.30671,0.33121
2016,Urban regions,Tenant,3 rooms,0.39156,2360,5560,0.37873,0.40439
2016,Urban regions,Tenant,4 rooms,0.13764,1023,5560,0.12859,0.14670
2016,Urban regions,Tenant,5 rooms,0.05147,383,5560,0.04566,0.05728
2016,Urban regions,Tenant,6 rooms,0.01369,125,5560,0.01064,0.01675
2016,Urban regions,Tenant,7 rooms,0.00752,61,5560,0.00524,0.00979
2016,Rural regions,Owner,2 rooms,0.04640,74,2528,0.03820,0.05461
2016,Rural regions,Owner,3 rooms,0.17104,346,2528,0.15636,0.18572
2016,Rural regions,Owner,4 rooms,0.24728,575,2528,0.23045,0.26410
2016,Rural regions,Owner,5 rooms,0.22252,599,2528,0.20630,0.23873
2016,Rural regions,Owner,6 rooms,0.15312,447,2528,0.13908,0.16716
2016,Rural regions,Owner,7 rooms,0.08384,261,2528,0.07304,0.09465
2016,Rural regions,Owner,8 rooms,0.04355,128,2528,0.03559,0.05150
2016,Rural regions,Owner,9 rooms,0.01362,46,2528,0.00910,0.01814
2016,Rural regions,Owner,10 or more rooms,0.01642,52,2528,0.01147,0.02138
2016,Rural regions,Tenant,1 room,0.05073,90,2369,0.04189,0.05957
2016,Rural regions,Tenant,2 rooms,0.28044,497,2369,0.26235,0.29853
2016,Rural regions,Tenant,3 rooms,0.40975,973,2369,0.38994,0.42956
2016,Rural regions,Tenant,4 rooms,0.14819,502,2369,0.13388,0.16250
2016,Rural regions,Tenant,5 rooms,0.06146,187,2369,0.05179,0.07114
2016,Rural regions,Tenant,6 rooms,0.02887,78,2369,0.02212,0.03561
2016,Rural regions,Tenant,7 rooms,0.01136,42,2369,0.00709,0.01563
2017,Urban regions,Owner,2 rooms,0.05200,136,4250,0.04533,0.05868
2017,Urban regions,Owner,3 rooms,0.19867,595,4250,0.18667,0.21067
2017,Urban regions,Owner,4 rooms,0.24273,983,4250,0.22984,0.25562
2017,Urban regions,Owner,5 rooms,0.23394,1069,4250,0.22121,0.24667
2017,Urban regions,Owner,6 rooms,0.14618,766,4250,0.13556,0.15680
2017,Urban regions,Owner,7 rooms,0.06790,368,4250,0.06033,0.07546
2017,Urban regions,Owner,8 rooms,0.03299,187,4250,0.02762,0.03836
2017,Urban regions,Owner,9 rooms,0.00984,85,4250,0.00687,0.01281
2017,Urban regions,Owner,10 or more rooms,0.01014,61,4250,0.00713,0.01315
2017,Urban regions,Tenant,1 room,0.08113,444,7225,0.07484,0.08743
2017,Urban regions,Tenant,2 rooms,0.31395,1651,7225,0.30325,0.32465
2017,Urban regions,Tenant,3 rooms,0.39481,2987,7225,0.38354,0.40608
2017,Urban regions,Tenant,4 rooms,0.13704,1400,7225,0.12911,0.14497
2017,Urban regions,Tenant,5 rooms,0.04866,476,7225,0.04369,0.05362
2017,Urban regions,Tenant,6 rooms,0.01328,166,7225,0.01064,0.01592
2017,Urban regions,Tenant,7 rooms,0.00596,70,7225,0.00419,0.00774
2017,Urban regions,Tenant,8 rooms,0.00390,31,7225,0.00246,0.00534
2017,Rural regions,Owner,2 rooms,0.04344,80,2801,0.03589,0.05099
2017,Rural regions,Owner,3 rooms,0.16550,364,2801,0.15173,0.17926
2017,Rural regions,Owner,4 rooms,0.23537,620,2801,0.21966,0.25109
2017,Rural regions,Owner,5 rooms,0.23723,695,2801,0.22147,0.25299
2017,Rural regions,Owner,6 rooms,0.16077,506,2801,0.14716,0.17437
2017,Rural regions,Owner,7 rooms,0.08751,294,2801,0.07704,0.09798
2017,Rural regions,Owner,8 rooms,0.03527,135,2801,0.02843,0.04210
2017,Rural regions,Owner,9 rooms,0.01430,50,2801,0.00991,0.01870
2017,Rural regions,Owner,10 or more rooms,0.01813,57,2801,0.01319,0.02308
2017,Rural regions,Tenant,1 room,0.05566,149,3146,0.04765,0.06368
2017,Rural regions,Tenant,2 rooms,0.30280,674,3146,0.28674,0.31886
2017,Rural regions,Tenant,3 rooms,0.38368,1228,3146,0.36669,0.40068
2017,Rural regions,Tenant,4 rooms,0.15413,695,3146,0.14151,0.16674
2017,Rural regions,Tenant,5 rooms,0.06223,254,3146,0.05378,0.07067
2017,Rural regions,Tenant,6 rooms,0.02766,106,3146,0.02193,0.03340
2017,Rural regions,Tenant,7 rooms,0.00828,40,3146,0.00512,0.01145
2018,Urban regions,Owner,2 rooms,0.05715,151,4070,0.05002,0.06428
2018,Urban regions,Owner,3 rooms,0.19759,570,4070,0.18536,0.20983
2018,Urban regions,Owner,4 rooms,0.23497,951,4070,0.22195,0.24800
2018,Urban regions,Owner,5 rooms,0.22744,1009,4070,0.21456,0.24032
2018,Urban regions,Owner,6 rooms,0.15545,735,4070,0.14432,0.16658
2018,Urban regions,Owner,7 rooms,0.06911,357,4070,0.06131,0.07690
2018,Urban regions,Owner,8 rooms,0.02794,155,4070,0.02288,0.03301
2018,Urban regions,Owner,9 rooms,0.01458,84,4070,0.01090,0.01827
2018,Urban regions,Owner,10 or more rooms,0.00925,58,4070,0.00630,0.01219
2018,Urban regions,Tenant,1 room,0.08221,547,7803,0.07612,0.08831
2018,Urban regions,Tenant,2 rooms,0.32041,1904,7803,0.31005,0.33076
2018,Urban regions,Tenant,3 rooms,0.37942,3120,7803,0.36865,0.39019
2018,Urban regions,Tenant,4 rooms,0.14607,1506,7803,0.13824,0.15391
2018,Urban regions,Tenant,5 rooms,0.04640,495,7803,0.04173,0.05107
2018,Urban regions,Tenant,6 rooms,0.01527,169,7803,0.01255,0.01799
2018,Urban regions,Tenant,7 rooms,0.00548,62,7803,0.00384,0.00711
2018,Rural regions,Owner,2 rooms,0.05029,73,2674,0.04200,0.05857
2018,Rural regions,Owner,3 rooms,0.15774,343,2674,0.14392,0.17156
2018,Rural regions,Owner,4 rooms,0.23525,608,2674,0.21917,0.25133
2018,Rural regions,Owner,5 rooms,0.23625,652,2674,0.22015,0.25236
2018,Rural regions,Owner,6 rooms,0.15937,472,2674,0.14549,0.17324
2018,Rural regions,Owner,7 rooms,0.08759,274,2674,0.07687,0.09830
2018,Rural regions,Owner,8 rooms,0.03732,138,2674,0.03014,0.04451
2018,Rural regions,Owner,9 rooms,0.01346,54,2674,0.00909,0.01783
2018,Rural regions,Owner,10 or more rooms,0.02077,60,2674,0.01536,0.02617
2018,Rural regions,Tenant,1 room,0.06047,187,3238,0.05225,0.06868
2018,Rural regions,Tenant,2 rooms,0.29362,712,3238,0.27793,0.30931
2018,Rural regions,Tenant,3 rooms,0.37680,1254,3238,0.36010,0.39349
2018,Rural regions,Tenant,4 rooms,0.17339,713,3238,0.16035,0.18643
2018,Rural regions,Tenant,5 rooms,0.05932,241,3238,0.05118,0.06746
2018,Rural regions,Tenant,6 rooms,0.02232,93,3238,0.01723,0.02741
2018,Rural regions,Tenant,7 rooms,0.00974,38,3238,0.00636,0.01313
2019,Urban regions,Owner,2 rooms,0.05891,152,4726,0.05219,0.06562
2019,Urban regions,Owner,3 rooms,0.19791,596,4726,0.18655,0.20927
2019,Urban regions,Owner,4 rooms,0.23440,1039,4726,0.22233,0.24648
2019,Urban regions,Owner,5 rooms,0.23222,1162,4726,0.22018,0.24426
2019,Urban regions,Owner,6 rooms,0.14789,863,4726,0.13777,0.15801
2019,Urban regions,Owner,7 rooms,0.07161,470,4726,0.06426,0.07897
2019,Urban regions,Owner,8 rooms,0.03177,225,4726,0.02677,0.03677
2019,Urban regions,Owner,9 rooms,0.01370,118,4726,0.01039,0.01702
2019,Urban regions,Owner,10 or more rooms,0.00783,101,4726,0.00532,0.01034
2019,Urban regions,Tenant,1 room,0.07408,476,7190,0.06803,0.08014
2019,Urban regions,Tenant,2 rooms,0.32018,1720,7190,0.30940,0.33097
2019,Urban regions,Tenant,3 rooms,0.38244,2838,7190,0.37121,0.39367
2019,Urban regions,Tenant,4 rooms,0.14251,1407,7190,0.13443,0.15059
2019,Urban regions,Tenant,5 rooms,0.05273,495,7190,0.04757,0.05790
2019,Urban regions,Tenant,6 rooms,0.01659,180,7190,0.01364,0.01954
2019,Urban regions,Tenant,7 rooms,0.00686,74,7190,0.00495,0.00877
2019,Rural regions,Owner,2 rooms,0.04724,77,2993,0.03964,0.05484
2019,Rural regions,Owner,3 rooms,0.15309,355,2993,0.14019,0.16599
2019,Rural regions,Owner,4 rooms,0.23486,655,2993,0.21967,0.25005
2019,Rural regions,Owner,5 rooms,0.23614,717,2993,0.22092,0.25136
2019,Rural regions,Owner,6 rooms,0.16278,524,2993,0.14955,0.17601
2019,Rural regions,Owner,7 rooms,0.09310,311,2993,0.08269,0.10352
2019,Rural regions,Owner,8 rooms,0.03946,181,2993,0.03249,0.04644
2019,Rural regions,Owner,9 rooms,0.01577,78,2993,0.01130,0.02023
2019,Rural regions,Owner,10 or more rooms,0.01725,95,2993,0.01259,0.02192
2019,Rural regions,Tenant,1 room,0.05274,141,2934,0.04465,0.06083
2019,Rural regions,Tenant,2 rooms,0.30422,656,2934,0.28757,0.32087
2019,Rural regions,Tenant,3 rooms,0.38327,1171,2934,0.36567,0.40086
2019,Rural regions,Tenant,4 rooms,0.16516,646,2934,0.15172,0.17860
2019,Rural regions,Tenant,5 rooms,0.05828,231,2934,0.04980,0.06676
2019,Rural regions,Tenant,6 rooms,0.02127,89,2934,0.01605,0.02650
2020,Urban regions,Owner,2 rooms,0.05910,149,4292,0.05204,0.06615
2020,Urban regions,Owner,3 rooms,0.17744,551,4292,0.16601,0.18888
2020,Urban regions,Owner,4 rooms,0.23380,950,4292,0.22113,0.24646
2020,Urban regions,Owner,5 rooms,0.22472,1022,4292,0.21223,0.23721
2020,Urban regions,Owner,6 rooms,0.16403,794,4292,0.15295,0.17511
2020,Urban regions,Owner,7 rooms,0.07529,418,4292,0.06739,0.08318
2020,Urban regions,Owner,8 rooms,0.03801,229,4292,0.03229,0.04374
2020,Urban regions,Owner,9 rooms,0.01326,91,4292,0.00984,0.01669
2020,Urban regions,Owner,10 or more rooms,0.01031,88,4292,0.00729,0.01333
2020,Urban regions,Tenant,1 room,0.07211,861,9071,0.06678,0.07743
2020,Urban regions,Tenant,2 rooms,0.31579,2439,9071,0.30622,0.32536
2020,Urban regions,Tenant,3 rooms,0.37843,3462,9071,0.36845,0.38841
2020,Urban regions,Tenant,4 rooms,0.14929,1536,9071,0.14195,0.15662
2020,Urban regions,Tenant,5 rooms,0.05520,506,9071,0.05050,0.05990
2020,Urban regions,Tenant,6 rooms,0.01731,168,9071,0.01463,0.02000
2020,Urban regions,Tenant,7 rooms,0.00641,61,9071,0.00476,0.00805
2020,Urban regions,Tenant,8 rooms,0.00390,38,9071,0.00262,0.00519
2020,Rural regions,Owner,2 rooms,0.04215,70,2694,0.03456,0.04974
2020,Rural regions,Owner,3 rooms,0.14023,321,2694,0.12712,0.15335
2020,Rural regions,Owner,4 rooms,0.22973,575,2694,0.21384,0.24562
2020,Rural regions,Owner,5 rooms,0.22767,632,2694,0.21184,0.24351
2020,Rural regions,Owner,6 rooms,0.17876,492,2694,0.16429,0.19324
2020,Rural regions,Owner,7 rooms,0.08847,273,2694,0.07774,0.09919
2020,Rural regions,Owner,8 rooms,0.04866,178,2694,0.04053,0.05679
2020,Rural regions,Owner,9 rooms,0.02119,72,2694,0.01575,0.02662
2020,Rural regions,Owner,10 or more rooms,0.02199,81,2694,0.01645,0.02753
2020,Rural regions,Tenant,1 room,0.04682,193,3206,0.03951,0.05414
2020,Rural regions,Tenant,2 rooms,0.29785,744,3206,0.28202,0.31369
2020,Rural regions,Tenant,3 rooms,0.37956,1254,3206,0.36276,0.39637
2020,Rural regions,Tenant,4 rooms,0.16531,664,3206,0.15245,0.17817
2020,Rural regions,Tenant,5 rooms,0.06672,215,3206,0.05809,0.07536
2020,Rural regions,Tenant,6 rooms,0.02761,102,3206,0.02194,0.03328
2020,Rural regions,Tenant,7 rooms,0.00805,34,3206,0.00496,0.01115
2021,Urban regions,Owner,2 rooms,0.06595,120,3127,0.05725,0.07465
2021,Urban regions,Owner,3 rooms,0.19915,438,3127,0.18515,0.21315
2021,Urban regions,Owner,4 rooms,0.22196,682,3127,0.20739,0.23653
2021,Urban regions,Owner,5 rooms,0.22762,735,3127,0.21292,0.24231
2021,Urban regions,Owner,6 rooms,0.15476,571,3127,0.14208,0.16744
2021,Urban regions,Owner,7 rooms,0.06250,276,3127,0.05402,0.07099
2021,Urban regions,Owner,8 rooms,0.03692,169,3127,0.03031,0.04353
2021,Urban regions,Owner,9 rooms,0.01560,79,3127,0.01126,0.01995
2021,Urban regions,Owner,10 or more rooms,0.00968,57,3127,0.00625,0.01312
2021,Urban regions,Tenant,1 room,0.07169,462,5447,0.06484,0.07854
2021,Urban regions,Tenant,2 rooms,0.31187,1407,5447,0.29957,0.32418
2021,Urban regions,Tenant,3 rooms,0.38182,2071,5447,0.36892,0.39472
2021,Urban regions,Tenant,4 rooms,0.14233,994,5447,0.13305,0.15161
2021,Urban regions,Tenant,5 rooms,0.05789,345,5447,0.05169,0.06409
2021,Urban regions,Tenant,6 rooms,0.01920,112,5447,0.01556,0.02285
2021,Urban regions,Tenant,7 rooms,0.01032,56,5447,0.00764,0.01301
2021,Rural regions,Owner,2 rooms,0.05251,68,1958,0.04263,0.06240
2021,Rural regions,Owner,3 rooms,0.13689,218,1958,0.12166,0.15212
2021,Rural regions,Owner,4 rooms,0.22601,406,1958,0.20748,0.24454
2021,Rural regions,Owner,5 rooms,0.22066,449,1958,0.20228,0.23903
2021,Rural regions,Owner,6 rooms,0.17560,373,1958,0.15874,0.19246
2021,Rural regions,Owner,7 rooms,0.08846,202,1958,0.07588,0.10104
2021,Rural regions,Owner,8 rooms,0.05164,129,1958,0.04184,0.06145
2021,Rural regions,Owner,9 rooms,0.02273,52,1958,0.01613,0.02934
2021,Rural regions,Owner,10 or more rooms,0.02063,61,1958,0.01434,0.02693
2021,Rural regions,Tenant,1 room,0.05285,100,1931,0.04287,0.06283
2021,Rural regions,Tenant,2 rooms,0.29847,440,1931,0.27806,0.31889
2021,Rural regions,Tenant,3 rooms,0.37401,775,1931,0.35242,0.39560
2021,Rural regions,Tenant,4 rooms,0.17079,407,1931,0.15400,0.18758
2021,Rural regions,Tenant,5 rooms,0.06640,147,1931,0.05529,0.07751
2021,Rural regions,Tenant,6 rooms,0.02003,62,1931,0.01378,0.02628
2022,Urban regions,Owner,2 rooms,0.05778,172,4684,0.05110,0.06446
2022,Urban regions,Owner,3 rooms,0.21522,696,4684,0.20345,0.22699
2022,Urban regions,Owner,4 rooms,0.23442,1003,4684,0.22229,0.24656
2022,Urban regions,Owner,5 rooms,0.21788,1121,4684,0.20606,0.22971
2022,Urban regions,Owner,6 rooms,0.13383,780,4684,0.12407,0.14358
2022,Urban regions,Owner,7 rooms,0.07113,446,4684,0.06377,0.07849
2022,Urban regions,Owner,8 rooms,0.03731,261,4684,0.03188,0.04274
2022,Urban regions,Owner,9 rooms,0.01407,104,4684,0.01070,0.01745
2022,Urban regions,Owner,10 or more rooms,0.01249,101,4684,0.00931,0.01567
2022,Urban regions,Tenant,1 room,0.07604,972,9363,0.07067,0.08141
