,Unnamed: 0,year,bula_h,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
185,185,1988,Baden-Wuerttemberg,3 rooms,0.35881,318,4269,0.33474,0.39703
186,186,1988,Baden-Wuerttemberg,4 rooms,0.21706,180,4269,0.19567,0.23383
187,187,1988,Baden-Wuerttemberg,5 rooms,0.13031,101,4269,0.11814,0.14239
188,188,1988,Baden-Wuerttemberg,6 rooms,0.07927,59,4269,0.0725,0.08651
189,189,1988,Bavaria,1 room,0.08322,51,4269,0.07175,0.09528
190,190,1988,Bavaria,2 rooms,0.16041,112,4269,0.14306,0.17942
191,191,1988,Bavaria,3 rooms,0.34671,266,4269,0.32547,0.3688
192,192,1988,Bavaria,4 rooms,0.21378,173,4269,0.19752,0.23105
193,193,1988,Bavaria,5 rooms,0.1337,105,4269,0.12473,0.14446
194,194,1988,Bavaria,6 rooms,0.06219,51,4269,0.0553,0.06917
195,195,1988,Berlin,2 rooms,0.50844,63,4269,0.43897,0.57507
196,196,1988,Berlin,3 rooms,0.3393,60,4269,0.30116,0.38362
197,197,1988,Berlin,4 rooms,0.15226,32,4269,0.12266,0.18173
198,198,1989,Schleswig-Holstein,3 rooms,0.49114,38,4126,0.40137,0.57746
199,199,1989,Schleswig-Holstein,4 rooms,0.50886,36,4126,0.42862,0.58214
200,200,1989,Hamburg,2 rooms,0.44987,36,4126,0.36258,0.5356
201,201,1989,Hamburg,3 rooms,0.55013,47,4126,0.46693,0.62943
202,202,1989,Lower Saxony,2 rooms,0.21261,73,4126,0.1931,0.23274
203,203,1989,Lower Saxony,3 rooms,0.32936,155,4126,0.2983,0.36577
204,204,1989,Lower Saxony,4 rooms,0.22142,104,4126,0.20322,0.242
205,205,1989,Lower Saxony,5 rooms,0.13566,64,4126,0.12636,0.14787
206,206,1989,Lower Saxony,6 rooms,0.10094,45,4126,0.09039,0.11031
207,207,1989,North Rhine-Westphalia,1 room,0.05412,48,4126,0.04592,0.06131
208,208,1989,North Rhine-Westphalia,2 rooms,0.25502,254,4126,0.23616,0.27326
209,209,1989,North Rhine-Westphalia,3 rooms,0.34804,440,4126,0.32722,0.36892
210,210,1989,North Rhine-Westphalia,4 rooms,0.18894,247,4126,0.17671,0.20286
211,211,1989,North Rhine-Westphalia,5 rooms,0.09503,129,4126,0.08716,0.1029
212,212,1989,North Rhine-Westphalia,6 rooms,0.05885,75,4126,0.05306,0.0641
213,213,1989,Hesse,2 rooms,0.24178,93,4126,0.20582,0.28292
214,214,1989,Hesse,3 rooms,0.39738,167,4126,0.34767,0.4513
215,215,1989,Hesse,4 rooms,0.2573,105,4126,0.22595,0.28687
216,216,1989,Hesse,5 rooms,0.10355,42,4126,0.08828,0.11935
217,217,1989,"Rhineland-Palatinate, Saarland",2 rooms,0.17947,45,4126,0.15241,0.20826
218,218,1989,"Rhineland-Palatinate, Saarland",3 rooms,0.30942,87,4126,0.27514,0.34249
219,219,1989,"Rhineland-Palatinate, Saarland",4 rooms,0.20592,63,4126,0.18447,0.2352
220,220,1989,"Rhineland-Palatinate, Saarland",5 rooms,0.15846,48,4126,0.1427,0.17647
221,221,1989,"Rhineland-Palatinate, Saarland",6 rooms,0.14672,44,4126,0.12989,0.16184
222,222,1989,Baden-Wuerttemberg,1 room,0.05313,35,4126,0.04235,0.06558
223,223,1989,Baden-Wuerttemberg,2 rooms,0.1521,117,4126,0.13145,0.17838
224,224,1989,Baden-Wuerttemberg,3 rooms,0.34751,295,4126,0.3111,0.37807
225,225,1989,Baden-Wuerttemberg,4 rooms,0.23862,182,4126,0.21433,0.26589
226,226,1989,Baden-Wuerttemberg,5 rooms,0.13586,99,4126,0.12086,0.15159
227,227,1989,Baden-Wuerttemberg,6 rooms,0.07278,53,4126,0.0641,0.0807
228,228,1989,Bavaria,1 room,0.07133,44,4126,0.05895,0.08288
229,229,1989,Bavaria,2 rooms,0.17501,117,4126,0.15645,0.19499
230,230,1989,Bavaria,3 rooms,0.34863,258,4126,0.32494,0.37224
231,231,1989,Bavaria,4 rooms,0.21393,167,4126,0.1997,0.22838
232,232,1989,Bavaria,5 rooms,0.12933,99,4126,0.11808,0.14064
233,233,1989,Bavaria,6 rooms,0.06177,48,4126,0.05652,0.06716
234,234,1989,Berlin,2 rooms,0.57779,65,4126,0.50242,0.64175
235,235,1989,Berlin,3 rooms,0.42221,62,4126,0.36922,0.4825
236,236,1990,Schleswig-Holstein,3 rooms,0.46741,36,6078,0.3694,0.54703
237,237,1990,Schleswig-Holstein,4 rooms,0.53259,37,6078,0.45472,0.61488
238,238,1990,Hamburg,2 rooms,0.46274,33,6078,0.3746,0.54742
239,239,1990,Hamburg,3 rooms,0.53726,45,6078,0.44874,0.63775
240,240,1990,Lower Saxony,2 rooms,0.19786,70,6078,0.17239,0.22051
241,241,1990,Lower Saxony,3 rooms,0.35312,165,6078,0.31561,0.38493
242,242,1990,Lower Saxony,4 rooms,0.20622,95,6078,0.19055,0.22484
243,243,1990,Lower Saxony,5 rooms,0.14994,67,6078,0.13635,0.16423
244,244,1990,Lower Saxony,6 rooms,0.09286,40,6078,0.08182,0.10424
245,245,1990,North Rhine-Westphalia,1 room,0.04711,41,6078,0.03849,0.0567
246,246,1990,North Rhine-Westphalia,2 rooms,0.25898,247,6078,0.24143,0.27889
247,247,1990,North Rhine-Westphalia,3 rooms,0.35687,442,6078,0.33616,0.37971
248,248,1990,North Rhine-Westphalia,4 rooms,0.17696,238,6078,0.16503,0.18882
249,249,1990,North Rhine-Westphalia,5 rooms,0.09817,126,6078,0.09066,0.10625
250,250,1990,North Rhine-Westphalia,6 rooms,0.06191,74,6078,0.05618,0.06789
251,251,1990,Hesse,2 rooms,0.25008,87,6078,0.20597,0.29454
252,252,1990,Hesse,3 rooms,0.40764,170,6078,0.3613,0.45079
253,253,1990,Hesse,4 rooms,0.24794,101,6078,0.21583,0.27947
254,254,1990,Hesse,5 rooms,0.09433,39,6078,0.0771,0.11106
255,255,1990,"Rhineland-Palatinate, Saarland",2 rooms,0.1644,41,6078,0.13437,0.19401
256,256,1990,"Rhineland-Palatinate, Saarland",3 rooms,0.29728,83,6078,0.26664,0.33627
257,257,1990,"Rhineland-Palatinate, Saarland",4 rooms,0.22446,66,6078,0.20189,0.25029
258,258,1990,"Rhineland-Palatinate, Saarland",5 rooms,0.17346,50,6078,0.15354,0.19592
259,259,1990,"Rhineland-Palatinate, Saarland",6 rooms,0.14039,43,6078,0.12642,0.15809
260,260,1990,Baden-Wuerttemberg,1 room,0.06092,40,6078,0.04745,0.07341
261,261,1990,Baden-Wuerttemberg,2 rooms,0.1422,111,6078,0.12001,0.16707
262,262,1990,Baden-Wuerttemberg,3 rooms,0.35343,295,6078,0.31985,0.39288
263,263,1990,Baden-Wuerttemberg,4 rooms,0.24137,188,6078,0.21977,0.26511
264,264,1990,Baden-Wuerttemberg,5 rooms,0.12149,89,6078,0.10704,0.13458
265,265,1990,Baden-Wuerttemberg,6 rooms,0.0806,55,6078,0.07336,0.09031
266,266,1990,Bavaria,1 room,0.07747,46,6078,0.06527,0.08695
267,267,1990,Bavaria,2 rooms,0.18479,127,6078,0.16614,0.20418
268,268,1990,Bavaria,3 rooms,0.33721,257,6078,0.30352,0.3591
269,269,1990,Bavaria,4 rooms,0.20096,159,6078,0.18509,0.21543
270,270,1990,Bavaria,5 rooms,0.13663,102,6078,0.12622,0.15109
271,271,1990,Bavaria,6 rooms,0.06294,50,6078,0.05828,0.06846
272,272,1990,Berlin,1 room,0.14682,31,6078,0.12991,0.16841
273,273,1990,Berlin,2 rooms,0.40842,108,6078,0.35512,0.45311
274,274,1990,Berlin,3 rooms,0.30664,124,6078,0.27048,0.34858
275,275,1990,Berlin,4 rooms,0.13812,66,6078,0.11849,0.16336
276,276,1990,Brandenburg,2 rooms,0.25177,55,6078,0.22186,0.28273
277,277,1990,Brandenburg,3 rooms,0.4781,168,6078,0.44006,0.51924
278,278,1990,Brandenburg,4 rooms,0.17909,65,6078,0.16029,0.20256
279,279,1990,Brandenburg,5 rooms,0.09104,35,6078,0.07764,0.1098
280,280,1990,Mecklenburg-Western Pomerania,2 rooms,0.31287,43,6078,0.26228,0.35735
281,281,1990,Mecklenburg-Western Pomerania,3 rooms,0.45843,86,6078,0.42299,0.49825
282,282,1990,Mecklenburg-Western Pomerania,4 rooms,0.2287,47,6078,0.20404,0.25396
283,283,1990,Saxony,2 rooms,0.36572,171,6078,0.33699,0.38763
284,284,1990,Saxony,3 rooms,0.40482,260,6078,0.38268,0.42901
285,285,1990,Saxony,4 rooms,0.17288,141,6078,0.1612,0.18262
286,286,1990,Saxony,5 rooms,0.05658,42,6078,0.04944,0.06792
287,287,1990,Saxony-Anhalt,2 rooms,0.33116,84,6078,0.28676,0.37073
288,288,1990,Saxony-Anhalt,3 rooms,0.41447,172,6078,0.3904,0.44936
289,289,1990,Saxony-Anhalt,4 rooms,0.18229,80,6078,0.15897,0.20419
290,290,1990,Saxony-Anhalt,5 rooms,0.07208,33,6078,0.05958,0.09062
291,291,1990,Thuringa,2 rooms,0.28797,68,6078,0.25704,0.31652
292,292,1990,Thuringa,3 rooms,0.42992,131,6078,0.39897,0.46628
293,293,1990,Thuringa,4 rooms,0.20294,80,6078,0.18117,0.23025
294,294,1990,Thuringa,5 rooms,0.07917,33,6078,0.06693,0.09312
295,295,1991,Schleswig-Holstein,3 rooms,0.47817,35,5915,0.39281,0.56421
296,296,1991,Schleswig-Holstein,4 rooms,0.52183,35,5915,0.44889,0.58295
297,297,1991,Hamburg,2 rooms,0.4802,33,5915,0.4059,0.56412
298,298,1991,Hamburg,3 rooms,0.5198,45,5915,0.43488,0.60641
299,299,1991,Lower Saxony,2 rooms,0.20264,72,5915,0.18064,0.22887
300,300,1991,Lower Saxony,3 rooms,0.33035,156,5915,0.29779,0.36388
301,301,1991,Lower Saxony,4 rooms,0.21995,101,5915,0.19811,0.23797
302,302,1991,Lower Saxony,5 rooms,0.155,66,5915,0.14055,0.17032
303,303,1991,Lower Saxony,6 rooms,0.09206,41,5915,0.08066,0.10473
304,304,1991,North Rhine-Westphalia,1 room,0.04836,47,5915,0.03827,0.05604
305,305,1991,North Rhine-Westphalia,2 rooms,0.27254,258,5915,0.25432,0.28973
306,306,1991,North Rhine-Westphalia,3 rooms,0.3504,453,5915,0.32972,0.3744
307,307,1991,North Rhine-Westphalia,4 rooms,0.17204,235,5915,0.16156,0.18561
308,308,1991,North Rhine-Westphalia,5 rooms,0.09321,123,5915,0.08564,0.10217
309,309,1991,North Rhine-Westphalia,6 rooms,0.06346,78,5915,0.05759,0.06919
310,310,1991,Hesse,2 rooms,0.23064,83,5915,0.19214,0.26584
311,311,1991,Hesse,3 rooms,0.41448,165,5915,0.36733,0.46623
312,312,1991,Hesse,4 rooms,0.24547,97,5915,0.21529,0.27439
313,313,1991,Hesse,5 rooms,0.10941,46,5915,0.09297,0.12339
314,314,1991,"Rhineland-Palatinate, Saarland",2 rooms,0.18724,48,5915,0.16244,0.2168
315,315,1991,"Rhineland-Palatinate, Saarland",3 rooms,0.29985,87,5915,0.25937,0.34047
316,316,1991,"Rhineland-Palatinate, Saarland",4 rooms,0.21036,66,5915,0.18053,0.23309
317,317,1991,"Rhineland-Palatinate, Saarland",5 rooms,0.16354,51,5915,0.1431,0.18481
318,318,1991,"Rhineland-Palatinate, Saarland",6 rooms,0.139,44,5915,0.12093,0.15569
319,319,1991,Baden-Wuerttemberg,2 rooms,0.17172,130,5915,0.14792,0.20061
320,320,1991,Baden-Wuerttemberg,3 rooms,0.36405,295,5915,0.32778,0.40124
321,321,1991,Baden-Wuerttemberg,4 rooms,0.23779,183,5915,0.21432,0.2621
322,322,1991,Baden-Wuerttemberg,5 rooms,0.1358,92,5915,0.12448,0.15074
323,323,1991,Baden-Wuerttemberg,6 rooms,0.09065,57,5915,0.08107,0.10134
324,324,1991,Bavaria,1 room,0.07185,42,5915,0.0603,0.0832
