,Unnamed: 0,year,hhtyp,sampreg,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1023,1023,2012,Couple without children,West,8 rooms,0.01932,76,15871,0.01659,0.02275
1024,1024,2012,Couple without children,West,9 rooms,0.00884,39,15871,0.00649,0.01126
1025,1025,2012,Couple without children,East,2 rooms,0.15264,143,15871,0.13052,0.17961
1026,1026,2012,Couple without children,East,3 rooms,0.41571,479,15871,0.38968,0.44745
1027,1027,2012,Couple without children,East,4 rooms,0.27577,280,15871,0.24427,0.31303
1028,1028,2012,Couple without children,East,5 rooms,0.09806,124,15871,0.08391,0.11274
1029,1029,2012,Couple without children,East,6 rooms,0.05782,66,15871,0.04349,0.07328
1030,1030,2012,Single parent,West,2 rooms,0.11141,173,15871,0.09466,0.13069
1031,1031,2012,Single parent,West,3 rooms,0.46174,740,15871,0.43296,0.50014
1032,1032,2012,Single parent,West,4 rooms,0.22742,399,15871,0.19903,0.256
1033,1033,2012,Single parent,West,5 rooms,0.10234,179,15871,0.08796,0.11965
1034,1034,2012,Single parent,West,6 rooms,0.06599,92,15871,0.05314,0.08065
1035,1035,2012,Single parent,West,7 rooms,0.03109,49,15871,0.02458,0.03741
1036,1036,2012,Single parent,East,2 rooms,0.0796,39,15871,0.06348,0.10122
1037,1037,2012,Single parent,East,3 rooms,0.57141,266,15871,0.49244,0.66148
1038,1038,2012,Single parent,East,4 rooms,0.25595,140,15871,0.22317,0.29062
1039,1039,2012,Single parent,East,5 rooms,0.09304,45,15871,0.06768,0.12172
1040,1040,2012,Couple with children,West,2 rooms,0.01395,56,15871,0.00944,0.01892
1041,1041,2012,Couple with children,West,3 rooms,0.18044,808,15871,0.16647,0.1961
1042,1042,2012,Couple with children,West,4 rooms,0.26363,1156,15871,0.24574,0.2803
1043,1043,2012,Couple with children,West,5 rooms,0.23541,1020,15871,0.2169,0.25036
1044,1044,2012,Couple with children,West,6 rooms,0.14997,786,15871,0.1357,0.15992
1045,1045,2012,Couple with children,West,7 rooms,0.08229,427,15871,0.07318,0.09371
1046,1046,2012,Couple with children,West,8 rooms,0.04058,232,15871,0.03377,0.04725
1047,1047,2012,Couple with children,West,9 rooms,0.01458,96,15871,0.01018,0.01908
1048,1048,2012,Couple with children,West,10 or more rooms,0.01916,91,15871,0.01399,0.02597
1049,1049,2012,Couple with children,East,3 rooms,0.3123,284,15871,0.27209,0.35681
1050,1050,2012,Couple with children,East,4 rooms,0.31567,358,15871,0.28578,0.35476
1051,1051,2012,Couple with children,East,5 rooms,0.20758,218,15871,0.17727,0.24162
1052,1052,2012,Couple with children,East,6 rooms,0.09888,123,15871,0.0805,0.11811
1053,1053,2012,Couple with children,East,7 rooms,0.04185,52,15871,0.02923,0.05383
1054,1054,2012,Couple with children,East,8 rooms,0.02373,31,15871,0.01643,0.03129
1055,1055,2013,Single-person household,West,1 room,0.08182,289,17372,0.07377,0.09045
1056,1056,2013,Single-person household,West,2 rooms,0.35584,1062,17372,0.34081,0.36944
1057,1057,2013,Single-person household,West,3 rooms,0.3124,851,17372,0.30084,0.32447
1058,1058,2013,Single-person household,West,4 rooms,0.12392,358,17372,0.11578,0.13216
1059,1059,2013,Single-person household,West,5 rooms,0.07517,188,17372,0.06912,0.08275
1060,1060,2013,Single-person household,West,6 rooms,0.03678,112,17372,0.03225,0.04219
1061,1061,2013,Single-person household,West,7 rooms,0.01408,50,17372,0.01136,0.01731
1062,1062,2013,Single-person household,East,1 room,0.11415,106,17372,0.09416,0.12779
1063,1063,2013,Single-person household,East,2 rooms,0.47037,382,17372,0.43234,0.50121
1064,1064,2013,Single-person household,East,3 rooms,0.2901,264,17372,0.26445,0.31416
1065,1065,2013,Single-person household,East,4 rooms,0.09456,88,17372,0.0803,0.10719
1066,1066,2013,Single-person household,East,5 rooms,0.03083,31,17372,0.02551,0.03695
1067,1067,2013,Couple without children,West,2 rooms,0.09943,418,17372,0.09053,0.10919
1068,1068,2013,Couple without children,West,3 rooms,0.32431,1065,17372,0.30618,0.34062
1069,1069,2013,Couple without children,West,4 rooms,0.22848,766,17372,0.21476,0.24344
1070,1070,2013,Couple without children,West,5 rooms,0.17676,599,17372,0.16658,0.1904
1071,1071,2013,Couple without children,West,6 rooms,0.09407,339,17372,0.08514,0.10272
1072,1072,2013,Couple without children,West,7 rooms,0.05115,181,17372,0.04519,0.05717
1073,1073,2013,Couple without children,West,8 rooms,0.01855,76,17372,0.01554,0.02184
1074,1074,2013,Couple without children,West,9 rooms,0.00724,33,17372,0.00501,0.00988
1075,1075,2013,Couple without children,East,2 rooms,0.14443,156,17372,0.12456,0.1626
1076,1076,2013,Couple without children,East,3 rooms,0.41233,466,17372,0.38527,0.44282
1077,1077,2013,Couple without children,East,4 rooms,0.28499,274,17372,0.25111,0.31726
1078,1078,2013,Couple without children,East,5 rooms,0.11242,126,17372,0.09147,0.1374
1079,1079,2013,Couple without children,East,6 rooms,0.04583,58,17372,0.03398,0.064
1080,1080,2013,Single parent,West,2 rooms,0.12194,191,17372,0.10409,0.14685
1081,1081,2013,Single parent,West,3 rooms,0.45905,800,17372,0.42748,0.49691
1082,1082,2013,Single parent,West,4 rooms,0.22402,409,17372,0.19823,0.24983
1083,1083,2013,Single parent,West,5 rooms,0.10737,199,17372,0.08793,0.12938
1084,1084,2013,Single parent,West,6 rooms,0.05354,86,17372,0.04057,0.06502
1085,1085,2013,Single parent,West,7 rooms,0.03407,44,17372,0.02523,0.04455
1086,1086,2013,Single parent,East,2 rooms,0.1189,45,17372,0.09617,0.14605
1087,1087,2013,Single parent,East,3 rooms,0.51744,243,17372,0.44409,0.58797
1088,1088,2013,Single parent,East,4 rooms,0.28239,132,17372,0.23726,0.32726
1089,1089,2013,Single parent,East,5 rooms,0.08127,41,17372,0.05534,0.11381
1090,1090,2013,Couple with children,West,2 rooms,0.01673,102,17372,0.01276,0.0205
1091,1091,2013,Couple with children,West,3 rooms,0.20134,1262,17372,0.18739,0.21834
1092,1092,2013,Couple with children,West,4 rooms,0.24196,1406,17372,0.22703,0.2578
1093,1093,2013,Couple with children,West,5 rooms,0.23922,1116,17372,0.22019,0.25716
1094,1094,2013,Couple with children,West,6 rooms,0.15229,828,17372,0.13848,0.16552
1095,1095,2013,Couple with children,West,7 rooms,0.07917,424,17372,0.06948,0.08844
1096,1096,2013,Couple with children,West,8 rooms,0.03988,220,17372,0.03315,0.04767
1097,1097,2013,Couple with children,West,9 rooms,0.01663,95,17372,0.01165,0.02211
1098,1098,2013,Couple with children,West,10 or more rooms,0.01279,82,17372,0.00921,0.01679
1099,1099,2013,Couple with children,East,3 rooms,0.33899,292,17372,0.29148,0.38976
1100,1100,2013,Couple with children,East,4 rooms,0.32361,369,17372,0.28565,0.36328
1101,1101,2013,Couple with children,East,5 rooms,0.19846,210,17372,0.16609,0.23633
1102,1102,2013,Couple with children,East,6 rooms,0.0912,105,17372,0.07148,0.11795
1103,1103,2013,Couple with children,East,7 rooms,0.04775,58,17372,0.03516,0.06136
1104,1104,2013,Other Combinations,West,2 rooms,0.16141,42,17372,0.11747,0.22626
1105,1105,2013,Other Combinations,West,3 rooms,0.43659,116,17372,0.35834,0.54025
1106,1106,2013,Other Combinations,West,4 rooms,0.24013,71,17372,0.18281,0.31471
1107,1107,2013,Other Combinations,West,5 rooms,0.16187,46,17372,0.11011,0.22227
1108,1108,2014,Single-person household,West,1 room,0.08115,246,15328,0.07343,0.08831
1109,1109,2014,Single-person household,West,2 rooms,0.35117,926,15328,0.33288,0.36596
1110,1110,2014,Single-person household,West,3 rooms,0.30533,798,15328,0.2909,0.3172
1111,1111,2014,Single-person household,West,4 rooms,0.13618,351,15328,0.12579,0.14543
1112,1112,2014,Single-person household,West,5 rooms,0.07255,180,15328,0.06567,0.07818
1113,1113,2014,Single-person household,West,6 rooms,0.03777,99,15328,0.033,0.04274
1114,1114,2014,Single-person household,West,7 rooms,0.01585,49,15328,0.01263,0.01943
1115,1115,2014,Single-person household,East,1 room,0.10725,91,15328,0.09341,0.12192
1116,1116,2014,Single-person household,East,2 rooms,0.4691,374,15328,0.43673,0.50251
1117,1117,2014,Single-person household,East,3 rooms,0.31217,282,15328,0.28485,0.34392
1118,1118,2014,Single-person household,East,4 rooms,0.07624,73,15328,0.0607,0.09103
1119,1119,2014,Single-person household,East,5 rooms,0.03524,35,15328,0.02803,0.04195
1120,1120,2014,Couple without children,West,2 rooms,0.10323,380,15328,0.0938,0.11298
1121,1121,2014,Couple without children,West,3 rooms,0.31769,994,15328,0.30052,0.33294
1122,1122,2014,Couple without children,West,4 rooms,0.23337,710,15328,0.21917,0.24799
1123,1123,2014,Couple without children,West,5 rooms,0.17188,549,15328,0.15958,0.18415
1124,1124,2014,Couple without children,West,6 rooms,0.09332,323,15328,0.0846,0.10163
1125,1125,2014,Couple without children,West,7 rooms,0.04851,162,15328,0.04214,0.05528
1126,1126,2014,Couple without children,West,8 rooms,0.02164,81,15328,0.01785,0.02604
1127,1127,2014,Couple without children,West,9 rooms,0.01037,37,15328,0.00704,0.01447
1128,1128,2014,Couple without children,East,2 rooms,0.14876,141,15328,0.12838,0.17617
1129,1129,2014,Couple without children,East,3 rooms,0.45103,476,15328,0.41708,0.48511
1130,1130,2014,Couple without children,East,4 rooms,0.24881,252,15328,0.22178,0.28242
1131,1131,2014,Couple without children,East,5 rooms,0.10269,123,15328,0.08619,0.1196
1132,1132,2014,Couple without children,East,6 rooms,0.04871,66,15328,0.03747,0.06538
1133,1133,2014,Single parent,West,2 rooms,0.1117,145,15328,0.09045,0.13378
1134,1134,2014,Single parent,West,3 rooms,0.46683,632,15328,0.42691,0.51102
1135,1135,2014,Single parent,West,4 rooms,0.20831,325,15328,0.18112,0.23679
1136,1136,2014,Single parent,West,5 rooms,0.13235,176,15328,0.10588,0.16063
1137,1137,2014,Single parent,West,6 rooms,0.05153,80,15328,0.0413,0.06311
1138,1138,2014,Single parent,West,7 rooms,0.02928,39,15328,0.02083,0.03933
1139,1139,2014,Single parent,East,2 rooms,0.13657,34,15328,0.10002,0.19083
1140,1140,2014,Single parent,East,3 rooms,0.59177,209,15328,0.4865,0.70257
1141,1141,2014,Single parent,East,4 rooms,0.27166,111,15328,0.22802,0.31075
1142,1142,2014,Couple with children,West,2 rooms,0.01282,71,15328,0.00918,0.01763
1143,1143,2014,Couple with children,West,3 rooms,0.2043,1000,15328,0.18856,0.22246
1144,1144,2014,Couple with children,West,4 rooms,0.24628,1169,15328,0.22874,0.26307
1145,1145,2014,Couple with children,West,5 rooms,0.22918,1003,15328,0.21366,0.24565
1146,1146,2014,Couple with children,West,6 rooms,0.14914,722,15328,0.13529,0.16342
1147,1147,2014,Couple with children,West,7 rooms,0.08836,403,15328,0.07427,0.1022
1148,1148,2014,Couple with children,West,8 rooms,0.03862,199,15328,0.03173,0.04584
1149,1149,2014,Couple with children,West,9 rooms,0.01741,87,15328,0.01197,0.02285
1150,1150,2014,Couple with children,West,10 or more rooms,0.01388,69,15328,0.00978,0.01945
1151,1151,2014,Couple with children,East,3 rooms,0.29026,230,15328,0.24028,0.3484
1152,1152,2014,Couple with children,East,4 rooms,0.35537,329,15328,0.30466,0.41333
1153,1153,2014,Couple with children,East,5 rooms,0.21108,195,15328,0.17368,0.24646
1154,1154,2014,Couple with children,East,6 rooms,0.0895,105,15328,0.07244,0.10831
1155,1155,2014,Couple with children,East,7 rooms,0.05379,57,15328,0.03869,0.072
1156,1156,2014,Other Combinations,West,3 rooms,0.56321,84,15328,0.44779,0.66897
1157,1157,2014,Other Combinations,West,4 rooms,0.43679,56,15328,0.33852,0.58375
1158,1158,2015,Single-person household,West,1 room,0.08608,299,15242,0.07585,0.09329
1159,1159,2015,Single-person household,West,2 rooms,0.33529,917,15242,0.31992,0.35353
1160,1160,2015,Single-person household,West,3 rooms,0.31112,820,15242,0.29858,0.32812
1161,1161,2015,Single-person household,West,4 rooms,0.13941,344,15242,0.12954,0.14983
1162,1162,2015,Single-person household,West,5 rooms,0.07197,183,15242,0.06411,0.07861
1163,1163,2015,Single-person household,West,6 rooms,0.03986,102,15242,0.03432,0.04463
1164,1164,2015,Single-person household,West,7 rooms,0.01629,52,15242,0.01341,0.02019
1165,1165,2015,Single-person household,East,1 room,0.10903,96,15242,0.08987,0.12883
1166,1166,2015,Single-person household,East,2 rooms,0.49989,364,15242,0.46539,0.53725
1167,1167,2015,Single-person household,East,3 rooms,0.31787,282,15242,0.29425,0.3464
1168,1168,2015,Single-person household,East,4 rooms,0.07321,72,15242,0.06196,0.08521
1169,1169,2015,Couple without children,West,1 room,0.00551,35,15242,0.00325,0.00837
1170,1170,2015,Couple without children,West,2 rooms,0.10284,453,15242,0.09073,0.11484
1171,1171,2015,Couple without children,West,3 rooms,0.31457,1003,15242,0.29736,0.33551
1172,1172,2015,Couple without children,West,4 rooms,0.22952,669,15242,0.21487,0.24553
1173,1173,2015,Couple without children,West,5 rooms,0.1725,541,15242,0.15963,0.18539
1174,1174,2015,Couple without children,West,6 rooms,0.0989,325,15242,0.08932,0.10819
1175,1175,2015,Couple without children,West,7 rooms,0.0503,159,15242,0.04343,0.05827
1176,1176,2015,Couple without children,West,8 rooms,0.01747,70,15242,0.01421,0.02137
1177,1177,2015,Couple without children,West,9 rooms,0.00838,31,15242,0.00549,0.01126
1178,1178,2015,Couple without children,East,2 rooms,0.13467,144,15242,0.1127,0.15724
1179,1179,2015,Couple without children,East,3 rooms,0.474,466,15242,0.438,0.51863
1180,1180,2015,Couple without children,East,4 rooms,0.23011,235,15242,0.20509,0.26159
1181,1181,2015,Couple without children,East,5 rooms,0.09974,122,15242,0.08522,0.12023
1182,1182,2015,Couple without children,East,6 rooms,0.06149,71,15242,0.04678,0.07991
1183,1183,2015,Single parent,West,2 rooms,0.11933,146,15242,0.09848,0.14134
1184,1184,2015,Single parent,West,3 rooms,0.42555,572,15242,0.39317,0.46774
1185,1185,2015,Single parent,West,4 rooms,0.22904,304,15242,0.19764,0.28646
1186,1186,2015,Single parent,West,5 rooms,0.13058,170,15242,0.10946,0.1573
1187,1187,2015,Single parent,West,6 rooms,0.06265,86,15242,0.0515,0.07326
1188,1188,2015,Single parent,West,7 rooms,0.03285,38,15242,0.02488,0.0426
1189,1189,2015,Single parent,East,3 rooms,0.61929,186,15242,0.52739,0.71636
1190,1190,2015,Single parent,East,4 rooms,0.29023,105,15242,0.24848,0.34125
1191,1191,2015,Single parent,East,5 rooms,0.09048,31,15242,0.07054,0.11545
1192,1192,2015,Couple with children,West,2 rooms,0.01775,151,15242,0.01495,0.02105
1193,1193,2015,Couple with children,West,3 rooms,0.20325,1084,15242,0.18771,0.2216
1194,1194,2015,Couple with children,West,4 rooms,0.2287,1099,15242,0.20592,0.24825
1195,1195,2015,Couple with children,West,5 rooms,0.24334,976,15242,0.22613,0.26194
1196,1196,2015,Couple with children,West,6 rooms,0.15389,704,15242,0.13954,0.16976
1197,1197,2015,Couple with children,West,7 rooms,0.08306,369,15242,0.0719,0.09434
1198,1198,2015,Couple with children,West,8 rooms,0.04009,194,15242,0.03339,0.0474
1199,1199,2015,Couple with children,West,9 rooms,0.01872,93,15242,0.01318,0.02422
1200,1200,2015,Couple with children,West,10 or more rooms,0.01121,62,15242,0.00779,0.01576
1201,1201,2015,Couple with children,East,3 rooms,0.28845,235,15242,0.24005,0.3413
1202,1202,2015,Couple with children,East,4 rooms,0.37024,303,15242,0.3155,0.4369
1203,1203,2015,Couple with children,East,5 rooms,0.18318,173,15242,0.14882,0.22196
1204,1204,2015,Couple with children,East,6 rooms,0.10791,101,15242,0.0853,0.13657
1205,1205,2015,Couple with children,East,7 rooms,0.05023,49,15242,0.03519,0.06978
1206,1206,2015,Other Combinations,West,2 rooms,0.26583,38,15242,0.17221,0.41692
1207,1207,2015,Other Combinations,West,3 rooms,0.45053,74,15242,0.35288,0.59391
1208,1208,2015,Other Combinations,West,4 rooms,0.28364,44,15242,0.21261,0.34848
1209,1209,2016,Single-person household,West,1 room,0.08738,392,15889,0.07801,0.09621
1210,1210,2016,Single-person household,West,2 rooms,0.3369,976,15889,0.31758,0.35422
1211,1211,2016,Single-person household,West,3 rooms,0.31326,811,15889,0.29922,0.33055
1212,1212,2016,Single-person household,West,4 rooms,0.13584,329,15889,0.12559,0.14623
1213,1213,2016,Single-person household,West,5 rooms,0.06691,160,15889,0.05962,0.07455
1214,1214,2016,Single-person household,West,6 rooms,0.0429,107,15889,0.03689,0.04908
1215,1215,2016,Single-person household,West,7 rooms,0.01682,55,15889,0.01301,0.02081
1216,1216,2016,Single-person household,East,1 room,0.10997,117,15889,0.09385,0.12806
1217,1217,2016,Single-person household,East,2 rooms,0.46539,379,15889,0.42843,0.51631
1218,1218,2016,Single-person household,East,3 rooms,0.29791,302,15889,0.261,0.32651
1219,1219,2016,Single-person household,East,4 rooms,0.07272,72,15889,0.05714,0.08678
1220,1220,2016,Single-person household,East,5 rooms,0.05402,41,15889,0.04323,0.06477
1221,1221,2016,Couple without children,West,1 room,0.00559,31,15889,0.00339,0.00822
1222,1222,2016,Couple without children,West,2 rooms,0.10438,414,15889,0.09275,0.11498
1223,1223,2016,Couple without children,West,3 rooms,0.31007,931,15889,0.29087,0.33009
1224,1224,2016,Couple without children,West,4 rooms,0.23075,653,15889,0.21769,0.24835
1225,1225,2016,Couple without children,West,5 rooms,0.17173,515,15889,0.15882,0.18605
1226,1226,2016,Couple without children,West,6 rooms,0.10028,314,15889,0.09269,0.11092
1227,1227,2016,Couple without children,West,7 rooms,0.05395,150,15889,0.04528,0.0633
1228,1228,2016,Couple without children,West,8 rooms,0.02325,72,15889,0.01808,0.02965
1229,1229,2016,Couple without children,East,2 rooms,0.1265,134,15889,0.10445,0.15962
1230,1230,2016,Couple without children,East,3 rooms,0.45939,433,15889,0.42091,0.50567
1231,1231,2016,Couple without children,East,4 rooms,0.23677,224,15889,0.20977,0.27064
1232,1232,2016,Couple without children,East,5 rooms,0.11688,134,15889,0.09488,0.14449
1233,1233,2016,Couple without children,East,6 rooms,0.06047,64,15889,0.04662,0.0751
1234,1234,2016,Single parent,West,2 rooms,0.12421,170,15889,0.09909,0.1509
1235,1235,2016,Single parent,West,3 rooms,0.41331,559,15889,0.3751,0.45774
1236,1236,2016,Single parent,West,4 rooms,0.22493,292,15889,0.19076,0.26375
1237,1237,2016,Single parent,West,5 rooms,0.14295,152,15889,0.11739,0.17059
1238,1238,2016,Single parent,West,6 rooms,0.06345,79,15889,0.05088,0.07619
1239,1239,2016,Single parent,West,7 rooms,0.03115,35,15889,0.02346,0.03903
1240,1240,2016,Single parent,East,2 rooms,0.10323,38,15889,0.05597,0.16276
1241,1241,2016,Single parent,East,3 rooms,0.51022,191,15889,0.42743,0.60734
1242,1242,2016,Single parent,East,4 rooms,0.31133,103,15889,0.2433,0.37435
1243,1243,2016,Single parent,East,5 rooms,0.07522,31,15889,0.05987,0.09263
1244,1244,2016,Couple with children,West,2 rooms,0.02141,253,15889,0.01616,0.02655
1245,1245,2016,Couple with children,West,3 rooms,0.206,1331,15889,0.19062,0.22622
1246,1246,2016,Couple with children,West,4 rooms,0.23076,1245,15889,0.21367,0.24827
1247,1247,2016,Couple with children,West,5 rooms,0.2329,956,15889,0.21145,0.25014
1248,1248,2016,Couple with children,West,6 rooms,0.15328,675,15889,0.13763,0.16665
1249,1249,2016,Couple with children,West,7 rooms,0.07927,354,15889,0.06694,0.09039
1250,1250,2016,Couple with children,West,8 rooms,0.04601,191,15889,0.03946,0.05428
1251,1251,2016,Couple with children,West,9 rooms,0.01628,76,15889,0.01067,0.02429
1252,1252,2016,Couple with children,West,10 or more rooms,0.01409,61,15889,0.01013,0.01984
1253,1253,2016,Couple with children,East,2 rooms,0.0253,40,15889,0.01531,0.03842
1254,1254,2016,Couple with children,East,3 rooms,0.3044,290,15889,0.24968,0.37938
1255,1255,2016,Couple with children,East,4 rooms,0.34348,363,15889,0.29265,0.39956
1256,1256,2016,Couple with children,East,5 rooms,0.17761,164,15889,0.14403,0.22467
1257,1257,2016,Couple with children,East,6 rooms,0.09657,94,15889,0.07646,0.12916
1258,1258,2016,Couple with children,East,7 rooms,0.05264,48,15889,0.03541,0.07102
1259,1259,2016,Other Combinations,West,2 rooms,0.14324,75,15889,0.07936,0.21209
1260,1260,2016,Other Combinations,West,3 rooms,0.44471,127,15889,0.31317,0.58014
1261,1261,2016,Other Combinations,West,4 rooms,0.22634,52,15889,0.1626,0.31084
1262,1262,2016,Other Combinations,West,5 rooms,0.18571,34,15889,0.11072,0.29145
1263,1263,2017,Single-person household,West,1 room,0.09216,458,17776,0.08296,0.10302
1264,1264,2017,Single-person household,West,2 rooms,0.32855,1110,17776,0.31114,0.34677
1265,1265,2017,Single-person household,West,3 rooms,0.31327,915,17776,0.30063,0.33156
1266,1266,2017,Single-person household,West,4 rooms,0.12699,357,17776,0.11848,0.13745
1267,1267,2017,Single-person household,West,5 rooms,0.07541,193,17776,0.06891,0.08296
1268,1268,2017,Single-person household,West,6 rooms,0.04504,109,17776,0.04019,0.05047
1269,1269,2017,Single-person household,West,7 rooms,0.01859,58,17776,0.01511,0.02248
1270,1270,2017,Single-person household,East,1 room,0.11641,148,17776,0.09662,0.13613
1271,1271,2017,Single-person household,East,2 rooms,0.46141,428,17776,0.42245,0.49558
1272,1272,2017,Single-person household,East,3 rooms,0.30424,327,17776,0.27415,0.33099
1273,1273,2017,Single-person household,East,4 rooms,0.07511,85,17776,0.05972,0.08665
1274,1274,2017,Single-person household,East,5 rooms,0.04283,40,17776,0.03263,0.05124
1275,1275,2017,Couple without children,West,1 room,0.00659,31,17776,0.00367,0.01002
1276,1276,2017,Couple without children,West,2 rooms,0.1068,472,17776,0.09499,0.11706
1277,1277,2017,Couple without children,West,3 rooms,0.29528,1030,17776,0.28099,0.31316
1278,1278,2017,Couple without children,West,4 rooms,0.23993,763,17776,0.22306,0.25663
1279,1279,2017,Couple without children,West,5 rooms,0.17494,581,17776,0.16387,0.18588
1280,1280,2017,Couple without children,West,6 rooms,0.10154,359,17776,0.0896,0.11223
1281,1281,2017,Couple without children,West,7 rooms,0.05229,188,17776,0.04631,0.0594
1282,1282,2017,Couple without children,West,8 rooms,0.02262,90,17776,0.0187,0.02686
1283,1283,2017,Couple without children,East,2 rooms,0.12189,130,17776,0.10349,0.14004
1284,1284,2017,Couple without children,East,3 rooms,0.43337,476,17776,0.39711,0.47543
1285,1285,2017,Couple without children,East,4 rooms,0.23736,265,17776,0.2144,0.26425
1286,1286,2017,Couple without children,East,5 rooms,0.14505,162,17776,0.11779,0.17406
1287,1287,2017,Couple without children,East,6 rooms,0.06234,80,17776,0.05223,0.07211
1288,1288,2017,Single parent,West,2 rooms,0.12938,168,17776,0.10027,0.15478
1289,1289,2017,Single parent,West,3 rooms,0.41883,583,17776,0.38001,0.46372
1290,1290,2017,Single parent,West,4 rooms,0.22329,298,17776,0.19578,0.25781
1291,1291,2017,Single parent,West,5 rooms,0.1282,162,17776,0.10371,0.1536
1292,1292,2017,Single parent,West,6 rooms,0.06503,80,17776,0.053,0.0774
1293,1293,2017,Single parent,West,7 rooms,0.03526,44,17776,0.02788,0.04575
1294,1294,2017,Single parent,East,3 rooms,0.5598,186,17776,0.46433,0.67505
1295,1295,2017,Single parent,East,4 rooms,0.31002,105,17776,0.24835,0.38407
1296,1296,2017,Single parent,East,5 rooms,0.13019,38,17776,0.09618,0.18014
1297,1297,2017,Couple with children,West,2 rooms,0.0227,278,17776,0.01857,0.0284
1298,1298,2017,Couple with children,West,3 rooms,0.2136,1423,17776,0.196,0.23358
1299,1299,2017,Couple with children,West,4 rooms,0.23444,1428,17776,0.21402,0.252
1300,1300,2017,Couple with children,West,5 rooms,0.23288,1074,17776,0.21625,0.25263
1301,1301,2017,Couple with children,West,6 rooms,0.14936,741,17776,0.13841,0.16134
1302,1302,2017,Couple with children,West,7 rooms,0.07796,380,17776,0.06625,0.08648
1303,1303,2017,Couple with children,West,8 rooms,0.04031,200,17776,0.03266,0.04852
1304,1304,2017,Couple with children,West,9 rooms,0.01208,83,17776,0.00896,0.01515
1305,1305,2017,Couple with children,West,10 or more rooms,0.01668,69,17776,0.01209,0.02223
1306,1306,2017,Couple with children,East,2 rooms,0.02079,36,17776,0.01054,0.03172
1307,1307,2017,Couple with children,East,3 rooms,0.28363,308,17776,0.23247,0.34732
1308,1308,2017,Couple with children,East,4 rooms,0.33771,402,17776,0.2921,0.38571
1309,1309,2017,Couple with children,East,5 rooms,0.21226,201,17776,0.16357,0.262
1310,1310,2017,Couple with children,East,6 rooms,0.09341,105,17776,0.07385,0.11991
1311,1311,2017,Couple with children,East,7 rooms,0.0522,54,17776,0.03616,0.06885
1312,1312,2017,Multi-generational household,West,3 rooms,0.57223,40,17776,0.33792,0.84741
1313,1313,2017,Multi-generational household,West,4 rooms,0.42777,32,17776,0.1967,0.66308
1314,1314,2017,Other Combinations,West,2 rooms,0.12894,83,17776,0.08107,0.18537
1315,1315,2017,Other Combinations,West,3 rooms,0.37416,164,17776,0.29354,0.48224
1316,1316,2017,Other Combinations,West,4 rooms,0.22343,75,17776,0.16579,0.27834
1317,1317,2017,Other Combinations,West,5 rooms,0.17453,47,17776,0.11512,0.25327
1318,1318,2017,Other Combinations,West,6 rooms,0.09895,34,17776,0.06558,0.14953
1319,1319,2018,Single-person household,West,1 room,0.09586,489,17292,0.08524,0.10674
1320,1320,2018,Single-person household,West,2 rooms,0.33705,1221,17292,0.31673,0.35699
1321,1321,2018,Single-person household,West,3 rooms,0.30609,911,17292,0.28846,0.32174
1322,1322,2018,Single-person household,West,4 rooms,0.11879,343,17292,0.11016,0.12812
1323,1323,2018,Single-person household,West,5 rooms,0.07183,199,17292,0.06459,0.07791
1324,1324,2018,Single-person household,West,6 rooms,0.04854,107,17292,0.04321,0.05453
1325,1325,2018,Single-person household,West,7 rooms,0.02184,61,17292,0.01737,0.02576
1326,1326,2018,Single-person household,East,1 room,0.11754,157,17292,0.09997,0.1412
1327,1327,2018,Single-person household,East,2 rooms,0.46914,449,17292,0.43375,0.50956
1328,1328,2018,Single-person household,East,3 rooms,0.30338,331,17292,0.27185,0.3313
1329,1329,2018,Single-person household,East,4 rooms,0.06972,89,17292,0.05858,0.08265
1330,1330,2018,Single-person household,East,5 rooms,0.04023,38,17292,0.03092,0.05236
1331,1331,2018,Couple without children,West,2 rooms,0.10368,459,17292,0.09293,0.11287
1332,1332,2018,Couple without children,West,3 rooms,0.27941,997,17292,0.26101,0.2946
1333,1333,2018,Couple without children,West,4 rooms,0.263,808,17292,0.24658,0.28018
1334,1334,2018,Couple without children,West,5 rooms,0.16826,541,17292,0.15573,0.17974
1335,1335,2018,Couple without children,West,6 rooms,0.10836,357,17292,0.09573,0.11876
1336,1336,2018,Couple without children,West,7 rooms,0.05192,178,17292,0.04617,0.06042
1337,1337,2018,Couple without children,West,8 rooms,0.01721,73,17292,0.01445,0.02081
1338,1338,2018,Couple without children,West,9 rooms,0.00815,35,17292,0.00559,0.01073
1339,1339,2018,Couple without children,East,2 rooms,0.12124,141,17292,0.10683,0.13874
1340,1340,2018,Couple without children,East,3 rooms,0.45562,478,17292,0.41801,0.49889
1341,1341,2018,Couple without children,East,4 rooms,0.22732,259,17292,0.19754,0.25776
1342,1342,2018,Couple without children,East,5 rooms,0.13604,146,17292,0.11496,0.16053
1343,1343,2018,Couple without children,East,6 rooms,0.05979,73,17292,0.04602,0.0771
1344,1344,2018,Single parent,West,2 rooms,0.14193,196,17292,0.11491,0.17271
1345,1345,2018,Single parent,West,3 rooms,0.4029,574,17292,0.36241,0.4469
1346,1346,2018,Single parent,West,4 rooms,0.24732,294,17292,0.20941,0.28756
1347,1347,2018,Single parent,West,5 rooms,0.13048,153,17292,0.10747,0.15374
