year,quintil_oecd_hh,rentown,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,3rd Quintile,Tenant,No,0.30361,479,1569,0.28085,0.32637
2015,4th Quintile,Owner,Yes,0.87968,1433,1641,0.86393,0.89542
2015,4th Quintile,Owner,No,0.12032,208,1641,0.10458,0.13607
2015,4th Quintile,Tenant,Yes,0.79789,934,1176,0.77493,0.82085
2015,4th Quintile,Tenant,No,0.20211,242,1176,0.17915,0.22507
2015,5th Quintile,Owner,Yes,0.93705,1946,2073,0.92659,0.94751
2015,5th Quintile,Owner,No,0.06295,127,2073,0.05249,0.07341
2015,5th Quintile,Tenant,Yes,0.89354,803,899,0.87337,0.91371
2015,5th Quintile,Tenant,No,0.10646,96,899,0.08629,0.12663
2016,1st Quintile,Not included in this version of the questionnaire,Yes,0.08895,169,2062,0.07666,0.10125
2016,1st Quintile,Not included in this version of the questionnaire,No,0.91105,1893,2062,0.89875,0.92334
2016,1st Quintile,Owner,Yes,0.64844,232,390,0.60099,0.69589
2016,1st Quintile,Owner,No,0.35156,158,390,0.30411,0.39901
2016,1st Quintile,Tenant,Yes,0.36666,873,2684,0.34843,0.38489
2016,1st Quintile,Tenant,No,0.63334,1811,2684,0.61511,0.65157
2016,2nd Quintile,Owner,Yes,0.77925,773,1020,0.75378,0.80472
2016,2nd Quintile,Owner,No,0.22075,247,1020,0.19528,0.24622
2016,2nd Quintile,Tenant,Yes,0.64889,1240,1999,0.62796,0.66982
2016,2nd Quintile,Tenant,No,0.35111,759,1999,0.33018,0.37204
2016,3rd Quintile,Owner,Yes,0.89777,1164,1333,0.88151,0.91404
2016,3rd Quintile,Owner,No,0.10223,169,1333,0.08596,0.11849
2016,3rd Quintile,Tenant,Yes,0.77637,1074,1397,0.75451,0.79822
2016,3rd Quintile,Tenant,No,0.22363,323,1397,0.20178,0.24549
2016,4th Quintile,Owner,Yes,0.90421,1395,1554,0.88957,0.91884
2016,4th Quintile,Owner,No,0.09579,159,1554,0.08116,0.11043
2016,4th Quintile,Tenant,Yes,0.85624,936,1095,0.83545,0.87703
2016,4th Quintile,Tenant,No,0.14376,159,1095,0.12297,0.16455
2016,5th Quintile,Owner,Yes,0.95685,1895,1976,0.94788,0.96581
2016,5th Quintile,Owner,No,0.04315,81,1976,0.03419,0.05212
2016,5th Quintile,Tenant,Yes,0.91371,722,777,0.89396,0.93347
2016,5th Quintile,Tenant,No,0.08629,55,777,0.06653,0.10604
2017,Not included in this version of the questionnaire,Tenant,No,0.64976,40,40,0.50004,0.79948
2017,1st Quintile,Not included in this version of the questionnaire,Yes,0.05347,49,792,0.03779,0.06915
2017,1st Quintile,Not included in this version of the questionnaire,No,0.94653,743,792,0.93085,0.96221
2017,1st Quintile,Owner,Yes,0.73321,264,390,0.68926,0.77717
2017,1st Quintile,Owner,No,0.26679,126,390,0.22283,0.31074
2017,1st Quintile,Tenant,Yes,0.38434,1198,4425,0.37000,0.39867
2017,1st Quintile,Tenant,No,0.61566,3227,4425,0.60133,0.63000
2017,2nd Quintile,Owner,Yes,0.78983,828,1089,0.76562,0.81404
2017,2nd Quintile,Owner,No,0.21017,261,1089,0.18596,0.23438
2017,2nd Quintile,Tenant,Yes,0.65758,1344,2223,0.63785,0.67731
2017,2nd Quintile,Tenant,No,0.34242,879,2223,0.32269,0.36215
2017,3rd Quintile,Owner,Yes,0.89004,1346,1522,0.87432,0.90576
2017,3rd Quintile,Owner,No,0.10996,176,1522,0.09424,0.12568
2017,3rd Quintile,Tenant,Yes,0.81222,1234,1568,0.79288,0.83155
2017,3rd Quintile,Tenant,No,0.18778,334,1568,0.16845,0.20712
2017,4th Quintile,Owner,Yes,0.91430,1649,1791,0.90133,0.92727
2017,4th Quintile,Owner,No,0.08570,142,1791,0.07273,0.09867
2017,4th Quintile,Tenant,Yes,0.84495,1066,1242,0.82481,0.86509
2017,4th Quintile,Tenant,No,0.15505,176,1242,0.13491,0.17519
2017,5th Quintile,Owner,Yes,0.96577,2164,2239,0.95823,0.97330
2017,5th Quintile,Owner,No,0.03423,75,2239,0.02670,0.04177
2017,5th Quintile,Tenant,Yes,0.93025,793,848,0.91310,0.94741
2017,5th Quintile,Tenant,No,0.06975,55,848,0.05259,0.08690
2018,Not included in this version of the questionnaire,Tenant,No,0.84405,121,121,0.77914,0.90897
2018,1st Quintile,Owner,Yes,0.64947,239,379,0.60137,0.69757
2018,1st Quintile,Owner,No,0.35053,140,379,0.30243,0.39863
2018,1st Quintile,Tenant,Yes,0.34729,1150,4956,0.33403,0.36055
2018,1st Quintile,Tenant,No,0.65271,3806,4956,0.63945,0.66597
2018,2nd Quintile,Owner,Yes,0.84241,859,1075,0.82062,0.86420
2018,2nd Quintile,Owner,No,0.15759,216,1075,0.13580,0.17938
2018,2nd Quintile,Tenant,Yes,0.66394,1402,2353,0.64485,0.68303
2018,2nd Quintile,Tenant,No,0.33606,951,2353,0.31697,0.35515
2018,3rd Quintile,Owner,Yes,0.89447,1234,1394,0.87834,0.91061
2018,3rd Quintile,Owner,No,0.10553,160,1394,0.08939,0.12166
2018,3rd Quintile,Tenant,Yes,0.78238,1218,1595,0.76212,0.80264
2018,3rd Quintile,Tenant,No,0.21762,377,1595,0.19736,0.23788
2018,4th Quintile,Owner,Yes,0.92219,1569,1708,0.90949,0.93490
2018,4th Quintile,Owner,No,0.07781,139,1708,0.06510,0.09051
2018,4th Quintile,Tenant,Yes,0.87224,1008,1187,0.85324,0.89124
2018,4th Quintile,Tenant,No,0.12776,179,1187,0.10876,0.14676
2018,5th Quintile,Owner,Yes,0.96522,2094,2173,0.95751,0.97292
2018,5th Quintile,Owner,No,0.03478,79,2173,0.02708,0.04249
2018,5th Quintile,Tenant,Yes,0.91956,782,842,0.90118,0.93794
2018,5th Quintile,Tenant,No,0.08044,60,842,0.06206,0.09882
2019,1st Quintile,Owner,Yes,0.74310,276,389,0.69963,0.78658
2019,1st Quintile,Owner,No,0.25690,113,389,0.21342,0.30037
2019,1st Quintile,Tenant,Yes,0.43661,1046,2541,0.41732,0.45589
2019,1st Quintile,Tenant,No,0.56339,1495,2541,0.54411,0.58268
2019,2nd Quintile,Owner,Yes,0.88320,875,1027,0.86354,0.90285
2019,2nd Quintile,Owner,No,0.11680,152,1027,0.09715,0.13646
2019,2nd Quintile,Tenant,Yes,0.70989,1369,1999,0.68999,0.72979
2019,2nd Quintile,Tenant,No,0.29011,630,1999,0.27021,0.31001
2019,3rd Quintile,Owner,Yes,0.91080,1271,1403,0.89588,0.92572
2019,3rd Quintile,Owner,No,0.08920,132,1403,0.07428,0.10412
2019,3rd Quintile,Tenant,Yes,0.77048,1172,1465,0.74893,0.79202
2019,3rd Quintile,Tenant,No,0.22952,293,1465,0.20798,0.25107
2019,4th Quintile,Owner,Yes,0.94496,1670,1773,0.93434,0.95558
2019,4th Quintile,Owner,No,0.05504,103,1773,0.04442,0.06566
2019,4th Quintile,Tenant,Yes,0.89834,1008,1142,0.88081,0.91588
2019,4th Quintile,Tenant,No,0.10166,134,1142,0.08412,0.11919
2019,5th Quintile,Owner,Yes,0.96773,3172,3259,0.96166,0.97380
2019,5th Quintile,Owner,No,0.03227,87,3259,0.02620,0.03834
2019,5th Quintile,Tenant,Yes,0.93286,1036,1089,0.91799,0.94773
2019,5th Quintile,Tenant,No,0.06714,53,1089,0.05227,0.08201
2021,1st Quintile,Owner,Yes,0.73977,207,279,0.68819,0.79134
2021,1st Quintile,Owner,No,0.26023,72,279,0.20866,0.31181
2021,1st Quintile,Tenant,Yes,0.52305,1108,2924,0.50495,0.54116
2021,1st Quintile,Tenant,No,0.47695,1816,2924,0.45884,0.49505
2021,2nd Quintile,Owner,Yes,0.87555,575,671,0.85056,0.90055
2021,2nd Quintile,Owner,No,0.12445,96,671,0.09945,0.14944
2021,2nd Quintile,Tenant,Yes,0.74177,1118,1681,0.72084,0.76270
2021,2nd Quintile,Tenant,No,0.25823,563,1681,0.23730,0.27916
2021,3rd Quintile,Owner,Yes,0.93926,848,925,0.92385,0.95466
2021,3rd Quintile,Owner,No,0.06074,77,925,0.04534,0.07615
2021,3rd Quintile,Tenant,Yes,0.86132,937,1139,0.84124,0.88140
2021,3rd Quintile,Tenant,No,0.13868,202,1139,0.11860,0.15876
2021,4th Quintile,Owner,Yes,0.93229,1143,1211,0.91813,0.94645
2021,4th Quintile,Owner,No,0.06771,68,1211,0.05355,0.08187
2021,4th Quintile,Tenant,Yes,0.91343,795,883,0.89487,0.93199
2021,4th Quintile,Tenant,No,0.08657,88,883,0.06801,0.10513
2021,5th Quintile,Owner,Yes,0.97058,1941,1988,0.96315,0.97801
2021,5th Quintile,Owner,No,0.02942,47,1988,0.02199,0.03685
2021,5th Quintile,Tenant,Yes,0.96429,693,732,0.95084,0.97774
2021,5th Quintile,Tenant,No,0.03571,39,732,0.02226,0.04916
