year,bula_h,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,North Rhine-Westphalia,Permanent job,0.05479,167,241,0.02600,0.08358
1990,North Rhine-Westphalia,Temporary job,0.01990,74,241,0.00223,0.03756
1990,Hesse,Permanent job,0.05864,77,77,0.00582,0.11146
1990,Baden-Wuerttemberg,Permanent job,0.06485,159,202,0.03081,0.09890
1990,Baden-Wuerttemberg,Temporary job,0.01770,43,202,-0.00053,0.03593
1990,Bavaria,Permanent job,0.06698,142,142,0.02572,0.10825
1990,Berlin,Permanent job,0.21229,228,228,0.15910,0.26549
1990,Brandenburg,Permanent job,0.49313,499,531,0.45057,0.53569
1990,Brandenburg,Temporary job,0.03533,32,531,0.01961,0.05105
1990,Mecklenburg-Western Pomerania,Permanent job,0.52128,356,356,0.46932,0.57325
1990,Saxony,Permanent job,0.49681,918,991,0.46566,0.52795
1990,Saxony,Temporary job,0.03594,73,991,0.02435,0.04754
1990,Saxony-Anhalt,Permanent job,0.49873,557,603,0.45878,0.53867
1990,Saxony-Anhalt,Temporary job,0.04024,46,603,0.02454,0.05594
1990,Thuringa,Permanent job,0.48590,509,543,0.44382,0.52797
1990,Thuringa,Temporary job,0.03225,34,543,0.01737,0.04712
1991,Lower Saxony,Permanent job,0.05826,78,78,0.00594,0.11058
1991,North Rhine-Westphalia,Permanent job,0.05254,165,235,0.02396,0.08113
1991,North Rhine-Westphalia,Temporary job,0.02089,70,235,0.00257,0.03922
1991,Hesse,Permanent job,0.04894,77,77,0.00043,0.09744
1991,"Rhineland-Palatinate, Saarland",Permanent job,0.06705,57,57,0.00154,0.13255
1991,Baden-Wuerttemberg,Permanent job,0.06201,154,195,0.02807,0.09594
1991,Baden-Wuerttemberg,Temporary job,0.01402,41,195,-0.00252,0.03057
1991,Bavaria,Permanent job,0.05604,126,159,0.02018,0.09190
1991,Bavaria,Temporary job,0.01402,33,159,-0.00431,0.03236
1991,Berlin,Permanent job,0.07064,70,70,0.01019,0.13110
1991,Brandenburg,Permanent job,0.08990,87,87,0.02945,0.15036
1991,Mecklenburg-Western Pomerania,Permanent job,0.10147,65,65,0.02749,0.17545
1991,Saxony,Permanent job,0.08378,147,194,0.04469,0.12287
1991,Saxony,Temporary job,0.02754,47,194,0.00445,0.05063
1991,Saxony-Anhalt,Permanent job,0.09736,106,106,0.04066,0.15407
1991,Thuringa,Permanent job,0.09239,95,95,0.03385,0.15093
1992,Lower Saxony,Permanent job,0.04915,69,69,-0.00223,0.10054
1992,North Rhine-Westphalia,Permanent job,0.04743,168,229,0.01984,0.07503
1992,North Rhine-Westphalia,Temporary job,0.01688,61,229,0.00016,0.03360
1992,Hesse,Permanent job,0.04676,66,66,-0.00457,0.09808
1992,"Rhineland-Palatinate, Saarland",Permanent job,0.05145,43,43,-0.01536,0.11826
1992,Baden-Wuerttemberg,Permanent job,0.05817,136,170,0.02288,0.09345
1992,Baden-Wuerttemberg,Temporary job,0.01190,34,170,-0.00445,0.02825
1992,Bavaria,Permanent job,0.05844,145,145,0.02013,0.09675
1992,Berlin,Permanent job,0.07305,70,70,0.01165,0.13445
1992,Brandenburg,Permanent job,0.10627,85,85,0.04037,0.17218
1992,Mecklenburg-Western Pomerania,Permanent job,0.10383,63,63,0.02790,0.17976
1992,Saxony,Permanent job,0.08063,130,182,0.04096,0.12029
1992,Saxony,Temporary job,0.03744,52,182,0.00978,0.06509
1992,Saxony-Anhalt,Permanent job,0.09097,98,139,0.04299,0.13895
1992,Saxony-Anhalt,Temporary job,0.03766,41,139,0.00590,0.06942
1992,Thuringa,Permanent job,0.09093,93,134,0.04207,0.13979
1992,Thuringa,Temporary job,0.04504,41,134,0.00979,0.08028
1993,Lower Saxony,Permanent job,0.04416,69,69,-0.00467,0.09299
1993,North Rhine-Westphalia,Permanent job,0.05310,166,227,0.02387,0.08234
1993,North Rhine-Westphalia,Temporary job,0.02001,61,227,0.00175,0.03826
1993,Hesse,Permanent job,0.06223,64,64,0.00257,0.12188
1993,"Rhineland-Palatinate, Saarland",Permanent job,0.04293,40,40,-0.02069,0.10654
1993,Baden-Wuerttemberg,Permanent job,0.04840,114,114,0.00883,0.08797
1993,Bavaria,Permanent job,0.04985,111,145,0.01430,0.08540
1993,Bavaria,Temporary job,0.01752,34,145,-0.00391,0.03894
1993,Berlin,Permanent job,0.08884,70,70,0.02171,0.15597
1993,Brandenburg,Permanent job,0.08042,63,63,0.01273,0.14811
1993,Mecklenburg-Western Pomerania,Permanent job,0.08076,46,46,0.00115,0.16038
1993,Saxony,Permanent job,0.07944,119,164,0.03793,0.12096
1993,Saxony,Temporary job,0.02923,45,164,0.00337,0.05509
1993,Saxony-Anhalt,Permanent job,0.07598,76,76,0.01601,0.13595
1993,Thuringa,Permanent job,0.07341,72,72,0.01274,0.13407
1994,Lower Saxony,Permanent job,0.03643,55,55,-0.01354,0.08640
1994,North Rhine-Westphalia,Permanent job,0.03794,134,213,0.01222,0.06365
1994,North Rhine-Westphalia,Temporary job,0.02217,79,213,0.00235,0.04199
1994,Hesse,Permanent job,0.03940,48,48,-0.01622,0.09501
1994,"Rhineland-Palatinate, Saarland",Permanent job,0.03552,31,31,-0.03071,0.10176
1994,Baden-Wuerttemberg,Permanent job,0.04449,107,148,0.01116,0.07782
1994,Baden-Wuerttemberg,Temporary job,0.01386,41,148,-0.00504,0.03276
1994,Bavaria,Permanent job,0.03860,96,129,0.00522,0.07197
1994,Bavaria,Temporary job,0.01319,33,129,-0.00657,0.03295
1994,Berlin,Permanent job,0.07202,52,52,0.00107,0.14297
1994,Brandenburg,Permanent job,0.05832,43,77,0.00563,0.11101
1994,Brandenburg,Temporary job,0.03922,34,77,-0.00442,0.08287
1994,Mecklenburg-Western Pomerania,Permanent job,0.05383,31,31,-0.02693,0.13459
1994,Saxony,Permanent job,0.05322,79,112,0.01146,0.09498
1994,Saxony,Temporary job,0.01987,33,112,-0.00609,0.04583
1994,Saxony-Anhalt,Permanent job,0.06124,53,87,0.01056,0.11192
1994,Saxony-Anhalt,Temporary job,0.03482,34,87,-0.00392,0.07357
1994,Thuringa,Permanent job,0.05986,55,87,0.00972,0.10999
1994,Thuringa,Temporary job,0.03439,32,87,-0.00412,0.07291
1995,Schleswig-Holstein,Permanent job,0.32006,126,126,0.23828,0.40184
1995,Hamburg,Permanent job,0.41530,65,65,0.29457,0.53603
1995,Lower Saxony,Permanent job,0.35017,485,547,0.31016,0.39019
1995,Lower Saxony,Temporary job,0.03823,62,547,0.02214,0.05431
1995,Bremen,Permanent job,0.25495,33,33,0.10394,0.40595
1995,North Rhine-Westphalia,Permanent job,0.36915,1237,1389,0.34376,0.39454
1995,North Rhine-Westphalia,Temporary job,0.04369,152,1389,0.03294,0.05444
1995,Hesse,Permanent job,0.35682,459,508,0.31512,0.39852
1995,Hesse,Temporary job,0.04255,49,508,0.02498,0.06012
1995,"Rhineland-Palatinate, Saarland",Permanent job,0.32368,314,354,0.27487,0.37249
1995,"Rhineland-Palatinate, Saarland",Temporary job,0.03794,40,354,0.01801,0.05788
1995,Baden-Wuerttemberg,Permanent job,0.35849,878,996,0.32869,0.38829
1995,Baden-Wuerttemberg,Temporary job,0.04251,118,996,0.02998,0.05505
1995,Bavaria,Permanent job,0.36024,827,932,0.32940,0.39108
1995,Bavaria,Temporary job,0.04728,105,932,0.03365,0.06091
1995,Berlin,Permanent job,0.36566,265,300,0.31107,0.42025
1995,Berlin,Temporary job,0.04540,35,300,0.02180,0.06899
1995,Brandenburg,Permanent job,0.36240,278,335,0.31084,0.41395
1995,Brandenburg,Temporary job,0.06720,57,335,0.04035,0.09405
1995,Mecklenburg-Western Pomerania,Permanent job,0.31934,190,234,0.25947,0.37920
1995,Mecklenburg-Western Pomerania,Temporary job,0.07891,44,234,0.04429,0.11353
1995,Saxony,Permanent job,0.32025,497,591,0.28261,0.35790
1995,Saxony,Temporary job,0.06739,94,591,0.04716,0.08762
1995,Saxony-Anhalt,Permanent job,0.32729,309,381,0.28011,0.37447
1995,Saxony-Anhalt,Temporary job,0.08514,72,381,0.05708,0.11320
1995,Thuringa,Permanent job,0.31606,291,352,0.26742,0.36470
1995,Thuringa,Temporary job,0.06429,61,352,0.03863,0.08995
1996,Schleswig-Holstein,Permanent job,0.34562,128,128,0.26291,0.42833
1996,Hamburg,Permanent job,0.38687,63,63,0.26564,0.50810
1996,Lower Saxony,Permanent job,0.34741,491,549,0.30754,0.38727
1996,Lower Saxony,Temporary job,0.03666,58,549,0.02093,0.05240
1996,Bremen,Permanent job,0.27156,34,34,0.11981,0.42331
1996,North Rhine-Westphalia,Permanent job,0.35901,1190,1351,0.33342,0.38460
1996,North Rhine-Westphalia,Temporary job,0.04588,161,1351,0.03472,0.05704
1996,Hesse,Permanent job,0.37544,456,488,0.33244,0.41845
1996,Hesse,Temporary job,0.02762,32,488,0.01306,0.04217
1996,"Rhineland-Palatinate, Saarland",Permanent job,0.34241,321,361,0.29339,0.39143
1996,"Rhineland-Palatinate, Saarland",Temporary job,0.04057,40,361,0.02019,0.06095
1996,Baden-Wuerttemberg,Permanent job,0.35425,827,924,0.32339,0.38511
1996,Baden-Wuerttemberg,Temporary job,0.04114,97,924,0.02833,0.05396
1996,Bavaria,Permanent job,0.35525,811,910,0.32413,0.38636
1996,Bavaria,Temporary job,0.04543,99,910,0.03189,0.05897
1996,Berlin,Permanent job,0.35566,253,253,0.29656,0.41477
1996,Brandenburg,Permanent job,0.34138,268,313,0.28876,0.39399
1996,Brandenburg,Temporary job,0.05291,45,313,0.02807,0.07775
1996,Mecklenburg-Western Pomerania,Permanent job,0.32448,173,211,0.26116,0.38781
1996,Mecklenburg-Western Pomerania,Temporary job,0.06661,38,211,0.03288,0.10033
1996,Saxony,Permanent job,0.32054,506,599,0.28314,0.35795
1996,Saxony,Temporary job,0.06395,93,599,0.04434,0.08356
1996,Saxony-Anhalt,Permanent job,0.31942,291,364,0.27145,0.36738
1996,Saxony-Anhalt,Temporary job,0.07637,73,364,0.04905,0.10370
1996,Thuringa,Permanent job,0.32225,291,354,0.27350,0.37101
1996,Thuringa,Temporary job,0.05928,63,354,0.03465,0.08392
1997,Schleswig-Holstein,Permanent job,0.35975,128,128,0.27628,0.44322
1997,Hamburg,Permanent job,0.39477,56,56,0.26559,0.52396
1997,Lower Saxony,Permanent job,0.32113,469,550,0.28207,0.36019
1997,Lower Saxony,Temporary job,0.05441,81,550,0.03544,0.07339
1997,Bremen,Permanent job,0.26033,32,32,0.10586,0.41481
1997,North Rhine-Westphalia,Permanent job,0.35388,1138,1333,0.32820,0.37956
1997,North Rhine-Westphalia,Temporary job,0.05729,195,1333,0.04481,0.06978
1997,Hesse,Permanent job,0.34696,407,447,0.30278,0.39113
1997,Hesse,Temporary job,0.04344,40,447,0.02452,0.06236
1997,"Rhineland-Palatinate, Saarland",Permanent job,0.31774,310,353,0.26910,0.36638
1997,"Rhineland-Palatinate, Saarland",Temporary job,0.04210,43,353,0.02112,0.06307
1997,Baden-Wuerttemberg,Permanent job,0.33043,774,901,0.29969,0.36116
1997,Baden-Wuerttemberg,Temporary job,0.05755,127,901,0.04233,0.07276
1997,Bavaria,Permanent job,0.36180,787,875,0.32994,0.39366
1997,Bavaria,Temporary job,0.03595,88,875,0.02360,0.04829
1997,Berlin,Permanent job,0.34193,226,264,0.28460,0.39926
1997,Berlin,Temporary job,0.04831,38,264,0.02239,0.07422
1997,Brandenburg,Permanent job,0.33133,259,315,0.27926,0.38339
1997,Brandenburg,Temporary job,0.07034,56,315,0.04205,0.09862
1997,Mecklenburg-Western Pomerania,Permanent job,0.31708,166,203,0.25291,0.38125
1997,Mecklenburg-Western Pomerania,Temporary job,0.05890,37,203,0.02643,0.09137
1997,Saxony,Permanent job,0.31291,474,571,0.27485,0.35098
1997,Saxony,Temporary job,0.06606,97,571,0.04567,0.08645
1997,Saxony-Anhalt,Permanent job,0.31814,283,344,0.26885,0.36743
1997,Saxony-Anhalt,Temporary job,0.06551,61,344,0.03932,0.09169
1997,Thuringa,Permanent job,0.28996,273,335,0.24130,0.33862
1997,Thuringa,Temporary job,0.05878,62,335,0.03355,0.08400
1998,Schleswig-Holstein,Permanent job,0.36122,167,167,0.28814,0.43429
1998,Hamburg,Permanent job,0.37812,69,69,0.26286,0.49338
1998,Lower Saxony,Permanent job,0.34925,552,647,0.31249,0.38602
1998,Lower Saxony,Temporary job,0.05062,95,647,0.03371,0.06752
1998,Bremen,Permanent job,0.26488,39,39,0.12457,0.40518
1998,North Rhine-Westphalia,Permanent job,0.35484,1288,1456,0.33025,0.37942
1998,North Rhine-Westphalia,Temporary job,0.04406,168,1456,0.03352,0.05461
1998,Hesse,Permanent job,0.34050,441,500,0.29892,0.38208
1998,Hesse,Temporary job,0.05420,59,500,0.03433,0.07407
1998,"Rhineland-Palatinate, Saarland",Permanent job,0.31028,336,403,0.26505,0.35550
1998,"Rhineland-Palatinate, Saarland",Temporary job,0.06628,67,403,0.04196,0.09060
1998,Baden-Wuerttemberg,Permanent job,0.35518,836,967,0.32500,0.38536
1998,Baden-Wuerttemberg,Temporary job,0.05283,131,967,0.03872,0.06693
1998,Bavaria,Permanent job,0.35510,885,982,0.32515,0.38504
1998,Bavaria,Temporary job,0.03746,97,982,0.02558,0.04934
1998,Berlin,Permanent job,0.33070,232,277,0.27519,0.38620
1998,Berlin,Temporary job,0.06425,45,277,0.03532,0.09317
1998,Brandenburg,Permanent job,0.32226,258,311,0.27024,0.37429
1998,Brandenburg,Temporary job,0.07232,53,311,0.04349,0.10115
1998,Mecklenburg-Western Pomerania,Permanent job,0.30415,172,211,0.24192,0.36637
1998,Mecklenburg-Western Pomerania,Temporary job,0.06958,39,211,0.03516,0.10399
1998,Saxony,Permanent job,0.32374,517,628,0.28711,0.36036
1998,Saxony,Temporary job,0.07244,111,628,0.05215,0.09273
1998,Saxony-Anhalt,Permanent job,0.30731,292,350,0.25891,0.35572
1998,Saxony-Anhalt,Temporary job,0.05680,58,350,0.03251,0.08108
1998,Thuringa,Permanent job,0.26996,285,358,0.22391,0.31601
1998,Thuringa,Temporary job,0.07200,73,358,0.04518,0.09881
1999,Schleswig-Holstein,Permanent job,0.36424,158,158,0.28896,0.43951
1999,Hamburg,Permanent job,0.40332,67,67,0.28497,0.52168
1999,Lower Saxony,Permanent job,0.35076,537,643,0.31385,0.38768
1999,Lower Saxony,Temporary job,0.06199,106,643,0.04334,0.08064
1999,Bremen,Permanent job,0.26162,32,32,0.10690,0.41634
1999,North Rhine-Westphalia,Permanent job,0.37165,1273,1441,0.34669,0.39661
1999,North Rhine-Westphalia,Temporary job,0.04437,168,1441,0.03373,0.05501
1999,Hesse,Permanent job,0.33428,412,482,0.29212,0.37644
1999,Hesse,Temporary job,0.06061,70,482,0.03928,0.08193
1999,"Rhineland-Palatinate, Saarland",Permanent job,0.31655,334,394,0.27057,0.36254
1999,"Rhineland-Palatinate, Saarland",Temporary job,0.05932,60,394,0.03596,0.08267
1999,Baden-Wuerttemberg,Permanent job,0.35685,819,938,0.32617,0.38752
1999,Baden-Wuerttemberg,Temporary job,0.05368,119,938,0.03924,0.06811
1999,Bavaria,Permanent job,0.36605,877,994,0.33609,0.39602
1999,Bavaria,Temporary job,0.04849,117,994,0.03513,0.06185
1999,Berlin,Permanent job,0.33063,219,261,0.27345,0.38782
1999,Berlin,Temporary job,0.04780,42,261,0.02187,0.07374
1999,Brandenburg,Permanent job,0.31570,243,306,0.26354,0.36787
1999,Brandenburg,Temporary job,0.08007,63,306,0.04961,0.11053
1999,Mecklenburg-Western Pomerania,Permanent job,0.32349,177,222,0.26181,0.38517
1999,Mecklenburg-Western Pomerania,Temporary job,0.07165,45,222,0.03765,0.10566
1999,Saxony,Permanent job,0.32565,492,601,0.28816,0.36315
1999,Saxony,Temporary job,0.06832,109,601,0.04813,0.08851
1999,Saxony-Anhalt,Permanent job,0.31391,284,362,0.26604,0.36179
1999,Saxony-Anhalt,Temporary job,0.08369,78,362,0.05513,0.11226
1999,Thuringa,Permanent job,0.28597,293,377,0.24029,0.33164
1999,Thuringa,Temporary job,0.07885,84,377,0.05161,0.10609
2000,Schleswig-Holstein,Permanent job,0.36752,303,342,0.31635,0.41869
2000,Schleswig-Holstein,Temporary job,0.04005,39,342,0.01924,0.06087
2000,Hamburg,Permanent job,0.37890,133,133,0.29614,0.46165
2000,Lower Saxony,Permanent job,0.32037,831,982,0.29117,0.34957
2000,Lower Saxony,Temporary job,0.05903,151,982,0.04428,0.07378
2000,Bremen,Permanent job,0.32258,79,79,0.21884,0.42632
2000,North Rhine-Westphalia,Permanent job,0.34020,2154,2482,0.32156,0.35884
2000,North Rhine-Westphalia,Temporary job,0.05076,328,2482,0.04213,0.05940
2000,Hesse,Permanent job,0.31322,684,807,0.28120,0.34524
2000,Hesse,Temporary job,0.05704,123,807,0.04103,0.07305
2000,"Rhineland-Palatinate, Saarland",Permanent job,0.29531,572,655,0.26034,0.33027
2000,"Rhineland-Palatinate, Saarland",Temporary job,0.04661,83,655,0.03046,0.06277
2000,Baden-Wuerttemberg,Permanent job,0.33667,1291,1460,0.31242,0.36092
2000,Baden-Wuerttemberg,Temporary job,0.04865,169,1460,0.03761,0.05969
2000,Bavaria,Permanent job,0.34872,1478,1676,0.32590,0.37155
2000,Bavaria,Temporary job,0.04528,198,1676,0.03533,0.05524
2000,Berlin,Permanent job,0.34810,354,395,0.30106,0.39514
2000,Berlin,Temporary job,0.03590,41,395,0.01753,0.05427
2000,Brandenburg,Permanent job,0.30114,383,487,0.26035,0.34193
2000,Brandenburg,Temporary job,0.08078,104,487,0.05655,0.10500
2000,Mecklenburg-Western Pomerania,Permanent job,0.32821,243,297,0.27471,0.38170
2000,Mecklenburg-Western Pomerania,Temporary job,0.06818,54,297,0.03946,0.09689
2000,Saxony,Permanent job,0.29623,702,855,0.26561,0.32685
2000,Saxony,Temporary job,0.06854,153,855,0.05160,0.08549
2000,Saxony-Anhalt,Permanent job,0.29835,401,502,0.25829,0.33841
2000,Saxony-Anhalt,Temporary job,0.07113,101,502,0.04862,0.09364
2000,Thuringa,Permanent job,0.29705,406,500,0.25695,0.33714
2000,Thuringa,Temporary job,0.06310,94,500,0.04177,0.08444
2001,Schleswig-Holstein,Permanent job,0.33712,269,303,0.28381,0.39044
2001,Schleswig-Holstein,Temporary job,0.04050,34,303,0.01827,0.06273
2001,Hamburg,Permanent job,0.36714,120,120,0.28053,0.45375
2001,Lower Saxony,Permanent job,0.30853,730,853,0.27752,0.33955
2001,Lower Saxony,Temporary job,0.05080,123,853,0.03606,0.06555
2001,Bremen,Permanent job,0.32702,64,64,0.21118,0.44287
2001,North Rhine-Westphalia,Permanent job,0.34074,1984,2259,0.32119,0.36029
2001,North Rhine-Westphalia,Temporary job,0.04634,275,2259,0.03767,0.05501
2001,Hesse,Permanent job,0.30580,611,715,0.27200,0.33959
2001,Hesse,Temporary job,0.05684,104,715,0.03986,0.07383
2001,"Rhineland-Palatinate, Saarland",Permanent job,0.29771,529,600,0.26109,0.33433
2001,"Rhineland-Palatinate, Saarland",Temporary job,0.04127,71,600,0.02534,0.05719
2001,Baden-Wuerttemberg,Permanent job,0.34846,1161,1325,0.32279,0.37413
2001,Baden-Wuerttemberg,Temporary job,0.05030,164,1325,0.03853,0.06207
2001,Bavaria,Permanent job,0.35518,1344,1511,0.33105,0.37932
2001,Bavaria,Temporary job,0.04228,167,1511,0.03213,0.05243
2001,Berlin,Permanent job,0.35472,347,395,0.30748,0.40196
2001,Berlin,Temporary job,0.04878,48,395,0.02751,0.07005
2001,Brandenburg,Permanent job,0.30316,353,465,0.26134,0.34499
2001,Brandenburg,Temporary job,0.09049,112,465,0.06439,0.11660
2001,Mecklenburg-Western Pomerania,Permanent job,0.32242,218,272,0.26677,0.37807
2001,Mecklenburg-Western Pomerania,Temporary job,0.07897,54,272,0.04686,0.11108
2001,Saxony,Permanent job,0.30274,654,795,0.27079,0.33470
2001,Saxony,Temporary job,0.06903,141,795,0.05140,0.08667
2001,Saxony-Anhalt,Permanent job,0.29468,378,470,0.25342,0.33594
2001,Saxony-Anhalt,Temporary job,0.06983,92,470,0.04677,0.09290
2001,Thuringa,Permanent job,0.28898,359,451,0.24710,0.33087
2001,Thuringa,Temporary job,0.07820,92,451,0.05339,0.10301
2002,Schleswig-Holstein,Permanent job,0.32044,296,338,0.27062,0.37026
2002,Schleswig-Holstein,Temporary job,0.05590,42,338,0.03137,0.08043
2002,Hamburg,Permanent job,0.36954,148,148,0.29151,0.44757
2002,Lower Saxony,Permanent job,0.31401,803,932,0.28419,0.34382
2002,Lower Saxony,Temporary job,0.04571,129,932,0.03229,0.05913
2002,Bremen,Permanent job,0.27689,67,67,0.16893,0.38484
2002,North Rhine-Westphalia,Permanent job,0.33364,2054,2333,0.31450,0.35278
2002,North Rhine-Westphalia,Temporary job,0.04337,279,2333,0.03510,0.05163
2002,Hesse,Permanent job,0.31252,714,827,0.28091,0.34413
2002,Hesse,Temporary job,0.05989,113,827,0.04370,0.07607
2002,"Rhineland-Palatinate, Saarland",Permanent job,0.28882,538,628,0.25335,0.32430
2002,"Rhineland-Palatinate, Saarland",Temporary job,0.04992,90,628,0.03287,0.06696
2002,Baden-Wuerttemberg,Permanent job,0.34154,1258,1418,0.31685,0.36623
2002,Baden-Wuerttemberg,Temporary job,0.04596,160,1418,0.03506,0.05686
2002,Bavaria,Permanent job,0.33883,1425,1613,0.31572,0.36193
2002,Bavaria,Temporary job,0.04811,188,1613,0.03766,0.05856
2002,Berlin,Permanent job,0.32649,345,404,0.28071,0.37227
2002,Berlin,Temporary job,0.05782,59,404,0.03503,0.08060
2002,Brandenburg,Permanent job,0.29093,368,447,0.24878,0.33309
2002,Brandenburg,Temporary job,0.06951,79,447,0.04590,0.09311
2002,Mecklenburg-Western Pomerania,Permanent job,0.29220,212,268,0.23765,0.34675
2002,Mecklenburg-Western Pomerania,Temporary job,0.08019,56,268,0.04762,0.11277
2002,Saxony,Permanent job,0.31096,683,806,0.27899,0.34294
2002,Saxony,Temporary job,0.06348,123,806,0.04664,0.08033
2002,Saxony-Anhalt,Permanent job,0.28212,368,452,0.24058,0.32365
2002,Saxony-Anhalt,Temporary job,0.07088,84,452,0.04720,0.09457
2002,Thuringa,Permanent job,0.27498,363,439,0.23316,0.31679
2002,Thuringa,Temporary job,0.05672,76,439,0.03505,0.07838
2003,Schleswig-Holstein,Permanent job,0.31438,267,307,0.26236,0.36640
2003,Schleswig-Holstein,Temporary job,0.05334,40,307,0.02816,0.07852
2003,Hamburg,Permanent job,0.34349,133,133,0.26248,0.42450
2003,Lower Saxony,Permanent job,0.30100,755,872,0.27054,0.33147
