year,bula_h,regtyp,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Mecklenburg-Western Pomerania,Rural regions,No,0.93199,333,333,0.90491,0.95907
2019,Saxony,Urban regions,No,0.94608,584,584,0.92774,0.96441
2019,Saxony,Rural regions,No,0.95393,458,458,0.93471,0.97315
2019,Saxony-Anhalt,Urban regions,No,0.89954,145,145,0.85044,0.94864
2019,Saxony-Anhalt,Rural regions,No,0.96966,438,438,0.95358,0.98574
2019,Thuringa,Urban regions,No,0.96669,212,212,0.94247,0.99090
2019,Thuringa,Rural regions,No,0.94653,392,392,0.92423,0.96883
2020,Schleswig-Holstein,Urban regions,No,0.94660,265,265,0.91948,0.97372
2020,Schleswig-Holstein,Rural regions,No,0.97572,380,380,0.96023,0.99122
2020,Hamburg,Urban regions,No,0.95507,425,425,0.93535,0.97478
2020,Lower Saxony,Urban regions,No,0.95776,795,795,0.94377,0.97175
2020,Lower Saxony,Rural regions,Yes,0.02559,31,981,0.01570,0.03548
2020,Lower Saxony,Rural regions,No,0.95853,950,981,0.94605,0.97102
2020,Bremen,Urban regions,No,0.98415,206,206,0.96706,1.00125
2020,North Rhine-Westphalia,Urban regions,Yes,0.02312,200,4245,0.01859,0.02764
2020,North Rhine-Westphalia,Urban regions,No,0.95728,4045,4245,0.95120,0.96337
2020,Hesse,Urban regions,No,0.96389,1090,1090,0.95281,0.97498
2020,Hesse,Rural regions,No,0.98285,215,215,0.96546,1.00025
2020,"Rhineland-Palatinate, Saarland",Urban regions,No,0.97618,789,789,0.96553,0.98682
2020,"Rhineland-Palatinate, Saarland",Rural regions,No,0.93905,234,234,0.90833,0.96977
2020,Baden-Wuerttemberg,Urban regions,Yes,0.01666,35,1738,0.01064,0.02268
2020,Baden-Wuerttemberg,Urban regions,No,0.96387,1703,1738,0.95509,0.97265
2020,Baden-Wuerttemberg,Rural regions,No,0.95843,210,210,0.93137,0.98549
2020,Bavaria,Urban regions,Yes,0.01868,31,1407,0.01160,0.02576
2020,Bavaria,Urban regions,No,0.94875,1376,1407,0.93723,0.96028
2020,Bavaria,Rural regions,No,0.97303,1424,1424,0.96461,0.98145
2020,Berlin,Urban regions,Yes,0.01979,33,1027,0.01127,0.02831
2020,Berlin,Urban regions,No,0.95121,994,1027,0.93803,0.96439
2020,Brandenburg,Urban regions,No,0.94436,61,61,0.88636,1.00236
2020,Brandenburg,Rural regions,No,0.95734,660,660,0.94191,0.97277
2020,Mecklenburg-Western Pomerania,Urban regions,No,0.98380,69,69,0.95379,1.01381
2020,Mecklenburg-Western Pomerania,Rural regions,No,0.95959,288,288,0.93681,0.98237
2020,Saxony,Urban regions,No,0.95557,606,606,0.93915,0.97199
2020,Saxony,Rural regions,No,0.97782,450,450,0.96419,0.99144
2020,Saxony-Anhalt,Urban regions,No,0.90863,165,165,0.86453,0.95273
2020,Saxony-Anhalt,Rural regions,No,0.94054,424,424,0.91800,0.96307
2020,Thuringa,Urban regions,No,0.96746,214,214,0.94363,0.99129
2020,Thuringa,Rural regions,No,0.92858,384,384,0.90279,0.95437
2021,Schleswig-Holstein,Urban regions,No,0.98617,203,203,0.97007,1.00228
2021,Schleswig-Holstein,Rural regions,No,0.98576,293,293,0.97217,0.99935
2021,Hamburg,Urban regions,No,0.95473,294,294,0.93092,0.97853
2021,Lower Saxony,Urban regions,No,0.97867,516,516,0.96619,0.99115
2021,Lower Saxony,Rural regions,No,0.96901,644,644,0.95561,0.98240
2021,Bremen,Urban regions,No,0.96850,100,100,0.93410,1.00291
2021,North Rhine-Westphalia,Urban regions,Yes,0.02211,102,2616,0.01648,0.02775
2021,North Rhine-Westphalia,Urban regions,No,0.96874,2514,2616,0.96207,0.97541
2021,North Rhine-Westphalia,Rural regions,No,0.99335,53,53,0.97127,1.01544
2021,Hesse,Urban regions,Yes,0.02524,36,701,0.01362,0.03686
2021,Hesse,Urban regions,No,0.95820,665,701,0.94337,0.97302
2021,Hesse,Rural regions,No,0.99285,149,149,0.97928,1.00642
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.97287,478,478,0.95829,0.98745
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.96905,133,133,0.93950,0.99859
2021,Baden-Wuerttemberg,Urban regions,Yes,0.01801,50,1209,0.01051,0.02551
2021,Baden-Wuerttemberg,Urban regions,No,0.96614,1159,1209,0.95594,0.97634
2021,Baden-Wuerttemberg,Rural regions,No,0.96378,127,127,0.93115,0.99640
2021,Bavaria,Urban regions,No,0.98114,906,906,0.97227,0.99000
2021,Bavaria,Rural regions,No,0.98202,905,905,0.97336,0.99068
2021,Berlin,Urban regions,No,0.97721,636,636,0.96560,0.98881
2021,Brandenburg,Urban regions,No,0.95597,45,45,0.89535,1.01659
2021,Brandenburg,Rural regions,No,0.98564,420,420,0.97425,0.99703
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.92376,207,207,0.88752,0.96000
2021,Saxony,Urban regions,No,0.96473,413,413,0.94692,0.98255
2021,Saxony,Rural regions,No,0.93829,330,330,0.91229,0.96429
2021,Saxony-Anhalt,Urban regions,No,0.94276,94,94,0.89555,0.98997
2021,Saxony-Anhalt,Rural regions,No,0.99089,294,294,0.98001,1.00177
2021,Thuringa,Urban regions,No,0.96905,152,152,0.94142,0.99667
2021,Thuringa,Rural regions,No,0.97421,246,246,0.95436,0.99406
2022,Schleswig-Holstein,Urban regions,No,0.97506,282,282,0.95683,0.99329
2022,Schleswig-Holstein,Rural regions,No,0.94587,392,392,0.92344,0.96830
2022,Hamburg,Urban regions,No,0.96642,457,457,0.94989,0.98295
2022,Lower Saxony,Urban regions,No,0.96122,771,771,0.94758,0.97486
2022,Lower Saxony,Rural regions,Yes,0.03581,33,954,0.02402,0.04761
2022,Lower Saxony,Rural regions,No,0.95045,921,954,0.93667,0.96423
2022,Bremen,Urban regions,No,0.96182,149,149,0.93094,0.99269
2022,North Rhine-Westphalia,Urban regions,Yes,0.01813,136,4194,0.01409,0.02217
2022,North Rhine-Westphalia,Urban regions,No,0.96796,4058,4194,0.96263,0.97329
2022,North Rhine-Westphalia,Rural regions,No,0.99531,92,92,0.98126,1.00935
2022,Hesse,Urban regions,No,0.97004,1051,1051,0.95972,0.98035
2022,Hesse,Rural regions,No,0.97242,244,244,0.95182,0.99301
2022,"Rhineland-Palatinate, Saarland",Urban regions,No,0.97383,744,744,0.96235,0.98531
2022,"Rhineland-Palatinate, Saarland",Rural regions,No,0.96312,194,194,0.93652,0.98971
2022,Baden-Wuerttemberg,Urban regions,Yes,0.01581,41,2048,0.01041,0.02121
2022,Baden-Wuerttemberg,Urban regions,No,0.96870,2007,2048,0.96115,0.97624
2022,Baden-Wuerttemberg,Rural regions,No,0.97809,305,305,0.96164,0.99455
2022,Bavaria,Urban regions,No,0.97217,1739,1739,0.96444,0.97990
2022,Bavaria,Rural regions,No,0.97233,1387,1387,0.96370,0.98097
2022,Berlin,Urban regions,No,0.94533,1179,1179,0.93235,0.95832
2022,Brandenburg,Urban regions,No,0.95320,64,64,0.90105,1.00536
2022,Brandenburg,Rural regions,No,0.96628,670,670,0.95261,0.97996
2022,Mecklenburg-Western Pomerania,Urban regions,No,0.97799,88,88,0.94715,1.00882
2022,Mecklenburg-Western Pomerania,Rural regions,No,0.93890,331,331,0.91306,0.96474
2022,Saxony,Urban regions,No,0.91132,642,642,0.88931,0.93332
2022,Saxony,Rural regions,No,0.92318,639,639,0.90252,0.94385
2022,Saxony-Anhalt,Urban regions,No,0.96459,163,163,0.93613,0.99305
2022,Saxony-Anhalt,Rural regions,No,0.97572,523,523,0.96251,0.98892
2022,Thuringa,Urban regions,No,0.98641,213,213,0.97083,1.00200
2022,Thuringa,Rural regions,No,0.95052,368,368,0.92833,0.97271
