year,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2014,Owner,7052,2.25132,2.22426,2.27838,1.00000,2.00000,3.00000,1,6.00000,,,
2014,Tenant,8776,1.81185,1.78901,1.83468,1.00000,1.00000,2.00000,1,3.50000,,,
2015,Owner,6739,2.22236,2.19516,2.24956,1.00000,2.00000,3.00000,1,6.00000,,,
2015,Tenant,9025,1.80898,1.78631,1.83166,1.00000,1.00000,2.00000,1,3.50000,,,
2016,Not included in this version of the questionnaire,2117,2.52377,2.44443,2.60311,1.00000,2.00000,4.00000,1,8.50000,,,
2016,No answer / don't know,,,,,,,,,,,,
2016,Owner,6302,2.22261,2.19446,2.25076,1.00000,2.00000,3.00000,1,6.00000,,,
2016,Tenant,7999,1.82682,1.80238,1.85126,1.00000,1.00000,2.00000,1,3.50000,,,
2017,Not included in this version of the questionnaire,798,3.13602,2.98887,3.28318,1.00000,3.00000,5.00000,1,11.00000,,,
2017,Owner,7063,2.21761,2.19093,2.24430,1.00000,2.00000,3.00000,1,6.00000,,,
2017,Tenant,10418,1.81791,1.79612,1.83970,1.00000,1.00000,2.00000,1,3.50000,,,
2018,Owner,6758,2.20680,2.17960,2.23400,1.00000,2.00000,3.00000,1,6.00000,,,
2018,Tenant,11120,1.81597,1.79492,1.83702,1.00000,1.00000,2.00000,1,3.50000,,,
2019,No answer / don't know,,,,,,,,,,,,
2019,Owner,7883,2.20664,2.18124,2.23205,1.00000,2.00000,3.00000,1,6.00000,,,
2019,Tenant,10544,1.81529,1.79373,1.83685,1.00000,1.00000,2.00000,1,3.50000,,,
2020,Owner,6996,2.23914,2.21215,2.26613,1.00000,2.00000,3.00000,1,6.00000,,,
2020,Tenant,12333,1.83083,1.81083,1.85084,1.00000,1.00000,2.00000,1,3.50000,,,
2021,No answer / don't know,,,,,,,,,,,,
2021,Owner,5099,2.20593,2.17437,2.23748,1.00000,2.00000,3.00000,1,6.00000,,,
2021,Tenant,7464,1.83245,1.80687,1.85802,1.00000,1.00000,2.00000,1,3.50000,,,
2022,No answer / don't know,,,,,,,,,,,,
2022,Owner,7871,2.19915,2.17377,2.22453,1.00000,2.00000,3.00000,1,6.00000,,,
2022,Tenant,12572,1.83427,1.81444,1.85411,1.00000,1.00000,2.00000,1,3.50000,,,
