syear,age_gr,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1992,46-65 J.,East,,,,,,,,,,,,
1992,66 und älter,West,,,,,,,,,,,,
1992,66 und älter,East,,,,,,,,,,,,
1993,17-29 J.,West,,,,,,,,,,,,
1993,17-29 J.,East,,,,,,,,,,,,
1993,30-45 J.,West,,,,,,,,,,,,
1993,30-45 J.,East,,,,,,,,,,,,
1993,46-65 J.,West,,,,,,,,,,,,
1993,46-65 J.,East,,,,,,,,,,,,
1993,66 und älter,West,,,,,,,,,,,,
1993,66 und älter,East,,,,,,,,,,,,
1994,17-29 J.,West,,,,,,,,,,,,
1994,17-29 J.,East,,,,,,,,,,,,
1994,30-45 J.,West,,,,,,,,,,,,
1994,30-45 J.,East,,,,,,,,,,,,
1994,46-65 J.,West,,,,,,,,,,,,
1994,46-65 J.,East,,,,,,,,,,,,
1994,66 und älter,West,,,,,,,,,,,,
1994,66 und älter,East,,,,,,,,,,,,
1995,17-29 J.,West,,,,,,,,,,,,
1995,17-29 J.,East,,,,,,,,,,,,
1995,30-45 J.,West,,,,,,,,,,,,
1995,30-45 J.,East,,,,,,,,,,,,
1995,46-65 J.,West,,,,,,,,,,,,
1995,46-65 J.,East,,,,,,,,,,,,
1995,66 und älter,West,,,,,,,,,,,,
1995,66 und älter,East,,,,,,,,,,,,
1996,17-29 J.,West,,,,,,,,,,,,
1996,17-29 J.,East,,,,,,,,,,,,
1996,30-45 J.,West,,,,,,,,,,,,
1996,30-45 J.,East,,,,,,,,,,,,
1996,46-65 J.,West,,,,,,,,,,,,
1996,46-65 J.,East,,,,,,,,,,,,
1996,66 und älter,West,,,,,,,,,,,,
1996,66 und älter,East,,,,,,,,,,,,
1997,17-29 J.,West,,,,,,,,,,,,
1997,17-29 J.,East,,,,,,,,,,,,
1997,30-45 J.,West,,,,,,,,,,,,
1997,30-45 J.,East,,,,,,,,,,,,
1997,46-65 J.,West,,,,,,,,,,,,
1997,46-65 J.,East,,,,,,,,,,,,
1997,66 und älter,West,,,,,,,,,,,,
1997,66 und älter,East,,,,,,,,,,,,
1998,17-29 J.,West,,,,,,,,,,,,
1998,17-29 J.,East,,,,,,,,,,,,
1998,30-45 J.,West,,,,,,,,,,,,
1998,30-45 J.,East,,,,,,,,,,,,
1998,46-65 J.,West,,,,,,,,,,,,
1998,46-65 J.,East,,,,,,,,,,,,
1998,66 und älter,West,,,,,,,,,,,,
1998,66 und älter,East,,,,,,,,,,,,
1999,17-29 J.,West,,,,,,,,,,,,
1999,17-29 J.,East,,,,,,,,,,,,
1999,30-45 J.,West,,,,,,,,,,,,
1999,30-45 J.,East,,,,,,,,,,,,
1999,46-65 J.,West,,,,,,,,,,,,
1999,46-65 J.,East,,,,,,,,,,,,
1999,66 und älter,West,,,,,,,,,,,,
1999,66 und älter,East,,,,,,,,,,,,
2000,17-29 J.,West,,,,,,,,,,,,
2000,17-29 J.,East,,,,,,,,,,,,
2000,30-45 J.,West,,,,,,,,,,,,
2000,30-45 J.,East,,,,,,,,,,,,
2000,46-65 J.,West,,,,,,,,,,,,
2000,46-65 J.,East,,,,,,,,,,,,
2000,66 und älter,West,,,,,,,,,,,,
2000,66 und älter,East,,,,,,,,,,,,
2001,17-29 J.,West,,,,,,,,,,,,
2001,17-29 J.,East,,,,,,,,,,,,
2001,30-45 J.,West,,,,,,,,,,,,
2001,30-45 J.,East,,,,,,,,,,,,
2001,46-65 J.,West,,,,,,,,,,,,
2001,46-65 J.,East,,,,,,,,,,,,
2001,66 und älter,West,,,,,,,,,,,,
2001,66 und älter,East,,,,,,,,,,,,
2002,17-29 J.,West,174.0830076605982,173.92196484867483,174.2440504725216,168.0,174.0,180.0,150.0,198.0,174.0,173.0,175.0,3056.0
2002,17-29 J.,East,174.31436943285595,174.057512627729,174.5712262379829,168.0,175.0,180.0,152.0,198.0,175.0,175.0,177.0,1071.0
2002,30-45 J.,West,172.9652661717618,172.85070007449724,173.07983226902638,166.0,172.0,180.0,145.0,201.0,172.0,171.0,172.0,5836.0
2002,30-45 J.,East,172.4419020455494,172.23095332991494,172.65285076118386,166.0,172.0,179.0,146.5,198.5,172.0,171.0,172.0,1581.0
2002,46-65 J.,West,170.52774943969177,170.41984703506571,170.63565184431783,165.0,170.0,176.0,148.5,192.5,170.0,170.0,170.0,5963.0
2002,46-65 J.,East,169.66636634116628,169.47612194371374,169.85661073861883,164.0,169.0,176.0,146.0,194.0,169.0,168.0,170.0,1877.0
2002,66 und älter,West,167.03516403503477,166.88332025052702,167.18700781954252,160.0,167.0,173.0,140.5,192.5,167.0,166.0,168.0,2688.0
2002,66 und älter,East,166.05194957398368,165.79294616388054,166.3109529840868,160.0,165.0,172.0,142.0,190.0,165.0,163.0,165.0,887.0
2003,17-29 J.,West,,,,,,,,,,,,
2003,17-29 J.,East,,,,,,,,,,,,
2003,30-45 J.,West,,,,,,,,,,,,
2003,30-45 J.,East,,,,,,,,,,,,
2003,46-65 J.,West,,,,,,,,,,,,
2003,46-65 J.,East,,,,,,,,,,,,
2003,66 und älter,West,,,,,,,,,,,,
2003,66 und älter,East,,,,,,,,,,,,
2004,17-29 J.,West,174.16098216211927,173.9904645879402,174.33149973629833,168.0,174.0,180.0,150.0,198.0,174.0,173.0,175.0,2877.0
2004,17-29 J.,East,173.8658134759516,173.60071033567866,174.13091661622454,168.0,174.0,180.0,150.0,198.0,174.0,173.0,176.0,1067.0
2004,30-45 J.,West,173.2101242791791,173.0866013189016,173.3336472394566,166.0,173.0,180.0,145.0,201.0,173.0,172.0,174.0,5127.0
2004,30-45 J.,East,172.74439241430622,172.5218315281421,172.96695330047035,167.0,172.0,179.0,149.0,197.0,172.0,170.0,172.0,1367.0
2004,46-65 J.,West,170.663690485574,170.54917815492618,170.7782028162218,164.0,170.0,178.0,143.0,199.0,170.0,170.0,170.0,5522.0
2004,46-65 J.,East,169.78326375316877,169.58902470706218,169.97750279927536,164.0,170.0,176.0,146.0,194.0,170.0,170.0,171.0,1822.0
2004,66 und älter,West,167.2308937987534,167.08079235284654,167.38099524466028,161.0,167.0,173.0,143.0,191.0,167.0,166.0,167.0,2789.0
2004,66 und älter,East,166.25964171228972,166.00016202757863,166.51912139700082,160.0,166.0,172.0,142.0,190.0,166.0,165.0,167.0,946.0
2005,17-29 J.,West,,,,,,,,,,,,
2005,17-29 J.,East,,,,,,,,,,,,
2005,30-45 J.,West,,,,,,,,,,,,
2005,30-45 J.,East,,,,,,,,,,,,
2005,46-65 J.,West,,,,,,,,,,,,
2005,46-65 J.,East,,,,,,,,,,,,
2005,66 und älter,West,,,,,,,,,,,,
2005,66 und älter,East,,,,,,,,,,,,
2006,17-29 J.,West,174.19945811154082,174.025127352911,174.37378887017064,167.0,174.0,180.0,150.0,199.5,174.0,173.0,175.0,2706.0
2006,17-29 J.,East,173.74805502658242,173.45775049153687,174.03835956162797,167.0,174.0,180.0,147.5,199.5,174.0,173.0,176.0,959.0
2006,30-45 J.,West,173.18524854546206,173.05791728928156,173.31257980164256,166.0,173.0,180.0,145.0,201.0,173.0,172.0,174.0,4960.0
2006,30-45 J.,East,173.31351724867105,173.0820729985805,173.5449614987616,167.0,173.0,180.0,147.5,199.5,173.0,172.0,174.0,1311.0
2006,46-65 J.,West,170.8857693784819,170.77065668477925,171.00088207218457,164.0,170.0,178.0,143.0,199.0,170.0,170.0,170.0,5699.0
2006,46-65 J.,East,170.27729003412827,170.08327149232068,170.47130857593586,164.0,170.0,176.0,146.0,194.0,170.0,170.0,171.0,1863.0
2006,66 und älter,West,167.40003649544883,167.25876937299284,167.54130361790482,160.0,167.0,173.0,140.5,192.5,167.0,166.0,167.0,3286.0
2006,66 und älter,East,166.48822445886614,166.24634465723273,166.73010426049956,160.0,167.0,172.0,142.0,190.0,167.0,166.0,169.0,1122.0
2007,17-29 J.,West,,,,,,,,,,,,
2007,17-29 J.,East,,,,,,,,,,,,
2007,30-45 J.,West,,,,,,,,,,,,
2007,30-45 J.,East,,,,,,,,,,,,
2007,46-65 J.,West,,,,,,,,,,,,
2007,46-65 J.,East,,,,,,,,,,,,
2007,66 und älter,West,,,,,,,,,,,,
2007,66 und älter,East,,,,,,,,,,,,
2008,17-29 J.,West,173.8397525326482,173.64831281823544,174.03119224706094,167.0,174.0,180.0,147.5,199.5,174.0,173.0,175.0,2325.0
2008,17-29 J.,East,174.05349939952558,173.73910297632526,174.3678958227259,167.0,174.0,182.0,144.5,204.0,174.0,173.0,176.0,818.0
2008,30-45 J.,West,173.54445411114682,173.3973079635607,173.69160025873293,167.0,173.0,180.0,147.5,199.5,173.0,172.0,173.0,4020.0
2008,30-45 J.,East,173.42530438895287,173.17131574569885,173.67929303220689,167.0,173.0,180.0,147.5,199.5,173.0,171.0,174.0,1146.0
2008,46-65 J.,West,171.1260743004657,171.0031533423322,171.24899525859917,165.0,170.0,178.0,145.5,197.5,170.0,169.0,170.0,4997.0
2008,46-65 J.,East,170.31215728393107,170.1007827269167,170.52353184094545,164.0,170.0,176.0,146.0,194.0,170.0,169.0,170.0,1676.0
2008,66 und älter,West,167.7352473794512,167.5896901733935,167.8808045855089,162.0,168.0,174.0,144.0,192.0,168.0,168.0,169.0,3164.0
2008,66 und älter,East,167.26778270986657,167.0180457858642,167.51751963386894,160.0,168.0,173.0,140.5,192.5,168.0,168.0,170.0,1115.0
2009,17-29 J.,West,,,,,,,,,,,,
2009,17-29 J.,East,,,,,,,,,,,,
2009,30-45 J.,West,,,,,,,,,,,,
2009,30-45 J.,East,,,,,,,,,,,,
2009,46-65 J.,West,,,,,,,,,,,,
2009,46-65 J.,East,,,,,,,,,,,,
2009,66 und älter,West,,,,,,,,,,,,
2009,66 und älter,East,,,,,,,,,,,,
2010,17-29 J.,West,174.8190382123128,174.6065418327652,175.03153459186038,168.0,175.0,181.0,148.5,200.5,175.0,174.0,176.0,1896.0
2010,17-29 J.,East,175.2655027265576,174.90302261880248,175.62798283431272,168.0,175.0,182.0,147.0,203.0,175.0,174.0,177.0,606.0
2010,30-45 J.,West,173.74407797311358,173.58488982563145,173.9032661205957,167.0,174.0,180.0,147.5,199.5,174.0,174.0,175.0,3155.0
2010,30-45 J.,East,174.0384431126854,173.75206295472287,174.32482327064793,168.0,174.0,180.0,150.0,198.0,174.0,173.0,175.0,937.0
2010,46-65 J.,West,171.40767311425662,171.27356250553746,171.5417837229758,165.0,170.0,178.0,145.5,197.5,170.0,168.0,170.0,4483.0
2010,46-65 J.,East,170.40762031793867,170.19445962842062,170.6207810074567,164.0,170.0,178.0,143.0,198.0,170.0,169.975,171.0,1513.0
2010,66 und älter,West,167.65734515366782,167.50419595300755,167.81049435432809,160.0,168.0,174.0,139.0,195.0,168.0,168.0,169.0,2935.0
2010,66 und älter,East,167.60615680710183,167.35105222305182,167.86126139115183,162.0,167.0,174.0,144.0,192.0,167.0,166.0,169.0,1054.0
2011,17-29 J.,West,,,,,,,,,,,,
2011,17-29 J.,East,,,,,,,,,,,,
2011,30-45 J.,West,,,,,,,,,,,,
2011,30-45 J.,East,,,,,,,,,,,,
2011,46-65 J.,West,,,,,,,,,,,,
2011,46-65 J.,East,,,,,,,,,,,,
2011,66 und älter,West,,,,,,,,,,,,
2011,66 und älter,East,,,,,,,,,,,,
2012,17-29 J.,West,174.0169968668238,173.8229636274301,174.2110301062175,167.0,174.0,180.0,147.5,199.5,174.0,173.0,175.0,2260.0
2012,17-29 J.,East,175.07802444995733,174.7234924915869,175.43255640832774,169.88410327423253,175.0,181.0,153.21025818558132,197.6738450886512,175.0,174.0,177.0,613.0
2012,30-45 J.,West,173.95655961721286,173.80368847025878,174.10943076416694,167.0,174.0,180.0,147.5,199.5,174.0,173.0,175.0,3564.0
2012,30-45 J.,East,175.04095745046249,174.7481465443206,175.33376835660437,168.0,175.0,181.29147984124577,149.0,201.22869960311442,175.0,174.0,176.0,1007.0
2012,46-65 J.,West,171.7373650639801,171.62226797214942,171.85246215581077,165.0,171.0,178.0,145.5,197.5,171.0,170.0,172.0,5883.0
2012,46-65 J.,East,170.52351566897732,170.32572679579522,170.72130454215943,164.0,170.0,178.0,143.0,197.0,170.0,169.0,170.0,1930.0
2012,66 und älter,West,167.81507158275508,167.6825969713932,167.94754619411697,161.0,168.0,174.0,141.5,193.5,168.0,168.0,169.0,3893.0
2012,66 und älter,East,167.44370464790455,167.20844045578517,167.67896884002394,160.0,168.0,174.0,144.0,195.0,168.0,168.0,169.0,1274.0
2013,17-29 J.,West,,,,,,,,,,,,
2013,17-29 J.,East,,,,,,,,,,,,
2013,30-45 J.,West,,,,,,,,,,,,
2013,30-45 J.,East,,,,,,,,,,,,
2013,46-65 J.,West,,,,,,,,,,,,
2013,46-65 J.,East,,,,,,,,,,,,
2013,66 und älter,West,,,,,,,,,,,,
2013,66 und älter,East,,,,,,,,,,,,
2014,17-29 J.,West,174.11829709055027,173.9576476625244,174.27894651857613,167.0,174.0,180.0,147.5,199.5,174.0,173.0,175.0,3570.0
2014,17-29 J.,East,174.27715355769055,173.93020860431258,174.62409851106852,167.79249137630364,174.0,182.0,146.4812284407591,203.31126293554453,174.0,172.975,176.0,706.0
2014,30-45 J.,West,173.67280635945474,173.56187907362312,173.78373364528636,167.0,173.0,180.0,147.5,199.5,173.0,172.0,173.0,6875.0
2014,30-45 J.,East,173.9226012107812,173.6888548283747,174.15634759318772,167.0,173.0,181.0,146.0,202.0,173.0,171.0,174.0,1621.0
2014,46-65 J.,West,172.02423510989803,171.91875758061192,172.12971263918413,165.0,172.0,178.0,145.5,197.5,172.0,172.0,173.0,7270.0
2014,46-65 J.,East,171.12825771639234,170.93280513562337,171.3237102971613,164.0,170.0,178.0,143.0,199.0,170.0,168.0,170.0,2020.0
2014,66 und älter,West,168.02250497056485,167.88507839437526,168.15993154675445,162.0,168.0,175.0,142.5,194.5,168.0,168.0,169.0,3714.0
2014,66 und älter,East,167.20088540037455,166.95853217936997,167.44323862137912,160.0,167.0,174.0,139.0,195.0,167.0,166.0,169.0,1220.0
2015,17-29 J.,West,,,,,,,,,,,,
2015,17-29 J.,East,,,,,,,,,,,,
2015,30-45 J.,West,,,,,,,,,,,,
2015,30-45 J.,East,,,,,,,,,,,,
2015,46-65 J.,West,,,,,,,,,,,,
2015,46-65 J.,East,,,,,,,,,,,,
2015,66 und älter,West,,,,,,,,,,,,
2015,66 und älter,East,,,,,,,,,,,,
2016,17-29 J.,West,174.50214884577497,174.3332032927364,174.67109439881352,168.0,174.0,181.0,148.5,200.5,174.0,173.0,174.0,3154.0
2016,17-29 J.,East,173.5969072603978,173.22539707686747,173.96841744392816,167.0,173.0,180.0,147.5,199.0,173.0,171.0,175.0,628.0
2016,30-45 J.,West,173.80738961966003,173.6856195726877,173.92915966663236,167.0,174.0,180.0,147.5,199.5,174.0,174.0,175.0,5667.0
2016,30-45 J.,East,174.1060557027109,173.85592729138972,174.3561841140321,167.0,175.0,180.0,147.5,199.5,175.0,175.0,177.0,1358.0
2016,46-65 J.,West,172.17307171412295,172.0642535610678,172.2818898671781,165.0,172.0,178.0,145.5,197.5,172.0,172.0,173.0,6698.0
2016,46-65 J.,East,171.3216358942347,171.1204213713771,171.52285041709231,164.2048009298701,171.0,178.0,143.51200232467522,198.69279860519487,171.0,170.0,172.0,1864.0
2016,66 und älter,West,168.20946860983676,168.06723103099822,168.3517061886753,162.0,168.0,175.0,142.5,194.5,168.0,168.0,168.0,3523.0
2016,66 und älter,East,166.9256137158338,166.67666611356321,167.1745613181044,160.0,167.0,173.0,143.0,192.5,167.0,166.0,169.0,1166.0
2017,17-29 J.,West,,,,,,,,,,,,
2017,17-29 J.,East,,,,,,,,,,,,
2017,30-45 J.,West,,,,,,,,,,,,
2017,30-45 J.,East,,,,,,,,,,,,
2017,46-65 J.,West,,,,,,,,,,,,
2017,46-65 J.,East,,,,,,,,,,,,
2017,66 und älter,West,,,,,,,,,,,,
2017,66 und älter,East,,,,,,,,,,,,
2018,17-29 J.,West,174.46086515600766,174.3143634947401,174.60736681727522,166.0,174.0,182.0,142.0,206.0,174.0,173.0,175.0,4409.0
2018,17-29 J.,East,173.33796931031588,173.03447569934363,173.64146292128814,167.0,173.0,180.0,147.5,198.0,173.0,171.0,174.0,874.0
2018,30-45 J.,West,173.5994813241423,173.48710595913232,173.71185668915226,167.0,174.0,180.0,147.5,199.5,174.0,174.0,175.0,6614.0
2018,30-45 J.,East,173.99121118466118,173.7560027845322,174.22641958479016,166.0,174.0,181.0,148.0,203.5,174.0,173.0,176.0,1650.0
2018,46-65 J.,West,172.54140970629953,172.4394998067395,172.64331960585957,165.0,172.0,179.0,144.0,200.0,172.0,171.0,172.0,7954.0
2018,46-65 J.,East,171.58600259179602,171.39561880869084,171.7763863749012,164.0,171.0,178.0,143.0,199.0,171.0,170.0,172.0,2180.0
2018,66 und älter,West,168.2263211664812,168.08596039867058,168.36668193429182,162.0,168.0,175.0,142.5,194.5,168.0,168.0,168.0,3745.0
2018,66 und älter,East,167.37076242875045,167.12476856656482,167.61675629093608,160.0,168.0,174.0,143.0,194.0,168.0,168.0,170.0,1236.0
2019,17-29 J.,West,,,,,,,,,,,,
2019,17-29 J.,East,,,,,,,,,,,,
2019,30-45 J.,West,,,,,,,,,,,,
2019,30-45 J.,East,,,,,,,,,,,,
2019,46-65 J.,West,,,,,,,,,,,,
2019,46-65 J.,East,,,,,,,,,,,,
2019,66 und älter,West,,,,,,,,,,,,
2019,66 und älter,East,,,,,,,,,,,,
2020,17-29 J.,West,174.49051548775122,174.32797171919162,174.65305925631083,166.0,175.0,182.0,142.0,206.0,175.0,175.0,177.0,3669.0
2020,17-29 J.,East,173.7775009996283,173.42389988327167,174.13110211598493,166.0,174.0,180.0,145.0,198.0,174.0,173.0,176.0,648.0
2020,30-45 J.,West,173.5549549233871,173.43032907954182,173.67958076723238,167.0,174.0,180.0,147.5,199.5,174.0,174.0,175.0,5280.0
2020,30-45 J.,East,173.94400626421387,173.67691009507098,174.21110243335676,166.0,174.0,181.0,143.5,203.5,174.0,173.0,176.0,1334.0
2020,46-65 J.,West,173.0569613770719,172.9524830887932,173.1614396653506,166.0,172.0,180.0,145.0,201.0,172.0,171.0,172.0,7680.0
2020,46-65 J.,East,172.0095875258626,171.81914792773443,172.20002712399076,165.0,172.0,178.0,145.5,197.5,172.0,172.0,174.0,2090.0
2020,66 und älter,West,168.49979344380083,168.35463325543515,168.6449536321665,162.0,168.0,175.0,142.5,194.5,168.0,168.0,168.0,3628.0
2020,66 und älter,East,167.35532437453716,167.10922222092213,167.6014265281522,161.0,168.0,173.84492644900868,141.73261032648696,193.1123161225217,168.0,168.0,169.0,1232.0
2021,17-29 J.,West,,,,,,,,,,,,
2021,17-29 J.,East,,,,,,,,,,,,
2021,30-45 J.,West,,,,,,,,,,,,
2021,30-45 J.,East,,,,,,,,,,,,
2021,46-65 J.,West,,,,,,,,,,,,
2021,46-65 J.,East,,,,,,,,,,,,
2021,66 und älter,West,,,,,,,,,,,,
2021,66 und älter,East,,,,,,,,,,,,
