syear,age_gr,quintil_oecd,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2000,30-45 J.,4. Quintil,,,,,,,,,,,,
2000,30-45 J.,5. Quintil,,,,,,,,,,,,
2000,46-65 J.,2. Quintil,,,,,,,,,,,,
2000,46-65 J.,3. Quintil,,,,,,,,,,,,
2000,46-65 J.,4. Quintil,,,,,,,,,,,,
2000,46-65 J.,5. Quintil,,,,,,,,,,,,
2000,66 und älter,2. Quintil,,,,,,,,,,,,
2000,66 und älter,3. Quintil,,,,,,,,,,,,
2000,66 und älter,4. Quintil,,,,,,,,,,,,
2000,66 und älter,5. Quintil,,,,,,,,,,,,
2001,17-29 J.,2. Quintil,,,,,,,,,,,,
2001,17-29 J.,3. Quintil,,,,,,,,,,,,
2001,17-29 J.,4. Quintil,,,,,,,,,,,,
2001,17-29 J.,5. Quintil,,,,,,,,,,,,
2001,30-45 J.,2. Quintil,,,,,,,,,,,,
2001,30-45 J.,3. Quintil,,,,,,,,,,,,
2001,30-45 J.,4. Quintil,,,,,,,,,,,,
2001,30-45 J.,5. Quintil,,,,,,,,,,,,
2001,46-65 J.,2. Quintil,,,,,,,,,,,,
2001,46-65 J.,3. Quintil,,,,,,,,,,,,
2001,46-65 J.,4. Quintil,,,,,,,,,,,,
2001,46-65 J.,5. Quintil,,,,,,,,,,,,
2001,66 und älter,2. Quintil,,,,,,,,,,,,
2001,66 und älter,3. Quintil,,,,,,,,,,,,
2001,66 und älter,4. Quintil,,,,,,,,,,,,
2001,66 und älter,5. Quintil,,,,,,,,,,,,
2002,17-29 J.,2. Quintil,172.9696424856227,172.69907505362647,173.24020991761893,165.0,172.0,180.0,150.0,200.0,172.0,171.0,173.0,1071.0
2002,17-29 J.,3. Quintil,173.87474777173546,173.6375934550429,174.11190208842802,168.0,174.0,180.0,150.0,198.0,174.0,173.0,175.0,1267.0
2002,17-29 J.,4. Quintil,175.29076520421145,175.0099442109515,175.57158619747142,168.0,175.0,182.0,150.0,203.0,175.0,174.0,176.0,1021.0
2002,17-29 J.,5. Quintil,175.7995849910165,175.4778846619875,176.1212853200455,168.0,175.0,183.0,146.0,205.0,175.0,174.0,175.025,768.0
2002,30-45 J.,2. Quintil,170.73374758537193,170.5036953765406,170.96379979420325,165.0,170.0,177.0,147.0,195.0,170.0,168.0,170.0,1353.0
2002,30-45 J.,3. Quintil,172.3830266038193,172.2033722409731,172.5626809666655,165.0,172.0,178.0,146.0,197.5,172.0,171.975,172.025,2233.0
2002,30-45 J.,4. Quintil,173.85644166494598,173.66506780011736,174.0478155297746,168.0,174.0,180.0,150.0,198.0,174.0,173.0,175.0,1997.0
2002,30-45 J.,5. Quintil,174.7791825480421,174.56903700835372,174.98932808773046,168.0,175.0,182.0,147.0,203.0,175.0,174.0,176.0,1834.0
2002,46-65 J.,2. Quintil,169.17405291001526,168.94106672702688,169.40703909300365,164.0,169.0,175.0,147.5,191.5,169.0,168.0,170.0,1239.0
2002,46-65 J.,3. Quintil,169.6621987806268,169.47511137228375,169.84928618896984,164.0,169.0,176.0,146.0,194.0,169.0,168.0,170.0,1915.0
2002,46-65 J.,4. Quintil,170.5398386240175,170.36001443022124,170.71966281781377,165.0,170.0,176.0,148.5,192.5,170.0,169.0,170.0,2037.0
2002,46-65 J.,5. Quintil,172.02066671132212,171.8538197267356,172.18751369590865,165.0,172.0,179.0,147.0,198.0,172.0,172.0,174.0,2649.0
2002,66 und älter,2. Quintil,165.0313797124937,164.7393959176419,165.3233635073455,160.0,165.0,170.0,145.0,185.0,165.0,165.0,166.0,677.0
2002,66 und älter,3. Quintil,165.99719512375512,165.78970329751306,166.20468694999718,160.0,165.0,172.0,142.0,190.0,165.0,164.0,165.0,1289.0
2002,66 und älter,4. Quintil,168.03305227076345,167.7674695600854,168.2986349814415,162.0,168.0,174.0,145.0,192.0,168.0,168.0,168.0,923.0
2002,66 und älter,5. Quintil,169.3487323972894,169.0480008284146,169.64946396616423,163.81624819521792,169.0,175.0,147.0406204880448,191.7756277071731,169.0,168.0,170.0,686.0
2003,17-29 J.,2. Quintil,,,,,,,,,,,,
2003,17-29 J.,3. Quintil,,,,,,,,,,,,
2003,17-29 J.,4. Quintil,,,,,,,,,,,,
2003,17-29 J.,5. Quintil,,,,,,,,,,,,
2003,30-45 J.,2. Quintil,,,,,,,,,,,,
2003,30-45 J.,3. Quintil,,,,,,,,,,,,
2003,30-45 J.,4. Quintil,,,,,,,,,,,,
2003,30-45 J.,5. Quintil,,,,,,,,,,,,
2003,46-65 J.,2. Quintil,,,,,,,,,,,,
2003,46-65 J.,3. Quintil,,,,,,,,,,,,
2003,46-65 J.,4. Quintil,,,,,,,,,,,,
2003,46-65 J.,5. Quintil,,,,,,,,,,,,
2003,66 und älter,2. Quintil,,,,,,,,,,,,
2003,66 und älter,3. Quintil,,,,,,,,,,,,
2003,66 und älter,4. Quintil,,,,,,,,,,,,
2003,66 und älter,5. Quintil,,,,,,,,,,,,
2004,17-29 J.,2. Quintil,173.56383562320838,173.28545319072634,173.8422180556904,167.0,173.0,180.0,147.5,198.0,173.0,172.0,174.0,1025.0
2004,17-29 J.,3. Quintil,173.7685842997294,173.51509340933782,174.022075190121,168.0,174.0,180.0,150.0,198.0,174.0,173.0,175.0,1232.0
2004,17-29 J.,4. Quintil,174.36268726012253,174.06964626797304,174.655728252272,168.0,174.0,181.0,150.0,200.5,174.0,173.0,175.0,978.0
2004,17-29 J.,5. Quintil,175.84910624926732,175.4975179494243,176.20069454911035,168.0,176.0,182.0,147.0,203.0,176.0,174.0,177.0,709.0
2004,30-45 J.,2. Quintil,171.16530093458016,170.91246876025855,171.41813310890177,165.0,171.0,178.0,145.5,197.5,171.0,170.0,172.0,1172.0
2004,30-45 J.,3. Quintil,172.30200449822235,172.11218299203009,172.4918260044146,165.0,172.0,178.0,149.0,197.5,172.0,171.0,172.0,1977.0
2004,30-45 J.,4. Quintil,174.03934945755864,173.83240879804703,174.24629011707026,168.0,174.0,180.0,150.0,198.0,174.0,173.0,175.0,1737.0
2004,30-45 J.,5. Quintil,175.28657540521527,175.063301716132,175.50984909429854,168.0,175.0,182.0,147.0,203.0,175.0,174.0,175.0,1608.0
2004,46-65 J.,2. Quintil,169.5383821669361,169.29584416305116,169.78092017082102,164.0,169.0,175.0,147.5,191.5,169.0,168.0,170.0,1106.0
2004,46-65 J.,3. Quintil,169.96516818106824,169.7646647886937,170.16567157344278,164.0,170.0,176.0,146.0,194.0,170.0,170.0,171.0,1797.0
2004,46-65 J.,4. Quintil,170.36450090729545,170.17254237628146,170.55645943830945,164.0,170.0,177.0,144.5,196.5,170.0,170.0,170.0,1952.0
2004,46-65 J.,5. Quintil,172.04552350188823,171.8738430900496,172.21720391372685,165.0,172.0,179.0,144.0,198.0,172.0,172.0,172.025,2489.0
2004,66 und älter,2. Quintil,164.85576133960376,164.5400170029387,165.17150567626882,160.0,165.0,170.0,145.0,185.0,165.0,165.0,166.0,594.0
2004,66 und älter,3. Quintil,166.39693738390682,166.18449682231747,166.60937794549616,160.0,165.0,172.0,142.0,190.0,165.0,163.0,165.0,1277.0
2004,66 und älter,4. Quintil,167.70892946465818,167.46503529885962,167.95282363045675,161.0,168.0,173.0,143.0,191.0,168.0,168.0,168.0,1101.0
2004,66 und älter,5. Quintil,169.69988373218646,169.4142357498993,169.98553171447364,164.0,169.0,176.0,146.0,194.0,169.0,168.0,170.0,763.0
2005,17-29 J.,2. Quintil,,,,,,,,,,,,
2005,17-29 J.,3. Quintil,,,,,,,,,,,,
2005,17-29 J.,4. Quintil,,,,,,,,,,,,
2005,17-29 J.,5. Quintil,,,,,,,,,,,,
2005,30-45 J.,2. Quintil,,,,,,,,,,,,
2005,30-45 J.,3. Quintil,,,,,,,,,,,,
2005,30-45 J.,4. Quintil,,,,,,,,,,,,
2005,30-45 J.,5. Quintil,,,,,,,,,,,,
2005,46-65 J.,2. Quintil,,,,,,,,,,,,
2005,46-65 J.,3. Quintil,,,,,,,,,,,,
2005,46-65 J.,4. Quintil,,,,,,,,,,,,
2005,46-65 J.,5. Quintil,,,,,,,,,,,,
2005,66 und älter,2. Quintil,,,,,,,,,,,,
2005,66 und älter,3. Quintil,,,,,,,,,,,,
2005,66 und älter,4. Quintil,,,,,,,,,,,,
2005,66 und älter,5. Quintil,,,,,,,,,,,,
2006,17-29 J.,2. Quintil,173.36547727804154,173.07962588825927,173.6513286678238,166.0,172.0,180.0,145.0,201.0,172.0,170.0,172.0,999.0
2006,17-29 J.,3. Quintil,173.73081417053075,173.44620337134896,174.01542496971254,167.0,173.0,180.0,147.5,199.5,173.0,172.0,174.0,1054.0
2006,17-29 J.,4. Quintil,174.67192380726584,174.4030345004369,174.9408131140948,168.0,175.0,181.0,150.0,200.5,175.0,174.0,176.0,1022.0
2006,17-29 J.,5. Quintil,175.82544751497696,175.43998377420152,176.2109112557524,168.0,176.0,183.0,150.0,205.0,176.0,174.0,177.0,590.0
2006,30-45 J.,2. Quintil,171.037134742343,170.78773867780632,171.28653080687968,165.0,170.0,178.0,149.0,197.5,170.0,168.0,170.025,1150.0
2006,30-45 J.,3. Quintil,172.0701986174472,171.86039788839153,172.27999934650288,165.0,172.0,179.0,145.0,200.0,172.0,172.0,174.0,1761.0
2006,30-45 J.,4. Quintil,174.29244210905182,174.08357617179846,174.50130804630518,168.0,174.2111563302004,180.0,150.0,198.0,174.0,173.0,174.0,1784.0
2006,30-45 J.,5. Quintil,175.2791478434436,175.05710685739797,175.50118882948925,168.0,175.0,182.0,147.0,203.0,175.0,174.0,176.0,1576.0
2006,46-65 J.,2. Quintil,169.1944353973755,168.94432937472985,169.44454142002118,163.0,169.0,175.0,145.0,193.0,169.0,168.0,170.0,1116.0
2006,46-65 J.,3. Quintil,170.0204280029508,169.81622792582175,170.22462808007987,164.0,170.0,176.0,146.0,194.0,170.0,170.0,171.0,1815.0
2006,46-65 J.,4. Quintil,170.87865799419023,170.69071833372658,171.0665976546539,165.0,170.0,178.0,145.5,197.5,170.0,169.0,170.0,2049.0
2006,46-65 J.,5. Quintil,172.5390158815215,172.36965768204973,172.70837408099325,165.0,172.0,180.0,142.5,198.0,172.0,171.0,172.0,2582.0
2006,66 und älter,2. Quintil,165.80489977172368,165.5017976135492,166.10800192989817,160.0,165.0,172.0,142.0,187.0,165.0,163.0,165.0,706.0
2006,66 und älter,3. Quintil,166.3867044763527,166.18313142623154,166.59027752647384,160.0,166.0,172.0,142.0,190.0,166.0,165.0,167.0,1470.0
2006,66 und älter,4. Quintil,167.64647209917115,167.42306230685745,167.86988189148485,162.0,168.0,174.0,144.0,192.0,168.0,168.0,169.0,1299.0
2006,66 und älter,5. Quintil,169.6828188251641,169.41118667781078,169.95445097251744,164.0,170.0,176.0,146.0,194.0,170.0,170.0,172.0,933.0
2007,17-29 J.,1. Quintil,,,,,,,,,,,,
2007,17-29 J.,2. Quintil,,,,,,,,,,,,
2007,17-29 J.,3. Quintil,,,,,,,,,,,,
2007,17-29 J.,4. Quintil,,,,,,,,,,,,
2007,17-29 J.,5. Quintil,,,,,,,,,,,,
2007,30-45 J.,2. Quintil,,,,,,,,,,,,
2007,30-45 J.,3. Quintil,,,,,,,,,,,,
2007,30-45 J.,4. Quintil,,,,,,,,,,,,
2007,30-45 J.,5. Quintil,,,,,,,,,,,,
2007,46-65 J.,2. Quintil,,,,,,,,,,,,
2007,46-65 J.,3. Quintil,,,,,,,,,,,,
2007,46-65 J.,4. Quintil,,,,,,,,,,,,
2007,46-65 J.,5. Quintil,,,,,,,,,,,,
2007,66 und älter,2. Quintil,,,,,,,,,,,,
2007,66 und älter,3. Quintil,,,,,,,,,,,,
2007,66 und älter,4. Quintil,,,,,,,,,,,,
2007,66 und älter,5. Quintil,,,,,,,,,,,,
2008,17-29 J.,2. Quintil,173.38439598825366,173.0505228165538,173.7182691599535,166.0,173.0,180.0,145.0,201.0,173.0,172.0,174.0,774.0
2008,17-29 J.,3. Quintil,173.16511782639074,172.86570035697616,173.46453529580532,165.89197480572102,173.0,180.0,144.72993701430255,201.16203779141847,173.0,172.0,174.0,915.0
2008,17-29 J.,4. Quintil,173.99540129130312,173.68568211593123,174.30512046667502,168.0,174.0,180.0,150.0,198.0,174.0,173.0,175.0,858.0
2008,17-29 J.,5. Quintil,176.0433697071711,175.66938625220087,176.41735316214135,169.0,176.0,183.0,154.0,204.0,176.0,174.0,177.0,596.0
2008,30-45 J.,2. Quintil,171.1184424537624,170.79633228935393,171.4405526181709,165.0,170.0,178.0,146.0,197.5,170.0,168.0,170.0,746.0
2008,30-45 J.,3. Quintil,172.32251015529394,172.08155231813268,172.5634679924552,165.0,172.0,180.0,142.5,202.5,172.0,171.0,172.025,1374.0
2008,30-45 J.,4. Quintil,174.1143754854115,173.88532893408743,174.34342203673557,168.0,173.0,180.0,150.0,198.0,173.0,172.0,174.0,1529.0
2008,30-45 J.,5. Quintil,175.60703259510467,175.36233217367086,175.85173301653847,168.0,176.0,183.0,145.5,205.0,176.0,175.0,177.0,1517.0
2008,46-65 J.,2. Quintil,169.4200735065666,169.15502926154306,169.68511775159016,163.0,168.0,176.0,146.0,195.5,168.0,166.0,168.0,977.0
2008,46-65 J.,3. Quintil,169.8798371651344,169.65509081186428,170.10458351840452,164.0,170.0,176.0,146.0,194.0,170.0,170.0,172.0,1455.0
2008,46-65 J.,4. Quintil,170.9310955975494,170.7225767251173,171.13961446998147,165.0,170.0,178.0,145.5,197.5,170.0,168.0,170.0,1751.0
2008,46-65 J.,5. Quintil,172.9298193314835,172.75608021916352,173.10355844380345,166.0,173.0,180.0,145.0,201.0,173.0,172.0,174.0,2490.0
2008,66 und älter,2. Quintil,165.7618339557023,165.44178566458473,166.08188224681984,160.0,165.0,171.0,143.5,186.0,165.0,163.0,165.0,594.0
2008,66 und älter,3. Quintil,166.72369046405754,166.51484839138996,166.93253253672512,160.0,166.0,172.0,144.0,190.0,166.0,164.0,167.0,1434.0
2008,66 und älter,4. Quintil,168.38541085427713,168.15235668829874,168.6184650202555,162.0,168.0,175.0,142.5,194.5,168.0,168.0,168.0,1252.0
2008,66 und älter,5. Quintil,169.94909097234728,169.67956198894353,170.21861995575102,164.0,170.0,177.0,144.5,196.0,170.0,170.0,172.0,999.0
2009,17-29 J.,2. Quintil,,,,,,,,,,,,
2009,17-29 J.,3. Quintil,,,,,,,,,,,,
2009,17-29 J.,4. Quintil,,,,,,,,,,,,
2009,17-29 J.,5. Quintil,,,,,,,,,,,,
2009,30-45 J.,2. Quintil,,,,,,,,,,,,
2009,30-45 J.,3. Quintil,,,,,,,,,,,,
2009,30-45 J.,4. Quintil,,,,,,,,,,,,
2009,30-45 J.,5. Quintil,,,,,,,,,,,,
2009,46-65 J.,2. Quintil,,,,,,,,,,,,
2009,46-65 J.,3. Quintil,,,,,,,,,,,,
2009,46-65 J.,4. Quintil,,,,,,,,,,,,
2009,46-65 J.,5. Quintil,,,,,,,,,,,,
2009,66 und älter,2. Quintil,,,,,,,,,,,,
2009,66 und älter,3. Quintil,,,,,,,,,,,,
2009,66 und älter,4. Quintil,,,,,,,,,,,,
2009,66 und älter,5. Quintil,,,,,,,,,,,,
2010,17-29 J.,2. Quintil,175.13136367286882,174.74134624774024,175.5213810979974,168.0,175.0,181.0,148.5,200.0,175.0,174.0,176.0,531.0
2010,17-29 J.,3. Quintil,174.41456545054842,174.08016085775296,174.7489700433439,168.0,174.0,180.0,150.0,198.0,174.0,172.0,175.0,680.0
2010,17-29 J.,4. Quintil,174.61192041516117,174.245575987458,174.97826484286432,168.0,174.0,182.0,150.0,203.0,174.0,172.0,175.0,704.0
2010,17-29 J.,5. Quintil,175.73527227361717,175.35250984233951,176.11803470489482,169.0,176.0,182.0,149.5,200.0,176.0,174.0,177.0,587.0
2010,30-45 J.,2. Quintil,172.00888316857143,171.61186039118255,172.4059059459603,165.0,172.0,178.0,149.0,197.0,172.0,169.0,174.0,518.0
2010,30-45 J.,3. Quintil,172.07046331662778,171.78968636617816,172.3512402670774,165.0,172.0,179.0,150.0,200.0,172.0,171.0,174.0,991.0
2010,30-45 J.,4. Quintil,174.05888111750775,173.8071117724679,174.3106504625476,168.0,174.0,180.0,150.0,198.0,174.0,173.0,175.0,1249.0
2010,30-45 J.,5. Quintil,174.9921152813421,174.75306801961193,175.2311625430723,168.0,175.0,181.0,148.5,200.5,175.0,174.0,176.0,1334.0
2010,46-65 J.,2. Quintil,169.65793805174525,169.34653513932508,169.9693409641654,164.0,169.0,176.0,146.0,194.0,169.0,168.0,170.0,737.0
2010,46-65 J.,3. Quintil,169.4074260813595,169.14216874277466,169.67268341994432,164.0,169.0,176.0,146.0,194.0,169.0,168.0,170.0,1242.0
2010,46-65 J.,4. Quintil,171.44753387031474,171.23614877758118,171.6589189630483,165.0,170.0,178.0,148.0,197.5,170.0,168.0,170.0,1609.0
2010,46-65 J.,5. Quintil,172.94177073818096,172.76499920312236,173.11854227323957,166.0,172.0,180.0,145.0,201.0,172.0,170.975,172.0,2408.0
2010,66 und älter,2. Quintil,166.06972232833525,165.67772958066726,166.46171507600323,160.0,166.0,172.0,142.0,187.0,166.0,164.0,167.0,440.0
2010,66 und älter,3. Quintil,166.59827479747275,166.3710263707632,166.82552322418232,160.0,165.82073175664422,172.0,147.0,190.0,165.0,162.975,165.0,1226.0
2010,66 und älter,4. Quintil,168.10055771408787,167.86340838130104,168.3377070468747,162.0,168.0,175.0,142.5,194.5,168.0,168.0,169.0,1249.0
