"plh0037","year","alter_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"Große Sorgen","2011","35-65 J.","Laendlicher Raum","1238","0.298711242012337","0.28475753465061","0.312664949374063"
"Große Sorgen","2011","66 und älter","Staedtischer Raum","987","0.30268135405455","0.286896237613528","0.318466470495573"
"Große Sorgen","2011","66 und älter","Laendlicher Raum","470","0.271288938702564","0.250445416891829","0.292132460513299"
"Keine Sorgen","2011","16-34 J.","Staedtischer Raum","563","0.197952473262107","0.183269563307905","0.212635383216309"
"Keine Sorgen","2011","16-34 J.","Laendlicher Raum","342","0.238014635621648","0.215690757045228","0.260338514198067"
"Keine Sorgen","2011","35-65 J.","Staedtischer Raum","964","0.142776439659892","0.134645747085552","0.150907132234232"
"Keine Sorgen","2011","35-65 J.","Laendlicher Raum","619","0.147751280508386","0.136932851643245","0.158569709373526"
"Keine Sorgen","2011","66 und älter","Staedtischer Raum","537","0.155432391181058","0.142983596864083","0.167881185498033"
"Keine Sorgen","2011","66 und älter","Laendlicher Raum","334","0.183027817284974","0.164900248496036","0.201155386073913"
"Einige Sorgen","2012","16-34 J.","Staedtischer Raum","1416","0.510810499600943","0.492171348892873","0.529449650309013"
"Einige Sorgen","2012","16-34 J.","Laendlicher Raum","680","0.490390230856321","0.463604110760877","0.517176350951764"
"Einige Sorgen","2012","35-65 J.","Staedtischer Raum","3835","0.554428943579718","0.542721798656324","0.566136088503111"
"Einige Sorgen","2012","35-65 J.","Laendlicher Raum","2352","0.542857868443175","0.527806398402921","0.55790933848343"
"Einige Sorgen","2012","66 und älter","Staedtischer Raum","1785","0.542665712220354","0.525596066162921","0.559735358277786"
"Einige Sorgen","2012","66 und älter","Laendlicher Raum","986","0.515924338002675","0.49326782487141","0.538580851133941"
"Große Sorgen","2012","16-34 J.","Staedtischer Raum","715","0.248923165095356","0.232800661237739","0.265045668952973"
"Große Sorgen","2012","16-34 J.","Laendlicher Raum","297","0.240084969547112","0.217198171490856","0.262971767603368"
"Große Sorgen","2012","35-65 J.","Staedtischer Raum","2016","0.28883118879355","0.278155941204035","0.299506436383065"
"Große Sorgen","2012","35-65 J.","Laendlicher Raum","1127","0.277869052705171","0.264334674933361","0.291403430476982"
"Große Sorgen","2012","66 und älter","Staedtischer Raum","950","0.295784039428644","0.280146020183289","0.311422058673999"
"Große Sorgen","2012","66 und älter","Laendlicher Raum","494","0.279479265669246","0.259135025294345","0.299823506044146"
"Keine Sorgen","2012","16-34 J.","Staedtischer Raum","632","0.240266335303701","0.224335637617655","0.256197032989748"
"Keine Sorgen","2012","16-34 J.","Laendlicher Raum","361","0.269524799596567","0.245749711310014","0.293299887883121"
"Keine Sorgen","2012","35-65 J.","Staedtischer Raum","1073","0.156739867626733","0.148176588836148","0.165303146417317"
"Keine Sorgen","2012","35-65 J.","Laendlicher Raum","729","0.179273078851653","0.167683514703816","0.190862642999491"
"Keine Sorgen","2012","66 und älter","Staedtischer Raum","537","0.161550248351002","0.148939705601375","0.174160791100629"
"Keine Sorgen","2012","66 und älter","Laendlicher Raum","389","0.204596396328079","0.186307554350853","0.222885238305305"
"Einige Sorgen","2013","16-34 J.","Staedtischer Raum","1273","0.501878310850253","0.482235547582882","0.521521074117624"
"Einige Sorgen","2013","16-34 J.","Laendlicher Raum","594","0.500127013963704","0.471501435244708","0.5287525926827"
"Einige Sorgen","2013","35-65 J.","Staedtischer Raum","3512","0.553884441783754","0.541634018527601","0.566134865039906"
"Einige Sorgen","2013","35-65 J.","Laendlicher Raum","2167","0.552639576696971","0.537008438863602","0.56827071453034"
"Einige Sorgen","2013","66 und älter","Staedtischer Raum","1683","0.524282118019642","0.506839204739738","0.541725031299546"
"Einige Sorgen","2013","66 und älter","Laendlicher Raum","929","0.541285632312719","0.517872587940167","0.564698676685271"
"Große Sorgen","2013","16-34 J.","Staedtischer Raum","629","0.248305059105241","0.231332425326259","0.265277692884223"
"Große Sorgen","2013","16-34 J.","Laendlicher Raum","260","0.206262206499362","0.183097188359814","0.22942722463891"
"Große Sorgen","2013","35-65 J.","Staedtischer Raum","1702","0.267165637963318","0.256261005349757","0.278070270576879"
"Große Sorgen","2013","35-65 J.","Laendlicher Raum","980","0.258713742228953","0.24494660808092","0.272480876376986"
"Große Sorgen","2013","66 und älter","Staedtischer Raum","839","0.271137669398161","0.255610959355265","0.286664379441058"
"Große Sorgen","2013","66 und älter","Laendlicher Raum","413","0.239519571400912","0.219466172600964","0.259572970200859"
"Keine Sorgen","2013","16-34 J.","Staedtischer Raum","587","0.249816630044505","0.232809539191825","0.266823720897186"
"Keine Sorgen","2013","16-34 J.","Laendlicher Raum","318","0.293610779536934","0.267537700877734","0.319683858196135"
"Keine Sorgen","2013","35-65 J.","Staedtischer Raum","1111","0.178949920252928","0.169503475162162","0.188396365343695"
"Keine Sorgen","2013","35-65 J.","Laendlicher Raum","740","0.188646681074075","0.176347663737852","0.200945698410298"
"Keine Sorgen","2013","66 und älter","Staedtischer Raum","627","0.204580212582197","0.19049083627154","0.218669588892853"
"Keine Sorgen","2013","66 und älter","Laendlicher Raum","398","0.21919479628637","0.199756422177095","0.238633170395645"
"Einige Sorgen","2014","16-34 J.","Staedtischer Raum","2254","0.514147780422121","0.499401679377229","0.528893881467013"
"Einige Sorgen","2014","16-34 J.","Laendlicher Raum","1047","0.512019967660549","0.490579842390926","0.533460092930172"
"Einige Sorgen","2014","35-65 J.","Staedtischer Raum","5285","0.535267146854034","0.525477038610552","0.545057255097516"
"Einige Sorgen","2014","35-65 J.","Laendlicher Raum","3091","0.558178240280526","0.545106106558719","0.571250374002333"
"Einige Sorgen","2014","66 und älter","Staedtischer Raum","1675","0.535132710968509","0.517656770659685","0.552608651277334"
"Einige Sorgen","2014","66 und älter","Laendlicher Raum","926","0.510051762478689","0.486854705343909","0.533248819613469"
"Große Sorgen","2014","16-34 J.","Staedtischer Raum","1143","0.256521075903317","0.243636296587201","0.269405855219434"
"Große Sorgen","2014","16-34 J.","Laendlicher Raum","427","0.188038508763353","0.17127851088583","0.204798506640876"
"Große Sorgen","2014","35-65 J.","Staedtischer Raum","2953","0.287953311143454","0.279065070877769","0.296841551409139"
"Große Sorgen","2014","35-65 J.","Laendlicher Raum","1447","0.253504599296179","0.242053611023108","0.26495558756925"
"Große Sorgen","2014","66 und älter","Staedtischer Raum","958","0.308228283951646","0.292048863752107","0.324407704151184"
"Große Sorgen","2014","66 und älter","Laendlicher Raum","507","0.290852335072836","0.26977793200861","0.311926738137062"
"Keine Sorgen","2014","16-34 J.","Staedtischer Raum","1016","0.229331143674561","0.216927578007941","0.241734709341182"
"Keine Sorgen","2014","16-34 J.","Laendlicher Raum","614","0.299941523576098","0.280286738478035","0.319596308674161"
"Keine Sorgen","2014","35-65 J.","Staedtischer Raum","1732","0.176779542002512","0.169291391038305","0.184267692966719"
"Keine Sorgen","2014","35-65 J.","Laendlicher Raum","1006","0.188317160423295","0.178025756811421","0.198608564035169"
"Keine Sorgen","2014","66 und älter","Staedtischer Raum","496","0.156639005079845","0.143903914946997","0.169374095212693"
"Keine Sorgen","2014","66 und älter","Laendlicher Raum","351","0.199095902448474","0.180566044721892","0.217625760175057"
"Einige Sorgen","2015","16-34 J.","Staedtischer Raum","1948","0.516236180157111","0.500419828275097","0.532052532039126"
"Einige Sorgen","2015","16-34 J.","Laendlicher Raum","947","0.487422624670684","0.464590109482921","0.510255139858446"
"Einige Sorgen","2015","35-65 J.","Staedtischer Raum","5035","0.552252442424258","0.542068094986275","0.562436789862242"
"Einige Sorgen","2015","35-65 J.","Laendlicher Raum","2977","0.57937607387785","0.565935226448799","0.5928169213069"
"Einige Sorgen","2015","66 und älter","Staedtischer Raum","1652","0.547761653946956","0.530127002386733","0.565396305507179"
"Einige Sorgen","2015","66 und älter","Laendlicher Raum","977","0.541805073026025","0.518652098775856","0.564958047276194"
"Große Sorgen","2015","16-34 J.","Staedtischer Raum","976","0.23888598043199","0.225390585475096","0.252381375388883"
"Große Sorgen","2015","16-34 J.","Laendlicher Raum","381","0.208277648519067","0.189728286269997","0.226827010768137"
"Große Sorgen","2015","35-65 J.","Staedtischer Raum","2573","0.280057496374858","0.270861044988745","0.28925394776097"
"Große Sorgen","2015","35-65 J.","Laendlicher Raum","1238","0.243690282303723","0.232001525237979","0.255379039369467"
"Große Sorgen","2015","66 und älter","Staedtischer Raum","928","0.297719978715653","0.281518803302556","0.31392115412875"
"Große Sorgen","2015","66 und älter","Laendlicher Raum","459","0.269370117078108","0.248755107544204","0.289985126612011"
"Keine Sorgen","2015","16-34 J.","Staedtischer Raum","911","0.244877839410899","0.231268132986588","0.25848754583521"
"Keine Sorgen","2015","16-34 J.","Laendlicher Raum","513","0.304299726810249","0.283282129592097","0.325317324028401"
"Keine Sorgen","2015","35-65 J.","Staedtischer Raum","1550","0.167690061200884","0.160038607170448","0.17534151523132"
"Keine Sorgen","2015","35-65 J.","Laendlicher Raum","967","0.176933643818428","0.166543488915059","0.187323798721796"
"Keine Sorgen","2015","66 und älter","Staedtischer Raum","480","0.154518367337391","0.14171189482111","0.167324839853673"
"Keine Sorgen","2015","66 und älter","Laendlicher Raum","343","0.188824809895867","0.170638400024205","0.207011219767529"
"Einige Sorgen","2016","16-34 J.","Staedtischer Raum","1925","0.504225206755488","0.488212060237053","0.520238353273923"
"Einige Sorgen","2016","16-34 J.","Laendlicher Raum","962","0.53378831504491","0.51057445339935","0.557002176690471"
"Einige Sorgen","2016","35-65 J.","Staedtischer Raum","4682","0.521965396304038","0.511571859121452","0.532358933486624"
"Einige Sorgen","2016","35-65 J.","Laendlicher Raum","2693","0.535638913675032","0.521756697616297","0.549521129733768"
"Einige Sorgen","2016","66 und älter","Staedtischer Raum","1510","0.519957798353649","0.501898611841064","0.538016984866233"
"Einige Sorgen","2016","66 und älter","Laendlicher Raum","888","0.504336434484707","0.480871004272569","0.527801864696845"
"Große Sorgen","2016","16-34 J.","Staedtischer Raum","1035","0.274385590892811","0.260094815955163","0.288676365830459"
"Große Sorgen","2016","16-34 J.","Laendlicher Raum","373","0.202171467118287","0.183482470019075","0.220860464217499"
"Große Sorgen","2016","35-65 J.","Staedtischer Raum","2843","0.321911337544461","0.312190040176823","0.331632634912099"
"Große Sorgen","2016","35-65 J.","Laendlicher Raum","1410","0.294888291576217","0.282195634179793","0.307580948972641"
"Große Sorgen","2016","66 und älter","Staedtischer Raum","1032","0.346441860529801","0.329241730867322","0.36364199019228"
"Große Sorgen","2016","66 und älter","Laendlicher Raum","587","0.341934952020295","0.319672089163854","0.364197814876736"
"Keine Sorgen","2016","16-34 J.","Staedtischer Raum","785","0.221389202351701","0.208091989861901","0.234686414841501"
"Keine Sorgen","2016","16-34 J.","Laendlicher Raum","439","0.264040217836803","0.243527020141004","0.284553415532601"
"Keine Sorgen","2016","35-65 J.","Staedtischer Raum","1348","0.156123266151501","0.148570845500891","0.163675686802111"
"Keine Sorgen","2016","35-65 J.","Laendlicher Raum","855","0.16947279474875","0.159029879413653","0.179915710083848"
"Keine Sorgen","2016","66 und älter","Staedtischer Raum","398","0.13360034111655","0.121302260216234","0.145898422016867"
"Keine Sorgen","2016","66 und älter","Laendlicher Raum","269","0.153728613494998","0.136800559548382","0.170656667441614"
"Einige Sorgen","2017","16-34 J.","Staedtischer Raum","2051","0.487827807641234","0.472620045308692","0.503035569973776"
"Einige Sorgen","2017","16-34 J.","Laendlicher Raum","967","0.499847713522557","0.477801977385501","0.521893449659613"
"Einige Sorgen","2017","35-65 J.","Staedtischer Raum","4911","0.501258122755897","0.491355303710715","0.51116094180108"
"Einige Sorgen","2017","35-65 J.","Laendlicher Raum","2909","0.52637963210724","0.513222182092263","0.539537082122217"
"Einige Sorgen","2017","66 und älter","Staedtischer Raum","1496","0.488731023512556","0.471068855274779","0.506393191750334"
"Einige Sorgen","2017","66 und älter","Laendlicher Raum","913","0.493367148288981","0.470541810618946","0.516192485959017"
"Große Sorgen","2017","16-34 J.","Staedtischer Raum","1385","0.332039972613543","0.317711679269469","0.346368265957617"
"Große Sorgen","2017","16-34 J.","Laendlicher Raum","579","0.279920646547191","0.260125338404603","0.29971595468978"
"Große Sorgen","2017","35-65 J.","Staedtischer Raum","3614","0.361441375649518","0.35192635939695","0.370956391902086"
"Große Sorgen","2017","35-65 J.","Laendlicher Raum","1848","0.339990760371221","0.327507858101633","0.352473662640808"
"Große Sorgen","2017","66 und älter","Staedtischer Raum","1221","0.392353855359963","0.375101488740458","0.409606221979469"
"Große Sorgen","2017","66 und älter","Laendlicher Raum","681","0.375773959413476","0.35366238306447","0.397885535762482"
"Keine Sorgen","2017","16-34 J.","Staedtischer Raum","714","0.180132219745223","0.168440143121462","0.191824296368985"
"Keine Sorgen","2017","16-34 J.","Laendlicher Raum","430","0.220231639930252","0.201960010364456","0.238503269496048"
"Keine Sorgen","2017","35-65 J.","Staedtischer Raum","1268","0.137300501594584","0.130484086202608","0.144116916986561"
"Keine Sorgen","2017","35-65 J.","Laendlicher Raum","775","0.133629607521539","0.124663371787842","0.142595843255236"
"Keine Sorgen","2017","66 und älter","Staedtischer Raum","360","0.11891512112748","0.107478130685295","0.130352111569666"
"Keine Sorgen","2017","66 und älter","Laendlicher Raum","249","0.130858892297543","0.11546203130399","0.146255753291096"
"Einige Sorgen","2018","16-34 J.","Staedtischer Raum","1975","0.484038031598582","0.468742950118004","0.499333113079161"
"Einige Sorgen","2018","16-34 J.","Laendlicher Raum","922","0.490885816514507","0.468215504617174","0.51355612841184"
"Einige Sorgen","2018","35-65 J.","Staedtischer Raum","4914","0.525028829613145","0.514901385541256","0.535156273685035"
"Einige Sorgen","2018","35-65 J.","Laendlicher Raum","2837","0.549288266713851","0.535838068154877","0.562738465272825"
"Einige Sorgen","2018","66 und älter","Staedtischer Raum","1551","0.494442448789784","0.476946640680936","0.511938256898631"
"Einige Sorgen","2018","66 und älter","Laendlicher Raum","955","0.530073411824669","0.507206602759068","0.55294022089027"
"Große Sorgen","2018","16-34 J.","Staedtischer Raum","1360","0.330210097311661","0.315816555324","0.344603639299322"
"Große Sorgen","2018","16-34 J.","Laendlicher Raum","514","0.286139091898991","0.265643755433238","0.306634428364744"
"Große Sorgen","2018","35-65 J.","Staedtischer Raum","3165","0.341707645179654","0.332089055325911","0.351326235033396"
"Große Sorgen","2018","35-65 J.","Laendlicher Raum","1591","0.300424498459427","0.288031851687276","0.312817145231578"
"Große Sorgen","2018","66 und älter","Staedtischer Raum","1227","0.388381346311653","0.37132600659473","0.405436686028577"
"Große Sorgen","2018","66 und älter","Laendlicher Raum","595","0.329640829757405","0.308103253763002","0.351178405751809"
"Keine Sorgen","2018","16-34 J.","Staedtischer Raum","766","0.185751871089756","0.173849097037224","0.197654645142289"
"Keine Sorgen","2018","16-34 J.","Laendlicher Raum","432","0.222975091586502","0.204099294460178","0.241850888712826"
"Keine Sorgen","2018","35-65 J.","Staedtischer Raum","1261","0.133263525207201","0.126371071810865","0.140155978603537"
"Keine Sorgen","2018","35-65 J.","Laendlicher Raum","829","0.150287234826722","0.140627254971091","0.159947214682353"
"Keine Sorgen","2018","66 und älter","Staedtischer Raum","359","0.117176204898563","0.105921151473383","0.128431258323743"
"Keine Sorgen","2018","66 und älter","Laendlicher Raum","280","0.140285758417925","0.124374431501757","0.156197085334093"
"Einige Sorgen","2019","16-34 J.","Staedtischer Raum","1410","0.422440086569699","0.406300270011828","0.43857990312757"
"Einige Sorgen","2019","16-34 J.","Laendlicher Raum","721","0.43709765940554","0.41293579546868","0.4612595233424"
"Einige Sorgen","2019","35-65 J.","Staedtischer Raum","3947","0.422727692543405","0.412790946535784","0.432664438551027"
"Einige Sorgen","2019","35-65 J.","Laendlicher Raum","2399","0.441866446827551","0.428500434553348","0.455232459101754"
"Einige Sorgen","2019","66 und älter","Staedtischer Raum","1288","0.401817390829947","0.384925623507658","0.418709158152237"
"Einige Sorgen","2019","66 und älter","Laendlicher Raum","829","0.435610592008831","0.41327428208426","0.457946901933401"
"Große Sorgen","2019","16-34 J.","Staedtischer Raum","1823","0.472824875257707","0.456511451236836","0.489138299278579"
"Große Sorgen","2019","16-34 J.","Laendlicher Raum","681","0.413733886165298","0.389743755730428","0.437724016600168"
"Große Sorgen","2019","35-65 J.","Staedtischer Raum","4737","0.483570509334821","0.47351836077479","0.493622657894852"
"Große Sorgen","2019","35-65 J.","Laendlicher Raum","2368","0.466699420072909","0.453272019782966","0.480126820362852"
"Große Sorgen","2019","66 und älter","Staedtischer Raum","1683","0.513397077822902","0.496176096842722","0.530618058803082"
"Große Sorgen","2019","66 und älter","Laendlicher Raum","870","0.464217499391804","0.441751393561099","0.486683605222508"
"Keine Sorgen","2019","16-34 J.","Staedtischer Raum","365","0.104735038172593","0.0947295264977158","0.114740549847471"
"Keine Sorgen","2019","16-34 J.","Laendlicher Raum","217","0.149168454429162","0.131815039410398","0.166521869447925"
"Keine Sorgen","2019","35-65 J.","Staedtischer Raum","810","0.0937017981217734","0.0878399710942859","0.0995636251492609"
"Keine Sorgen","2019","35-65 J.","Laendlicher Raum","536","0.0914341330995394","0.083676671010316","0.0991915951887629"
"Keine Sorgen","2019","66 und älter","Staedtischer Raum","265","0.0847855313471513","0.0751878539893347","0.0943832087049678"
"Keine Sorgen","2019","66 und älter","Laendlicher Raum","194","0.100171908599366","0.0866472742659728","0.113696542932758"
"Einige Sorgen","2020","16-34 J.","Staedtischer Raum","1924","0.43603751350761","0.42145782983525","0.45061719717997"
"Einige Sorgen","2020","16-34 J.","Laendlicher Raum","861","0.490422265640273","0.467493112448914","0.513351418831632"
"Einige Sorgen","2020","35-65 J.","Staedtischer Raum","4424","0.476574173089813","0.466483968847155","0.486664377332471"
"Einige Sorgen","2020","35-65 J.","Laendlicher Raum","2551","0.500003179983376","0.486200616712246","0.513805743254505"
"Einige Sorgen","2020","66 und älter","Staedtischer Raum","1429","0.444226677167944","0.426710079508704","0.461743274827183"
"Einige Sorgen","2020","66 und älter","Laendlicher Raum","887","0.488236421814","0.465271648057678","0.511201195570322"
"Große Sorgen","2020","16-34 J.","Staedtischer Raum","1818","0.426150024746454","0.411610791342301","0.440689258150608"
"Große Sorgen","2020","16-34 J.","Laendlicher Raum","588","0.325147764266003","0.303662414108815","0.346633114423191"
"Große Sorgen","2020","35-65 J.","Staedtischer Raum","3882","0.406029118738907","0.396107825195628","0.415950412282186"
"Große Sorgen","2020","35-65 J.","Laendlicher Raum","1801","0.374949696880026","0.361585781076868","0.388313612683183"
"Große Sorgen","2020","66 und älter","Staedtischer Raum","1374","0.451192664522216","0.433650242390405","0.468735086654027"
"Große Sorgen","2020","66 und älter","Laendlicher Raum","711","0.400007057734353","0.377499970460155","0.422514145008551"
"Keine Sorgen","2020","16-34 J.","Staedtischer Raum","702","0.137812461745936","0.127677871789853","0.147947051702019"
"Keine Sorgen","2020","16-34 J.","Laendlicher Raum","377","0.184429970093724","0.166641275398974","0.202218664788473"
"Keine Sorgen","2020","35-65 J.","Staedtischer Raum","1106","0.11739670817128","0.110893646645605","0.123899769696955"
"Keine Sorgen","2020","35-65 J.","Laendlicher Raum","689","0.125047123136599","0.115916110866467","0.134178135406731"
"Keine Sorgen","2020","66 und älter","Staedtischer Raum","288","0.104580658309841","0.0937927434631042","0.115368573156577"
"Keine Sorgen","2020","66 und älter","Laendlicher Raum","222","0.111756520451647","0.0972816446239543","0.126231396279339"
