"pgisced97","year","bula_h","n","percent","lower_confidence","upper_confidence"
"general elemantary","1984","Mecklenburg-Vorpommern","","","",""
"general elemantary","1984","Sachsen","","","",""
"general elemantary","1984","Sachsen-Anhalt","","","",""
"general elemantary","1984","Thueringen","","","",""
"middle vocational","1984","Schleswig-Holstein","220","0.580747749569305","0.531394705163361","0.630100793975249"
"middle vocational","1984","Hamburg","157","0.57413621171342","0.519092201047801","0.629180222379038"
"middle vocational","1984","Niedersachsen","591","0.488238673372391","0.460360492436708","0.516116854308074"
"middle vocational","1984","Bremen","74","0.539295420408374","0.454583036908934","0.624007803907814"
"middle vocational","1984","Nordrhein-Westfalen","1533","0.525093188589166","0.5079195439405","0.542266833237832"
"middle vocational","1984","Hessen","588","0.529160071611885","0.501422522984716","0.556897620239053"
"middle vocational","1984","Rheinland-Pfalz,Saarland","392","0.486229208098583","0.452648601403653","0.519809814793513"
"middle vocational","1984","Baden-Wuerttemberg","943","0.474082770753741","0.453496406306216","0.494669135201266"
"middle vocational","1984","Bayern","1040","0.526406264838558","0.505066385784611","0.547746143892505"
"middle vocational","1984","Saarland","","","",""
"middle vocational","1984","Berlin","187","0.510084370719516","0.461696354419028","0.558472387020003"
"middle vocational","1984","Brandenburg","","","",""
"middle vocational","1984","Mecklenburg-Vorpommern","","","",""
"middle vocational","1984","Sachsen","","","",""
"middle vocational","1984","Sachsen-Anhalt","","","",""
"middle vocational","1984","Thueringen","","","",""
"vocational + Abi","1984","Schleswig-Holstein","","","",""
"vocational + Abi","1984","Hamburg","","","",""
"vocational + Abi","1984","Niedersachsen","","","",""
"vocational + Abi","1984","Bremen","","","",""
"vocational + Abi","1984","Nordrhein-Westfalen","89","0.0258197577151373","0.0203654979144371","0.0312740175158375"
"vocational + Abi","1984","Hessen","37","0.0232376383095712","0.0148656550199159","0.0316096215992266"
"vocational + Abi","1984","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1984","Baden-Wuerttemberg","52","0.0176705831262383","0.0122387316438559","0.0231024346086207"
"vocational + Abi","1984","Bayern","55","0.020823410995985","0.0147205300080172","0.0269262919839529"
"vocational + Abi","1984","Saarland","","","",""
"vocational + Abi","1984","Berlin","","","",""
"vocational + Abi","1984","Brandenburg","","","",""
"vocational + Abi","1984","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1984","Sachsen","","","",""
"vocational + Abi","1984","Sachsen-Anhalt","","","",""
"vocational + Abi","1984","Thueringen","","","",""
"higher vocational","1984","Schleswig-Holstein","","","",""
"higher vocational","1984","Hamburg","","","",""
"higher vocational","1984","Niedersachsen","79","0.072404971895538","0.057951305953039","0.086858637838037"
"higher vocational","1984","Bremen","","","",""
"higher vocational","1984","Nordrhein-Westfalen","158","0.0577680314894876","0.0497445513369248","0.0657915116420504"
"higher vocational","1984","Hessen","51","0.0524773503563082","0.0400859996046235","0.0648687011079928"
"higher vocational","1984","Rheinland-Pfalz,Saarland","39","0.0499367601407809","0.0353025344202333","0.0645709858613285"
"higher vocational","1984","Baden-Wuerttemberg","117","0.0739630109479967","0.0631731628707594","0.0847528590252339"
"higher vocational","1984","Bayern","130","0.0730665936107068","0.0619438442172778","0.0841893430041357"
"higher vocational","1984","Saarland","","","",""
"higher vocational","1984","Berlin","","","",""
"higher vocational","1984","Brandenburg","","","",""
"higher vocational","1984","Mecklenburg-Vorpommern","","","",""
"higher vocational","1984","Sachsen","","","",""
"higher vocational","1984","Sachsen-Anhalt","","","",""
"higher vocational","1984","Thueringen","","","",""
"higher education","1984","Schleswig-Holstein","","","",""
"higher education","1984","Hamburg","","","",""
"higher education","1984","Niedersachsen","78","0.0653235918135976","0.0515426061508848","0.0791045774763105"
"higher education","1984","Bremen","","","",""
"higher education","1984","Nordrhein-Westfalen","226","0.079953254607398","0.0706258009294295","0.0892807082853664"
"higher education","1984","Hessen","93","0.0932015774817487","0.0770466538126342","0.109356501150863"
"higher education","1984","Rheinland-Pfalz,Saarland","37","0.0441875823288367","0.0303799324730387","0.0579952321846347"
"higher education","1984","Baden-Wuerttemberg","126","0.0672132203680561","0.056890066167045","0.0775363745690673"
"higher education","1984","Bayern","157","0.0754071611592041","0.0641219415966296","0.0866923807217785"
"higher education","1984","Saarland","","","",""
"higher education","1984","Berlin","37","0.103618537596791","0.0741185845150075","0.133118490678574"
"higher education","1984","Brandenburg","","","",""
"higher education","1984","Mecklenburg-Vorpommern","","","",""
"higher education","1984","Sachsen","","","",""
"higher education","1984","Sachsen-Anhalt","","","",""
"higher education","1984","Thueringen","","","",""
"in school","1985","Schleswig-Holstein","","","",""
"in school","1985","Hamburg","","","",""
"in school","1985","Niedersachsen","","","",""
"in school","1985","Bremen","","","",""
"in school","1985","Nordrhein-Westfalen","62","0.0225273940094553","0.0171616497415083","0.0278931382774022"
"in school","1985","Hessen","","","",""
"in school","1985","Rheinland-Pfalz,Saarland","","","",""
"in school","1985","Baden-Wuerttemberg","41","0.0231311143750143","0.0166016791063758","0.0296605496436528"
"in school","1985","Bayern","","","",""
"in school","1985","Saarland","","","",""
"in school","1985","Berlin","","","",""
"in school","1985","Brandenburg","","","",""
"in school","1985","Mecklenburg-Vorpommern","","","",""
"in school","1985","Sachsen","","","",""
"in school","1985","Sachsen-Anhalt","","","",""
"in school","1985","Thueringen","","","",""
"inadequately","1985","Schleswig-Holstein","","","",""
"inadequately","1985","Hamburg","","","",""
"inadequately","1985","Niedersachsen","51","0.0194989375422093","0.0113166585120966","0.027681216572322"
"inadequately","1985","Bremen","","","",""
"inadequately","1985","Nordrhein-Westfalen","254","0.0279038185692407","0.0219484501496056","0.0338591869888758"
"inadequately","1985","Hessen","91","0.0255204567836908","0.0163053066571933","0.0347356069101883"
"inadequately","1985","Rheinland-Pfalz,Saarland","53","0.0269878986532646","0.0155271988457827","0.0384485984607465"
"inadequately","1985","Baden-Wuerttemberg","250","0.029580567832586","0.0222211713702982","0.0369399642948739"
"inadequately","1985","Bayern","86","0.0180793863701494","0.0120962261505803","0.0240625465897186"
"inadequately","1985","Saarland","","","",""
"inadequately","1985","Berlin","30","0.0284018391656038","0.0112181091485168","0.0455855691826907"
"inadequately","1985","Brandenburg","","","",""
"inadequately","1985","Mecklenburg-Vorpommern","","","",""
"inadequately","1985","Sachsen","","","",""
"inadequately","1985","Sachsen-Anhalt","","","",""
"inadequately","1985","Thueringen","","","",""
"general elemantary","1985","Schleswig-Holstein","86","0.248703062268444","0.203546264704302","0.293859859832587"
"general elemantary","1985","Hamburg","59","0.207502964719221","0.159919400932907","0.255086528505535"
"general elemantary","1985","Niedersachsen","309","0.298846778822409","0.271758866593432","0.325934691051385"
"general elemantary","1985","Bremen","37","0.350824883053974","0.263979802289763","0.437669963818186"
"general elemantary","1985","Nordrhein-Westfalen","760","0.254457926281516","0.238708444596667","0.270207407966366"
"general elemantary","1985","Hessen","327","0.264365493315637","0.238596036760792","0.290134949870481"
"general elemantary","1985","Rheinland-Pfalz,Saarland","266","0.355798975677594","0.321939476253614","0.389658475101573"
"general elemantary","1985","Baden-Wuerttemberg","608","0.304849816435921","0.284853891672806","0.324845741199037"
"general elemantary","1985","Bayern","542","0.282677563734138","0.262456524200469","0.302898603267807"
"general elemantary","1985","Saarland","","","",""
"general elemantary","1985","Berlin","86","0.233254803388997","0.189508466143799","0.277001140634195"
"general elemantary","1985","Brandenburg","","","",""
"general elemantary","1985","Mecklenburg-Vorpommern","","","",""
"general elemantary","1985","Sachsen","","","",""
"general elemantary","1985","Sachsen-Anhalt","","","",""
"general elemantary","1985","Thueringen","","","",""
"middle vocational","1985","Schleswig-Holstein","196","0.558492535671785","0.506617970302363","0.610367101041208"
"middle vocational","1985","Hamburg","147","0.590677723229015","0.532980624414104","0.648374822043926"
"middle vocational","1985","Niedersachsen","542","0.500760875697739","0.471172966398641","0.530348784996837"
"middle vocational","1985","Bremen","66","0.539335128033793","0.448628087323731","0.630042168743855"
"middle vocational","1985","Nordrhein-Westfalen","1400","0.522840455996187","0.504779588970736","0.540901323021637"
"middle vocational","1985","Hessen","519","0.518546818120049","0.48934950769557","0.547744128544528"
"middle vocational","1985","Rheinland-Pfalz,Saarland","356","0.493775453556318","0.458416139676668","0.529134767435967"
"middle vocational","1985","Baden-Wuerttemberg","866","0.476440780994918","0.454746434427955","0.498135127561882"
"middle vocational","1985","Bayern","944","0.518593521661427","0.496156246717201","0.541030796605654"
"middle vocational","1985","Saarland","","","",""
"middle vocational","1985","Berlin","163","0.496703000017244","0.444982653118513","0.548423346915976"
"middle vocational","1985","Brandenburg","","","",""
"middle vocational","1985","Mecklenburg-Vorpommern","","","",""
"middle vocational","1985","Sachsen","","","",""
"middle vocational","1985","Sachsen-Anhalt","","","",""
"middle vocational","1985","Thueringen","","","",""
"vocational + Abi","1985","Schleswig-Holstein","","","",""
"vocational + Abi","1985","Hamburg","","","",""
"vocational + Abi","1985","Niedersachsen","","","",""
"vocational + Abi","1985","Bremen","","","",""
"vocational + Abi","1985","Nordrhein-Westfalen","87","0.027973029580164","0.0220104923304378","0.0339355668298902"
"vocational + Abi","1985","Hessen","30","0.0206182891871394","0.0123145416251178","0.0289220367491609"
"vocational + Abi","1985","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1985","Baden-Wuerttemberg","49","0.0212145960564741","0.0149553744232698","0.0274738176896784"
"vocational + Abi","1985","Bayern","48","0.0215244123758272","0.0150075094735323","0.028041315278122"
"vocational + Abi","1985","Saarland","","","",""
"vocational + Abi","1985","Berlin","","","",""
"vocational + Abi","1985","Brandenburg","","","",""
"vocational + Abi","1985","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1985","Sachsen","","","",""
"vocational + Abi","1985","Sachsen-Anhalt","","","",""
"vocational + Abi","1985","Thueringen","","","",""
"higher vocational","1985","Schleswig-Holstein","","","",""
"higher vocational","1985","Hamburg","","","",""
"higher vocational","1985","Niedersachsen","72","0.0713420447784916","0.0561104476115966","0.0865736419453867"
"higher vocational","1985","Bremen","","","",""
"higher vocational","1985","Nordrhein-Westfalen","151","0.059708753070502","0.0511408924521605","0.0682766136888435"
"higher vocational","1985","Hessen","53","0.0579010303698378","0.044253211805144","0.0715488489345317"
"higher vocational","1985","Rheinland-Pfalz,Saarland","35","0.0466640875847246","0.0317470753152499","0.0615810998541994"
"higher vocational","1985","Baden-Wuerttemberg","109","0.077316389149805","0.0657146956163532","0.0889180826832569"
"higher vocational","1985","Bayern","121","0.0752638259719873","0.0634169819584306","0.087110669985544"
"higher vocational","1985","Saarland","","","",""
"higher vocational","1985","Berlin","","","",""
"higher vocational","1985","Brandenburg","","","",""
"higher vocational","1985","Mecklenburg-Vorpommern","","","",""
"higher vocational","1985","Sachsen","","","",""
"higher vocational","1985","Sachsen-Anhalt","","","",""
"higher vocational","1985","Thueringen","","","",""
"higher education","1985","Schleswig-Holstein","","","",""
"higher education","1985","Hamburg","","","",""
"higher education","1985","Niedersachsen","74","0.06774697978824","0.052875415729885","0.082618543846595"
"higher education","1985","Bremen","","","",""
"higher education","1985","Nordrhein-Westfalen","224","0.0845886224929351","0.0745265758875669","0.0946506690983033"
"higher education","1985","Hessen","91","0.0986232282612123","0.0812005619816883","0.116045894540736"
"higher education","1985","Rheinland-Pfalz,Saarland","36","0.0478596156575724","0.032762201211191","0.0629570301039538"
"higher education","1985","Baden-Wuerttemberg","113","0.067466735155281","0.0565715097967181","0.0783619605138439"
"higher education","1985","Bayern","147","0.0763229681045783","0.064399892470357","0.0882460437387995"
"higher education","1985","Saarland","","","",""
"higher education","1985","Berlin","37","0.116967935208261","0.0837232277616314","0.150212642654891"
"higher education","1985","Brandenburg","","","",""
"higher education","1985","Mecklenburg-Vorpommern","","","",""
"higher education","1985","Sachsen","","","",""
"higher education","1985","Sachsen-Anhalt","","","",""
"higher education","1985","Thueringen","","","",""
"in school","1986","Schleswig-Holstein","","","",""
"in school","1986","Hamburg","","","",""
"in school","1986","Niedersachsen","","","",""
"in school","1986","Bremen","","","",""
"in school","1986","Nordrhein-Westfalen","72","0.0221025459638687","0.0166917297010164","0.0275133622267211"
"in school","1986","Hessen","","","",""
"in school","1986","Rheinland-Pfalz,Saarland","","","",""
"in school","1986","Baden-Wuerttemberg","32","0.0152565900149351","0.00986448781687171","0.0206486922129985"
"in school","1986","Bayern","","","",""
"in school","1986","Saarland","","","",""
"in school","1986","Berlin","","","",""
"in school","1986","Brandenburg","","","",""
"in school","1986","Mecklenburg-Vorpommern","","","",""
"in school","1986","Sachsen","","","",""
"in school","1986","Sachsen-Anhalt","","","",""
"in school","1986","Thueringen","","","",""
"inadequately","1986","Schleswig-Holstein","","","",""
"inadequately","1986","Hamburg","","","",""
"inadequately","1986","Niedersachsen","52","0.0205667541663981","0.0121794566685294","0.0289540516642668"
"inadequately","1986","Bremen","","","",""
"inadequately","1986","Nordrhein-Westfalen","246","0.0295342297891614","0.0233033709348419","0.0357650886434809"
"inadequately","1986","Hessen","78","0.0208343306170477","0.0121411925403267","0.0295274686937687"
"inadequately","1986","Rheinland-Pfalz,Saarland","47","0.0274121640046395","0.0158340588582222","0.0389902691510568"
"inadequately","1986","Baden-Wuerttemberg","227","0.0290384207714475","0.0216516375322086","0.0364252040106865"
"inadequately","1986","Bayern","78","0.018950133321552","0.0126141825625386","0.0252860840805654"
"inadequately","1986","Saarland","","","",""
"inadequately","1986","Berlin","31","0.0279555648102538","0.0106111141865688","0.0453000154339388"
"inadequately","1986","Brandenburg","","","",""
"inadequately","1986","Mecklenburg-Vorpommern","","","",""
"inadequately","1986","Sachsen","","","",""
"inadequately","1986","Sachsen-Anhalt","","","",""
"inadequately","1986","Thueringen","","","",""
"general elemantary","1986","Schleswig-Holstein","77","0.224378359782568","0.17888350604491","0.269873213520225"
"general elemantary","1986","Hamburg","57","0.20743135602504","0.157369901115996","0.257492810934083"
"general elemantary","1986","Niedersachsen","316","0.305071990119346","0.277862348329436","0.332281631909257"
"general elemantary","1986","Bremen","34","0.345276375646804","0.256018349197205","0.434534402096403"
"general elemantary","1986","Nordrhein-Westfalen","709","0.242867452839976","0.227085323630475","0.258649582049478"
"general elemantary","1986","Hessen","297","0.257981206410016","0.231351878837946","0.284610533982086"
"general elemantary","1986","Rheinland-Pfalz,Saarland","261","0.351261726550207","0.317412278778135","0.385111174322278"
"general elemantary","1986","Baden-Wuerttemberg","600","0.300303761966775","0.280138540721497","0.320468983212052"
"general elemantary","1986","Bayern","496","0.266727437195203","0.246176734301376","0.28727814008903"
"general elemantary","1986","Saarland","","","",""
"general elemantary","1986","Berlin","80","0.2293682157561","0.185132462149236","0.273603969362964"
"general elemantary","1986","Brandenburg","","","",""
"general elemantary","1986","Mecklenburg-Vorpommern","","","",""
"general elemantary","1986","Sachsen","","","",""
"general elemantary","1986","Sachsen-Anhalt","","","",""
"general elemantary","1986","Thueringen","","","",""
"middle vocational","1986","Schleswig-Holstein","181","0.580250248485537","0.526429501479641","0.634070995491432"
"middle vocational","1986","Hamburg","131","0.590195709344344","0.529475383261528","0.650916035427161"
"middle vocational","1986","Niedersachsen","535","0.499446272604969","0.469898721909239","0.528993823300698"
"middle vocational","1986","Bremen","61","0.52875638998805","0.435046507427108","0.622466272548992"
"middle vocational","1986","Nordrhein-Westfalen","1356","0.533390549314257","0.515029630876752","0.551751467751762"
"middle vocational","1986","Hessen","472","0.516795076942221","0.486380374501333","0.54720977938311"
"middle vocational","1986","Rheinland-Pfalz,Saarland","368","0.506184181009863","0.470732388801894","0.541635973217833"
"middle vocational","1986","Baden-Wuerttemberg","860","0.488828833092478","0.466838621044573","0.510819045140383"
"middle vocational","1986","Bayern","886","0.532828037964904","0.509643842112011","0.556012233817797"
"middle vocational","1986","Saarland","","","",""
"middle vocational","1986","Berlin","165","0.520008178287279","0.467442126391678","0.572574230182879"
"middle vocational","1986","Brandenburg","","","",""
"middle vocational","1986","Mecklenburg-Vorpommern","","","",""
"middle vocational","1986","Sachsen","","","",""
"middle vocational","1986","Sachsen-Anhalt","","","",""
"middle vocational","1986","Thueringen","","","",""
"vocational + Abi","1986","Schleswig-Holstein","","","",""
"vocational + Abi","1986","Hamburg","","","",""
"vocational + Abi","1986","Niedersachsen","","","",""
"vocational + Abi","1986","Bremen","","","",""
"vocational + Abi","1986","Nordrhein-Westfalen","86","0.0286018212020491","0.0224671616820953","0.0347364807220029"
"vocational + Abi","1986","Hessen","32","0.0234761511438715","0.0142607639264138","0.0326915383613292"
"vocational + Abi","1986","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1986","Baden-Wuerttemberg","50","0.0232706116485045","0.0166383925894381","0.029902830707571"
"vocational + Abi","1986","Bayern","42","0.0192340213184676","0.0128517118342888","0.0256163308026465"
"vocational + Abi","1986","Saarland","","","",""
"vocational + Abi","1986","Berlin","","","",""
"vocational + Abi","1986","Brandenburg","","","",""
"vocational + Abi","1986","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1986","Sachsen","","","",""
"vocational + Abi","1986","Sachsen-Anhalt","","","",""
"vocational + Abi","1986","Thueringen","","","",""
"higher vocational","1986","Schleswig-Holstein","","","",""
"higher vocational","1986","Hamburg","","","",""
"higher vocational","1986","Niedersachsen","70","0.069350396158053","0.0543373327108352","0.0843634596052707"
"higher vocational","1986","Bremen","","","",""
"higher vocational","1986","Nordrhein-Westfalen","147","0.0604792262004909","0.0517061624671517","0.06925228993383"
"higher vocational","1986","Hessen","51","0.0606350073414739","0.0461092891030136","0.0751607255799343"
"higher vocational","1986","Rheinland-Pfalz,Saarland","33","0.044422695988945","0.0298131479466793","0.0590322440312107"
"higher vocational","1986","Baden-Wuerttemberg","102","0.0730249398856284","0.0615793688680062","0.0844705109032506"
"higher vocational","1986","Bayern","109","0.0733306191795128","0.0612172431334108","0.0854439952256148"
"higher vocational","1986","Saarland","","","",""
"higher vocational","1986","Berlin","","","",""
"higher vocational","1986","Brandenburg","","","",""
"higher vocational","1986","Mecklenburg-Vorpommern","","","",""
"higher vocational","1986","Sachsen","","","",""
"higher vocational","1986","Sachsen-Anhalt","","","",""
"higher vocational","1986","Thueringen","","","",""
"higher education","1986","Schleswig-Holstein","","","",""
"higher education","1986","Hamburg","","","",""
"higher education","1986","Niedersachsen","81","0.0712011135808948","0.0560041793313153","0.0863980478304744"
"higher education","1986","Bremen","","","",""
"higher education","1986","Nordrhein-Westfalen","220","0.0830241746901962","0.0728692617497389","0.0931790876306536"
"higher education","1986","Hessen","91","0.108936168894721","0.0899735127656054","0.127898825023836"
"higher education","1986","Rheinland-Pfalz,Saarland","36","0.0456698436442887","0.0308663064953699","0.0604733807932074"
"higher education","1986","Baden-Wuerttemberg","114","0.0702768426202318","0.0590320673497819","0.0815216178906818"
"higher education","1986","Bayern","143","0.0788818555023307","0.0663560303674941","0.0914076806371673"
"higher education","1986","Saarland","","","",""
"higher education","1986","Berlin","34","0.115973935627222","0.0822843176583358","0.149663553596108"
"higher education","1986","Brandenburg","","","",""
"higher education","1986","Mecklenburg-Vorpommern","","","",""
"higher education","1986","Sachsen","","","",""
"higher education","1986","Sachsen-Anhalt","","","",""
"higher education","1986","Thueringen","","","",""
"in school","1987","Schleswig-Holstein","","","",""
"in school","1987","Hamburg","","","",""
"in school","1987","Niedersachsen","","","",""
"in school","1987","Bremen","","","",""
"in school","1987","Nordrhein-Westfalen","81","0.0227144132217184","0.0171938200498611","0.0282350063935757"
"in school","1987","Hessen","","","",""
"in school","1987","Rheinland-Pfalz,Saarland","","","",""
"in school","1987","Baden-Wuerttemberg","","","",""
"in school","1987","Bayern","","","",""
"in school","1987","Saarland","","","",""
"in school","1987","Berlin","","","",""
"in school","1987","Brandenburg","","","",""
"in school","1987","Mecklenburg-Vorpommern","","","",""
"in school","1987","Sachsen","","","",""
"in school","1987","Sachsen-Anhalt","","","",""
"in school","1987","Thueringen","","","",""
"inadequately","1987","Schleswig-Holstein","","","",""
"inadequately","1987","Hamburg","","","",""
"inadequately","1987","Niedersachsen","49","0.0210091546313781","0.0125263292903063","0.0294919799724499"
"inadequately","1987","Bremen","","","",""
"inadequately","1987","Nordrhein-Westfalen","231","0.0285914854129036","0.0224163917645007","0.0347665790613064"
"inadequately","1987","Hessen","84","0.0237112349834734","0.0144864515579843","0.0329360184089625"
"inadequately","1987","Rheinland-Pfalz,Saarland","47","0.0262465331083005","0.0148956124842892","0.0375974537323117"
"inadequately","1987","Baden-Wuerttemberg","225","0.0310739171852195","0.0233921103764646","0.0387557239939745"
"inadequately","1987","Bayern","69","0.0151965684336932","0.0094219006816657","0.0209712361857207"
"inadequately","1987","Saarland","","","",""
"inadequately","1987","Berlin","30","0.0278244938369386","0.0107875162724537","0.0448614714014235"
"inadequately","1987","Brandenburg","","","",""
"inadequately","1987","Mecklenburg-Vorpommern","","","",""
"inadequately","1987","Sachsen","","","",""
"inadequately","1987","Sachsen-Anhalt","","","",""
"inadequately","1987","Thueringen","","","",""
"general elemantary","1987","Schleswig-Holstein","74","0.203307630705521","0.159417285341484","0.247197976069558"
"general elemantary","1987","Hamburg","49","0.182855425419884","0.132007296119576","0.233703554720192"
"general elemantary","1987","Niedersachsen","298","0.283874316458224","0.257205447549273","0.310543185367174"
"general elemantary","1987","Bremen","","","",""
"general elemantary","1987","Nordrhein-Westfalen","693","0.235101807029513","0.219388990590412","0.250814623468613"
"general elemantary","1987","Hessen","293","0.240636260618976","0.214718623284453","0.266553897953498"
"general elemantary","1987","Rheinland-Pfalz,Saarland","260","0.354762045465818","0.320791764933084","0.388732325998551"
"general elemantary","1987","Baden-Wuerttemberg","604","0.298106554342701","0.277855790401669","0.318357318283733"
"general elemantary","1987","Bayern","470","0.250790129136281","0.230328678270651","0.271251580001912"
"general elemantary","1987","Saarland","","","",""
"general elemantary","1987","Berlin","88","0.235309933672322","0.191368984625359","0.279250882719285"
"general elemantary","1987","Brandenburg","","","",""
"general elemantary","1987","Mecklenburg-Vorpommern","","","",""
"general elemantary","1987","Sachsen","","","",""
"general elemantary","1987","Sachsen-Anhalt","","","",""
"general elemantary","1987","Thueringen","","","",""
"middle vocational","1987","Schleswig-Holstein","184","0.597810381787704","0.544336220178773","0.651284543396634"
"middle vocational","1987","Hamburg","119","0.616099491099158","0.55212506881178","0.680073913386537"
"middle vocational","1987","Niedersachsen","556","0.521389476401857","0.491842083078858","0.550936869724856"
"middle vocational","1987","Bremen","57","0.544354006856975","0.447226577644972","0.641481436068977"
"middle vocational","1987","Nordrhein-Westfalen","1342","0.539118613402252","0.520648864826123","0.557588361978381"
"middle vocational","1987","Hessen","482","0.531811910805699","0.50155816481911","0.562065656792288"
"middle vocational","1987","Rheinland-Pfalz,Saarland","367","0.502787688433209","0.467287238315871","0.538288138550548"
"middle vocational","1987","Baden-Wuerttemberg","837","0.487450019779151","0.465321456792517","0.509578582765786"
"middle vocational","1987","Bayern","877","0.551647722038897","0.528171940188016","0.575123503889777"
"middle vocational","1987","Saarland","","","",""
"middle vocational","1987","Berlin","167","0.506825372433644","0.455036540672084","0.558614204195204"
"middle vocational","1987","Brandenburg","","","",""
"middle vocational","1987","Mecklenburg-Vorpommern","","","",""
"middle vocational","1987","Sachsen","","","",""
"middle vocational","1987","Sachsen-Anhalt","","","",""
"middle vocational","1987","Thueringen","","","",""
"vocational + Abi","1987","Schleswig-Holstein","","","",""
"vocational + Abi","1987","Hamburg","","","",""
"vocational + Abi","1987","Niedersachsen","","","",""
"vocational + Abi","1987","Bremen","","","",""
"vocational + Abi","1987","Nordrhein-Westfalen","84","0.0278854149031544","0.0217848293655786","0.0339860004407301"
"vocational + Abi","1987","Hessen","33","0.0270781058844326","0.0172371320931407","0.0369190796757246"
"vocational + Abi","1987","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1987","Baden-Wuerttemberg","54","0.0272644758754401","0.0200547953576429","0.0344741563932373"
"vocational + Abi","1987","Bayern","42","0.0201422652107353","0.0135107139978374","0.0267738164236332"
"vocational + Abi","1987","Saarland","","","",""
"vocational + Abi","1987","Berlin","","","",""
"vocational + Abi","1987","Brandenburg","","","",""
"vocational + Abi","1987","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1987","Sachsen","","","",""
"vocational + Abi","1987","Sachsen-Anhalt","","","",""
"vocational + Abi","1987","Thueringen","","","",""
"higher vocational","1987","Schleswig-Holstein","","","",""
"higher vocational","1987","Hamburg","","","",""
"higher vocational","1987","Niedersachsen","71","0.0687145922697858","0.0537517944765486","0.0836773900630229"
"higher vocational","1987","Bremen","","","",""
"higher vocational","1987","Nordrhein-Westfalen","146","0.0606293910459648","0.051786702616564","0.0694720794753656"
"higher vocational","1987","Hessen","48","0.0559972719074567","0.0420573607726223","0.0699371830422911"
"higher vocational","1987","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","1987","Baden-Wuerttemberg","106","0.0750659671386132","0.0634006385283279","0.0867312957488986"
