"pgisced97","year","bula_h","n","percent","lower_confidence","upper_confidence"
"middle vocational","2004","Hessen","662","0.475826675567028","0.449932992548005","0.501720358586052"
"middle vocational","2004","Rheinland-Pfalz,Saarland","524","0.54562759725794","0.514920303674976","0.576334890840905"
"middle vocational","2004","Baden-Wuerttemberg","1211","0.47154554218344","0.452305791702099","0.490785292664782"
"middle vocational","2004","Bayern","1591","0.552688216172653","0.534990029778091","0.570386402567215"
"middle vocational","2004","Saarland","149","0.587245617889446","0.529681656953507","0.644809578825384"
"middle vocational","2004","Berlin","344","0.449511271578158","0.414910773671881","0.484111769484435"
"middle vocational","2004","Brandenburg","453","0.513735415090418","0.481189981245903","0.546280848934932"
"middle vocational","2004","Mecklenburg-Vorpommern","268","0.611199937855376","0.568892393687201","0.65350748202355"
"middle vocational","2004","Sachsen","850","0.566688903525154","0.542130395649967","0.591247411400341"
"middle vocational","2004","Sachsen-Anhalt","458","0.5479881765752","0.515775714906497","0.580200638243903"
"middle vocational","2004","Thueringen","571","0.630556835544034","0.599586692881537","0.66152697820653"
"vocational + Abi","2004","Schleswig-Holstein","39","0.0646508737706944","0.0459888281859373","0.0833129193554515"
"vocational + Abi","2004","Hamburg","","","",""
"vocational + Abi","2004","Niedersachsen","114","0.0564421853338636","0.0459826243615958","0.0669017463061314"
"vocational + Abi","2004","Bremen","","","",""
"vocational + Abi","2004","Nordrhein-Westfalen","338","0.0763293332747686","0.0685791444501475","0.0840795220993898"
"vocational + Abi","2004","Hessen","115","0.0763217215030716","0.0625554471396203","0.0900879958665228"
"vocational + Abi","2004","Rheinland-Pfalz,Saarland","41","0.0454336238147453","0.0325902489299074","0.0582769986995833"
"vocational + Abi","2004","Baden-Wuerttemberg","143","0.0574625911272154","0.0484929362824192","0.0664322459720116"
"vocational + Abi","2004","Bayern","147","0.0517045518033276","0.0438228551774693","0.059586248429186"
"vocational + Abi","2004","Saarland","","","",""
"vocational + Abi","2004","Berlin","36","0.0452220716381907","0.0307688636621909","0.0596752796141905"
"vocational + Abi","2004","Brandenburg","","","",""
"vocational + Abi","2004","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","2004","Sachsen","50","0.0354554077793394","0.0262904152726975","0.0446204002859812"
"vocational + Abi","2004","Sachsen-Anhalt","33","0.0277576193941596","0.0171249623587645","0.0383902764295548"
"vocational + Abi","2004","Thueringen","","","",""
"higher vocational","2004","Schleswig-Holstein","52","0.079264984656649","0.0587631279491948","0.0997668413641031"
"higher vocational","2004","Hamburg","","","",""
"higher vocational","2004","Niedersachsen","125","0.0633853254941388","0.0523419426281124","0.0744287083601653"
"higher vocational","2004","Bremen","","","",""
"higher vocational","2004","Nordrhein-Westfalen","330","0.070987893552516","0.0634922175714733","0.0784835695335587"
"higher vocational","2004","Hessen","96","0.0719831090320205","0.0585824789984857","0.0853837390655553"
"higher vocational","2004","Rheinland-Pfalz,Saarland","86","0.082004520170288","0.0650834988995788","0.0989255414409971"
"higher vocational","2004","Baden-Wuerttemberg","199","0.0901166372524213","0.0790801928078316","0.101153081697011"
"higher vocational","2004","Bayern","238","0.0747171140529566","0.0653580848638024","0.0840761432421107"
"higher vocational","2004","Saarland","","","",""
"higher vocational","2004","Berlin","61","0.0788769076504553","0.0601281881005392","0.0976256272003713"
"higher vocational","2004","Brandenburg","75","0.0929766533678578","0.0740671475065641","0.111886159229151"
"higher vocational","2004","Mecklenburg-Vorpommern","41","0.0769910628032864","0.0538551779871916","0.100126947619381"
"higher vocational","2004","Sachsen","131","0.0844047193103257","0.0706273958624238","0.0981820427582277"
"higher vocational","2004","Sachsen-Anhalt","92","0.10669672561759","0.0867147496650863","0.126678701570094"
"higher vocational","2004","Thueringen","72","0.0973174602529495","0.0782992268325057","0.116335693673393"
"higher education","2004","Schleswig-Holstein","113","0.127518349836202","0.102204997333801","0.152831702338603"
"higher education","2004","Hamburg","75","0.18297164560914","0.138925014531038","0.227018276687242"
"higher education","2004","Niedersachsen","302","0.126490264749415","0.11142455093784","0.141555978560991"
"higher education","2004","Bremen","35","0.156341274814595","0.101093565924416","0.211588983704775"
"higher education","2004","Nordrhein-Westfalen","834","0.15023274001624","0.139803797715031","0.16066168231745"
"higher education","2004","Hessen","316","0.180267954361499","0.160337041129483","0.200198867593515"
"higher education","2004","Rheinland-Pfalz,Saarland","148","0.0942967914828102","0.0762737195865171","0.112319863379103"
"higher education","2004","Baden-Wuerttemberg","468","0.167882116589026","0.153476611951535","0.182287621226517"
"higher education","2004","Bayern","575","0.136456342852437","0.124237713083722","0.148674972621152"
"higher education","2004","Saarland","33","0.0640424963103896","0.0354167299536777","0.0926682626671015"
"higher education","2004","Berlin","251","0.277847505674946","0.246690511808674","0.309004499541218"
"higher education","2004","Brandenburg","255","0.24183595426952","0.213953819686323","0.269718088852718"
"higher education","2004","Mecklenburg-Vorpommern","134","0.198057792890794","0.163469390224227","0.23264619555736"
"higher education","2004","Sachsen","378","0.211175512431587","0.190948036783046","0.231402988080127"
"higher education","2004","Sachsen-Anhalt","222","0.190641409422156","0.165217488233931","0.216065330610381"
"higher education","2004","Thueringen","172","0.135945698215809","0.113953911125933","0.157937485305685"
"in school","2005","Schleswig-Holstein","","","",""
"in school","2005","Hamburg","","","",""
"in school","2005","Niedersachsen","62","0.0258083162803477","0.0184172175132963","0.0331994150473992"
"in school","2005","Bremen","","","",""
"in school","2005","Nordrhein-Westfalen","138","0.0255549940929981","0.0208460386599528","0.0302639495260434"
"in school","2005","Hessen","37","0.0245056830609626","0.0162580945541686","0.0327532715677566"
"in school","2005","Rheinland-Pfalz,Saarland","","","",""
"in school","2005","Baden-Wuerttemberg","102","0.0351796362602976","0.0279505780963663","0.0424086944242289"
"in school","2005","Bayern","85","0.0191271556267312","0.0141290349971253","0.024125276256337"
"in school","2005","Saarland","","","",""
"in school","2005","Berlin","","","",""
"in school","2005","Brandenburg","","","",""
"in school","2005","Mecklenburg-Vorpommern","","","",""
"in school","2005","Sachsen","38","0.0214105301860306","0.0141217348690537","0.0286993255030074"
"in school","2005","Sachsen-Anhalt","32","0.0234904272350352","0.0135176770450849","0.0334631774249854"
"in school","2005","Thueringen","","","",""
"inadequately","2005","Schleswig-Holstein","","","",""
"inadequately","2005","Hamburg","","","",""
"inadequately","2005","Niedersachsen","","","",""
"inadequately","2005","Bremen","","","",""
"inadequately","2005","Nordrhein-Westfalen","84","0.0203353087623472","0.0161234661522913","0.0245471513724031"
"inadequately","2005","Hessen","","","",""
"inadequately","2005","Rheinland-Pfalz,Saarland","","","",""
"inadequately","2005","Baden-Wuerttemberg","49","0.0187964638453883","0.0134676512737798","0.0241252764169968"
"inadequately","2005","Bayern","","","",""
"inadequately","2005","Saarland","","","",""
"inadequately","2005","Berlin","","","",""
"inadequately","2005","Brandenburg","","","",""
"inadequately","2005","Mecklenburg-Vorpommern","","","",""
"inadequately","2005","Sachsen","","","",""
"inadequately","2005","Sachsen-Anhalt","","","",""
"inadequately","2005","Thueringen","","","",""
"general elemantary","2005","Schleswig-Holstein","80","0.133956990134367","0.107650822813678","0.160263157455056"
"general elemantary","2005","Hamburg","","","",""
"general elemantary","2005","Niedersachsen","246","0.164035826708144","0.146774659910608","0.18129699350568"
"general elemantary","2005","Bremen","","","",""
"general elemantary","2005","Nordrhein-Westfalen","551","0.147089457796621","0.136520052898575","0.157658862694667"
"general elemantary","2005","Hessen","161","0.137001156895896","0.118659083337074","0.155343230454718"
"general elemantary","2005","Rheinland-Pfalz,Saarland","165","0.192876078631866","0.167943347805235","0.217808809458498"
"general elemantary","2005","Baden-Wuerttemberg","396","0.170065448137064","0.155323910597664","0.184806985676463"
"general elemantary","2005","Bayern","341","0.141157203525766","0.128451943904244","0.153862463147288"
"general elemantary","2005","Saarland","49","0.197631150085014","0.149504576177937","0.245757723992091"
"general elemantary","2005","Berlin","64","0.114144101209212","0.0912332878057612","0.137054914612663"
"general elemantary","2005","Brandenburg","56","0.0697537575313176","0.0528851667058758","0.0866223483567594"
"general elemantary","2005","Mecklenburg-Vorpommern","38","0.074939149760957","0.0517913653922168","0.0980869341296972"
"general elemantary","2005","Sachsen","103","0.0766383558256957","0.0632431071883197","0.0900336044630718"
"general elemantary","2005","Sachsen-Anhalt","68","0.0986746351986006","0.0790376509699697","0.118311619427231"
"general elemantary","2005","Thueringen","55","0.0834078842651438","0.0651187796477082","0.101696988882579"
"middle vocational","2005","Schleswig-Holstein","341","0.564010839300074","0.525711901547508","0.60230977705264"
"middle vocational","2005","Hamburg","131","0.505524239979175","0.447981228344957","0.563067251613392"
"middle vocational","2005","Niedersachsen","922","0.548338325262124","0.525141001624564","0.571535648899684"
"middle vocational","2005","Bremen","71","0.499389859239181","0.417724754019969","0.581054964458392"
"middle vocational","2005","Nordrhein-Westfalen","2083","0.509028350854406","0.49411046726756","0.523946234441252"
"middle vocational","2005","Hessen","637","0.489626878935183","0.462960887861768","0.516292870008598"
"middle vocational","2005","Rheinland-Pfalz,Saarland","504","0.554765422499684","0.52335963486555","0.586171210133818"
"middle vocational","2005","Baden-Wuerttemberg","1160","0.462828600402693","0.443263622983961","0.482393577821424"
"middle vocational","2005","Bayern","1511","0.5532083270975","0.535066873939436","0.571349780255564"
"middle vocational","2005","Saarland","143","0.589189406996435","0.529730284079454","0.648648529913416"
"middle vocational","2005","Berlin","313","0.445882784983989","0.410069562139169","0.481696007828809"
"middle vocational","2005","Brandenburg","436","0.527582699468494","0.494522596064151","0.560642802872837"
"middle vocational","2005","Mecklenburg-Vorpommern","259","0.598317316371356","0.555217319589255","0.641417313153456"
"middle vocational","2005","Sachsen","826","0.572934819652912","0.548026670080754","0.59784296922507"
"middle vocational","2005","Sachsen-Anhalt","433","0.528714092783465","0.495845288906095","0.561582896660836"
"middle vocational","2005","Thueringen","538","0.632899890690066","0.601016786358849","0.664782995021283"
"vocational + Abi","2005","Schleswig-Holstein","38","0.0682760018465675","0.0487962760684955","0.0877557276246396"
"vocational + Abi","2005","Hamburg","","","",""
"vocational + Abi","2005","Niedersachsen","110","0.0528345475865247","0.0424070792053614","0.063262015967688"
"vocational + Abi","2005","Bremen","","","",""
"vocational + Abi","2005","Nordrhein-Westfalen","324","0.0751339235012167","0.0672677145246841","0.0830001324777492"
"vocational + Abi","2005","Hessen","103","0.0736211512971564","0.0596903266884035","0.0875519759059093"
"vocational + Abi","2005","Rheinland-Pfalz,Saarland","42","0.050283181800836","0.0364739666865834","0.0640923969150887"
"vocational + Abi","2005","Baden-Wuerttemberg","147","0.0643609023559602","0.0547319717031363","0.0739898330087842"
"vocational + Abi","2005","Bayern","138","0.0545737392959628","0.0462851452621267","0.0628623333297989"
"vocational + Abi","2005","Saarland","","","",""
"vocational + Abi","2005","Berlin","38","0.0502076235056092","0.0344739039998525","0.0659413430113658"
"vocational + Abi","2005","Brandenburg","31","0.0292524382930144","0.0180933110918001","0.0404115654942286"
"vocational + Abi","2005","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","2005","Sachsen","52","0.0389207086126378","0.0291817671894045","0.048659650035871"
"vocational + Abi","2005","Sachsen-Anhalt","34","0.0306610423903735","0.0193093001415112","0.0420127846392357"
"vocational + Abi","2005","Thueringen","","","",""
"higher vocational","2005","Schleswig-Holstein","52","0.0812844965070121","0.0601788072359332","0.102390185778091"
"higher vocational","2005","Hamburg","","","",""
"higher vocational","2005","Niedersachsen","111","0.0594987723302405","0.0484721970587329","0.0705253476017481"
"higher vocational","2005","Bremen","","","",""
"higher vocational","2005","Nordrhein-Westfalen","315","0.07157846237604","0.0638858861853319","0.0792710385667481"
"higher vocational","2005","Hessen","92","0.0761471340983382","0.0619986668659103","0.0902956013307661"
"higher vocational","2005","Rheinland-Pfalz,Saarland","80","0.0748218524018286","0.0581958642687533","0.0914478405349039"
"higher vocational","2005","Baden-Wuerttemberg","194","0.0886220517945378","0.0774705598641559","0.0997735437249197"
"higher vocational","2005","Bayern","226","0.0734123943475923","0.0638953274952986","0.0829294611998859"
"higher vocational","2005","Saarland","","","",""
"higher vocational","2005","Berlin","55","0.0735004473382651","0.0546986299940939","0.0923022646824362"
"higher vocational","2005","Brandenburg","73","0.0954708420922284","0.0760108481783823","0.114930836006075"
"higher vocational","2005","Mecklenburg-Vorpommern","40","0.0770796934135228","0.0536308197500797","0.100528567076966"
"higher vocational","2005","Sachsen","132","0.0793495716352162","0.0657394675146309","0.0929596757558014"
"higher vocational","2005","Sachsen-Anhalt","91","0.115666699571332","0.0946074257531082","0.136725973389557"
"higher vocational","2005","Thueringen","65","0.0998328210874136","0.0800038996587366","0.119661742516091"
"higher education","2005","Schleswig-Holstein","106","0.11958355159221","0.0945233272219948","0.144643775962425"
"higher education","2005","Hamburg","72","0.196390647072617","0.150667934894155","0.242113359251079"
"higher education","2005","Niedersachsen","292","0.134555826228436","0.118649212180884","0.150462440275988"
"higher education","2005","Bremen","32","0.143099222306278","0.0859051855386609","0.200293259073896"
"higher education","2005","Nordrhein-Westfalen","819","0.151279502616371","0.140586974274838","0.161972030957904"
"higher education","2005","Hessen","307","0.188672646639209","0.167802104206562","0.209543189071855"
"higher education","2005","Rheinland-Pfalz,Saarland","138","0.0922082860237598","0.073925657426854","0.110490914620666"
"higher education","2005","Baden-Wuerttemberg","447","0.16014689720406","0.145756468043463","0.174537326364656"
"higher education","2005","Bayern","561","0.144712891492052","0.131875264406226","0.157550518577877"
"higher education","2005","Saarland","32","0.0731064575053579","0.0416461462520844","0.104566768758631"
"higher education","2005","Berlin","237","0.276656934494527","0.24442583115903","0.308888037830025"
"higher education","2005","Brandenburg","250","0.247568346017577","0.218987365472732","0.276149326562422"
"higher education","2005","Mecklenburg-Vorpommern","132","0.189653493513259","0.155187904713433","0.224119082313086"
"higher education","2005","Sachsen","362","0.209715879588796","0.189216106187891","0.230215652989701"
"higher education","2005","Sachsen-Anhalt","223","0.198046901541406","0.171805335997045","0.224288467085766"
"higher education","2005","Thueringen","170","0.130246112216448","0.107983229071115","0.152508995361782"
"in school","2006","Schleswig-Holstein","","","",""
"in school","2006","Hamburg","","","",""
"in school","2006","Niedersachsen","63","0.0251101495105947","0.0182063690535142","0.0320139299676751"
"in school","2006","Bremen","","","",""
"in school","2006","Nordrhein-Westfalen","138","0.0254470806599221","0.0208723170176287","0.0300218443022155"
"in school","2006","Hessen","45","0.0279236393417121","0.0195356051866295","0.0363116734967947"
"in school","2006","Rheinland-Pfalz,Saarland","","","",""
"in school","2006","Baden-Wuerttemberg","104","0.0293191063518701","0.0229792817316883","0.0356589309720518"
"in school","2006","Bayern","69","0.0130984209636453","0.00913049426720856","0.0170663476600821"
"in school","2006","Saarland","","","",""
"in school","2006","Berlin","","","",""
"in school","2006","Brandenburg","","","",""
"in school","2006","Mecklenburg-Vorpommern","","","",""
"in school","2006","Sachsen","37","0.0222226675307075","0.0149840058347904","0.0294613292266245"
"in school","2006","Sachsen-Anhalt","32","0.0270051482329815","0.0165363499950943","0.0374739464708687"
"in school","2006","Thueringen","","","",""
"inadequately","2006","Schleswig-Holstein","","","",""
"inadequately","2006","Hamburg","","","",""
"inadequately","2006","Niedersachsen","","","",""
"inadequately","2006","Bremen","","","",""
"inadequately","2006","Nordrhein-Westfalen","80","0.0213550408620979","0.017155423239665","0.0255546584845308"
"inadequately","2006","Hessen","","","",""
"inadequately","2006","Rheinland-Pfalz,Saarland","","","",""
"inadequately","2006","Baden-Wuerttemberg","45","0.0178599908918238","0.0128827236800595","0.0228372581035881"
"inadequately","2006","Bayern","","","",""
"inadequately","2006","Saarland","","","",""
"inadequately","2006","Berlin","","","",""
"inadequately","2006","Brandenburg","","","",""
"inadequately","2006","Mecklenburg-Vorpommern","","","",""
"inadequately","2006","Sachsen","","","",""
"inadequately","2006","Sachsen-Anhalt","","","",""
"inadequately","2006","Thueringen","","","",""
"general elemantary","2006","Schleswig-Holstein","78","0.126290585148635","0.101138170427656","0.151442999869614"
"general elemantary","2006","Hamburg","32","0.111635853234231","0.0763512907155359","0.146920415752925"
"general elemantary","2006","Niedersachsen","260","0.153068859313754","0.137181488867051","0.168956229760456"
"general elemantary","2006","Bremen","","","",""
"general elemantary","2006","Nordrhein-Westfalen","579","0.147983337293019","0.13766814289367","0.158298531692367"
"general elemantary","2006","Hessen","166","0.136674740619372","0.119186128634866","0.154163352603879"
"general elemantary","2006","Rheinland-Pfalz,Saarland","176","0.195761322126625","0.171505977129002","0.220016667124248"
"general elemantary","2006","Baden-Wuerttemberg","399","0.159752765755818","0.145984115204407","0.173521416307229"
"general elemantary","2006","Bayern","375","0.138184949193788","0.126141395441292","0.150228502946284"
"general elemantary","2006","Saarland","46","0.181735387773177","0.135652616664269","0.227818158882084"
"general elemantary","2006","Berlin","65","0.10856096658576","0.0867713351669972","0.130350598004522"
"general elemantary","2006","Brandenburg","79","0.0983136576503139","0.0793003658989153","0.117326949401713"
"general elemantary","2006","Mecklenburg-Vorpommern","44","0.0857131581221931","0.0625275195904948","0.108898796653891"
"general elemantary","2006","Sachsen","111","0.0764590246576001","0.0634098614069085","0.0895081879082917"
"general elemantary","2006","Sachsen-Anhalt","65","0.0911890251780056","0.0725970151938691","0.109781035162142"
"general elemantary","2006","Thueringen","67","0.0842016367716859","0.0666081337276111","0.101795139815761"
"middle vocational","2006","Schleswig-Holstein","353","0.545421986477644","0.507718525037276","0.583125447918013"
"middle vocational","2006","Hamburg","139","0.504806897613601","0.448787644871278","0.560826150355923"
"middle vocational","2006","Niedersachsen","1041","0.551249590613645","0.529303300433908","0.573195880793383"
"middle vocational","2006","Bremen","69","0.473663074049372","0.391826628768443","0.5554995193303"
"middle vocational","2006","Nordrhein-Westfalen","2220","0.505644494418321","0.491120392312633","0.52016859652401"
"middle vocational","2006","Hessen","705","0.497715120403241","0.472259161634822","0.523171079171659"
"middle vocational","2006","Rheinland-Pfalz,Saarland","525","0.517535838271748","0.486989843180238","0.548081833363258"
"middle vocational","2006","Baden-Wuerttemberg","1287","0.477334041198258","0.458563061051061","0.496105021345455"
"middle vocational","2006","Bayern","1669","0.5457649533275","0.528388530014178","0.563141376640822"
"middle vocational","2006","Saarland","136","0.54066705192253","0.481114455271112","0.600219648573948"
"middle vocational","2006","Berlin","328","0.457637442939389","0.422741668988534","0.492533216890244"
"middle vocational","2006","Brandenburg","460","0.518400254386291","0.486492343751863","0.550308165020719"
"middle vocational","2006","Mecklenburg-Vorpommern","291","0.586577545521335","0.545791291004623","0.627363800038048"
"middle vocational","2006","Sachsen","863","0.566872257359146","0.542539529119804","0.591204985598488"
"middle vocational","2006","Sachsen-Anhalt","473","0.543503892017404","0.511334848759837","0.575672935274971"
"middle vocational","2006","Thueringen","585","0.643308186261286","0.612958917458645","0.673657455063927"
"vocational + Abi","2006","Schleswig-Holstein","43","0.0773430917957664","0.0571156214534071","0.0975705621381258"
"vocational + Abi","2006","Hamburg","","","",""
"vocational + Abi","2006","Niedersachsen","122","0.0556776376831239","0.0455598610874553","0.0657954142787926"
"vocational + Abi","2006","Bremen","","","",""
"vocational + Abi","2006","Nordrhein-Westfalen","348","0.0734816296366346","0.0659017314662237","0.0810615278070455"
"vocational + Abi","2006","Hessen","103","0.0652653684204289","0.052690323274965","0.0778404135658928"
"vocational + Abi","2006","Rheinland-Pfalz,Saarland","48","0.055059724214963","0.0411162586127821","0.0690031898171439"
"vocational + Abi","2006","Baden-Wuerttemberg","150","0.0560194587218582","0.0473774517140422","0.0646614657296742"
"vocational + Abi","2006","Bayern","157","0.0599966139707355","0.0517086982536909","0.06828452968778"
"vocational + Abi","2006","Saarland","","","",""
"vocational + Abi","2006","Berlin","42","0.0533373341484616","0.0375982126598396","0.0690764556370836"
"vocational + Abi","2006","Brandenburg","34","0.0256415989905653","0.0155478021674118","0.0357353958137189"
"vocational + Abi","2006","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","2006","Sachsen","56","0.0389903239092078","0.0294846589064794","0.0484959889119363"
"vocational + Abi","2006","Sachsen-Anhalt","36","0.0342699664224001","0.0225209101378009","0.0460190227069993"
"vocational + Abi","2006","Thueringen","","","",""
"higher vocational","2006","Schleswig-Holstein","53","0.072677907529383","0.0530204565896279","0.0923353584691381"
"higher vocational","2006","Hamburg","","","",""
"higher vocational","2006","Niedersachsen","134","0.065734509369246","0.0547995691026203","0.0766694496358717"
"higher vocational","2006","Bremen","","","",""
"higher vocational","2006","Nordrhein-Westfalen","320","0.0676340543083721","0.0603390949512711","0.0749290136654732"
"higher vocational","2006","Hessen","96","0.0621633153551902","0.0498704059261218","0.0744562247842586"
"higher vocational","2006","Rheinland-Pfalz,Saarland","89","0.0853442105756125","0.068265015055485","0.10242340609574"
"higher vocational","2006","Baden-Wuerttemberg","210","0.0844119838480392","0.0739644029557373","0.0948595647403411"
"higher vocational","2006","Bayern","244","0.071907295391358","0.0628915964077231","0.0809229943749929"
"higher vocational","2006","Saarland","","","",""
"higher vocational","2006","Berlin","59","0.0701316469223539","0.0522447517212278","0.0880185421234801"
"higher vocational","2006","Brandenburg","76","0.0858905145573094","0.0679970536156486","0.10378397549897"
"higher vocational","2006","Mecklenburg-Vorpommern","42","0.0719412743584884","0.0505404318997245","0.0933421168172523"
"higher vocational","2006","Sachsen","136","0.074770001598688","0.0618539803525335","0.0876860228448424"
"higher vocational","2006","Sachsen-Anhalt","84","0.102074208409899","0.0825219688661779","0.121626447953621"
"higher vocational","2006","Thueringen","67","0.094837283177084","0.0762744183216568","0.113400148032511"
"higher education","2006","Schleswig-Holstein","122","0.15155220621654","0.124400046256676","0.178704366176404"
"higher education","2006","Hamburg","77","0.198377952750112","0.15369736201507","0.243058543485154"
"higher education","2006","Niedersachsen","327","0.135121273739426","0.120037013339871","0.15020553413898"
"higher education","2006","Bremen","33","0.157002845627653","0.0973753061566976","0.216630385098609"
"higher education","2006","Nordrhein-Westfalen","867","0.158454362821633","0.147846255582662","0.169062470060604"
"higher education","2006","Hessen","355","0.199963292877344","0.179599714994758","0.220326870759929"
"higher education","2006","Rheinland-Pfalz,Saarland","154","0.105329993687067","0.0865645428932702","0.124095444480863"
"higher education","2006","Baden-Wuerttemberg","525","0.175302653232332","0.161013543140642","0.189591763324022"
"higher education","2006","Bayern","615","0.157764580198347","0.145043067658527","0.170486092738167"
"higher education","2006","Saarland","42","0.120463080683587","0.0815651972263484","0.159360964140826"
"higher education","2006","Berlin","262","0.27941236001213","0.247983153179265","0.310841566844995"
"higher education","2006","Brandenburg","268","0.244846503444737","0.2173873457213","0.272305661168174"
"higher education","2006","Mecklenburg-Vorpommern","146","0.19374709678887","0.161012475187672","0.226481718390067"
"higher education","2006","Sachsen","387","0.217268897337855","0.197017953048265","0.237519841627445"
"higher education","2006","Sachsen-Anhalt","223","0.194193160949522","0.168645525175427","0.219740796723616"
"higher education","2006","Thueringen","187","0.125889236306991","0.10487228801839","0.146906184595592"
"in school","2007","Schleswig-Holstein","","","",""
"in school","2007","Hamburg","","","",""
"in school","2007","Niedersachsen","54","0.0271164696579248","0.0196950638655772","0.0345378754502724"
"in school","2007","Bremen","","","",""
"in school","2007","Nordrhein-Westfalen","131","0.027882074567031","0.0229148489864309","0.0328493001476311"
"in school","2007","Hessen","42","0.0297366761507404","0.020807082217578","0.0386662700839028"
"in school","2007","Rheinland-Pfalz,Saarland","","","",""
"in school","2007","Baden-Wuerttemberg","103","0.0315167245590607","0.0246696060295508","0.0383638430885705"
"in school","2007","Bayern","70","0.0184466260380571","0.0136178518541828","0.0232754002219314"
"in school","2007","Saarland","","","",""
"in school","2007","Berlin","","","",""
"in school","2007","Brandenburg","30","0.0254913186756351","0.015006106195922","0.0359765311553482"
"in school","2007","Mecklenburg-Vorpommern","","","",""
"in school","2007","Sachsen","37","0.0208175657314624","0.0136400677943418","0.0279950636685829"
"in school","2007","Sachsen-Anhalt","36","0.0388497450440055","0.0260752605719754","0.0516242295160356"
"in school","2007","Thueringen","","","",""
"inadequately","2007","Schleswig-Holstein","","","",""
"inadequately","2007","Hamburg","","","",""
"inadequately","2007","Niedersachsen","","","",""
"inadequately","2007","Bremen","","","",""
"inadequately","2007","Nordrhein-Westfalen","68","0.019865841305628","0.0156557830141902","0.0240758995970657"
"inadequately","2007","Hessen","","","",""
"inadequately","2007","Rheinland-Pfalz,Saarland","","","",""
"inadequately","2007","Baden-Wuerttemberg","39","0.0194758243052832","0.0140599531704279","0.0248916954401386"
"inadequately","2007","Bayern","","","",""
"inadequately","2007","Saarland","","","",""
"inadequately","2007","Berlin","","","",""
"inadequately","2007","Brandenburg","","","",""
"inadequately","2007","Mecklenburg-Vorpommern","","","",""
"inadequately","2007","Sachsen","","","",""
"inadequately","2007","Sachsen-Anhalt","","","",""
"inadequately","2007","Thueringen","","","",""
"general elemantary","2007","Schleswig-Holstein","68","0.109103132628521","0.0846217245122985","0.133584540744743"
"general elemantary","2007","Hamburg","","","",""
"general elemantary","2007","Niedersachsen","234","0.146979220725226","0.130800396560651","0.163158044889802"
"general elemantary","2007","Bremen","","","",""
"general elemantary","2007","Nordrhein-Westfalen","525","0.14158336827611","0.131065032097645","0.152101704454575"
"general elemantary","2007","Hessen","148","0.131096439696503","0.113353649060602","0.148839230332404"
"general elemantary","2007","Rheinland-Pfalz,Saarland","149","0.185880670128384","0.160905912466474","0.210855427790293"
"general elemantary","2007","Baden-Wuerttemberg","350","0.156239085550067","0.142009384006663","0.17046878709347"
"general elemantary","2007","Bayern","350","0.142669851573234","0.130119334549225","0.155220368597243"
"general elemantary","2007","Saarland","36","0.144920542982974","0.101284405705117","0.18855668026083"
"general elemantary","2007","Berlin","60","0.117318633672224","0.094379729307261","0.140257538037187"
"general elemantary","2007","Brandenburg","64","0.089979191582343","0.0709427866908833","0.109015596473803"
"general elemantary","2007","Mecklenburg-Vorpommern","33","0.081486834733931","0.0576963850076242","0.105277284460238"
"general elemantary","2007","Sachsen","95","0.069502414095204","0.0567179105707491","0.0822869176196589"
"general elemantary","2007","Sachsen-Anhalt","56","0.0785468224848097","0.0607617925739853","0.0963318523956341"
"general elemantary","2007","Thueringen","68","0.0867134864380034","0.0684992793744794","0.104927693501527"
"middle vocational","2007","Schleswig-Holstein","334","0.569639032615996","0.530759559098375","0.608518506133617"
"middle vocational","2007","Hamburg","129","0.491063929945697","0.434112731306535","0.548015128584859"
"middle vocational","2007","Niedersachsen","976","0.553413520230139","0.530698305456854","0.576128735003424"
"middle vocational","2007","Bremen","72","0.512471124459008","0.431113368448908","0.593828880469108"
"middle vocational","2007","Nordrhein-Westfalen","2026","0.493947824219374","0.478863354340638","0.509032294098111"
"middle vocational","2007","Hessen","664","0.493932184112204","0.467648955484744","0.520215412739665"
"middle vocational","2007","Rheinland-Pfalz,Saarland","482","0.527056902807695","0.495003559637666","0.559110245977723"
"middle vocational","2007","Baden-Wuerttemberg","1188","0.476945321174456","0.457370442130685","0.496520200218228"
"middle vocational","2007","Bayern","1574","0.543656865165123","0.525782539625393","0.561531190704853"
"middle vocational","2007","Saarland","132","0.579581684727877","0.518392280185721","0.640771089270032"
"middle vocational","2007","Berlin","306","0.422627841362567","0.387415559947121","0.457840122778013"
"middle vocational","2007","Brandenburg","426","0.523467047236265","0.490240946977385","0.556693147495145"
"middle vocational","2007","Mecklenburg-Vorpommern","263","0.595228826499974","0.552545033937636","0.637912619062312"
"middle vocational","2007","Sachsen","820","0.564252846181678","0.539325246833424","0.589180445529933"
"middle vocational","2007","Sachsen-Anhalt","437","0.51947210525409","0.486443208219355","0.552501002288824"
"middle vocational","2007","Thueringen","556","0.634749928349672","0.603585446659769","0.665914410039574"
"vocational + Abi","2007","Schleswig-Holstein","35","0.0684241772253709","0.0485989595701082","0.0882493948806336"
"vocational + Abi","2007","Hamburg","","","",""
"vocational + Abi","2007","Niedersachsen","121","0.0588280932801836","0.0480766679418271","0.0695795186185401"
