year,regtyp,sampreg,pgisced97,proportion,n,lower_confidence,upper_confidence
1986,Staedtischer Raum,Westdeutschland,inadequately,0.0639757029489566,13742,0.0598842063585927,0.0680671995393205
1986,Staedtischer Raum,Westdeutschland,higher education,0.06113451552855883,13742,0.05712883763751336,0.0651401934196043
1986,Staedtischer Raum,Westdeutschland,higher vocational,0.0444792789262271,13742,0.04103236829889306,0.047926189553561135
1986,Staedtischer Raum,Westdeutschland,vocational + Abi,0.02223963946311355,13742,0.01977410439670619,0.02470517452952091
1986,Laendlicher Raum,Westdeutschland,higher vocational,0.012540413441755658,13742,0.010679840537828776,0.014400986345682541
1986,Laendlicher Raum,Westdeutschland,higher education,0.01224649750171451,13742,0.010407583847402261,0.01408541115602676
1986,Laendlicher Raum,Westdeutschland,inadequately,0.010189085921426472,13742,0.00850999261392488,0.011868179228928064
1986,Staedtischer Raum,Westdeutschland,in school,0.007935730381111002,13742,0.0064522067949380505,0.009419253967283953
1986,Laendlicher Raum,Westdeutschland,vocational + Abi,0.004604683060644656,13742,0.003472729089471112,0.0057366370318182
1986,Laendlicher Raum,Westdeutschland,in school,0.001273635740178309,13742,0.0006773190357570233,0.0018699524445995948
1987,Staedtischer Raum,Westdeutschland,middle vocational,0.38132989792884747,13496,0.37313518905207566,0.3895246068056193
1987,Staedtischer Raum,Westdeutschland,general elemantary,0.20424140323060153,13496,0.19743972474689186,0.2110430817143112
1987,Laendlicher Raum,Westdeutschland,middle vocational,0.1101972054305817,13496,0.10491414340182449,0.11548026745933891
1987,Laendlicher Raum,Westdeutschland,general elemantary,0.06352195025270042,13496,0.059407003219724655,0.06763689728567619
1987,Staedtischer Raum,Westdeutschland,inadequately,0.06322465563373303,13496,0.059118697671010766,0.06733061359645529
1987,Staedtischer Raum,Westdeutschland,higher education,0.06124269150728372,13496,0.057197330010502104,0.06528805300406533
1987,Staedtischer Raum,Westdeutschland,higher vocational,0.044098701813497176,13496,0.04063474104534559,0.04756266258164876
1987,Staedtischer Raum,Westdeutschland,vocational + Abi,0.022990783866812012,13496,0.020462186064487745,0.02551938166913628
1987,Laendlicher Raum,Westdeutschland,higher education,0.01228817758398573,13496,0.010429464302966925,0.014146890865004536
1987,Laendlicher Raum,Westdeutschland,higher vocational,0.011990882965018334,13496,0.010154515479054658,0.01382725045098201
1987,Laendlicher Raum,Westdeutschland,inadequately,0.009909820632246557,13496,0.008238638399101347,0.011581002865391767
1987,Staedtischer Raum,Westdeutschland,in school,0.009513427806956694,13496,0.007875682565893511,0.011151173048019877
1987,Laendlicher Raum,Westdeutschland,vocational + Abi,0.004162124665543554,13496,0.003075935669568544,0.005248313661518564
1987,Laendlicher Raum,Westdeutschland,in school,0.0012882766821920523,13496,0.0006831055773414251,0.0018934477870426794
1988,Staedtischer Raum,Westdeutschland,middle vocational,0.3823988349110579,12817,0.37398536370593816,0.3908123061161777
1988,Staedtischer Raum,Westdeutschland,general elemantary,0.20929990637678145,12817,0.20225697768381348,0.2163428350697494
1988,Laendlicher Raum,Westdeutschland,middle vocational,0.10953916571309685,12817,0.10413218270441167,0.11494614872178203
1988,Laendlicher Raum,Westdeutschland,general elemantary,0.06231145324040362,12817,0.058126639577416955,0.06649626690339029
1988,Staedtischer Raum,Westdeutschland,higher education,0.06137522105482159,12817,0.057219891993075575,0.06553055011656761
1988,Staedtischer Raum,Westdeutschland,inadequately,0.06116716945802559,12817,0.0570184295859764,0.06531590933007478
1988,Staedtischer Raum,Westdeutschland,higher vocational,0.04421096431915115,12817,0.0406521207795574,0.0477698078587449
1988,Staedtischer Raum,Westdeutschland,vocational + Abi,0.024029959429938626,12817,0.02137866694304605,0.026681251916831204
1988,Laendlicher Raum,Westdeutschland,higher vocational,0.011962966815770311,12817,0.010080753074554466,0.013845180556986155
1988,Laendlicher Raum,Westdeutschland,higher education,0.011650889420576302,12817,0.00979309520097551,0.013508683640177094
1988,Laendlicher Raum,Westdeutschland,inadequately,0.009674399251014251,12817,0.00797981219265733,0.011368986309371172
1988,Staedtischer Raum,Westdeutschland,in school,0.00728180588786019,12817,0.0058098478860405325,0.008753763889679847
1988,Laendlicher Raum,Westdeutschland,vocational + Abi,0.0038489545407261,12817,0.002776949400917328,0.004920959680534872
1988,Laendlicher Raum,Westdeutschland,in school,0.0012483095807760325,12817,0.0006370118343390457,0.0018596073272130194
1989,Staedtischer Raum,Westdeutschland,middle vocational,0.38648532876418934,12393,0.37791205229342406,0.3950586052349546
1989,Staedtischer Raum,Westdeutschland,general elemantary,0.20796744484900406,12393,0.2008218721688909,0.2151130175291172
1989,Laendlicher Raum,Westdeutschland,middle vocational,0.10805311629899336,12393,0.10258728792159405,0.11351894467639267
1989,Staedtischer Raum,Westdeutschland,higher education,0.06296851574212893,12393,0.05869183662039253,0.06724519486386533
1989,Staedtischer Raum,Westdeutschland,inadequately,0.05997001499250375,12393,0.05578973108096889,0.0641502989040386
1989,Laendlicher Raum,Westdeutschland,general elemantary,0.05836367530520454,12393,0.05423623534391854,0.06249111526649054
1989,Staedtischer Raum,Westdeutschland,higher vocational,0.04315699293210538,12393,0.03957921172603773,0.04673477413817302
1989,Staedtischer Raum,Westdeutschland,vocational + Abi,0.02655814949668023,12393,0.023727267549184326,0.029389031444176136
1989,Laendlicher Raum,Westdeutschland,higher vocational,0.012101092310987363,12393,0.010176067257465173,0.014026117364509554
1989,Laendlicher Raum,Westdeutschland,higher education,0.011779824373527523,12393,0.009880215837634005,0.01367943290942104
1989,Laendlicher Raum,Westdeutschland,inadequately,0.008888412936388949,12393,0.00723591382490551,0.010540912047872388
1989,Staedtischer Raum,Westdeutschland,in school,0.00781751981152281,12393,0.006266925741327702,0.009368113881717917
1989,Laendlicher Raum,Westdeutschland,vocational + Abi,0.004283572499464553,12393,0.0031337289756794545,0.005433416023249652
1989,Laendlicher Raum,Westdeutschland,in school,0.0016063396872992076,12393,0.0009012612252243159,0.0023114181493740994
1990,Staedtischer Raum,Westdeutschland,middle vocational,0.2601246105919003,18165,0.25374479122579857,0.266504429958002
1990,Staedtischer Raum,Westdeutschland,general elemantary,0.13892597537457352,18165,0.1338961797153652,0.14395577103378185
1990,Laendlicher Raum,Ostdeutschland,middle vocational,0.12498145675715769,18165,0.12017229051676205,0.12979062299755334
1990,Laendlicher Raum,Westdeutschland,middle vocational,0.07580477673935618,18165,0.07195559411639191,0.07965395936232045
1990,Staedtischer Raum,Ostdeutschland,middle vocational,0.05859664738169411,18165,0.05518108182950539,0.06201221293388283
1990,Staedtischer Raum,Westdeutschland,higher education,0.043836226079216736,18165,0.04085893639893196,0.04681351575950151
1990,Laendlicher Raum,Ostdeutschland,higher education,0.04302032339415517,18165,0.04006961315974982,0.045971033628560524
1990,Staedtischer Raum,Westdeutschland,inadequately,0.03983088562527815,18165,0.03698693391630161,0.042674837334254694
1990,Laendlicher Raum,Westdeutschland,general elemantary,0.03871829105473965,18165,0.035912716592501615,0.04152386551697769
1990,Staedtischer Raum,Westdeutschland,higher vocational,0.029520842604954755,18165,0.02705936521314071,0.0319823199967688
1990,Staedtischer Raum,Ostdeutschland,higher education,0.02914997774810859,18165,0.0267035434514897,0.03159641204472748
1990,Laendlicher Raum,Ostdeutschland,general elemantary,0.024402907580477674,18165,0.02215905455667648,0.02664676060427887
1990,Staedtischer Raum,Westdeutschland,vocational + Abi,0.01846906987093903,18165,0.01651106901530442,0.02042707072657364
1990,Laendlicher Raum,Ostdeutschland,higher vocational,0.012757751075508085,18165,0.011125686649334407,0.014389815501681764
1990,Staedtischer Raum,Ostdeutschland,general elemantary,0.01045838896306186,18165,0.008978981531883281,0.01193779639424044
1990,Laendlicher Raum,Westdeutschland,higher vocational,0.008604064678831035,18165,0.00726094791262196,0.00994718144504011
1990,Laendlicher Raum,Westdeutschland,higher education,0.00801068090787717,18165,0.0067143180348578245,0.009307043780896517
1990,Laendlicher Raum,Westdeutschland,inadequately,0.0060821836522771105,18165,0.0049514941167146135,0.0072128731878396074
1990,Staedtischer Raum,Ostdeutschland,higher vocational,0.005933837709538644,18165,0.004816938849309513,0.007050736569767775
1990,Staedtischer Raum,Westdeutschland,in school,0.005414626909954013,18165,0.0043474321776206595,0.006481821642287366
1990,-1,Ostdeutschland,middle vocational,0.004005340453938585,18165,0.0030868247335455934,0.004923856174331577
1990,Laendlicher Raum,Westdeutschland,vocational + Abi,0.003115264797507788,18165,0.0023048481997692666,0.00392568139524631
1990,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.003115264797507788,18165,0.0023048481997692666,0.00392568139524631
1990,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.002744399940661623,18165,0.0019836090345196067,0.0035051908468036394
1990,-1,Ostdeutschland,higher education,0.001409286456015428,18165,0.0008637399598332056,0.0019548329521976503
1990,Laendlicher Raum,Westdeutschland,in school,0.0011125945705384957,18165,0.0006277917843913445,0.0015973973566856471
1990,-1,Ostdeutschland,general elemantary,0.0005933837709538644,18165,0.0002392418713815393,0.0009475256705261895
1990,Laendlicher Raum,Ostdeutschland,inadequately,0.0004450378282153983,18165,0.00013831918543441536,0.0007517564709963812
1990,Staedtischer Raum,Ostdeutschland,inadequately,0.00037086485684616525,18165,9.085993597147214e-05,0.0006508697777208583
1990,-1,Ostdeutschland,higher vocational,0.0002966918854769322,18165,4.6238579270904614e-05,0.0005471451916829598
1990,-1,Ostdeutschland,vocational + Abi,7.417297136923305e-05,18165,-5.106761774270117e-05,0.00019941356048116727
1990,Staedtischer Raum,Ostdeutschland,in school,7.417297136923305e-05,18165,-5.106761774270117e-05,0.00019941356048116727
1991,Staedtischer Raum,Westdeutschland,middle vocational,0.2654129066504891,17756,0.25891810086257394,0.2719077124384043
1991,Staedtischer Raum,Westdeutschland,general elemantary,0.13824220823538333,17756,0.13316533354789956,0.1433190829228671
1991,Laendlicher Raum,Ostdeutschland,middle vocational,0.12011829832410707,17756,0.11533640116581828,0.12490019548239586
1991,Laendlicher Raum,Westdeutschland,middle vocational,0.07901721392280275,17756,0.07504922806118984,0.08298519978441567
1991,Staedtischer Raum,Ostdeutschland,middle vocational,0.05414423295669978,17756,0.050815552823011964,0.0574729130903876
1991,Staedtischer Raum,Westdeutschland,higher education,0.04587851672101312,17756,0.04280107367133526,0.04895595977069098
1991,Laendlicher Raum,Ostdeutschland,higher education,0.042617729582164254,17756,0.03964660167792633,0.04558885748640218
1991,Staedtischer Raum,Westdeutschland,inadequately,0.039963600515659364,17756,0.037082491725727994,0.042844709305590735
1991,Laendlicher Raum,Westdeutschland,general elemantary,0.0389019488890574,17756,0.036057795394161374,0.04174610238395343
1991,Staedtischer Raum,Westdeutschland,higher vocational,0.02995374232198377,17756,0.027446448271317446,0.0324610363726501
1991,Staedtischer Raum,Ostdeutschland,higher education,0.028361264882080836,17756,0.02591952885481726,0.030803000909344413
1991,Laendlicher Raum,Ostdeutschland,general elemantary,0.023128839008114053,17756,0.0209178882809786,0.025339789735249505
1991,Staedtischer Raum,Westdeutschland,vocational + Abi,0.020095548646394176,17756,0.018031474461035646,0.022159622831752705
1991,Laendlicher Raum,Ostdeutschland,higher vocational,0.012512322742094488,17756,0.010877320642852257,0.014147324841336718
1991,Laendlicher Raum,Westdeutschland,higher vocational,0.009403200121331614,17756,0.007983587659750591,0.010822812582912636
1991,Laendlicher Raum,Westdeutschland,higher education,0.008872374308030636,17756,0.007493044182343349,0.010251704433717923
1991,Staedtischer Raum,Ostdeutschland,general elemantary,0.008493213012815653,17756,0.007143419436192379,0.009843006589438926
1991,Laendlicher Raum,Westdeutschland,inadequately,0.006294077500568742,17756,0.0051308129719019515,0.007457342029235533
1991,Staedtischer Raum,Ostdeutschland,higher vocational,0.005308258133009783,17756,0.004239440090902246,0.006377076175117319
1991,Staedtischer Raum,Westdeutschland,in school,0.0050807613558807915,17756,0.004034977782537597,0.006126544929223986
1991,-1,Ostdeutschland,middle vocational,0.004170774247364829,17756,0.0032228267621771307,0.005118721732552527
1991,Laendlicher Raum,Westdeutschland,vocational + Abi,0.0031849548798058695,17756,0.0023561688204025845,0.004013740939209154
1991,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.0031091226207628727,17756,0.002290231354358657,0.003928013887167088
1991,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.00219913551224691,17756,0.0015101161330056375,0.0028881548914881823
1991,-1,Ostdeutschland,higher education,0.001364980662773944,17756,0.0008219177453619321,0.001908043580185956
1991,Laendlicher Raum,Westdeutschland,in school,0.001289148403730947,17756,0.0007613660748390887,0.0018169307326228053
1991,Laendlicher Raum,Ostdeutschland,in school,0.0007583225904299689,17756,0.00035342446140636507,0.0011632207194535726
1991,-1,Ostdeutschland,general elemantary,0.0007583225904299689,17756,0.00035342446140636507,0.0011632207194535726
1991,Laendlicher Raum,Ostdeutschland,inadequately,0.00045499355425798136,17756,0.00014131321268906428,0.0007686738958268984
1991,Staedtischer Raum,Ostdeutschland,inadequately,0.0003033290361719876,17756,4.71906795960356e-05,0.0005594673927479395
1991,-1,Ostdeutschland,higher vocational,0.0001516645180859938,17756,-2.9466388941213104e-05,0.0003327954251132007
1991,Staedtischer Raum,Ostdeutschland,in school,0.0001516645180859938,17756,-2.9466388941213104e-05,0.0003327954251132007
1991,-1,Westdeutschland,higher education,0.0001516645180859938,17756,-2.9466388941213104e-05,0.0003327954251132007
1991,-1,Westdeutschland,middle vocational,7.58322590429969e-05,17756,-5.225149049883733e-05,0.00020391600858483112
1991,-1,Ostdeutschland,vocational + Abi,7.58322590429969e-05,17756,-5.225149049883733e-05,0.00020391600858483112
1992,Staedtischer Raum,Westdeutschland,middle vocational,0.2683361761513413,17350,0.26174289285944696,0.27492945944323566
1992,Staedtischer Raum,Westdeutschland,general elemantary,0.13583501318033803,17350,0.1307368875955477,0.14093313876512836
1992,Laendlicher Raum,Ostdeutschland,middle vocational,0.11335090711738253,17350,0.10863359383902595,0.11806822039573912
1992,Laendlicher Raum,Westdeutschland,middle vocational,0.07970227942316638,17350,0.07567227172256426,0.0837322871237685
1992,Staedtischer Raum,Ostdeutschland,middle vocational,0.053806791750659014,17350,0.05044930123987008,0.05716428226144795
1992,Staedtischer Raum,Westdeutschland,higher education,0.047991936734377426,17350,0.04481132407349807,0.05117254939525678
1992,Laendlicher Raum,Ostdeutschland,higher education,0.04031632811288572,17350,0.037389407991983786,0.043243248233787654
1992,Laendlicher Raum,Westdeutschland,general elemantary,0.03946348271049775,17350,0.036566399449484636,0.04236056597151087
1992,Staedtischer Raum,Westdeutschland,inadequately,0.0391533571096294,17350,0.03626721392502256,0.04203950029423625
1992,Staedtischer Raum,Westdeutschland,higher vocational,0.03093502868661808,17350,0.028358659827979086,0.03351139754525708
1992,Staedtischer Raum,Ostdeutschland,higher education,0.028996743681190883,17350,0.02649990036652173,0.03149358699586004
1992,Laendlicher Raum,Ostdeutschland,general elemantary,0.0224841060629555,17350,0.020278103268669745,0.024690108857241252
1992,Staedtischer Raum,Westdeutschland,vocational + Abi,0.020778415258179563,17350,0.018655889196497768,0.022900941319861357
1992,Laendlicher Raum,Ostdeutschland,higher vocational,0.012405024034734067,17350,0.010758020342396713,0.01405202772707142
1992,Laendlicher Raum,Westdeutschland,higher vocational,0.010389207629089781,17350,0.008880414296848192,0.011898000961331371
1992,Staedtischer Raum,Ostdeutschland,general elemantary,0.008761048224530934,17350,0.0073743768604113665,0.010147719588650503
1992,Laendlicher Raum,Westdeutschland,higher education,0.008683516824313847,17350,0.007302940820327186,0.010064092828300506
1992,Laendlicher Raum,Westdeutschland,inadequately,0.006590169018452473,17350,0.005386190231445212,0.007794147805459734
1992,Staedtischer Raum,Ostdeutschland,higher vocational,0.005349666614979066,17350,0.004264228901294563,0.006435104328663569
1992,Staedtischer Raum,Westdeutschland,in school,0.005117072414327802,17350,0.004055369272757412,0.006178775555898193
1992,-1,Ostdeutschland,middle vocational,0.004806946813459451,17350,0.0037777589454136232,0.005836134681505279
1992,Laendlicher Raum,Westdeutschland,vocational + Abi,0.00372150721042022,17350,0.0028154489133142193,0.004627565507526221
1992,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.002791130407815165,17350,0.0020060946080614583,0.003576166207568872
1992,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.0023259420065126378,17350,0.0016091385140404285,0.003042745498984847
1992,-1,Ostdeutschland,higher education,0.0017832222049930222,17350,0.001155421938007477,0.0024110224719785674
1992,Laendlicher Raum,Westdeutschland,in school,0.0013955652039075825,17350,0.000840072776072873,0.0019510576317422921
1992,Laendlicher Raum,Ostdeutschland,inadequately,0.0011629710032563189,17350,0.0006558190620985831,0.0016701229444140548
1992,-1,Ostdeutschland,general elemantary,0.0008528454023879671,17350,0.000418479009802452,0.0012872117949734821
1992,Laendlicher Raum,Ostdeutschland,in school,0.0007753140021708792,17350,0.00036114582852638807,0.0011894821758153702
1992,-1,Westdeutschland,higher education,0.0005427198015196154,17350,0.00019616151841329827,0.0008892780846259326
1992,-1,Westdeutschland,middle vocational,0.0004651884013025275,17350,0.0001443253325482763,0.0007860514700567787
1992,Staedtischer Raum,Ostdeutschland,inadequately,0.0004651884013025275,17350,0.0001443253325482763,0.0007860514700567787
1992,-1,Ostdeutschland,higher vocational,0.00023259420065126375,17350,5.683352154342125e-06,0.0004595050491481854
1992,Staedtischer Raum,Ostdeutschland,in school,7.753140021708792e-05,17350,-5.348579837300782e-05,0.00020854859880718366
1992,-1,Ostdeutschland,vocational + Abi,7.753140021708792e-05,17350,-5.348579837300782e-05,0.00020854859880718366
1992,-1,Ostdeutschland,inadequately,7.753140021708792e-05,17350,-5.348579837300782e-05,0.00020854859880718366
1993,Staedtischer Raum,Westdeutschland,middle vocational,0.2749704375246354,16993,0.26825704713599974,0.28168382791327107
1993,Staedtischer Raum,Westdeutschland,general elemantary,0.13362238864800946,16993,0.12850658027282805,0.13873819702319087
1993,Laendlicher Raum,Ostdeutschland,middle vocational,0.11470240441466299,16993,0.10991112006424533,0.11949368876508065
1993,Laendlicher Raum,Westdeutschland,middle vocational,0.08088293259755616,16993,0.07678339472742175,0.08498247046769057
1993,Staedtischer Raum,Ostdeutschland,middle vocational,0.05415845486795428,16993,0.050755443746513355,0.057561465989395204
1993,Staedtischer Raum,Westdeutschland,higher education,0.05053212455656287,16993,0.04723872093091111,0.05382552818221463
1993,Laendlicher Raum,Ostdeutschland,higher education,0.039416633819471816,16993,0.03649094359897839,0.04234232403996524
1993,Laendlicher Raum,Westdeutschland,general elemantary,0.03933780055183287,16993,0.03641491755550034,0.0422606835481654
1993,Staedtischer Raum,Westdeutschland,inadequately,0.03847063460780449,16993,0.035578842993548396,0.041362426222060586
1993,Staedtischer Raum,Westdeutschland,higher vocational,0.03019314150571541,16993,0.027620271645795884,0.03276601136563494
1993,Staedtischer Raum,Ostdeutschland,higher education,0.029404808829325977,16993,0.02686471774335645,0.031944899915295505
1993,Laendlicher Raum,Ostdeutschland,general elemantary,0.02215214820654316,16993,0.01993923383220291,0.02436506258088341
1993,Staedtischer Raum,Westdeutschland,vocational + Abi,0.020733149389042176,16993,0.01859073139255408,0.022875567385530274
1993,Laendlicher Raum,Ostdeutschland,higher vocational,0.011667323610563657,16993,0.010052748543209351,0.013281898677917963
1993,Laendlicher Raum,Westdeutschland,higher vocational,0.01064249113125739,16993,0.009099656714752406,0.012185325547762376
1993,Laendlicher Raum,Westdeutschland,higher education,0.009617658651951123,16993,0.008150229419591586,0.01108508788431066
1993,Staedtischer Raum,Ostdeutschland,general elemantary,0.008356326369728025,16993,0.006987631743008507,0.009725020996447543
1993,Laendlicher Raum,Westdeutschland,inadequately,0.007173827355143871,16993,0.005904910659119165,0.008442744051168577
1993,Staedtischer Raum,Ostdeutschland,higher vocational,0.00607016160819866,16993,0.004902279423095613,0.007238043793301707
1993,Laendlicher Raum,Westdeutschland,vocational + Abi,0.004099329917225069,16993,0.0031386350044098604,0.005060024830040278
1993,Staedtischer Raum,Westdeutschland,in school,0.0040204966495861255,16993,0.003069046375806601,0.00497194692336565
1993,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.0033109972408356327,16993,0.002447262704308069,0.0041747317773631965
1993,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.002128498226251478,16993,0.0014355592360576499,0.002821437216445306
1993,Laendlicher Raum,Ostdeutschland,in school,0.0014978320851399291,16993,0.0009163623522593521,0.002079301818020506
1993,Laendlicher Raum,Westdeutschland,in school,0.0009459992116673236,16993,0.00048376625008518943,0.001408232173249458
1993,Laendlicher Raum,Ostdeutschland,inadequately,0.00086716594402838,16993,0.00042459411633449166,0.0013097377717222684
1993,Staedtischer Raum,Ostdeutschland,in school,0.0005518328734726055,16993,0.00019872698109486137,0.0009049387658503496
1993,Staedtischer Raum,Ostdeutschland,inadequately,0.0004729996058336618,16993,0.00014607418067013618,0.0007999250309971874
1994,Staedtischer Raum,Westdeutschland,middle vocational,0.27739918223362464,16642,0.27059689251607394,0.28420147195117534
1994,Staedtischer Raum,Westdeutschland,general elemantary,0.12739517357492183,16642,0.12232948361978575,0.13246086353005793
1994,Laendlicher Raum,Ostdeutschland,middle vocational,0.11384590715946444,16642,0.10902013684689434,0.11867167747203454
1994,Laendlicher Raum,Westdeutschland,middle vocational,0.0813757716668003,16642,0.07722173983400743,0.08552980349959316
1994,Staedtischer Raum,Ostdeutschland,middle vocational,0.053876372965605705,16642,0.05044611776148727,0.05730662816972414
1994,Staedtischer Raum,Westdeutschland,higher education,0.053395333921269945,16642,0.0499795586792762,0.05681110916326369
1994,Laendlicher Raum,Ostdeutschland,higher education,0.039044335765252944,16642,0.036101378149540224,0.041987293380965664
1994,Laendlicher Raum,Westdeutschland,general elemantary,0.03736069911007777,16642,0.03447937174550578,0.040242026474649764
1994,Staedtischer Raum,Westdeutschland,inadequately,0.037040006413853924,16642,0.03417059407539411,0.039909418752313734
1994,Staedtischer Raum,Westdeutschland,higher vocational,0.030706325663433016,16642,0.028085157239318398,0.033327494087547635
1994,Staedtischer Raum,Ostdeutschland,higher education,0.029744247574761486,16642,0.027163188651079598,0.032325306498443375
1994,Laendlicher Raum,Ostdeutschland,general elemantary,0.021486410646997516,16642,0.019283389433729408,0.023689431860265623
1994,Staedtischer Raum,Westdeutschland,vocational + Abi,0.020764852080493865,16642,0.01859833942612074,0.02293136473486699
1994,Laendlicher Raum,Ostdeutschland,higher vocational,0.012667361500841818,16642,0.010968225499844851,0.014366497501838785
1994,Laendlicher Raum,Westdeutschland,higher vocational,0.010663032149442796,16642,0.009102524900153583,0.01222353939873201
1994,Laendlicher Raum,Westdeutschland,higher education,0.010342339453218953,16642,0.008805228554645984,0.011879450351791922
1994,Staedtischer Raum,Ostdeutschland,general elemantary,0.008899222320211658,16642,0.00747233969663714,0.010326104943786175
1994,Laendlicher Raum,Westdeutschland,inadequately,0.0065742002725887915,16642,0.005346358244523775,0.007802042300653808
1994,Staedtischer Raum,Ostdeutschland,higher vocational,0.006173334402308987,16642,0.004983275283275715,0.0073633935213422595
1994,Staedtischer Raum,Westdeutschland,in school,0.005772468532029183,16642,0.004621464110007216,0.0069234729540511505
1994,Laendlicher Raum,Westdeutschland,vocational + Abi,0.0046500440952457305,16642,0.003616403044420704,0.005683685146070757
1994,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.0036077928325182395,16642,0.002696853888213372,0.0045187317768231065
1994,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.0022448488735669044,16642,0.0015257992614893402,0.0029638984856444686
1994,Laendlicher Raum,Ostdeutschland,in school,0.001924156177343061,16642,0.0012583386179183492,0.002589973736767773
1994,Staedtischer Raum,Ostdeutschland,in school,0.001282770784895374,16642,0.0007389583753925658,0.0018265831943981823
1994,Laendlicher Raum,Westdeutschland,in school,0.0008819049146155697,16642,0.00043090900164952426,0.0013329008275816151
1994,Laendlicher Raum,Ostdeutschland,inadequately,0.0005612122183917261,16642,0.0002013842046957187,0.0009210402320877335
1994,Staedtischer Raum,Ostdeutschland,inadequately,0.0003206926962238435,16642,4.8655557497875976e-05,0.0005927298349498111
1995,Staedtischer Raum,Westdeutschland,middle vocational,0.27972191845024214,17246,0.27302268319391765,0.2864211537065666
1995,Staedtischer Raum,Westdeutschland,general elemantary,0.12451179503202625,17246,0.11958411752842739,0.12943947253562513
1995,Laendlicher Raum,Ostdeutschland,middle vocational,0.10998281518512733,17246,0.10531328171600188,0.11465234865425278
1995,Laendlicher Raum,Westdeutschland,middle vocational,0.08514294641462271,17246,0.08097748766100875,0.08930840516823667
1995,Staedtischer Raum,Westdeutschland,higher education,0.06053741602874551,17246,0.056978124472170794,0.06409670758532023
1995,Staedtischer Raum,Ostdeutschland,middle vocational,0.05030463990001562,17246,0.04704245884820399,0.05356682095182726
1995,Laendlicher Raum,Ostdeutschland,higher education,0.039525074207155134,17246,0.03661709535885777,0.042433053055452495
1995,Laendlicher Raum,Westdeutschland,general elemantary,0.03718169036088111,17246,0.03435779489774353,0.0400055858240187
