year,regtyp,sampreg,pgisced97,proportion,n,lower_confidence,upper_confidence
2012,Staedtischer Raum,Westdeutschland,in school,0.011426262032478507,40229,0.01038767456687434,0.012464849498082674
2012,Laendlicher Raum,Ostdeutschland,general elemantary,0.009515761628334191,40229,0.008567054826196322,0.01046446843047206
2012,Staedtischer Raum,Westdeutschland,inadequately,0.009038136527298112,40229,0.008113322577250557,0.009962950477345666
2012,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.006576530237342935,40229,0.005786666689859799,0.007366393784826071
2012,Staedtischer Raum,Ostdeutschland,higher vocational,0.005621280035270777,40229,0.004890679520010938,0.006351880550530616
2012,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.004408847086486884,40229,0.003761422056931878,0.00505627211604189
2012,Staedtischer Raum,Ostdeutschland,general elemantary,0.00422514512454993,40229,0.0035912931526231955,0.004858997096476665
2012,Laendlicher Raum,Westdeutschland,in school,0.003967962377838195,40229,0.0033536250850451713,0.004582299670631219
2012,Laendlicher Raum,Westdeutschland,inadequately,0.0033433757072525534,40229,0.002779281262347085,0.003907470152158022
2012,Laendlicher Raum,Ostdeutschland,inadequately,0.001359394518333456,40229,0.0009993436850595462,0.0017194453516073656
2012,Laendlicher Raum,Ostdeutschland,in school,0.0013226541259460651,40229,0.000967495638701941,0.0016778126131901893
2012,Staedtischer Raum,Ostdeutschland,in school,0.0005878462781982512,40229,0.0003509868630930281,0.0008247056933034742
2012,Staedtischer Raum,Ostdeutschland,inadequately,0.00044088470864868834,40229,0.00023574335689136822,0.0006460260604060085
2013,Staedtischer Raum,Westdeutschland,middle vocational,0.2535108153078203,44486,0.24946827463088242,0.25755335598475826
2013,Staedtischer Raum,Westdeutschland,higher education,0.14332778702163063,44486,0.14007154309599815,0.1465840309472631
2013,Laendlicher Raum,Westdeutschland,middle vocational,0.11151414309484194,44486,0.10858908411238005,0.11443920207730382
2013,Staedtischer Raum,Westdeutschland,general elemantary,0.07866888519134775,44486,0.07616707844300159,0.08117069193969391
2013,Laendlicher Raum,Ostdeutschland,middle vocational,0.07387687188019967,44486,0.07144616266956857,0.07630758109083077
2013,Staedtischer Raum,Westdeutschland,vocational + Abi,0.05347753743760399,44486,0.0513868189707128,0.055568255904495184
2013,Laendlicher Raum,Westdeutschland,higher education,0.03331114808652246,44486,0.03164358394274327,0.034978712230301655
2013,Staedtischer Raum,Ostdeutschland,middle vocational,0.03217970049916805,44486,0.030539742388822885,0.03381965860951322
2013,Laendlicher Raum,Westdeutschland,general elemantary,0.03064891846921797,44486,0.029047176633089696,0.03225066030534624
2013,Staedtischer Raum,Westdeutschland,higher vocational,0.02985024958402662,44486,0.028268864041282784,0.03143163512677046
2013,Laendlicher Raum,Ostdeutschland,higher education,0.028585690515806988,44486,0.02703715566231892,0.030134225369295057
2013,Staedtischer Raum,Ostdeutschland,higher education,0.02312811980033278,44486,0.021731322583827355,0.0245249170168382
2013,Laendlicher Raum,Westdeutschland,vocational + Abi,0.014608985024958403,44486,0.013494026497303788,0.01572394355261302
2013,Staedtischer Raum,Westdeutschland,inadequately,0.01437603993344426,44486,0.013269875592723503,0.015482204274165016
2013,Staedtischer Raum,Westdeutschland,in school,0.01384359400998336,44486,0.01275781430466594,0.014929373715300781
2013,Laendlicher Raum,Westdeutschland,higher vocational,0.01324459234608985,44486,0.012182240326076801,0.0143069443661029
2013,Laendlicher Raum,Ostdeutschland,higher vocational,0.009750415973377703,44486,0.008837295040430017,0.01066353690632539
2013,Laendlicher Raum,Ostdeutschland,general elemantary,0.009084858569051581,44486,0.008203156803893165,0.009966560334209998
2013,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.006522462562396007,44486,0.005774414992927604,0.00727051013186441
2013,Staedtischer Raum,Ostdeutschland,higher vocational,0.004658901830282862,44486,0.00402609356842395,0.005291710092141773
2013,Staedtischer Raum,Ostdeutschland,general elemantary,0.004559068219633943,44486,0.003933045369685498,0.005185091069582389
2013,Laendlicher Raum,Westdeutschland,inadequately,0.004492512479201331,44486,0.0038710551645511687,0.0051139697938514935
2013,Laendlicher Raum,Westdeutschland,in school,0.004259567387687188,44486,0.0036543655885948505,0.004864769186779525
2013,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.004059900166389351,44486,0.0034689937862211785,0.004650806546557524
2013,Laendlicher Raum,Ostdeutschland,in school,0.0015640599001663894,44486,0.001196835790779073,0.0019312840095537058
2013,Laendlicher Raum,Ostdeutschland,inadequately,0.0014642262895174709,44486,0.0011088975731737443,0.0018195550058611974
2013,Staedtischer Raum,Ostdeutschland,in school,0.0007653910149750416,44486,0.0005083988954252662,0.001022383134524817
2013,Staedtischer Raum,Ostdeutschland,inadequately,0.0006655574043261231,44486,0.000425899045920125,0.0009052157627321213
2014,Staedtischer Raum,Westdeutschland,middle vocational,0.2539106778508275,38694,0.24957387028027445,0.25824748542138054
2014,Staedtischer Raum,Westdeutschland,higher education,0.1459986397642258,38694,0.14248029864739314,0.14951698088105847
2014,Laendlicher Raum,Westdeutschland,middle vocational,0.11195496108214313,38694,0.10881319804754364,0.11509672411674263
2014,Laendlicher Raum,Ostdeutschland,middle vocational,0.07553086979520894,38694,0.07289791921505369,0.07816382037536419
2014,Staedtischer Raum,Westdeutschland,general elemantary,0.0731126728632963,38694,0.07051882762443643,0.07570651810215617
2014,Staedtischer Raum,Westdeutschland,vocational + Abi,0.05168895941963274,38694,0.0494829439392659,0.05389497489999957
2014,Laendlicher Raum,Westdeutschland,higher education,0.03483714955036651,38694,0.033010076705781086,0.03666422239495193
2014,Staedtischer Raum,Ostdeutschland,middle vocational,0.032192246656087053,38694,0.030433495282971373,0.033950998029202734
2014,Staedtischer Raum,Westdeutschland,higher vocational,0.030756442227763924,38694,0.029036084480302513,0.03247679997522533
2014,Laendlicher Raum,Westdeutschland,general elemantary,0.029962971359480086,38694,0.02826425506133586,0.03166168765762431
2014,Laendlicher Raum,Ostdeutschland,higher education,0.029925187032418952,38694,0.0282275090791724,0.03162286498566551
2014,Staedtischer Raum,Ostdeutschland,higher education,0.024522028262676642,38694,0.022980962452695212,0.026063094072658072
2014,Laendlicher Raum,Westdeutschland,vocational + Abi,0.014509181591475856,38694,0.013317714622236186,0.015700648560715527
2014,Laendlicher Raum,Westdeutschland,higher vocational,0.014131338320864505,38694,0.012955262190674065,0.015307414451054945
2014,Staedtischer Raum,Westdeutschland,inadequately,0.012771102546663644,38694,0.011652289857415699,0.01388991523591159
2014,Staedtischer Raum,Westdeutschland,in school,0.010504042922995541,38694,0.009488216480348217,0.011519869365642865
2014,Laendlicher Raum,Ostdeutschland,higher vocational,0.010390689941812137,38694,0.009380301576305023,0.01140107830731925
2014,Laendlicher Raum,Ostdeutschland,general elemantary,0.009408297438222626,38694,0.008446381501354395,0.010370213375090857
2014,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.0069145318521877126,38694,0.006088857181452091,0.007740206522923334
2014,Staedtischer Raum,Ostdeutschland,higher vocational,0.00502531549913096,38694,0.004320749080838636,0.005729881917423285
2014,Staedtischer Raum,Ostdeutschland,general elemantary,0.00494974684500869,38694,0.004250471431542095,0.0056490222584752855
2014,Laendlicher Raum,Westdeutschland,in school,0.004382981939091665,38694,0.003724770760270643,0.005041193117912687
2014,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.004307413284969395,38694,0.0036548762486945862,0.004959950321244203
2014,Laendlicher Raum,Westdeutschland,inadequately,0.004156275976724855,38694,0.0035152405350173306,0.0047973114184323784
2014,Laendlicher Raum,Ostdeutschland,in school,0.0014358044283231315,38694,0.001058519117374211,0.001813089739272052
2014,Laendlicher Raum,Ostdeutschland,inadequately,0.0014358044283231315,38694,0.001058519117374211,0.001813089739272052
2014,Staedtischer Raum,Ostdeutschland,inadequately,0.0006801178871004307,38694,0.000420354092254877,0.0009398816819459844
2014,Staedtischer Raum,Ostdeutschland,in school,0.0006045492329781607,38694,0.00035963231872837147,0.0008494661472279498
2015,Staedtischer Raum,Westdeutschland,middle vocational,0.2486610558530987,38036,0.24431714915261066,0.25300496255358673
2015,Staedtischer Raum,Westdeutschland,higher education,0.15344299923488905,38036,0.1498209004203523,0.1570650980494258
2015,Laendlicher Raum,Westdeutschland,middle vocational,0.11166794185156848,38036,0.10850267320803642,0.11483321049510054
2015,Laendlicher Raum,Ostdeutschland,middle vocational,0.07333588370313696,38036,0.07071602366904124,0.07595574373723267
2015,Staedtischer Raum,Westdeutschland,general elemantary,0.07000765110941086,38036,0.06744333776118068,0.07257196445764104
2015,Staedtischer Raum,Westdeutschland,vocational + Abi,0.05531752104055088,38036,0.05302014050539504,0.057614901575706715
2015,Laendlicher Raum,Westdeutschland,higher education,0.03798775822494262,38036,0.03606656616142245,0.03990895028846278
2015,Staedtischer Raum,Ostdeutschland,middle vocational,0.031560826319816375,38036,0.029803837455856047,0.0333178151837767
2015,Staedtischer Raum,Westdeutschland,higher vocational,0.029724560061208875,38036,0.028017833729184358,0.03143128639323339
2015,Laendlicher Raum,Ostdeutschland,higher education,0.029495026778882938,38036,0.027794701811480197,0.03119535174628568
2015,Laendlicher Raum,Westdeutschland,general elemantary,0.029342004590665646,38036,0.027645962365196876,0.031038046816134417
2015,Staedtischer Raum,Ostdeutschland,higher education,0.0247513389441469,38036,0.02318993352593582,0.026312744362357983
2015,Laendlicher Raum,Westdeutschland,vocational + Abi,0.016182096403978576,38036,0.01491405508599992,0.01745013772195723
2015,Staedtischer Raum,Westdeutschland,inadequately,0.013886763580719204,38036,0.012710722298167738,0.01506280486327067
2015,Laendlicher Raum,Westdeutschland,higher vocational,0.01369548584544759,38036,0.012527458839792767,0.014863512851102415
2015,Laendlicher Raum,Ostdeutschland,higher vocational,0.010022953328232593,38036,0.009021872674211184,0.011024033982254003
2015,Laendlicher Raum,Ostdeutschland,general elemantary,0.008990053557765876,38036,0.008041462998231764,0.009938644117299989
2015,Staedtischer Raum,Westdeutschland,in school,0.008760520275439939,38036,0.007824009244747923,0.009697031306131955
2015,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.0063886763580719205,38036,0.00558797168695561,0.007189381029188231
2015,Staedtischer Raum,Ostdeutschland,higher vocational,0.005241009946442234,38036,0.004515363487476526,0.005966656405407942
2015,Staedtischer Raum,Ostdeutschland,general elemantary,0.004858454475899005,38036,0.004159658895312265,0.005557250056485745
2015,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.004628921193573068,38036,0.003946753646972826,0.005311088740173311
2015,Laendlicher Raum,Westdeutschland,inadequately,0.004475899005355777,38036,0.0038050501540280784,0.005146747856683475
2015,Laendlicher Raum,Westdeutschland,in school,0.0034047436878347362,38036,0.0028193335062425932,0.003990153869426879
2015,Laendlicher Raum,Ostdeutschland,inadequately,0.0013771996939556236,38036,0.0010045010183135604,0.0017498983695976868
2015,Laendlicher Raum,Ostdeutschland,in school,0.0013389441469013007,38036,0.0009714512580629856,0.0017064370357396158
2015,Staedtischer Raum,Ostdeutschland,in school,0.0008033664881407804,38036,0.0005186314000672666,0.0010881015762142943
2015,Staedtischer Raum,Ostdeutschland,inadequately,0.0006503442999234889,38036,0.00039413844237625947,0.0009065501574707183
2016,Staedtischer Raum,Westdeutschland,middle vocational,0.2336632167409534,41132,0.22957370773249308,0.2377527257494137
2016,Staedtischer Raum,Westdeutschland,higher education,0.15158268489839088,41132,0.14811694698717331,0.15504842280960845
2016,Laendlicher Raum,Westdeutschland,middle vocational,0.10221349248319106,41132,0.09928592571428385,0.10514105925209827
2016,Staedtischer Raum,Westdeutschland,general elemantary,0.07301503361788925,41132,0.07050078252254727,0.07552928471323123
2016,Laendlicher Raum,Ostdeutschland,middle vocational,0.06995542796706203,41132,0.06749036085285424,0.07242049508126981
2016,Staedtischer Raum,Westdeutschland,vocational + Abi,0.05295761879579965,41132,0.05079333060563154,0.055121906985967764
2016,Laendlicher Raum,Westdeutschland,higher education,0.03909496109390345,41132,0.03722183598378255,0.040968086204024354
2016,Staedtischer Raum,Westdeutschland,inadequately,0.034108937070333155,41132,0.03235479677724178,0.03586307736342453
2016,Laendlicher Raum,Westdeutschland,general elemantary,0.030596056508272268,41132,0.028931681154831197,0.03226043186171334
2016,Laendlicher Raum,Ostdeutschland,higher education,0.029916144141421772,41132,0.02826978869440911,0.031562499588434434
2016,Staedtischer Raum,Ostdeutschland,middle vocational,0.029840598322882828,41132,0.028196258898302178,0.03148493774746348
2016,Staedtischer Raum,Westdeutschland,higher vocational,0.026932084309133488,41132,0.025367594577653373,0.028496574040613603
2016,Staedtischer Raum,Ostdeutschland,higher education,0.024476845206617814,41132,0.022983491550526737,0.02597019886270889
2016,Laendlicher Raum,Westdeutschland,vocational + Abi,0.01522248243559719,41132,0.014039228490428666,0.016405736380765715
2016,Laendlicher Raum,Westdeutschland,higher vocational,0.01227619551257838,41132,0.011212013739312953,0.013340377285843806
2016,Laendlicher Raum,Westdeutschland,inadequately,0.011596283145727884,41132,0.01056163484645148,0.012630931445004287
2016,Laendlicher Raum,Ostdeutschland,general elemantary,0.009707637682254288,41132,0.008760082192758064,0.010655193171750512
2016,Laendlicher Raum,Ostdeutschland,higher vocational,0.009518773135906928,41132,0.008580390916349715,0.01045715535546414
2016,Staedtischer Raum,Westdeutschland,in school,0.009254362771020624,41132,0.008328981933558998,0.01017974360848225
2016,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.0063080758480018135,41132,0.005542936579802996,0.0070732151162006315
2016,Laendlicher Raum,Ostdeutschland,inadequately,0.0057792551182292064,41132,0.005046694612048809,0.006511815624409604
2016,Staedtischer Raum,Ostdeutschland,general elemantary,0.00566593639042079,41132,0.004940552069956747,0.0063913207108848335
2016,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.0045705220216061045,41132,0.003918662055924147,0.005222381987288062
2016,Staedtischer Raum,Ostdeutschland,higher vocational,0.004419430384528217,41132,0.0037783868675444286,0.005060473901512005
2016,Staedtischer Raum,Ostdeutschland,inadequately,0.002984059832288283,41132,0.002456925901368803,0.0035111937632077627
2016,Laendlicher Raum,Westdeutschland,in school,0.0026063307395935635,41132,0.002113594817952375,0.003099066661234752
2016,Laendlicher Raum,Ostdeutschland,in school,0.0010576414595452142,41132,0.0007435142143159763,0.0013717687047744521
2016,Staedtischer Raum,Ostdeutschland,in school,0.0006799123668504948,41132,0.00042800264012892515,0.0009318220935720645
2017,Staedtischer Raum,Westdeutschland,middle vocational,0.22885924129101812,45410,0.22499529237135205,0.2327231902106842
2017,Staedtischer Raum,Westdeutschland,higher education,0.15221346270466948,45410,0.14890938607436324,0.15551753933497572
2017,Laendlicher Raum,Westdeutschland,middle vocational,0.10086921366484738,45410,0.09809926913467054,0.10363915819502423
2017,Staedtischer Raum,Westdeutschland,general elemantary,0.07118792534195809,45410,0.06882283674122053,0.07355301394269564
2017,Laendlicher Raum,Ostdeutschland,middle vocational,0.06923387911865778,45410,0.06689902400263624,0.07156873423467931
2017,Staedtischer Raum,Westdeutschland,vocational + Abi,0.05154639175257732,45410,0.049512688880393264,0.05358009462476137
2017,Laendlicher Raum,Westdeutschland,higher education,0.04049592345529277,45410,0.038682875105091566,0.04230897180549398
2017,Staedtischer Raum,Westdeutschland,inadequately,0.039316757630887406,45410,0.037529203196973865,0.041104312064800946
2017,Laendlicher Raum,Westdeutschland,general elemantary,0.03177009635469308,45410,0.030156931200758446,0.033383261508627714
2017,Staedtischer Raum,Ostdeutschland,middle vocational,0.030186645104777306,45410,0.02861290930269995,0.031760380906854666
2017,Laendlicher Raum,Ostdeutschland,higher education,0.027626170743211373,45410,0.026118670825776003,0.029133670660646743
2017,Staedtischer Raum,Westdeutschland,higher vocational,0.025975338589043866,45410,0.024512333268503796,0.027438343909583936
2017,Staedtischer Raum,Ostdeutschland,higher education,0.023953911461491815,45410,0.022547528153963974,0.025360294769019655
2017,Laendlicher Raum,Westdeutschland,vocational + Abi,0.014958560743885184,45410,0.013842076816148055,0.01607504467162231
2017,Laendlicher Raum,Westdeutschland,inadequately,0.014621656222626508,45410,0.013517628162956204,0.01572568428229681
2017,Laendlicher Raum,Westdeutschland,higher vocational,0.012364395930193383,45410,0.011347994795905219,0.013380797064481547
2017,Laendlicher Raum,Ostdeutschland,general elemantary,0.010578801967522405,45410,0.00963780295118493,0.01151980098385988
2017,Laendlicher Raum,Ostdeutschland,higher vocational,0.009298564786739438,45410,0.008415770168051373,0.010181359405427503
2017,Staedtischer Raum,Westdeutschland,in school,0.009231183882487703,45410,0.008351563699133917,0.01011080406584149
2017,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.0071086853985580485,45410,0.0063359588678437405,0.007881411929272357
2017,Staedtischer Raum,Ostdeutschland,general elemantary,0.005828448217775083,45410,0.00512830407910918,0.006528592356440985
2017,Laendlicher Raum,Ostdeutschland,inadequately,0.005626305505019877,45410,0.004938339800402723,0.0063142712096370315
2017,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.004346068324236911,45410,0.00374103011539474,0.004951106533079083
2017,Staedtischer Raum,Ostdeutschland,higher vocational,0.004110235159355839,45410,0.0035217719854140684,0.0046986983332976085
2017,Staedtischer Raum,Ostdeutschland,inadequately,0.003571187925341958,45410,0.003022519698539242,0.004119856152144674
2017,Laendlicher Raum,Westdeutschland,in school,0.002796307526447005,45410,0.002310611304580715,0.003282003748313295
2017,Laendlicher Raum,Ostdeutschland,in school,0.0013139276329088337,45410,0.0009807463929039477,0.0016471088729137198
2017,Staedtischer Raum,Ostdeutschland,in school,0.001010713563776026,45410,0.0007184499279285902,0.0013029771996234617
2018,Staedtischer Raum,Westdeutschland,middle vocational,0.22819336626676076,43121,0.22423225154623572,0.2321544809872858
2018,Staedtischer Raum,Westdeutschland,higher education,0.15497529992942838,43121,0.15155961656952643,0.15839098328933032
2018,Laendlicher Raum,Westdeutschland,middle vocational,0.0990119971771348,43121,0.09619286736718807,0.10183112698708152
2018,Staedtischer Raum,Westdeutschland,general elemantary,0.07184191954834157,43121,0.06940460490183717,0.07427923419484597
2018,Laendlicher Raum,Ostdeutschland,middle vocational,0.06937191249117855,43121,0.06697367840567998,0.07177014657667712
2018,Staedtischer Raum,Westdeutschland,vocational + Abi,0.05130557515878617,43121,0.049223208920190456,0.053387941397381886
2018,Staedtischer Raum,Westdeutschland,inadequately,0.041178546224417786,43121,0.039303050683429645,0.04305404176540593
2018,Laendlicher Raum,Westdeutschland,higher education,0.038743824982357095,43121,0.03692231113189622,0.04056533883281797
2018,Staedtischer Raum,Ostdeutschland,middle vocational,0.031616090331686664,43121,0.02996454870787958,0.03326763195549375
2018,Laendlicher Raum,Westdeutschland,general elemantary,0.031051517290049402,43121,0.029414310956469042,0.03268872362362976
2018,Laendlicher Raum,Ostdeutschland,higher education,0.028369795342272408,43121,0.02680271860249659,0.029936872082048226
2018,Staedtischer Raum,Westdeutschland,higher vocational,0.02547635850388144,43121,0.02398913402537994,0.026963582982382942
2018,Staedtischer Raum,Ostdeutschland,higher education,0.024135497529992944,43121,0.022686944003799753,0.025584051056186136
2018,Laendlicher Raum,Westdeutschland,vocational + Abi,0.015137614678899083,43121,0.013985148582621076,0.01629008077517709
2018,Laendlicher Raum,Westdeutschland,inadequately,0.01305575158786168,43121,0.011984333660802609,0.014127169514920752
2018,Laendlicher Raum,Westdeutschland,higher vocational,0.012103034580098801,43121,0.01107095158582002,0.013135117574377582
2018,Laendlicher Raum,Ostdeutschland,general elemantary,0.011467889908256881,43121,0.010462929835682462,0.012472849980831301
2018,Laendlicher Raum,Ostdeutschland,higher vocational,0.009562455892731123,43121,0.008643890817188471,0.010481020968273774
2018,Staedtischer Raum,Westdeutschland,in school,0.008574453069865914,43121,0.007704201278224047,0.009444704861507782
2018,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.007445306986591391,43121,0.006633915983724783,0.008256697989457999
2018,Staedtischer Raum,Ostdeutschland,general elemantary,0.00652787579393084,43121,0.005767767548648725,0.007287984039212956
2018,Laendlicher Raum,Ostdeutschland,inadequately,0.005045871559633028,43121,0.004377094627978755,0.005714648491287301
2018,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.004269583627381793,43121,0.0036541583806161235,0.0048850088741474625
2018,Staedtischer Raum,Ostdeutschland,higher vocational,0.004199011997177135,43121,0.0035886724746496635,0.0048093515197046065
2018,Staedtischer Raum,Ostdeutschland,inadequately,0.0032815808045165845,43121,0.0027417726351900732,0.003821388973843096
2018,Laendlicher Raum,Westdeutschland,in school,0.0020112914608327453,43121,0.0015884164926394447,0.0024341664290260462
2018,Laendlicher Raum,Ostdeutschland,in school,0.0012350035285815103,43121,0.0009035081980205275,0.0015664988591424932
2018,Staedtischer Raum,Ostdeutschland,in school,0.0008115737473535639,43121,0.0005427922605660258,0.001080355234141102
2019,Staedtischer Raum,Westdeutschland,middle vocational,0.2181972548464695,42417,0.21426665046905768,0.22212785922388134
2019,Staedtischer Raum,Westdeutschland,higher education,0.16375406820432997,42417,0.16023239417342797,0.16727574223523198
2019,Laendlicher Raum,Westdeutschland,middle vocational,0.0925428045846894,42417,0.08978495548360543,0.09530065368577337
2019,Laendlicher Raum,Ostdeutschland,middle vocational,0.0651266449695769,42417,0.06277840843464602,0.06747488150450778
2019,Staedtischer Raum,Westdeutschland,general elemantary,0.06339323616810527,42417,0.06107431383615029,0.06571215850006025
2019,Staedtischer Raum,Westdeutschland,vocational + Abi,0.051471628696759586,42417,0.04936884202871943,0.05357441536479974
2019,Laendlicher Raum,Westdeutschland,higher education,0.04011603226262912,42417,0.038248558745598,0.04198350577966024
2019,Staedtischer Raum,Westdeutschland,inadequately,0.03802886656289798,42417,0.03620864687457165,0.03984908625122431
2019,Laendlicher Raum,Ostdeutschland,higher education,0.031838120843356445,42417,0.030167284938090438,0.03350895674862245
2019,Staedtischer Raum,Westdeutschland,higher vocational,0.029008065657280317,42417,0.02741088775522765,0.030605243559332983
2019,Staedtischer Raum,Ostdeutschland,middle vocational,0.028760435828498656,42417,0.02716988698236885,0.03035098467462846
2019,Laendlicher Raum,Westdeutschland,general elemantary,0.028300551860761285,42417,0.02672239732823251,0.02987870639329006
2019,Staedtischer Raum,Ostdeutschland,higher education,0.026107259091552284,42417,0.024589781450686462,0.027624736732418106
2019,Laendlicher Raum,Westdeutschland,vocational + Abi,0.014822414037073723,42417,0.013672400829358538,0.01597242724478891
2019,Laendlicher Raum,Westdeutschland,higher vocational,0.013725767652469223,42417,0.012618498345502046,0.0148330369594364
2019,Laendlicher Raum,Westdeutschland,inadequately,0.012805999716994481,42417,0.01173597429889716,0.013876025135091802
2019,Laendlicher Raum,Ostdeutschland,higher vocational,0.010860336776567144,42417,0.009873974279025765,0.011846699274108523
2019,Laendlicher Raum,Ostdeutschland,general elemantary,0.010577331257959531,42417,0.009603765977113595,0.011550896538805467
2019,Staedtischer Raum,Westdeutschland,in school,0.007994905900665063,42417,0.007147386348370398,0.008842425452959728
2019,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.007181265034668176,42417,0.006377699028210647,0.007984831041125705
2019,-1,Westdeutschland,middle vocational,0.006367624168671289,42417,0.005610638469630491,0.007124609867712088
2019,Staedtischer Raum,Ostdeutschland,general elemantary,0.005695486061978209,42417,0.004979324184645128,0.006411647939311289
2019,Laendlicher Raum,Ostdeutschland,inadequately,0.004563463987547757,42417,0.00392204738218922,0.005204880592906295
2019,Staedtischer Raum,Ostdeutschland,higher vocational,0.004528088297721806,42417,0.0038891512871204316,0.00516702530832318
2019,-1,Westdeutschland,higher education,0.004457336918069902,42417,0.003823388728348399,0.005091285107791405
2019,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.004315834158766096,42417,0.003691985463513422,0.00493968285401877
2019,Staedtischer Raum,Ostdeutschland,inadequately,0.002936182255553983,42417,0.0024212630626231596,0.003451101448484807
2019,Laendlicher Raum,Westdeutschland,in school,0.0019102872506013867,42417,0.0014947401800663425,0.002325834321136431
2019,-1,Westdeutschland,vocational + Abi,0.0016626574218197255,42417,0.0012749303346921688,0.0020503845089472825
2019,-1,-2,higher education,0.001167397764256403,42417,0.0008424288045890385,0.0014923667239237677
2019,Laendlicher Raum,Ostdeutschland,in school,0.001167397764256403,42417,0.0008424288045890385,0.0014923667239237677
2019,-1,Ostdeutschland,middle vocational,0.0010966463846044999,42417,0.0007816677196138874,0.0014116250495951124
2019,-1,-2,middle vocational,0.0009905193151266449,42417,0.0006911533830604578,0.001289885247192832
2019,-1,Westdeutschland,general elemantary,0.0009551436253006934,42417,0.0006611669110007029,0.0012491203396006838
2019,-1,Ostdeutschland,higher education,0.0009197679354747418,42417,0.0006312814901432574,0.0012082543808062261
2019,Staedtischer Raum,Ostdeutschland,in school,0.0007782651761709354,42417,0.0005128774509392208,0.00104365290140265
2019,-1,Westdeutschland,higher vocational,0.0006013867270411773,42417,0.0003680772461534337,0.000834696207928921
2019,-1,-2,vocational + Abi,0.0002830055186076129,42417,0.0001229310435214441,0.00044307999369378164
2019,-1,Ostdeutschland,vocational + Abi,0.00021225413895570964,42417,7.362067165113449e-05,0.0003508876062602848
2019,-1,Ostdeutschland,general elemantary,0.00021225413895570964,42417,7.362067165113449e-05,0.0003508876062602848
2019,-1,Ostdeutschland,higher vocational,0.00017687844912975804,42417,5.032174808551962e-05,0.00030343515017399646
2019,-1,-2,general elemantary,0.00014150275930380644,42417,2.8305002161146093e-05,0.00025470051644646677
2019,-1,Westdeutschland,inadequately,0.00010612706947785482,42417,8.093201933660567e-06,0.0002041609370220491
2019,-1,-2,higher vocational,7.075137965190322e-05,42417,-9.29435396227809e-06,0.00015079711326608454
2019,-1,Westdeutschland,in school,3.537568982595161e-05,42417,-2.1226192427276217e-05,9.197757207917944e-05
2019,-1,-2,inadequately,3.537568982595161e-05,42417,-2.1226192427276217e-05,9.197757207917944e-05
2020,Staedtischer Raum,Westdeutschland,middle vocational,0.22130540569131493,42741,0.21736978420497088,0.22524102717765898
2020,Staedtischer Raum,Westdeutschland,higher education,0.17504143305476216,42741,0.17143879833275952,0.1786440677767648
2020,Laendlicher Raum,Westdeutschland,middle vocational,0.08988328220318065,42741,0.08717170646604017,0.09259485794032113
2020,Staedtischer Raum,Westdeutschland,general elemantary,0.06960753200042315,42741,0.06719487856326048,0.07202018543758582
2020,Laendlicher Raum,Ostdeutschland,middle vocational,0.06181459148771113,42741,0.059531498655109524,0.06409768432031274
2020,Staedtischer Raum,Westdeutschland,vocational + Abi,0.05571423533975105,42741,0.05353968963396059,0.05788878104554151
2020,Staedtischer Raum,Westdeutschland,inadequately,0.04277301738425191,42741,0.040854674912755524,0.0446913598557483
2020,Laendlicher Raum,Westdeutschland,higher education,0.040586762579780666,42741,0.03871595642292422,0.042457568736637114
2020,Laendlicher Raum,Ostdeutschland,higher education,0.030889664656722732,42741,0.029249350846877284,0.03252997846656818
2020,Staedtischer Raum,Ostdeutschland,middle vocational,0.027786593321344193,42741,0.02622836107634052,0.029344825566347866
2020,Laendlicher Raum,Westdeutschland,general elemantary,0.027645544624281534,42741,0.02609115957234074,0.029199929676222328
2020,Staedtischer Raum,Ostdeutschland,higher education,0.02722239853309355,42741,0.02567961957523935,0.02876517749094775
2020,Staedtischer Raum,Westdeutschland,higher vocational,0.025917698085263938,42741,0.024411334628625093,0.027424061541902783
2020,Laendlicher Raum,Westdeutschland,vocational + Abi,0.01607955146514334,42741,0.014887072601278558,0.017272030329008124
2020,Laendlicher Raum,Westdeutschland,inadequately,0.012659120561373815,42741,0.011599210391626778,0.013719030731120851
2020,Laendlicher Raum,Westdeutschland,higher vocational,0.01202440142459184,42741,0.010991072528500944,0.013057730320682736
2020,Laendlicher Raum,Ostdeutschland,general elemantary,0.010226030537042914,42741,0.009272234994572914,0.011179826079512914
2020,Laendlicher Raum,Ostdeutschland,higher vocational,0.009732360097323601,42741,0.008801639960613308,0.010663080234033895
