"pgisced97","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"higher education","2003","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"higher education","2003","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"higher education","2003","Hauptschulabschluss","Bayern","","","",""
"higher education","2003","Hauptschulabschluss","Saarland","","","",""
"higher education","2003","Hauptschulabschluss","Berlin","","","",""
"higher education","2003","Hauptschulabschluss","Brandenburg","","","",""
"higher education","2003","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"higher education","2003","Hauptschulabschluss","Sachsen","","","",""
"higher education","2003","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"higher education","2003","Hauptschulabschluss","Thueringen","","","",""
"higher education","2003","Realschulabschluss","Schleswig-Holstein","","","",""
"higher education","2003","Realschulabschluss","Hamburg","","","",""
"higher education","2003","Realschulabschluss","Niedersachsen","","","",""
"higher education","2003","Realschulabschluss","Bremen","","","",""
"higher education","2003","Realschulabschluss","Nordrhein-Westfalen","","","",""
"higher education","2003","Realschulabschluss","Hessen","","","",""
"higher education","2003","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"higher education","2003","Realschulabschluss","Baden-Wuerttemberg","","","",""
"higher education","2003","Realschulabschluss","Bayern","","","",""
"higher education","2003","Realschulabschluss","Saarland","","","",""
"higher education","2003","Realschulabschluss","Berlin","","","",""
"higher education","2003","Realschulabschluss","Brandenburg","","","",""
"higher education","2003","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"higher education","2003","Realschulabschluss","Sachsen","","","",""
"higher education","2003","Realschulabschluss","Sachsen-Anhalt","","","",""
"higher education","2003","Realschulabschluss","Thueringen","","","",""
"higher education","2003","(Fach-)Abitur","Schleswig-Holstein","","","",""
"higher education","2003","(Fach-)Abitur","Hamburg","","","",""
"higher education","2003","(Fach-)Abitur","Niedersachsen","","","",""
"higher education","2003","(Fach-)Abitur","Bremen","","","",""
"higher education","2003","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"higher education","2003","(Fach-)Abitur","Hessen","","","",""
"higher education","2003","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"higher education","2003","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"higher education","2003","(Fach-)Abitur","Bayern","","","",""
"higher education","2003","(Fach-)Abitur","Saarland","","","",""
"higher education","2003","(Fach-)Abitur","Berlin","","","",""
"higher education","2003","(Fach-)Abitur","Brandenburg","","","",""
"higher education","2003","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"higher education","2003","(Fach-)Abitur","Sachsen","","","",""
"higher education","2003","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"higher education","2003","(Fach-)Abitur","Thueringen","","","",""
"higher education","2003","AkademikerInnen","Schleswig-Holstein","108","1","1","1"
"higher education","2003","AkademikerInnen","Hamburg","76","1","1","1"
"higher education","2003","AkademikerInnen","Niedersachsen","300","1","1","1"
"higher education","2003","AkademikerInnen","Bremen","38","1","1","1"
"higher education","2003","AkademikerInnen","Nordrhein-Westfalen","851","1","1","1"
"higher education","2003","AkademikerInnen","Hessen","324","1","1","1"
"higher education","2003","AkademikerInnen","Rheinland-Pfalz,Saarland","150","1","1","1"
"higher education","2003","AkademikerInnen","Baden-Wuerttemberg","472","1","1","1"
"higher education","2003","AkademikerInnen","Bayern","587","1","1","1"
"higher education","2003","AkademikerInnen","Saarland","38","1","1","1"
"higher education","2003","AkademikerInnen","Berlin","249","1","1","1"
"higher education","2003","AkademikerInnen","Brandenburg","261","1","1","1"
"higher education","2003","AkademikerInnen","Mecklenburg-Vorpommern","138","1","1","1"
"higher education","2003","AkademikerInnen","Sachsen","377","1","1","1"
"higher education","2003","AkademikerInnen","Sachsen-Anhalt","224","1","1","1"
"higher education","2003","AkademikerInnen","Thueringen","176","1","1","1"
"in school","2004","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"in school","2004","(noch) kein Abschluss","Hamburg","","","",""
"in school","2004","(noch) kein Abschluss","Niedersachsen","62","0.687537412554747","0.589578028554079","0.785496796555414"
"in school","2004","(noch) kein Abschluss","Bremen","","","",""
"in school","2004","(noch) kein Abschluss","Nordrhein-Westfalen","144","0.539847673896362","0.475435107802521","0.604260239990203"
"in school","2004","(noch) kein Abschluss","Hessen","36","0.488991987587817","0.362507521396386","0.615476453779248"
"in school","2004","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"in school","2004","(noch) kein Abschluss","Baden-Wuerttemberg","79","0.497815403441205","0.412519733546989","0.583111073335421"
"in school","2004","(noch) kein Abschluss","Bayern","74","0.538936220068842","0.443132888802336","0.634739551335349"
"in school","2004","(noch) kein Abschluss","Saarland","","","",""
"in school","2004","(noch) kein Abschluss","Berlin","","","",""
"in school","2004","(noch) kein Abschluss","Brandenburg","","","",""
"in school","2004","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"in school","2004","(noch) kein Abschluss","Sachsen","47","0.831353816141099","0.730546660080254","0.932160972201945"
"in school","2004","(noch) kein Abschluss","Sachsen-Anhalt","34","0.881015026056761","0.776690854012849","0.985339198100672"
"in school","2004","(noch) kein Abschluss","Thueringen","30","0.912517612930866","0.813057674884711","1.01197755097702"
"in school","2004","Hauptschulabschluss","Schleswig-Holstein","","","",""
"in school","2004","Hauptschulabschluss","Hamburg","","","",""
"in school","2004","Hauptschulabschluss","Niedersachsen","","","",""
"in school","2004","Hauptschulabschluss","Bremen","","","",""
"in school","2004","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"in school","2004","Hauptschulabschluss","Hessen","","","",""
"in school","2004","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"in school","2004","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"in school","2004","Hauptschulabschluss","Bayern","","","",""
"in school","2004","Hauptschulabschluss","Saarland","","","",""
"in school","2004","Hauptschulabschluss","Berlin","","","",""
"in school","2004","Hauptschulabschluss","Brandenburg","","","",""
"in school","2004","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"in school","2004","Hauptschulabschluss","Sachsen","","","",""
"in school","2004","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"in school","2004","Hauptschulabschluss","Thueringen","","","",""
"in school","2004","Realschulabschluss","Schleswig-Holstein","","","",""
"in school","2004","Realschulabschluss","Hamburg","","","",""
"in school","2004","Realschulabschluss","Niedersachsen","","","",""
"in school","2004","Realschulabschluss","Bremen","","","",""
"in school","2004","Realschulabschluss","Nordrhein-Westfalen","","","",""
"in school","2004","Realschulabschluss","Hessen","","","",""
"in school","2004","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"in school","2004","Realschulabschluss","Baden-Wuerttemberg","","","",""
"in school","2004","Realschulabschluss","Bayern","","","",""
"in school","2004","Realschulabschluss","Saarland","","","",""
"in school","2004","Realschulabschluss","Berlin","","","",""
"in school","2004","Realschulabschluss","Brandenburg","","","",""
"in school","2004","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"in school","2004","Realschulabschluss","Sachsen","","","",""
"in school","2004","Realschulabschluss","Sachsen-Anhalt","","","",""
"in school","2004","Realschulabschluss","Thueringen","","","",""
"in school","2004","(Fach-)Abitur","Schleswig-Holstein","","","",""
"in school","2004","(Fach-)Abitur","Hamburg","","","",""
"in school","2004","(Fach-)Abitur","Niedersachsen","","","",""
"in school","2004","(Fach-)Abitur","Bremen","","","",""
"in school","2004","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"in school","2004","(Fach-)Abitur","Hessen","","","",""
"in school","2004","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"in school","2004","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"in school","2004","(Fach-)Abitur","Bayern","","","",""
"in school","2004","(Fach-)Abitur","Saarland","","","",""
"in school","2004","(Fach-)Abitur","Berlin","","","",""
"in school","2004","(Fach-)Abitur","Brandenburg","","","",""
"in school","2004","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"in school","2004","(Fach-)Abitur","Sachsen","","","",""
"in school","2004","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"in school","2004","(Fach-)Abitur","Thueringen","","","",""
"in school","2004","AkademikerInnen","Schleswig-Holstein","","","",""
"in school","2004","AkademikerInnen","Hamburg","","","",""
"in school","2004","AkademikerInnen","Niedersachsen","","","",""
"in school","2004","AkademikerInnen","Bremen","","","",""
"in school","2004","AkademikerInnen","Nordrhein-Westfalen","","","",""
"in school","2004","AkademikerInnen","Hessen","","","",""
"in school","2004","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"in school","2004","AkademikerInnen","Baden-Wuerttemberg","","","",""
"in school","2004","AkademikerInnen","Bayern","","","",""
"in school","2004","AkademikerInnen","Saarland","","","",""
"in school","2004","AkademikerInnen","Berlin","","","",""
"in school","2004","AkademikerInnen","Brandenburg","","","",""
"in school","2004","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"in school","2004","AkademikerInnen","Sachsen","","","",""
"in school","2004","AkademikerInnen","Sachsen-Anhalt","","","",""
"in school","2004","AkademikerInnen","Thueringen","","","",""
"inadequately","2004","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"inadequately","2004","(noch) kein Abschluss","Hamburg","","","",""
"inadequately","2004","(noch) kein Abschluss","Niedersachsen","","","",""
"inadequately","2004","(noch) kein Abschluss","Bremen","","","",""
"inadequately","2004","(noch) kein Abschluss","Nordrhein-Westfalen","77","0.393984992940963","0.330836105677152","0.457133880204773"
"inadequately","2004","(noch) kein Abschluss","Hessen","","","",""
"inadequately","2004","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"inadequately","2004","(noch) kein Abschluss","Baden-Wuerttemberg","46","0.361287396154265","0.279339034748106","0.443235757560424"
"inadequately","2004","(noch) kein Abschluss","Bayern","","","",""
"inadequately","2004","(noch) kein Abschluss","Saarland","","","",""
"inadequately","2004","(noch) kein Abschluss","Berlin","","","",""
"inadequately","2004","(noch) kein Abschluss","Brandenburg","","","",""
"inadequately","2004","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"inadequately","2004","(noch) kein Abschluss","Sachsen","","","",""
"inadequately","2004","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"inadequately","2004","(noch) kein Abschluss","Thueringen","","","",""
"inadequately","2004","Hauptschulabschluss","Schleswig-Holstein","","","",""
"inadequately","2004","Hauptschulabschluss","Hamburg","","","",""
"inadequately","2004","Hauptschulabschluss","Niedersachsen","","","",""
"inadequately","2004","Hauptschulabschluss","Bremen","","","",""
"inadequately","2004","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"inadequately","2004","Hauptschulabschluss","Hessen","","","",""
"inadequately","2004","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"inadequately","2004","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"inadequately","2004","Hauptschulabschluss","Bayern","","","",""
"inadequately","2004","Hauptschulabschluss","Saarland","","","",""
"inadequately","2004","Hauptschulabschluss","Berlin","","","",""
"inadequately","2004","Hauptschulabschluss","Brandenburg","","","",""
"inadequately","2004","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"inadequately","2004","Hauptschulabschluss","Sachsen","","","",""
"inadequately","2004","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"inadequately","2004","Hauptschulabschluss","Thueringen","","","",""
"inadequately","2004","Realschulabschluss","Schleswig-Holstein","","","",""
"inadequately","2004","Realschulabschluss","Hamburg","","","",""
"inadequately","2004","Realschulabschluss","Niedersachsen","","","",""
"inadequately","2004","Realschulabschluss","Bremen","","","",""
"inadequately","2004","Realschulabschluss","Nordrhein-Westfalen","","","",""
"inadequately","2004","Realschulabschluss","Hessen","","","",""
"inadequately","2004","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"inadequately","2004","Realschulabschluss","Baden-Wuerttemberg","","","",""
"inadequately","2004","Realschulabschluss","Bayern","","","",""
"inadequately","2004","Realschulabschluss","Saarland","","","",""
"inadequately","2004","Realschulabschluss","Berlin","","","",""
"inadequately","2004","Realschulabschluss","Brandenburg","","","",""
"inadequately","2004","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"inadequately","2004","Realschulabschluss","Sachsen","","","",""
"inadequately","2004","Realschulabschluss","Sachsen-Anhalt","","","",""
"inadequately","2004","Realschulabschluss","Thueringen","","","",""
"inadequately","2004","(Fach-)Abitur","Schleswig-Holstein","","","",""
"inadequately","2004","(Fach-)Abitur","Hamburg","","","",""
"inadequately","2004","(Fach-)Abitur","Niedersachsen","","","",""
"inadequately","2004","(Fach-)Abitur","Bremen","","","",""
"inadequately","2004","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"inadequately","2004","(Fach-)Abitur","Hessen","","","",""
"inadequately","2004","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"inadequately","2004","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"inadequately","2004","(Fach-)Abitur","Bayern","","","",""
"inadequately","2004","(Fach-)Abitur","Saarland","","","",""
"inadequately","2004","(Fach-)Abitur","Berlin","","","",""
"inadequately","2004","(Fach-)Abitur","Brandenburg","","","",""
"inadequately","2004","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"inadequately","2004","(Fach-)Abitur","Sachsen","","","",""
