"pgisced97","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"vocational + Abi","2011","66 und älter","maennlich","52","0.0278724034920791","0.0214030773721931","0.0343417296119651"
"vocational + Abi","2011","66 und älter","weiblich","76","0.0322398798670003","0.0255870819876095","0.038892677746391"
"higher vocational","2011","16-34 Jahre alt","maennlich","99","0.0292450696286097","0.0231751440296298","0.0353149952275896"
"higher vocational","2011","16-34 Jahre alt","weiblich","90","0.031466068480004","0.0260329347098769","0.0368992022501312"
"higher vocational","2011","35-65 Jahre alt","maennlich","775","0.105295811370716","0.0983021136032252","0.112289509138206"
"higher vocational","2011","35-65 Jahre alt","weiblich","512","0.0595646618771051","0.0546527697612762","0.064476553992934"
"higher vocational","2011","66 und älter","maennlich","274","0.114161387860348","0.101663197890691","0.126659577830006"
"higher vocational","2011","66 und älter","weiblich","111","0.0428593942691616","0.0352309733924263","0.0504878151458969"
"higher education","2011","16-34 Jahre alt","maennlich","371","0.140832577458159","0.128301376346859","0.153363778569459"
"higher education","2011","16-34 Jahre alt","weiblich","552","0.165955289340781","0.154376532017174","0.177534046664389"
"higher education","2011","35-65 Jahre alt","maennlich","2092","0.23857203058601","0.228860543126438","0.248283518045582"
"higher education","2011","35-65 Jahre alt","weiblich","2112","0.207710792043984","0.199291774585816","0.216129809502151"
"higher education","2011","66 und älter","maennlich","753","0.257712935570028","0.240523395625394","0.274902475514663"
"higher education","2011","66 und älter","weiblich","345","0.102713062871029","0.0912789553023611","0.114147170439697"
"in school","2012","16-34 Jahre alt","maennlich","439","0.0953948204114526","0.0845966147783521","0.106193026044553"
"in school","2012","16-34 Jahre alt","weiblich","473","0.095373790117188","0.0858784736516799","0.104869106582696"
"in school","2012","35-65 Jahre alt","maennlich","","","",""
"in school","2012","35-65 Jahre alt","weiblich","","","",""
"in school","2012","66 und älter","maennlich","","","",""
"in school","2012","66 und älter","weiblich","","","",""
"inadequately","2012","16-34 Jahre alt","maennlich","58","0.017120522251155","0.0123521703451286","0.0218888741571813"
"inadequately","2012","16-34 Jahre alt","weiblich","85","0.016227133912405","0.0121427301301841","0.020311537694626"
"inadequately","2012","35-65 Jahre alt","maennlich","83","0.0116031251033263","0.00914024518222436","0.0140660050244283"
"inadequately","2012","35-65 Jahre alt","weiblich","105","0.0135788465130504","0.0111654314348502","0.0159922615912506"
"inadequately","2012","66 und älter","maennlich","","","",""
"inadequately","2012","66 und älter","weiblich","39","0.0195284144907183","0.0143119522697905","0.0247448767116461"
"general elemantary","2012","16-34 Jahre alt","maennlich","503","0.175455781341734","0.161474387222647","0.18943717546082"
"general elemantary","2012","16-34 Jahre alt","weiblich","562","0.13080670520233","0.119906528792109","0.141706881612551"
"general elemantary","2012","35-65 Jahre alt","maennlich","363","0.0540888128827522","0.048886829329651","0.0592907964358534"
"general elemantary","2012","35-65 Jahre alt","weiblich","754","0.104711394290192","0.0983265855331826","0.111096203047201"
"general elemantary","2012","66 und älter","maennlich","164","0.0768762399569002","0.0665060875128649","0.0872463924009355"
"general elemantary","2012","66 und älter","weiblich","656","0.252881542854075","0.236495338480768","0.269267747227382"
"middle vocational","2012","16-34 Jahre alt","maennlich","1217","0.457572510721101","0.439259469650386","0.475885551791817"
"middle vocational","2012","16-34 Jahre alt","weiblich","1598","0.44210494483194","0.42605035250914","0.45815953715474"
"middle vocational","2012","35-65 Jahre alt","maennlich","3583","0.525680321417139","0.514196498146869","0.537164144687409"
"middle vocational","2012","35-65 Jahre alt","weiblich","4496","0.52838204407955","0.51797233518558","0.53879175297352"
"middle vocational","2012","66 und älter","maennlich","1258","0.520437720744725","0.500990121336274","0.539885320153175"
"middle vocational","2012","66 und älter","weiblich","1452","0.538736940333471","0.519944300795819","0.557529579871124"
"vocational + Abi","2012","16-34 Jahre alt","maennlich","179","0.0711460252789715","0.0616965280006831","0.0805955225572599"
"vocational + Abi","2012","16-34 Jahre alt","weiblich","357","0.102764847852727","0.0929488202369245","0.11258087546853"
"vocational + Abi","2012","35-65 Jahre alt","maennlich","439","0.0629150493193536","0.0573309025904517","0.0684991960482555"
"vocational + Abi","2012","35-65 Jahre alt","weiblich","874","0.0835662935201797","0.0777955005955176","0.0893370864448419"
"vocational + Abi","2012","66 und älter","maennlich","53","0.0284412719900635","0.0219703204748974","0.0349122235052295"
"vocational + Abi","2012","66 und älter","weiblich","69","0.0306579392531304","0.0241591107485948","0.0371567677576661"
"higher vocational","2012","16-34 Jahre alt","maennlich","90","0.0351287680787896","0.0283613064802145","0.0418962296773647"
"higher vocational","2012","16-34 Jahre alt","weiblich","78","0.0294245583918269","0.0239615739262367","0.0348875428574171"
"higher vocational","2012","35-65 Jahre alt","maennlich","770","0.105854933139367","0.0987795557003331","0.1129303105784"
"higher vocational","2012","35-65 Jahre alt","weiblich","501","0.0587537194157525","0.0538498520818357","0.0636575867496692"
"higher vocational","2012","66 und älter","maennlich","265","0.107449850844715","0.0953945422753074","0.119505159414123"
"higher vocational","2012","66 und älter","weiblich","111","0.0410962863615996","0.033612629641831","0.0485799430813683"
"higher education","2012","16-34 Jahre alt","maennlich","357","0.148181571916797","0.135121959878189","0.161241183955404"
"higher education","2012","16-34 Jahre alt","weiblich","523","0.183298019691582","0.17079050474691","0.195805534636255"
"higher education","2012","35-65 Jahre alt","maennlich","2025","0.239857758138062","0.230037692566423","0.249677823709701"
"higher education","2012","35-65 Jahre alt","weiblich","2104","0.211007702181276","0.20249916444282","0.219516239919731"
"higher education","2012","66 und älter","maennlich","777","0.256749766091734","0.239744569197389","0.27375496298608"
"higher education","2012","66 und älter","weiblich","376","0.117098876707005","0.104977345961828","0.129220407452183"
"in school","2013","16-34 Jahre alt","maennlich","534","0.101084846272956","0.0911506453512386","0.111019047194674"
"in school","2013","16-34 Jahre alt","weiblich","542","0.0956347473477018","0.0870153483526899","0.104254146342714"
"in school","2013","35-65 Jahre alt","maennlich","","","",""
"in school","2013","35-65 Jahre alt","weiblich","","","",""
"in school","2013","66 und älter","maennlich","","","",""
"in school","2013","66 und älter","weiblich","","","",""
"inadequately","2013","16-34 Jahre alt","maennlich","87","0.0183604856477404","0.013936143964805","0.0227848273306758"
"inadequately","2013","16-34 Jahre alt","weiblich","122","0.0202391499584442","0.0161119703556404","0.0243663295612481"
"inadequately","2013","35-65 Jahre alt","maennlich","163","0.014148886537887","0.0115647263663422","0.0167330467094318"
"inadequately","2013","35-65 Jahre alt","weiblich","200","0.0171007674924638","0.0145119164116317","0.0196896185732959"
"inadequately","2013","66 und älter","maennlich","","","",""
"inadequately","2013","66 und älter","weiblich","40","0.0167328160460336","0.0118240850089729","0.0216415470830944"
"general elemantary","2013","16-34 Jahre alt","maennlich","746","0.180191399318061","0.167524981048202","0.192857817587921"
"general elemantary","2013","16-34 Jahre alt","weiblich","813","0.135537133430229","0.125504856473764","0.145569410386693"
"general elemantary","2013","35-65 Jahre alt","maennlich","555","0.0587529802987084","0.0536075773767488","0.063898383220668"
"general elemantary","2013","35-65 Jahre alt","weiblich","949","0.101177348468555","0.0951555887633276","0.107199108173782"
"general elemantary","2013","66 und älter","maennlich","157","0.0739402287769844","0.0636123422150943","0.0842681153388744"
"general elemantary","2013","66 und älter","weiblich","606","0.244831183441171","0.228375939088943","0.2612864277934"
"middle vocational","2013","16-34 Jahre alt","maennlich","1403","0.43388776737464","0.417554595437287","0.450220939311993"
"middle vocational","2013","16-34 Jahre alt","weiblich","1870","0.441599542419463","0.427045474956679","0.456153609882248"
"middle vocational","2013","35-65 Jahre alt","maennlich","3774","0.514801354785134","0.503866015521409","0.525736694048858"
"middle vocational","2013","35-65 Jahre alt","weiblich","4582","0.527796282244795","0.517827487950674","0.537765076538915"
"middle vocational","2013","66 und älter","maennlich","1202","0.515624869269824","0.495900214927267","0.535349523612381"
"middle vocational","2013","66 und älter","weiblich","1399","0.541000292955218","0.521930152134636","0.5600704337758"
"vocational + Abi","2013","16-34 Jahre alt","maennlich","222","0.0711571375891386","0.0626846504167331","0.079629624761544"
"vocational + Abi","2013","16-34 Jahre alt","weiblich","390","0.0996946942733525","0.0909140148569536","0.108475373689751"
"vocational + Abi","2013","35-65 Jahre alt","maennlich","577","0.0720495927101723","0.066392011723966","0.0777071736963787"
"vocational + Abi","2013","35-65 Jahre alt","weiblich","1056","0.0867196979465493","0.0811000941963735","0.0923393016967251"
"vocational + Abi","2013","66 und älter","maennlich","57","0.0262256355729296","0.0199183319968821","0.0325329391489772"
"vocational + Abi","2013","66 und älter","weiblich","72","0.0325290406435565","0.0257400760750181","0.0393180052120949"
"higher vocational","2013","16-34 Jahre alt","maennlich","92","0.0316676761630892","0.0258966788339605","0.0374386734922179"
"higher vocational","2013","16-34 Jahre alt","weiblich","66","0.0212237344631399","0.0169994825439247","0.0254479863823551"
"higher vocational","2013","35-65 Jahre alt","maennlich","739","0.0972732653753906","0.0907894964189426","0.103757034331839"
"higher vocational","2013","35-65 Jahre alt","weiblich","483","0.0560034903503398","0.0514121708901811","0.0605948098104984"
"higher vocational","2013","66 und älter","maennlich","247","0.111045589292933","0.0986450105049046","0.123446168080962"
"higher vocational","2013","66 und älter","weiblich","108","0.0407501045591549","0.0331838806435979","0.0483163284747118"
"higher education","2013","16-34 Jahre alt","maennlich","453","0.163650687634374","0.151458452479182","0.175842922789566"
"higher education","2013","16-34 Jahre alt","weiblich","669","0.186070998107669","0.174665091822134","0.197476904393204"
"higher education","2013","35-65 Jahre alt","maennlich","2216","0.242973920292708","0.23358992282049","0.252357917764926"
"higher education","2013","35-65 Jahre alt","weiblich","2363","0.211166365293699","0.203016510848869","0.219316219738528"
"higher education","2013","66 und älter","maennlich","780","0.264108369259696","0.246708356426347","0.281508382093045"
"higher education","2013","66 und älter","weiblich","398","0.124156562354866","0.111536920623811","0.13677620408592"
"in school","2014","16-34 Jahre alt","maennlich","429","0.0921230062523655","0.0818171766405994","0.102428835864132"
"in school","2014","16-34 Jahre alt","weiblich","456","0.0897747506074933","0.0804959615468351","0.0990535396681515"
"in school","2014","35-65 Jahre alt","maennlich","","","",""
"in school","2014","35-65 Jahre alt","weiblich","","","",""
"in school","2014","66 und älter","maennlich","","","",""
"in school","2014","66 und älter","weiblich","","","",""
"inadequately","2014","16-34 Jahre alt","maennlich","69","0.0181917004781981","0.013429195973675","0.0229542049827212"
"inadequately","2014","16-34 Jahre alt","weiblich","94","0.0206344038649262","0.016020079246215","0.0252487284836373"
"inadequately","2014","35-65 Jahre alt","maennlich","125","0.014270966400978","0.0114899203174502","0.0170520124845057"
"inadequately","2014","35-65 Jahre alt","weiblich","168","0.0184909195622923","0.0156288234657189","0.0213530156588658"
"inadequately","2014","66 und älter","maennlich","","","",""
"inadequately","2014","66 und älter","weiblich","31","0.0141645515527122","0.00957984666489791","0.0187492564405265"
"general elemantary","2014","16-34 Jahre alt","maennlich","654","0.185822539875848","0.171961553552721","0.199683526198974"
"general elemantary","2014","16-34 Jahre alt","weiblich","656","0.128922402163081","0.118044819916038","0.139799984410123"
"general elemantary","2014","35-65 Jahre alt","maennlich","466","0.0642555852178919","0.0585059964574889","0.0700051739782949"
"general elemantary","2014","35-65 Jahre alt","weiblich","768","0.100500787771055","0.0941131111391308","0.106888464402979"
"general elemantary","2014","66 und älter","maennlich","145","0.0694585976890181","0.0593586608008083","0.079558534577228"
"general elemantary","2014","66 und älter","weiblich","555","0.226168653802972","0.209937584894353","0.24239972271159"
"middle vocational","2014","16-34 Jahre alt","maennlich","1212","0.425003827631367","0.407387543796983","0.442620111465751"
"middle vocational","2014","16-34 Jahre alt","weiblich","1513","0.429376912940991","0.413309950702881","0.4454438751791"
"middle vocational","2014","35-65 Jahre alt","maennlich","3279","0.497483314542376","0.485759546363843","0.509207082720909"
"middle vocational","2014","35-65 Jahre alt","weiblich","4028","0.510731580895057","0.500111501967115","0.521351659822998"
"middle vocational","2014","66 und älter","maennlich","1198","0.517524750967953","0.497673362591171","0.537376139344735"
"middle vocational","2014","66 und älter","weiblich","1390","0.553078559981363","0.533789246885758","0.572367873076967"
"vocational + Abi","2014","16-34 Jahre alt","maennlich","204","0.088761032749302","0.0786262903033251","0.0988957751952788"
"vocational + Abi","2014","16-34 Jahre alt","weiblich","300","0.093759760298918","0.084298049399128","0.103221471198708"
"vocational + Abi","2014","35-65 Jahre alt","maennlich","493","0.06990966977826","0.063930596041742","0.075888743514778"
"vocational + Abi","2014","35-65 Jahre alt","weiblich","930","0.0905333681778302","0.0844372199331089","0.0966295164225515"
"vocational + Abi","2014","66 und älter","maennlich","58","0.0281610401222079","0.0215888623467366","0.0347332178976791"
"vocational + Abi","2014","66 und älter","weiblich","73","0.0348514570080037","0.0277357950954697","0.0419671189205377"
"higher vocational","2014","16-34 Jahre alt","maennlich","78","0.0260004894256155","0.0203295431574972","0.0316714356937338"
"higher vocational","2014","16-34 Jahre alt","weiblich","53","0.0196321622154974","0.0151289921014088","0.0241353323295861"
"higher vocational","2014","35-65 Jahre alt","maennlich","665","0.102989455899268","0.0958626016805428","0.110116310117993"
"higher vocational","2014","35-65 Jahre alt","weiblich","458","0.0583392053853423","0.0533597104483828","0.0633187003223019"
"higher vocational","2014","66 und älter","maennlich","244","0.111346263635062","0.0988496623401114","0.123842864930013"
"higher vocational","2014","66 und älter","weiblich","102","0.0372003489542939","0.0298577598590114","0.0445429380495763"
"higher education","2014","16-34 Jahre alt","maennlich","379","0.164097403587304","0.150899222179858","0.17729558499475"
"higher education","2014","16-34 Jahre alt","weiblich","574","0.217899607909094","0.204499779561959","0.231299436256229"
"higher education","2014","35-65 Jahre alt","maennlich","1959","0.251091008161226","0.240923071736483","0.261258944585969"
"higher education","2014","35-65 Jahre alt","weiblich","2159","0.221404138208424","0.212583363939029","0.230224912477819"
"higher education","2014","66 und älter","maennlich","770","0.264879592250252","0.247349213738493","0.282409970762011"
"higher education","2014","66 und älter","weiblich","401","0.134536428700656","0.121297522664223","0.147775334737088"
"in school","2015","16-34 Jahre alt","maennlich","355","0.0752404388129175","0.0659065958813515","0.0845742817444835"
"in school","2015","16-34 Jahre alt","weiblich","423","0.0851357944362886","0.0761127346751116","0.0941588541974655"
"in school","2015","35-65 Jahre alt","maennlich","","","",""
"in school","2015","35-65 Jahre alt","weiblich","","","",""
"in school","2015","66 und älter","maennlich","","","",""
"in school","2015","66 und älter","weiblich","","","",""
"inadequately","2015","16-34 Jahre alt","maennlich","76","0.0165047300213287","0.0119964512446123","0.021013008798045"
"inadequately","2015","16-34 Jahre alt","weiblich","109","0.0208774347683621","0.0162549390579826","0.0254999304787416"
"inadequately","2015","35-65 Jahre alt","maennlich","132","0.0149941735159633","0.0121181107779253","0.0178702362540014"
"inadequately","2015","35-65 Jahre alt","weiblich","178","0.0194638281472155","0.0164935746252657","0.0224340816691653"
"inadequately","2015","66 und älter","maennlich","","","",""
"inadequately","2015","66 und älter","weiblich","30","0.0146302513985697","0.00995721704870352","0.0193032857484359"
"general elemantary","2015","16-34 Jahre alt","maennlich","657","0.189639262518553","0.175767752567901","0.203510772469205"
"general elemantary","2015","16-34 Jahre alt","weiblich","619","0.127476045758487","0.116693473170924","0.138258618346049"
"general elemantary","2015","35-65 Jahre alt","maennlich","467","0.061720048981707","0.0560250055708141","0.0674150923925999"
"general elemantary","2015","35-65 Jahre alt","weiblich","714","0.0950954287979786","0.0887883422480097","0.101402515347947"
"general elemantary","2015","66 und älter","maennlich","135","0.0711262938614575","0.06086000985803","0.0813925778648849"
"general elemantary","2015","66 und älter","weiblich","531","0.222246430569541","0.20606518793104","0.238427673208043"
"middle vocational","2015","16-34 Jahre alt","maennlich","1180","0.403045063104572","0.385688329797314","0.42040179641183"
"middle vocational","2015","16-34 Jahre alt","weiblich","1465","0.415511600989049","0.399578550072899","0.431444651905198"
"middle vocational","2015","35-65 Jahre alt","maennlich","3163","0.495873453198229","0.48404105156404","0.507705854832418"
"middle vocational","2015","35-65 Jahre alt","weiblich","3886","0.505045041969494","0.494295363494237","0.515794720444751"
"middle vocational","2015","66 und älter","maennlich","1171","0.508742013105023","0.488774523642178","0.528709502567868"
"middle vocational","2015","66 und älter","weiblich","1384","0.553453617780758","0.534105114772064","0.572802120789453"
"vocational + Abi","2015","16-34 Jahre alt","maennlich","222","0.0857369482559625","0.0758299974065824","0.0956438991053426"
"vocational + Abi","2015","16-34 Jahre alt","weiblich","325","0.0996138412970893","0.0899312039037316","0.109296478690447"
"vocational + Abi","2015","35-65 Jahre alt","maennlich","531","0.0726544250483875","0.0665115804774727","0.0787972696193023"
"vocational + Abi","2015","35-65 Jahre alt","weiblich","953","0.0942249386050464","0.0879437665438966","0.100506110666196"
"vocational + Abi","2015","66 und älter","maennlich","64","0.0313345484886262","0.0243760029211051","0.0382930940561473"
"vocational + Abi","2015","66 und älter","weiblich","75","0.0365681381909212","0.0292628829656409","0.0438733934162016"
"higher vocational","2015","16-34 Jahre alt","maennlich","79","0.0355693411212897","0.0290155314092824","0.0421231508332971"
"higher vocational","2015","16-34 Jahre alt","weiblich","48","0.0186614121627386","0.01428617992897","0.0230366443965072"
"higher vocational","2015","35-65 Jahre alt","maennlich","631","0.101621690155688","0.0944711224126046","0.108772257898771"
"higher vocational","2015","35-65 Jahre alt","weiblich","436","0.0600649308155319","0.0549562708540963","0.0651735907769675"
"higher vocational","2015","66 und älter","maennlich","242","0.112317514889664","0.0997058501255046","0.124929179653824"
"higher vocational","2015","66 und älter","weiblich","105","0.0375124879474691","0.0301171342034179","0.0449078416915203"
"higher education","2015","16-34 Jahre alt","maennlich","499","0.194264216165377","0.180264696199173","0.208263736131581"
"higher education","2015","16-34 Jahre alt","weiblich","686","0.232723870587986","0.219061825050672","0.2463859161253"
"higher education","2015","35-65 Jahre alt","maennlich","1935","0.253136209100025","0.242846205471572","0.263426212728478"
"higher education","2015","35-65 Jahre alt","weiblich","2143","0.226105831664734","0.217112010493715","0.235099652835753"
"higher education","2015","66 und älter","maennlich","783","0.270254643568827","0.252517156077099","0.287992131060555"
"higher education","2015","66 und älter","weiblich","411","0.13558907411274","0.122264727006481","0.148913421219"
"in school","2016","16-34 Jahre alt","maennlich","434","0.0742407498094621","0.0663178591638224","0.0821636404551018"
"in school","2016","16-34 Jahre alt","weiblich","472","0.0828854170112974","0.0744150593384409","0.0913557746841538"
"in school","2016","35-65 Jahre alt","maennlich","","","",""
"in school","2016","35-65 Jahre alt","weiblich","","","",""
"in school","2016","66 und älter","maennlich","","","",""
"in school","2016","66 und älter","weiblich","","","",""
"inadequately","2016","16-34 Jahre alt","maennlich","627","0.0281676904980249","0.0231675208023648","0.033167860193685"
"inadequately","2016","16-34 Jahre alt","weiblich","451","0.0197929696223565","0.0155137431454038","0.0240721960993092"
"inadequately","2016","35-65 Jahre alt","maennlich","479","0.0155722343119796","0.012723794801392","0.0184206738225672"
"inadequately","2016","35-65 Jahre alt","weiblich","427","0.0186684320928092","0.0157623411086422","0.0215745230769762"
"inadequately","2016","66 und älter","maennlich","","","",""
"inadequately","2016","66 und älter","weiblich","41","0.0168346095048223","0.0117403640886233","0.0219288549210213"
"general elemantary","2016","16-34 Jahre alt","maennlich","892","0.184558326947755","0.172834302098525","0.196282351796985"
"general elemantary","2016","16-34 Jahre alt","weiblich","722","0.135353316121249","0.124843268673159","0.14586336356934"
"general elemantary","2016","35-65 Jahre alt","maennlich","599","0.0605411576976768","0.0550545507508118","0.0660277646445418"
"general elemantary","2016","35-65 Jahre alt","weiblich","743","0.0944978958460203","0.0882172659634776","0.100778525728563"
"general elemantary","2016","66 und älter","maennlich","129","0.0766768560899621","0.0658799398741007","0.0874737723058236"
"general elemantary","2016","66 und älter","weiblich","500","0.219711426371574","0.203316140472979","0.23610671227017"
"middle vocational","2016","16-34 Jahre alt","maennlich","1283","0.400567949558187","0.385759092689686","0.415376806426688"
"middle vocational","2016","16-34 Jahre alt","weiblich","1366","0.414350465109099","0.399216466033532","0.429484464184666"
"middle vocational","2016","35-65 Jahre alt","maennlich","3086","0.494361429348242","0.482859200708277","0.505863657988207"
"middle vocational","2016","35-65 Jahre alt","weiblich","3698","0.489875935646261","0.479142756981337","0.500609114311185"
"middle vocational","2016","66 und älter","maennlich","1117","0.508710319140237","0.488424394097922","0.528996244182552"
"middle vocational","2016","66 und älter","weiblich","1318","0.549348211136532","0.529646250101147","0.569050172171918"
"vocational + Abi","2016","16-34 Jahre alt","maennlich","235","0.0889090664662974","0.0803077021196041","0.0975104308129907"
"vocational + Abi","2016","16-34 Jahre alt","weiblich","307","0.099908704348375","0.0906958155152014","0.109121593181549"
"vocational + Abi","2016","35-65 Jahre alt","maennlich","547","0.0792934875175074","0.0730773734339231","0.0855096016010917"
"vocational + Abi","2016","35-65 Jahre alt","weiblich","924","0.100382917884281","0.0939307426409686","0.106835093127594"
"vocational + Abi","2016","66 und älter","maennlich","54","0.0273326007094415","0.0207163282676586","0.0339488731512244"
"vocational + Abi","2016","66 und älter","weiblich","76","0.0407087178785466","0.0328837239377519","0.0485337118193412"
"higher vocational","2016","16-34 Jahre alt","maennlich","68","0.0378191788084168","0.0320541981827319","0.0435841594341017"
"higher vocational","2016","16-34 Jahre alt","weiblich","47","0.0207814843718077","0.0163989132038946","0.0251640555397207"
"higher vocational","2016","35-65 Jahre alt","maennlich","566","0.0972680932068201","0.0904509219126464","0.104085264500994"
"higher vocational","2016","35-65 Jahre alt","weiblich","404","0.0600987680975729","0.0549958183153929","0.0652017178797529"
"higher vocational","2016","66 und älter","maennlich","229","0.102277409897705","0.0899817551736914","0.114573064621719"
"higher vocational","2016","66 und älter","weiblich","100","0.0376711466326506","0.0301318432064114","0.0452104500588899"
"higher education","2016","16-34 Jahre alt","maennlich","667","0.185737037911857","0.173984137536216","0.197489938287498"
"higher education","2016","16-34 Jahre alt","weiblich","705","0.226927643415815","0.214059832813449","0.239795454018181"
"higher education","2016","35-65 Jahre alt","maennlich","1979","0.252946495866716","0.242945809756153","0.26294718197728"
"higher education","2016","35-65 Jahre alt","weiblich","2135","0.236472016894029","0.227348763085105","0.245595270702954"
"higher education","2016","66 und älter","maennlich","790","0.278991713848056","0.260792337667815","0.297191090028298"
"higher education","2016","66 und älter","weiblich","415","0.135725888475874","0.122163938202686","0.149287838749061"
"in school","2017","16-34 Jahre alt","maennlich","455","0.0817557547175634","0.0740934894073178","0.0894180200278091"
"in school","2017","16-34 Jahre alt","weiblich","491","0.0871662523472326","0.0790708423070229","0.0952616623874423"
"in school","2017","35-65 Jahre alt","maennlich","","","",""
"in school","2017","35-65 Jahre alt","weiblich","","","",""
"in school","2017","66 und älter","maennlich","","","",""
"in school","2017","66 und älter","weiblich","","","",""
"inadequately","2017","16-34 Jahre alt","maennlich","822","0.0328625839931737","0.0278770250042076","0.0378481429821398"
"inadequately","2017","16-34 Jahre alt","weiblich","644","0.0284643171360804","0.0236917880601774","0.0332368462119834"
"inadequately","2017","35-65 Jahre alt","maennlich","598","0.0211287786822241","0.0180021022621597","0.0242554551022886"
"inadequately","2017","35-65 Jahre alt","weiblich","537","0.023218259515497","0.0201613411176877","0.0262751779133063"
"inadequately","2017","66 und älter","maennlich","","","",""
"inadequately","2017","66 und älter","weiblich","56","0.0147784698405364","0.0101133456335059","0.0194435940475669"
"general elemantary","2017","16-34 Jahre alt","maennlich","976","0.164266677267304","0.153905060926725","0.174628293607884"
"general elemantary","2017","16-34 Jahre alt","weiblich","845","0.142596329161642","0.13256136877919","0.152631289544094"
"general elemantary","2017","35-65 Jahre alt","maennlich","715","0.068676513915993","0.0631781008917276","0.0741749269402583"
"general elemantary","2017","35-65 Jahre alt","weiblich","844","0.0987261834623911","0.092671174360803","0.104781192563979"
"general elemantary","2017","66 und älter","maennlich","138","0.0773635208151876","0.0668570775595524","0.0878699640708227"
"general elemantary","2017","66 und älter","weiblich","493","0.208602771311124","0.192894122562937","0.224311420059312"
"middle vocational","2017","16-34 Jahre alt","maennlich","1516","0.401734961489711","0.388025021991225","0.415444900988197"
"middle vocational","2017","16-34 Jahre alt","weiblich","1514","0.390622902095133","0.376620880750194","0.404624923440072"
"middle vocational","2017","35-65 Jahre alt","maennlich","3345","0.482118625368035","0.471254992959836","0.492982257776234"
"middle vocational","2017","35-65 Jahre alt","weiblich","4094","0.484495925061231","0.474351408287682","0.49464044183478"
"middle vocational","2017","66 und älter","maennlich","1191","0.504443743127864","0.484781858336545","0.524105627919182"
"middle vocational","2017","66 und älter","weiblich","1389","0.558294025588232","0.539094979273066","0.577493071903399"
"vocational + Abi","2017","16-34 Jahre alt","maennlich","265","0.0930709898880521","0.0849461890225816","0.101195790753523"
"vocational + Abi","2017","16-34 Jahre alt","weiblich","334","0.0940019387539139","0.0856266293528354","0.102377248154992"
"vocational + Abi","2017","35-65 Jahre alt","maennlich","582","0.0744902442129525","0.0687817290272886","0.0801987593986164"
"vocational + Abi","2017","35-65 Jahre alt","weiblich","1039","0.102221318378754","0.0960720190716802","0.108370617685828"
"vocational + Abi","2017","66 und älter","maennlich","58","0.0281871077843566","0.0216784883079369","0.0346957272607762"
"vocational + Abi","2017","66 und älter","weiblich","82","0.0420221584726751","0.0342650754553118","0.0497792414900385"
"higher vocational","2017","16-34 Jahre alt","maennlich","78","0.0376676631908932","0.0323433230660323","0.0429920033157542"
"higher vocational","2017","16-34 Jahre alt","weiblich","50","0.0179104062922895","0.0141041581880331","0.0217166543965458"
"higher vocational","2017","35-65 Jahre alt","maennlich","626","0.0930917440113469","0.0867746080785831","0.0994088799441108"
"higher vocational","2017","35-65 Jahre alt","weiblich","443","0.0568097346136409","0.0521109960245252","0.0615084732027566"
"higher vocational","2017","66 und älter","maennlich","245","0.105590320795226","0.0935051554918404","0.117675486098611"
"higher vocational","2017","66 und älter","weiblich","104","0.0376794841024807","0.0303175169453018","0.0450414512596596"
"higher education","2017","16-34 Jahre alt","maennlich","800","0.188641369453302","0.177700702134333","0.199582036772271"
"higher education","2017","16-34 Jahre alt","weiblich","786","0.239237854213709","0.226994280036519","0.251481428390898"
"higher education","2017","35-65 Jahre alt","maennlich","2258","0.260483873007269","0.250941701764744","0.270026044249795"
"higher education","2017","35-65 Jahre alt","weiblich","2363","0.234519634368357","0.225919071378514","0.2431201973582"
"higher education","2017","66 und älter","maennlich","831","0.27629324247002","0.258708389528495","0.293878095411545"
"higher education","2017","66 und älter","weiblich","446","0.138623090684951","0.125263414526261","0.151982766843642"
"in school","2018","16-34 Jahre alt","maennlich","414","0.0734628235768906","0.065586663492214","0.0813389836615673"
"in school","2018","16-34 Jahre alt","weiblich","377","0.0796814607999248","0.0713904049041817","0.0879725166956679"
"in school","2018","35-65 Jahre alt","maennlich","","","",""
"in school","2018","35-65 Jahre alt","weiblich","","","",""
"in school","2018","66 und älter","maennlich","","","",""
"in school","2018","66 und älter","weiblich","","","",""
"inadequately","2018","16-34 Jahre alt","maennlich","595","0.0322441429547972","0.0269113143636825","0.0375769715459119"
"inadequately","2018","16-34 Jahre alt","weiblich","505","0.0302416907341212","0.0249984849561963","0.0354848965120461"
"inadequately","2018","35-65 Jahre alt","maennlich","533","0.0194484934076094","0.0163316727882778","0.0225653140269411"
"inadequately","2018","35-65 Jahre alt","weiblich","484","0.0270007775491208","0.0235985830800239","0.0304029720182177"
"inadequately","2018","66 und älter","maennlich","","","",""
"inadequately","2018","66 und älter","weiblich","41","0.0128020758471271","0.00846668553685578","0.0171374661573985"
"general elemantary","2018","16-34 Jahre alt","maennlich","860","0.15909021006647","0.148048261153601","0.170132158979339"
"general elemantary","2018","16-34 Jahre alt","weiblich","769","0.130112426450655","0.119812050754048","0.140412802147263"
"general elemantary","2018","35-65 Jahre alt","maennlich","671","0.0735222846982687","0.06763167013759","0.0794128992589474"
"general elemantary","2018","35-65 Jahre alt","weiblich","773","0.0871813012088023","0.0812599790596811","0.0931026233579235"
