year,quintil_oecd,sampreg,pgisced97,proportion,n,lower_confidence,upper_confidence
1989,5. Quintil,Westdeutschland,higher education,0.011030199186121225,12393,0.009191329137277236,0.012869069234965214
1989,4. Quintil,Westdeutschland,general elemantary,0.010494752623688156,12393,0.00870058506222348,0.012288920185152832
1989,1. Quintil,Westdeutschland,vocational + Abi,0.010280573998714928,12393,0.00850461647028753,0.012056531527142325
1989,1. Quintil,Westdeutschland,higher education,0.010066395373741701,12393,0.008308844632594584,0.011823946114888819
1989,2. Quintil,Westdeutschland,vocational + Abi,0.00835296637395588,12393,0.006750581740166418,0.009955351007745342
1989,4. Quintil,Westdeutschland,higher vocational,0.007174983936603127,12393,0.005688998104260719,0.008660969768945535
1989,3. Quintil,Westdeutschland,vocational + Abi,0.007174983936603127,12393,0.005688998104260719,0.008660969768945535
1989,3. Quintil,Westdeutschland,inadequately,0.006532448061683444,12393,0.005114100479393656,0.00795079564397323
1989,1. Quintil,Westdeutschland,in school,0.0043906618119511675,12393,0.0032265965726580447,0.005554727051244291
1989,4. Quintil,Westdeutschland,vocational + Abi,0.0034268579995716426,12393,0.002397964341831856,0.004455751657311429
1989,5. Quintil,Westdeutschland,higher vocational,0.003212679374598415,12393,0.002216350328408726,0.004209008420788104
1989,2. Quintil,Westdeutschland,in school,0.00278432212465196,12393,0.0018565909840415,0.0037120532652624195
1989,5. Quintil,Westdeutschland,general elemantary,0.0017134289997858213,12393,0.0009852661505183593,0.0024415918490532833
1989,4. Quintil,Westdeutschland,inadequately,0.0016063396872992076,12393,0.0009012612252243159,0.0023114181493740994
1989,5. Quintil,Westdeutschland,vocational + Abi,0.0016063396872992076,12393,0.0009012612252243159,0.0023114181493740994
1989,3. Quintil,Westdeutschland,in school,0.00139216106232598,12393,0.000735698334129398,0.0020486237905225618
1989,4. Quintil,Westdeutschland,in school,0.0005354465624330692,12393,0.0001281510622631179,0.0009427420626030204
1989,5. Quintil,Westdeutschland,in school,0.0003212679374598415,12393,5.744397762750869e-06,0.0006367914771569321
1989,5. Quintil,Westdeutschland,inadequately,0.00010708931248661383,12393,-7.509780152052323e-05,0.0002892764264937509
1990,-6,Ostdeutschland,middle vocational,0.1875834445927904,18165,0.18190636470098923,0.19326052448459155
1990,1. Quintil,Westdeutschland,middle vocational,0.10977599762646492,18165,0.10522986903100318,0.11432212622192667
1990,2. Quintil,Westdeutschland,middle vocational,0.10732828957128022,18165,0.10282695431262555,0.1118296248299349
1990,1. Quintil,Westdeutschland,general elemantary,0.08945260347129506,18165,0.08530223991224092,0.0936029670303492
1990,-6,Ostdeutschland,higher education,0.07357958759827919,18165,0.06978275803253406,0.07737641716402432
1990,3. Quintil,Westdeutschland,middle vocational,0.07120605251446373,18165,0.06746618244937852,0.07494592257954893
1990,2. Quintil,Westdeutschland,general elemantary,0.05281115561489393,18165,0.049558639231039994,0.05606367199874787
1990,4. Quintil,Westdeutschland,middle vocational,0.03575137219997033,18165,0.03305127596831043,0.03845146843163023
1990,-6,Ostdeutschland,general elemantary,0.0354546803144934,18165,0.032765397502454996,0.0381439631265318
1990,1. Quintil,Westdeutschland,inadequately,0.026850615635662364,18165,0.024499872101460922,0.029201359169863807
1990,3. Quintil,Westdeutschland,general elemantary,0.02551550215101617,18165,0.02322237626181315,0.02780862804021919
1990,-6,Ostdeutschland,higher vocational,0.01898828067052366,18165,0.017003473641450863,0.02097308769959646
1990,3. Quintil,Westdeutschland,higher education,0.013276961875092716,18165,0.011612455900004844,0.014941467850180587
1990,4. Quintil,Westdeutschland,higher education,0.01312861593235425,18165,0.011473310577131685,0.014783921287576817
1990,2. Quintil,Westdeutschland,inadequately,0.01290609701824655,18165,0.011264694604653888,0.014547499431839212
1990,5. Quintil,Westdeutschland,middle vocational,0.011867675419077288,18165,0.010292863281260209,0.013442487556894367
1990,2. Quintil,Westdeutschland,higher education,0.010755080848538793,18165,0.009255060591056734,0.012255101106020853
1990,2. Quintil,Westdeutschland,higher vocational,0.009790832220738763,18165,0.008358935660168331,0.011222728781309196
1990,1. Quintil,Westdeutschland,higher vocational,0.00949414033526183,18165,0.008083894849444696,0.010904385821078964
1990,3. Quintil,Westdeutschland,higher vocational,0.009419967363892598,18165,0.00801518885634478,0.010824745871440417
1990,5. Quintil,Westdeutschland,higher education,0.009049102507046432,18165,0.007671997073488629,0.010426207940604237
1990,4. Quintil,Westdeutschland,general elemantary,0.008455718736092568,18165,0.0071241312915570724,0.009787306180628064
1990,4. Quintil,Westdeutschland,higher vocational,0.006527221480492508,18165,0.005356157749024746,0.0076982852119602705
1990,1. Quintil,Westdeutschland,vocational + Abi,0.006304702566384809,18165,0.005153644350638954,0.0074557607821306646
1990,2. Quintil,Westdeutschland,vocational + Abi,0.006304702566384809,18165,0.005153644350638954,0.0074557607821306646
1990,-6,Ostdeutschland,vocational + Abi,0.005933837709538644,18165,0.004816938849309513,0.007050736569767775
1990,1. Quintil,Westdeutschland,higher education,0.005637145824061712,18165,0.004548365030617711,0.0067259266175057125
1990,3. Quintil,Westdeutschland,vocational + Abi,0.0045987242248924495,18165,0.003614812467827885,0.005582635981957014
1990,3. Quintil,Westdeutschland,inadequately,0.0045987242248924495,18165,0.003614812467827885,0.005582635981957014
1990,4. Quintil,Westdeutschland,vocational + Abi,0.0031894377688770213,18165,0.0023694606151300557,0.004009414922623987
1990,5. Quintil,Westdeutschland,higher vocational,0.002892745883400089,18165,0.002111721756049013,0.0036737700107511654
1990,1. Quintil,Westdeutschland,in school,0.002447708055184691,18165,0.0017291100385673495,0.003166306071802032
1990,2. Quintil,Westdeutschland,in school,0.0017801513128615932,18165,0.0011671238507184225,0.0023931787750047636
1990,4. Quintil,Westdeutschland,inadequately,0.001409286456015428,18165,0.0008637399598332056,0.0019548329521976503
1990,3. Quintil,Westdeutschland,in school,0.001409286456015428,18165,0.0008637399598332056,0.0019548329521976503
1990,5. Quintil,Westdeutschland,general elemantary,0.001409286456015428,18165,0.0008637399598332056,0.0019548329521976503
1990,5. Quintil,Westdeutschland,vocational + Abi,0.0011867675419077288,18165,0.0006860839677014972,0.0016874511161139604
1990,-6,Ostdeutschland,inadequately,0.0008159026850615635,18165,0.0004006807308382641,0.001231124639284863
1990,4. Quintil,Westdeutschland,in school,0.0005192107995846313,18165,0.00018792909327469118,0.0008504925058945715
1990,5. Quintil,Westdeutschland,in school,0.00037086485684616525,18165,9.085993597147214e-05,0.0006508697777208583
1990,5. Quintil,Westdeutschland,inadequately,0.0001483459427384661,18165,-2.8764427689300856e-05,0.0003254563131662331
1990,-6,Ostdeutschland,in school,7.417297136923305e-05,18165,-5.106761774270117e-05,0.00019941356048116727
1991,-6,Ostdeutschland,middle vocational,0.1784333055281717,17756,0.17280156190192064,0.18406504915442273
1991,2. Quintil,Westdeutschland,middle vocational,0.10290437552134678,17756,0.09843527839599597,0.10737347264669758
1991,1. Quintil,Westdeutschland,middle vocational,0.08993705922499431,17756,0.08572893492683777,0.09414518352315086
1991,3. Quintil,Westdeutschland,middle vocational,0.08265716235686661,17756,0.07860684002716803,0.0867074846865652
1991,1. Quintil,Westdeutschland,general elemantary,0.07681807841055585,17756,0.07290103063693641,0.08073512618417529
1991,-6,Ostdeutschland,higher education,0.07234397512701904,17756,0.06853350841325456,0.07615444184078352
1991,2. Quintil,Westdeutschland,general elemantary,0.05270342003488284,17756,0.04941682732896177,0.05599001274080391
1991,4. Quintil,Westdeutschland,middle vocational,0.052020929703495866,17756,0.04875451040775283,0.0552873489992389
