"pgisced97","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"vocational + Abi","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1291","0.0976964513004172","0.0924676964519245","0.10292520614891"
"vocational + Abi","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","180","0.0549152742556699","0.0470281982748982","0.0628023502364416"
"vocational + Abi","2016","66 und älter","Westdeutschland, alte Bundeslaender","117","0.0400264677695363","0.0336187716649072","0.0464341638741654"
"vocational + Abi","2016","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","96","0.0312060515772861","0.0270806740204079","0.0353314291341643"
"higher vocational","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","734","0.0734640777512563","0.0688694408149781","0.0780587146875344"
"higher vocational","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","236","0.101919019710452","0.0914448539534136","0.112393185467491"
"higher vocational","2016","66 und älter","Westdeutschland, alte Bundeslaender","214","0.0571415824072088","0.0495540944196074","0.0647290703948102"
"higher vocational","2016","66 und älter","Ostdeutschland, neue Bundeslaender","115","0.109190850099821","0.0914560895588882","0.126925610640754"
"higher education","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1144","0.205977652724158","0.196382431390837","0.215572874057479"
"higher education","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","228","0.203733167666944","0.183016258366112","0.224450076967776"
"higher education","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3255","0.246586134790066","0.238995402343963","0.254176867236168"
"higher education","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","859","0.236405541384245","0.221696164207387","0.251114918561103"
"higher education","2016","66 und älter","Westdeutschland, alte Bundeslaender","813","0.181322427821308","0.168727930079886","0.193916925562729"
"higher education","2016","66 und älter","Ostdeutschland, neue Bundeslaender","392","0.282752460428625","0.257144346067507","0.308360574789742"
"in school","2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","800","0.0876077261664677","0.08142320026322","0.0937922520697154"
"in school","2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","146","0.0680292345476792","0.0554859420496481","0.0805725270457104"
"in school","2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2017","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","2017","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1253","0.0300632913754161","0.0263279149786757","0.0337986677721565"
"inadequately","2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","213","0.034183019948588","0.0251316306272897","0.0432344092698862"
"inadequately","2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1001","0.0252479022902194","0.0226393822150883","0.0278564223653505"
"inadequately","2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","134","0.00798749291079945","0.00506178455822773","0.0109132012633712"
"inadequately","2017","66 und älter","Westdeutschland, alte Bundeslaender","72","0.0129595427940386","0.00936874513211963","0.0165503404559575"
"inadequately","2017","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1546","0.155875273215853","0.147940466832176","0.163810079599531"
"general elemantary","2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","275","0.143634136149921","0.126163001136163","0.161105271163679"
"general elemantary","2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1379","0.0930597358542114","0.0882290956337094","0.0978903760747134"
"general elemantary","2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","180","0.0403051176851332","0.0338409308397919","0.0467693045304745"
"general elemantary","2017","66 und älter","Westdeutschland, alte Bundeslaender","548","0.163734357505264","0.15198617583167","0.175482539178857"
"general elemantary","2017","66 und älter","Ostdeutschland, neue Bundeslaender","83","0.0857619328271152","0.0701954872697059","0.101328378384524"
"middle vocational","2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2494","0.386062252713947","0.375412604857856","0.396711900570037"
"middle vocational","2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","536","0.448287210789494","0.423513143487792","0.473061278091196"
"middle vocational","2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","5601","0.464908880814861","0.456615487994081","0.473202273635641"
"middle vocational","2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1838","0.568067870541637","0.551787095204175","0.584348645879099"
"middle vocational","2017","66 und älter","Westdeutschland, alte Bundeslaender","1955","0.540513530084632","0.524691279248293","0.556335780920971"
"middle vocational","2017","66 und älter","Ostdeutschland, neue Bundeslaender","625","0.504812210512404","0.477017483313011","0.532606937711797"
"vocational + Abi","2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","486","0.0935457513375299","0.0871758986709381","0.0999156040041216"
"vocational + Abi","2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","113","0.0933831570856115","0.0788884721222506","0.107877842048972"
"vocational + Abi","2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1408","0.0953411097874985","0.0904577696745939","0.100224449900403"
"vocational + Abi","2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","213","0.0559158570807337","0.0483642382710713","0.0634674758903962"
"vocational + Abi","2017","66 und älter","Westdeutschland, alte Bundeslaender","123","0.0407992541830037","0.0345185334598019","0.0470799749062055"
"vocational + Abi","2017","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","107","0.0300341277434476","0.0263005074538227","0.0337677480330726"
"higher vocational","2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","800","0.0701238901115666","0.0658778901192219","0.0743698901039113"
"higher vocational","2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","269","0.0975214159083404","0.0877707187894353","0.107272113027246"
"higher vocational","2017","66 und älter","Westdeutschland, alte Bundeslaender","238","0.0592648558219703","0.051768314881445","0.0667613967624957"
"higher vocational","2017","66 und älter","Ostdeutschland, neue Bundeslaender","111","0.109217955366694","0.0918781078156588","0.12655780291773"
"higher education","2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1342","0.216811577447339","0.20779755213714","0.225825602757538"
"higher education","2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","244","0.193712385995852","0.174025079513207","0.213399692478498"
"higher education","2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3699","0.251306816413891","0.244094271716417","0.258519361111365"
"higher education","2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","922","0.230202245873356","0.216366253533748","0.244038238212963"
"higher education","2017","66 und älter","Westdeutschland, alte Bundeslaender","875","0.182728459611092","0.170459297602659","0.194997621619524"
"higher education","2017","66 und älter","Ostdeutschland, neue Bundeslaender","402","0.281951646829732","0.256938018659626","0.306965274999839"
"in school","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","655","0.0723118533390055","0.0661975116924936","0.0784261949855173"
"in school","2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","136","0.097348966209107","0.0819309132627126","0.112767019155501"
"in school","2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2018","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","2018","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","925","0.0315663077433398","0.0274387725017023","0.0356938429849774"
"inadequately","2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","175","0.0298273734331178","0.0209795604770524","0.0386751863891831"
"inadequately","2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","895","0.0266953730587387","0.0239093360315889","0.0294814100858885"
"inadequately","2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","122","0.0073447396741438","0.00447506805304627","0.0102144112952413"
"inadequately","2018","66 und älter","Westdeutschland, alte Bundeslaender","61","0.0116347825936484","0.00822121063950335","0.0150483545477934"
"inadequately","2018","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1362","0.152745789477095","0.14425329166956","0.161238287284629"
"general elemantary","2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","267","0.106686284586651","0.0906294395809154","0.122743129592386"
"general elemantary","2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1255","0.087932950993721","0.0830381650987736","0.0928277368886683"
"general elemantary","2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","189","0.0456778295977044","0.0386609340504898","0.0526947251449189"
"general elemantary","2018","66 und älter","Westdeutschland, alte Bundeslaender","516","0.159352588460877","0.147701736070595","0.171003440851159"
"general elemantary","2018","66 und älter","Ostdeutschland, neue Bundeslaender","90","0.0822890954080206","0.067103498743296","0.0974746920727453"
"middle vocational","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2216","0.379378580494132","0.367923616312519","0.390833544675744"
"middle vocational","2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","498","0.477492945743501","0.451513284860638","0.503472606626364"
"middle vocational","2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","5216","0.466220071009105","0.457597811384655","0.474842330633556"
"middle vocational","2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1752","0.550363029354147","0.533644410080724","0.56708164862757"
"middle vocational","2018","66 und älter","Westdeutschland, alte Bundeslaender","1942","0.528958473612457","0.513068924050932","0.544848023173983"
"middle vocational","2018","66 und älter","Ostdeutschland, neue Bundeslaender","625","0.51251917025229","0.484898030293243","0.540140310211337"
"vocational + Abi","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","438","0.0981374998194505","0.0911143552047649","0.105160644434136"
"vocational + Abi","2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","105","0.0869154729788835","0.0722631001935941","0.101567845764173"
"vocational + Abi","2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1307","0.097292385829525","0.0921701747358832","0.102414596923167"
"vocational + Abi","2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","208","0.0618071729563939","0.053714159380182","0.0699001865326059"
"vocational + Abi","2018","66 und älter","Westdeutschland, alte Bundeslaender","136","0.042673958949185","0.0362399360433605","0.0491079818550095"
"vocational + Abi","2018","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","105","0.0324641777954898","0.0282802933375957","0.036648062253384"
"higher vocational","2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","717","0.0689011222800235","0.0645233260554328","0.0732789185046141"
"higher vocational","2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","258","0.101895145398901","0.0917283275267811","0.11206196327102"
"higher vocational","2018","66 und älter","Westdeutschland, alte Bundeslaender","243","0.0596316747281636","0.0520936302068954","0.0671697192494319"
"higher vocational","2018","66 und älter","Ostdeutschland, neue Bundeslaender","112","0.1018183352285","0.0851073190746732","0.118529351382327"
"higher education","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1192","0.233395791331488","0.223410147728949","0.243381434934028"
"higher education","2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","219","0.185052963592456","0.164854579172441","0.205251348012471"
"higher education","2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3467","0.252846861270954","0.245334471911067","0.260359250630841"
"higher education","2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","871","0.232901249833162","0.21869575644946","0.247106743216864"
"higher education","2018","66 und älter","Westdeutschland, alte Bundeslaender","893","0.197748521655669","0.18506957762952","0.210427465681817"
"higher education","2018","66 und älter","Ostdeutschland, neue Bundeslaender","410","0.284361855147592","0.259433697615253","0.309290012679932"
"in school","2019","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","505","0.0679941750909361","0.0616340278888391","0.0743543222930331"
"in school","2019","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","104","0.0810069877496117","0.0655178475962305","0.0964961279029928"
