year,quintil_oecd,regtyp,pgisced97,proportion,n,lower_confidence,upper_confidence
2005,2. Quintil,Laendlicher Raum,higher vocational,0.005589380177662442,25520,0.0046746764722548515,0.006504083883070032
2005,2. Quintil,Staedtischer Raum,higher vocational,0.00538975945703164,25520,0.00449144809832598,0.0062880708157373
2005,1. Quintil,Staedtischer Raum,higher education,0.0048408024752969354,25520,0.003989231799429115,0.005692373151164756
2005,5. Quintil,Staedtischer Raum,in school,0.004341750673719932,25520,0.003535066893688207,0.005148434453751657
2005,1. Quintil,Staedtischer Raum,inadequately,0.004291845493562232,25520,0.003489791126643193,0.005093899860481271
2005,4. Quintil,Laendlicher Raum,vocational + Abi,0.0034434574308813254,25520,0.002724730252364678,0.004162184609397972
2005,4. Quintil,Staedtischer Raum,in school,0.0032937418904082244,25520,0.0025907600432711875,0.003996723737545262
2005,1. Quintil,Staedtischer Raum,vocational + Abi,0.003243836710250524,25520,0.002546183345127412,0.003941490075373637
2005,5. Quintil,Laendlicher Raum,vocational + Abi,0.0031939315300928235,25520,0.0025016482004376725,0.0038862148597479745
2005,3. Quintil,Laendlicher Raum,vocational + Abi,0.002944405629304322,25520,0.002279631295726535,0.003609179962882109
2005,1. Quintil,Staedtischer Raum,higher vocational,0.002794690088831221,25520,0.0021469886603381035,0.0034423915173243383
2005,2. Quintil,Laendlicher Raum,vocational + Abi,0.0024952590078850183,25520,0.0018831468063167307,0.0031073712094533057
2005,5. Quintil,Laendlicher Raum,general elemantary,0.002445353827727318,25520,0.0018393785058115955,0.0030513291496430403
2005,1. Quintil,Laendlicher Raum,higher education,0.002345543467411917,25520,0.0017520341344968464,0.002939052800326988
2005,2. Quintil,Staedtischer Raum,inadequately,0.0022457331070965167,25520,0.0016649598583208932,0.0028265063558721402
2005,3. Quintil,Staedtischer Raum,in school,0.0018963968459926141,25520,0.0013626096400543267,0.0024301840519309016
2005,2. Quintil,Staedtischer Raum,in school,0.0018963968459926141,25520,0.0013626096400543267,0.0024301840519309016
2005,1. Quintil,Staedtischer Raum,in school,0.0016967761253618126,25520,0.001191813487939679,0.002201738762783946
2005,1. Quintil,Laendlicher Raum,higher vocational,0.0015470605848887115,25520,0.0010648539329884197,0.0020292672367890033
2005,4. Quintil,Staedtischer Raum,inadequately,0.00134743986425791,25520,0.0008973723755925968,0.0017975073529232233
2005,1. Quintil,Laendlicher Raum,inadequately,0.00134743986425791,25520,0.0008973723755925968,0.0017975073529232233
2005,5. Quintil,Laendlicher Raum,in school,0.0012975346841002096,25520,0.0008558693785506344,0.0017391999896497847
2005,3. Quintil,Staedtischer Raum,inadequately,0.0012476295039425091,25520,0.0008145302196134824,0.001680728788271536
2005,3. Quintil,Laendlicher Raum,in school,0.001197724323784809,25520,0.0007733648202576126,0.0016220838273120052
2005,1. Quintil,Laendlicher Raum,vocational + Abi,0.001197724323784809,25520,0.0007733648202576126,0.0016220838273120052
2005,4. Quintil,Laendlicher Raum,in school,0.0010480087833117078,25520,0.0006510270660992451,0.0014449905005241705
2005,2. Quintil,Laendlicher Raum,in school,0.0009981036031540074,25520,0.000610679439351386,0.0013855277669566287
2005,1. Quintil,Laendlicher Raum,in school,0.0009981036031540074,25520,0.000610679439351386,0.0013855277669566287
2005,2. Quintil,Laendlicher Raum,inadequately,0.0007984828825232059,25520,0.0004519255565854071,0.0011450402084610047
2005,3. Quintil,Laendlicher Raum,inadequately,0.0004491466214193033,25520,0.00018918319526672032,0.0007091100475718863
2005,5. Quintil,Staedtischer Raum,inadequately,0.00029943108094620223,25520,8.715593652769253e-05,0.0005117062253647119
2005,4. Quintil,Laendlicher Raum,inadequately,0.00019962072063080147,25520,2.6290138960221958e-05,0.000372951302301381
2005,5. Quintil,Laendlicher Raum,inadequately,4.990518015770037e-05,25520,-3.676659930042895e-05,0.00013657695961582968
2006,5. Quintil,Staedtischer Raum,higher education,0.08946174850742815,27321,0.08607739621551244,0.09284610079934386
2006,4. Quintil,Staedtischer Raum,middle vocational,0.0813625214051002,27321,0.07812067783373863,0.08460436497646176
2006,3. Quintil,Staedtischer Raum,middle vocational,0.07539223399824131,27321,0.07226147346561045,0.07852299453087218
2006,5. Quintil,Staedtischer Raum,middle vocational,0.0714583236913963,27321,0.06840386055322899,0.07451278682956362
2006,2. Quintil,Staedtischer Raum,middle vocational,0.055121025593557645,27321,0.05241485909674646,0.05782719209036883
2006,3. Quintil,Laendlicher Raum,middle vocational,0.04757717406396075,27321,0.04505298433819775,0.050101363789723755
2006,4. Quintil,Laendlicher Raum,middle vocational,0.044059795436664044,27321,0.04162622244059364,0.046493368432734446
2006,2. Quintil,Laendlicher Raum,middle vocational,0.043689545054843335,27321,0.04126574947703033,0.04611334063265634
2006,1. Quintil,Staedtischer Raum,middle vocational,0.03883000879344657,27321,0.03653918533482689,0.04112083225206625
2006,4. Quintil,Staedtischer Raum,higher education,0.03068450039339103,27321,0.02863946945530511,0.03272953133147695
2006,1. Quintil,Laendlicher Raum,middle vocational,0.02832415420928403,27321,0.02635696128183454,0.030291347136733517
2006,5. Quintil,Laendlicher Raum,middle vocational,0.02693571527745638,27321,0.025015973578593496,0.028855456976319263
2006,5. Quintil,Laendlicher Raum,higher education,0.025917526727449437,27321,0.024033433372671054,0.02780162008222782
2006,2. Quintil,Staedtischer Raum,general elemantary,0.02101170916832508,27321,0.019311011113824515,0.022712407222825644
2006,1. Quintil,Staedtischer Raum,general elemantary,0.0177720183273939,27321,0.01620533109930693,0.01933870555548087
2006,3. Quintil,Staedtischer Raum,general elemantary,0.0169852362660249,27321,0.015453007568469013,0.01851746496358079
2006,3. Quintil,Staedtischer Raum,higher education,0.01642986069329384,27321,0.014922464605056852,0.01793725678153083
2006,5. Quintil,Staedtischer Raum,higher vocational,0.016337298097838664,27321,0.014834083465352914,0.017840512730324415
2006,4. Quintil,Laendlicher Raum,higher education,0.016059610311473134,27321,0.014569015273199948,0.01755020534974632
2006,5. Quintil,Staedtischer Raum,vocational + Abi,0.01374554542509372,27321,0.012364896518513899,0.015126194331673542
2006,4. Quintil,Staedtischer Raum,higher vocational,0.013375295043273014,27321,0.012013112049257701,0.014737478037288327
2006,4. Quintil,Staedtischer Raum,general elemantary,0.012773638172814366,27321,0.011442039196352734,0.014105237149275997
2006,3. Quintil,Laendlicher Raum,higher education,0.011431480538714305,27321,0.010170923782080175,0.012692037295348435
2006,1. Quintil,Laendlicher Raum,general elemantary,0.011061230156893599,27321,0.009821023118381522,0.012301437195405676
2006,4. Quintil,Staedtischer Raum,vocational + Abi,0.010922386263710834,27321,0.009689901022398164,0.012154871505023503
2006,2. Quintil,Laendlicher Raum,general elemantary,0.010690979775072893,27321,0.009471477782876343,0.011910481767269443
2006,3. Quintil,Laendlicher Raum,general elemantary,0.00944138473642801,27321,0.008294642751794696,0.010588126721061323
2006,3. Quintil,Staedtischer Raum,vocational + Abi,0.009348822140972832,27321,0.008207661972158926,0.010489982309786738
2006,3. Quintil,Staedtischer Raum,higher vocational,0.009071134354607303,27321,0.007946892330427748,0.010195376378786859
2006,4. Quintil,Laendlicher Raum,higher vocational,0.008099227102327949,27321,0.007036397410967656,0.009162056793688242
2006,2. Quintil,Staedtischer Raum,higher education,0.00782153931596242,27321,0.0067769422795634846,0.008866136352361356
2006,3. Quintil,Laendlicher Raum,higher vocational,0.007775258018234831,27321,0.006733731800228846,0.008816784236240816
2006,5. Quintil,Staedtischer Raum,general elemantary,0.006571944277317536,27321,0.005613817622301812,0.00753007093233326
2006,5. Quintil,Laendlicher Raum,higher vocational,0.0064331003841347715,27321,0.005485082572183381,0.007381118196086162
2006,2. Quintil,Laendlicher Raum,higher education,0.006155412597769241,27321,0.00522795172124121,0.007082873474297272
2006,2. Quintil,Staedtischer Raum,higher vocational,0.005646318322765771,27321,0.004757811231868168,0.006534825413663374
2006,1. Quintil,Staedtischer Raum,higher education,0.005646318322765771,27321,0.004757811231868168,0.006534825413663374
2006,4. Quintil,Laendlicher Raum,general elemantary,0.005600037025038182,27321,0.00471515825709054,0.006484915792985824
2006,2. Quintil,Laendlicher Raum,higher vocational,0.005044661452307123,27321,0.004204571903209326,0.00588475100140492
2006,2. Quintil,Staedtischer Raum,vocational + Abi,0.0045818484750312395,27321,0.003781035843213207,0.005382661106849272
2006,1. Quintil,Staedtischer Raum,vocational + Abi,0.0038413477113898274,27321,0.0031078245328175157,0.004574870889962139
2006,1. Quintil,Staedtischer Raum,inadequately,0.003795066413662239,27321,0.0030659585033868436,0.004524174323937634
2006,4. Quintil,Laendlicher Raum,vocational + Abi,0.003748785115934651,27321,0.0030241197905679566,0.004473450441301345
2006,5. Quintil,Staedtischer Raum,in school,0.003748785115934651,27321,0.0030241197905679566,0.004473450441301345
2006,5. Quintil,Laendlicher Raum,vocational + Abi,0.003285972138658768,27321,0.0026073547253993266,0.003964589551918209
2006,4. Quintil,Staedtischer Raum,in school,0.003147128245476003,27321,0.002482956298249213,0.0038113001927027935
2006,3. Quintil,Laendlicher Raum,vocational + Abi,0.003100846947748415,27321,0.0024415614015725596,0.00376013249392427
2006,1. Quintil,Staedtischer Raum,higher vocational,0.00296200305456565,27321,0.0023176017937253865,0.0036064043154059137
2006,5. Quintil,Laendlicher Raum,general elemantary,0.0024066274818345906,27321,0.001825610281730083,0.0029876446819390983
2006,1. Quintil,Laendlicher Raum,higher education,0.0022215022909242376,27321,0.0016632272285900035,0.0027797773532584717
2006,2. Quintil,Laendlicher Raum,vocational + Abi,0.0021752209931966493,27321,0.0016227790922474306,0.002727662894145868
2006,3. Quintil,Staedtischer Raum,in school,0.002128939695469061,27321,0.001582393759372363,0.002675485631565759
2006,2. Quintil,Staedtischer Raum,inadequately,0.0018512519091035313,27321,0.0013415242870086978,0.002360979531198365
2006,2. Quintil,Staedtischer Raum,in school,0.001666126718193178,27321,0.0011825117951173884,0.0021497416412689678
2006,1. Quintil,Laendlicher Raum,higher vocational,0.001666126718193178,27321,0.0011825117951173884,0.0021497416412689678
2006,1. Quintil,Laendlicher Raum,inadequately,0.001481001527282825,27321,0.0010250027321680464,0.0019370003223976038
2006,1. Quintil,Laendlicher Raum,vocational + Abi,0.0014347202295552368,27321,0.0009858925654394847,0.001883547893670989
2006,1. Quintil,Staedtischer Raum,in school,0.0014347202295552368,27321,0.0009858925654394847,0.001883547893670989
2006,3. Quintil,Laendlicher Raum,in school,0.00134215763410006,27321,0.0009080295345112914,0.0017762857336888287
2006,3. Quintil,Staedtischer Raum,inadequately,0.0012958763363724718,27321,0.000869288982246688,0.0017224636904982556
2006,4. Quintil,Laendlicher Raum,in school,0.0011107511454621188,27321,0.0007157713960023232,0.0015057308949219144
2006,5. Quintil,Laendlicher Raum,in school,0.0011107511454621188,27321,0.0007157713960023232,0.0015057308949219144
2006,4. Quintil,Staedtischer Raum,inadequately,0.0009256259545517657,27321,0.0005650270132111289,0.0012862248958924025
2006,2. Quintil,Laendlicher Raum,in school,0.0009256259545517657,27321,0.0005650270132111289,0.0012862248958924025
2006,2. Quintil,Laendlicher Raum,inadequately,0.0008793446568241773,27321,0.0005278681439566817,0.001230821169691673
2006,1. Quintil,Laendlicher Raum,in school,0.0007405007636414125,27321,0.0004179413850178291,0.001063060142264996
2006,4. Quintil,Laendlicher Raum,inadequately,0.00032396908409311795,27321,0.00011057164693934371,0.0005373665212468922
2006,5. Quintil,Staedtischer Raum,inadequately,0.0002776877863655297,27321,8.011557653662613e-05,0.00047525999619443327
2006,3. Quintil,Laendlicher Raum,inadequately,0.0002776877863655297,27321,8.011557653662613e-05,0.00047525999619443327
2006,5. Quintil,Laendlicher Raum,inadequately,4.628129772758828e-05,27321,-3.438655368241004e-05,0.00012694914913758662
2007,5. Quintil,Staedtischer Raum,higher education,0.0926439972241499,25385,0.08907731031079934,0.09621068413750046
2007,4. Quintil,Staedtischer Raum,middle vocational,0.08203628432636066,25385,0.07866043359080126,0.08541213506192007
2007,5. Quintil,Staedtischer Raum,middle vocational,0.07499752156240706,25385,0.0717573918892589,0.07823765123555522
2007,3. Quintil,Staedtischer Raum,middle vocational,0.07380787151779518,25385,0.07059147657227062,0.07702426646331974
2007,2. Quintil,Staedtischer Raum,middle vocational,0.054029939526122735,25385,0.051248795859854264,0.056811083192391205
2007,3. Quintil,Laendlicher Raum,middle vocational,0.0488747893328046,25385,0.04622245184643376,0.051527126819175435
2007,4. Quintil,Laendlicher Raum,middle vocational,0.04466144542480421,25385,0.04212039942406845,0.047202491425539964
2007,2. Quintil,Laendlicher Raum,middle vocational,0.043223951620898184,25385,0.04072225369148399,0.04572564955031238
2007,1. Quintil,Staedtischer Raum,middle vocational,0.03529295132348567,25385,0.033023038376718925,0.03756286427025242
2007,4. Quintil,Staedtischer Raum,higher education,0.03326063249727372,25385,0.0310547242649432,0.03546654072960424
2007,5. Quintil,Laendlicher Raum,middle vocational,0.02860116982254387,25385,0.026550677375623326,0.030651662269464412
2007,5. Quintil,Laendlicher Raum,higher education,0.02716367601863785,25385,0.025163898657812246,0.029163453379463453
2007,1. Quintil,Laendlicher Raum,middle vocational,0.025924457222167147,25385,0.023969583794919876,0.02787933064941442
2007,2. Quintil,Staedtischer Raum,general elemantary,0.01888569445821354,25385,0.01721116122468402,0.020560227691743063
2007,3. Quintil,Staedtischer Raum,general elemantary,0.018092594428472292,25385,0.016452936779953187,0.019732252076991398
2007,5. Quintil,Staedtischer Raum,higher vocational,0.01615941310597799,25385,0.014608302931287577,0.017710523280668408
2007,1. Quintil,Staedtischer Raum,general elemantary,0.015911569346683852,25385,0.014372206294204198,0.017450932399163507
2007,3. Quintil,Staedtischer Raum,higher education,0.015862000594825024,25385,0.014324998466333238,0.01739900272331681
2007,4. Quintil,Laendlicher Raum,higher education,0.015267175572519083,25385,0.0137588119676732,0.016775539177364965
2007,5. Quintil,Staedtischer Raum,vocational + Abi,0.013879250520471894,25385,0.012440069100847578,0.01531843194009621
2007,3. Quintil,Laendlicher Raum,higher education,0.012987012987012988,25385,0.011594229662418057,0.014379796311607919
2007,4. Quintil,Staedtischer Raum,higher vocational,0.012788737979577674,25385,0.011406488666521232,0.014170987292634116
2007,4. Quintil,Staedtischer Raum,general elemantary,0.012293050460989392,25385,0.010937513467063262,0.013648587454915522
2007,4. Quintil,Staedtischer Raum,vocational + Abi,0.011400812927530484,25385,0.010094805876250163,0.012706819978810806
2007,2. Quintil,Laendlicher Raum,general elemantary,0.009963319123624467,25385,0.008741533105887647,0.011185105141361286
2007,3. Quintil,Staedtischer Raum,higher vocational,0.009715475364330326,25385,0.008508830382583144,0.010922120346077507
2007,1. Quintil,Laendlicher Raum,general elemantary,0.009368494101318528,25385,0.008183384683517404,0.010553603519119652
2007,3. Quintil,Laendlicher Raum,general elemantary,0.009120650342024387,25385,0.007951175780210415,0.01029012490383836
2007,3. Quintil,Staedtischer Raum,vocational + Abi,0.008971944086447903,25385,0.007811955432271691,0.010131932740624116
2007,4. Quintil,Laendlicher Raum,higher vocational,0.008773669079012591,25385,0.007626454843336408,0.009920883314688775
2007,3. Quintil,Laendlicher Raum,higher vocational,0.007584019034400714,25385,0.006516774180886412,0.008651263887915015
2007,5. Quintil,Staedtischer Raum,general elemantary,0.006890056508377119,25385,0.005872455462878282,0.007907657553875957
2007,2. Quintil,Staedtischer Raum,higher education,0.006642212749082978,25385,0.005642956831622275,0.007641468666543681
2007,5. Quintil,Laendlicher Raum,higher vocational,0.006443937741647665,25385,0.005459610863459665,0.007428264619835666
2007,2. Quintil,Laendlicher Raum,higher education,0.006245662734212352,25385,0.0052765009732415975,0.007214824495183107
2007,4. Quintil,Laendlicher Raum,general elemantary,0.005948250223059383,25385,0.0050023036693365355,0.0068941967767822306
2007,1. Quintil,Staedtischer Raum,higher education,0.005650837711906415,25385,0.004728705143394331,0.006572970280418498
2007,2. Quintil,Staedtischer Raum,higher vocational,0.005402993952612273,25385,0.004501197958056953,0.0063047899471675925
2007,2. Quintil,Laendlicher Raum,higher vocational,0.0050064439377416475,25385,0.004138198919378516,0.005874688956104779
2007,2. Quintil,Staedtischer Raum,vocational + Abi,0.00495687518588282,25385,0.004092917582810344,0.005820832788955296
2007,1. Quintil,Staedtischer Raum,vocational + Abi,0.0041142064042827406,25385,0.0033267703534674425,0.004901642455098039
2007,5. Quintil,Laendlicher Raum,vocational + Abi,0.0038663626449885993,25385,0.0031029179469392637,0.0046298073430379345
2007,3. Quintil,Laendlicher Raum,vocational + Abi,0.00356895013383563,25385,0.002835346703323796,0.004302553564347464
2007,5. Quintil,Staedtischer Raum,in school,0.003519381381976802,25385,0.0027908721131342353,0.004247890650819369
2007,4. Quintil,Laendlicher Raum,vocational + Abi,0.003271537622682661,25385,0.0025690609986045478,0.003974014246760774
2007,5. Quintil,Laendlicher Raum,general elemantary,0.0028254188559532073,25385,0.002172446934084214,0.003478390777822201
2007,4. Quintil,Staedtischer Raum,in school,0.0027262813522355507,25385,0.0020848354854587576,0.003367727219012344
2007,2. Quintil,Laendlicher Raum,vocational + Abi,0.0026767126003767227,25385,0.0020411090139125106,0.0033123161868409347
2007,1. Quintil,Staedtischer Raum,higher vocational,0.002577575096659066,25385,0.0019538219993882194,0.0032013281939299127
2007,3. Quintil,Staedtischer Raum,in school,0.002528006344800238,25385,0.001910264639503727,0.003145748050096749
2007,1. Quintil,Staedtischer Raum,inadequately,0.002528006344800238,25385,0.001910264639503727,0.003145748050096749
2007,2. Quintil,Staedtischer Raum,inadequately,0.0023793000892237534,25385,0.0017799579358933667,0.00297864224255414
2007,3. Quintil,Laendlicher Raum,in school,0.0018836125706354714,25385,0.0013502115153430517,0.002417013625927891
2007,1. Quintil,Laendlicher Raum,higher education,0.001834043818776643,25385,0.0013076949207075565,0.0023603927168457297
2007,1. Quintil,Laendlicher Raum,higher vocational,0.0016357688113413304,25385,0.0011386353960161535,0.0021329022266665075
2007,2. Quintil,Staedtischer Raum,in school,0.0014870625557648458,25385,0.0010130291427162719,0.0019610959688134196
2007,1. Quintil,Laendlicher Raum,inadequately,0.0013879250520471894,25385,0.0009299425330579088,0.00184590757103647
2007,3. Quintil,Staedtischer Raum,inadequately,0.001288787548329533,25385,0.000847442644622209,0.001730132452036857
2007,1. Quintil,Laendlicher Raum,vocational + Abi,0.001239218796470705,25385,0.0008064337728319216,0.0016720038201094884
2007,5. Quintil,Laendlicher Raum,in school,0.0011896500446118767,25385,0.0007655985316179233,0.00161370155760583
2007,1. Quintil,Staedtischer Raum,in school,0.0010905125408942203,25385,0.0006844939789640194,0.0014965311028244212
2007,2. Quintil,Laendlicher Raum,inadequately,0.000991375037176564,25385,0.0006042323181353179,0.00137851775621781
2007,2. Quintil,Laendlicher Raum,in school,0.0009418062853177357,25385,0.000564456877557097,0.0013191556930783744
2007,4. Quintil,Laendlicher Raum,in school,0.0009418062853177357,25385,0.000564456877557097,0.0013191556930783744
2007,4. Quintil,Staedtischer Raum,inadequately,0.0008426687816000793,25385,0.0004857142665913098,0.001199623296608849
2007,1. Quintil,Laendlicher Raum,in school,0.0006443937741647665,25385,0.00033221513583896986,0.0009565724124905631
2007,3. Quintil,Laendlicher Raum,inadequately,0.0005452562704471102,25385,0.00025807944613687764,0.0008324330947573426
2007,5. Quintil,Staedtischer Raum,inadequately,0.0003965500148706256,25385,0.00015162657749033358,0.0006414734522509175
2007,4. Quintil,Laendlicher Raum,inadequately,0.000247843759294141,25385,5.420037857836274e-05,0.00044148714000991925
2007,5. Quintil,Laendlicher Raum,inadequately,9.91375037176564e-05,25385,-2.3342431665590013e-05,0.0002216174391009028
2008,5. Quintil,Staedtischer Raum,higher education,0.0957850368809273,23673,0.09203604843058674,0.09953402533126784
2008,4. Quintil,Staedtischer Raum,middle vocational,0.08587987355110643,23673,0.0823106252951601,0.08944912180705276
2008,5. Quintil,Staedtischer Raum,middle vocational,0.07813487881981032,23673,0.07471598521675037,0.08155377242287028
2008,3. Quintil,Staedtischer Raum,middle vocational,0.07297154899894626,23673,0.06965831021468942,0.07628478778320309
2008,2. Quintil,Staedtischer Raum,middle vocational,0.04968387776606955,23673,0.0469158450858653,0.0524519104462738
2008,3. Quintil,Laendlicher Raum,middle vocational,0.04805057955742887,23673,0.04532608669601964,0.0507750724188381
2008,4. Quintil,Laendlicher Raum,middle vocational,0.04710221285563751,23673,0.04440339710018089,0.04980102861109413
2008,2. Quintil,Laendlicher Raum,middle vocational,0.04014752370916754,23673,0.03764682684934382,0.042648220568991264
2008,1. Quintil,Staedtischer Raum,middle vocational,0.0339304531085353,23673,0.03162408593544643,0.036236820281624164
2008,4. Quintil,Staedtischer Raum,higher education,0.032297154899894626,23673,0.03004508137827882,0.03454922842151043
2008,5. Quintil,Laendlicher Raum,middle vocational,0.03108535300316122,23673,0.028874549802499365,0.03329615620382308
2008,5. Quintil,Laendlicher Raum,higher education,0.028661749209694415,23673,0.02653622520629262,0.03078727321309621
2008,1. Quintil,Laendlicher Raum,middle vocational,0.025553213909378293,23673,0.023543051018414102,0.027563376800342484
2008,2. Quintil,Staedtischer Raum,general elemantary,0.019125395152792414,23673,0.017380612333615302,0.020870177971969526
2008,5. Quintil,Staedtischer Raum,higher vocational,0.016807165437302422,23673,0.015169609997003522,0.018444720877601323
2008,3. Quintil,Staedtischer Raum,general elemantary,0.01643835616438356,23673,0.014818563576453296,0.018058148752313825
2008,3. Quintil,Staedtischer Raum,higher education,0.015331928345626977,23673,0.01376671788859595,0.016897138802658
2008,4. Quintil,Laendlicher Raum,higher education,0.015331928345626977,23673,0.01376671788859595,0.016897138802658
2008,5. Quintil,Staedtischer Raum,vocational + Abi,0.015279241306638568,23673,0.013716680726475593,0.016841801886801542
2008,1. Quintil,Staedtischer Raum,general elemantary,0.015068493150684932,23673,0.013516580226327495,0.01662040607504237
2008,4. Quintil,Staedtischer Raum,higher vocational,0.013540569020021076,23673,0.012068298912081391,0.01501283912796076
2008,4. Quintil,Staedtischer Raum,general elemantary,0.013487881981032667,23673,0.01201843976351829,0.014957324198547043
2008,3. Quintil,Laendlicher Raum,higher education,0.012065331928345626,23673,0.010674536763110616,0.013456127093580636
2008,4. Quintil,Staedtischer Raum,vocational + Abi,0.011591148577449948,23673,0.010227630275586312,0.012954666879313584
2008,1. Quintil,Laendlicher Raum,general elemantary,0.009114857744994731,23673,0.007904214932324426,0.010325500557665037
2008,2. Quintil,Laendlicher Raum,general elemantary,0.009009483667017914,23673,0.007805795135637224,0.010213172198398604
2008,3. Quintil,Laendlicher Raum,general elemantary,0.00869336143308746,23673,0.007510790234338238,0.009875932631836682
2008,3. Quintil,Staedtischer Raum,higher vocational,0.008429926238145416,23673,0.007265255899734445,0.009594596576556386
2008,2. Quintil,Staedtischer Raum,higher education,0.008377239199157007,23673,0.007216183315160244,0.009538295083153769
2008,4. Quintil,Laendlicher Raum,higher vocational,0.007955742887249737,23673,0.006824032464661221,0.009087453309838255
2008,3. Quintil,Staedtischer Raum,vocational + Abi,0.00779768177028451,23673,0.0066771806510845,0.00891818288948452
2008,3. Quintil,Laendlicher Raum,higher vocational,0.00779768177028451,23673,0.0066771806510845,0.00891818288948452
2008,5. Quintil,Laendlicher Raum,higher vocational,0.007165437302423604,23673,0.006090979865594737,0.00823989473925247
2008,4. Quintil,Laendlicher Raum,general elemantary,0.006480505795574289,23673,0.005458338290628446,0.007502673300520132
2008,2. Quintil,Laendlicher Raum,higher education,0.005900948366701791,23673,0.004925273406565822,0.00687662332683776
2008,5. Quintil,Staedtischer Raum,general elemantary,0.005742887249736565,23673,0.004780291542674334,0.006705482956798796
2008,2. Quintil,Staedtischer Raum,higher vocational,0.0050052687038988405,23673,0.004106281497162039,0.005904255910635642
2008,1. Quintil,Staedtischer Raum,higher education,0.004847207586933615,23673,0.003962458516690508,0.005731956657176721
2008,2. Quintil,Staedtischer Raum,vocational + Abi,0.004478398314014752,23673,0.003627816436904643,0.005328980191124862
2008,2. Quintil,Laendlicher Raum,higher vocational,0.004267650158061117,23673,0.003437235252105899,0.0050980650640163345
2008,4. Quintil,Laendlicher Raum,vocational + Abi,0.00410958904109589,23673,0.0032946326030429914,0.004924545479148788
2008,1. Quintil,Staedtischer Raum,vocational + Abi,0.0037407797681770286,23673,0.0029631073975329558,0.004518452138821101
2008,5. Quintil,Laendlicher Raum,vocational + Abi,0.0037407797681770286,23673,0.0029631073975329558,0.004518452138821101
2008,4. Quintil,Staedtischer Raum,in school,0.0036354056902002108,23673,0.0028687241495488985,0.004402087230851523
2008,5. Quintil,Staedtischer Raum,in school,0.003582718651211802,23673,0.002821592927221414,0.004343844375202189
2008,1. Quintil,Staedtischer Raum,inadequately,0.003266596417281349,23673,0.002539709806026023,0.003993483028536675
2008,3. Quintil,Laendlicher Raum,vocational + Abi,0.00321390937829294,23673,0.002492889529759895,0.003934929226825985
2008,2. Quintil,Laendlicher Raum,vocational + Abi,0.002845100105374078,23673,0.0021665850133378494,0.0035236151974103068
2008,5. Quintil,Laendlicher Raum,general elemantary,0.002845100105374078,23673,0.0021665850133378494,0.0035236151974103068
2008,3. Quintil,Staedtischer Raum,in school,0.0023182297154899895,23673,0.0017055920770439998,0.0029308673539359792
2008,1. Quintil,Laendlicher Raum,higher education,0.0022655426765015806,23673,0.0016598908495776268,0.0028711945034255344
2008,1. Quintil,Staedtischer Raum,higher vocational,0.0022128556375131717,23673,0.0016142718973975426,0.002811439377628801
2008,3. Quintil,Laendlicher Raum,in school,0.0018440463645943098,23673,0.0012975156912556321,0.0023905770379329875
2008,2. Quintil,Staedtischer Raum,in school,0.0015279241306638566,23673,0.00103036090005446,0.0020254873612732534
2008,1. Quintil,Staedtischer Raum,in school,0.001422550052687039,23673,0.0009424253208620049,0.0019026747845120732
2008,1. Quintil,Laendlicher Raum,higher vocational,0.001422550052687039,23673,0.0009424253208620049,0.0019026747845120732
2008,2. Quintil,Staedtischer Raum,inadequately,0.0013698630136986301,23673,0.0008987009380535984,0.0018410250893436618
2008,5. Quintil,Laendlicher Raum,in school,0.0013171759747102212,23673,0.0008551513606461464,0.0017792005887742961
2008,4. Quintil,Laendlicher Raum,in school,0.0013171759747102212,23673,0.0008551513606461464,0.0017792005887742961
2008,3. Quintil,Staedtischer Raum,inadequately,0.0012644889357218123,23673,0.0008117871734822239,0.0017171906979614009
2008,1. Quintil,Laendlicher Raum,inadequately,0.0011064278187565859,23673,0.0006829305879637074,0.0015299250495494643
2008,2. Quintil,Laendlicher Raum,in school,0.0008956796628029505,23673,0.0005146040142513836,0.0012767553113545173
2008,4. Quintil,Staedtischer Raum,inadequately,0.0008429926238145417,23673,0.0004732851936436569,0.0012127000539854265
2008,1. Quintil,Laendlicher Raum,in school,0.0008429926238145417,23673,0.0004732851936436569,0.0012127000539854265
2008,1. Quintil,Laendlicher Raum,vocational + Abi,0.0007903055848261328,23673,0.0004323284668605136,0.001148282702791752
2008,2. Quintil,Laendlicher Raum,inadequately,0.0005795574288724974,23673,0.00027297181305025445,0.0008861430446947404
2008,3. Quintil,Laendlicher Raum,inadequately,0.0004741833508956797,23673,0.00019685160802576662,0.0007515150937655927
2008,4. Quintil,Laendlicher Raum,inadequately,0.00042149631190727084,23673,0.00016001854597177744,0.0006829740778427642
2008,5. Quintil,Staedtischer Raum,inadequately,0.00026343519494204424,23673,5.6702527330539126e-05,0.0004701678625535494
2008,5. Quintil,Laendlicher Raum,inadequately,0.00010537407797681771,23673,-2.538547680431897e-05,0.0002361336327579544
2009,5. Quintil,Staedtischer Raum,higher education,0.0994912379875636,21983,0.09553439351456804,0.10344808246055916
2009,4. Quintil,Staedtischer Raum,middle vocational,0.08422837761447145,21983,0.08055694636611227,0.08789980886283064
2009,5. Quintil,Staedtischer Raum,middle vocational,0.08100621820237422,21983,0.0773993684091529,0.08461306799559554
2009,3. Quintil,Staedtischer Raum,middle vocational,0.0677784058790277,21983,0.0644555014860235,0.0711013102720319
