year,quintil_oecd,regtyp,pgisced97,proportion,n,lower_confidence,upper_confidence
1984,3. Quintil,-1,vocational + Abi,0.003553299492385787,16099,0.0026341216117623622,0.004472477373009212
1984,3. Quintil,-1,inadequately,0.003553299492385787,16099,0.0026341216117623622,0.004472477373009212
1984,2. Quintil,-1,in school,0.0020304568527918783,16099,0.0013350929415902133,0.0027258207639935432
1984,5. Quintil,-1,general elemantary,0.0018612521150592216,16099,0.0011954354196184807,0.0025270688104999627
1984,4. Quintil,-1,vocational + Abi,0.0017766497461928934,16099,0.0011261136599504792,0.0024271858324353074
1984,5. Quintil,-1,higher vocational,0.001692047377326565,16099,0.0010571622608252437,0.0023269324938278864
1984,4. Quintil,-1,inadequately,0.0008460236886632825,16099,0.00039690193255366316,0.0012951454447729018
1984,5. Quintil,-1,vocational + Abi,0.0005922165820642978,16099,0.00021640663877283122,0.0009680265253557644
1984,3. Quintil,-1,in school,0.0005076142131979696,16099,0.0001596670876420272,0.000855561338753912
1984,5. Quintil,-1,inadequately,0.00042301184433164127,16099,0.00010536758582241015,0.0007406561028408724
1984,4. Quintil,-1,in school,0.0002538071065989848,16099,7.740097936019216e-06,0.0004998741152619504
1984,5. Quintil,-1,in school,8.460236886632826e-05,16099,-5.747650655897015e-05,0.00022668124429162665
1985,1. Quintil,Staedtischer Raum,middle vocational,0.19397239695803212,14443,0.18752369523861295,0.20042109867745128
1985,1. Quintil,Staedtischer Raum,general elemantary,0.14120739836635057,14443,0.13552802737686018,0.14688676935584097
1985,2. Quintil,Staedtischer Raum,middle vocational,0.11013050417801146,14443,0.10502493295166508,0.11523607540435783
1985,1. Quintil,Laendlicher Raum,middle vocational,0.06234156417237818,14443,0.05839845732274716,0.0662846710220092
1985,3. Quintil,Staedtischer Raum,middle vocational,0.05023002534973242,14443,0.046667825488475846,0.053792225210988996
1985,1. Quintil,Staedtischer Raum,inadequately,0.04985447375833255,14443,0.04630491395310113,0.05340403356356398
1985,1. Quintil,Laendlicher Raum,general elemantary,0.04882170688198291,14443,0.04530719666211285,0.05233621710185297
1985,2. Quintil,Staedtischer Raum,general elemantary,0.04703783682283354,14443,0.04358489814894891,0.05049077549671816
1985,2. Quintil,Laendlicher Raum,middle vocational,0.028072481457140176,14443,0.025378561380715967,0.030766401533564386
1985,2. Quintil,Staedtischer Raum,higher education,0.017838700591493756,14443,0.01567996037383818,0.019997440809149333
1985,4. Quintil,Staedtischer Raum,middle vocational,0.017369261102243922,14443,0.015238605725012117,0.019499916479475726
1985,2. Quintil,Staedtischer Raum,higher vocational,0.016336494225894282,14443,0.014269067733311894,0.01840392071847667
1985,1. Quintil,Staedtischer Raum,higher vocational,0.014928175758144775,14443,0.012950456310359008,0.01690589520593054
1985,3. Quintil,Staedtischer Raum,general elemantary,0.014552624166744906,14443,0.012599567963697789,0.016505680369792025
1985,1. Quintil,Staedtischer Raum,higher education,0.013895408881795137,14443,0.011986327151592768,0.015804490611997506
1985,2. Quintil,Staedtischer Raum,inadequately,0.013707633086095202,14443,0.011811313907653812,0.015603952264536593
1985,3. Quintil,Staedtischer Raum,higher education,0.013707633086095202,14443,0.011811313907653812,0.015603952264536593
1985,3. Quintil,Laendlicher Raum,middle vocational,0.012674866209745565,14443,0.010850428021881714,0.014499304397609415
1985,1. Quintil,Staedtischer Raum,vocational + Abi,0.011360435639846024,14443,0.009632037255004729,0.013088834024687319
1985,2. Quintil,Laendlicher Raum,general elemantary,0.011360435639846024,14443,0.009632037255004729,0.013088834024687319
1985,4. Quintil,Staedtischer Raum,higher education,0.009952117172096518,14443,0.008333242584615487,0.011570991759577548
1985,3. Quintil,Staedtischer Raum,higher vocational,0.007980471317247207,14443,0.00652935659892183,0.009431586035572584
1985,1. Quintil,Laendlicher Raum,inadequately,0.006947704440897568,14443,0.005593032632057041,0.008302376249738095
1985,1. Quintil,Laendlicher Raum,higher vocational,0.0059149375645479296,14443,0.004664349665358746,0.007165525463737113
1985,5. Quintil,Staedtischer Raum,middle vocational,0.0058210496666979625,14443,0.004580368185245603,0.007061731148150322
1985,2. Quintil,Staedtischer Raum,vocational + Abi,0.005633273870998028,14443,0.00441265216043773,0.006853895581558326
1985,3. Quintil,Laendlicher Raum,general elemantary,0.005163834381748193,14443,0.003994902239582047,0.006332766523914339
1985,4. Quintil,Staedtischer Raum,higher vocational,0.0046005069946483896,14443,0.003496863212092905,0.005704150777203874
1985,5. Quintil,Staedtischer Raum,higher education,0.004037179607548587,14443,0.0030030190632732816,0.005071340151823893
1985,3. Quintil,Staedtischer Raum,inadequately,0.0037555159139986854,14443,0.0027579418853377435,0.004753089942659628
1985,3. Quintil,Laendlicher Raum,higher education,0.0037555159139986854,14443,0.0027579418853377435,0.004753089942659628
1985,4. Quintil,Staedtischer Raum,general elemantary,0.0036616280161487183,14443,0.002676556173800402,0.0046466998584970345
1985,2. Quintil,Laendlicher Raum,higher vocational,0.0036616280161487183,14443,0.002676556173800402,0.0046466998584970345
1985,1. Quintil,Staedtischer Raum,in school,0.0036616280161487183,14443,0.002676556173800402,0.0046466998584970345
1985,4. Quintil,Laendlicher Raum,middle vocational,0.003379964322598817,14443,0.0024334041423479313,0.004326524502849703
1985,1. Quintil,Laendlicher Raum,higher education,0.0029105248333489812,14443,0.002031947314404205,0.0037891023522937575
1985,2. Quintil,Laendlicher Raum,higher education,0.002816636935499014,14443,0.001952305491307385,0.0036809683796906432
1985,3. Quintil,Staedtischer Raum,vocational + Abi,0.002816636935499014,14443,0.001952305491307385,0.0036809683796906432
1985,3. Quintil,Laendlicher Raum,higher vocational,0.0023471974462491783,14443,0.0015579886971262974,0.0031364061953720592
1985,2. Quintil,Staedtischer Raum,in school,0.002159421650549244,14443,0.0014023679756962285,0.00291647532540226
1985,1. Quintil,Laendlicher Raum,vocational + Abi,0.00197164585484931,14443,0.0012481879593915564,0.002695103750307064
1985,4. Quintil,Laendlicher Raum,higher education,0.0015022063655994742,14443,0.0008705720455640634,0.002133840685634885
1985,5. Quintil,Laendlicher Raum,middle vocational,0.0015022063655994742,14443,0.0008705720455640634,0.002133840685634885
1985,4. Quintil,Staedtischer Raum,vocational + Abi,0.001408318467749507,14443,0.000796712414781261,0.002019924520717753
1985,2. Quintil,Laendlicher Raum,inadequately,0.001408318467749507,14443,0.000796712414781261,0.002019924520717753
1985,2. Quintil,Laendlicher Raum,vocational + Abi,0.00131443056989954,14443,0.0007235352115220718,0.0019053259282770082
1985,5. Quintil,Staedtischer Raum,higher vocational,0.00131443056989954,14443,0.0007235352115220718,0.0019053259282770082
1985,1. Quintil,Laendlicher Raum,in school,0.0010327668763496385,14443,0.0005089202665591538,0.0015566134861401233
1985,4. Quintil,Laendlicher Raum,general elemantary,0.0010327668763496385,14443,0.0005089202665591538,0.0015566134861401233
1985,4. Quintil,Laendlicher Raum,higher vocational,0.0009388789784996713,14443,0.00043938736286535816,0.0014383705941339846
1985,5. Quintil,Staedtischer Raum,general elemantary,0.0009388789784996713,14443,0.00043938736286535816,0.0014383705941339846
1985,3. Quintil,Laendlicher Raum,vocational + Abi,0.00065721528494977,14443,0.00023925171111589805,0.0010751788587836418
1985,3. Quintil,Staedtischer Raum,in school,0.00065721528494977,14443,0.00023925171111589805,0.0010751788587836418
1985,5. Quintil,Laendlicher Raum,general elemantary,0.00065721528494977,14443,0.00023925171111589805,0.0010751788587836418
1985,3. Quintil,Laendlicher Raum,inadequately,0.00065721528494977,14443,0.00023925171111589805,0.0010751788587836418
1985,5. Quintil,Laendlicher Raum,higher education,0.0004694394892498357,14443,0.00011616261094259231,0.000822716367557079
1985,2. Quintil,Laendlicher Raum,in school,0.0004694394892498357,14443,0.00011616261094259231,0.000822716367557079
1985,5. Quintil,Staedtischer Raum,vocational + Abi,0.0002816636935499014,14443,7.990897283279507e-06,0.0005553364898165233
1985,4. Quintil,Laendlicher Raum,vocational + Abi,0.0002816636935499014,14443,7.990897283279507e-06,0.0005553364898165233
1985,4. Quintil,Laendlicher Raum,inadequately,0.0002816636935499014,14443,7.990897283279507e-06,0.0005553364898165233
1985,4. Quintil,Staedtischer Raum,in school,0.00018777579569993427,14443,-3.568759921540699e-05,0.0004112391906152755
1985,3. Quintil,Laendlicher Raum,in school,0.00018777579569993427,14443,-3.568759921540699e-05,0.0004112391906152755
1985,5. Quintil,Laendlicher Raum,higher vocational,0.00018777579569993427,14443,-3.568759921540699e-05,0.0004112391906152755
1985,4. Quintil,Staedtischer Raum,inadequately,0.00018777579569993427,14443,-3.568759921540699e-05,0.0004112391906152755
1985,5. Quintil,Laendlicher Raum,vocational + Abi,9.388789784996713e-05,14443,-6.41320029904833e-05,0.00025190779869041757
1986,1. Quintil,Staedtischer Raum,middle vocational,0.18271774272558047,13742,0.17625662736425537,0.18917885808690557
1986,1. Quintil,Staedtischer Raum,general elemantary,0.13363378073870874,13742,0.12794472770704507,0.1393228337703724
1986,2. Quintil,Staedtischer Raum,middle vocational,0.11599882433623984,13742,0.1106447510145998,0.12135289765787989
1986,3. Quintil,Staedtischer Raum,middle vocational,0.058783188008229646,13742,0.054850382178050223,0.06271599383840908
1986,1. Quintil,Laendlicher Raum,middle vocational,0.0560399725678456,13742,0.05219443677136265,0.059885508364328544
1986,2. Quintil,Staedtischer Raum,general elemantary,0.04898599000685804,13742,0.045377209223736475,0.05259477078997961
1986,1. Quintil,Laendlicher Raum,general elemantary,0.04428333496619967,13742,0.040843672409915675,0.047722997522483664
1986,1. Quintil,Staedtischer Raum,inadequately,0.04408739100617223,13742,0.04065499495339261,0.04751978705895186
1986,2. Quintil,Laendlicher Raum,middle vocational,0.03193886548447144,13742,0.02899889998382897,0.03487883098511391
1986,4. Quintil,Staedtischer Raum,middle vocational,0.018810620162633487,13742,0.016539139334303146,0.021082100990963828
1986,3. Quintil,Staedtischer Raum,general elemantary,0.01724306848241403,13742,0.015066554639881904,0.019419582324946155
1986,2. Quintil,Staedtischer Raum,inadequately,0.01577348878220829,13742,0.013690233414931488,0.017856744149485092
1986,3. Quintil,Staedtischer Raum,higher education,0.01577348878220829,13742,0.013690233414931488,0.017856744149485092
1986,1. Quintil,Staedtischer Raum,higher vocational,0.01547957284216714,13742,0.013415509831528522,0.01754363585280576
1986,2. Quintil,Staedtischer Raum,higher education,0.015381600862153424,13742,0.013323977692660652,0.017439224031646196
1986,2. Quintil,Staedtischer Raum,higher vocational,0.014891740962084843,13742,0.012866644029102946,0.01691683789506674
1986,1. Quintil,Staedtischer Raum,higher education,0.0140099931419614,13742,0.012044885623446838,0.01597510066047596
1986,2. Quintil,Laendlicher Raum,general elemantary,0.0140099931419614,13742,0.012044885623446838,0.01597510066047596
1986,3. Quintil,Laendlicher Raum,middle vocational,0.013422161261879102,13742,0.011498148256456318,0.015346174267301886
1986,1. Quintil,Staedtischer Raum,vocational + Abi,0.012344469481728225,13742,0.01049830638975088,0.01419063257370557
1986,4. Quintil,Staedtischer Raum,higher education,0.011070833741549917,13742,0.00932137438894983,0.012820293094150005
1986,3. Quintil,Staedtischer Raum,higher vocational,0.008817478201234448,13742,0.0072544021315271295,0.010380554270941766
1986,1. Quintil,Laendlicher Raum,inadequately,0.007543842461056138,13742,0.006097127176705125,0.00899055774540715
1986,3. Quintil,Laendlicher Raum,general elemantary,0.0059762907808366805,13742,0.004687610061109294,0.007264971500564067
1986,1. Quintil,Laendlicher Raum,higher vocational,0.005878318800822965,13742,0.004600181704556067,0.007156455897089862
1986,5. Quintil,Staedtischer Raum,higher education,0.004898599000685804,13742,0.0037312500080382985,0.006065947993333309
1986,4. Quintil,Laendlicher Raum,middle vocational,0.0045067110806309395,13742,0.0033868088078962593,0.00562661335336562
1986,4. Quintil,Staedtischer Raum,higher vocational,0.0045067110806309395,13742,0.0033868088078962593,0.00562661335336562
1986,1. Quintil,Staedtischer Raum,in school,0.004310767120603507,13742,0.0032153733028198253,0.005406160938387189
1986,5. Quintil,Staedtischer Raum,middle vocational,0.004310767120603507,13742,0.0032153733028198253,0.005406160938387189
1986,2. Quintil,Staedtischer Raum,vocational + Abi,0.004212795140589792,13742,0.0031298672464156827,0.0052957230347639005
1986,4. Quintil,Staedtischer Raum,general elemantary,0.003918879200548643,13742,0.002874256661806931,0.004963501739290355
1986,3. Quintil,Staedtischer Raum,inadequately,0.003820907220534927,13742,0.0027893743853086026,0.004852440055761251
1986,2. Quintil,Laendlicher Raum,higher education,0.0037229352405212107,13742,0.002704662995346452,0.0047412074856959694
1986,2. Quintil,Laendlicher Raum,higher vocational,0.0033310473204663468,13742,0.002367668786208381,0.004294425854724312
1986,3. Quintil,Staedtischer Raum,vocational + Abi,0.0032330753404526307,13742,0.002283923222710836,0.004182227458194425
1986,3. Quintil,Laendlicher Raum,higher education,0.002547271480356618,13742,0.0017044902066235003,0.0033900527540897357
1986,1. Quintil,Laendlicher Raum,higher education,0.002547271480356618,13742,0.0017044902066235003,0.0033900527540897357
1986,2. Quintil,Staedtischer Raum,in school,0.0021553835603017536,13742,0.0013799852655746996,0.0029307818550288077
1986,4. Quintil,Laendlicher Raum,higher education,0.0021553835603017536,13742,0.0013799852655746996,0.0029307818550288077
1986,3. Quintil,Laendlicher Raum,higher vocational,0.0020574115802880375,13742,0.0012998037271780088,0.0028150194333980663
1986,1. Quintil,Laendlicher Raum,vocational + Abi,0.0020574115802880375,13742,0.0012998037271780088,0.0028150194333980663
1986,4. Quintil,Staedtischer Raum,vocational + Abi,0.0019594396002743215,13742,0.0012200537496099644,0.0026988254509386785
1986,5. Quintil,Laendlicher Raum,middle vocational,0.0018614676202606054,13742,0.0011407680665826334,0.0025821671739385773
1986,2. Quintil,Laendlicher Raum,inadequately,0.0017634956402468895,13742,0.0010619837796052426,0.0024650075008885363
1986,2. Quintil,Laendlicher Raum,vocational + Abi,0.0014695797002057412,13742,0.0008290956464537637,0.002110063753957719
1986,5. Quintil,Laendlicher Raum,higher education,0.001273635740178309,13742,0.0006773190357570233,0.0018699524445995948
1986,4. Quintil,Laendlicher Raum,general elemantary,0.001175663760164593,13742,0.0006027131021119396,0.0017486144182172463
1986,5. Quintil,Staedtischer Raum,general elemantary,0.001175663760164593,13742,0.0006027131021119396,0.0017486144182172463
1986,3. Quintil,Staedtischer Raum,in school,0.0009797198001371607,13742,0.0004566385004655956,0.0015028010998087257
1986,4. Quintil,Laendlicher Raum,higher vocational,0.0009797198001371607,13742,0.0004566385004655956,0.0015028010998087257
1986,3. Quintil,Laendlicher Raum,inadequately,0.0008817478201234447,13742,0.00038548499562606874,0.0013780106446208207
1986,5. Quintil,Staedtischer Raum,higher vocational,0.0007837758401097286,13742,0.00031587182288991724,0.0012516798573295402
1986,3. Quintil,Laendlicher Raum,vocational + Abi,0.0006858038600960126,13742,0.0002480982728309349,0.0011235094473610902
1986,5. Quintil,Laendlicher Raum,general elemantary,0.0005878318800822965,13742,0.00018257538555568176,0.0009930883746089112
1986,2. Quintil,Laendlicher Raum,in school,0.0005878318800822965,13742,0.00018257538555568176,0.0009930883746089112
1986,5. Quintil,Staedtischer Raum,vocational + Abi,0.0004898599000685804,13742,0.00011989489492723133,0.0008598249052099294
1986,1. Quintil,Laendlicher Raum,in school,0.0004898599000685804,13742,0.00011989489492723133,0.0008598249052099294
1986,4. Quintil,Staedtischer Raum,in school,0.0004898599000685804,13742,0.00011989489492723133,0.0008598249052099294
1986,4. Quintil,Laendlicher Raum,vocational + Abi,0.00029391594004114823,13742,7.3141907502044415e-06,0.0005805176893320921
1986,4. Quintil,Staedtischer Raum,inadequately,0.00029391594004114823,13742,7.3141907502044415e-06,0.0005805176893320921
1986,5. Quintil,Laendlicher Raum,higher vocational,0.00029391594004114823,13742,7.3141907502044415e-06,0.0005805176893320921
1986,4. Quintil,Laendlicher Raum,in school,0.00019594396002743216,13742,-3.807685462541306e-05,0.0004299647746802774
1986,5. Quintil,Laendlicher Raum,vocational + Abi,9.797198001371608e-05,13742,-6.751383244535344e-05,0.0002634577924727856
1987,1. Quintil,Staedtischer Raum,middle vocational,0.16509761173322762,13496,0.1588337554657466,0.17136146800070864
1987,1. Quintil,Staedtischer Raum,general elemantary,0.11891784758695867,13496,0.11345668308591418,0.12437901208800316
1987,2. Quintil,Staedtischer Raum,middle vocational,0.11634129422257457,13496,0.11093172400809038,0.12175086443705875
1987,3. Quintil,Staedtischer Raum,middle vocational,0.06986423545733822,13496,0.06556338676631315,0.07416508414836329
1987,1. Quintil,Laendlicher Raum,middle vocational,0.05638687939748291,13496,0.05249517762509776,0.060278581169868055
1987,2. Quintil,Staedtischer Raum,general elemantary,0.05539589733425825,13496,0.05153651991803521,0.05925527475048129
1987,1. Quintil,Laendlicher Raum,general elemantary,0.04072936279853335,13496,0.03739450039224887,0.04406422520481783
1987,1. Quintil,Staedtischer Raum,inadequately,0.040630264592210884,13496,0.03729928962576498,0.04396123955865679
1987,2. Quintil,Laendlicher Raum,middle vocational,0.032306015261123776,13496,0.029322939699424688,0.03528909082282287
1987,3. Quintil,Staedtischer Raum,general elemantary,0.022990783866812012,13496,0.020462186064487745,0.02551938166913628
1987,4. Quintil,Staedtischer Raum,middle vocational,0.02229709642255475,13496,0.019806053877490376,0.024788138967619125
1987,3. Quintil,Staedtischer Raum,higher education,0.016648498662174216,13496,0.014489782878463729,0.018807214445884703
1987,2. Quintil,Staedtischer Raum,inadequately,0.016252105836884353,13496,0.01411881403027948,0.018385397643489225
1987,3. Quintil,Laendlicher Raum,middle vocational,0.014765632742047369,13496,0.01273070335318023,0.016800562130914506
1987,2. Quintil,Staedtischer Raum,higher education,0.014666534535724904,13496,0.012638343271521534,0.016694725799928273
1987,1. Quintil,Staedtischer Raum,higher vocational,0.014468338123079972,13496,0.012453694877980011,0.01648298136817993
1987,2. Quintil,Laendlicher Raum,general elemantary,0.01427014171043504,13496,0.012269143798658056,0.016271139622212025
1987,2. Quintil,Staedtischer Raum,higher vocational,0.013675552472500248,13496,0.011716094848794085,0.01563501009620641
1987,4. Quintil,Staedtischer Raum,higher education,0.012684570409275592,13496,0.010796494806755288,0.014572646011795896
1987,1. Quintil,Staedtischer Raum,higher education,0.011098999108116143,13496,0.009331448517214855,0.01286654969901743
1987,1. Quintil,Staedtischer Raum,vocational + Abi,0.010801704489148746,13496,0.0090577250433064,0.012545683934991093
1987,3. Quintil,Staedtischer Raum,higher vocational,0.00961252601327916,13496,0.007966355303370393,0.011258696723187928
1987,5. Quintil,Staedtischer Raum,middle vocational,0.007729660093152314,13496,0.006252087796499325,0.009207232389805304
1987,1. Quintil,Laendlicher Raum,inadequately,0.006639579823605192,13496,0.0052694009696784595,0.008009758677531925
1987,3. Quintil,Laendlicher Raum,general elemantary,0.0065404816172827274,13496,0.0051804985886171485,0.007900464645948306
1987,3. Quintil,Staedtischer Raum,inadequately,0.006144088791992865,13496,0.004825698517080922,0.007462479066904808
1987,5. Quintil,Staedtischer Raum,higher education,0.006144088791992865,13496,0.004825698517080922,0.007462479066904808
1987,2. Quintil,Staedtischer Raum,vocational + Abi,0.005351303141413141,13496,0.004120416176941854,0.006582190105884427
1987,1. Quintil,Laendlicher Raum,higher vocational,0.005351303141413141,13496,0.004120416176941854,0.006582190105884427
1987,4. Quintil,Laendlicher Raum,middle vocational,0.005054008522445743,13496,0.003857622653211985,0.006250394391679502
1987,4. Quintil,Staedtischer Raum,general elemantary,0.0049549103161232785,13496,0.0037702527947677178,0.006139567837478839
1987,4. Quintil,Staedtischer Raum,higher vocational,0.0049549103161232785,13496,0.0037702527947677178,0.006139567837478839
1987,3. Quintil,Staedtischer Raum,vocational + Abi,0.004162124665543554,13496,0.003075935669568544,0.005248313661518564
1987,1. Quintil,Staedtischer Raum,in school,0.003963928252898622,13496,0.0029038108534198146,0.00502404565237743
1987,2. Quintil,Laendlicher Raum,higher education,0.003963928252898622,13496,0.0029038108534198146,0.00502404565237743
1987,2. Quintil,Laendlicher Raum,higher vocational,0.003369339014963829,13496,0.00239166738286196,0.004347010647065698
1987,2. Quintil,Staedtischer Raum,in school,0.0032702408086413637,13496,0.002307006116274699,0.004233475501008028
1987,4. Quintil,Laendlicher Raum,higher education,0.0026756515707065704,13496,0.001804113171447348,0.0035471899699657927
1987,2. Quintil,Laendlicher Raum,inadequately,0.0024774551580616392,13496,0.0016387336159925815,0.003316176700130697
1987,3. Quintil,Laendlicher Raum,higher education,0.0023783569517391735,13496,0.001556540207624814,0.003200173695853533
1987,1. Quintil,Laendlicher Raum,higher education,0.002081062332771777,13496,0.001312208625071682,0.002849916040471872
1987,5. Quintil,Staedtischer Raum,general elemantary,0.001981964126449311,13496,0.0012316024825114523,0.00273232577038717
1987,5. Quintil,Laendlicher Raum,middle vocational,0.0016846695074819145,13496,0.0009927672233049313,0.002376571791658898
1987,4. Quintil,Staedtischer Raum,vocational + Abi,0.0016846695074819145,13496,0.0009927672233049313,0.002376571791658898
1987,3. Quintil,Laendlicher Raum,higher vocational,0.0016846695074819145,13496,0.0009927672233049313,0.002376571791658898
1987,1. Quintil,Laendlicher Raum,vocational + Abi,0.0016846695074819145,13496,0.0009927672233049313,0.002376571791658898
1987,4. Quintil,Laendlicher Raum,general elemantary,0.001585571301159449,13496,0.0009142941745037105,0.0022568484278151875
1987,3. Quintil,Staedtischer Raum,in school,0.0014864730948369834,13496,0.0008364795564373539,0.002136466633236613
1987,5. Quintil,Staedtischer Raum,higher vocational,0.0013873748885145178,13496,0.0007593903119367285,0.002015359465092307
1987,2. Quintil,Laendlicher Raum,vocational + Abi,0.0011891784758695867,13496,0.0006077200395726312,0.0017706369121665423
1987,5. Quintil,Laendlicher Raum,higher education,0.0011891784758695867,13496,0.0006077200395726312,0.0017706369121665423
1987,5. Quintil,Staedtischer Raum,vocational + Abi,0.0009909820632246556,13496,0.000460132899209932,0.0015218312272393792
1987,4. Quintil,Laendlicher Raum,higher vocational,0.0009909820632246556,13496,0.000460132899209932,0.0015218312272393792
1987,3. Quintil,Laendlicher Raum,vocational + Abi,0.0006936874442572589,13496,0.0002494810877761851,0.0011378938007383327
1987,4. Quintil,Staedtischer Raum,in school,0.0005945892379347934,13496,0.0001833136736930859,0.0010058648021765008
1987,5. Quintil,Laendlicher Raum,higher vocational,0.0005945892379347934,13496,0.0001833136736930859,0.0010058648021765008
1987,1. Quintil,Laendlicher Raum,in school,0.0005945892379347934,13496,0.0001833136736930859,0.0010058648021765008
1987,3. Quintil,Laendlicher Raum,inadequately,0.0004954910316123278,13496,0.00012003091173978076,0.0008709511514848748
1987,5. Quintil,Laendlicher Raum,general elemantary,0.00039639282528986224,13496,6.055443743744796e-05,0.0007322312131422765
1987,4. Quintil,Laendlicher Raum,vocational + Abi,0.00039639282528986224,13496,6.055443743744796e-05,0.0007322312131422765
1987,3. Quintil,Laendlicher Raum,in school,0.0002972946189673967,13496,6.435627075898696e-06,0.0005881536108588946
1987,2. Quintil,Laendlicher Raum,in school,0.0002972946189673967,13496,6.435627075898696e-06,0.0005881536108588946
1987,5. Quintil,Staedtischer Raum,in school,0.00019819641264493112,13496,-3.930073016145512e-05,0.00043569355545131734
1987,5. Quintil,Laendlicher Raum,vocational + Abi,0.00019819641264493112,13496,-3.930073016145512e-05,0.00043569355545131734
1987,5. Quintil,Laendlicher Raum,inadequately,0.00019819641264493112,13496,-3.930073016145512e-05,0.00043569355545131734
1987,4. Quintil,Staedtischer Raum,inadequately,0.00019819641264493112,13496,-3.930073016145512e-05,0.00043569355545131734
1987,4. Quintil,Laendlicher Raum,inadequately,9.909820632246556e-05,13496,-6.8845956381941e-05,0.0002670423690268721
1987,4. Quintil,Laendlicher Raum,in school,9.909820632246556e-05,13496,-6.8845956381941e-05,0.0002670423690268721
1988,1. Quintil,Staedtischer Raum,middle vocational,0.15198169145948195,12817,0.14576640527913015,0.15819697763983376
1988,2. Quintil,Staedtischer Raum,middle vocational,0.12056590034328514,12817,0.11492852727186965,0.1262032734147006
1988,1. Quintil,Staedtischer Raum,general elemantary,0.1194216165609071,12817,0.11380741032639392,0.12503582279542028
1988,3. Quintil,Staedtischer Raum,middle vocational,0.07323416207219391,12817,0.06872386917327741,0.0777444549711104
1988,2. Quintil,Staedtischer Raum,general elemantary,0.05690211172370748,12817,0.05289154766576386,0.060912675781651104
1988,1. Quintil,Laendlicher Raum,middle vocational,0.04805991885987725,12817,0.04435687204677037,0.051762965672984135
1988,1. Quintil,Staedtischer Raum,inadequately,0.038385519608862995,12817,0.03505932934211712,0.04171170987560887
1988,2. Quintil,Laendlicher Raum,middle vocational,0.03682513263289296,12817,0.03356460706645049,0.040085658199335426
1988,1. Quintil,Laendlicher Raum,general elemantary,0.03505669406012691,12817,0.03187250198375051,0.03824088613650331
1988,4. Quintil,Staedtischer Raum,middle vocational,0.027878913970664724,12817,0.025028808139041226,0.030729019802288222
1988,3. Quintil,Staedtischer Raum,general elemantary,0.02455008842192864,12817,0.02187097008800854,0.027229206755848737
1988,2. Quintil,Laendlicher Raum,general elemantary,0.01810048892125247,12817,0.015792458365628117,0.020408519476876826
1988,3. Quintil,Laendlicher Raum,middle vocational,0.017164256735670447,12817,0.014915637863430536,0.019412875607910357
1988,2. Quintil,Staedtischer Raum,inadequately,0.016852179340476437,12817,0.014623742519777468,0.019080616161175405
1988,3. Quintil,Staedtischer Raum,higher education,0.015915947154894413,12817,0.013749264929816232,0.018082629379972594
1988,2. Quintil,Staedtischer Raum,higher education,0.014043482783730365,12817,0.012006303865079235,0.016080661702381496
1988,4. Quintil,Staedtischer Raum,higher education,0.013835431186934359,12817,0.011813185461737178,0.015857676912131538
