"pgisced97","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"higher vocational","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","438","0.123044212307712","0.112238501035925","0.133849923579498"
"higher vocational","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","263","0.142422171569824","0.126492559146229","0.15835178399342"
"higher vocational","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","334","0.172929344617689","0.156021935826485","0.189836753408894"
"higher vocational","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","50","0.144449619874967","0.109912386044917","0.178986853705017"
"higher vocational","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","2922","1","1","1"
"higher education","2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","1258","1","1","1"
"in school","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","492","0.557864851790291","0.521663818838776","0.594065884741806"
"in school","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","147","0.7799916286112","0.718083390907691","0.841899866314708"
"in school","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"in school","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"in school","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","183","0.34678332886213","0.312090742504772","0.381475915219488"
"inadequately","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","37","0.00499417988791731","0.00331635697853312","0.00667200279730151"
"inadequately","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1720","0.270256514566382","0.25968652842504","0.280826500707724"
"general elemantary","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","227","0.189791579419644","0.169316318690618","0.21026684014867"
"general elemantary","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","447","0.125492253122129","0.115000719108158","0.1359837871361"
"general elemantary","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","164","0.0768390396331162","0.0650810124974916","0.0885970667687407"
"general elemantary","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","43","0.0844149729193674","0.0641503733689767","0.104679572469758"
"middle vocational","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","4633","0.671019211884958","0.659836324164743","0.682202099605172"
"middle vocational","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","1061","0.731810553714378","0.708678575722624","0.754942531706131"
"middle vocational","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","2915","0.755793394972712","0.742187442387235","0.769399347558189"
"middle vocational","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1547","0.794462455423503","0.776622775832407","0.812302135014599"
"middle vocational","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","652","0.298774166646188","0.279017929254094","0.318530404038282"
"middle vocational","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","183","0.409400495639103","0.361861729968559","0.456939261309647"
"middle vocational","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"middle vocational","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1049","0.532128581794198","0.51059207256773","0.553665091020666"
"vocational + Abi","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","171","0.426047122529039","0.378239833511674","0.473854411546404"
"vocational + Abi","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","391","0.0537300936607434","0.0483632674517727","0.0590969198697142"
"higher vocational","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","110","0.0684511192166034","0.0552659503773632","0.0816362880558436"
"higher vocational","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","468","0.11871435190516","0.10847060910193","0.128958094708389"
"higher vocational","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","260","0.128698504943381","0.113915056215252","0.143481953671511"
"higher vocational","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","361","0.169097251559615","0.152918420775407","0.185276082343822"
"higher vocational","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","57","0.164552381831858","0.128706532159844","0.200398231503873"
"higher vocational","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","3252","1","1","1"
"higher education","2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","1338","1","1","1"
"in school","2007","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","477","0.601054502246143","0.564086000135255","0.63802300435703"
"in school","2007","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","152","0.833993590951896","0.778386823177545","0.889600358726247"
"in school","2007","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2007","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2007","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2007","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2007","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"in school","2007","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2007","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"in school","2007","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2007","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","166","0.322448823343678","0.287161428829419","0.357736217857937"
"inadequately","2007","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2007","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","30","0.00404716411374669","0.00245796897831473","0.00563635924917865"
"inadequately","2007","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2007","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2007","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2007","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2007","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2007","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2007","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2007","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2007","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2007","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1521","0.265252069929687","0.254201593325999","0.276302546533376"
"general elemantary","2007","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","202","0.183655995791269","0.162518146767486","0.204793844815052"
"general elemantary","2007","Realschulabschluss","Westdeutschland, alte Bundeslaender","418","0.12769393713039","0.116803773360281","0.138584100900499"
"general elemantary","2007","Realschulabschluss","Ostdeutschland, neue Bundeslaender","138","0.0733917258887256","0.0614827363047624","0.0853007154726888"
"general elemantary","2007","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2007","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2007","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2007","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2007","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"middle vocational","2007","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2007","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","4220","0.674730366297433","0.663003841634608","0.686456890960258"
"middle vocational","2007","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","974","0.732223969422384","0.708051030607522","0.756396908237246"
"middle vocational","2007","Realschulabschluss","Westdeutschland, alte Bundeslaender","2758","0.757712868570518","0.74373205861754","0.771693678523495"
"middle vocational","2007","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1454","0.787482368827456","0.768800462902614","0.806164274752299"
"middle vocational","2007","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","645","0.310531166202242","0.290180980070905","0.33088135233358"
"middle vocational","2007","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","173","0.417168583426606","0.368541657280735","0.465795509572477"
"middle vocational","2007","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"middle vocational","2007","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2007","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
