year,sampreg,pgisced97,proportion,n,lower_confidence,upper_confidence
1987,Westdeutschland,general elemantary,0.26776335348330194,13496,0.26029276462123174,0.27523394234537213
1987,Westdeutschland,higher education,0.07353086909126945,13496,0.06912730965104653,0.07793442853149236
1987,Westdeutschland,inadequately,0.07313447626597959,13496,0.06874186290250106,0.07752708962945812
1987,Westdeutschland,higher vocational,0.05608958477851551,13496,0.05220754449091296,0.059971625066118056
1987,Westdeutschland,vocational + Abi,0.027152908532355566,13496,0.02441080399559621,0.02989501306911492
1987,Westdeutschland,in school,0.010801704489148746,13496,0.0090577250433064,0.012545683934991093
1988,Westdeutschland,middle vocational,0.49193800062415477,12817,0.48328281430074616,0.5005931869475634
1988,Westdeutschland,general elemantary,0.2716113596171851,12817,0.2639108684682554,0.27931185076611476
1988,Westdeutschland,higher education,0.07302611047539789,12817,0.06852172328466644,0.07753049766612935
1988,Westdeutschland,inadequately,0.07084156870903985,12817,0.06639984183310887,0.07528329558497082
1988,Westdeutschland,higher vocational,0.05617393113492146,12817,0.0521875733758966,0.06016028889394632
1988,Westdeutschland,vocational + Abi,0.027878913970664724,12817,0.025028808139041226,0.030729019802288222
1988,Westdeutschland,in school,0.008530115468636221,12817,0.0069379797050913355,0.010122251232181106
1989,Westdeutschland,middle vocational,0.4945384450631827,12393,0.48573582534078785,0.5033410647855775
1989,Westdeutschland,general elemantary,0.2663311201542086,12393,0.25854844590028686,0.2741137944081304
1989,Westdeutschland,higher education,0.07474834011565645,12393,0.07011815281520341,0.0793785274161095
1989,Westdeutschland,inadequately,0.0688584279288927,12393,0.06440028224259155,0.07331657361519385
1989,Westdeutschland,higher vocational,0.05525808524309274,12393,0.05123534162567396,0.05928082886051152
1989,Westdeutschland,vocational + Abi,0.030841721996144784,12393,0.0277977930511738,0.03388565094111577
1989,Westdeutschland,in school,0.009423859498822018,12393,0.007722773855160557,0.01112494514248348
1990,Westdeutschland,middle vocational,0.3359293873312565,18165,0.32906076717407046,0.3427980074884425
1990,Ostdeutschland,middle vocational,0.1875834445927904,18165,0.18190636470098923,0.19326052448459155
1990,Westdeutschland,general elemantary,0.17764426642931316,18165,0.1720859427943813,0.18320259006424502
1990,Ostdeutschland,higher education,0.07357958759827919,18165,0.06978275803253406,0.07737641716402432
1990,Westdeutschland,higher education,0.051846906987093905,18165,0.04862258035987637,0.05507123361431144
1990,Westdeutschland,inadequately,0.04591306927755526,18165,0.042869378651357426,0.04895675990375309
1990,Westdeutschland,higher vocational,0.038124907283785786,18165,0.035340055359581284,0.04090975920799029
1990,Ostdeutschland,general elemantary,0.0354546803144934,18165,0.032765397502454996,0.0381439631265318
1990,Westdeutschland,vocational + Abi,0.02158433466844682,18165,0.01947099452760633,0.02369767480928731
1990,Ostdeutschland,higher vocational,0.01898828067052366,18165,0.017003473641450863,0.02097308769959646
1990,Westdeutschland,in school,0.006527221480492508,18165,0.005356157749024746,0.0076982852119602705
1990,Ostdeutschland,vocational + Abi,0.005933837709538644,18165,0.004816938849309513,0.007050736569767775
1990,Ostdeutschland,inadequately,0.0008159026850615635,18165,0.0004006807308382641,0.001231124639284863
1990,Ostdeutschland,in school,7.417297136923305e-05,18165,-5.106761774270117e-05,0.00019941356048116727
1991,Westdeutschland,middle vocational,0.34450595283233487,17756,0.33751612876920867,0.3514957768954611
1991,Ostdeutschland,middle vocational,0.1784333055281717,17756,0.17280156190192064,0.18406504915442273
1991,Westdeutschland,general elemantary,0.17714415712444073,17756,0.1715283937776913,0.18275992047119016
1991,Ostdeutschland,higher education,0.07234397512701904,17756,0.06853350841325456,0.07615444184078352
1991,Westdeutschland,higher education,0.05490255554712975,17756,0.051551990315225414,0.058253120779034086
1991,Westdeutschland,inadequately,0.046257678016228106,17756,0.04316815848580482,0.04934719754665139
1991,Westdeutschland,higher vocational,0.03935694244331538,17756,0.03649688205371962,0.042217002832911146
1991,Ostdeutschland,general elemantary,0.032380374611359675,17756,0.029776759570872276,0.034983989651847076
1991,Westdeutschland,vocational + Abi,0.023280503526200046,17756,0.02106248782462416,0.025498519227775934
1991,Ostdeutschland,higher vocational,0.017972245393190263,17756,0.016018146430450603,0.019926344355929923
1991,Westdeutschland,in school,0.006369909759611739,17756,0.005199703247674195,0.0075401162715492825
1991,Ostdeutschland,vocational + Abi,0.005384090392052779,17756,0.004307706040564499,0.006460474743541059
1991,Ostdeutschland,in school,0.0009099871085159627,17756,0.0004664770927220977,0.0013534971243098278
1991,Ostdeutschland,inadequately,0.0007583225904299689,17756,0.00035342446140636507,0.0011632207194535726
1992,Westdeutschland,middle vocational,0.3485036439758102,17350,0.34141332148096265,0.3555939664706577
1992,Westdeutschland,general elemantary,0.1752984958908358,17350,0.16964074502207216,0.18095624675959943
1992,Ostdeutschland,middle vocational,0.17196464568150102,17350,0.16634963797777985,0.1775796533852222
1992,Ostdeutschland,higher education,0.07109629399906962,17350,0.06727231797078716,0.07492027002735209
1992,Westdeutschland,higher education,0.057218173360210886,17350,0.053762132029365146,0.060674214691056626
1992,Westdeutschland,inadequately,0.04574352612808187,17350,0.042634647919027255,0.04885240433713649
1992,Westdeutschland,higher vocational,0.04132423631570786,17350,0.03836251204676271,0.04428596058465301
1992,Ostdeutschland,general elemantary,0.032097999689874396,17350,0.029475224844589504,0.03472077453515929
1992,Westdeutschland,vocational + Abi,0.024499922468599784,17350,0.022199527860805323,0.026800317076394246
1992,Ostdeutschland,higher vocational,0.017987284850364396,17350,0.016009642774386774,0.019964926926342018
1992,Westdeutschland,in school,0.006512637618235386,17350,0.005315715308301366,0.007709559928169405
1992,Ostdeutschland,vocational + Abi,0.005194603814544891,17350,0.004124929387792665,0.006264278241297117
1992,Ostdeutschland,inadequately,0.0017056908047759342,17350,0.001091666186756617,0.0023197154227952515
1992,Ostdeutschland,in school,0.0008528454023879671,17350,0.000418479009802452,0.0012872117949734821
1993,Westdeutschland,middle vocational,0.3558533701221916,16993,0.34865475501134663,0.36305198523303656
1993,Westdeutschland,general elemantary,0.17296018919984232,16993,0.1672735283716049,0.17864685002807976
1993,Ostdeutschland,middle vocational,0.16886085928261726,16993,0.1632280842330853,0.17449363433214923
1993,Ostdeutschland,higher education,0.06882144264879779,16993,0.06501517422536222,0.07262771107223336
1993,Westdeutschland,higher education,0.060149783208513996,16993,0.05657485439030844,0.06372471202671956
1993,Westdeutschland,inadequately,0.045644461962948364,16993,0.0425063373312713,0.04878258659462543
1993,Westdeutschland,higher vocational,0.040835632636972805,16993,0.03785994592936623,0.04381131934457938
1993,Ostdeutschland,general elemantary,0.030508474576271188,16993,0.027922624759430126,0.033094324393112245
1993,Westdeutschland,vocational + Abi,0.024832479306267245,16993,0.02249272261580109,0.0271722359967334
1993,Ostdeutschland,higher vocational,0.017737485218762318,16993,0.015752849280905087,0.01972212115661955
1993,Ostdeutschland,vocational + Abi,0.005439495467087111,16993,0.004333595216108588,0.006545395718065635
1993,Westdeutschland,in school,0.004966495861253449,16993,0.003909520329670528,0.00602347139283637
1993,Ostdeutschland,in school,0.0020496649586125345,16993,0.001369652381851849,0.00272967753537322
1993,Ostdeutschland,inadequately,0.0013401655498620417,16993,0.000790106823206557,0.0018902242765175264
1994,Westdeutschland,middle vocational,0.3587749539004249,16642,0.3514876042126722,0.3660623035881776
1994,Ostdeutschland,middle vocational,0.16772228012507015,16642,0.16204575158392398,0.17339880866621632
1994,Westdeutschland,general elemantary,0.1647558726849996,16642,0.1591197494584305,0.17039199591156873
1994,Ostdeutschland,higher education,0.06878858334001443,16642,0.0649432354103817,0.07263393126964716
1994,Westdeutschland,higher education,0.06373767337448889,16642,0.06002616717797818,0.0674491795709996
1994,Westdeutschland,inadequately,0.04361420668644272,16642,0.04051119179830185,0.046717221574583585
1994,Westdeutschland,higher vocational,0.04136935781287581,16642,0.038343710131624395,0.044395005494127227
1994,Ostdeutschland,general elemantary,0.030385632967209173,16642,0.02777775672883712,0.03299350920558123
1994,Westdeutschland,vocational + Abi,0.025414896175739596,16642,0.023023743168723063,0.02780604918275613
1994,Ostdeutschland,higher vocational,0.018840695903150805,16642,0.016774975468257246,0.020906416338044364
1994,Westdeutschland,in school,0.006654373446644752,16642,0.00541911711247053,0.007889629780818974
1994,Ostdeutschland,vocational + Abi,0.005852641706085144,16642,0.004693718490326018,0.00701156492184427
1994,Ostdeutschland,in school,0.003206926962238435,16642,0.002347912743179665,0.004065941181297205
1994,Ostdeutschland,inadequately,0.0008819049146155697,16642,0.00043090900164952426,0.0013329008275816151
1995,Westdeutschland,middle vocational,0.36486486486486486,17246,0.3576801262677221,0.3720496034620076
1995,Westdeutschland,general elemantary,0.16169348539290737,17246,0.1561985883143191,0.16718838247149564
1995,Ostdeutschland,middle vocational,0.16028745508514294,17246,0.15481191493339494,0.16576299523689095
1995,Westdeutschland,higher education,0.0717856584908608,17246,0.06793305013824769,0.07563826684347391
1995,Ostdeutschland,higher education,0.06514607092641775,17246,0.061462849119939766,0.06882929273289573
1995,Westdeutschland,higher vocational,0.04093110451491954,17246,0.037974021507658516,0.043888187522180565
1995,Westdeutschland,inadequately,0.04069676613029214,17246,0.0377477999975484,0.043645732263035884
1995,Westdeutschland,vocational + Abi,0.031323230745196065,17246,0.028723462722073087,0.03392299876831904
1995,Ostdeutschland,general elemantary,0.027886267770660833,17246,0.025428925699236923,0.030343609842084743
1995,Ostdeutschland,higher vocational,0.018122168411185753,17246,0.01613128563719795,0.020113051185173557
1995,Westdeutschland,in school,0.0076550538978284646,17246,0.0063542335010805685,0.00895587429457636
1995,Ostdeutschland,vocational + Abi,0.005389782846430245,17246,0.004297024902009929,0.006482540790850561
1995,Ostdeutschland,in school,0.00359318856428683,17246,0.0027001499687235985,0.004486227159850062
1995,Ostdeutschland,inadequately,0.0006249023590064052,17246,0.00025192521054312575,0.0009978795074696847
1996,Westdeutschland,middle vocational,0.3645767027371101,16862,0.3573118376734689,0.37184156780075134
1996,Ostdeutschland,middle vocational,0.1617600254614895,16862,0.1562019899643154,0.16731806095866358
1996,Westdeutschland,general elemantary,0.15642902609802672,16862,0.15094599115610896,0.1619120610399445
1996,Westdeutschland,higher education,0.07359961807765754,16862,0.0696583255318494,0.07754091062346567
1996,Ostdeutschland,higher education,0.06675684277530236,16862,0.0629893985601728,0.07052428699043192
1996,Westdeutschland,higher vocational,0.042488860598345,16862,0.03944439557533429,0.045533325621355716
1996,Westdeutschland,inadequately,0.03803309993634628,16862,0.0351459957558673,0.04092020411682526
1996,Westdeutschland,vocational + Abi,0.03150859325270528,16862,0.028871873809800556,0.03414531269561001
1996,Ostdeutschland,general elemantary,0.027609802673456398,16862,0.025136635540735548,0.030082969806177248
1996,Ostdeutschland,higher vocational,0.01822087842138765,16862,0.01620207942515452,0.02023967741762078
1996,Westdeutschland,in school,0.008752387014640357,16862,0.007346482379735654,0.01015829164954506
1996,Ostdeutschland,vocational + Abi,0.005967536600891152,16862,0.004805019477660273,0.0071300537241220305
1996,Ostdeutschland,in school,0.003341820496499045,16862,0.002470724122977097,0.004212916870020993
1996,Ostdeutschland,inadequately,0.0009548058561425843,16862,0.0004886280074341623,0.0014209837048510063
1997,Westdeutschland,middle vocational,0.36474312149987825,16487,0.35739538631525186,0.37209085668450465
1997,Ostdeutschland,middle vocational,0.1610258907556205,16487,0.15541531556654417,0.1666364659446968
1997,Westdeutschland,general elemantary,0.15607499391283175,16487,0.15053506944563894,0.16161491838002456
1997,Westdeutschland,higher education,0.07548088629169711,16487,0.07144850403564851,0.07951326854774571
1997,Ostdeutschland,higher education,0.0679327976625274,16487,0.06409175955646587,0.07177383576858892
1997,Westdeutschland,higher vocational,0.04261017774531288,16487,0.039527086851957646,0.045693268638668114
1997,Westdeutschland,inadequately,0.03668533398263128,16487,0.03381577221684737,0.0395548957484152
1997,Westdeutschland,vocational + Abi,0.030679327976625273,16487,0.028046988414878612,0.033311667538371934
1997,Ostdeutschland,general elemantary,0.02702702702702703,16487,0.0245516874894089,0.029502366564645156
1997,Ostdeutschland,higher vocational,0.01866731596461326,16487,0.01660129690635594,0.020733335022870582
1997,Westdeutschland,in school,0.008522035549062576,16487,0.007118903784722615,0.009925167313402535
1997,Ostdeutschland,vocational + Abi,0.0059248437626816,16487,0.004753367983666355,0.007096319541696846
1997,Ostdeutschland,in school,0.003814625436247058,16487,0.0028736435069946203,0.0047556073654994955
1997,Ostdeutschland,inadequately,0.0008116224332440549,16487,0.0003769261163861158,0.0012463187501019941
1998,Westdeutschland,middle vocational,0.3677217079725291,18147,0.3607060659336343,0.37473735001142394
1998,Westdeutschland,general elemantary,0.15683786204837266,18147,0.1515468998742604,0.16212882422248492
1998,Ostdeutschland,middle vocational,0.15631531800537474,18147,0.15103154072617897,0.1615990952845705
1998,Westdeutschland,higher education,0.08218871304867124,18147,0.07819261220904566,0.08618481388829682
1998,Ostdeutschland,higher education,0.06479546133174081,18147,0.061213843465157555,0.06837707919832407
1998,Westdeutschland,higher vocational,0.04352045386682592,18147,0.040551946005858236,0.0464889617277936
1998,Westdeutschland,vocational + Abi,0.032621678112869514,18147,0.03003700886125618,0.035206347364482846
1998,Westdeutschland,inadequately,0.0319498357718722,18147,0.029391032494488017,0.034508639049256384
1998,Ostdeutschland,general elemantary,0.026425798745894298,18147,0.024092059972155515,0.02875953751963308
1998,Ostdeutschland,higher vocational,0.017691848312929234,18147,0.015773779741085348,0.01960991688477312
1998,Westdeutschland,in school,0.009181845326963273,18147,0.007794081331664137,0.01056960932226241
1998,Ostdeutschland,vocational + Abi,0.005076142131979695,18147,0.004042154220787589,0.006110130043171801
1998,Ostdeutschland,in school,0.004553598088981785,18147,0.003574018019503365,0.005533178158460206
1998,Ostdeutschland,inadequately,0.001119737234995521,18147,0.0006331413546508213,0.0016063331153402208
1999,Westdeutschland,middle vocational,0.36846901579586877,17396,0.3613005009264798,0.37563753066525774
1999,Ostdeutschland,middle vocational,0.15757897934386392,17396,0.1521646444967828,0.16299331419094504
1999,Westdeutschland,general elemantary,0.15347812879708383,17396,0.14812172004093588,0.1588345375532318
1999,Westdeutschland,higher education,0.08368772782503038,17396,0.07957259353937474,0.08780286211068603
1999,Ostdeutschland,higher education,0.0650820170109356,17396,0.0614163869735865,0.06874764704828472
1999,Westdeutschland,higher vocational,0.04343863912515188,17396,0.04040945345022973,0.04646782480007403
1999,Westdeutschland,vocational + Abi,0.03257897934386391,17396,0.029940778415124568,0.03521718027260325
1999,Westdeutschland,inadequately,0.03121202916160389,17396,0.02862794447337364,0.033796113849834136
1999,Ostdeutschland,general elemantary,0.026351761846901578,17396,0.023971431456134815,0.02873209223766834
1999,Ostdeutschland,higher vocational,0.018377885783718104,17396,0.016381928177211215,0.020373843390224994
1999,Westdeutschland,in school,0.008809234507897935,17396,0.00742062836815933,0.01019784064763654
1999,Ostdeutschland,vocational + Abi,0.005619684082624544,17396,0.004508813203435432,0.006730554961813656
1999,Ostdeutschland,in school,0.0041767922235722964,17396,0.003218398569643036,0.005135185877501557
1999,Ostdeutschland,inadequately,0.0011391251518833535,17396,0.0006378575990061309,0.0016403927047605761
2000,Westdeutschland,middle vocational,0.40292205050249136,30607,0.3974269995511493,0.4084171014538334
2000,Ostdeutschland,middle vocational,0.13710835233510682,30607,0.13325484865434306,0.14096185601587058
2000,Westdeutschland,general elemantary,0.1243560510092053,30607,0.12065910654846307,0.12805299546994753
2000,Westdeutschland,higher education,0.1067477409002618,30607,0.10328825075643355,0.11020723104409005
2000,Westdeutschland,higher vocational,0.058145426906511276,30607,0.05552365203444836,0.06076720177857419
2000,Ostdeutschland,higher education,0.05438729837007009,30607,0.051846611862452784,0.0569279848776874
2000,Westdeutschland,vocational + Abi,0.04201503251414576,30607,0.039767389220950154,0.04426267580734137
2000,Ostdeutschland,higher vocational,0.02136643864538468,30607,0.019746413288163657,0.022986464002605705
2000,Ostdeutschland,general elemantary,0.020521915378768685,30607,0.018933544202356153,0.022110286555181217
2000,Westdeutschland,inadequately,0.01604594206570391,30607,0.014638223915748445,0.01745366021565938
2000,Westdeutschland,in school,0.007938518706190355,30607,0.006944293613968288,0.008932743798412421
2000,Ostdeutschland,vocational + Abi,0.00523604425301917,30607,0.0044274933544130955,0.006044595151625245
2000,Ostdeutschland,in school,0.002449117473186386,30607,0.001895362006557722,0.00300287293981505
2000,Ostdeutschland,inadequately,0.0007600709399543957,30607,0.00045132045835886633,0.0010688214215499251
2001,Westdeutschland,middle vocational,0.3990228013029316,27798,0.3932660542118621,0.4047795483940011
2001,Ostdeutschland,middle vocational,0.13946021405304793,27798,0.13538772489414105,0.1435327032119548
2001,Westdeutschland,general elemantary,0.1200093066542578,27798,0.11618902134021268,0.12382959196830291
2001,Westdeutschland,higher education,0.10832945556072592,27798,0.1046758236942236,0.11198308742722823
2001,Westdeutschland,higher vocational,0.057375523499302,27798,0.05464162754118788,0.06010941945741612
2001,Ostdeutschland,higher education,0.05686365751512331,27798,0.054141245007777075,0.059586070022469545
2001,Westdeutschland,vocational + Abi,0.04406700791065612,27798,0.04165421636105482,0.04647979946025742
2001,Ostdeutschland,higher vocational,0.020614239181014425,27798,0.018943880093367317,0.022284598268661533
2001,Ostdeutschland,general elemantary,0.020381572824569566,27798,0.01872046961835142,0.022042676030787713
2001,Westdeutschland,inadequately,0.01382038157282457,27798,0.012447960669101437,0.015192802476547704
2001,Westdeutschland,in school,0.010004653327128897,27798,0.008834704423141625,0.01117460223111617
2001,Ostdeutschland,vocational + Abi,0.005630525825965565,27798,0.004750900620940187,0.006510151030990943
2001,Ostdeutschland,in school,0.0036761284318287575,27798,0.002964677582848427,0.004387579280809088
2001,Ostdeutschland,inadequately,0.0007445323406235459,27798,0.00042388374193478103,0.0010651809393123106
2002,Westdeutschland,middle vocational,0.38710395158419364,28961,0.38149403365804363,0.39271386951034365
2002,Westdeutschland,higher education,0.14400142399430402,28961,0.13995781448663452,0.1480450335019735
2002,Ostdeutschland,middle vocational,0.1280259878960484,28961,0.12417785436973043,0.13187412142236637
2002,Westdeutschland,general elemantary,0.10751156995372019,28961,0.10394395320760955,0.11107918669983083
2002,Ostdeutschland,higher education,0.05887326450694197,28961,0.056162246457443235,0.0615842825564407
2002,Westdeutschland,higher vocational,0.057449270202919185,28961,0.054769213889114515,0.060129326516723855
2002,Westdeutschland,vocational + Abi,0.04592381630473478,28961,0.043513023939047074,0.04833460867042248
2002,Ostdeutschland,higher vocational,0.02011391954432182,28961,0.018497011048159095,0.021730828040484547
2002,Ostdeutschland,general elemantary,0.017532929868280527,28961,0.016021334530440322,0.01904452520612073
2002,Westdeutschland,inadequately,0.011970452118191527,28961,0.010717918077218575,0.01322298615916448
2002,Westdeutschland,in school,0.01116945532217871,28961,0.009959062808830636,0.012379847835526786
2002,Ostdeutschland,vocational + Abi,0.00600747597009612,28961,0.0051174823883637695,0.00689746955182847
2002,Ostdeutschland,in school,0.00355998576005696,28961,0.0028740254237827243,0.004245946096331195
2002,Ostdeutschland,inadequately,0.000756496974012104,28961,0.00043984036352474296,0.001073153584499465
2003,Westdeutschland,middle vocational,0.3844869952246279,27727,0.3787608273745946,0.39021316307466125
2003,Westdeutschland,higher education,0.1419630024572303,27727,0.13785486255179372,0.14607114236266686
2003,Ostdeutschland,middle vocational,0.13023320506282166,27727,0.12627163896593957,0.13419477115970374
2003,Westdeutschland,general elemantary,0.10487273401641245,27727,0.10126629727978972,0.10847917075303518
2003,Ostdeutschland,higher education,0.05990078353192081,27727,0.05710754691190886,0.06269402015193276
2003,Westdeutschland,higher vocational,0.057304464741063564,27727,0.05456866322801704,0.06004026625411009
2003,Westdeutschland,vocational + Abi,0.046919189577634565,27727,0.04443007582757445,0.04940830332769468
2003,Ostdeutschland,higher vocational,0.02095600166906208,27727,0.019269992442000314,0.022642010896123842
2003,Ostdeutschland,general elemantary,0.01794241735824563,27727,0.01637994053486772,0.01950489418162354
2003,Westdeutschland,in school,0.012193425749918866,27727,0.010901601433077007,0.013485250066760724
2003,Westdeutschland,inadequately,0.01191524873661273,27727,0.010638065278132354,0.013192432195093107
2003,Ostdeutschland,vocational + Abi,0.006583522648245166,27727,0.005631604784922585,0.007535440511567747
2003,Ostdeutschland,in school,0.00403356669293894,27727,0.0032875103928441973,0.004779622993033683
2003,Ostdeutschland,inadequately,0.0006954425332653346,27727,0.0003851408092582994,0.0010057442572723697
2004,Westdeutschland,middle vocational,0.38277489156856204,26790,0.3769543522413452,0.38859543089577886
2004,Westdeutschland,higher education,0.1438920928459082,26790,0.13968916017051747,0.14809502552129894
2004,Ostdeutschland,middle vocational,0.13068967160764502,26790,0.12665342430607374,0.1347259189092163
2004,Westdeutschland,general elemantary,0.10261665316238501,26790,0.09898279777211287,0.10625050855265715
2004,Ostdeutschland,higher education,0.06081692960297412,26790,0.05795501225253083,0.06367884695341741
2004,Westdeutschland,higher vocational,0.05757590200657738,26790,0.05478648604875405,0.060365317964400714
2004,Westdeutschland,vocational + Abi,0.048043467899528146,26790,0.04548255122535429,0.050604384573702005
2004,Ostdeutschland,higher vocational,0.02068538201229684,26790,0.0189810170168396,0.02238974700775408
2004,Ostdeutschland,general elemantary,0.016967732710547637,26790,0.015421177215590848,0.018514288205504426
2004,Westdeutschland,in school,0.012630475191840237,26790,0.011293204215526332,0.013967746168154141
2004,Westdeutschland,inadequately,0.011391258757923836,26790,0.010120486292270378,0.012662031223577295
2004,Ostdeutschland,vocational + Abi,0.007196987750822173,26790,0.006184763729577964,0.008209211772066382
2004,Ostdeutschland,in school,0.003908297983890186,26790,0.0031611386780158327,0.00465545728976454
2004,Ostdeutschland,inadequately,0.0008102568990991849,26790,0.00046953106215617997,0.00115098273604219
2005,Westdeutschland,middle vocational,0.3802275676215191,25520,0.37427158167429886,0.38618355356873935
2005,Westdeutschland,higher education,0.14537378979938118,25520,0.14104918031481692,0.14969839928394543
2005,Ostdeutschland,middle vocational,0.13090128755364808,25520,0.12676298490711188,0.13503959020018427
2005,Westdeutschland,general elemantary,0.09986026549555845,25520,0.09618179682920885,0.10353873416190804
2005,Ostdeutschland,higher education,0.06253119073759857,25520,0.05956060221147505,0.06550177926372208
2005,Westdeutschland,higher vocational,0.05694181055993612,25520,0.0540986550291305,0.05978496609074174
2005,Westdeutschland,vocational + Abi,0.04835811957281166,25520,0.045726111530524347,0.05099012761509897
2005,Ostdeutschland,higher vocational,0.020960175666234156,25520,0.019202602657861716,0.022717748674606596
2005,Ostdeutschland,general elemantary,0.015869847290148717,25520,0.014336542899255466,0.017403151681041968
2005,Westdeutschland,in school,0.014322786705260005,25520,0.012864990360587962,0.01578058304993205
2005,Westdeutschland,inadequately,0.011378381075955684,25520,0.010077100265826415,0.012679661886084954
2005,Ostdeutschland,vocational + Abi,0.00803473400538976,25520,0.006939392055126598,0.009130075955652921
2005,Ostdeutschland,in school,0.004341750673719932,25520,0.003535066893688207,0.005148434453751657
2005,Ostdeutschland,inadequately,0.0008982932428386066,25520,0.0005307320492193353,0.001265854436457878
2006,Westdeutschland,middle vocational,0.38288517610033784,27321,0.3771211619098841,0.3886491902907916
2006,Westdeutschland,higher education,0.15018281112602397,27321,0.14594657025579916,0.15441905199624878
2006,Ostdeutschland,middle vocational,0.1298653214236127,27321,0.12587922672769206,0.13385141611953336
2006,Westdeutschland,general elemantary,0.09732956912111816,27321,0.0938148163318293,0.10084432191040703
2006,Ostdeutschland,higher education,0.06164668857314759,27321,0.05879471269711293,0.06449866444918226
2006,Westdeutschland,higher vocational,0.05664830841856806,27321,0.05390712519682791,0.059389491640308205
2006,Westdeutschland,vocational + Abi,0.048317674827602165,27321,0.04577490651409281,0.050860443141111523
2006,Ostdeutschland,higher vocational,0.019762114129680198,27321,0.018111710313492117,0.02141251794586828
2006,Ostdeutschland,general elemantary,0.0169852362660249,27321,0.015453007568469013,0.01851746496358079
2006,Westdeutschland,in school,0.01430092099782478,27321,0.012893052942556918,0.01570878905309264
2006,Westdeutschland,inadequately,0.010089322904614246,27321,0.008904272587555941,0.01127437322167255
2006,Ostdeutschland,vocational + Abi,0.007867820613690008,27321,0.006820162047289503,0.008915479180090512
2006,Ostdeutschland,in school,0.0030545656500208266,27321,0.0024002034529547814,0.003708927847086872
2006,Ostdeutschland,inadequately,0.0010644698477345305,27321,0.0006777974353135189,0.0014511422601555422
2007,Westdeutschland,middle vocational,0.38128283929810647,25385,0.37530784908991177,0.38725782950630117
2007,Westdeutschland,higher education,0.1531178744919203,25385,0.1486879949526323,0.1575477540312083
2007,Ostdeutschland,middle vocational,0.13016754238128284,25385,0.1260281495354204,0.13430693522714526
2007,Westdeutschland,general elemantary,0.09294140973530286,25385,0.08936958791875373,0.096513231551852
2007,Ostdeutschland,higher education,0.06443937741647665,25385,0.0614188754521306,0.06745987938082271
2007,Westdeutschland,higher vocational,0.05596312084861703,25385,0.05313555367930673,0.05879068801792733
2007,Westdeutschland,vocational + Abi,0.04971745811440468,25385,0.04704353865947233,0.05239137756933703
2007,Ostdeutschland,higher vocational,0.020124913254684247,25385,0.018397406103001807,0.021852420406366688
2007,Ostdeutschland,general elemantary,0.016357688113413305,25385,0.014797248200664907,0.017918128026161703
2007,Westdeutschland,in school,0.01288787548329533,25385,0.011500348631771486,0.014275402334819175
2007,Westdeutschland,inadequately,0.009566769108753842,25385,0.008369304365546405,0.010764233851961279
2007,Ostdeutschland,vocational + Abi,0.008228412808565481,25385,0.007117112706140767,0.009339712910990195
2007,Ostdeutschland,in school,0.004064637652423912,25385,0.003281940088841965,0.0048473352160058585
2007,Ostdeutschland,inadequately,0.0011400812927530484,25385,0.0007249478792728239,0.001555214706233273
2008,Westdeutschland,middle vocational,0.38076923076923075,23673,0.37458356272637744,0.38695489881208406
