"pgisced97","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"general elemantary","1987","16-34 Jahre alt","AkademikerInnen","","","",""
"general elemantary","1987","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","1987","35-65 Jahre alt","Hauptschulabschluss","1277","0.331334715829301","0.315568804781185","0.347100626877417"
"general elemantary","1987","35-65 Jahre alt","Realschulabschluss","71","0.113003734814146","0.0883403016643889","0.137667167963903"
"general elemantary","1987","35-65 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","1987","35-65 Jahre alt","AkademikerInnen","","","",""
"general elemantary","1987","66 und älter","(noch) kein Abschluss","","","",""
"general elemantary","1987","66 und älter","Hauptschulabschluss","384","0.475560237249247","0.440867215306601","0.510253259191893"
"general elemantary","1987","66 und älter","Realschulabschluss","","","",""
"general elemantary","1987","66 und älter","(Fach-)Abitur","","","",""
"general elemantary","1987","66 und älter","AkademikerInnen","","","",""
"middle vocational","1987","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","1987","16-34 Jahre alt","Hauptschulabschluss","999","0.647011118929751","0.62509744464495","0.668924793214552"
"middle vocational","1987","16-34 Jahre alt","Realschulabschluss","550","0.609212297111119","0.578443231851791","0.639981362370447"
"middle vocational","1987","16-34 Jahre alt","(Fach-)Abitur","325","0.580805889572277","0.539072463414799","0.622539315729755"
"middle vocational","1987","16-34 Jahre alt","AkademikerInnen","","","",""
"middle vocational","1987","35-65 Jahre alt","(noch) kein Abschluss","65","0.123155490568903","0.0968173154005639","0.149493665737243"
"middle vocational","1987","35-65 Jahre alt","Hauptschulabschluss","1963","0.60503353846103","0.588659679421939","0.621407397500121"
"middle vocational","1987","35-65 Jahre alt","Realschulabschluss","481","0.763188611519928","0.730070659802623","0.796306563237233"
"middle vocational","1987","35-65 Jahre alt","(Fach-)Abitur","50","0.178301069238098","0.126158040577732","0.230444097898463"
"middle vocational","1987","35-65 Jahre alt","AkademikerInnen","","","",""
"middle vocational","1987","66 und älter","(noch) kein Abschluss","","","",""
"middle vocational","1987","66 und älter","Hauptschulabschluss","376","0.482460666898953","0.447747503347779","0.517173830450127"
"middle vocational","1987","66 und älter","Realschulabschluss","121","0.723762144596018","0.655742622552689","0.791781666639346"
"middle vocational","1987","66 und älter","(Fach-)Abitur","","","",""
"middle vocational","1987","66 und älter","AkademikerInnen","","","",""
"vocational + Abi","1987","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","1987","16-34 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","1987","16-34 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","1987","16-34 Jahre alt","(Fach-)Abitur","156","0.296227012229359","0.257609030373635","0.334844994085084"
"vocational + Abi","1987","16-34 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","1987","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","1987","35-65 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","1987","35-65 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","1987","35-65 Jahre alt","(Fach-)Abitur","103","0.448650458002143","0.380897152975122","0.516403763029164"
"vocational + Abi","1987","35-65 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","1987","66 und älter","(noch) kein Abschluss","","","",""
"vocational + Abi","1987","66 und älter","Hauptschulabschluss","","","",""
"vocational + Abi","1987","66 und älter","Realschulabschluss","","","",""
"vocational + Abi","1987","66 und älter","(Fach-)Abitur","","","",""
"vocational + Abi","1987","66 und älter","AkademikerInnen","","","",""
"higher vocational","1987","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","1987","16-34 Jahre alt","Hauptschulabschluss","41","0.0253055708837054","0.0181041013303097","0.0325070404371012"
"higher vocational","1987","16-34 Jahre alt","Realschulabschluss","83","0.084322554064489","0.0667997880134797","0.101845320115498"
"higher vocational","1987","16-34 Jahre alt","(Fach-)Abitur","56","0.122967098198363","0.0951915043158425","0.150742692080884"
"higher vocational","1987","16-34 Jahre alt","AkademikerInnen","","","",""
"higher vocational","1987","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","1987","35-65 Jahre alt","Hauptschulabschluss","179","0.06189589818471","0.0538247064331081","0.0699670899363119"
"higher vocational","1987","35-65 Jahre alt","Realschulabschluss","81","0.123807653665925","0.0981498362563291","0.149465471075522"
"higher vocational","1987","35-65 Jahre alt","(Fach-)Abitur","54","0.373048472759759","0.307167116098998","0.438929829420519"
"higher vocational","1987","35-65 Jahre alt","AkademikerInnen","","","",""
"higher vocational","1987","66 und älter","(noch) kein Abschluss","","","",""
"higher vocational","1987","66 und älter","Hauptschulabschluss","35","0.0407094903649607","0.0269812629802166","0.0544377177497047"
"higher vocational","1987","66 und älter","Realschulabschluss","","","",""
"higher vocational","1987","66 und älter","(Fach-)Abitur","","","",""
"higher vocational","1987","66 und älter","AkademikerInnen","","","",""
"higher education","1987","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","1987","16-34 Jahre alt","Hauptschulabschluss","","","",""
"higher education","1987","16-34 Jahre alt","Realschulabschluss","","","",""
"higher education","1987","16-34 Jahre alt","(Fach-)Abitur","","","",""
"higher education","1987","16-34 Jahre alt","AkademikerInnen","219","1","1","1"
"higher education","1987","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","1987","35-65 Jahre alt","Hauptschulabschluss","","","",""
"higher education","1987","35-65 Jahre alt","Realschulabschluss","","","",""
"higher education","1987","35-65 Jahre alt","(Fach-)Abitur","","","",""
"higher education","1987","35-65 Jahre alt","AkademikerInnen","467","1","1","1"
"higher education","1987","66 und älter","(noch) kein Abschluss","","","",""
"higher education","1987","66 und älter","Hauptschulabschluss","","","",""
"higher education","1987","66 und älter","Realschulabschluss","","","",""
"higher education","1987","66 und älter","(Fach-)Abitur","","","",""
"higher education","1987","66 und älter","AkademikerInnen","58","1","1","1"
"in school","1988","16-34 Jahre alt","(noch) kein Abschluss","164","0.649001586799683","0.599141593574642","0.698861580024723"
"in school","1988","16-34 Jahre alt","Hauptschulabschluss","","","",""
"in school","1988","16-34 Jahre alt","Realschulabschluss","","","",""
"in school","1988","16-34 Jahre alt","(Fach-)Abitur","","","",""
"in school","1988","16-34 Jahre alt","AkademikerInnen","","","",""
"in school","1988","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"in school","1988","35-65 Jahre alt","Hauptschulabschluss","","","",""
"in school","1988","35-65 Jahre alt","Realschulabschluss","","","",""
"in school","1988","35-65 Jahre alt","(Fach-)Abitur","","","",""
"in school","1988","35-65 Jahre alt","AkademikerInnen","","","",""
"in school","1988","66 und älter","(noch) kein Abschluss","","","",""
"in school","1988","66 und älter","Hauptschulabschluss","","","",""
"in school","1988","66 und älter","Realschulabschluss","","","",""
"in school","1988","66 und älter","(Fach-)Abitur","","","",""
"in school","1988","66 und älter","AkademikerInnen","","","",""
"inadequately","1988","16-34 Jahre alt","(noch) kein Abschluss","169","0.321317392653124","0.272533411841513","0.370101373464735"
"inadequately","1988","16-34 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","1988","16-34 Jahre alt","Realschulabschluss","","","",""
"inadequately","1988","16-34 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","1988","16-34 Jahre alt","AkademikerInnen","","","",""
"inadequately","1988","35-65 Jahre alt","(noch) kein Abschluss","489","0.855905657752565","0.826502483016874","0.885308832488257"
"inadequately","1988","35-65 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","1988","35-65 Jahre alt","Realschulabschluss","","","",""
"inadequately","1988","35-65 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","1988","35-65 Jahre alt","AkademikerInnen","","","",""
"inadequately","1988","66 und älter","(noch) kein Abschluss","","","",""
"inadequately","1988","66 und älter","Hauptschulabschluss","","","",""
"inadequately","1988","66 und älter","Realschulabschluss","","","",""
"inadequately","1988","66 und älter","(Fach-)Abitur","","","",""
"inadequately","1988","66 und älter","AkademikerInnen","","","",""
"general elemantary","1988","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","1988","16-34 Jahre alt","Hauptschulabschluss","748","0.306273465406415","0.284732557168008","0.327814373644822"
"general elemantary","1988","16-34 Jahre alt","Realschulabschluss","329","0.303551346582396","0.273840514779826","0.333262178384966"
"general elemantary","1988","16-34 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","1988","16-34 Jahre alt","AkademikerInnen","","","",""
"general elemantary","1988","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","1988","35-65 Jahre alt","Hauptschulabschluss","1206","0.325969617676719","0.30983955829072","0.342099677062718"
"general elemantary","1988","35-65 Jahre alt","Realschulabschluss","68","0.108804183188746","0.0843522368615008","0.133256129515992"
"general elemantary","1988","35-65 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","1988","35-65 Jahre alt","AkademikerInnen","","","",""
"general elemantary","1988","66 und älter","(noch) kein Abschluss","","","",""
"general elemantary","1988","66 und älter","Hauptschulabschluss","360","0.463524341215441","0.428370755715711","0.498677926715171"
"general elemantary","1988","66 und älter","Realschulabschluss","","","",""
"general elemantary","1988","66 und älter","(Fach-)Abitur","","","",""
"general elemantary","1988","66 und älter","AkademikerInnen","","","",""
"middle vocational","1988","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","1988","16-34 Jahre alt","Hauptschulabschluss","950","0.653359358880419","0.631119554181064","0.675599163579774"
"middle vocational","1988","16-34 Jahre alt","Realschulabschluss","517","0.61694728909518","0.585534429179977","0.648360149010384"
"middle vocational","1988","16-34 Jahre alt","(Fach-)Abitur","298","0.574290502179125","0.530863894388652","0.617717109969598"
"middle vocational","1988","16-34 Jahre alt","AkademikerInnen","","","",""
"middle vocational","1988","35-65 Jahre alt","(noch) kein Abschluss","58","0.134221232649666","0.105680055006565","0.162762410292767"
"middle vocational","1988","35-65 Jahre alt","Hauptschulabschluss","1863","0.609159566721584","0.592368706517349","0.625950426925818"
"middle vocational","1988","35-65 Jahre alt","Realschulabschluss","473","0.764561641969657","0.731245942892496","0.797877341046818"
"middle vocational","1988","35-65 Jahre alt","(Fach-)Abitur","45","0.161923887540409","0.110869827438308","0.21297794764251"
"middle vocational","1988","35-65 Jahre alt","AkademikerInnen","","","",""
"middle vocational","1988","66 und älter","(noch) kein Abschluss","","","",""
"middle vocational","1988","66 und älter","Hauptschulabschluss","375","0.490295866998252","0.455055003783042","0.525536730213463"
"middle vocational","1988","66 und älter","Realschulabschluss","119","0.742152743989697","0.674581321943295","0.809724166036099"
"middle vocational","1988","66 und älter","(Fach-)Abitur","","","",""
"middle vocational","1988","66 und älter","AkademikerInnen","","","",""
"vocational + Abi","1988","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","1988","16-34 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","1988","16-34 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","1988","16-34 Jahre alt","(Fach-)Abitur","153","0.315634299797038","0.274814616306808","0.356453983287269"
"vocational + Abi","1988","16-34 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","1988","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","1988","35-65 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","1988","35-65 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","1988","35-65 Jahre alt","(Fach-)Abitur","99","0.443980007242818","0.375121119398736","0.5128388950869"
"vocational + Abi","1988","35-65 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","1988","66 und älter","(noch) kein Abschluss","","","",""
"vocational + Abi","1988","66 und älter","Hauptschulabschluss","","","",""
"vocational + Abi","1988","66 und älter","Realschulabschluss","","","",""
"vocational + Abi","1988","66 und älter","(Fach-)Abitur","","","",""
"vocational + Abi","1988","66 und älter","AkademikerInnen","","","",""
"higher vocational","1988","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","1988","16-34 Jahre alt","Hauptschulabschluss","39","0.0242446339679067","0.0170568757258984","0.0314323922099151"
"higher vocational","1988","16-34 Jahre alt","Realschulabschluss","74","0.0795013643224239","0.0620208968441649","0.0969818318006829"
"higher vocational","1988","16-34 Jahre alt","(Fach-)Abitur","47","0.110075198023837","0.082586459347102","0.137563936700571"
"higher vocational","1988","16-34 Jahre alt","AkademikerInnen","","","",""
"higher vocational","1988","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","1988","35-65 Jahre alt","Hauptschulabschluss","170","0.0629298683064076","0.0545734123722819","0.0712863242405334"
"higher vocational","1988","35-65 Jahre alt","Realschulabschluss","82","0.126634174841596","0.1005199206541","0.152748429029093"
"higher vocational","1988","35-65 Jahre alt","(Fach-)Abitur","56","0.394096105216773","0.326373128855681","0.461819081577865"
"higher vocational","1988","35-65 Jahre alt","AkademikerInnen","","","",""
"higher vocational","1988","66 und älter","(noch) kein Abschluss","","","",""
