year,hhtyp,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1988,Multi-generational household,Urban regions,70,113.87788,101.82328,125.93248,76.00000,96.37201,149.75422,46.00000,220.00000,,,
1988,Multi-generational household,Rural regions,34,130.34392,110.41531,150.27253,90.00000,117.01359,150.00000,68.00000,240.00000,,,
1988,Other Combinations,Urban regions,81,90.15202,81.64741,98.65662,65.00000,85.00000,100.00000,15.00000,152.50000,,,
1988,Other Combinations,Rural regions,,,,,,,,,,,,
1989,Single-person household,Urban regions,877,62.52513,60.83122,64.21903,47.65858,60.00000,72.00000,11.14645,108.51213,,,
1989,Single-person household,Rural regions,163,71.10454,66.75719,75.45189,54.00000,65.00000,90.00000,16.00000,144.00000,,,
1989,Couple without children,Urban regions,924,84.21337,82.23685,86.18988,64.00000,79.00000,100.00000,15.00000,154.00000,,,
1989,Couple without children,Rural regions,234,97.09786,92.53319,101.66253,72.00000,90.00000,116.02007,33.00000,182.05016,,,
1989,Single parent,Urban regions,204,93.76190,88.32127,99.20254,65.00000,85.00000,111.42601,25.00000,181.06503,,,
1989,Single parent,Rural regions,53,107.26596,91.07972,123.45219,72.18653,90.97687,120.00000,43.00000,191.72020,,,
1989,Couple with children,Urban regions,1590,104.65758,102.93198,106.38319,80.00000,100.00000,125.00000,12.50000,192.50000,,,
1989,Couple with children,Rural regions,409,112.99849,109.37128,116.62570,85.00000,110.00000,132.00000,15.00000,202.50000,,,
1989,Multi-generational household,Urban regions,76,117.69632,106.02133,129.37131,76.00000,104.04715,150.00000,46.00000,220.00000,,,
1989,Multi-generational household,Rural regions,33,125.84417,106.15887,145.52947,90.00000,110.00000,140.00000,69.00000,215.00000,,,
1989,Other Combinations,Urban regions,74,85.46040,78.31866,92.60214,65.00000,77.62757,100.00000,26.00000,152.50000,,,
1989,Other Combinations,Rural regions,,,,,,,,,,,,
1990,Single-person household,Urban regions,956,60.93452,59.34360,62.52544,45.00000,59.00000,70.00000,10.00000,107.50000,,,
1990,Single-person household,Rural regions,362,62.58237,59.66095,65.50380,45.00000,57.88516,75.00000,13.00000,120.00000,,,
1990,Couple without children,Urban regions,1095,83.00532,81.10360,84.90704,62.00000,77.00000,98.00000,10.00000,152.00000,,,
1990,Couple without children,Rural regions,561,83.11927,80.18648,86.05206,58.00000,80.00000,100.00000,16.00000,163.00000,,,
1990,Single parent,Urban regions,274,88.13410,83.65679,92.61141,60.00000,80.00000,103.62697,27.00000,169.06744,,,
1990,Single parent,Rural regions,108,95.52588,85.03731,106.01444,60.00000,80.00000,120.00000,25.00000,210.00000,,,
1990,Couple with children,Urban regions,1909,100.33422,98.76674,101.90169,75.00000,95.00000,120.00000,10.00000,187.50000,,,
1990,Couple with children,Rural regions,1127,98.11522,95.90908,100.32136,68.44735,95.00000,120.00000,15.00000,197.32897,,,
1990,Multi-generational household,Urban regions,104,118.49398,108.33916,128.64880,76.00000,110.00000,150.00000,40.00000,250.00000,,,
1990,Multi-generational household,Rural regions,67,120.03251,107.43234,132.63268,90.00000,112.00000,140.30139,50.00000,215.75347,,,
1990,Other Combinations,Urban regions,84,90.92893,83.67880,98.17906,64.00000,90.00000,110.05266,18.00000,179.13165,,,
1990,Other Combinations,Rural regions,58,85.94645,77.81664,94.07626,64.19330,80.00000,101.92693,30.00000,158.52737,,,
1991,Single-person household,Urban regions,947,62.61698,60.93709,64.29688,47.00000,60.00000,73.00000,10.00000,112.00000,,,
1991,Single-person household,Rural regions,338,62.20194,59.14348,65.26040,45.00000,56.43314,75.00000,15.00000,120.00000,,,
1991,Couple without children,Urban regions,1105,83.71931,81.82311,85.61551,62.00000,78.00000,100.00000,9.00000,157.00000,,,
1991,Couple without children,Rural regions,541,84.76446,81.63967,87.88925,60.00000,78.00000,100.00000,16.00000,160.00000,,,
1991,Single parent,Urban regions,265,89.12380,84.63583,93.61178,62.89724,83.00000,104.00000,16.00000,165.65414,,,
1991,Single parent,Rural regions,115,96.12734,86.06352,106.19117,58.00000,85.01070,118.20072,26.00000,208.50179,,,
1991,Couple with children,Urban regions,1876,101.22903,99.60237,102.85570,75.00000,96.70740,120.00000,10.00000,187.50000,,,
1991,Couple with children,Rural regions,1093,100.32821,97.95488,102.70153,70.00000,96.00000,120.00000,15.00000,195.00000,,,
1991,Multi-generational household,Urban regions,92,126.37044,115.74402,136.99686,80.00000,121.80433,150.00000,45.00000,250.00000,,,
1991,Multi-generational household,Rural regions,61,115.15274,104.71213,125.59335,80.02263,112.15695,142.50321,50.00000,236.22407,,,
1991,Other Combinations,Urban regions,82,84.54879,77.32400,91.77359,60.00000,77.86379,100.00000,18.00000,160.00000,,,
1991,Other Combinations,Rural regions,68,84.05840,76.60695,91.50985,60.00000,80.00000,100.00000,20.00000,160.00000,,,
1992,Single-person household,Urban regions,948,63.94459,62.17009,65.71909,48.00000,60.00000,75.00000,9.00000,115.50000,,,
1992,Single-person household,Rural regions,345,62.43502,59.26715,65.60289,45.00000,56.00000,73.55342,15.00000,116.38354,,,
1992,Couple without children,Urban regions,1164,83.95174,82.06609,85.83740,62.00000,78.00000,100.00000,15.00000,157.00000,,,
1992,Couple without children,Rural regions,519,85.88743,82.75197,89.02288,60.00000,80.00000,100.00000,23.00000,160.00000,,,
1992,Single parent,Urban regions,269,85.73770,81.52213,89.95326,60.00000,79.00000,100.00000,20.00000,160.00000,,,
1992,Single parent,Rural regions,122,98.57953,88.81338,108.34568,58.00000,87.30295,120.00000,25.00000,213.00000,,,
1992,Couple with children,Urban regions,1826,102.45178,100.79214,104.11142,76.00000,100.00000,120.00000,10.00000,186.00000,,,
1992,Couple with children,Rural regions,1041,101.55879,99.08937,104.02822,70.00000,96.00000,123.03055,15.00000,202.57637,,,
1992,Multi-generational household,Urban regions,84,124.18962,113.70730,134.67194,80.00000,120.00000,150.00000,45.00000,250.00000,,,
1992,Multi-generational household,Rural regions,58,139.44674,122.90623,155.98726,100.00000,130.00000,150.00000,50.00000,225.00000,,,
1992,Other Combinations,Urban regions,96,82.49959,76.33923,88.65996,63.88728,74.57789,95.45870,18.00000,142.81583,,,
1992,Other Combinations,Rural regions,72,79.54019,73.16513,85.91525,59.02817,80.00000,95.45426,32.00000,150.09338,,,
1993,Single-person household,Urban regions,974,64.88879,63.07113,66.70645,48.00000,60.00000,75.00000,9.00000,115.50000,,,
1993,Single-person household,Rural regions,388,63.61274,60.65230,66.57318,45.00000,58.00000,75.00000,10.00000,120.00000,,,
1993,Couple without children,Urban regions,1187,85.57449,83.69880,87.45018,64.00000,80.00000,100.00000,15.00000,154.00000,,,
1993,Couple without children,Rural regions,537,87.70541,84.56241,90.84842,60.00000,80.00000,101.08213,27.00000,162.70533,,,
1993,Single parent,Urban regions,254,85.15898,80.80127,89.51670,60.00000,76.00000,100.00000,20.00000,160.00000,,,
1993,Single parent,Rural regions,123,93.27079,84.23610,102.30548,59.05505,80.00000,110.00000,25.00000,186.41742,,,
1993,Couple with children,Urban regions,1782,103.87408,102.14393,105.60423,77.00000,100.00000,124.00000,10.00000,194.50000,,,
1993,Couple with children,Rural regions,1011,104.04280,101.47224,106.61336,70.00000,100.00000,126.00000,20.00000,210.00000,,,
1993,Multi-generational household,Urban regions,83,125.56888,115.19243,135.94534,88.61032,120.00000,150.00000,45.00000,242.08452,,,
1993,Multi-generational household,Rural regions,63,120.00907,110.42554,129.59261,90.00000,113.10002,148.95939,50.00000,237.39847,,,
1993,Other Combinations,Urban regions,102,83.57476,77.49037,89.65916,60.00000,80.00000,97.00000,18.00000,152.50000,,,
1993,Other Combinations,Rural regions,66,81.15260,73.53533,88.76988,56.82434,80.00000,100.00000,32.00000,164.76350,,,
1994,Single-person household,Urban regions,969,65.59439,63.76436,67.42443,49.00000,60.00000,77.00000,9.00000,119.00000,,,
1994,Single-person household,Rural regions,393,66.15388,62.98894,69.31883,45.15731,59.00000,80.00000,10.00000,132.26404,,,
1994,Couple without children,Urban regions,1205,85.54838,83.72935,87.36741,64.00000,80.00000,100.00000,19.00000,154.00000,,,
1994,Couple without children,Rural regions,564,86.54176,83.45383,89.62970,60.00000,80.00000,100.00000,14.00000,160.00000,,,
1994,Single parent,Urban regions,245,86.35108,81.67434,91.02783,60.00000,75.00000,101.34458,31.00000,163.36146,,,
1994,Single parent,Rural regions,116,85.05466,78.90462,91.20470,60.00000,77.57497,110.00000,26.00000,185.00000,,,
1994,Couple with children,Urban regions,1727,105.66704,103.85837,107.47571,79.00000,100.00000,127.21417,11.00000,199.53542,,,
1994,Couple with children,Rural regions,972,106.18064,103.51301,108.84828,74.00000,100.00000,130.00000,15.00000,214.00000,,,
1994,Multi-generational household,Urban regions,76,117.55591,107.99187,127.11994,86.00000,112.39831,140.00000,45.00000,220.00000,,,
1994,Multi-generational household,Rural regions,60,118.90070,108.63016,129.17124,90.00000,112.56040,145.81546,22.00000,229.53866,,,
1994,Other Combinations,Urban regions,105,88.82531,82.18897,95.46164,65.00000,84.46534,112.41061,18.00000,183.52653,,,
1994,Other Combinations,Rural regions,64,81.94494,74.72120,89.16868,59.75055,80.00000,100.00000,40.00000,160.37417,,,
1995,Single-person household,Urban regions,1005,65.09103,63.28817,66.89389,48.00000,60.00000,76.00000,12.00000,118.00000,,,
1995,Single-person household,Rural regions,399,65.92671,62.84361,69.00981,45.00000,60.00000,80.00000,10.00000,132.50000,,,
1995,Couple without children,Urban regions,1245,86.62470,84.78628,88.46312,64.00000,80.00000,100.00000,15.00000,154.00000,,,
1995,Couple without children,Rural regions,582,90.89194,87.56366,94.22021,60.00000,80.00000,110.00000,15.00000,185.00000,,,
1995,Single parent,Urban regions,251,87.87907,83.35460,92.40354,60.00000,80.00000,104.67451,12.00000,171.68628,,,
1995,Single parent,Rural regions,125,88.46354,82.19430,94.73278,63.07699,80.00000,102.25714,26.00000,161.02736,,,
1995,Couple with children,Urban regions,1771,105.56764,103.77126,107.36401,78.00000,100.00000,128.00000,20.00000,203.00000,,,
1995,Couple with children,Rural regions,1011,106.55074,103.89297,109.20851,75.00000,100.00000,130.00000,15.00000,212.50000,,,
1995,Multi-generational household,Urban regions,87,118.23541,108.67549,127.79534,82.34699,111.12797,148.48271,32.00000,247.68629,,,
1995,Multi-generational household,Rural regions,50,120.31117,108.60692,132.01543,91.43363,110.96355,147.94700,22.00000,232.71705,,,
1995,Other Combinations,Urban regions,104,92.84310,86.42779,99.25841,68.15150,89.05025,119.14466,18.00000,195.63440,,,
1995,Other Combinations,Rural regions,67,89.94399,80.44777,99.44022,67.15221,80.00000,110.00000,42.00000,174.27168,,,
1996,Single-person household,Urban regions,1011,66.06464,64.28087,67.84841,49.00000,60.00000,77.00000,15.00000,119.00000,,,
1996,Single-person household,Rural regions,422,66.93887,63.95474,69.92300,45.00000,60.00000,80.00000,10.00000,132.50000,,,
1996,Couple without children,Urban regions,1234,88.47434,86.62405,90.32463,65.00000,82.00000,100.00000,12.50000,152.50000,,,
1996,Couple without children,Rural regions,607,91.09361,87.84667,94.34054,60.00000,80.00000,110.00000,15.00000,185.00000,,,
1996,Single parent,Urban regions,260,86.48313,81.87518,91.09107,58.00000,78.00000,101.28181,30.00000,166.20451,,,
1996,Single parent,Rural regions,127,90.19836,83.87258,96.52414,64.00000,80.00000,104.58682,26.00000,165.46705,,,
1996,Couple with children,Urban regions,1732,105.84472,104.02906,107.66038,80.00000,100.00000,128.00000,12.00000,200.00000,,,
1996,Couple with children,Rural regions,954,110.33095,107.54562,113.11628,79.75940,104.00000,130.00000,15.00000,205.36090,,,
1996,Multi-generational household,Urban regions,77,121.47697,108.74390,134.21005,80.00000,110.00000,150.00000,30.00000,255.00000,,,
1996,Multi-generational household,Rural regions,47,120.92953,109.47411,132.38495,94.88977,112.03743,146.38721,22.00000,223.63337,,,
1996,Other Combinations,Urban regions,94,99.25394,91.45797,107.04992,68.00000,94.00000,124.57432,18.00000,209.43579,,,
1996,Other Combinations,Rural regions,66,88.86565,81.88309,95.84821,68.00000,88.17165,110.00000,23.00000,167.00000,,,
1997,Single-person household,Urban regions,989,66.17030,64.38823,67.95236,49.00000,60.00000,77.00000,12.00000,119.00000,,,
1997,Single-person household,Rural regions,412,67.20683,64.18832,70.22535,46.00000,60.00000,80.00000,10.00000,131.00000,,,
1997,Couple without children,Urban regions,1256,89.45993,87.64115,91.27872,67.00000,82.00000,100.92663,19.00000,151.81656,,,
1997,Couple without children,Rural regions,623,91.28760,88.24754,94.32765,60.19967,84.92431,111.89119,10.00000,189.42848,,,
1997,Single parent,Urban regions,258,83.96691,79.81055,88.12327,60.00000,77.00000,100.00000,12.00000,160.00000,,,
1997,Single parent,Rural regions,133,92.44614,86.45430,98.43798,65.00000,85.00000,110.75792,26.00000,179.39479,,,
1997,Couple with children,Urban regions,1668,107.90291,106.01521,109.79061,80.00000,100.00000,130.00000,10.00000,205.00000,,,
1997,Couple with children,Rural regions,927,110.68666,107.95956,113.41377,80.00000,107.00000,130.00000,15.00000,205.00000,,,
1997,Multi-generational household,Urban regions,75,122.22499,110.31509,134.13488,86.00000,120.00000,150.00000,45.00000,246.00000,,,
1997,Multi-generational household,Rural regions,43,121.85591,108.71545,134.99636,90.00000,113.71314,149.71554,22.00000,239.28885,,,
1997,Other Combinations,Urban regions,96,95.04752,88.21512,101.87991,68.00000,90.00000,118.38348,18.00000,193.95869,,,
1997,Other Combinations,Rural regions,65,84.70997,77.15852,92.26142,60.00000,79.94303,110.00000,23.00000,167.00000,,,
1998,Single-person household,Urban regions,1217,66.33398,64.75360,67.91436,49.06949,60.00000,79.00000,10.00000,123.89576,,,
1998,Single-person household,Rural regions,489,67.88065,65.33987,70.42142,49.00000,60.00000,80.00000,8.00000,126.50000,,,
1998,Couple without children,Urban regions,1446,91.61765,89.89517,93.34014,68.00000,85.00000,110.00000,20.00000,173.00000,,,
1998,Couple without children,Rural regions,733,95.95336,93.07804,98.82867,65.00000,90.00000,120.00000,24.00000,202.50000,,,
1998,Single parent,Urban regions,302,83.75598,80.12253,87.38943,63.00000,77.03358,100.00000,32.00000,155.50000,,,
1998,Single parent,Rural regions,146,86.40260,80.79289,92.01232,63.00000,76.00000,95.70773,28.00000,144.76932,,,
1998,Couple with children,Urban regions,1787,108.90433,106.97420,110.83446,80.00000,100.00000,130.00000,12.00000,205.00000,,,
1998,Couple with children,Rural regions,1030,115.93798,113.43964,118.43632,86.00000,110.00000,140.00000,35.00000,221.00000,,,
1998,Multi-generational household,Urban regions,70,115.46236,105.31009,125.61463,82.00000,116.08085,141.25300,50.00000,230.13250,,,
1998,Multi-generational household,Rural regions,36,151.33877,134.82768,167.84985,110.00000,133.71096,187.15975,68.00000,280.00000,,,
1998,Other Combinations,Urban regions,101,97.78431,90.47658,105.09204,64.86454,91.57490,120.00000,30.00000,202.70318,,,
1998,Other Combinations,Rural regions,60,96.12949,86.50471,105.75427,64.43543,90.98214,120.32962,44.00000,200.00000,,,
1999,Single-person household,Urban regions,1156,66.09533,64.42459,67.76606,49.00000,60.00000,78.00000,10.00000,121.50000,,,
1999,Single-person household,Rural regions,482,68.73167,66.13982,71.32353,50.00000,62.00000,84.00000,8.00000,135.00000,,,
1999,Couple without children,Urban regions,1421,93.36877,91.56158,95.17596,70.00000,85.00000,110.00000,20.00000,170.00000,,,
1999,Couple without children,Rural regions,735,94.27261,91.71552,96.82970,65.00000,90.00000,120.00000,28.00000,202.50000,,,
1999,Single parent,Urban regions,284,84.33454,80.82160,87.84747,63.00000,78.00000,100.00000,36.00000,155.50000,,,
1999,Single parent,Rural regions,163,87.27775,81.47523,93.08027,61.32473,76.00000,100.00000,30.00000,158.01290,,,
1999,Couple with children,Urban regions,1751,110.65047,108.59772,112.70321,80.00000,100.00000,130.00000,12.00000,205.00000,,,
1999,Couple with children,Rural regions,982,117.84964,115.23215,120.46713,88.00000,110.00000,140.00000,35.00000,218.00000,,,
1999,Multi-generational household,Urban regions,63,116.16485,105.29295,127.03676,82.00000,110.00000,142.60073,50.00000,233.50183,,,
1999,Multi-generational household,Rural regions,37,135.78116,117.21326,154.34905,98.22487,120.00000,182.88144,60.00000,280.00000,,,
1999,Other Combinations,Urban regions,42,93.75085,82.31719,105.18452,60.00000,81.77168,115.86091,30.00000,199.65227,,,
1999,Other Combinations,Rural regions,,,,,,,,,,,,
2000,Single-person household,Urban regions,2279,67.45676,66.25228,68.66124,50.00000,61.00000,80.00000,10.00000,125.00000,,,
2000,Single-person household,Rural regions,981,69.52688,67.44591,71.60785,49.00000,60.00000,80.00000,8.00000,126.50000,,,
2000,Couple without children,Urban regions,2645,96.18412,94.71820,97.65004,70.00000,87.00000,118.00000,20.00000,190.00000,,,
2000,Couple without children,Rural regions,1323,95.56797,93.55736,97.57858,66.00000,90.00000,120.00000,25.00000,201.00000,,,
2000,Single parent,Urban regions,510,83.74051,81.04315,86.43787,64.00000,76.00000,97.34944,18.00000,147.37359,,,
2000,Single parent,Rural regions,253,92.45358,87.97439,96.93276,66.44962,80.09012,110.00000,39.00000,175.32558,,,
2000,Couple with children,Urban regions,2960,110.61247,109.11549,112.10944,80.00000,100.00000,130.00000,33.00000,205.00000,,,
2000,Couple with children,Rural regions,1670,117.49300,115.51283,119.47317,90.00000,115.00000,140.00000,22.00000,215.00000,,,
2000,Multi-generational household,Urban regions,102,122.94553,112.77663,133.11443,84.89525,112.77786,150.00000,50.00000,247.65712,,,
2000,Multi-generational household,Rural regions,67,132.06279,118.15237,145.97320,100.00000,120.00000,163.96788,20.00000,259.91970,,,
2000,Other Combinations,Urban regions,103,99.28246,90.87487,107.69006,69.20843,85.00000,120.00000,30.00000,196.18735,,,
2000,Other Combinations,Rural regions,57,98.42547,87.17807,109.67287,64.05297,98.12017,120.00000,18.00000,203.92055,,,
2001,Single-person household,Urban regions,2062,68.09701,66.83115,69.36286,50.00000,62.00000,80.00000,10.00000,125.00000,,,
2001,Single-person household,Rural regions,864,71.09853,68.87459,73.32246,50.00000,62.00000,85.00000,8.00000,137.50000,,,
2001,Couple without children,Urban regions,2377,95.79404,94.26556,97.32252,69.20125,87.00000,117.01238,25.00000,188.72907,,,
2001,Couple without children,Rural regions,1212,97.03007,94.90036,99.15977,68.00000,90.00000,120.00000,20.00000,198.00000,,,
2001,Single parent,Urban regions,467,83.06399,80.31268,85.81530,64.00000,75.78669,95.34000,18.00000,142.35001,,,
2001,Single parent,Rural regions,239,93.72305,89.05613,98.38997,67.00000,84.00000,120.00000,22.00000,199.50000,,,
2001,Couple with children,Urban regions,2689,112.46921,110.92656,114.01186,82.00000,105.00000,132.91680,20.00000,209.29201,,,
2001,Couple with children,Rural regions,1486,117.61453,115.46434,119.76472,90.00000,115.00000,140.00000,35.00000,215.00000,,,
2001,Multi-generational household,Urban regions,105,120.51325,111.20501,129.82150,86.00000,110.00000,140.00000,47.00000,221.00000,,,
2001,Multi-generational household,Rural regions,54,134.67887,118.56410,150.79364,99.88114,122.63191,178.92075,20.00000,297.48017,,,
2001,Other Combinations,Urban regions,83,103.32532,93.94016,112.71048,70.57619,90.37751,125.66601,48.00000,208.30074,,,
2001,Other Combinations,Rural regions,42,107.44370,94.19153,120.69588,65.99783,114.91720,142.28022,45.00000,256.70379,,,
2002,Single-person household,Urban regions,2078,67.94846,66.65268,69.24424,50.00000,61.00000,80.00000,10.00000,125.00000,,,
2002,Single-person household,Rural regions,859,70.32547,68.19120,72.45973,49.00000,62.00000,85.00000,9.00000,139.00000,,,
2002,Couple without children,Urban regions,2640,97.07418,95.59713,98.55124,70.00000,88.00000,120.00000,25.00000,195.00000,,,
2002,Couple without children,Rural regions,1262,97.13525,95.00618,99.26431,70.00000,91.00000,120.00000,27.00000,195.00000,,,
2002,Single parent,Urban regions,460,81.59933,79.08852,84.11014,63.00000,76.00000,95.00000,15.00000,143.00000,,,
2002,Single parent,Rural regions,251,91.28242,86.81079,95.75405,65.00000,82.00000,120.00000,30.00000,202.50000,,,
2002,Couple with children,Urban regions,2890,112.28096,110.74541,113.81651,81.00000,105.00000,130.00000,30.00000,203.50000,,,
2002,Couple with children,Rural regions,1494,116.60351,114.54330,118.66372,90.00000,110.00000,140.00000,20.00000,215.00000,,,
2002,Multi-generational household,Urban regions,92,114.91032,106.41133,123.40931,83.56139,107.64982,140.00000,50.00000,224.65791,,,
2002,Multi-generational household,Rural regions,57,120.88403,108.15388,133.61418,88.66436,115.02014,150.00000,46.00000,242.00346,,,
2002,Other Combinations,Urban regions,92,97.41762,89.97698,104.85826,67.85060,100.00000,120.00000,48.00000,198.22409,,,
2002,Other Combinations,Rural regions,37,101.79046,87.71872,115.86219,61.23489,90.31568,140.00000,45.00000,240.00000,,,
2003,Single-person household,Urban regions,2067,68.11750,66.86312,69.37187,50.00000,62.00000,80.00000,12.00000,125.00000,,,
2003,Single-person household,Rural regions,848,69.74628,67.56322,71.92935,48.00000,60.00000,86.00000,10.00000,143.00000,,,
2003,Couple without children,Urban regions,2558,95.78253,94.25993,97.30512,70.00000,86.00000,115.54105,18.00000,183.85261,,,
2003,Couple without children,Rural regions,1260,96.21956,94.16834,98.27077,68.00000,90.00000,120.00000,25.00000,198.00000,,,
2003,Single parent,Urban regions,464,82.92233,80.34514,85.49951,64.00000,77.00000,95.91338,32.00000,143.78346,,,
2003,Single parent,Rural regions,235,92.89173,88.43021,97.35326,67.00000,85.00000,116.00000,40.00000,189.50000,,,
2003,Couple with children,Urban regions,2738,112.69834,111.09203,114.30465,82.00000,106.00000,130.00000,36.00000,202.00000,,,
2003,Couple with children,Rural regions,1397,117.61741,115.42542,119.80939,90.00000,115.00000,140.00000,20.00000,215.00000,,,
2003,Multi-generational household,Urban regions,78,103.15011,95.37437,110.92584,80.49486,100.00000,120.00000,50.00000,179.25770,,,
2003,Multi-generational household,Rural regions,45,118.05819,105.22230,130.89408,95.68463,110.00000,140.00000,59.00000,206.47306,,,
2003,Other Combinations,Urban regions,77,94.72748,86.14181,103.31315,60.00000,90.00000,120.00000,43.00000,210.00000,,,
2003,Other Combinations,Rural regions,37,96.76084,79.42600,114.09569,54.33439,92.12849,120.00000,35.00000,218.49842,,,
2004,Single-person household,Urban regions,2004,68.83383,67.55904,70.10861,50.00000,63.00000,80.00000,10.00000,125.00000,,,
2004,Single-person household,Rural regions,854,71.57234,69.32026,73.82442,48.00000,62.91223,90.00000,12.00000,153.00000,,,
2004,Couple without children,Urban regions,2577,97.08547,95.52403,98.64690,70.00000,87.00000,120.00000,26.00000,195.00000,,,
