,Unnamed: 0,year,bula_h,sampreg,ple0019,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
29,29,2011,Lower Saxony,West,No,0.9507,1807,20635,0.9136,0.98916
30,30,2011,Bremen,West,No,1.0,120,20635,0.8638,1.1699
31,31,2011,North Rhine-Westphalia,West,Yes,0.06492,255,20635,0.05757,0.07134
32,32,2011,North Rhine-Westphalia,West,No,0.93508,3876,20635,0.90803,0.95939
33,33,2011,Hesse,West,Yes,0.07872,96,20635,0.06695,0.09206
34,34,2011,Hesse,West,No,0.92128,1313,20635,0.86763,0.96397
35,35,2011,"Rhineland-Palatinate, Saarland",West,Yes,0.07516,74,20635,0.05697,0.0949
36,36,2011,"Rhineland-Palatinate, Saarland",West,No,0.92484,1132,20635,0.87732,0.96813
37,37,2011,Baden-Wuerttemberg,West,Yes,0.05187,125,20635,0.04389,0.05941
38,38,2011,Baden-Wuerttemberg,West,No,0.94813,2361,20635,0.91008,0.97934
39,39,2011,Bavaria,West,Yes,0.0719,220,20635,0.06241,0.08221
40,40,2011,Bavaria,West,No,0.9281,2964,20635,0.89905,0.96144
41,41,2011,Berlin,West,No,1.0,402,20635,0.9231,1.09168
42,42,2011,Berlin,East,No,1.0,326,20635,0.90661,1.09432
43,43,2011,Brandenburg,East,Yes,0.06651,55,20635,0.04866,0.09167
44,44,2011,Brandenburg,East,No,0.93349,827,20635,0.8683,1.00098
45,45,2011,Mecklenburg-Western Pomerania,East,Yes,0.06962,32,20635,0.05086,0.08791
46,46,2011,Mecklenburg-Western Pomerania,East,No,0.93038,483,20635,0.84365,1.00185
47,47,2011,Saxony,East,Yes,0.06444,74,20635,0.05526,0.07757
48,48,2011,Saxony,East,No,0.93556,1330,20635,0.88203,0.98191
49,49,2011,Saxony-Anhalt,East,Yes,0.04381,45,20635,0.03453,0.05402
50,50,2011,Saxony-Anhalt,East,No,0.95619,822,20635,0.88817,1.02334
51,51,2011,Thuringa,East,Yes,0.06616,51,20635,0.04819,0.08498
52,52,2011,Thuringa,East,No,0.93384,833,20635,0.87049,1.00221
53,53,2013,Schleswig-Holstein,West,Yes,0.05035,34,18809,0.03536,0.06754
54,54,2013,Schleswig-Holstein,West,No,0.94965,559,18809,0.87722,1.03587
55,55,2013,Hamburg,West,No,1.0,289,18809,0.90594,1.11333
56,56,2013,Lower Saxony,West,Yes,0.06901,127,18809,0.05922,0.07849
57,57,2013,Lower Saxony,West,No,0.93099,1648,18809,0.88723,0.97339
58,58,2013,Bremen,West,No,1.0,111,18809,0.79264,1.21757
59,59,2013,North Rhine-Westphalia,West,Yes,0.08242,289,18809,0.07366,0.09061
60,60,2013,North Rhine-Westphalia,West,No,0.91758,3429,18809,0.8827,0.94718
61,61,2013,Hesse,West,Yes,0.08314,96,18809,0.07164,0.0974
62,62,2013,Hesse,West,No,0.91686,1194,18809,0.86735,0.9534
63,63,2013,"Rhineland-Palatinate, Saarland",West,Yes,0.07466,85,18809,0.06356,0.08844
64,64,2013,"Rhineland-Palatinate, Saarland",West,No,0.92534,1013,18809,0.87524,0.97384
65,65,2013,Baden-Wuerttemberg,West,Yes,0.0708,141,18809,0.06047,0.08211
66,66,2013,Baden-Wuerttemberg,West,No,0.9292,1982,18809,0.89351,0.97135
67,67,2013,Bavaria,West,Yes,0.0841,219,18809,0.07562,0.09597
68,68,2013,Bavaria,West,No,0.9159,2728,18809,0.88821,0.95382
69,69,2013,Berlin,West,Yes,0.0954,43,18809,0.07369,0.11862
70,70,2013,Berlin,West,No,0.9046,400,18809,0.8308,0.98122
71,71,2013,Berlin,East,No,1.0,295,18809,0.91608,1.10277
72,72,2013,Brandenburg,East,Yes,0.07356,43,18809,0.05317,0.10219
73,73,2013,Brandenburg,East,No,0.92644,737,18809,0.8691,0.99356
74,74,2013,Mecklenburg-Western Pomerania,East,Yes,0.07863,39,18809,0.05676,0.10725
75,75,2013,Mecklenburg-Western Pomerania,East,No,0.92137,415,18809,0.83307,1.00635
76,76,2013,Saxony,East,Yes,0.07104,91,18809,0.05693,0.08804
77,77,2013,Saxony,East,No,0.92896,1244,18809,0.88599,0.98223
78,78,2013,Saxony-Anhalt,East,Yes,0.04486,35,18809,0.03519,0.05492
79,79,2013,Saxony-Anhalt,East,No,0.95514,724,18809,0.87825,1.02558
80,80,2013,Thuringa,East,Yes,0.06866,50,18809,0.05035,0.08701
81,81,2013,Thuringa,East,No,0.93134,749,18809,0.8661,1.00885
82,82,2015,Schleswig-Holstein,West,Yes,0.05837,68,24996,0.04259,0.0766
83,83,2015,Schleswig-Holstein,West,No,0.94163,806,24996,0.87393,1.02386
84,84,2015,Hamburg,West,No,1.0,401,24996,0.89475,1.09028
85,85,2015,Lower Saxony,West,Yes,0.07088,162,24996,0.06114,0.08089
86,86,2015,Lower Saxony,West,No,0.92912,2259,24996,0.88709,0.97676
87,87,2015,Bremen,West,No,1.0,153,24996,0.83672,1.22556
88,88,2015,North Rhine-Westphalia,West,Yes,0.08674,396,24996,0.07794,0.09803
89,89,2015,North Rhine-Westphalia,West,No,0.91326,4769,24996,0.8795,0.9447
90,90,2015,Hesse,West,Yes,0.08719,144,24996,0.0712,0.10444
91,91,2015,Hesse,West,No,0.91281,1561,24996,0.87097,0.95285
92,92,2015,"Rhineland-Palatinate, Saarland",West,Yes,0.08269,106,24996,0.06835,0.09894
93,93,2015,"Rhineland-Palatinate, Saarland",West,No,0.91731,1390,24996,0.8612,0.97182
94,94,2015,Baden-Wuerttemberg,West,Yes,0.07304,197,24996,0.06311,0.08492
95,95,2015,Baden-Wuerttemberg,West,No,0.92696,2788,24996,0.89316,0.96386
96,96,2015,Bavaria,West,Yes,0.09546,320,24996,0.08427,0.10839
97,97,2015,Bavaria,West,No,0.90454,3707,24996,0.87374,0.94147
98,98,2015,Berlin,West,Yes,0.11419,56,24996,0.09034,0.14003
99,99,2015,Berlin,West,No,0.88581,460,24996,0.81044,0.96071
100,100,2015,Berlin,East,Yes,0.10117,37,24996,0.06874,0.13465
101,101,2015,Berlin,East,No,0.89883,359,24996,0.79792,0.9951
102,102,2015,Brandenburg,East,Yes,0.06477,68,24996,0.04661,0.0843
103,103,2015,Brandenburg,East,No,0.93523,916,24996,0.87047,0.99921
104,104,2015,Mecklenburg-Western Pomerania,East,Yes,0.09383,49,24996,0.07061,0.12149
105,105,2015,Mecklenburg-Western Pomerania,East,No,0.90617,508,24996,0.82939,1.0164
106,106,2015,Saxony,East,Yes,0.06727,107,24996,0.0552,0.08213
107,107,2015,Saxony,East,No,0.93273,1404,24996,0.88531,0.9968
108,108,2015,Saxony-Anhalt,East,Yes,0.06462,58,24996,0.0489,0.08248
109,109,2015,Saxony-Anhalt,East,No,0.93538,827,24996,0.8707,1.00205
110,110,2015,Thuringa,East,Yes,0.10504,72,24996,0.07583,0.14293
111,111,2015,Thuringa,East,No,0.89496,848,24996,0.82185,0.96961
112,112,2017,Schleswig-Holstein,West,Yes,0.06045,62,26528,0.04277,0.08461
113,113,2017,Schleswig-Holstein,West,No,0.93955,889,26528,0.86961,1.00795
114,114,2017,Hamburg,West,Yes,0.08953,38,26528,0.07138,0.11238
115,115,2017,Hamburg,West,No,0.91047,428,26528,0.82477,0.99762
116,116,2017,Lower Saxony,West,Yes,0.08433,199,26528,0.07274,0.09545
117,117,2017,Lower Saxony,West,No,0.91567,2498,26528,0.87196,0.95941
118,118,2017,Bremen,West,No,1.0,199,26528,0.8626,1.18951
119,119,2017,North Rhine-Westphalia,West,Yes,0.08397,453,26528,0.07637,0.09291
120,120,2017,North Rhine-Westphalia,West,No,0.91603,5071,26528,0.88906,0.94865
121,121,2017,Hesse,West,Yes,0.0888,151,26528,0.07442,0.10324
122,122,2017,Hesse,West,No,0.9112,1638,26528,0.8664,0.96534
123,123,2017,"Rhineland-Palatinate, Saarland",West,Yes,0.08267,104,26528,0.06904,0.09865
124,124,2017,"Rhineland-Palatinate, Saarland",West,No,0.91733,1420,26528,0.86978,0.97087
125,125,2017,Baden-Wuerttemberg,West,Yes,0.08134,237,26528,0.07101,0.09239
126,126,2017,Baden-Wuerttemberg,West,No,0.91866,2781,26528,0.87741,0.9604
127,127,2017,Bavaria,West,Yes,0.09166,322,26528,0.08117,0.10304
128,128,2017,Bavaria,West,No,0.90834,3889,26528,0.88212,0.94468
129,129,2017,Berlin,West,Yes,0.13218,69,26528,0.1038,0.16665
130,130,2017,Berlin,West,No,0.86782,490,26528,0.78918,0.95124
131,131,2017,Berlin,East,Yes,0.1192,48,26528,0.08797,0.15109
132,132,2017,Berlin,East,No,0.8808,382,26528,0.78192,0.96495
133,133,2017,Brandenburg,East,Yes,0.06556,66,26528,0.04981,0.08528
134,134,2017,Brandenburg,East,No,0.93444,967,26528,0.87014,0.99799
135,135,2017,Mecklenburg-Western Pomerania,East,Yes,0.07604,43,26528,0.04998,0.10554
136,136,2017,Mecklenburg-Western Pomerania,East,No,0.92396,530,26528,0.86193,1.01979
137,137,2017,Saxony,East,Yes,0.07156,116,26528,0.05927,0.08466
138,138,2017,Saxony,East,No,0.92844,1537,26528,0.88156,0.98541
139,139,2017,Saxony-Anhalt,East,Yes,0.05677,59,26528,0.04435,0.07266
140,140,2017,Saxony-Anhalt,East,No,0.94323,864,26528,0.87931,1.02487
141,141,2017,Thuringa,East,Yes,0.08778,77,26528,0.06315,0.11297
142,142,2017,Thuringa,East,No,0.91222,901,26528,0.85039,0.98065
143,143,2019,Schleswig-Holstein,West,Yes,0.07535,65,25632,0.05564,0.09768
144,144,2019,Schleswig-Holstein,West,No,0.92465,891,25632,0.86119,1.00791
145,145,2019,Hamburg,West,Yes,0.09808,51,25632,0.07598,0.11993
146,146,2019,Hamburg,West,No,0.90192,478,25632,0.81001,1.01394
147,147,2019,Lower Saxony,West,Yes,0.10647,232,25632,0.09173,0.12104
148,148,2019,Lower Saxony,West,No,0.89353,2261,25632,0.84935,0.93297
149,149,2019,Bremen,West,No,1.0,202,25632,0.84932,1.19788
150,150,2019,North Rhine-Westphalia,West,Yes,0.10259,537,25632,0.09189,0.11301
151,151,2019,North Rhine-Westphalia,West,No,0.89741,4869,25632,0.86214,0.93006
152,152,2019,Hesse,West,Yes,0.09336,166,25632,0.07747,0.10967
153,153,2019,Hesse,West,No,0.90664,1545,25632,0.85385,0.9776
154,154,2019,"Rhineland-Palatinate, Saarland",West,Yes,0.09118,101,25632,0.07533,0.10742
155,155,2019,"Rhineland-Palatinate, Saarland",West,No,0.90882,1365,25632,0.85621,0.96985
156,156,2019,Baden-Wuerttemberg,West,Yes,0.09413,267,25632,0.08121,0.10862
157,157,2019,Baden-Wuerttemberg,West,No,0.90587,2532,25632,0.86354,0.95049
158,158,2019,Bavaria,West,Yes,0.10098,337,25632,0.08838,0.11534
159,159,2019,Bavaria,West,No,0.89902,3614,25632,0.8677,0.93619
160,160,2019,Berlin,West,Yes,0.13887,76,25632,0.11266,0.16488
161,161,2019,Berlin,West,No,0.86113,497,25632,0.77395,0.94674
162,162,2019,Berlin,East,Yes,0.15771,54,25632,0.11591,0.21596
163,163,2019,Berlin,East,No,0.84229,324,25632,0.73645,0.94269
164,164,2019,Brandenburg,East,Yes,0.07204,90,25632,0.05749,0.08983
165,165,2019,Brandenburg,East,No,0.92796,1021,25632,0.85993,0.99959
166,166,2019,Mecklenburg-Western Pomerania,East,Yes,0.0975,60,25632,0.07566,0.12819
167,167,2019,Mecklenburg-Western Pomerania,East,No,0.9025,551,25632,0.79896,0.9939
168,168,2019,Saxony,East,Yes,0.08196,127,25632,0.06758,0.10066
169,169,2019,Saxony,East,No,0.91804,1507,25632,0.86513,0.97934
170,170,2019,Saxony-Anhalt,East,Yes,0.07425,78,25632,0.05933,0.08788
171,171,2019,Saxony-Anhalt,East,No,0.92575,811,25632,0.84914,1.01931
172,172,2019,Thuringa,East,Yes,0.08147,79,25632,0.05714,0.10825
173,173,2019,Thuringa,East,No,0.91853,844,25632,0.83194,0.98606
174,174,2021,Schleswig-Holstein,West,Yes,0.0906,68,19147,0.0642,0.11622
175,175,2021,Schleswig-Holstein,West,No,0.9094,757,19147,0.82021,1.01136
176,176,2021,Hamburg,West,Yes,0.12917,37,19147,0.06885,0.20153
177,177,2021,Hamburg,West,No,0.87083,413,19147,0.73167,1.01185
178,178,2021,Lower Saxony,West,Yes,0.1117,185,19147,0.09555,0.13206
179,179,2021,Lower Saxony,West,No,0.8883,1696,19147,0.83028,0.94774
180,180,2021,Bremen,West,No,1.0,135,19147,0.76298,1.2816
181,181,2021,North Rhine-Westphalia,West,Yes,0.10926,410,19147,0.09537,0.1239
182,182,2021,North Rhine-Westphalia,West,No,0.89074,3702,19147,0.84627,0.93443
183,183,2021,Hesse,West,Yes,0.09959,125,19147,0.07646,0.12276
184,184,2021,Hesse,West,No,0.90041,1198,19147,0.81969,0.99031
185,185,2021,"Rhineland-Palatinate, Saarland",West,Yes,0.13392,106,19147,0.1082,0.16715
186,186,2021,"Rhineland-Palatinate, Saarland",West,No,0.86608,890,19147,0.77714,0.95225
187,187,2021,Baden-Wuerttemberg,West,Yes,0.12081,187,19147,0.10137,0.14285
188,188,2021,Baden-Wuerttemberg,West,No,0.87919,1980,19147,0.82292,0.93463
189,189,2021,Bavaria,West,Yes,0.11306,297,19147,0.09758,0.13046
190,190,2021,Bavaria,West,No,0.88694,2555,19147,0.83361,0.94336
191,191,2021,Berlin,West,Yes,0.14199,70,19147,0.10274,0.18549
192,192,2021,Berlin,West,No,0.85801,489,19147,0.74736,0.94394
193,193,2021,Berlin,East,Yes,0.10828,41,19147,0.07421,0.14205
194,194,2021,Berlin,East,No,0.89172,306,19147,0.74695,1.05897
195,195,2021,Brandenburg,East,Yes,0.07052,68,19147,0.05312,0.0893
196,196,2021,Brandenburg,East,No,0.92948,633,19147,0.8306,1.02233
197,197,2021,Mecklenburg-Western Pomerania,East,Yes,0.1036,44,19147,0.0767,0.13301
198,198,2021,Mecklenburg-Western Pomerania,East,No,0.8964,363,19147,0.7869,1.01755
199,199,2021,Saxony,East,Yes,0.07364,70,19147,0.05392,0.09024
200,200,2021,Saxony,East,No,0.92636,1090,19147,0.8569,1.00861
201,201,2021,Saxony-Anhalt,East,Yes,0.07673,50,19147,0.05458,0.10152
202,202,2021,Saxony-Anhalt,East,No,0.92327,549,19147,0.81413,1.04844
203,203,2021,Thuringa,East,Yes,0.10308,61,19147,0.07354,0.1361
204,204,2021,Thuringa,East,No,0.89692,572,19147,0.80757,0.99558
