year,age_gr,quintil_oecd,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,46-65 y.,5th Quintile,Both equally,0.00855,33,33,-0.02335,0.04046
2017,17-29 y.,1st Quintile,Earn money,0.14384,211,547,0.11440,0.17327
2017,17-29 y.,1st Quintile,Other reasons,0.01942,36,547,0.00785,0.03100
2017,17-29 y.,1st Quintile,Both equally,0.21619,300,547,0.18166,0.25072
2017,17-29 y.,2nd Quintile,Earn money,0.08767,91,246,0.05225,0.12308
2017,17-29 y.,2nd Quintile,Both equally,0.17362,155,246,0.12618,0.22105
2017,17-29 y.,3rd Quintile,Earn money,0.09276,73,175,0.04965,0.13586
2017,17-29 y.,3rd Quintile,Both equally,0.11620,102,175,0.06858,0.16382
2017,17-29 y.,4th Quintile,Earn money,0.08057,70,156,0.03772,0.12342
2017,17-29 y.,4th Quintile,Both equally,0.14462,86,156,0.08925,0.19999
2017,17-29 y.,5th Quintile,Earn money,0.08058,45,120,0.03168,0.12949
2017,17-29 y.,5th Quintile,Both equally,0.13462,75,120,0.07329,0.19594
2017,30-45 y.,1st Quintile,Earn money,0.15266,240,554,0.12269,0.18264
2017,30-45 y.,1st Quintile,Other reasons,0.02136,35,554,0.00931,0.03341
2017,30-45 y.,1st Quintile,Both equally,0.19362,279,554,0.16069,0.22655
2017,30-45 y.,2nd Quintile,Earn money,0.05155,90,193,0.02027,0.08283
2017,30-45 y.,2nd Quintile,Both equally,0.06237,103,193,0.02816,0.09657
2017,30-45 y.,3rd Quintile,Earn money,0.03455,34,95,-0.00237,0.07148
2017,30-45 y.,3rd Quintile,Both equally,0.04316,61,95,0.00208,0.08424
2017,30-45 y.,4th Quintile,Earn money,0.02246,32,94,-0.00765,0.05258
2017,30-45 y.,4th Quintile,Both equally,0.04338,62,94,0.00198,0.08478
2017,30-45 y.,5th Quintile,Both equally,0.03970,44,44,-0.01866,0.09806
2017,46-65 y.,1st Quintile,Earn money,0.09030,131,277,0.05649,0.12412
2017,46-65 y.,1st Quintile,Both equally,0.11148,146,277,0.07435,0.14861
2017,46-65 y.,2nd Quintile,Earn money,0.04002,50,106,0.00253,0.07751
2017,46-65 y.,2nd Quintile,Both equally,0.03817,56,106,0.00152,0.07483
2017,46-65 y.,3rd Quintile,Both equally,0.02679,37,37,-0.02596,0.07953
