year,regtyp,sex,plh0186,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2008,Rural regions,male,Seldom,0.014412766859958645,278,19240,0.014384425849848791,0.014441107870068498
2008,Rural regions,male,Sometimes,0.05781061601814579,1168,19240,0.057755119337053844,0.05786611269923774
2008,Rural regions,male,Often,0.06916668013742634,1454,19240,0.06910634385673396,0.06922701641811872
2008,Rural regions,male,Very often,0.010429476914599837,222,19240,0.010405319594818203,0.01045363423438147
2008,Rural regions,female,Very seldom,0.0052316746405439065,88,19240,0.005214520243907863,0.00524882903717995
2008,Rural regions,female,Seldom,0.01812279040536288,349,19240,0.01809107025529122,0.018154510555434537
2008,Rural regions,female,Sometimes,0.05835866707511329,1175,19240,0.05830292417647981,0.058414409973746764
2008,Rural regions,female,Often,0.07038994360266289,1539,19240,0.07032911612262972,0.07045077108269605
2008,Rural regions,female,Very often,0.013688135957183916,282,19240,0.013660506433801005,0.013715765480566827
2009,Urban regions,male,Very seldom,0.01097255456829041,152,17923,0.010947756251223236,0.010997352885357584
2009,Urban regions,male,Seldom,0.03799303888478043,572,17923,0.03794752904720446,0.038038548722356395
2009,Urban regions,male,Sometimes,0.11447898169524826,1909,17923,0.11440318915240526,0.11455477423809125
2009,Urban regions,male,Often,0.14428391853092745,2500,17923,0.14420027391847168,0.14436756314338323
2009,Urban regions,male,Very often,0.022168995026762603,383,17923,0.02213394655652964,0.022204043496995566
2009,Urban regions,female,Very seldom,0.01330113990925424,194,17923,0.013273868919123147,0.013328410899385332
2009,Urban regions,female,Seldom,0.03983595611213832,612,17923,0.03978940023600562,0.039882511988271016
2009,Urban regions,female,Sometimes,0.12046091310353943,2093,17923,0.12038342860803168,0.12053839759904718
2009,Urban regions,female,Often,0.14269230764170104,2690,17923,0.14260904833251575,0.14277556695088633
2009,Urban regions,female,Very often,0.0293004454949027,516,17923,0.029260299364670946,0.029340591625134454
2009,Rural regions,male,Very seldom,0.004211317688309712,72,17923,0.004195902218772986,0.004226733157846438
2009,Rural regions,male,Seldom,0.0157515462298421,281,17923,0.01572190623465213,0.01578118622503207
2009,Rural regions,male,Sometimes,0.06029070856494947,1131,17923,0.060234047319466646,0.06034736981043229
2009,Rural regions,male,Often,0.06876623005872037,1374,17923,0.06870599059062997,0.06882646952681078
2009,Rural regions,male,Very often,0.009100625426946646,188,17923,0.009078019903957374,0.009123230949935918
2009,Rural regions,female,Very seldom,0.0044432138641183425,76,17923,0.004427381499268569,0.004459046228968116
2009,Rural regions,female,Seldom,0.01961940684350622,347,17923,0.019586392364240247,0.01965242132277219
2009,Rural regions,female,Sometimes,0.056788644406211536,1100,17923,0.05673355102543847,0.0568437377869846
2009,Rural regions,female,Often,0.07248933614942549,1467,17923,0.07242761120903699,0.07255106108981399
2009,Rural regions,female,Very often,0.013050719800425315,266,17923,0.01302370331741357,0.01307773628343706
2010,Urban regions,male,Very seldom,0.009456632119424725,116,16586,0.00943242305163006,0.00948084118721939
2010,Urban regions,male,Seldom,0.03783707218350966,475,16586,0.037789346061890265,0.03788479830512905
2010,Urban regions,male,Sometimes,0.12326291005391772,1801,16586,0.12318068125056468,0.12334513885727076
2010,Urban regions,male,Often,0.14038536060041304,2385,16586,0.1402984673817364,0.14047225381908968
2010,Urban regions,male,Very often,0.023608073600850304,359,16586,0.02357009705708627,0.023646050144614336
2010,Urban regions,female,Very seldom,0.011231266570294109,167,16586,0.011204907213896309,0.01125762592669191
2010,Urban regions,female,Seldom,0.03876210231856029,560,16586,0.03871381954871592,0.038810385088404654
2010,Urban regions,female,Sometimes,0.11867765503636164,1896,16586,0.1185967594288187,0.11875855064390459
2010,Urban regions,female,Often,0.14675599556728264,2605,16586,0.14666748245304218,0.1468445086815231
2010,Urban regions,female,Very often,0.030150144031992086,487,16586,0.03010737100158194,0.030192917062402232
2010,Rural regions,male,Very seldom,0.004657952971722229,66,16586,0.004640921318843866,0.004674984624600591
2010,Rural regions,male,Seldom,0.011902964376716132,197,16586,0.011875837459801702,0.011930091293630563
2010,Rural regions,male,Sometimes,0.058773609039404165,991,16586,0.05871477735268763,0.0588324407261207
2010,Rural regions,male,Often,0.07309435014281453,1320,16586,0.07302924238468647,0.07315945790094258
2010,Rural regions,male,Very often,0.010414560805541965,192,16586,0.010389167443751278,0.01043995416733265
2010,Rural regions,female,Very seldom,0.003544881744220395,68,16586,0.0035300154467328084,0.003559748041707982
2010,Rural regions,female,Seldom,0.01680548904288672,284,16586,0.016773336274485972,0.016837641811287465
2010,Rural regions,female,Sometimes,0.06057600064517356,1035,16586,0.06051633089823497,0.060635670392112144
2010,Rural regions,female,Often,0.06730704735302873,1315,16586,0.06724437547783362,0.06736971922822384
2010,Rural regions,female,Very often,0.012795931795885368,267,16586,0.012767818452413041,0.012824045139357695
2011,Urban regions,male,Very seldom,0.009274058015135065,135,20633,0.00924989150278122,0.00929822452748891
2011,Urban regions,male,Seldom,0.03353786752941174,564,20633,0.03349247729238022,0.03358325776644327
2011,Urban regions,male,Sometimes,0.1143210630445427,2109,20633,0.11424083917752889,0.11440128691155652
2011,Urban regions,male,Often,0.1461173387046479,2887,20633,0.14602828494044878,0.14620639246884704
2011,Urban regions,male,Very often,0.026346863566994734,529,20633,0.026306483326435592,0.026387243807553876
2011,Urban regions,female,Very seldom,0.011041715096230417,193,20633,0.01101536940715603,0.011068060785304803
2011,Urban regions,female,Seldom,0.034447417208112945,642,20633,0.03440143724648889,0.034493397169737
2011,Urban regions,female,Sometimes,0.11325875228292216,2230,20633,0.11317885414668469,0.11333865041915964
2011,Urban regions,female,Often,0.15120935020360368,3273,20633,0.15111902854086826,0.1512996718663391
2011,Urban regions,female,Very often,0.03420098487011928,724,20633,0.03415516382482658,0.03424680591541198
2011,Rural regions,male,Very seldom,0.004168127376724933,79,20633,0.004151884392994325,0.004184370360455541
2011,Rural regions,male,Seldom,0.01588183921334452,317,20633,0.015850319930488656,0.015913358496200385
2011,Rural regions,male,Sometimes,0.05692979445185805,1221,20633,0.056871376795844475,0.056988212107871625
2011,Rural regions,male,Often,0.07261409866647127,1611,20633,0.07254867377255805,0.07267952356038448
2011,Rural regions,male,Very often,0.010683072560884813,290,20633,0.010657153568379315,0.01070899155339031
2011,Rural regions,female,Very seldom,0.0038999266522537785,91,20633,0.003884212823622032,0.003915640480885525
2011,Rural regions,female,Seldom,0.018591911913257753,371,20633,0.01855785626512973,0.018625967561385775
2011,Rural regions,female,Sometimes,0.05511716275222431,1175,20633,0.05505962740822931,0.055174698096219305
2011,Rural regions,female,Often,0.07217624242166547,1803,20633,0.07211099968260067,0.07224148516073027
2011,Rural regions,female,Very often,0.016182413469594467,389,20633,0.01615060218225075,0.016214224756938185
2012,Urban regions,male,Very seldom,0.007336206113016006,114,20423,0.00731478977605742,0.007357622449974592
2012,Urban regions,male,Seldom,0.029066539151701654,477,20423,0.029024379235911973,0.029108699067491334
2012,Urban regions,male,Sometimes,0.11116535361844371,2000,20423,0.11108646696139958,0.11124424027548784
2012,Urban regions,male,Often,0.15562965305120377,3014,20423,0.15553867827428153,0.155720627828126
2012,Urban regions,male,Very often,0.02594574793045353,487,20423,0.025905851594832857,0.0259856442660742
2012,Urban regions,female,Very seldom,0.00820467008346142,152,20423,0.008182031464548815,0.008227308702374026
2012,Urban regions,female,Seldom,0.029615316348822297,537,20423,0.029572772331899002,0.02965786036574559
2012,Urban regions,female,Sometimes,0.1112824479664898,2154,20423,0.11120352497248463,0.11136137096049496
2012,Urban regions,female,Often,0.156531911827096,3343,20423,0.15644072247899904,0.15662310117519296
2012,Urban regions,female,Very often,0.037326518857905576,721,20423,0.0372789462908773,0.03737409142493385
2012,Rural regions,male,Very seldom,0.003557781375553921,64,20423,0.0035428388493254906,0.003572723901782352
2012,Rural regions,male,Seldom,0.012796987915610606,240,20423,0.012768780359939514,0.012825195471281697
2012,Rural regions,male,Sometimes,0.054556021140194866,1162,20423,0.05449902471957307,0.054613017560816664
2012,Rural regions,male,Often,0.07797121718002128,1757,20423,0.07790392761291533,0.07803850674712724
2012,Rural regions,male,Very often,0.012429637698382285,310,20423,0.012401832781761707,0.012457442615002862
2012,Rural regions,female,Very seldom,0.003815138134522864,82,20423,0.003799666598223729,0.0038306096708219987
2012,Rural regions,female,Seldom,0.01663301901494111,353,20423,0.016600922957322784,0.016665115072559435
2012,Rural regions,female,Sometimes,0.053470976916254284,1203,20423,0.05341451776240958,0.05352743607009899
2012,Rural regions,female,Often,0.07766165530627533,1868,20423,0.07759448817626571,0.07772882243628496
2012,Rural regions,female,Very often,0.015003200369649711,385,20423,0.014972692091130791,0.015033708648168631
2013,Urban regions,male,Very seldom,0.005869192383695052,120,25600,0.005850045645979112,0.005888339121410992
2013,Urban regions,male,Seldom,0.027530032248118987,556,25600,0.02748901889207001,0.027571045604167965
2013,Urban regions,male,Sometimes,0.10737735356660816,2286,25600,0.10729975134621386,0.10745495578700245
2013,Urban regions,male,Often,0.15164074101081518,3709,25600,0.1515508364548956,0.15173064556673477
2013,Urban regions,male,Very often,0.0235254993284495,617,25600,0.02348750806580969,0.023563490591089305
2013,Urban regions,female,Very seldom,0.010934460029669075,213,25600,0.01090839278938173,0.01096052726995642
2013,Urban regions,female,Seldom,0.031760914271880006,726,25600,0.03171695791891854,0.03180487062484147
2013,Urban regions,female,Sometimes,0.10816428935220886,2606,25600,0.10808643762917522,0.10824214107524249
2013,Urban regions,female,Often,0.15855221178117654,4516,25600,0.15846065646049493,0.15864376710185815
2013,Urban regions,female,Very often,0.033291557607741086,886,25600,0.033246590116132305,0.03333652509934987
2013,Rural regions,male,Very seldom,0.0032728551012532066,77,25600,0.0032585386499197596,0.0032871715525866537
2013,Rural regions,male,Seldom,0.013038113121168383,272,25600,0.013009678895064419,0.013066547347272348
2013,Rural regions,male,Sometimes,0.05812331297282833,1357,25600,0.05806466458839315,0.05818196135726351
2013,Rural regions,male,Often,0.07954468294668754,2187,25600,0.07947685779368718,0.0796125080996879
2013,Rural regions,male,Very often,0.013511980013461069,392,25600,0.013483040631364034,0.013540919395558104
2013,Rural regions,female,Very seldom,0.00529595578159145,103,25600,0.005277762838285054,0.005314148724897846
2013,Rural regions,female,Seldom,0.016101705547374234,440,25600,0.01607015587212814,0.016133255222620328
2013,Rural regions,female,Sometimes,0.05506577572808434,1489,25600,0.05500859818110546,0.05512295327506322
2013,Rural regions,female,Often,0.08289290749984604,2554,25600,0.08282379564296062,0.08296201935673146
2013,Rural regions,female,Very often,0.01450645970734298,494,25600,0.014476489381952732,0.014536430032733229
2014,Urban regions,male,Very seldom,0.00613457174249354,120,27003,0.006115892966065801,0.006153250518921279
2014,Urban regions,male,Seldom,0.025726099357368182,555,27003,0.025688227202834524,0.02576397151190184
2014,Urban regions,male,Sometimes,0.10229318739300529,2446,27003,0.10222069655451886,0.10236567823149172
2014,Urban regions,male,Often,0.16173692882339888,4148,27003,0.16164884680250124,0.1618250108442965
2014,Urban regions,male,Very often,0.030119677217413317,755,27003,0.03007879101842851,0.030160563416398126
2014,Urban regions,female,Very seldom,0.0076148498853114595,184,27003,0.0075940546753937655,0.0076356450952291535
2014,Urban regions,female,Seldom,0.03089102848056319,751,27003,0.0308496385213866,0.030932418439739783
2014,Urban regions,female,Sometimes,0.10341765839238426,2694,27003,0.10334481587476226,0.10349050091000626
2014,Urban regions,female,Often,0.16712226213119333,4798,27003,0.167033013762479,0.16721151049990765
2014,Urban regions,female,Very often,0.03889468113782742,1125,27003,0.03884842992717277,0.03894093234848206
2014,Rural regions,male,Very seldom,0.0037011490180756494,83,27003,0.0036866226980601753,0.0037156753380911236
2014,Rural regions,male,Seldom,0.010054911657006985,261,27003,0.01003104524193909,0.01007877807207488
2014,Rural regions,male,Sometimes,0.05453616867609592,1349,27003,0.05448184898656991,0.05459048836562193
2014,Rural regions,male,Often,0.08015894116626648,2254,27003,0.08009398432636922,0.08022389800616375
2014,Rural regions,male,Very often,0.013424539702547308,421,27003,0.013397009629527888,0.013452069775566728
2014,Rural regions,female,Very seldom,0.0030549842167037285,87,27003,0.003041782433526441,0.003068185999881016
2014,Rural regions,female,Seldom,0.015614600357593187,408,27003,0.015584942448779645,0.015644258266406728
2014,Rural regions,female,Sometimes,0.05108145405008521,1443,27003,0.051028787047773944,0.05113412105239648
2014,Rural regions,female,Often,0.07719890266941516,2526,27003,0.07713505396020691,0.07726275137862341
2014,Rural regions,female,Very often,0.017223403925251457,595,27003,0.01719228107212031,0.017254526778382604
2015,Urban regions,male,Very seldom,0.0065332702615537655,122,24981,0.006513872075776613,0.006552668447330918
2015,Urban regions,male,Seldom,0.024968191780487207,478,24981,0.0249306234343943,0.025005760126580113
2015,Urban regions,male,Sometimes,0.10647243947699686,2256,24981,0.10639817318904209,0.10654670576495164
2015,Urban regions,male,Often,0.1599686702329823,3823,24981,0.15988040608207205,0.16005693438389257
2015,Urban regions,male,Very often,0.030102282887111337,675,24981,0.03006114122591761,0.030143424548305063
2015,Urban regions,female,Very seldom,0.010165311131348338,176,24981,0.0101411587025127,0.010189463560183977
2015,Urban regions,female,Seldom,0.030248213773000375,700,24981,0.03020697561109205,0.0302894519349087
2015,Urban regions,female,Sometimes,0.10071697056912342,2480,24981,0.10064450717627073,0.10078943396197611
2015,Urban regions,female,Often,0.1692367385502126,4421,24981,0.169146455732806,0.16932702136761918
2015,Urban regions,female,Very often,0.03692847493209016,1006,24981,0.036883067274805156,0.03697388258937516
2015,Rural regions,male,Very seldom,0.002836885296389894,66,24981,0.002824079012371784,0.002849691580408004
2015,Rural regions,male,Seldom,0.011933325443671474,269,24981,0.011907180181160154,0.011959470706182794
2015,Rural regions,male,Sometimes,0.057101225181110424,1287,24981,0.05704535573220155,0.0571570946300193
2015,Rural regions,male,Often,0.07370187079406179,2090,24981,0.07363895875117837,0.07376478283694521
2015,Rural regions,male,Very often,0.014324606231184962,367,24981,0.014295995599784438,0.014353216862585486
2015,Rural regions,female,Very seldom,0.0033527843931242403,96,24981,0.003338865885217644,0.003366702901030837
2015,Rural regions,female,Seldom,0.01603455245957996,387,24981,0.016004308581126996,0.016064796338032927
2015,Rural regions,female,Sometimes,0.05379919337296969,1403,24981,0.053744868505242106,0.05385351824069728
2015,Rural regions,female,Often,0.07729770435828041,2377,24981,0.07723340106184619,0.07736200765471464
2015,Rural regions,female,Very often,0.014277288874720831,502,24981,0.014248724850459317,0.014305852898982346
2016,Urban regions,male,Very seldom,0.007300513795823779,140,24106,0.007280237460303295,0.007320790131344263
2016,Urban regions,male,Seldom,0.026287211691979156,493,24106,0.026249105850564752,0.02632531753339356
2016,Urban regions,male,Sometimes,0.10392866982764085,2166,24106,0.10385598515595851,0.10400135449932318
2016,Urban regions,male,Often,0.1672705290269924,3706,24106,0.16718163644106485,0.16735942161291997
2016,Urban regions,male,Very often,0.025963095583935728,600,24106,0.02592521908755012,0.026000972080321337
2016,Urban regions,female,Very seldom,0.008506037773755954,191,24106,0.008484164562476294,0.008527910985035615
2016,Urban regions,female,Seldom,0.028400335375883365,634,24106,0.028360770548989264,0.028439900202777466
2016,Urban regions,female,Sometimes,0.10056660744685528,2372,24106,0.1004949740969925,0.10063824079671806
2016,Urban regions,female,Often,0.16999227081968069,4362,24106,0.16990280451213274,0.17008173712722863
2016,Urban regions,female,Very often,0.039481837393495436,957,24106,0.039435454768247356,0.039528220018743516
2016,Rural regions,male,Very seldom,0.0025478021940901355,57,24106,0.002535795242574461,0.00255980914560581
2016,Rural regions,male,Seldom,0.012908651419697239,275,24106,0.012881765619490384,0.012935537219904094
2016,Rural regions,male,Sometimes,0.052544039460086324,1228,24106,0.05249089657817328,0.052597182341999366
2016,Rural regions,male,Often,0.07806566691102546,2020,24106,0.0780017694077549,0.07812956441429601
2016,Rural regions,male,Very often,0.012162051187314577,345,24106,0.012135944598800226,0.012188157775828929
2016,Rural regions,female,Very seldom,0.0034615575707495107,93,24106,0.0034475685709055336,0.0034755465705934878
2016,Rural regions,female,Seldom,0.01575978574987709,379,24106,0.01573012175996221,0.015789449739791968
2016,Rural regions,female,Sometimes,0.049175248444663144,1304,24106,0.04912374605525844,0.04922675083406785
2016,Rural regions,female,Often,0.08001488790709745,2276,24106,0.07995026601679261,0.08007950979740228
2016,Rural regions,female,Very often,0.01566320041935645,508,24106,0.015633626017429632,0.01569277482128327
2017,Urban regions,male,Very seldom,0.0059371592062079865,123,26379,0.005918866642678996,0.005955451769736977
2017,Urban regions,male,Seldom,0.02201898982360798,477,26379,0.02198404826999981,0.02205393137721615
2017,Urban regions,male,Sometimes,0.1027458230379005,2280,26379,0.1026735263940739,0.1028181196817271
2017,Urban regions,male,Often,0.1737229630120069,4219,26379,0.17363274988006874,0.17381317614394506
2017,Urban regions,male,Very often,0.029200987571200102,716,26379,0.02916089704676515,0.029241078095635056
2017,Urban regions,female,Very seldom,0.007922975835320678,165,26379,0.00790186549832086,0.007944086172320496
2017,Urban regions,female,Seldom,0.02823446080223981,658,26379,0.02819501972202174,0.028273901882457878
2017,Urban regions,female,Sometimes,0.0978236252965685,2439,26379,0.0977528884155719,0.0978943621775651
2017,Urban regions,female,Often,0.17584014322038927,4835,26379,0.1757494983885341,0.17593078805224444
2017,Urban regions,female,Very often,0.040995095777614336,1111,26379,0.04094788353051063,0.04104230802471804
2017,Rural regions,male,Very seldom,0.002659463730090466,53,26379,0.002647200720267282,0.0026717267399136496
2017,Rural regions,male,Seldom,0.010046653654533643,255,26379,0.010022907330804636,0.01007039997826265
2017,Rural regions,male,Sometimes,0.049264944794621214,1314,26379,0.049213412787435705,0.04931647680180672
2017,Rural regions,male,Often,0.08147122909313576,2339,26379,0.08140609223284936,0.08153636595342215
2017,Rural regions,male,Very often,0.013412711974237101,413,26379,0.013385321196632053,0.01344010275184215
2017,Rural regions,female,Very seldom,0.0030115998201085386,74,26379,0.002998552479840479,0.0030246471603765984
2017,Rural regions,female,Seldom,0.012213691580764848,360,26379,0.012187537872179417,0.012239845289350279
2017,Rural regions,female,Sometimes,0.04783228359249613,1378,26379,0.04778146816440107,0.047883099020591194
2017,Rural regions,female,Often,0.08215699047635149,2650,26379,0.08209160447665911,0.08222237647604386
2017,Rural regions,female,Very often,0.013488207700604705,520,26379,0.01346074099531386,0.01351567440589555
2018,Urban regions,male,Very seldom,0.0053422968816341865,122,25531,0.005324972633523408,0.005359621129744965
2018,Urban regions,male,Seldom,0.02407079547590759,500,25531,0.024034369773191476,0.024107221178623704
2018,Urban regions,male,Sometimes,0.10111853510214772,2239,25531,0.1010468844483539,0.10119018575594153
2018,Urban regions,male,Often,0.17491636871923974,3972,25531,0.1748260832681423,0.17500665417033717
2018,Urban regions,male,Very often,0.030014536595925338,754,25531,0.02997398555615877,0.030055087635691907
2018,Urban regions,female,Very seldom,0.006493341244556893,171,25531,0.00647425268906482,0.006512429800048966
2018,Urban regions,female,Seldom,0.031131801817364507,680,25531,0.031090526726378225,0.031173076908350788
2018,Urban regions,female,Sometimes,0.09960116534555065,2427,25531,0.0995299943186356,0.0996723363724657
2018,Urban regions,female,Often,0.17658897397130477,4670,25531,0.17649834987456547,0.17667959806804406
2018,Urban regions,female,Very often,0.03774562801325432,1046,25531,0.03770033493532658,0.03779092109118205
2018,Rural regions,male,Very seldom,0.002066012740034137,62,25531,0.002055221509641263,0.002076803970427011
2018,Rural regions,male,Seldom,0.010539447799442176,244,25531,0.010515178249038368,0.010563717349845984
2018,Rural regions,male,Sometimes,0.05168973315976279,1291,25531,0.05163711557230813,0.05174235074721745
2018,Rural regions,male,Often,0.07719645083040179,2208,25531,0.07713301905673758,0.077259882604066
2018,Rural regions,male,Very often,0.01197723855120372,354,25531,0.011951385286974611,0.012003091815432828
2018,Rural regions,female,Very seldom,0.002691483425473722,72,25531,0.002679170416982515,0.0027037964339649287
2018,Rural regions,female,Seldom,0.011692687705848309,324,25531,0.011667139715712696,0.011718235695983922
2018,Rural regions,female,Sometimes,0.050876906881948604,1392,25531,0.05082468227495943,0.050929131488937775
2018,Rural regions,female,Often,0.07996079327742212,2485,25531,0.0798963325392278,0.08002525401561643
2018,Rural regions,female,Very often,0.014285802461576928,518,25531,0.014257600365585408,0.014314004557568448
2019,Urban regions,male,Very seldom,0.00719504452218022,134,25130,0.007174768466503083,0.007215320577857357
2019,Urban regions,male,Seldom,0.024349266858481985,465,25130,0.024312290435472273,0.024386243281491696
2019,Urban regions,male,Sometimes,0.09918129460439647,2186,25130,0.09910958648244454,0.09925300272634839
2019,Urban regions,male,Often,0.17247933447427452,4180,25130,0.17238870014563762,0.17256996880291142
2019,Urban regions,male,Very often,0.03040318886259583,788,25130,0.030361999039941724,0.030444378685249934
2019,Urban regions,female,Very seldom,0.006452732349482454,140,25130,0.006433523521977327,0.006471941176987582
2019,Urban regions,female,Seldom,0.02751251567041344,592,25130,0.027473274502369416,0.027551756838457467
2019,Urban regions,female,Sometimes,0.10357780499920755,2324,25130,0.10350470381434689,0.1036509061840682
2019,Urban regions,female,Often,0.1774174874244228,4495,25130,0.17732583948335714,0.17750913536548843
2019,Urban regions,female,Very often,0.0378307313518374,1039,25130,0.03778496114515267,0.037876501558522124
2019,Rural regions,male,Very seldom,0.0032578761660371344,66,25130,0.003244205380927607,0.0032715469511466616
2019,Rural regions,male,Seldom,0.01020562092802615,234,25130,0.010181509275726487,0.010229732580325812
2019,Rural regions,male,Sometimes,0.05159837398323363,1242,25130,0.05154530400407361,0.05165144396239365
2019,Rural regions,male,Often,0.07665516145958796,2258,25130,0.07659133695852649,0.07671898596064944
2019,Rural regions,male,Very often,0.013255383133578996,411,25130,0.013227946344184754,0.013282819922973237
2019,Rural regions,female,Very seldom,0.003744549685756239,76,25130,0.0037298969094998816,0.0037592024620125963
2019,Rural regions,female,Seldom,0.013550456430175392,338,25130,0.013522720089412849,0.013578192770937936
2019,Rural regions,female,Sometimes,0.04626229190378144,1264,25130,0.046211899762456016,0.04631268404510687
2019,Rural regions,female,Often,0.077365540411581,2379,25130,0.0773014455252808,0.0774296352978812
2019,Rural regions,female,Very often,0.017705344780949452,519,25130,0.01767370686639348,0.017736982695505426
2020,Urban regions,male,Very seldom,0.007661608442268165,146,25608,0.007640861958306762,0.0076823549262295685
2020,Urban regions,male,Seldom,0.02434496182102899,560,25608,0.0243082921236421,0.02438163151841588
2020,Urban regions,male,Sometimes,0.09990518092241032,2370,25608,0.09983383112117511,0.09997653072364554
2020,Urban regions,male,Often,0.1721880277814448,4225,25608,0.1720981976658104,0.1722778578970792
2020,Urban regions,male,Very often,0.026792069344528723,807,25608,0.02675364905968979,0.026830489629367658
2020,Urban regions,female,Very seldom,0.007845272824320166,164,25608,0.007824281088129272,0.00786626456051106
2020,Urban regions,female,Seldom,0.03153033202720886,673,25608,0.031488754188033125,0.0315719098663846
2020,Urban regions,female,Sometimes,0.10469888856651936,2474,25608,0.10462604180846273,0.104771735324576
2020,Urban regions,female,Often,0.17076911231875502,4532,25608,0.17067957645511245,0.1708586481823976
2020,Urban regions,female,Very often,0.03636904950313872,1025,25608,0.03632450686073864,0.0364135921455388
2020,Rural regions,male,Very seldom,0.0030447091271983825,69,25608,0.0030316002535598105,0.0030578180008369545
2020,Rural regions,male,Seldom,0.011901544060682431,264,25608,0.011875741880954995,0.011927346240409867
2020,Rural regions,male,Sometimes,0.05042734980639822,1225,25608,0.05037528409552657,0.05047941551726987
2020,Rural regions,male,Often,0.08079993153260516,2166,25608,0.08073508822619835,0.08086477483901197
2020,Rural regions,male,Very often,0.012897744891581412,418,25608,0.012870898087425035,0.01292459169573779
2020,Rural regions,female,Very seldom,0.0029106970461886903,81,25608,0.0028978790492821724,0.002923515043095208
2020,Rural regions,female,Seldom,0.01530508527395721,359,25608,0.015275875825556996,0.015334294722357426
2020,Rural regions,female,Sometimes,0.046627988540193746,1242,25608,0.046577822575187694,0.0466781545051998
2020,Rural regions,female,Often,0.07884269860512583,2284,25608,0.07877857731214914,0.07890681989810251
2020,Rural regions,female,Very often,0.015137747564445893,524,25608,0.015108695767048269,0.015166799361843517
2021,Urban regions,male,Very seldom,0.0052345230486079905,83,17175,0.005217433272945882,0.005251612824270099
2021,Urban regions,male,Seldom,0.024057196800817793,396,17175,0.024020908039472117,0.02409348556216347
2021,Urban regions,male,Sometimes,0.09252369721201367,1407,17175,0.09245507233375866,0.09259232209026869
2021,Urban regions,male,Often,0.1740427413907751,2843,17175,0.17395294803634215,0.17413253474520807
2021,Urban regions,male,Very often,0.0317284397886407,604,17175,0.03168692905609295,0.031769950521188445
2021,Urban regions,female,Very seldom,0.006104032590994024,92,17175,0.006085585990706855,0.006122479191281193
2021,Urban regions,female,Seldom,0.027772341019352928,444,17175,0.027733425065302672,0.027811256973403184
