year,bula_h,sex,plh0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Lower Saxony,female,Seldom,0.07401,78,873,0.05663,0.09139
2021,Lower Saxony,female,Sometimes,0.21016,223,873,0.18312,0.23720
2021,Lower Saxony,female,Often,0.38602,450,873,0.35370,0.41833
2021,Lower Saxony,female,Very often,0.14003,122,873,0.11700,0.16306
2021,Bremen,male,Often,0.39409,32,32,0.22207,0.56611
2021,Bremen,female,Often,0.52656,37,37,0.36345,0.68966
2021,North Rhine-Westphalia,male,Seldom,0.06154,127,1640,0.04990,0.07317
2021,North Rhine-Westphalia,male,Sometimes,0.21225,410,1640,0.19245,0.23204
2021,North Rhine-Westphalia,male,Often,0.44583,902,1640,0.42177,0.46990
2021,North Rhine-Westphalia,male,Very often,0.07081,201,1640,0.05839,0.08323
2021,North Rhine-Westphalia,female,Very seldom,0.01640,31,1908,0.01070,0.02210
2021,North Rhine-Westphalia,female,Seldom,0.06281,132,1908,0.05192,0.07370
2021,North Rhine-Westphalia,female,Sometimes,0.22271,470,1908,0.20404,0.24139
2021,North Rhine-Westphalia,female,Often,0.44014,1044,1908,0.41786,0.46242
2021,North Rhine-Westphalia,female,Very often,0.09140,231,1908,0.07846,0.10433
2021,Hesse,male,Seldom,0.06578,40,516,0.04437,0.08718
2021,Hesse,male,Sometimes,0.27859,134,516,0.23987,0.31731
2021,Hesse,male,Often,0.42486,295,516,0.38216,0.46755
2021,Hesse,male,Very often,0.04517,47,516,0.02724,0.06311
2021,Hesse,female,Seldom,0.05130,34,546,0.03278,0.06982
2021,Hesse,female,Sometimes,0.19966,129,546,0.16610,0.23322
2021,Hesse,female,Often,0.44753,297,546,0.40578,0.48928
2021,Hesse,female,Very often,0.13322,86,546,0.10469,0.16174
2021,"Rhineland-Palatinate, Saarland",male,Sometimes,0.25306,121,366,0.20846,0.29767
2021,"Rhineland-Palatinate, Saarland",male,Often,0.41195,200,366,0.36146,0.46245
2021,"Rhineland-Palatinate, Saarland",male,Very often,0.08129,45,366,0.05326,0.10933
2021,"Rhineland-Palatinate, Saarland",female,Seldom,0.07303,45,461,0.04926,0.09681
2021,"Rhineland-Palatinate, Saarland",female,Sometimes,0.24379,113,461,0.20455,0.28303
2021,"Rhineland-Palatinate, Saarland",female,Often,0.39786,244,461,0.35313,0.44259
2021,"Rhineland-Palatinate, Saarland",female,Very often,0.13321,59,461,0.10216,0.16426
2021,Baden-Wuerttemberg,male,Seldom,0.05672,64,912,0.04170,0.07174
2021,Baden-Wuerttemberg,male,Sometimes,0.24312,258,912,0.21526,0.27097
2021,Baden-Wuerttemberg,male,Often,0.40741,483,912,0.37551,0.43932
2021,Baden-Wuerttemberg,male,Very often,0.08227,107,912,0.06442,0.10011
2021,Baden-Wuerttemberg,female,Seldom,0.07019,75,1022,0.05452,0.08586
2021,Baden-Wuerttemberg,female,Sometimes,0.21484,261,1022,0.18965,0.24003
2021,Baden-Wuerttemberg,female,Often,0.44062,559,1022,0.41017,0.47107
2021,Baden-Wuerttemberg,female,Very often,0.09755,127,1022,0.07935,0.11575
2021,Bavaria,male,Seldom,0.06060,95,1257,0.04740,0.07379
2021,Bavaria,male,Sometimes,0.20516,309,1257,0.18282,0.22749
2021,Bavaria,male,Often,0.43159,689,1257,0.40420,0.45899
2021,Bavaria,male,Very often,0.10286,164,1257,0.08606,0.11966
2021,Bavaria,female,Seldom,0.08691,104,1391,0.07210,0.10172
2021,Bavaria,female,Sometimes,0.22402,373,1391,0.20210,0.24594
2021,Bavaria,female,Often,0.40374,746,1391,0.37795,0.42954
2021,Bavaria,female,Very often,0.10131,168,1391,0.08544,0.11717
2021,Berlin,male,Sometimes,0.26670,122,362,0.22108,0.31232
2021,Berlin,male,Often,0.39271,203,362,0.34233,0.44308
2021,Berlin,male,Very often,0.07359,37,362,0.04665,0.10052
2021,Berlin,female,Sometimes,0.23372,97,366,0.19030,0.27713
2021,Berlin,female,Often,0.47175,223,366,0.42054,0.52296
2021,Berlin,female,Very often,0.06452,46,366,0.03931,0.08972
2021,Brandenburg,male,Sometimes,0.23330,76,270,0.18276,0.28385
2021,Brandenburg,male,Often,0.38761,155,270,0.32939,0.44583
2021,Brandenburg,male,Very often,0.08645,39,270,0.05287,0.12003
2021,Brandenburg,female,Seldom,0.09325,37,348,0.06265,0.12384
2021,Brandenburg,female,Sometimes,0.17782,87,348,0.13759,0.21805
2021,Brandenburg,female,Often,0.43271,179,348,0.38058,0.48484
2021,Brandenburg,female,Very often,0.11018,45,348,0.07723,0.14313
2021,Mecklenburg-Western Pomerania,male,Sometimes,0.27772,51,150,0.20580,0.34963
2021,Mecklenburg-Western Pomerania,male,Often,0.48841,99,150,0.40815,0.56868
2021,Mecklenburg-Western Pomerania,female,Sometimes,0.27611,54,156,0.20572,0.34649
2021,Mecklenburg-Western Pomerania,female,Often,0.36404,102,156,0.28829,0.43978
2021,Saxony,male,Seldom,0.06590,38,531,0.04477,0.08702
2021,Saxony,male,Sometimes,0.22510,166,531,0.18954,0.26065
2021,Saxony,male,Often,0.47459,286,531,0.43208,0.51711
2021,Saxony,male,Very often,0.05893,41,531,0.03888,0.07898
2021,Saxony,female,Seldom,0.09664,53,573,0.07242,0.12085
2021,Saxony,female,Sometimes,0.21810,143,573,0.18426,0.25194
2021,Saxony,female,Often,0.45220,321,573,0.41141,0.49299
2021,Saxony,female,Very often,0.05584,56,573,0.03702,0.07466
2021,Saxony-Anhalt,male,Sometimes,0.23678,65,204,0.17830,0.29526
2021,Saxony-Anhalt,male,Often,0.42738,139,204,0.35933,0.49543
2021,Saxony-Anhalt,female,Sometimes,0.29231,83,278,0.23875,0.34587
2021,Saxony-Anhalt,female,Often,0.35045,152,278,0.29427,0.40664
2021,Saxony-Anhalt,female,Very often,0.12517,43,278,0.08620,0.16414
2021,Thuringa,male,Sometimes,0.16348,63,198,0.11184,0.21512
2021,Thuringa,male,Often,0.42381,135,198,0.35481,0.49282
2021,Thuringa,female,Sometimes,0.21054,92,301,0.16440,0.25667
2021,Thuringa,female,Often,0.43422,168,301,0.37813,0.49031
2021,Thuringa,female,Very often,0.07103,41,301,0.04196,0.10010
2022,Schleswig-Holstein,male,Seldom,0.09036,41,427,0.06314,0.11759
2022,Schleswig-Holstein,male,Sometimes,0.19030,103,427,0.15302,0.22757
2022,Schleswig-Holstein,male,Often,0.43641,241,427,0.38931,0.48350
2022,Schleswig-Holstein,male,Very often,0.08044,42,427,0.05461,0.10626
2022,Schleswig-Holstein,female,Sometimes,0.20492,129,464,0.16816,0.24169
2022,Schleswig-Holstein,female,Often,0.43975,275,464,0.39453,0.48496
2022,Schleswig-Holstein,female,Very often,0.09372,60,464,0.06718,0.12027
2022,Hamburg,male,Sometimes,0.27219,82,249,0.21679,0.32758
2022,Hamburg,male,Often,0.37260,132,249,0.31243,0.43278
2022,Hamburg,male,Very often,0.05609,35,249,0.02745,0.08473
2022,Hamburg,female,Seldom,0.09480,32,299,0.06154,0.12806
2022,Hamburg,female,Sometimes,0.19667,72,299,0.15154,0.24179
2022,Hamburg,female,Often,0.41482,157,299,0.35888,0.47076
2022,Hamburg,female,Very often,0.12034,38,299,0.08340,0.15728
2022,Lower Saxony,male,Seldom,0.05915,80,1063,0.04496,0.07333
2022,Lower Saxony,male,Sometimes,0.22241,285,1063,0.19740,0.24742
2022,Lower Saxony,male,Often,0.41527,571,1063,0.38563,0.44491
2022,Lower Saxony,male,Very often,0.09419,127,1063,0.07662,0.11176
2022,Lower Saxony,female,Seldom,0.06991,89,1121,0.05498,0.08485
2022,Lower Saxony,female,Sometimes,0.21093,282,1121,0.18703,0.23482
2022,Lower Saxony,female,Often,0.42880,622,1121,0.39981,0.45778
2022,Lower Saxony,female,Very often,0.08290,128,1121,0.06675,0.09905
2022,Bremen,male,Often,0.35455,43,43,0.20987,0.49923
2022,Bremen,female,Sometimes,0.31960,35,75,0.21335,0.42585
2022,Bremen,female,Often,0.33027,40,75,0.22311,0.43743
2022,North Rhine-Westphalia,male,Very seldom,0.01688,53,2600,0.01193,0.02183
2022,North Rhine-Westphalia,male,Seldom,0.06521,202,2600,0.05572,0.07470
2022,North Rhine-Westphalia,male,Sometimes,0.22398,713,2600,0.20795,0.24001
2022,North Rhine-Westphalia,male,Often,0.41860,1361,2600,0.39963,0.43756
2022,North Rhine-Westphalia,male,Very often,0.07269,271,2600,0.06271,0.08267
2022,North Rhine-Westphalia,female,Very seldom,0.01777,52,2802,0.01288,0.02266
2022,North Rhine-Westphalia,female,Seldom,0.07791,200,2802,0.06799,0.08784
2022,North Rhine-Westphalia,female,Sometimes,0.21392,702,2802,0.19873,0.22911
2022,North Rhine-Westphalia,female,Often,0.43182,1487,2802,0.41348,0.45017
2022,North Rhine-Westphalia,female,Very often,0.08556,361,2802,0.07520,0.09591
2022,Hesse,male,Seldom,0.05998,54,809,0.04360,0.07635
2022,Hesse,male,Sometimes,0.23599,242,809,0.20671,0.26527
2022,Hesse,male,Often,0.45537,426,809,0.42103,0.48971
2022,Hesse,male,Very often,0.07457,87,809,0.05645,0.09268
2022,Hesse,female,Seldom,0.07192,61,847,0.05451,0.08933
2022,Hesse,female,Sometimes,0.23193,227,847,0.20349,0.26037
2022,Hesse,female,Often,0.42025,441,847,0.38699,0.45351
2022,Hesse,female,Very often,0.10557,118,847,0.08486,0.12627
2022,"Rhineland-Palatinate, Saarland",male,Seldom,0.07194,47,564,0.05059,0.09328
2022,"Rhineland-Palatinate, Saarland",male,Sometimes,0.25290,162,564,0.21699,0.28880
2022,"Rhineland-Palatinate, Saarland",male,Often,0.42629,289,564,0.38544,0.46714
2022,"Rhineland-Palatinate, Saarland",male,Very often,0.06010,66,564,0.04047,0.07973
2022,"Rhineland-Palatinate, Saarland",female,Seldom,0.09923,60,639,0.07603,0.12242
2022,"Rhineland-Palatinate, Saarland",female,Sometimes,0.21702,163,639,0.18503,0.24900
2022,"Rhineland-Palatinate, Saarland",female,Often,0.41145,340,639,0.37327,0.44964
2022,"Rhineland-Palatinate, Saarland",female,Very often,0.10265,76,639,0.07910,0.12620
2022,Baden-Wuerttemberg,male,Seldom,0.04580,83,1525,0.03530,0.05629
2022,Baden-Wuerttemberg,male,Sometimes,0.23051,448,1525,0.20936,0.25165
2022,Baden-Wuerttemberg,male,Often,0.40299,841,1525,0.37836,0.42761
2022,Baden-Wuerttemberg,male,Very often,0.08507,153,1525,0.07107,0.09908
2022,Baden-Wuerttemberg,female,Seldom,0.05795,109,1568,0.04638,0.06952
2022,Baden-Wuerttemberg,female,Sometimes,0.21472,411,1568,0.19439,0.23505
2022,Baden-Wuerttemberg,female,Often,0.41957,842,1568,0.39513,0.44400
2022,Baden-Wuerttemberg,female,Very often,0.10923,206,1568,0.09378,0.12467
2022,Bavaria,male,Very seldom,0.01775,40,2070,0.01206,0.02344
2022,Bavaria,male,Seldom,0.06331,139,2070,0.05282,0.07380
2022,Bavaria,male,Sometimes,0.23737,564,2070,0.21904,0.25571
2022,Bavaria,male,Often,0.41732,1109,2070,0.39607,0.43857
2022,Bavaria,male,Very often,0.07161,218,2070,0.06050,0.08272
2022,Bavaria,female,Very seldom,0.02402,34,2213,0.01764,0.03040
2022,Bavaria,female,Seldom,0.06816,144,2213,0.05766,0.07866
2022,Bavaria,female,Sometimes,0.25089,598,2213,0.23282,0.26895
2022,Bavaria,female,Often,0.40419,1154,2213,0.38374,0.42464
2022,Bavaria,female,Very often,0.08567,283,2213,0.07401,0.09733
2022,Berlin,male,Seldom,0.06141,46,715,0.04380,0.07902
2022,Berlin,male,Sometimes,0.27191,238,715,0.23928,0.30455
2022,Berlin,male,Often,0.41095,354,715,0.37486,0.44704
2022,Berlin,male,Very often,0.06682,77,715,0.04850,0.08513
2022,Berlin,female,Seldom,0.09583,54,713,0.07421,0.11745
2022,Berlin,female,Sometimes,0.27469,207,713,0.24190,0.30748
2022,Berlin,female,Often,0.34336,355,713,0.30848,0.37823
2022,Berlin,female,Very often,0.09556,97,713,0.07397,0.11716
2022,Brandenburg,male,Seldom,0.07745,36,443,0.05253,0.10237
2022,Brandenburg,male,Sometimes,0.25031,124,443,0.20992,0.29069
2022,Brandenburg,male,Often,0.41240,245,443,0.36651,0.45830
2022,Brandenburg,male,Very often,0.05639,38,443,0.03488,0.07789
2022,Brandenburg,female,Seldom,0.11507,58,520,0.08762,0.14253
2022,Brandenburg,female,Sometimes,0.22393,134,520,0.18806,0.25979
2022,Brandenburg,female,Often,0.38446,261,520,0.34260,0.42631
2022,Brandenburg,female,Very often,0.08884,67,520,0.06436,0.11332
2022,Mecklenburg-Western Pomerania,male,Sometimes,0.20887,69,231,0.15633,0.26141
2022,Mecklenburg-Western Pomerania,male,Often,0.43271,130,231,0.36868,0.49674
2022,Mecklenburg-Western Pomerania,male,Very often,0.09139,32,231,0.05415,0.12863
2022,Mecklenburg-Western Pomerania,female,Sometimes,0.27032,80,229,0.21267,0.32796
2022,Mecklenburg-Western Pomerania,female,Often,0.36685,149,229,0.30429,0.42941
2022,Saxony,male,Seldom,0.08240,58,793,0.06324,0.10155
2022,Saxony,male,Sometimes,0.24916,262,793,0.21904,0.27928
2022,Saxony,male,Often,0.41185,404,793,0.37757,0.44613
2022,Saxony,male,Very often,0.07911,69,793,0.06031,0.09791
2022,Saxony,female,Seldom,0.08855,73,879,0.06976,0.10734
2022,Saxony,female,Sometimes,0.23791,247,879,0.20974,0.26608
2022,Saxony,female,Often,0.40976,477,879,0.37723,0.44229
2022,Saxony,female,Very often,0.06770,82,879,0.05108,0.08431
2022,Saxony-Anhalt,male,Seldom,0.09970,44,412,0.07074,0.12867
2022,Saxony-Anhalt,male,Sometimes,0.26228,115,412,0.21975,0.30480
2022,Saxony-Anhalt,male,Often,0.40708,215,412,0.35958,0.45458
2022,Saxony-Anhalt,male,Very often,0.05994,38,412,0.03699,0.08289
2022,Saxony-Anhalt,female,Seldom,0.08059,35,459,0.05566,0.10553
2022,Saxony-Anhalt,female,Sometimes,0.23590,118,459,0.19701,0.27478
2022,Saxony-Anhalt,female,Often,0.40588,245,459,0.36091,0.45085
2022,Saxony-Anhalt,female,Very often,0.07363,61,459,0.04971,0.09755
2022,Thuringa,male,Seldom,0.07371,33,363,0.04679,0.10063
2022,Thuringa,male,Sometimes,0.22419,107,363,0.18123,0.26715
2022,Thuringa,male,Often,0.37987,185,363,0.32987,0.42987
2022,Thuringa,male,Very often,0.07398,38,363,0.04701,0.10094
2022,Thuringa,female,Seldom,0.06547,34,433,0.04215,0.08880
2022,Thuringa,female,Sometimes,0.27327,133,433,0.23124,0.31529
2022,Thuringa,female,Often,0.38907,208,433,0.34310,0.43505
2022,Thuringa,female,Very often,0.08442,58,433,0.05821,0.11064
