,Unnamed: 0,year,pgisced97,quintil_oecd,plh0186,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
21,21,2007,Lower Secondary Level,5th Quintile,Often,0.53435,73,19045,0.45718,0.63755
22,22,2007,Upper Secondary Level,1st Quintile,Very seldom,0.0451,72,19045,0.03878,0.05267
23,23,2007,Upper Secondary Level,1st Quintile,Seldom,0.16525,269,19045,0.15247,0.18009
24,24,2007,Upper Secondary Level,1st Quintile,Sometimes,0.3535,610,19045,0.33346,0.37392
25,25,2007,Upper Secondary Level,1st Quintile,Often,0.337,639,19045,0.31809,0.35719
26,26,2007,Upper Secondary Level,1st Quintile,Very often,0.09915,154,19045,0.08428,0.11142
27,27,2007,Upper Secondary Level,2nd Quintile,Very seldom,0.03933,73,19045,0.03281,0.04661
28,28,2007,Upper Secondary Level,2nd Quintile,Seldom,0.11524,210,19045,0.10241,0.12643
29,29,2007,Upper Secondary Level,2nd Quintile,Sometimes,0.34939,748,19045,0.32971,0.36856
30,30,2007,Upper Secondary Level,2nd Quintile,Often,0.40558,856,19045,0.38639,0.42667
31,31,2007,Upper Secondary Level,2nd Quintile,Very often,0.09046,166,19045,0.07909,0.10172
32,32,2007,Upper Secondary Level,3rd Quintile,Very seldom,0.0213,47,19045,0.01778,0.02482
33,33,2007,Upper Secondary Level,3rd Quintile,Seldom,0.10192,203,19045,0.09221,0.11258
34,34,2007,Upper Secondary Level,3rd Quintile,Sometimes,0.37034,777,19045,0.35223,0.38565
35,35,2007,Upper Secondary Level,3rd Quintile,Often,0.44131,991,19045,0.41589,0.46385
36,36,2007,Upper Secondary Level,3rd Quintile,Very often,0.06512,139,19045,0.05688,0.0746
37,37,2007,Upper Secondary Level,4th Quintile,Very seldom,0.02048,43,19045,0.01644,0.0247
38,38,2007,Upper Secondary Level,4th Quintile,Seldom,0.09216,185,19045,0.08289,0.10265
39,39,2007,Upper Secondary Level,4th Quintile,Sometimes,0.36794,774,19045,0.3478,0.38681
40,40,2007,Upper Secondary Level,4th Quintile,Often,0.44527,1063,19045,0.42404,0.46984
41,41,2007,Upper Secondary Level,4th Quintile,Very often,0.07415,183,19045,0.0638,0.08383
42,42,2007,Upper Secondary Level,5th Quintile,Very seldom,0.01843,35,19045,0.01476,0.0232
43,43,2007,Upper Secondary Level,5th Quintile,Seldom,0.06991,147,19045,0.06076,0.07939
44,44,2007,Upper Secondary Level,5th Quintile,Sometimes,0.35472,672,19045,0.33308,0.37657
45,45,2007,Upper Secondary Level,5th Quintile,Often,0.46945,1038,19045,0.4369,0.4978
46,46,2007,Upper Secondary Level,5th Quintile,Very often,0.08749,180,19045,0.07567,0.09818
47,47,2007,Post-secondary Non-tertiary Level,1st Quintile,Sometimes,0.43126,47,19045,0.34092,0.52818
48,48,2007,Post-secondary Non-tertiary Level,1st Quintile,Often,0.56874,67,19045,0.46347,0.69771
49,49,2007,Post-secondary Non-tertiary Level,2nd Quintile,Sometimes,0.36331,55,19045,0.31896,0.42565
50,50,2007,Post-secondary Non-tertiary Level,2nd Quintile,Often,0.63669,92,19045,0.52164,0.76137
51,51,2007,Post-secondary Non-tertiary Level,3rd Quintile,Sometimes,0.3683,65,19045,0.30186,0.47141
52,52,2007,Post-secondary Non-tertiary Level,3rd Quintile,Often,0.6317,112,19045,0.55635,0.71901
53,53,2007,Post-secondary Non-tertiary Level,4th Quintile,Sometimes,0.37308,80,19045,0.30481,0.44253
54,54,2007,Post-secondary Non-tertiary Level,4th Quintile,Often,0.62692,139,19045,0.53771,0.72232
55,55,2007,Post-secondary Non-tertiary Level,5th Quintile,Sometimes,0.31158,100,19045,0.25977,0.37541
56,56,2007,Post-secondary Non-tertiary Level,5th Quintile,Often,0.56947,172,19045,0.49812,0.65033
57,57,2007,Post-secondary Non-tertiary Level,5th Quintile,Very often,0.11895,36,19045,0.09059,0.1621
58,58,2007,First Stage of Tertiary Education,1st Quintile,Sometimes,0.59642,51,19045,0.49521,0.70068
59,59,2007,First Stage of Tertiary Education,1st Quintile,Often,0.40358,41,19045,0.314,0.50124
60,60,2007,First Stage of Tertiary Education,2nd Quintile,Sometimes,0.3048,71,19045,0.25167,0.34951
61,61,2007,First Stage of Tertiary Education,2nd Quintile,Often,0.6952,125,19045,0.58583,0.79098
62,62,2007,First Stage of Tertiary Education,3rd Quintile,Sometimes,0.40567,120,19045,0.35002,0.47005
63,63,2007,First Stage of Tertiary Education,3rd Quintile,Often,0.59433,159,19045,0.51028,0.68212
64,64,2007,First Stage of Tertiary Education,4th Quintile,Sometimes,0.34689,125,19045,0.2966,0.39572
65,65,2007,First Stage of Tertiary Education,4th Quintile,Often,0.54937,196,19045,0.49319,0.61975
66,66,2007,First Stage of Tertiary Education,4th Quintile,Very often,0.10375,34,19045,0.07269,0.13971
67,67,2007,First Stage of Tertiary Education,5th Quintile,Sometimes,0.47828,171,19045,0.41476,0.54814
68,68,2007,First Stage of Tertiary Education,5th Quintile,Often,0.52172,211,19045,0.45562,0.59707
69,69,2007,Second Stage of Tertiary Education,1st Quintile,Sometimes,0.60638,82,19045,0.51918,0.69238
70,70,2007,Second Stage of Tertiary Education,1st Quintile,Often,0.39362,73,19045,0.31969,0.46086
71,71,2007,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.37592,118,19045,0.33577,0.41733
72,72,2007,Second Stage of Tertiary Education,2nd Quintile,Often,0.4679,139,19045,0.41654,0.53239
73,73,2007,Second Stage of Tertiary Education,2nd Quintile,Very often,0.15618,36,19045,0.11339,0.19896
74,74,2007,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.11065,58,19045,0.08629,0.14145
75,75,2007,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.33961,165,19045,0.29929,0.37585
76,76,2007,Second Stage of Tertiary Education,3rd Quintile,Often,0.47316,263,19045,0.4365,0.52344
77,77,2007,Second Stage of Tertiary Education,3rd Quintile,Very often,0.07659,37,19045,0.06272,0.09186
78,78,2007,Second Stage of Tertiary Education,4th Quintile,Seldom,0.06374,61,19045,0.04682,0.08144
79,79,2007,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.34603,316,19045,0.30813,0.3822
80,80,2007,Second Stage of Tertiary Education,4th Quintile,Often,0.50778,462,19045,0.46413,0.54939
81,81,2007,Second Stage of Tertiary Education,4th Quintile,Very often,0.08245,67,19045,0.06472,0.1054
82,82,2007,Second Stage of Tertiary Education,5th Quintile,Seldom,0.07424,137,19045,0.06331,0.08908
83,83,2007,Second Stage of Tertiary Education,5th Quintile,Sometimes,0.3381,785,19045,0.31446,0.36306
84,84,2007,Second Stage of Tertiary Education,5th Quintile,Often,0.50797,1241,19045,0.48118,0.54046
85,85,2007,Second Stage of Tertiary Education,5th Quintile,Very often,0.0797,193,19045,0.06695,0.09206
86,86,2008,Pre-primary Level,3rd Quintile,Often,1.0,47,17894,0.799,1.26443
87,87,2008,Pre-primary Level,4th Quintile,Often,1.0,41,17894,0.72205,1.32238
88,88,2008,Pre-primary Level,5th Quintile,Often,1.0,50,17894,0.75543,1.27562
89,89,2008,Primary Level,1st Quintile,Sometimes,1.0,43,17894,0.76037,1.17088
90,90,2008,Lower Secondary Level,1st Quintile,Seldom,0.20675,108,17894,0.17514,0.23611
91,91,2008,Lower Secondary Level,1st Quintile,Sometimes,0.42042,249,17894,0.38852,0.4575
92,92,2008,Lower Secondary Level,1st Quintile,Often,0.30727,198,17894,0.27771,0.34343
93,93,2008,Lower Secondary Level,1st Quintile,Very often,0.06556,44,17894,0.05103,0.08158
94,94,2008,Lower Secondary Level,2nd Quintile,Seldom,0.14987,72,17894,0.12914,0.17335
95,95,2008,Lower Secondary Level,2nd Quintile,Sometimes,0.35928,192,17894,0.32662,0.39777
96,96,2008,Lower Secondary Level,2nd Quintile,Often,0.41019,210,17894,0.37077,0.45403
97,97,2008,Lower Secondary Level,2nd Quintile,Very often,0.08065,39,17894,0.06399,0.10582
98,98,2008,Lower Secondary Level,3rd Quintile,Seldom,0.13568,53,17894,0.1074,0.16832
99,99,2008,Lower Secondary Level,3rd Quintile,Sometimes,0.33452,135,17894,0.28897,0.36994
100,100,2008,Lower Secondary Level,3rd Quintile,Often,0.43523,176,17894,0.39118,0.48786
101,101,2008,Lower Secondary Level,3rd Quintile,Very often,0.09456,32,17894,0.07156,0.12279
102,102,2008,Lower Secondary Level,4th Quintile,Sometimes,0.46854,103,17894,0.38233,0.55804
103,103,2008,Lower Secondary Level,4th Quintile,Often,0.53146,106,17894,0.44254,0.62823
104,104,2008,Lower Secondary Level,5th Quintile,Sometimes,0.43867,56,17894,0.349,0.56259
105,105,2008,Lower Secondary Level,5th Quintile,Often,0.56133,71,17894,0.46262,0.67817
106,106,2008,Upper Secondary Level,1st Quintile,Very seldom,0.05188,67,17894,0.04535,0.05833
107,107,2008,Upper Secondary Level,1st Quintile,Seldom,0.16253,234,17894,0.14875,0.1803
108,108,2008,Upper Secondary Level,1st Quintile,Sometimes,0.3955,632,17894,0.37287,0.41926
109,109,2008,Upper Secondary Level,1st Quintile,Often,0.31618,569,17894,0.29594,0.33867
110,110,2008,Upper Secondary Level,1st Quintile,Very often,0.0739,119,17894,0.06293,0.08472
111,111,2008,Upper Secondary Level,2nd Quintile,Very seldom,0.04053,64,17894,0.03297,0.0485
112,112,2008,Upper Secondary Level,2nd Quintile,Seldom,0.11296,192,17894,0.10275,0.12332
113,113,2008,Upper Secondary Level,2nd Quintile,Sometimes,0.37438,755,17894,0.35646,0.39695
114,114,2008,Upper Secondary Level,2nd Quintile,Often,0.39868,805,17894,0.37485,0.42393
115,115,2008,Upper Secondary Level,2nd Quintile,Very often,0.07345,151,17894,0.0639,0.08325
116,116,2008,Upper Secondary Level,3rd Quintile,Very seldom,0.03003,49,17894,0.02384,0.03685
117,117,2008,Upper Secondary Level,3rd Quintile,Seldom,0.09068,182,17894,0.08174,0.09993
118,118,2008,Upper Secondary Level,3rd Quintile,Sometimes,0.34648,706,17894,0.32702,0.36846
119,119,2008,Upper Secondary Level,3rd Quintile,Often,0.46059,980,17894,0.43695,0.47799
120,120,2008,Upper Secondary Level,3rd Quintile,Very often,0.07222,156,17894,0.06362,0.0809
121,121,2008,Upper Secondary Level,4th Quintile,Very seldom,0.02232,44,17894,0.01611,0.02886
122,122,2008,Upper Secondary Level,4th Quintile,Seldom,0.10739,204,17894,0.09687,0.1193
123,123,2008,Upper Secondary Level,4th Quintile,Sometimes,0.34555,715,17894,0.32567,0.36474
124,124,2008,Upper Secondary Level,4th Quintile,Often,0.43639,971,17894,0.41359,0.45757
125,125,2008,Upper Secondary Level,4th Quintile,Very often,0.08835,184,17894,0.07567,0.10043
126,126,2008,Upper Secondary Level,5th Quintile,Very seldom,0.02511,37,17894,0.01918,0.03139
127,127,2008,Upper Secondary Level,5th Quintile,Seldom,0.05971,113,17894,0.04769,0.07104
128,128,2008,Upper Secondary Level,5th Quintile,Sometimes,0.35541,615,17894,0.33387,0.37902
129,129,2008,Upper Secondary Level,5th Quintile,Often,0.48426,974,17894,0.45926,0.51939
130,130,2008,Upper Secondary Level,5th Quintile,Very often,0.07551,167,17894,0.06469,0.08981
131,131,2008,Post-secondary Non-tertiary Level,1st Quintile,Sometimes,0.47645,44,17894,0.37033,0.55932
132,132,2008,Post-secondary Non-tertiary Level,1st Quintile,Often,0.52355,59,17894,0.40594,0.63967
133,133,2008,Post-secondary Non-tertiary Level,2nd Quintile,Sometimes,0.38764,63,17894,0.3226,0.47406
134,134,2008,Post-secondary Non-tertiary Level,2nd Quintile,Often,0.61236,78,17894,0.52287,0.71685
135,135,2008,Post-secondary Non-tertiary Level,3rd Quintile,Sometimes,0.31282,50,17894,0.22263,0.40979
136,136,2008,Post-secondary Non-tertiary Level,3rd Quintile,Often,0.68718,110,17894,0.59575,0.79022
137,137,2008,Post-secondary Non-tertiary Level,4th Quintile,Sometimes,0.37991,75,17894,0.3248,0.44401
138,138,2008,Post-secondary Non-tertiary Level,4th Quintile,Often,0.62009,135,17894,0.54552,0.70323
139,139,2008,Post-secondary Non-tertiary Level,5th Quintile,Sometimes,0.37028,102,17894,0.3057,0.47545
140,140,2008,Post-secondary Non-tertiary Level,5th Quintile,Often,0.62972,172,17894,0.53689,0.73072
141,141,2008,First Stage of Tertiary Education,1st Quintile,Sometimes,0.50444,44,17894,0.41137,0.59298
142,142,2008,First Stage of Tertiary Education,1st Quintile,Often,0.49556,47,17894,0.38059,0.61427
143,143,2008,First Stage of Tertiary Education,2nd Quintile,Sometimes,0.4662,73,17894,0.3841,0.56685
144,144,2008,First Stage of Tertiary Education,2nd Quintile,Often,0.5338,93,17894,0.45286,0.62317
145,145,2008,First Stage of Tertiary Education,3rd Quintile,Sometimes,0.40904,102,17894,0.33789,0.46074
146,146,2008,First Stage of Tertiary Education,3rd Quintile,Often,0.59096,150,17894,0.50665,0.66322
147,147,2008,First Stage of Tertiary Education,4th Quintile,Sometimes,0.40991,149,17894,0.36212,0.47505
148,148,2008,First Stage of Tertiary Education,4th Quintile,Often,0.49371,148,17894,0.41841,0.57583
149,149,2008,First Stage of Tertiary Education,4th Quintile,Very often,0.09638,31,17894,0.06408,0.1317
150,150,2008,First Stage of Tertiary Education,5th Quintile,Seldom,0.09241,33,17894,0.06841,0.12203
151,151,2008,First Stage of Tertiary Education,5th Quintile,Sometimes,0.39727,141,17894,0.33033,0.45913
152,152,2008,First Stage of Tertiary Education,5th Quintile,Often,0.51032,212,17894,0.44702,0.57743
153,153,2008,Second Stage of Tertiary Education,1st Quintile,Seldom,0.20088,31,17894,0.15698,0.24348
154,154,2008,Second Stage of Tertiary Education,1st Quintile,Sometimes,0.46441,81,17894,0.38794,0.55721
155,155,2008,Second Stage of Tertiary Education,1st Quintile,Often,0.33472,75,17894,0.26962,0.39689
156,156,2008,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.11425,34,17894,0.08133,0.15153
157,157,2008,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.38348,118,17894,0.32407,0.45211
158,158,2008,Second Stage of Tertiary Education,2nd Quintile,Often,0.50227,148,17894,0.4359,0.57884
159,159,2008,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.08255,43,17894,0.06379,0.10166
160,160,2008,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.37436,220,17894,0.33288,0.41122
161,161,2008,Second Stage of Tertiary Education,3rd Quintile,Often,0.4675,286,17894,0.4114,0.51682
162,162,2008,Second Stage of Tertiary Education,3rd Quintile,Very often,0.07559,38,17894,0.05738,0.09527
163,163,2008,Second Stage of Tertiary Education,4th Quintile,Seldom,0.09581,64,17894,0.07412,0.12116
164,164,2008,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.34797,266,17894,0.31325,0.38028
165,165,2008,Second Stage of Tertiary Education,4th Quintile,Often,0.48814,377,17894,0.43737,0.53133
166,166,2008,Second Stage of Tertiary Education,4th Quintile,Very often,0.06807,53,17894,0.0543,0.08274
167,167,2008,Second Stage of Tertiary Education,5th Quintile,Seldom,0.05527,122,17894,0.04482,0.06569
168,168,2008,Second Stage of Tertiary Education,5th Quintile,Sometimes,0.36675,746,17894,0.33454,0.39534
169,169,2008,Second Stage of Tertiary Education,5th Quintile,Often,0.50695,1206,17894,0.47919,0.5377
170,170,2008,Second Stage of Tertiary Education,5th Quintile,Very often,0.07103,165,17894,0.05973,0.08128
171,171,2009,Pre-primary Level,3rd Quintile,Often,1.0,34,16662,0.67543,1.34682
172,172,2009,Pre-primary Level,4th Quintile,Often,1.0,46,16662,0.64649,1.30258
173,173,2009,Pre-primary Level,5th Quintile,Often,1.0,46,16662,0.6945,1.45961
174,174,2009,Primary Level,1st Quintile,Sometimes,1.0,45,16662,0.78441,1.23902
175,175,2009,Lower Secondary Level,1st Quintile,Very seldom,0.07119,37,16662,0.05976,0.08023
176,176,2009,Lower Secondary Level,1st Quintile,Seldom,0.17213,106,16662,0.15056,0.19389
177,177,2009,Lower Secondary Level,1st Quintile,Sometimes,0.38456,234,16662,0.35572,0.41492
178,178,2009,Lower Secondary Level,1st Quintile,Often,0.30378,173,16662,0.26762,0.3436
179,179,2009,Lower Secondary Level,1st Quintile,Very often,0.06835,40,16662,0.05124,0.08762
180,180,2009,Lower Secondary Level,2nd Quintile,Seldom,0.20369,85,16662,0.17468,0.24292
181,181,2009,Lower Secondary Level,2nd Quintile,Sometimes,0.42409,185,16662,0.3846,0.46725
182,182,2009,Lower Secondary Level,2nd Quintile,Often,0.37222,164,16662,0.3273,0.43155
183,183,2009,Lower Secondary Level,3rd Quintile,Seldom,0.1845,50,16662,0.15054,0.227
184,184,2009,Lower Secondary Level,3rd Quintile,Sometimes,0.40427,147,16662,0.35148,0.45593
185,185,2009,Lower Secondary Level,3rd Quintile,Often,0.41123,130,16662,0.34893,0.47636
186,186,2009,Lower Secondary Level,4th Quintile,Seldom,0.13563,33,16662,0.10614,0.16696
187,187,2009,Lower Secondary Level,4th Quintile,Sometimes,0.4044,82,16662,0.31802,0.48656
188,188,2009,Lower Secondary Level,4th Quintile,Often,0.45997,87,16662,0.35382,0.56563
189,189,2009,Lower Secondary Level,5th Quintile,Sometimes,0.4842,45,16662,0.37956,0.59795
190,190,2009,Lower Secondary Level,5th Quintile,Often,0.5158,47,16662,0.41069,0.65468
191,191,2009,Upper Secondary Level,1st Quintile,Very seldom,0.05371,71,16662,0.04503,0.06273
192,192,2009,Upper Secondary Level,1st Quintile,Seldom,0.18958,256,16662,0.17368,0.20893
193,193,2009,Upper Secondary Level,1st Quintile,Sometimes,0.36195,585,16662,0.33753,0.38391
194,194,2009,Upper Secondary Level,1st Quintile,Often,0.32685,543,16662,0.30545,0.35247
195,195,2009,Upper Secondary Level,1st Quintile,Very often,0.06791,110,16662,0.05484,0.0815
196,196,2009,Upper Secondary Level,2nd Quintile,Very seldom,0.034,67,16662,0.02892,0.03965
197,197,2009,Upper Secondary Level,2nd Quintile,Seldom,0.12129,198,16662,0.10695,0.13416
198,198,2009,Upper Secondary Level,2nd Quintile,Sometimes,0.35736,685,16662,0.33459,0.38605
199,199,2009,Upper Secondary Level,2nd Quintile,Often,0.41604,806,16662,0.39259,0.44301
200,200,2009,Upper Secondary Level,2nd Quintile,Very often,0.07131,113,16662,0.05876,0.08456
201,201,2009,Upper Secondary Level,3rd Quintile,Very seldom,0.0326,47,16662,0.02623,0.04188
202,202,2009,Upper Secondary Level,3rd Quintile,Seldom,0.1164,191,16662,0.10243,0.13265
203,203,2009,Upper Secondary Level,3rd Quintile,Sometimes,0.36921,704,16662,0.34662,0.38914
204,204,2009,Upper Secondary Level,3rd Quintile,Often,0.41569,814,16662,0.38929,0.44317
205,205,2009,Upper Secondary Level,3rd Quintile,Very often,0.0661,119,16662,0.0546,0.07885
206,206,2009,Upper Secondary Level,4th Quintile,Very seldom,0.02161,38,16662,0.017,0.02665
207,207,2009,Upper Secondary Level,4th Quintile,Seldom,0.075,143,16662,0.06545,0.08661
208,208,2009,Upper Secondary Level,4th Quintile,Sometimes,0.36044,684,16662,0.33816,0.38602
209,209,2009,Upper Secondary Level,4th Quintile,Often,0.46916,948,16662,0.44125,0.49638
210,210,2009,Upper Secondary Level,4th Quintile,Very often,0.07378,155,16662,0.06309,0.08804
211,211,2009,Upper Secondary Level,5th Quintile,Very seldom,0.03029,43,16662,0.02314,0.04033
212,212,2009,Upper Secondary Level,5th Quintile,Seldom,0.09079,139,16662,0.07878,0.1062
213,213,2009,Upper Secondary Level,5th Quintile,Sometimes,0.32564,562,16662,0.30105,0.35007
214,214,2009,Upper Secondary Level,5th Quintile,Often,0.48889,845,16662,0.4454,0.52644
215,215,2009,Upper Secondary Level,5th Quintile,Very often,0.06439,139,16662,0.05397,0.07834
216,216,2009,Post-secondary Non-tertiary Level,1st Quintile,Sometimes,0.49321,36,16662,0.38022,0.61
217,217,2009,Post-secondary Non-tertiary Level,1st Quintile,Often,0.50679,49,16662,0.39598,0.63431
218,218,2009,Post-secondary Non-tertiary Level,2nd Quintile,Sometimes,0.37019,53,16662,0.29779,0.45686
219,219,2009,Post-secondary Non-tertiary Level,2nd Quintile,Often,0.62981,72,16662,0.52995,0.78417
220,220,2009,Post-secondary Non-tertiary Level,3rd Quintile,Sometimes,0.48969,71,16662,0.40114,0.58125
221,221,2009,Post-secondary Non-tertiary Level,3rd Quintile,Often,0.51031,91,16662,0.38715,0.63763
222,222,2009,Post-secondary Non-tertiary Level,4th Quintile,Sometimes,0.40801,74,16662,0.34349,0.47867
223,223,2009,Post-secondary Non-tertiary Level,4th Quintile,Often,0.59199,123,16662,0.50419,0.70136
224,224,2009,Post-secondary Non-tertiary Level,5th Quintile,Sometimes,0.39962,98,16662,0.31678,0.50705
225,225,2009,Post-secondary Non-tertiary Level,5th Quintile,Often,0.60038,147,16662,0.50529,0.7028
226,226,2009,First Stage of Tertiary Education,1st Quintile,Sometimes,0.51208,38,16662,0.39112,0.66231
227,227,2009,First Stage of Tertiary Education,1st Quintile,Often,0.48792,46,16662,0.35788,0.62483
228,228,2009,First Stage of Tertiary Education,2nd Quintile,Sometimes,0.57368,85,16662,0.47805,0.69227
229,229,2009,First Stage of Tertiary Education,2nd Quintile,Often,0.42632,77,16662,0.33134,0.54787
230,230,2009,First Stage of Tertiary Education,3rd Quintile,Sometimes,0.39171,104,16662,0.32842,0.46741
231,231,2009,First Stage of Tertiary Education,3rd Quintile,Often,0.60829,144,16662,0.51633,0.71164
232,232,2009,First Stage of Tertiary Education,4th Quintile,Sometimes,0.42599,120,16662,0.34962,0.4973
233,233,2009,First Stage of Tertiary Education,4th Quintile,Often,0.57401,155,16662,0.47224,0.67022
234,234,2009,First Stage of Tertiary Education,5th Quintile,Seldom,0.12697,39,16662,0.08832,0.1807
235,235,2009,First Stage of Tertiary Education,5th Quintile,Sometimes,0.32573,112,16662,0.26853,0.38685
236,236,2009,First Stage of Tertiary Education,5th Quintile,Often,0.54731,189,16662,0.4626,0.63118
237,237,2009,Second Stage of Tertiary Education,1st Quintile,Seldom,0.21302,36,16662,0.15368,0.262
238,238,2009,Second Stage of Tertiary Education,1st Quintile,Sometimes,0.43458,73,16662,0.34942,0.5115
239,239,2009,Second Stage of Tertiary Education,1st Quintile,Often,0.3524,79,16662,0.29393,0.41036
240,240,2009,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.49793,115,16662,0.4216,0.59837
241,241,2009,Second Stage of Tertiary Education,2nd Quintile,Often,0.50207,144,16662,0.43727,0.56518
242,242,2009,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.08215,39,16662,0.05551,0.12543
243,243,2009,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.41162,221,16662,0.3547,0.46939
244,244,2009,Second Stage of Tertiary Education,3rd Quintile,Often,0.41233,252,16662,0.35429,0.47531
245,245,2009,Second Stage of Tertiary Education,3rd Quintile,Very often,0.09389,48,16662,0.05925,0.13537
246,246,2009,Second Stage of Tertiary Education,4th Quintile,Seldom,0.07313,59,16662,0.0552,0.09098
247,247,2009,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.33414,252,16662,0.29561,0.37288
248,248,2009,Second Stage of Tertiary Education,4th Quintile,Often,0.48376,404,16662,0.44246,0.53399
249,249,2009,Second Stage of Tertiary Education,4th Quintile,Very often,0.10896,65,16662,0.08311,0.13805
250,250,2009,Second Stage of Tertiary Education,5th Quintile,Very seldom,0.01214,32,16662,0.00897,0.01646
251,251,2009,Second Stage of Tertiary Education,5th Quintile,Seldom,0.08565,168,16662,0.07376,0.09943
252,252,2009,Second Stage of Tertiary Education,5th Quintile,Sometimes,0.28807,642,16662,0.25949,0.31529
253,253,2009,Second Stage of Tertiary Education,5th Quintile,Often,0.5335,1118,16662,0.4932,0.57931
254,254,2009,Second Stage of Tertiary Education,5th Quintile,Very often,0.08063,171,16662,0.06658,0.09786
255,255,2010,Pre-primary Level,3rd Quintile,Often,1.0,35,15285,0.65935,1.38926
256,256,2010,Pre-primary Level,4th Quintile,Often,1.0,41,15285,0.66196,1.39991
257,257,2010,Pre-primary Level,5th Quintile,Often,1.0,37,15285,0.59625,1.51731
258,258,2010,Primary Level,1st Quintile,Sometimes,1.0,35,15285,0.72551,1.2653
259,259,2010,Lower Secondary Level,1st Quintile,Seldom,0.23,93,15285,0.195,0.26242
260,260,2010,Lower Secondary Level,1st Quintile,Sometimes,0.42907,222,15285,0.37551,0.49512
261,261,2010,Lower Secondary Level,1st Quintile,Often,0.27105,175,15285,0.23112,0.32437
262,262,2010,Lower Secondary Level,1st Quintile,Very often,0.06988,36,15285,0.04634,0.09903
263,263,2010,Lower Secondary Level,2nd Quintile,Seldom,0.14142,49,15285,0.11529,0.17188
264,264,2010,Lower Secondary Level,2nd Quintile,Sometimes,0.43424,167,15285,0.38493,0.49798
265,265,2010,Lower Secondary Level,2nd Quintile,Often,0.42434,175,15285,0.35345,0.47904
266,266,2010,Lower Secondary Level,3rd Quintile,Seldom,0.12667,31,15285,0.08781,0.18172
267,267,2010,Lower Secondary Level,3rd Quintile,Sometimes,0.41106,122,15285,0.34521,0.47928
268,268,2010,Lower Secondary Level,3rd Quintile,Often,0.46227,117,15285,0.39419,0.55726
269,269,2010,Lower Secondary Level,4th Quintile,Sometimes,0.35544,66,15285,0.26365,0.43906
270,270,2010,Lower Secondary Level,4th Quintile,Often,0.64456,105,15285,0.53704,0.76419
271,271,2010,Lower Secondary Level,5th Quintile,Sometimes,0.54205,47,15285,0.43411,0.68074
272,272,2010,Lower Secondary Level,5th Quintile,Often,0.45795,47,15285,0.30765,0.59823
273,273,2010,Upper Secondary Level,1st Quintile,Very seldom,0.05907,71,15285,0.05007,0.0725
