"plh0186","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Oft","2019","(noch) kein Abschluss","Westdeutschland","335","0.452570654328581","0.414965463991309","0.490175844665853"
"Oft","2019","(noch) kein Abschluss","Ostdeutschland","49","0.451441673077149","0.355800773859536","0.547082572294763"
"Oft","2019","Hauptschule","Westdeutschland","2507","","",""
"Oft","2019","Hauptschule","Ostdeutschland","376","0.349880911379283","0.319343313002191","0.380418509756375"
"Oft","2019","Realschule","Westdeutschland","2557","","",""
"Oft","2019","Realschule","Ostdeutschland","1131","","",""
"Oft","2019","(Fach-)Abitur","Westdeutschland","1917","","",""
"Oft","2019","(Fach-)Abitur","Ostdeutschland","351","0.533503376728595","0.493685117150733","0.573321636306457"
"Oft","2019","AkademikerIn","Westdeutschland","3040","0.562198551494446","0.548982170927757","0.575414932061134"
"Oft","2019","AkademikerIn","Ostdeutschland","869","0.514947512108352","0.490389746407305","0.539505277809398"
"Sehr oft","2019","(noch) kein Abschluss","Westdeutschland","102","","",""
"Sehr oft","2019","(noch) kein Abschluss","Ostdeutschland","19","","",""
"Sehr oft","2019","Hauptschule","Westdeutschland","466","0.0838858401530455","0.0763963796775071","0.0913753006285839"
"Sehr oft","2019","Hauptschule","Ostdeutschland","76","0.0696676163488408","0.0533666691536734","0.0859685635440082"
"Sehr oft","2019","Realschule","Westdeutschland","517","0.104818667186407","0.095942461304716","0.113694873068098"
"Sehr oft","2019","Realschule","Ostdeutschland","170","","",""
"Sehr oft","2019","(Fach-)Abitur","Westdeutschland","441","0.115088717746347","0.104576055734335","0.12560137975836"
"Sehr oft","2019","(Fach-)Abitur","Ostdeutschland","88","0.140123434660776","0.112418133299486","0.167828736022065"
"Sehr oft","2019","AkademikerIn","Westdeutschland","692","0.114568180807425","0.106083438662022","0.123052922952829"
"Sehr oft","2019","AkademikerIn","Ostdeutschland","151","","",""
"Sehr selten","2020","(noch) kein Abschluss","Westdeutschland","25","","",""
"Sehr selten","2020","(noch) kein Abschluss","Ostdeutschland","4","0.0153200117537208","-0.00732569996526431","0.0379657234727059"
"Sehr selten","2020","Hauptschule","Westdeutschland","137","","",""
"Sehr selten","2020","Hauptschule","Ostdeutschland","18","","",""
"Sehr selten","2020","Realschule","Westdeutschland","73","0.0195760860431004","0.0154070788982201","0.0237450931879808"
"Sehr selten","2020","Realschule","Ostdeutschland","31","0.0224432978566639","0.015902521598736","0.0289840741145919"
"Sehr selten","2020","(Fach-)Abitur","Westdeutschland","61","0.0147268915448948","0.0109080062965905","0.0185457767931991"
"Sehr selten","2020","(Fach-)Abitur","Ostdeutschland","9","0.0230096062291847","0.0113202850416102","0.0346989274167592"
"Sehr selten","2020","AkademikerIn","Westdeutschland","66","0.0116198109619179","0.00882072088478871","0.0144189010390471"
"Sehr selten","2020","AkademikerIn","Ostdeutschland","21","","",""
"Selten","2020","(noch) kein Abschluss","Westdeutschland","74","0.132054273788528","0.108520745624199","0.155587801952857"
"Selten","2020","(noch) kein Abschluss","Ostdeutschland","9","0.0806584335239069","0.0304505159253704","0.130866351122443"
"Selten","2020","Hauptschule","Westdeutschland","479","0.10082419513611","0.0925140560039881","0.109134334268231"
"Selten","2020","Hauptschule","Ostdeutschland","109","","",""
"Selten","2020","Realschule","Westdeutschland","297","","",""
"Selten","2020","Realschule","Ostdeutschland","163","","",""
"Selten","2020","(Fach-)Abitur","Westdeutschland","245","","",""
"Selten","2020","(Fach-)Abitur","Ostdeutschland","32","0.0666351563201721","0.047191990429258","0.0860783222110861"
"Selten","2020","AkademikerIn","Westdeutschland","306","0.0547685370510077","0.0488257525487175","0.0607113215532978"
"Selten","2020","AkademikerIn","Ostdeutschland","98","0.0754550258799942","0.062398431048719","0.0885116207112694"
"Manchmal","2020","(noch) kein Abschluss","Westdeutschland","184","","",""
"Manchmal","2020","(noch) kein Abschluss","Ostdeutschland","25","","",""
"Manchmal","2020","Hauptschule","Westdeutschland","1676","","",""
"Manchmal","2020","Hauptschule","Ostdeutschland","325","0.367201748974091","0.335603403923256","0.398800094024926"
"Manchmal","2020","Realschule","Westdeutschland","1093","","",""
"Manchmal","2020","Realschule","Ostdeutschland","612","0.319209370130761","0.298623957423663","0.339794782837858"
"Manchmal","2020","(Fach-)Abitur","Westdeutschland","1016","","",""
"Manchmal","2020","(Fach-)Abitur","Ostdeutschland","162","","",""
"Manchmal","2020","AkademikerIn","Westdeutschland","1527","","",""
"Manchmal","2020","AkademikerIn","Ostdeutschland","472","0.30627983569101","0.283493568687092","0.329066102694929"
"Oft","2020","(noch) kein Abschluss","Westdeutschland","389","0.432176186725053","0.397741055347041","0.466611318103066"
"Oft","2020","(noch) kein Abschluss","Ostdeutschland","60","0.658107677283283","0.570649177740664","0.745566176825902"
"Oft","2020","Hauptschule","Westdeutschland","2306","","",""
"Oft","2020","Hauptschule","Ostdeutschland","363","0.386328339325399","0.354411075809267","0.418245602841531"
"Oft","2020","Realschule","Westdeutschland","2319","","",""
"Oft","2020","Realschule","Ostdeutschland","1007","","",""
"Oft","2020","(Fach-)Abitur","Westdeutschland","2014","","",""
"Oft","2020","(Fach-)Abitur","Ostdeutschland","342","0.520023605909837","0.481073286769039","0.558973925050634"
"Oft","2020","AkademikerIn","Westdeutschland","3116","0.558972612510884","0.546004302854297","0.571940922167471"
"Oft","2020","AkademikerIn","Ostdeutschland","837","0.515587608100784","0.49088284590704","0.540292370294528"
"Sehr oft","2020","(noch) kein Abschluss","Westdeutschland","123","","",""
"Sehr oft","2020","(noch) kein Abschluss","Ostdeutschland","15","","",""
"Sehr oft","2020","Hauptschule","Westdeutschland","445","0.0740975516878807","0.0668683864369318","0.0813267169388296"
"Sehr oft","2020","Hauptschule","Ostdeutschland","79","0.0714091780089131","0.0545293296022209","0.0882890264156052"
"Sehr oft","2020","Realschule","Westdeutschland","460","0.102684212343389","0.0935496603638693","0.111818764322909"
"Sehr oft","2020","Realschule","Ostdeutschland","157","","",""
"Sehr oft","2020","(Fach-)Abitur","Westdeutschland","486","0.0983261499839789","0.0888863671303556","0.107765932837602"
"Sehr oft","2020","(Fach-)Abitur","Ostdeutschland","87","0.120401513230096","0.0950299187544171","0.145773107705775"
"Sehr oft","2020","AkademikerIn","Westdeutschland","616","0.0943757023235846","0.0867398159248894","0.10201158872228"
"Sehr oft","2020","AkademikerIn","Ostdeutschland","144","","",""
