"plh0186","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Oft","2007","Hauptschule","Ostdeutschland","454","0.338623751610004","0.312575926344813","0.364671576875194"
"Oft","2007","Realschule","Westdeutschland","1765","","",""
"Oft","2007","Realschule","Ostdeutschland","847","0.446973619270819","0.424182069066589","0.469765169475048"
"Oft","2007","(Fach-)Abitur","Westdeutschland","1002","","",""
"Oft","2007","(Fach-)Abitur","Ostdeutschland","200","","",""
"Oft","2007","AkademikerIn","Westdeutschland","1548","","",""
"Oft","2007","AkademikerIn","Ostdeutschland","630","0.452145630355764","0.425080180527558","0.479211080183969"
"Sehr oft","2007","(noch) kein Abschluss","Westdeutschland","52","0.0943221318304486","0.0674072379672724","0.121237025693625"
"Sehr oft","2007","(noch) kein Abschluss","Ostdeutschland","16","","",""
"Sehr oft","2007","Hauptschule","Westdeutschland","400","0.0683884976657086","0.0620213275139217","0.0747556678174956"
"Sehr oft","2007","Hauptschule","Ostdeutschland","69","0.0586449641051357","0.0457125217348077","0.0715774064754637"
"Sehr oft","2007","Realschule","Westdeutschland","337","0.0977797408039367","0.0880243913216918","0.107535090286182"
"Sehr oft","2007","Realschule","Ostdeutschland","139","","",""
"Sehr oft","2007","(Fach-)Abitur","Westdeutschland","206","","",""
"Sehr oft","2007","(Fach-)Abitur","Ostdeutschland","40","0.0877000148385255","0.0596632189682131","0.115736810708838"
"Sehr oft","2007","AkademikerIn","Westdeutschland","272","","",""
"Sehr oft","2007","AkademikerIn","Ostdeutschland","80","0.0650149763725775","0.051607329988725","0.0784226227564299"
"Sehr selten","2008","(noch) kein Abschluss","Westdeutschland","10","","",""
"Sehr selten","2008","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Sehr selten","2008","Hauptschule","Westdeutschland","196","","",""
"Sehr selten","2008","Hauptschule","Ostdeutschland","48","0.042649093543452","0.0311733009813129","0.0541248861055911"
"Sehr selten","2008","Realschule","Westdeutschland","69","0.0288740924791999","0.0232078680720145","0.0345403168863853"
"Sehr selten","2008","Realschule","Ostdeutschland","34","0.0341670584394758","0.0256413661722077","0.0426927507067439"
"Sehr selten","2008","(Fach-)Abitur","Westdeutschland","36","0.0208867603657906","0.0142840430918712","0.02748947763971"
"Sehr selten","2008","(Fach-)Abitur","Ostdeutschland","9","0.0488720206500092","0.0267233826129761","0.0710206586870422"
"Sehr selten","2008","AkademikerIn","Westdeutschland","50","0.0231167603652365","0.0176875361841683","0.0285459845463047"
"Sehr selten","2008","AkademikerIn","Ostdeutschland","20","","",""
"Selten","2008","(noch) kein Abschluss","Westdeutschland","36","0.0922166570441874","0.0652434399155406","0.119189874172834"
"Selten","2008","(noch) kein Abschluss","Ostdeutschland","4","0.0196486992776251","-0.00755361529933582","0.046851013854586"
"Selten","2008","Hauptschule","Westdeutschland","671","0.133408406588096","0.124492662593218","0.142324150582974"
"Selten","2008","Hauptschule","Ostdeutschland","142","","",""
"Selten","2008","Realschule","Westdeutschland","261","","",""
"Selten","2008","Realschule","Ostdeutschland","167","","",""
"Selten","2008","(Fach-)Abitur","Westdeutschland","111","","",""
"Selten","2008","(Fach-)Abitur","Ostdeutschland","37","0.110718237024958","0.0784833113513421","0.142953162698574"
"Selten","2008","AkademikerIn","Westdeutschland","190","","",""
"Selten","2008","AkademikerIn","Ostdeutschland","104","","",""
"Manchmal","2008","(noch) kein Abschluss","Westdeutschland","145","","",""
"Manchmal","2008","(noch) kein Abschluss","Ostdeutschland","23","","",""
"Manchmal","2008","Hauptschule","Westdeutschland","2092","","",""
"Manchmal","2008","Hauptschule","Ostdeutschland","482","0.416409836202234","0.388413146634292","0.444406525770175"
"Manchmal","2008","Realschule","Westdeutschland","1101","","",""
"Manchmal","2008","Realschule","Ostdeutschland","600","0.341982103162229","0.319718503038811","0.364245703285646"
"Manchmal","2008","(Fach-)Abitur","Westdeutschland","577","0.327947191900019","0.306271430788414","0.349622953011623"
"Manchmal","2008","(Fach-)Abitur","Ostdeutschland","99","0.284132597924528","0.237801325924726","0.33046386992433"
"Manchmal","2008","AkademikerIn","Westdeutschland","967","0.350706261925685","0.333465941734403","0.367946582116967"
"Manchmal","2008","AkademikerIn","Ostdeutschland","464","0.395528643083469","0.368313283214611","0.422744002952327"
"Oft","2008","(noch) kein Abschluss","Westdeutschland","192","","",""
"Oft","2008","(noch) kein Abschluss","Ostdeutschland","56","0.587092771760622","0.490592685731152","0.683592857790093"
"Oft","2008","Hauptschule","Westdeutschland","2246","","",""
"Oft","2008","Hauptschule","Ostdeutschland","450","0.355942651225479","0.328750441841124","0.383134860609833"
"Oft","2008","Realschule","Westdeutschland","1592","","",""
"Oft","2008","Realschule","Ostdeutschland","827","0.458945659035093","0.435558583042329","0.482332735027857"
"Oft","2008","(Fach-)Abitur","Westdeutschland","901","0.481335231516592","0.45826574661969","0.504404716413495"
"Oft","2008","(Fach-)Abitur","Ostdeutschland","177","","",""
"Oft","2008","AkademikerIn","Westdeutschland","1518","","",""
"Oft","2008","AkademikerIn","Ostdeutschland","574","0.436877630553661","0.409270673332915","0.464484587774408"
"Sehr oft","2008","(noch) kein Abschluss","Westdeutschland","59","0.116178730374479","0.0863054789664234","0.146051981782535"
"Sehr oft","2008","(noch) kein Abschluss","Ostdeutschland","15","","",""
"Sehr oft","2008","Hauptschule","Westdeutschland","382","0.0681397104271355","0.0615322541245959","0.0747471667296751"
"Sehr oft","2008","Hauptschule","Ostdeutschland","69","0.0560612771860549","0.0429966925935125","0.0691258617785972"
"Sehr oft","2008","Realschule","Westdeutschland","332","0.0969077912618184","0.086897488242325","0.106918094281312"
"Sehr oft","2008","Realschule","Ostdeutschland","116","","",""
"Sehr oft","2008","(Fach-)Abitur","Westdeutschland","177","","",""
"Sehr oft","2008","(Fach-)Abitur","Ostdeutschland","42","0.0866044906414254","0.0577111976780632","0.115497783604788"
"Sehr oft","2008","AkademikerIn","Westdeutschland","218","","",""
"Sehr oft","2008","AkademikerIn","Ostdeutschland","78","0.0641957360867097","0.0505535851653335","0.077837887008086"
"Sehr selten","2009","(noch) kein Abschluss","Westdeutschland","7","0.0329988133282655","0.0157078644246043","0.0502897622319266"
"Sehr selten","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr selten","2009","Hauptschule","Westdeutschland","204","","",""
"Sehr selten","2009","Hauptschule","Ostdeutschland","47","0.0495114332041153","0.036761089410912","0.0622617769973186"
"Sehr selten","2009","Realschule","Westdeutschland","79","0.0257757908753223","0.0202180594304875","0.0313335223201571"
"Sehr selten","2009","Realschule","Ostdeutschland","41","0.034224954185594","0.02548696719104","0.042962941180148"
"Sehr selten","2009","(Fach-)Abitur","Westdeutschland","36","0.0220626121385855","0.0149837357532933","0.0291414885238778"
"Sehr selten","2009","(Fach-)Abitur","Ostdeutschland","6","0.0197317430617447","0.00505621493654517","0.0344072711869442"
"Sehr selten","2009","AkademikerIn","Westdeutschland","51","0.0247503333438681","0.0190151278340673","0.0304855388536688"
"Sehr selten","2009","AkademikerIn","Ostdeutschland","17","","",""
"Selten","2009","(noch) kein Abschluss","Westdeutschland","37","0.121957092382304","0.0902820238562583","0.153632160908349"
"Selten","2009","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Selten","2009","Hauptschule","Westdeutschland","700","0.144052752336181","0.134371874218744","0.153733630453619"
"Selten","2009","Hauptschule","Ostdeutschland","159","","",""
"Selten","2009","Realschule","Westdeutschland","251","","",""
"Selten","2009","Realschule","Ostdeutschland","154","","",""
"Selten","2009","(Fach-)Abitur","Westdeutschland","122","","",""
"Selten","2009","(Fach-)Abitur","Ostdeutschland","19","","",""
"Selten","2009","AkademikerIn","Westdeutschland","228","","",""
"Selten","2009","AkademikerIn","Ostdeutschland","104","","",""
"Manchmal","2009","(noch) kein Abschluss","Westdeutschland","124","","",""
"Manchmal","2009","(noch) kein Abschluss","Ostdeutschland","13","","",""
"Manchmal","2009","Hauptschule","Westdeutschland","1959","","",""
"Manchmal","2009","Hauptschule","Ostdeutschland","471","0.414009923334401","0.385060080949496","0.442959765719305"
"Manchmal","2009","Realschule","Westdeutschland","1037","","",""
"Manchmal","2009","Realschule","Ostdeutschland","578","0.3257310261831","0.303206891357429","0.348255161008772"
"Manchmal","2009","(Fach-)Abitur","Westdeutschland","504","0.311060757788485","0.288751074102707","0.333370441474264"
"Manchmal","2009","(Fach-)Abitur","Ostdeutschland","109","","",""
"Manchmal","2009","AkademikerIn","Westdeutschland","866","0.32040458416453","0.303178953391787","0.337630214937273"
"Manchmal","2009","AkademikerIn","Ostdeutschland","437","0.369797190415353","0.342517637494687","0.397076743336018"
"Oft","2009","(noch) kein Abschluss","Westdeutschland","179","","",""
"Oft","2009","(noch) kein Abschluss","Ostdeutschland","44","0.610372772113756","0.497729808500209","0.723015735727302"
"Oft","2009","Hauptschule","Westdeutschland","1904","","",""
"Oft","2009","Hauptschule","Ostdeutschland","390","0.32991778076388","0.302282581174234","0.357552980353527"
"Oft","2009","Realschule","Westdeutschland","1498","","",""
"Oft","2009","Realschule","Ostdeutschland","793","0.473705392435591","0.449707638782328","0.497703146088853"
"Oft","2009","(Fach-)Abitur","Westdeutschland","835","0.495665467343774","0.471570073854314","0.519760860833234"
"Oft","2009","(Fach-)Abitur","Ostdeutschland","166","","",""
"Oft","2009","AkademikerIn","Westdeutschland","1426","","",""
"Oft","2009","AkademikerIn","Ostdeutschland","571","0.452234664508181","0.424109538671578","0.480359790344784"
"Sehr oft","2009","(noch) kein Abschluss","Westdeutschland","63","0.105457743006286","0.0757276800208976","0.135187805991674"
"Sehr oft","2009","(noch) kein Abschluss","Ostdeutschland","12","","",""
"Sehr oft","2009","Hauptschule","Westdeutschland","287","","",""
"Sehr oft","2009","Hauptschule","Ostdeutschland","45","0.0435959883371395","0.0315943743070992","0.0555976023671798"
"Sehr oft","2009","Realschule","Westdeutschland","258","","",""
"Sehr oft","2009","Realschule","Ostdeutschland","97","0.0447210968699184","0.0347871168264622","0.0546550769133746"
"Sehr oft","2009","(Fach-)Abitur","Westdeutschland","157","","",""
"Sehr oft","2009","(Fach-)Abitur","Ostdeutschland","45","0.152034199390394","0.114146489286283","0.189921909494506"
"Sehr oft","2009","AkademikerIn","Westdeutschland","248","","",""
"Sehr oft","2009","AkademikerIn","Ostdeutschland","74","0.0762838856566419","0.06128355126392","0.0912842200493638"
"Sehr selten","2010","(noch) kein Abschluss","Westdeutschland","11","","",""
"Sehr selten","2010","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Sehr selten","2010","Hauptschule","Westdeutschland","163","","",""
"Sehr selten","2010","Hauptschule","Ostdeutschland","31","0.0276310809884362","0.0173581792090141","0.0379039827678583"
"Sehr selten","2010","Realschule","Westdeutschland","63","0.0215189498628746","0.0162585297472868","0.0267793699784624"
"Sehr selten","2010","Realschule","Ostdeutschland","32","0.0300091801449149","0.0214658028601619","0.0385525574296679"
"Sehr selten","2010","(Fach-)Abitur","Westdeutschland","28","","",""
"Sehr selten","2010","(Fach-)Abitur","Ostdeutschland","4","0.0141553036752088","0.00150533252474915","0.0268052748256684"
"Sehr selten","2010","AkademikerIn","Westdeutschland","47","0.0212853766795425","0.0158462000139189","0.0267245533451661"
"Sehr selten","2010","AkademikerIn","Ostdeutschland","22","","",""
"Selten","2010","(noch) kein Abschluss","Westdeutschland","31","0.114284180474092","0.081822188361682","0.146746172586503"
"Selten","2010","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Selten","2010","Hauptschule","Westdeutschland","549","0.128486482944129","0.118813139139669","0.13815982674859"
"Selten","2010","Hauptschule","Ostdeutschland","119","","",""
"Selten","2010","Realschule","Westdeutschland","232","","",""
"Selten","2010","Realschule","Ostdeutschland","125","","",""
"Selten","2010","(Fach-)Abitur","Westdeutschland","125","","",""
"Selten","2010","(Fach-)Abitur","Ostdeutschland","21","","",""
"Selten","2010","AkademikerIn","Westdeutschland","193","","",""
"Selten","2010","AkademikerIn","Ostdeutschland","88","0.100102180133223","0.0825325081862904","0.117671852080156"
"Manchmal","2010","(noch) kein Abschluss","Westdeutschland","108","","",""
"Manchmal","2010","(noch) kein Abschluss","Ostdeutschland","11","","",""
"Manchmal","2010","Hauptschule","Westdeutschland","1796","","",""
"Manchmal","2010","Hauptschule","Ostdeutschland","402","0.428996392295794","0.397977598216279","0.46001518637531"
"Manchmal","2010","Realschule","Westdeutschland","962","0.343335991205208","0.326122658772295","0.360549323638122"
"Manchmal","2010","Realschule","Ostdeutschland","526","0.341852853570344","0.318100873814986","0.365604833325701"
"Manchmal","2010","(Fach-)Abitur","Westdeutschland","459","0.319758912690075","0.296615438636274","0.342902386743877"
"Manchmal","2010","(Fach-)Abitur","Ostdeutschland","92","0.319545496703629","0.269612045415132","0.369478947992126"
"Manchmal","2010","AkademikerIn","Westdeutschland","873","0.349571138965505","0.331601798270313","0.367540479660698"
"Manchmal","2010","AkademikerIn","Ostdeutschland","378","0.358207201797169","0.330139305646692","0.386275097947646"
"Oft","2010","(noch) kein Abschluss","Westdeutschland","169","","",""
"Oft","2010","(noch) kein Abschluss","Ostdeutschland","22","","",""
"Oft","2010","Hauptschule","Westdeutschland","1791","","",""
"Oft","2010","Hauptschule","Ostdeutschland","372","0.352510817446804","0.322568793970557","0.38245284092305"
"Oft","2010","Realschule","Westdeutschland","1417","","",""
"Oft","2010","Realschule","Ostdeutschland","765","0.475529809831045","0.450522441762094","0.500537177899995"
"Oft","2010","(Fach-)Abitur","Westdeutschland","801","0.478685814191151","0.453896709477651","0.503474918904652"
"Oft","2010","(Fach-)Abitur","Ostdeutschland","170","","",""
"Oft","2010","AkademikerIn","Westdeutschland","1368","","",""
"Oft","2010","AkademikerIn","Ostdeutschland","552","0.463784162963349","0.434591543891263","0.492976782035436"
"Sehr oft","2010","(noch) kein Abschluss","Westdeutschland","50","0.120822909965244","0.0875686157498459","0.154077204180642"
"Sehr oft","2010","(noch) kein Abschluss","Ostdeutschland","6","0.131011845259941","0.0301618056061023","0.23186188491378"
"Sehr oft","2010","Hauptschule","Westdeutschland","298","","",""
"Sehr oft","2010","Hauptschule","Ostdeutschland","54","0.049851298634405","0.0362113513677691","0.0634912459010408"
"Sehr oft","2010","Realschule","Westdeutschland","249","","",""
"Sehr oft","2010","Realschule","Ostdeutschland","84","0.0554603377434894","0.0439994023873882","0.0669212730995905"
"Sehr oft","2010","(Fach-)Abitur","Westdeutschland","147","","",""
"Sehr oft","2010","(Fach-)Abitur","Ostdeutschland","48","0.146903968184543","0.108995048170929","0.184812888198157"
"Sehr oft","2010","AkademikerIn","Westdeutschland","224","","",""
"Sehr oft","2010","AkademikerIn","Ostdeutschland","81","0.0591768033379796","0.0453642157885428","0.0729893908874164"
"Sehr selten","2011","(noch) kein Abschluss","Westdeutschland","13","","",""
"Sehr selten","2011","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Sehr selten","2011","Hauptschule","Westdeutschland","178","","",""
"Sehr selten","2011","Hauptschule","Ostdeutschland","56","0.0477265163432939","0.0356393401772177","0.05981369250937"
"Sehr selten","2011","Realschule","Westdeutschland","76","0.0260214646960567","0.0208518393781886","0.0311910900139247"
"Sehr selten","2011","Realschule","Ostdeutschland","42","0.0272261375811311","0.0198042630674311","0.0346480120948311"
"Sehr selten","2011","(Fach-)Abitur","Westdeutschland","33","0.0206871932070689","0.0144924170528434","0.0268819693612943"
"Sehr selten","2011","(Fach-)Abitur","Ostdeutschland","7","0.0235696257672739","0.00879496346279065","0.0383442880717571"
"Sehr selten","2011","AkademikerIn","Westdeutschland","48","0.0216107948249317","0.0166451289951836","0.0265764606546797"
"Sehr selten","2011","AkademikerIn","Ostdeutschland","30","0.0298996655970477","0.0205913928688103","0.0392079383252851"
"Selten","2011","(noch) kein Abschluss","Westdeutschland","37","0.104917640454043","0.0778393466471466","0.13199593426094"
"Selten","2011","(noch) kein Abschluss","Ostdeutschland","6","0.0763834917096529","0.0123036072127812","0.140463376206525"
"Selten","2011","Hauptschule","Westdeutschland","683","0.127587177952194","0.119067599325093","0.136106756579296"
"Selten","2011","Hauptschule","Ostdeutschland","166","","",""
"Selten","2011","Realschule","Westdeutschland","296","","",""
"Selten","2011","Realschule","Ostdeutschland","182","","",""
"Selten","2011","(Fach-)Abitur","Westdeutschland","149","","",""
"Selten","2011","(Fach-)Abitur","Ostdeutschland","21","","",""
"Selten","2011","AkademikerIn","Westdeutschland","214","","",""
"Selten","2011","AkademikerIn","Ostdeutschland","99","0.0776824708481247","0.063052975221114","0.0923119664751353"
"Manchmal","2011","(noch) kein Abschluss","Westdeutschland","144","","",""
"Manchmal","2011","(noch) kein Abschluss","Ostdeutschland","18","","",""
"Manchmal","2011","Hauptschule","Westdeutschland","2114","","",""
"Manchmal","2011","Hauptschule","Ostdeutschland","489","0.404150041124215","0.37632704412597","0.43197303812246"
"Manchmal","2011","Realschule","Westdeutschland","1110","","",""
"Manchmal","2011","Realschule","Ostdeutschland","608","0.360523427772963","0.338625969458085","0.382420886087841"
"Manchmal","2011","(Fach-)Abitur","Westdeutschland","590","0.29858759664893","0.278670009872471","0.318505183425388"
"Manchmal","2011","(Fach-)Abitur","Ostdeutschland","97","0.243195001720282","0.20141293697966","0.284977066460904"
"Manchmal","2011","AkademikerIn","Westdeutschland","1017","","",""
"Manchmal","2011","AkademikerIn","Ostdeutschland","415","0.353919772509516","0.327784727950561","0.380054817068471"
"Oft","2011","(noch) kein Abschluss","Westdeutschland","223","","",""
"Oft","2011","(noch) kein Abschluss","Ostdeutschland","32","0.550001846464775","0.429979099328012","0.670024593601539"
"Oft","2011","Hauptschule","Westdeutschland","2442","","",""
"Oft","2011","Hauptschule","Ostdeutschland","396","0.317383369510596","0.29099304965357","0.343773689367621"
"Oft","2011","Realschule","Westdeutschland","1786","","",""
"Oft","2011","Realschule","Ostdeutschland","870","0.423651963350222","0.401116750520647","0.446187176179798"
"Oft","2011","(Fach-)Abitur","Westdeutschland","1013","","",""
"Oft","2011","(Fach-)Abitur","Ostdeutschland","224","","",""
"Oft","2011","AkademikerIn","Westdeutschland","1722","","",""
"Oft","2011","AkademikerIn","Ostdeutschland","629","0.45857646250437","0.431343050733566","0.485809874275173"
"Sehr oft","2011","(noch) kein Abschluss","Westdeutschland","75","0.137921040769012","0.107452312670553","0.168389768867471"
"Sehr oft","2011","(noch) kein Abschluss","Ostdeutschland","7","0.128082127395998","0.0474592712446954","0.2087049835473"
"Sehr oft","2011","Hauptschule","Westdeutschland","474","0.0705596248021566","0.0640201559090375","0.0770990936952758"
"Sehr oft","2011","Hauptschule","Ostdeutschland","88","0.0769848843619058","0.0618711677110959","0.0920986010127156"
"Sehr oft","2011","Realschule","Westdeutschland","375","0.100866858145612","0.0910876260163587","0.110646090274865"
"Sehr oft","2011","Realschule","Ostdeutschland","145","","",""
"Sehr oft","2011","(Fach-)Abitur","Westdeutschland","243","","",""
"Sehr oft","2011","(Fach-)Abitur","Ostdeutschland","56","0.115687406024393","0.08453679813648","0.146838013912306"
"Sehr oft","2011","AkademikerIn","Westdeutschland","293","","",""
"Sehr oft","2011","AkademikerIn","Ostdeutschland","113","","",""
"Sehr selten","2012","(noch) kein Abschluss","Westdeutschland","8","0.017557866988675","0.00575917179740745","0.0293565621799425"
"Sehr selten","2012","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Sehr selten","2012","Hauptschule","Westdeutschland","148","","",""
"Sehr selten","2012","Hauptschule","Ostdeutschland","49","0.0403688418452604","0.0292696862629629","0.0514679974275579"
"Sehr selten","2012","Realschule","Westdeutschland","70","0.0234441104708206","0.0185225775113583","0.0283656434302829"
"Sehr selten","2012","Realschule","Ostdeutschland","38","0.0287491887843161","0.0210382311140766","0.0364601464545555"
"Sehr selten","2012","(Fach-)Abitur","Westdeutschland","27","","",""
"Sehr selten","2012","(Fach-)Abitur","Ostdeutschland","5","0.0158404963568039","0.00361988189806041","0.0280611108155473"
"Sehr selten","2012","AkademikerIn","Westdeutschland","45","0.0146028260678001","0.0105552067095777","0.0186504454260226"
"Sehr selten","2012","AkademikerIn","Ostdeutschland","18","","",""
"Selten","2012","(noch) kein Abschluss","Westdeutschland","46","0.147452908294949","0.115601365386478","0.17930445120342"
"Selten","2012","(noch) kein Abschluss","Ostdeutschland","8","0.119162696269871","0.0421589871558977","0.196166405383844"
"Selten","2012","Hauptschule","Westdeutschland","572","0.111075122319188","0.102927011830853","0.119223232807523"
"Selten","2012","Hauptschule","Ostdeutschland","122","","",""
"Selten","2012","Realschule","Westdeutschland","254","","",""
"Selten","2012","Realschule","Ostdeutschland","134","","",""
"Selten","2012","(Fach-)Abitur","Westdeutschland","127","","",""
"Selten","2012","(Fach-)Abitur","Ostdeutschland","26","","",""
"Selten","2012","AkademikerIn","Westdeutschland","195","","",""
"Selten","2012","AkademikerIn","Ostdeutschland","90","0.0762698975500233","0.0616314323180943","0.0909083627819524"
"Manchmal","2012","(noch) kein Abschluss","Westdeutschland","118","","",""
"Manchmal","2012","(noch) kein Abschluss","Ostdeutschland","17","","",""
"Manchmal","2012","Hauptschule","Westdeutschland","1972","","",""
"Manchmal","2012","Hauptschule","Ostdeutschland","484","0.412904678143711","0.385139923787811","0.440669432499611"
"Manchmal","2012","Realschule","Westdeutschland","1059","","",""
"Manchmal","2012","Realschule","Ostdeutschland","605","0.330829529810662","0.309117504222954","0.352541555398369"
"Manchmal","2012","(Fach-)Abitur","Westdeutschland","591","0.298312717510138","0.278365945620373","0.318259489399902"
"Manchmal","2012","(Fach-)Abitur","Ostdeutschland","109","","",""
"Manchmal","2012","AkademikerIn","Westdeutschland","1022","","",""
"Manchmal","2012","AkademikerIn","Ostdeutschland","421","0.360478548614627","0.333998810420297","0.386958286808956"
"Oft","2012","(noch) kein Abschluss","Westdeutschland","222","","",""
"Oft","2012","(noch) kein Abschluss","Ostdeutschland","30","0.460831406093412","0.342356339177655","0.579306473009169"
"Oft","2012","Hauptschule","Westdeutschland","2532","","",""
"Oft","2012","Hauptschule","Ostdeutschland","474","0.380630089658447","0.353249598520878","0.408010580796015"
"Oft","2012","Realschule","Westdeutschland","1873","","",""
"Oft","2012","Realschule","Ostdeutschland","898","0.492863577907049","0.469793153268708","0.51593400254539"
"Oft","2012","(Fach-)Abitur","Westdeutschland","1065","","",""
"Oft","2012","(Fach-)Abitur","Ostdeutschland","215","","",""
"Oft","2012","AkademikerIn","Westdeutschland","1790","","",""
"Oft","2012","AkademikerIn","Ostdeutschland","646","0.478670220094767","0.451120265510716","0.506220174678818"
"Sehr oft","2012","(noch) kein Abschluss","Westdeutschland","82","0.146550186943521","0.114779485981012","0.17832088790603"
"Sehr oft","2012","(noch) kein Abschluss","Ostdeutschland","12","","",""
"Sehr oft","2012","Hauptschule","Westdeutschland","489","0.0737074129257116","0.0669318457209925","0.0804829801304308"
"Sehr oft","2012","Hauptschule","Ostdeutschland","79","0.0600757683776092","0.0466755858517903","0.0734759509034282"
"Sehr oft","2012","Realschule","Westdeutschland","375","0.103415155535047","0.0935108789924089","0.113319432077685"
"Sehr oft","2012","Realschule","Ostdeutschland","129","","",""
"Sehr oft","2012","(Fach-)Abitur","Westdeutschland","211","","",""
"Sehr oft","2012","(Fach-)Abitur","Ostdeutschland","46","0.0999366942987349","0.0705821783826486","0.129291210214821"
"Sehr oft","2012","AkademikerIn","Westdeutschland","322","0.0957270476668304","0.0857994845970285","0.105654610736632"
"Sehr oft","2012","AkademikerIn","Ostdeutschland","88","0.0654008507637991","0.0517659869242727","0.0790357146033256"
"Sehr selten","2013","(noch) kein Abschluss","Westdeutschland","21","","",""
"Sehr selten","2013","(noch) kein Abschluss","Ostdeutschland","4","0.0359881627514217","0.00102136485908402","0.0709549606437594"
"Sehr selten","2013","Hauptschule","Westdeutschland","185","","",""
"Sehr selten","2013","Hauptschule","Ostdeutschland","44","0.0327433376664176","0.0229052023774214","0.0425814729554138"
"Sehr selten","2013","Realschule","Westdeutschland","72","0.0198923276480471","0.0159942689159661","0.0237903863801282"
"Sehr selten","2013","Realschule","Ostdeutschland","55","0.020613108709047","0.0148050968341918","0.0264211205839022"
"Sehr selten","2013","(Fach-)Abitur","Westdeutschland","43","0.0266495697024908","0.020688299606158","0.0326108397988236"
"Sehr selten","2013","(Fach-)Abitur","Ostdeutschland","6","0.0167389001573811","0.00540280643082398","0.0280749938839382"
"Sehr selten","2013","AkademikerIn","Westdeutschland","47","0.0120882906055562","0.00885454548563561","0.0153220357254768"
"Sehr selten","2013","AkademikerIn","Ostdeutschland","23","","",""
"Selten","2013","(noch) kein Abschluss","Westdeutschland","53","0.113598780338184","0.0903557051750035","0.136841855501365"
"Selten","2013","(noch) kein Abschluss","Ostdeutschland","10","","",""
"Selten","2013","Hauptschule","Westdeutschland","630","0.107764933298287","0.100224956077388","0.115304910519186"
"Selten","2013","Hauptschule","Ostdeutschland","151","","",""
