year,bula_h,pgisced97,plh0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Baden-Wuerttemberg,First Stage of Tertiary Education,Sometimes,0.31740,63,152,0.24316,0.39165
2007,Baden-Wuerttemberg,First Stage of Tertiary Education,Often,0.45535,89,152,0.37592,0.53478
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.31836,164,459,0.27570,0.36102
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,Often,0.52290,260,459,0.47715,0.56864
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very often,0.08530,35,459,0.05971,0.11088
2007,Bavaria,Lower Secondary Level,Seldom,0.17303,53,320,0.13152,0.21454
2007,Bavaria,Lower Secondary Level,Sometimes,0.40831,138,320,0.35437,0.46225
2007,Bavaria,Lower Secondary Level,Often,0.28694,97,320,0.23731,0.33658
2007,Bavaria,Lower Secondary Level,Very often,0.08987,32,320,0.05849,0.12126
2007,Bavaria,Upper Secondary Level,Very seldom,0.03026,38,1560,0.02176,0.03876
2007,Bavaria,Upper Secondary Level,Seldom,0.09986,142,1560,0.08498,0.11475
2007,Bavaria,Upper Secondary Level,Sometimes,0.34990,518,1560,0.32623,0.37358
2007,Bavaria,Upper Secondary Level,Often,0.43652,730,1560,0.41190,0.46114
2007,Bavaria,Upper Secondary Level,Very often,0.08346,132,1560,0.06973,0.09719
2007,Bavaria,Post-secondary Non-tertiary Level,Sometimes,0.28540,48,128,0.20685,0.36394
2007,Bavaria,Post-secondary Non-tertiary Level,Often,0.58987,80,128,0.50432,0.67541
2007,Bavaria,First Stage of Tertiary Education,Sometimes,0.29667,68,182,0.23012,0.36322
2007,Bavaria,First Stage of Tertiary Education,Often,0.45659,114,182,0.38402,0.52916
2007,Bavaria,Second Stage of Tertiary Education,Seldom,0.06941,33,562,0.04838,0.09045
2007,Bavaria,Second Stage of Tertiary Education,Sometimes,0.32082,173,562,0.28219,0.35945
2007,Bavaria,Second Stage of Tertiary Education,Often,0.48957,306,562,0.44820,0.53094
2007,Bavaria,Second Stage of Tertiary Education,Very often,0.08839,50,562,0.06490,0.11188
2007,Berlin,Upper Secondary Level,Seldom,0.16652,43,267,0.12175,0.21129
2007,Berlin,Upper Secondary Level,Sometimes,0.32318,93,267,0.26697,0.37938
2007,Berlin,Upper Secondary Level,Often,0.40994,131,267,0.35083,0.46904
2007,Berlin,Second Stage of Tertiary Education,Seldom,0.14360,32,243,0.09942,0.18779
2007,Berlin,Second Stage of Tertiary Education,Sometimes,0.34959,94,243,0.28951,0.40967
2007,Berlin,Second Stage of Tertiary Education,Often,0.42626,117,243,0.36395,0.48856
2007,Brandenburg,Upper Secondary Level,Seldom,0.11930,41,405,0.08769,0.15091
2007,Brandenburg,Upper Secondary Level,Sometimes,0.40899,175,405,0.36104,0.45693
2007,Brandenburg,Upper Secondary Level,Often,0.34539,157,405,0.29902,0.39176
2007,Brandenburg,Upper Secondary Level,Very often,0.08284,32,405,0.05597,0.10972
2007,Brandenburg,First Stage of Tertiary Education,Sometimes,0.59210,33,33,0.42182,0.76238
2007,Brandenburg,Second Stage of Tertiary Education,Seldom,0.11466,31,228,0.07321,0.15610
2007,Brandenburg,Second Stage of Tertiary Education,Sometimes,0.37772,86,228,0.31465,0.44079
2007,Brandenburg,Second Stage of Tertiary Education,Often,0.43004,111,228,0.36564,0.49445
2007,Mecklenburg-Western Pomerania,Upper Secondary Level,Sometimes,0.33703,90,204,0.27200,0.40206
2007,Mecklenburg-Western Pomerania,Upper Secondary Level,Often,0.44182,114,204,0.37350,0.51013
2007,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Sometimes,0.39682,40,118,0.30817,0.48547
2007,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Often,0.52256,78,118,0.43205,0.61307
2007,Saxony,Lower Secondary Level,Sometimes,0.45675,38,73,0.34169,0.57181
2007,Saxony,Lower Secondary Level,Often,0.31578,35,73,0.20841,0.42315
2007,Saxony,Upper Secondary Level,Seldom,0.13308,85,797,0.10948,0.15667
2007,Saxony,Upper Secondary Level,Sometimes,0.35874,269,797,0.32542,0.39206
2007,Saxony,Upper Secondary Level,Often,0.42425,377,797,0.38991,0.45858
2007,Saxony,Upper Secondary Level,Very often,0.06435,66,797,0.04730,0.08139
2007,Saxony,Post-secondary Non-tertiary Level,Often,0.58287,31,31,0.40642,0.75932
2007,Saxony,First Stage of Tertiary Education,Sometimes,0.28812,43,109,0.20271,0.37354
2007,Saxony,First Stage of Tertiary Education,Often,0.55439,66,109,0.46065,0.64814
2007,Saxony,Second Stage of Tertiary Education,Seldom,0.09642,36,354,0.06563,0.12722
2007,Saxony,Second Stage of Tertiary Education,Sometimes,0.37125,124,354,0.32085,0.42165
2007,Saxony,Second Stage of Tertiary Education,Often,0.44935,194,354,0.39745,0.50124
2007,Saxony-Anhalt,Upper Secondary Level,Seldom,0.13172,49,415,0.09914,0.16429
2007,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.33760,151,415,0.29205,0.38315
2007,Saxony-Anhalt,Upper Secondary Level,Often,0.41450,182,415,0.36704,0.46195
2007,Saxony-Anhalt,Upper Secondary Level,Very often,0.06514,33,415,0.04137,0.08891
2007,Saxony-Anhalt,First Stage of Tertiary Education,Sometimes,0.38635,31,64,0.26611,0.50659
2007,Saxony-Anhalt,First Stage of Tertiary Education,Often,0.37683,33,64,0.25717,0.49650
2007,Saxony-Anhalt,Second Stage of Tertiary Education,Sometimes,0.37598,94,188,0.30655,0.44540
2007,Saxony-Anhalt,Second Stage of Tertiary Education,Often,0.39624,94,188,0.32614,0.46635
2007,Thuringa,Lower Secondary Level,Often,0.46827,31,31,0.28971,0.64683
2007,Thuringa,Upper Secondary Level,Seldom,0.12762,65,514,0.09874,0.15649
2007,Thuringa,Upper Secondary Level,Sometimes,0.40880,222,514,0.36626,0.45134
2007,Thuringa,Upper Secondary Level,Often,0.38915,227,514,0.34696,0.43134
2007,Thuringa,Second Stage of Tertiary Education,Sometimes,0.32420,61,153,0.24979,0.39861
2007,Thuringa,Second Stage of Tertiary Education,Often,0.48964,92,153,0.41017,0.56911
2008,Schleswig-Holstein,Upper Secondary Level,Sometimes,0.44722,120,236,0.38365,0.51079
2008,Schleswig-Holstein,Upper Secondary Level,Often,0.36872,116,236,0.30704,0.43041
2008,Schleswig-Holstein,Second Stage of Tertiary Education,Often,0.65212,53,53,0.52266,0.78158
2008,Hamburg,Upper Secondary Level,Sometimes,0.39191,43,97,0.29426,0.48957
2008,Hamburg,Upper Secondary Level,Often,0.43032,54,97,0.33128,0.52937
2008,Hamburg,Second Stage of Tertiary Education,Often,0.49121,38,38,0.33012,0.65230
2008,Lower Saxony,Lower Secondary Level,Sometimes,0.31875,66,145,0.24264,0.39486
2008,Lower Saxony,Lower Secondary Level,Often,0.39567,79,145,0.31580,0.47554
2008,Lower Saxony,Upper Secondary Level,Seldom,0.09347,68,900,0.07444,0.11250
2008,Lower Saxony,Upper Secondary Level,Sometimes,0.32790,281,900,0.29721,0.35859
2008,Lower Saxony,Upper Secondary Level,Often,0.46922,465,900,0.43660,0.50184
2008,Lower Saxony,Upper Secondary Level,Very often,0.07651,86,900,0.05913,0.09388
2008,Lower Saxony,Post-secondary Non-tertiary Level,Sometimes,0.28777,32,92,0.19475,0.38079
2008,Lower Saxony,Post-secondary Non-tertiary Level,Often,0.57719,60,92,0.47569,0.67869
2008,Lower Saxony,First Stage of Tertiary Education,Sometimes,0.31610,35,85,0.21667,0.41553
2008,Lower Saxony,First Stage of Tertiary Education,Often,0.44364,50,85,0.33740,0.54989
2008,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.36250,112,291,0.30718,0.41783
2008,Lower Saxony,Second Stage of Tertiary Education,Often,0.48086,148,291,0.42336,0.53837
2008,Lower Saxony,Second Stage of Tertiary Education,Very often,0.07208,31,291,0.04232,0.10185
2008,North Rhine-Westphalia,No answer / don't know,Often,0.45868,36,36,0.29359,0.62376
2008,North Rhine-Westphalia,Pre-primary Level,Often,0.41718,37,37,0.25610,0.57826
2008,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.15981,73,422,0.12481,0.19481
2008,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.39639,180,422,0.34966,0.44312
2008,North Rhine-Westphalia,Lower Secondary Level,Often,0.34798,169,422,0.30248,0.39348
2008,North Rhine-Westphalia,Upper Secondary Level,Very seldom,0.03248,46,1895,0.02450,0.04046
2008,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.11454,190,1895,0.10020,0.12889
2008,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.36801,680,1895,0.34629,0.38973
2008,North Rhine-Westphalia,Upper Secondary Level,Often,0.41109,838,1895,0.38893,0.43325
2008,North Rhine-Westphalia,Upper Secondary Level,Very often,0.07388,141,1895,0.06210,0.08566
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.31282,98,246,0.25476,0.37088
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Often,0.51440,148,246,0.45182,0.57698
2008,North Rhine-Westphalia,First Stage of Tertiary Education,Sometimes,0.41016,105,231,0.34659,0.47373
2008,North Rhine-Westphalia,First Stage of Tertiary Education,Often,0.43279,126,231,0.36876,0.49682
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.09873,65,772,0.07768,0.11979
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.37953,268,772,0.34527,0.41378
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.45326,398,772,0.41813,0.48840
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Very often,0.05099,41,772,0.03546,0.06651
2008,Hesse,Lower Secondary Level,Sometimes,0.33066,50,95,0.23555,0.42576
2008,Hesse,Lower Secondary Level,Often,0.35055,45,95,0.25409,0.44701
2008,Hesse,Upper Secondary Level,Seldom,0.08987,46,603,0.06702,0.11272
2008,Hesse,Upper Secondary Level,Sometimes,0.36899,232,603,0.33045,0.40754
2008,Hesse,Upper Secondary Level,Often,0.40648,264,603,0.36725,0.44572
2008,Hesse,Upper Secondary Level,Very often,0.10361,61,603,0.07926,0.12795
2008,Hesse,Post-secondary Non-tertiary Level,Often,0.58571,56,56,0.45552,0.71589
2008,Hesse,First Stage of Tertiary Education,Often,0.55301,42,42,0.40082,0.70519
2008,Hesse,Second Stage of Tertiary Education,Sometimes,0.37445,103,302,0.31977,0.42912
2008,Hesse,Second Stage of Tertiary Education,Often,0.42364,168,302,0.36781,0.47946
2008,Hesse,Second Stage of Tertiary Education,Very often,0.09299,31,302,0.06018,0.12580
2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Sometimes,0.28373,52,117,0.20169,0.36577
2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Often,0.38853,65,117,0.29983,0.47723
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very seldom,0.06934,33,562,0.04832,0.09036
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.16119,76,562,0.13077,0.19162
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.37147,198,562,0.33149,0.41146
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Often,0.33018,217,562,0.29126,0.36909
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very often,0.06782,38,562,0.04701,0.08862
2008,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Sometimes,0.38179,37,73,0.26957,0.49401
2008,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Often,0.38416,36,73,0.27181,0.49652
2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Sometimes,0.31682,55,153,0.24286,0.39078
2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Often,0.54923,98,153,0.47012,0.62833
2008,Baden-Wuerttemberg,Pre-primary Level,Often,0.57452,32,32,0.40047,0.74857
2008,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.10569,32,273,0.06915,0.14223
2008,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.42485,122,273,0.36610,0.48359
2008,Baden-Wuerttemberg,Lower Secondary Level,Often,0.36881,119,273,0.31147,0.42615
2008,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.08171,98,1111,0.06560,0.09783
2008,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.35823,386,1111,0.33002,0.38644
2008,Baden-Wuerttemberg,Upper Secondary Level,Often,0.44955,524,1111,0.42028,0.47881
2008,Baden-Wuerttemberg,Upper Secondary Level,Very often,0.08262,103,1111,0.06643,0.09882
2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Sometimes,0.32649,39,108,0.23764,0.41535
2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Often,0.48530,69,108,0.39060,0.58000
2008,Baden-Wuerttemberg,First Stage of Tertiary Education,Sometimes,0.28206,52,140,0.20725,0.35687
2008,Baden-Wuerttemberg,First Stage of Tertiary Education,Often,0.46345,88,140,0.38055,0.54635
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.30565,131,426,0.26185,0.34944
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Often,0.50861,261,426,0.46108,0.55614
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very often,0.10017,34,426,0.07163,0.12872
2008,Bavaria,Lower Secondary Level,Seldom,0.16286,47,299,0.12094,0.20479
2008,Bavaria,Lower Secondary Level,Sometimes,0.36536,111,299,0.31068,0.42003
2008,Bavaria,Lower Secondary Level,Often,0.33647,108,299,0.28283,0.39012
2008,Bavaria,Lower Secondary Level,Very often,0.12200,33,299,0.08484,0.15916
2008,Bavaria,Upper Secondary Level,Very seldom,0.02822,31,1439,0.01966,0.03678
2008,Bavaria,Upper Secondary Level,Seldom,0.09673,125,1439,0.08146,0.11201
2008,Bavaria,Upper Secondary Level,Sometimes,0.35624,518,1439,0.33149,0.38100
2008,Bavaria,Upper Secondary Level,Often,0.41913,628,1439,0.39363,0.44464
2008,Bavaria,Upper Secondary Level,Very often,0.09967,137,1439,0.08419,0.11515
2008,Bavaria,Post-secondary Non-tertiary Level,Sometimes,0.32531,42,108,0.23654,0.41408
2008,Bavaria,Post-secondary Non-tertiary Level,Often,0.54217,66,108,0.44776,0.63657
2008,Bavaria,First Stage of Tertiary Education,Sometimes,0.33093,75,167,0.25935,0.40251
2008,Bavaria,First Stage of Tertiary Education,Often,0.44559,92,167,0.36998,0.52121
2008,Bavaria,Second Stage of Tertiary Education,Sometimes,0.33602,181,515,0.29518,0.37685
2008,Bavaria,Second Stage of Tertiary Education,Often,0.48915,277,515,0.44593,0.53237
2008,Bavaria,Second Stage of Tertiary Education,Very often,0.08181,57,515,0.05812,0.10551
2008,Berlin,Upper Secondary Level,Seldom,0.16979,42,258,0.12389,0.21570
2008,Berlin,Upper Secondary Level,Sometimes,0.33705,94,258,0.27926,0.39484
2008,Berlin,Upper Secondary Level,Often,0.39949,122,258,0.33960,0.45937
2008,Berlin,Second Stage of Tertiary Education,Seldom,0.13465,32,238,0.09119,0.17811
2008,Berlin,Second Stage of Tertiary Education,Sometimes,0.35705,92,238,0.29605,0.41805
2008,Berlin,Second Stage of Tertiary Education,Often,0.45466,114,238,0.39126,0.51805
2008,Brandenburg,Lower Secondary Level,Sometimes,0.43163,31,31,0.25439,0.60888
2008,Brandenburg,Upper Secondary Level,Seldom,0.11897,45,364,0.08566,0.15227
2008,Brandenburg,Upper Secondary Level,Sometimes,0.37098,155,364,0.32128,0.42067
2008,Brandenburg,Upper Secondary Level,Often,0.39769,164,364,0.34734,0.44803
2008,Brandenburg,Second Stage of Tertiary Education,Seldom,0.13872,31,227,0.09365,0.18378
2008,Brandenburg,Second Stage of Tertiary Education,Sometimes,0.39822,90,227,0.33440,0.46205
2008,Brandenburg,Second Stage of Tertiary Education,Often,0.41598,106,227,0.35171,0.48024
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,Sometimes,0.37627,77,193,0.30775,0.44480
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,Often,0.42758,116,193,0.35760,0.49756
2008,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Sometimes,0.36598,47,121,0.27979,0.45217
2008,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Often,0.50850,74,121,0.41905,0.59795
2008,Saxony,Lower Secondary Level,Often,0.41125,34,34,0.24337,0.57914
2008,Saxony,Upper Secondary Level,Seldom,0.13462,85,757,0.11029,0.15896
2008,Saxony,Upper Secondary Level,Sometimes,0.32614,249,757,0.29272,0.35956
2008,Saxony,Upper Secondary Level,Often,0.45908,366,757,0.42356,0.49461
2008,Saxony,Upper Secondary Level,Very often,0.05841,57,757,0.04169,0.07513
2008,Saxony,Post-secondary Non-tertiary Level,Often,0.58909,33,33,0.41862,0.75956
2008,Saxony,First Stage of Tertiary Education,Sometimes,0.38635,41,103,0.29186,0.48085
2008,Saxony,First Stage of Tertiary Education,Often,0.49047,62,103,0.39345,0.58748
2008,Saxony,Second Stage of Tertiary Education,Sometimes,0.46187,145,332,0.40816,0.51558
2008,Saxony,Second Stage of Tertiary Education,Often,0.36521,153,332,0.31334,0.41708
2008,Saxony,Second Stage of Tertiary Education,Very often,0.10006,34,332,0.06773,0.13239
2008,Saxony-Anhalt,Upper Secondary Level,Seldom,0.11138,43,383,0.07983,0.14293
2008,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.34506,144,383,0.29739,0.39274
2008,Saxony-Anhalt,Upper Secondary Level,Often,0.46730,196,383,0.41726,0.51733
2008,Saxony-Anhalt,First Stage of Tertiary Education,Sometimes,0.43284,32,32,0.25842,0.60726
2008,Saxony-Anhalt,Second Stage of Tertiary Education,Sometimes,0.37965,79,173,0.30712,0.45218
2008,Saxony-Anhalt,Second Stage of Tertiary Education,Often,0.45929,94,173,0.38481,0.53376
2008,Thuringa,Upper Secondary Level,Seldom,0.09611,46,475,0.06957,0.12264
2008,Thuringa,Upper Secondary Level,Sometimes,0.43323,222,475,0.38862,0.47784
2008,Thuringa,Upper Secondary Level,Often,0.37475,207,475,0.33117,0.41832
2008,Thuringa,Second Stage of Tertiary Education,Sometimes,0.33442,61,154,0.25966,0.40918
2008,Thuringa,Second Stage of Tertiary Education,Often,0.49146,93,154,0.41224,0.57067
2009,Schleswig-Holstein,Upper Secondary Level,Sometimes,0.38488,90,216,0.31984,0.44992
2009,Schleswig-Holstein,Upper Secondary Level,Often,0.41265,126,216,0.34685,0.47846
2009,Schleswig-Holstein,Second Stage of Tertiary Education,Often,0.55813,46,46,0.41303,0.70322
2009,Hamburg,Upper Secondary Level,Sometimes,0.29430,34,73,0.18903,0.39956
2009,Hamburg,Upper Secondary Level,Often,0.30601,39,73,0.19956,0.41246
2009,Hamburg,Second Stage of Tertiary Education,Often,0.53065,39,39,0.37198,0.68933
2009,Lower Saxony,Lower Secondary Level,Sometimes,0.39239,72,139,0.31093,0.47386
2009,Lower Saxony,Lower Secondary Level,Often,0.40066,67,139,0.31890,0.48242
2009,Lower Saxony,Upper Secondary Level,Seldom,0.12398,87,841,0.10170,0.14627
2009,Lower Saxony,Upper Secondary Level,Sometimes,0.32104,265,841,0.28946,0.35261
2009,Lower Saxony,Upper Secondary Level,Often,0.47933,432,841,0.44554,0.51311
2009,Lower Saxony,Upper Secondary Level,Very often,0.05396,57,841,0.03868,0.06924
2009,Lower Saxony,Post-secondary Non-tertiary Level,Often,0.61698,53,53,0.48484,0.74911
2009,Lower Saxony,First Stage of Tertiary Education,Sometimes,0.34479,39,80,0.23998,0.44960
2009,Lower Saxony,First Stage of Tertiary Education,Often,0.41706,41,80,0.30833,0.52579
2009,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.26721,78,275,0.21481,0.31960
2009,Lower Saxony,Second Stage of Tertiary Education,Often,0.52352,164,275,0.46438,0.58266
2009,Lower Saxony,Second Stage of Tertiary Education,Very often,0.09410,33,275,0.05953,0.12867
2009,North Rhine-Westphalia,No answer / don't know,Often,0.43639,33,33,0.26455,0.60822
2009,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.18029,73,366,0.14085,0.21973
2009,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.34294,148,366,0.29424,0.39164
2009,North Rhine-Westphalia,Lower Secondary Level,Often,0.36172,145,366,0.31243,0.41102
2009,North Rhine-Westphalia,Upper Secondary Level,Very seldom,0.04507,75,1749,0.03534,0.05479
