"year","hhtyp","regtyp","mean","median","n","lower_confidence","upper_confidence"
"2016","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.35","1","3064","1.33","1.37"
"2016","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.45","1","5130","1.44","1.46"
"2016","1-Pers.- Haushalt","Laendlicher Raum","1.62","1.5","1073","1.59","1.65"
"2016","1-Pers.- Haushalt","Staedtischer Raum","1.69","1.5","2314","1.67","1.71"
"2016","Alleinerziehende","Laendlicher Raum","1.67","1.5","1372","1.65","1.69"
"2016","Alleinerziehende","Staedtischer Raum","1.74","1.5","2557","1.72","1.76"
"2016","Paar mit Kind(ern)","Laendlicher Raum","1.35","1","6903","1.34","1.36"
"2016","Paar mit Kind(ern)","Staedtischer Raum","1.43","1","13256","1.42","1.44"
"2016","Sonstige","Laendlicher Raum","1.41","1","370","1.36","1.46"
"2016","Sonstige","Staedtischer Raum","1.61","1.5","750","1.58","1.64"
"2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.35","1","3490","1.33","1.37"
"2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.43","1","5866","1.42","1.44"
"2017","1-Pers.- Haushalt","Laendlicher Raum","1.63","1.5","1350","1.61","1.65"
"2017","1-Pers.- Haushalt","Staedtischer Raum","1.69","1.5","2785","1.67","1.71"
"2017","Alleinerziehende","Laendlicher Raum","1.62","1.5","1545","1.6","1.64"
"2017","Alleinerziehende","Staedtischer Raum","1.74","1.5","3002","1.73","1.75"
"2017","Paar mit Kind(ern)","Laendlicher Raum","1.36","1","9131","1.35","1.37"
"2017","Paar mit Kind(ern)","Staedtischer Raum","1.43","1","17922","1.42","1.44"
"2017","Sonstige","Laendlicher Raum","1.4","1","553","1.36","1.44"
"2017","Sonstige","Staedtischer Raum","1.62","1.5","1430","1.6","1.64"
"2018","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.35","1","3427","1.33","1.37"
"2018","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.44","1","5850","1.43","1.45"
"2018","1-Pers.- Haushalt","Laendlicher Raum","1.64","1.5","1387","1.62","1.66"
"2018","1-Pers.- Haushalt","Staedtischer Raum","1.68","1.5","3073","1.67","1.69"
"2018","Alleinerziehende","Laendlicher Raum","1.64","1.5","1500","1.62","1.66"
"2018","Alleinerziehende","Staedtischer Raum","1.74","1.5","3181","1.73","1.75"
"2018","Paar mit Kind(ern)","Laendlicher Raum","1.35","1","9040","1.34","1.36"
"2018","Paar mit Kind(ern)","Staedtischer Raum","1.43","1","18434","1.42","1.44"
"2018","Sonstige","Laendlicher Raum","1.31","1","620","1.27","1.35"
"2018","Sonstige","Staedtischer Raum","1.62","1.5","1631","1.6","1.64"
"2019","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.35","1","3679","1.33","1.37"
"2019","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.43","1","6410","1.42","1.44"
"2019","1-Pers.- Haushalt","Laendlicher Raum","1.64","1.5","1384","1.62","1.66"
"2019","1-Pers.- Haushalt","Staedtischer Raum","1.68","1.5","3018","1.66","1.7"
"2019","Alleinerziehende","Laendlicher Raum","1.62","1.5","1414","1.6","1.64"
"2019","Alleinerziehende","Staedtischer Raum","1.77","1.5","2877","1.76","1.78"
"2019","Paar mit Kind(ern)","Laendlicher Raum","1.33","1","8951","1.32","1.34"
"2019","Paar mit Kind(ern)","Staedtischer Raum","1.42","1","18354","1.41","1.43"
"2019","Sonstige","Laendlicher Raum","1.34","1","527","1.3","1.38"
"2019","Sonstige","Staedtischer Raum","1.66","1.5","1243","1.64","1.68"
"2020","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.36","1","3561","1.34","1.38"
"2020","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.44","1","6832","1.43","1.45"
"2020","1-Pers.- Haushalt","Laendlicher Raum","1.66","1.5","1515","1.64","1.68"
"2020","1-Pers.- Haushalt","Staedtischer Raum","1.69","1.5","3915","1.68","1.7"
"2020","Alleinerziehende","Laendlicher Raum","1.63","1.5","1318","1.6","1.66"
"2020","Alleinerziehende","Staedtischer Raum","1.74","1.5","2969","1.73","1.75"
"2020","Paar mit Kind(ern)","Laendlicher Raum","1.34","1","8585","1.33","1.35"
"2020","Paar mit Kind(ern)","Staedtischer Raum","1.43","1","18900","1.42","1.44"
"2020","Sonstige","Laendlicher Raum","1.32","1","684","1.28","1.36"
"2020","Sonstige","Staedtischer Raum","1.64","1.5","1652","1.62","1.66"
