year,quintil_oecd,pli0081,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,2nd Quintile,Seldom,0.18367,1005,5142,0.17309,0.19426
2013,2nd Quintile,Never,0.03236,145,5142,0.02752,0.03719
2013,3rd Quintile,Daily,0.06993,401,4881,0.06277,0.07708
2013,3rd Quintile,At least once per week,0.31436,1935,4881,0.30133,0.32738
2013,3rd Quintile,At least once per month,0.24316,1467,4881,0.23113,0.25520
2013,3rd Quintile,Seldom,0.18148,982,4881,0.17066,0.19229
2013,3rd Quintile,Never,0.02273,96,4881,0.01855,0.02691
2013,4th Quintile,Daily,0.06481,379,4845,0.05787,0.07174
2013,4th Quintile,At least once per week,0.31386,1893,4845,0.30079,0.32692
2013,4th Quintile,At least once per month,0.28726,1586,4845,0.27452,0.30001
2013,4th Quintile,Seldom,0.17185,909,4845,0.16122,0.18247
2013,4th Quintile,Never,0.01878,78,4845,0.01496,0.02261
2013,5th Quintile,Daily,0.05059,304,5426,0.04476,0.05643
2013,5th Quintile,At least once per week,0.28019,1791,5426,0.26824,0.29214
2013,5th Quintile,At least once per month,0.32183,1966,5426,0.30940,0.33426
2013,5th Quintile,Seldom,0.21966,1285,5426,0.20864,0.23068
2013,5th Quintile,Never,0.01665,80,5426,0.01325,0.02006
2019,1st Quintile,Daily,0.06517,376,4388,0.05787,0.07248
2019,1st Quintile,At least once per week,0.26659,1545,4388,0.25350,0.27967
2019,1st Quintile,At least once per month,0.18283,1084,4388,0.17139,0.19426
2019,1st Quintile,Seldom,0.17981,1033,4388,0.16844,0.19117
2019,1st Quintile,Never,0.06293,350,4388,0.05575,0.07012
2019,2nd Quintile,Daily,0.06181,364,4749,0.05496,0.06866
2019,2nd Quintile,At least once per week,0.29710,1777,4749,0.28410,0.31010
2019,2nd Quintile,At least once per month,0.22190,1363,4749,0.21008,0.23372
2019,2nd Quintile,Seldom,0.20315,1061,4749,0.19171,0.21460
2019,2nd Quintile,Never,0.02987,184,4749,0.02503,0.03471
2019,3rd Quintile,Daily,0.05690,306,4498,0.05013,0.06367
2019,3rd Quintile,At least once per week,0.31027,1701,4498,0.29675,0.32379
2019,3rd Quintile,At least once per month,0.26651,1429,4498,0.25358,0.27943
2019,3rd Quintile,Seldom,0.17640,942,4498,0.16526,0.18754
2019,3rd Quintile,Never,0.02562,120,4498,0.02100,0.03024
2019,4th Quintile,Daily,0.05473,254,4253,0.04789,0.06156
2019,4th Quintile,At least once per week,0.30969,1631,4253,0.29579,0.32359
2019,4th Quintile,At least once per month,0.27900,1404,4253,0.26552,0.29248
2019,4th Quintile,Seldom,0.19365,882,4253,0.18177,0.20553
2019,4th Quintile,Never,0.01604,82,4253,0.01226,0.01981
2019,5th Quintile,Daily,0.04514,246,4771,0.03924,0.05103
2019,5th Quintile,At least once per week,0.31654,1655,4771,0.30334,0.32974
2019,5th Quintile,At least once per month,0.29947,1651,4771,0.28647,0.31247
2019,5th Quintile,Seldom,0.21566,1139,4771,0.20399,0.22733
2019,5th Quintile,Never,0.01819,80,4771,0.01440,0.02198
2021,1st Quintile,Daily,0.07350,289,3183,0.06443,0.08257
2021,1st Quintile,At least once per week,0.27311,1132,3183,0.25762,0.28859
2021,1st Quintile,At least once per month,0.19993,772,3183,0.18603,0.21383
2021,1st Quintile,Seldom,0.17253,760,3183,0.15940,0.18566
2021,1st Quintile,Never,0.04595,230,3183,0.03867,0.05322
2021,2nd Quintile,Daily,0.07302,278,3386,0.06425,0.08178
2021,2nd Quintile,At least once per week,0.29864,1306,3386,0.28322,0.31406
2021,2nd Quintile,At least once per month,0.22481,872,3386,0.21075,0.23887
2021,2nd Quintile,Seldom,0.18705,798,3386,0.17392,0.20019
2021,2nd Quintile,Never,0.02512,132,3386,0.01984,0.03039
2021,3rd Quintile,Daily,0.06632,249,3009,0.05743,0.07521
2021,3rd Quintile,At least once per week,0.34040,1197,3009,0.32347,0.35733
2021,3rd Quintile,At least once per month,0.22571,836,3009,0.21077,0.24065
2021,3rd Quintile,Seldom,0.15954,617,3009,0.14645,0.17262
2021,3rd Quintile,Never,0.02772,110,3009,0.02185,0.03359
2021,4th Quintile,Daily,0.07816,241,3241,0.06892,0.08741
2021,4th Quintile,At least once per week,0.36343,1396,3241,0.34687,0.38000
2021,4th Quintile,At least once per month,0.24780,931,3241,0.23294,0.26267
2021,4th Quintile,Seldom,0.16130,624,3241,0.14864,0.17397
2021,4th Quintile,Never,0.00971,49,3241,0.00633,0.01309
2021,5th Quintile,Daily,0.06430,259,4302,0.05697,0.07163
2021,5th Quintile,At least once per week,0.35597,1761,4302,0.34166,0.37028
2021,5th Quintile,At least once per month,0.26576,1310,4302,0.25256,0.27896
2021,5th Quintile,Seldom,0.17402,891,4302,0.16269,0.18535
2021,5th Quintile,Never,0.01791,81,4302,0.01394,0.02187
