year,pgisced97,pli0081,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Primary Level,Daily,0.14038,76,528,0.11072,0.17004
1995,Primary Level,At least once per week,0.36027,242,528,0.31928,0.40126
1995,Primary Level,At least once per month,0.22045,93,528,0.18506,0.25584
1995,Primary Level,Seldom,0.15966,70,528,0.12838,0.19093
1995,Primary Level,Never,0.09566,47,528,0.07055,0.12077
1995,Lower Secondary Level,Daily,0.10115,249,2476,0.08927,0.11303
1995,Lower Secondary Level,At least once per week,0.39774,1043,2476,0.37846,0.41703
1995,Lower Secondary Level,At least once per month,0.26146,628,2476,0.24415,0.27877
1995,Lower Secondary Level,Seldom,0.19293,445,2476,0.17739,0.20848
1995,Lower Secondary Level,Never,0.03860,111,2476,0.03101,0.04619
1995,Upper Secondary Level,Daily,0.07779,554,6686,0.07137,0.08421
1995,Upper Secondary Level,At least once per week,0.39060,2741,6686,0.37890,0.40229
1995,Upper Secondary Level,At least once per month,0.29444,1940,6686,0.28352,0.30537
1995,Upper Secondary Level,Seldom,0.20597,1296,6686,0.19628,0.21567
1995,Upper Secondary Level,Never,0.02370,155,6686,0.02005,0.02735
1995,Post-secondary Non-tertiary Level,At least once per week,0.35686,186,427,0.31136,0.40235
1995,Post-secondary Non-tertiary Level,At least once per month,0.31497,140,427,0.27086,0.35908
1995,Post-secondary Non-tertiary Level,Seldom,0.23431,101,427,0.19408,0.27453
1995,First Stage of Tertiary Education,Daily,0.05298,41,745,0.03689,0.06908
1995,First Stage of Tertiary Education,At least once per week,0.38368,301,745,0.34874,0.41863
1995,First Stage of Tertiary Education,At least once per month,0.31085,244,745,0.27759,0.34411
1995,First Stage of Tertiary Education,Seldom,0.23572,159,745,0.20522,0.26622
1995,Second Stage of Tertiary Education,Daily,0.03680,82,1749,0.02798,0.04563
1995,Second Stage of Tertiary Education,At least once per week,0.33641,606,1749,0.31426,0.35856
1995,Second Stage of Tertiary Education,At least once per month,0.34184,630,1749,0.31960,0.36408
1995,Second Stage of Tertiary Education,Seldom,0.25530,396,1749,0.23486,0.27575
1995,Second Stage of Tertiary Education,Never,0.02805,35,1749,0.02031,0.03579
1998,Pre-primary Level,At least once per week,0.30645,113,310,0.25505,0.35786
1998,Pre-primary Level,At least once per month,0.34887,113,310,0.29572,0.40201
1998,Pre-primary Level,Seldom,0.27901,84,310,0.22900,0.32902
1998,Primary Level,Daily,0.18373,92,426,0.14691,0.22055
1998,Primary Level,At least once per week,0.41652,206,426,0.36965,0.46339
1998,Primary Level,At least once per month,0.20412,76,426,0.16580,0.24244
1998,Primary Level,Seldom,0.15498,52,426,0.12058,0.18939
1998,Lower Secondary Level,Daily,0.11605,312,2522,0.10355,0.12855
1998,Lower Secondary Level,At least once per week,0.42549,1113,2522,0.40619,0.44479
1998,Lower Secondary Level,At least once per month,0.24545,596,2522,0.22865,0.26225
1998,Lower Secondary Level,Seldom,0.18090,440,2522,0.16587,0.19593
1998,Lower Secondary Level,Never,0.02415,61,2522,0.01816,0.03014
1998,Upper Secondary Level,Daily,0.07906,604,6971,0.07273,0.08540
1998,Upper Secondary Level,At least once per week,0.40778,2964,6971,0.39624,0.41932
1998,Upper Secondary Level,At least once per month,0.28983,2049,6971,0.27918,0.30049
1998,Upper Secondary Level,Seldom,0.19589,1251,6971,0.18657,0.20521
1998,Upper Secondary Level,Never,0.01812,103,6971,0.01499,0.02125
1998,Post-secondary Non-tertiary Level,Daily,0.05514,31,498,0.03507,0.07521
1998,Post-secondary Non-tertiary Level,At least once per week,0.41107,217,498,0.36781,0.45433
1998,Post-secondary Non-tertiary Level,At least once per month,0.32546,160,498,0.28427,0.36666
1998,Post-secondary Non-tertiary Level,Seldom,0.19414,90,498,0.15936,0.22891
1998,First Stage of Tertiary Education,Daily,0.05226,46,805,0.03688,0.06764
1998,First Stage of Tertiary Education,At least once per week,0.37360,323,805,0.34016,0.40704
1998,First Stage of Tertiary Education,At least once per month,0.33413,278,805,0.30153,0.36674
1998,First Stage of Tertiary Education,Seldom,0.20322,158,805,0.17540,0.23103
1998,Second Stage of Tertiary Education,Daily,0.04287,90,1966,0.03391,0.05183
1998,Second Stage of Tertiary Education,At least once per week,0.31635,661,1966,0.29579,0.33691
1998,Second Stage of Tertiary Education,At least once per month,0.36323,743,1966,0.34197,0.38450
1998,Second Stage of Tertiary Education,Seldom,0.25209,441,1966,0.23289,0.27128
1998,Second Stage of Tertiary Education,Never,0.02405,31,1966,0.01727,0.03082
2003,Pre-primary Level,Daily,0.07930,41,594,0.05755,0.10105
2003,Pre-primary Level,At least once per week,0.27560,180,594,0.23964,0.31156
2003,Pre-primary Level,At least once per month,0.30142,205,594,0.26449,0.33836
2003,Pre-primary Level,Seldom,0.27375,168,594,0.23786,0.30964
2003,Primary Level,Daily,0.10013,41,251,0.06292,0.13734
2003,Primary Level,At least once per week,0.44241,115,251,0.38084,0.50398
2003,Primary Level,At least once per month,0.19526,45,251,0.14612,0.24440
2003,Primary Level,Seldom,0.17927,50,251,0.13172,0.22682
2003,Lower Secondary Level,Daily,0.10803,299,2719,0.09636,0.11970
2003,Lower Secondary Level,At least once per week,0.41273,1151,2719,0.39422,0.43124
2003,Lower Secondary Level,At least once per month,0.23647,669,2719,0.22050,0.25244
2003,Lower Secondary Level,Seldom,0.19120,501,2719,0.17642,0.20598
2003,Lower Secondary Level,Never,0.04225,99,2719,0.03469,0.04982
2003,Upper Secondary Level,Daily,0.07073,806,11035,0.06594,0.07551
2003,Upper Secondary Level,At least once per week,0.40293,4567,11035,0.39378,0.41208
2003,Upper Secondary Level,At least once per month,0.29451,3355,11035,0.28600,0.30301
2003,Upper Secondary Level,Seldom,0.19732,2058,11035,0.18990,0.20475
2003,Upper Secondary Level,Never,0.02810,249,11035,0.02501,0.03118
2003,Post-secondary Non-tertiary Level,Daily,0.05611,57,1122,0.04264,0.06958
2003,Post-secondary Non-tertiary Level,At least once per week,0.40586,478,1122,0.37711,0.43461
2003,Post-secondary Non-tertiary Level,At least once per month,0.30842,368,1122,0.28139,0.33546
2003,Post-secondary Non-tertiary Level,Seldom,0.19040,219,1122,0.16742,0.21338
2003,First Stage of Tertiary Education,Daily,0.07268,132,1676,0.06025,0.08511
2003,First Stage of Tertiary Education,At least once per week,0.40272,657,1676,0.37924,0.42621
2003,First Stage of Tertiary Education,At least once per month,0.30968,546,1676,0.28754,0.33182
2003,First Stage of Tertiary Education,Seldom,0.17684,310,1676,0.15856,0.19511
2003,First Stage of Tertiary Education,Never,0.03097,31,1676,0.02267,0.03926
2003,Second Stage of Tertiary Education,Daily,0.04292,196,4336,0.03689,0.04895
2003,Second Stage of Tertiary Education,At least once per week,0.33215,1487,4336,0.31812,0.34617
2003,Second Stage of Tertiary Education,At least once per month,0.34855,1551,4336,0.33436,0.36273
2003,Second Stage of Tertiary Education,Seldom,0.24069,1019,4336,0.22797,0.25342
2003,Second Stage of Tertiary Education,Never,0.03202,83,4336,0.02678,0.03726
2008,Pre-primary Level,At least once per week,0.18513,99,326,0.14290,0.22736
2008,Pre-primary Level,At least once per month,0.20600,134,326,0.16203,0.24997
2008,Pre-primary Level,Seldom,0.15894,93,326,0.11919,0.19869
2008,Primary Level,Daily,0.13852,31,169,0.08629,0.19076
2008,Primary Level,At least once per week,0.36225,74,169,0.28957,0.43493
2008,Primary Level,At least once per month,0.21960,33,169,0.15700,0.28220
2008,Primary Level,Seldom,0.19371,31,169,0.13395,0.25348
2008,Lower Secondary Level,Daily,0.11141,244,2005,0.09763,0.12518
2008,Lower Secondary Level,At least once per week,0.39513,827,2005,0.37372,0.41653
2008,Lower Secondary Level,At least once per month,0.22387,484,2005,0.20562,0.24212
2008,Lower Secondary Level,Seldom,0.20044,384,2005,0.18291,0.21797
2008,Lower Secondary Level,Never,0.04207,66,2005,0.03328,0.05086
2008,Upper Secondary Level,Daily,0.08213,834,9681,0.07666,0.08760
2008,Upper Secondary Level,At least once per week,0.38520,3837,9681,0.37551,0.39490
2008,Upper Secondary Level,At least once per month,0.28479,2827,9681,0.27580,0.29378
2008,Upper Secondary Level,Seldom,0.21537,1980,9681,0.20718,0.22356
2008,Upper Secondary Level,Never,0.02581,203,9681,0.02265,0.02897
2008,Post-secondary Non-tertiary Level,Daily,0.05181,63,1064,0.03848,0.06513
2008,Post-secondary Non-tertiary Level,At least once per week,0.41696,445,1064,0.38732,0.44660
2008,Post-secondary Non-tertiary Level,At least once per month,0.29300,332,1064,0.26563,0.32036
2008,Post-secondary Non-tertiary Level,Seldom,0.20335,224,1064,0.17915,0.22754
2008,First Stage of Tertiary Education,Daily,0.07188,104,1383,0.05826,0.08550
2008,First Stage of Tertiary Education,At least once per week,0.36810,523,1383,0.34268,0.39353
2008,First Stage of Tertiary Education,At least once per month,0.32921,467,1383,0.30443,0.35398
2008,First Stage of Tertiary Education,Seldom,0.19887,289,1383,0.17782,0.21991
2008,Second Stage of Tertiary Education,Daily,0.04173,220,4181,0.03567,0.04779
2008,Second Stage of Tertiary Education,At least once per week,0.31609,1389,4181,0.30199,0.33018
2008,Second Stage of Tertiary Education,At least once per month,0.36023,1510,4181,0.34567,0.37478
2008,Second Stage of Tertiary Education,Seldom,0.25627,999,4181,0.24303,0.26950
2008,Second Stage of Tertiary Education,Never,0.02375,63,4181,0.01913,0.02836
2013,Pre-primary Level,At least once per week,0.12095,130,410,0.08935,0.15255
2013,Pre-primary Level,At least once per month,0.16264,165,410,0.12687,0.19840
2013,Pre-primary Level,Seldom,0.13235,115,410,0.09950,0.16519
2013,Primary Level,Daily,0.09099,46,300,0.05839,0.12359
2013,Primary Level,At least once per week,0.23162,119,300,0.18380,0.27944
2013,Primary Level,At least once per month,0.15469,69,300,0.11370,0.19568
2013,Primary Level,Seldom,0.12786,66,300,0.09001,0.16571
2013,Lower Secondary Level,Daily,0.08238,284,2580,0.07177,0.09299
2013,Lower Secondary Level,At least once per week,0.32368,1024,2580,0.30562,0.34173
2013,Lower Secondary Level,At least once per month,0.20376,627,2580,0.18822,0.21931
2013,Lower Secondary Level,Seldom,0.17114,530,2580,0.15660,0.18568
2013,Lower Secondary Level,Never,0.03484,115,2580,0.02776,0.04192
2013,Upper Secondary Level,Daily,0.08067,1098,12366,0.07587,0.08547
2013,Upper Secondary Level,At least once per week,0.33918,4895,12366,0.33084,0.34753
2013,Upper Secondary Level,At least once per month,0.27105,3533,12366,0.26321,0.27888
2013,Upper Secondary Level,Seldom,0.20476,2495,12366,0.19765,0.21187
2013,Upper Secondary Level,Never,0.03332,345,12366,0.03015,0.03648
2013,Post-secondary Non-tertiary Level,Daily,0.04522,118,1769,0.03554,0.05491
2013,Post-secondary Non-tertiary Level,At least once per week,0.32799,723,1769,0.30611,0.34988
2013,Post-secondary Non-tertiary Level,At least once per month,0.26272,548,1769,0.24221,0.28324
2013,Post-secondary Non-tertiary Level,Seldom,0.17802,342,1769,0.16019,0.19585
2013,Post-secondary Non-tertiary Level,Never,0.02614,38,1769,0.01871,0.03358
2013,First Stage of Tertiary Education,Daily,0.06198,113,1640,0.05030,0.07365
2013,First Stage of Tertiary Education,At least once per week,0.37232,666,1640,0.34891,0.39572
2013,First Stage of Tertiary Education,At least once per month,0.32600,540,1640,0.30330,0.34869
2013,First Stage of Tertiary Education,Seldom,0.19298,321,1640,0.17388,0.21209
2013,Second Stage of Tertiary Education,Daily,0.04323,301,5809,0.03800,0.04846
2013,Second Stage of Tertiary Education,At least once per week,0.28647,1920,5809,0.27484,0.29810
2013,Second Stage of Tertiary Education,At least once per month,0.32681,2122,5809,0.31474,0.33887
2013,Second Stage of Tertiary Education,Seldom,0.23883,1371,5809,0.22786,0.24979
2013,Second Stage of Tertiary Education,Never,0.01688,95,5809,0.01357,0.02019
2019,Pre-primary Level,At least once per week,0.19277,101,295,0.14768,0.23786
2019,Pre-primary Level,At least once per month,0.18381,107,295,0.13954,0.22809
2019,Pre-primary Level,Seldom,0.17771,87,295,0.13401,0.22140
2019,Primary Level,Daily,0.09718,46,389,0.06771,0.12665
2019,Primary Level,At least once per week,0.34913,137,389,0.30170,0.39656
2019,Primary Level,At least once per month,0.16491,81,389,0.12798,0.20183
2019,Primary Level,Seldom,0.14825,84,389,0.11289,0.18361
2019,Primary Level,Never,0.09999,41,389,0.07014,0.12984
2019,Lower Secondary Level,Daily,0.09877,230,2414,0.08686,0.11067
2019,Lower Secondary Level,At least once per week,0.36348,920,2414,0.34429,0.38267
2019,Lower Secondary Level,At least once per month,0.23833,622,2414,0.22133,0.25533
2019,Lower Secondary Level,Seldom,0.20357,521,2414,0.18751,0.21964
2019,Lower Secondary Level,Never,0.04696,121,2414,0.03852,0.05541
2019,Upper Secondary Level,Daily,0.07397,856,11099,0.06910,0.07883
2019,Upper Secondary Level,At least once per week,0.36975,4268,11099,0.36077,0.37873
2019,Upper Secondary Level,At least once per month,0.28159,3250,11099,0.27323,0.28996
2019,Upper Secondary Level,Seldom,0.22478,2301,11099,0.21701,0.23255
2019,Upper Secondary Level,Never,0.04185,424,11099,0.03812,0.04557
2019,Post-secondary Non-tertiary Level,Daily,0.07201,134,2176,0.06115,0.08287
2019,Post-secondary Non-tertiary Level,At least once per week,0.36600,840,2176,0.34576,0.38625
2019,Post-secondary Non-tertiary Level,At least once per month,0.29196,668,2176,0.27285,0.31107
2019,Post-secondary Non-tertiary Level,Seldom,0.23864,469,2176,0.22073,0.25656
2019,Post-secondary Non-tertiary Level,Never,0.02720,65,2176,0.02036,0.03404
2019,First Stage of Tertiary Education,Daily,0.06914,130,1658,0.05692,0.08135
2019,First Stage of Tertiary Education,At least once per week,0.37810,656,1658,0.35475,0.40145
2019,First Stage of Tertiary Education,At least once per month,0.28309,501,1658,0.26139,0.30478
2019,First Stage of Tertiary Education,Seldom,0.24906,337,1658,0.22824,0.26989
2019,First Stage of Tertiary Education,Never,0.01660,34,1658,0.01045,0.02275
2019,Second Stage of Tertiary Education,Daily,0.03566,320,7011,0.03132,0.04001
2019,Second Stage of Tertiary Education,At least once per week,0.31378,2324,7011,0.30292,0.32465
2019,Second Stage of Tertiary Education,At least once per month,0.36724,2475,7011,0.35596,0.37853
2019,Second Stage of Tertiary Education,Seldom,0.24958,1730,7011,0.23945,0.25971
2019,Second Stage of Tertiary Education,Never,0.02564,162,7011,0.02194,0.02934
2021,Pre-primary Level,At least once per week,0.14348,69,178,0.09183,0.19512
2021,Pre-primary Level,At least once per month,0.20827,57,178,0.14844,0.26809
2021,Pre-primary Level,Seldom,0.14002,52,178,0.08890,0.19115
2021,Primary Level,At least once per week,0.27923,71,168,0.21119,0.34728
2021,Primary Level,At least once per month,0.13265,39,168,0.08121,0.18410
2021,Primary Level,Seldom,0.19609,58,168,0.13587,0.25631
2021,Lower Secondary Level,Daily,0.12072,175,1374,0.10349,0.13796
2021,Lower Secondary Level,At least once per week,0.33482,490,1374,0.30986,0.35978
2021,Lower Secondary Level,At least once per month,0.25374,350,1374,0.23073,0.27676
2021,Lower Secondary Level,Seldom,0.20400,291,1374,0.18269,0.22532
2021,Lower Secondary Level,Never,0.03608,68,1374,0.02622,0.04595
2021,Upper Secondary Level,Daily,0.09715,602,6955,0.09019,0.10411
2021,Upper Secondary Level,At least once per week,0.40525,2974,6955,0.39371,0.41679
2021,Upper Secondary Level,At least once per month,0.26488,1800,6955,0.25451,0.27526
2021,Upper Secondary Level,Seldom,0.19047,1329,6955,0.18125,0.19970
2021,Upper Secondary Level,Never,0.03558,250,6955,0.03122,0.03993
2021,Post-secondary Non-tertiary Level,Daily,0.09413,120,1533,0.07951,0.10875
2021,Post-secondary Non-tertiary Level,At least once per week,0.42424,667,1533,0.39949,0.44899
2021,Post-secondary Non-tertiary Level,At least once per month,0.25236,366,1533,0.23061,0.27412
2021,Post-secondary Non-tertiary Level,Seldom,0.20300,334,1533,0.18286,0.22314
2021,Post-secondary Non-tertiary Level,Never,0.02233,46,1533,0.01493,0.02973
2021,First Stage of Tertiary Education,Daily,0.08436,77,981,0.06696,0.10176
2021,First Stage of Tertiary Education,At least once per week,0.44897,471,981,0.41783,0.48011
2021,First Stage of Tertiary Education,At least once per month,0.26638,266,981,0.23870,0.29405
2021,First Stage of Tertiary Education,Seldom,0.17964,167,981,0.15561,0.20368
2021,Second Stage of Tertiary Education,Daily,0.05249,267,5303,0.04649,0.05849
2021,Second Stage of Tertiary Education,At least once per week,0.35855,1869,5303,0.34564,0.37146
2021,Second Stage of Tertiary Education,At least once per month,0.32162,1685,5303,0.30904,0.33419
2021,Second Stage of Tertiary Education,Seldom,0.23384,1318,5303,0.22245,0.24524
2021,Second Stage of Tertiary Education,Never,0.02584,164,5303,0.02157,0.03011
