"hlf0633","year","quintil","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"2","2018","3","Laendlicher Raum","95","0.0994225432766654","0.0823350476767014","0.116510038876629"
"2","2018","4","Staedtischer Raum","315","0.100425161762305","0.0899356043045182","0.110914719220092"
"2","2018","4","Laendlicher Raum","169","","",""
"2","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"2","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"3","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"3","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"3","2018","2","Staedtischer Raum","207","","",""
"3","2018","2","Laendlicher Raum","116","","",""
"3","2018","3","Staedtischer Raum","215","","",""
"3","2018","3","Laendlicher Raum","126","","",""
"3","2018","4","Staedtischer Raum","333","0.111729705904134","0.100735239828077","0.122724171980191"
"3","2018","4","Laendlicher Raum","139","","",""
"3","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"3","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"4","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"4","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"4","2018","2","Staedtischer Raum","197","","",""
"4","2018","2","Laendlicher Raum","112","","",""
"4","2018","3","Staedtischer Raum","213","","",""
"4","2018","3","Laendlicher Raum","138","","",""
"4","2018","4","Staedtischer Raum","309","0.086525323910687","0.0767137852502196","0.0963368625711545"
"4","2018","4","Laendlicher Raum","119","","",""
"4","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"4","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"5","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"5","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"5","2018","2","Staedtischer Raum","626","0.201308672082585","0.187582028952077","0.215035315213094"
"5","2018","2","Laendlicher Raum","281","","",""
"5","2018","3","Staedtischer Raum","518","0.211828523103838","0.19617666701502","0.227480379192656"
"5","2018","3","Laendlicher Raum","248","","",""
"5","2018","4","Staedtischer Raum","538","0.181945101228172","0.168480960110495","0.195409242345849"
"5","2018","4","Laendlicher Raum","194","","",""
"5","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"5","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"6","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"6","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"6","2018","2","Staedtischer Raum","261","","",""
"6","2018","2","Laendlicher Raum","120","","",""
"6","2018","3","Staedtischer Raum","226","","",""
"6","2018","3","Laendlicher Raum","89","0.0586010182120223","0.0451883590383041","0.0720136773857404"
"6","2018","4","Staedtischer Raum","231","","",""
"6","2018","4","Laendlicher Raum","116","","",""
"6","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"6","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"7","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"7","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"7","2018","2","Staedtischer Raum","345","0.106860837948383","0.0962850564277424","0.117436619469024"
"7","2018","2","Laendlicher Raum","139","","",""
"7","2018","3","Staedtischer Raum","281","","",""
"7","2018","3","Laendlicher Raum","82","0.0705865399891354","0.0559600246227135","0.0852130553555574"
"7","2018","4","Staedtischer Raum","234","","",""
"7","2018","4","Laendlicher Raum","77","0.095261249942996","0.0789473560052873","0.111575143880705"
"7","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"7","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"8","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"8","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"8","2018","2","Staedtischer Raum","336","0.0787298390344044","0.0695103510919428","0.0879493269768659"
"8","2018","2","Laendlicher Raum","101","","",""
"8","2018","3","Staedtischer Raum","261","","",""
"8","2018","3","Laendlicher Raum","108","","",""
"8","2018","4","Staedtischer Raum","140","","",""
"8","2018","4","Laendlicher Raum","41","0.0377969485558205","0.0271995410302599","0.0483943560813812"
"8","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"8","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"9","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"9","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"9","2018","2","Staedtischer Raum","138","","",""
"9","2018","2","Laendlicher Raum","38","0.0157805404833395","0.00913012120000026","0.0224309597666788"
"9","2018","3","Staedtischer Raum","79","0.0245878480565659","0.018655623105746","0.0305200730073857"
"9","2018","3","Laendlicher Raum","19","","",""
"9","2018","4","Staedtischer Raum","34","0.0080562564754577","0.00493645176337784","0.0111760611875376"
"9","2018","4","Laendlicher Raum","11","","",""
"9","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"9","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"10","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"10","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"10","2018","2","Staedtischer Raum","307","0.0907110503818446","0.0808794397410035","0.100542661022686"
"10","2018","2","Laendlicher Raum","54","0.0374675941722737","0.0273336688427405","0.0476015195018069"
"10","2018","3","Staedtischer Raum","85","0.0256288075009884","0.0195755424967104","0.0316820725052664"
"10","2018","3","Laendlicher Raum","15","","",""
"10","2018","4","Staedtischer Raum","21","","",""
"10","2018","4","Laendlicher Raum","8","0.00210399799315179","-0.000442264675474702","0.00465026066177828"
"10","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"10","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"0","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"0","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"0","2019","2","Staedtischer Raum","","","",""
"0","2019","2","Laendlicher Raum","","","",""
"0","2019","3","Staedtischer Raum","","","",""
"0","2019","3","Laendlicher Raum","","","",""
"0","2019","4","Staedtischer Raum","","","",""
"0","2019","4","Laendlicher Raum","","","",""
"0","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"0","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"1","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"1","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"1","2019","2","Staedtischer Raum","","","",""
"1","2019","2","Laendlicher Raum","","","",""
"1","2019","3","Staedtischer Raum","","","",""
"1","2019","3","Laendlicher Raum","","","",""
"1","2019","4","Staedtischer Raum","","","",""
"1","2019","4","Laendlicher Raum","","","",""
"1","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"1","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"2","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"2","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"2","2019","2","Staedtischer Raum","","","",""
"2","2019","2","Laendlicher Raum","","","",""
"2","2019","3","Staedtischer Raum","","","",""
"2","2019","3","Laendlicher Raum","","","",""
"2","2019","4","Staedtischer Raum","","","",""
"2","2019","4","Laendlicher Raum","","","",""
"2","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"2","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"3","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"3","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"3","2019","2","Staedtischer Raum","","","",""
"3","2019","2","Laendlicher Raum","","","",""
"3","2019","3","Staedtischer Raum","","","",""
"3","2019","3","Laendlicher Raum","","","",""
"3","2019","4","Staedtischer Raum","","","",""
"3","2019","4","Laendlicher Raum","","","",""
"3","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"3","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"4","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"4","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"4","2019","2","Staedtischer Raum","","","",""
"4","2019","2","Laendlicher Raum","","","",""
"4","2019","3","Staedtischer Raum","","","",""
"4","2019","3","Laendlicher Raum","","","",""
"4","2019","4","Staedtischer Raum","","","",""
"4","2019","4","Laendlicher Raum","","","",""
"4","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"4","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"5","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"5","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"5","2019","2","Staedtischer Raum","","","",""
"5","2019","2","Laendlicher Raum","","","",""
"5","2019","3","Staedtischer Raum","","","",""
"5","2019","3","Laendlicher Raum","","","",""
"5","2019","4","Staedtischer Raum","","","",""
"5","2019","4","Laendlicher Raum","","","",""
"5","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"5","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"6","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"6","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"6","2019","2","Staedtischer Raum","","","",""
"6","2019","2","Laendlicher Raum","","","",""
"6","2019","3","Staedtischer Raum","","","",""
"6","2019","3","Laendlicher Raum","","","",""
"6","2019","4","Staedtischer Raum","","","",""
"6","2019","4","Laendlicher Raum","","","",""
"6","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"6","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"7","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"7","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"7","2019","2","Staedtischer Raum","","","",""
"7","2019","2","Laendlicher Raum","","","",""
"7","2019","3","Staedtischer Raum","","","",""
"7","2019","3","Laendlicher Raum","","","",""
"7","2019","4","Staedtischer Raum","","","",""
"7","2019","4","Laendlicher Raum","","","",""
"7","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"7","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"8","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"8","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"8","2019","2","Staedtischer Raum","","","",""
"8","2019","2","Laendlicher Raum","","","",""
"8","2019","3","Staedtischer Raum","","","",""
"8","2019","3","Laendlicher Raum","","","",""
"8","2019","4","Staedtischer Raum","","","",""
"8","2019","4","Laendlicher Raum","","","",""
"8","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"8","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"9","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"9","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"9","2019","2","Staedtischer Raum","","","",""
"9","2019","2","Laendlicher Raum","","","",""
"9","2019","3","Staedtischer Raum","","","",""
"9","2019","3","Laendlicher Raum","","","",""
"9","2019","4","Staedtischer Raum","","","",""
"9","2019","4","Laendlicher Raum","","","",""
"9","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"9","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"10","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"10","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"10","2019","2","Staedtischer Raum","","","",""
"10","2019","2","Laendlicher Raum","","","",""
"10","2019","3","Staedtischer Raum","","","",""
"10","2019","3","Laendlicher Raum","","","",""
"10","2019","4","Staedtischer Raum","","","",""
"10","2019","4","Laendlicher Raum","","","",""
"10","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"10","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"0","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"0","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"0","2020","2","Staedtischer Raum","250","","",""
"0","2020","2","Laendlicher Raum","132","","",""
"0","2020","3","Staedtischer Raum","252","","",""
"0","2020","3","Laendlicher Raum","206","","",""
"0","2020","4","Staedtischer Raum","660","0.2105615352098","0.197149873966838","0.223973196452761"
"0","2020","4","Laendlicher Raum","358","0.241008383315912","0.219471823142609","0.262544943489215"
"0","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"0","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"1","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"1","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"1","2020","2","Staedtischer Raum","79","0.0375069969431061","0.0293690530853727","0.0456449408008395"
"1","2020","2","Laendlicher Raum","51","0.0642748460295473","0.0491727216432439","0.0793769704158507"
"1","2020","3","Staedtischer Raum","142","","",""
"1","2020","3","Laendlicher Raum","70","0.0785687064240534","0.0625587738760933","0.0945786389720134"
"1","2020","4","Staedtischer Raum","307","0.109233944253596","0.0989728293268359","0.119495059180355"
"1","2020","4","Laendlicher Raum","135","","",""
"1","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"1","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"2","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"2","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"2","2020","2","Staedtischer Raum","144","","",""
"2","2020","2","Laendlicher Raum","79","0.089787767433071","0.0721832838942033","0.107392250971939"
"2","2020","3","Staedtischer Raum","224","","",""
"2","2020","3","Laendlicher Raum","108","","",""
"2","2020","4","Staedtischer Raum","323","0.0963730374505101","0.0866655625000029","0.106080512401017"
"2","2020","4","Laendlicher Raum","136","","",""
"2","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"2","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"3","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"3","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"3","2020","2","Staedtischer Raum","154","","",""
"3","2020","2","Laendlicher Raum","100","","",""
"3","2020","3","Staedtischer Raum","188","","",""
"3","2020","3","Laendlicher Raum","96","0.0832033887894533","0.0667695043368664","0.0996372732420402"
"3","2020","4","Staedtischer Raum","355","0.104949814951374","0.0948677742486046","0.115031855654144"
"3","2020","4","Laendlicher Raum","162","","",""
"3","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"3","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"4","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"4","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"4","2020","2","Staedtischer Raum","134","","",""
"4","2020","2","Laendlicher Raum","75","0.081167906832615","0.0643507095261703","0.0979851041390597"
"4","2020","3","Staedtischer Raum","178","","",""
"4","2020","3","Laendlicher Raum","96","0.0488320852736443","0.0360083526867892","0.0616558178604995"
"4","2020","4","Staedtischer Raum","327","0.115216389808666","0.10471348134419","0.125719298273142"
"4","2020","4","Laendlicher Raum","131","","",""
"4","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"4","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"5","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"5","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"5","2020","2","Staedtischer Raum","487","0.232130986211228","0.214048011209504","0.250213961212952"
"5","2020","2","Laendlicher Raum","177","","",""
"5","2020","3","Staedtischer Raum","472","0.200862986817523","0.184432114437776","0.217293859197271"
"5","2020","3","Laendlicher Raum","237","","",""
"5","2020","4","Staedtischer Raum","683","0.149029507087853","0.137314911574526","0.160744102601181"
"5","2020","4","Laendlicher Raum","258","","",""
"5","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"5","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"6","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"6","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"6","2020","2","Staedtischer Raum","196","","",""
"6","2020","2","Laendlicher Raum","98","0.127242861078737","0.106721470505198","0.147764251652276"
"6","2020","3","Staedtischer Raum","183","","",""
"6","2020","3","Laendlicher Raum","68","0.0569893080588402","0.0431953715607628","0.0707832445569176"
"6","2020","4","Staedtischer Raum","314","0.081984954471153","0.0729603974384544","0.0910095115038515"
"6","2020","4","Laendlicher Raum","98","0.0626101818664773","0.050411177880338","0.0748091858526166"
"6","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"6","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"7","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"7","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"7","2020","2","Staedtischer Raum","257","","",""
"7","2020","2","Laendlicher Raum","110","","",""
"7","2020","3","Staedtischer Raum","309","0.0973776249918066","0.0852190500007245","0.109536199982889"
"7","2020","3","Laendlicher Raum","71","0.0911442490149807","0.0740186671086974","0.108269830921264"
"7","2020","4","Staedtischer Raum","280","","",""
"7","2020","4","Laendlicher Raum","111","","",""
"7","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"7","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"8","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"8","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"8","2020","2","Staedtischer Raum","198","","",""
"8","2020","2","Laendlicher Raum","97","0.10327531890223","0.0845352491806393","0.12201538862382"
