year,bula_h,hhtyp,hlc0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Thuringa,Couple without children,No,0.95696,177,177,0.92697,0.98694
2016,Thuringa,Couple with children,No,0.96466,145,145,0.93451,0.99482
2017,Schleswig-Holstein,Single-person household,No,0.98875,128,128,0.97040,1.00709
2017,Schleswig-Holstein,Couple without children,No,0.96421,155,155,0.93487,0.99355
2017,Schleswig-Holstein,Couple with children,No,0.93478,190,190,0.89957,0.96998
2017,Hamburg,Single-person household,No,0.97320,72,72,0.93564,1.01077
2017,Hamburg,Couple without children,No,0.97400,84,84,0.93976,1.00824
2017,Hamburg,Couple with children,No,0.99749,94,94,0.98732,1.00766
2017,Lower Saxony,Single-person household,No,0.98650,344,344,0.97429,0.99871
2017,Lower Saxony,Couple without children,No,0.97934,453,453,0.96623,0.99245
2017,Lower Saxony,Single parent,No,0.98224,159,159,0.96165,1.00284
2017,Lower Saxony,Couple with children,No,0.96442,516,516,0.94842,0.98042
2017,Bremen,Single-person household,No,0.99120,37,37,0.96070,1.02171
2017,Bremen,Couple with children,No,0.98605,36,36,0.94721,1.02490
2017,North Rhine-Westphalia,Single-person household,No,0.99230,685,685,0.98574,0.99885
2017,North Rhine-Westphalia,Couple without children,No,0.98773,887,887,0.98048,0.99498
2017,North Rhine-Westphalia,Single parent,No,0.98716,314,314,0.97468,0.99963
2017,North Rhine-Westphalia,Couple with children,No,0.97788,1155,1155,0.96940,0.98637
2017,North Rhine-Westphalia,Other Combinations,No,0.99521,64,64,0.97816,1.01226
2017,Hesse,Single-person household,No,0.98824,233,233,0.97437,1.00211
2017,Hesse,Couple without children,No,0.97956,273,273,0.96274,0.99638
2017,Hesse,Single parent,No,0.92747,106,106,0.87786,0.97708
2017,Hesse,Couple with children,No,0.98424,372,372,0.97157,0.99692
2017,Hesse,Other Combinations,No,0.97008,32,32,0.91010,1.03005
2017,"Rhineland-Palatinate, Saarland",Single-person household,No,0.98030,211,211,0.96150,0.99910
2017,"Rhineland-Palatinate, Saarland",Couple without children,No,0.98279,249,249,0.96660,0.99898
2017,"Rhineland-Palatinate, Saarland",Single parent,No,0.92261,77,77,0.86253,0.98268
2017,"Rhineland-Palatinate, Saarland",Couple with children,No,0.99450,290,290,0.98598,1.00303
2017,Baden-Wuerttemberg,Single-person household,No,0.99721,372,372,0.99184,1.00258
2017,Baden-Wuerttemberg,Couple without children,No,0.97462,479,479,0.96053,0.98872
2017,Baden-Wuerttemberg,Single parent,No,0.96799,132,132,0.93784,0.99813
2017,Baden-Wuerttemberg,Couple with children,Yes,0.02953,35,688,0.01687,0.04218
2017,Baden-Wuerttemberg,Couple with children,No,0.97047,653,688,0.95782,0.98313
2017,Bavaria,Single-person household,No,0.98527,574,574,0.97541,0.99514
2017,Bavaria,Couple without children,No,0.97917,687,687,0.96848,0.98986
2017,Bavaria,Single parent,No,0.97576,236,236,0.95609,0.99542
2017,Bavaria,Couple with children,Yes,0.05502,46,906,0.04016,0.06987
2017,Bavaria,Couple with children,No,0.94498,860,906,0.93013,0.95984
2017,Berlin,Single-person household,No,0.96502,243,243,0.94188,0.98817
2017,Berlin,Couple without children,No,0.94712,176,176,0.91397,0.98028
2017,Berlin,Single parent,No,0.96831,65,65,0.92539,1.01123
2017,Berlin,Couple with children,No,0.93608,135,135,0.89466,0.97750
2017,Brandenburg,Single-person household,No,0.98886,151,151,0.97206,1.00566
2017,Brandenburg,Couple without children,No,0.99156,226,226,0.97961,1.00351
2017,Brandenburg,Single parent,No,0.93106,53,53,0.86220,0.99992
2017,Brandenburg,Couple with children,No,0.97395,162,162,0.94934,0.99855
2017,Mecklenburg-Western Pomerania,Single-person household,No,0.99260,118,118,0.97708,1.00813
2017,Mecklenburg-Western Pomerania,Couple without children,No,0.98966,111,111,0.97075,1.00856
2017,Mecklenburg-Western Pomerania,Single parent,No,0.98437,36,36,0.94326,1.02547
2017,Mecklenburg-Western Pomerania,Couple with children,No,0.97398,87,87,0.94033,1.00763
2017,Saxony,Single-person household,No,0.97433,263,263,0.95518,0.99348
2017,Saxony,Couple without children,No,0.98481,312,312,0.97121,0.99840
2017,Saxony,Single parent,No,0.98907,93,93,0.96783,1.01032
2017,Saxony,Couple with children,No,0.96914,268,268,0.94839,0.98988
2017,Saxony-Anhalt,Single-person household,No,0.98776,148,148,0.96999,1.00554
2017,Saxony-Anhalt,Couple without children,No,0.99138,190,190,0.97821,1.00456
2017,Saxony-Anhalt,Single parent,No,0.98328,72,72,0.95345,1.01310
2017,Saxony-Anhalt,Couple with children,No,0.96938,136,136,0.94032,0.99844
2017,Thuringa,Couple without children,No,0.97006,191,191,0.94583,0.99430
2017,Thuringa,Couple with children,No,0.98499,161,161,0.96615,1.00383
2018,Schleswig-Holstein,Single-person household,No,0.96996,126,126,0.94003,0.99988
2018,Schleswig-Holstein,Couple with children,No,0.99017,194,194,0.97625,1.00409
2018,Hamburg,Single-person household,No,0.99685,85,85,0.98486,1.00884
2018,Hamburg,Couple without children,No,0.98524,92,92,0.96046,1.01002
2018,Hamburg,Single parent,No,0.94187,38,38,0.86648,1.01727
2018,Hamburg,Couple with children,No,0.90659,93,93,0.84712,0.96605
2018,Lower Saxony,Single-person household,No,0.97841,352,352,0.96320,0.99361
2018,Lower Saxony,Couple without children,No,0.98656,439,439,0.97578,0.99735
2018,Lower Saxony,Single parent,No,0.96243,138,138,0.93058,0.99427
2018,Lower Saxony,Couple with children,No,0.98498,484,484,0.97414,0.99583
2018,Bremen,Couple with children,No,0.98615,41,41,0.94993,1.02237
2018,North Rhine-Westphalia,Single-person household,No,0.98388,726,726,0.97471,0.99305
2018,North Rhine-Westphalia,Couple without children,No,0.97857,885,885,0.96902,0.98811
2018,North Rhine-Westphalia,Single parent,No,0.98798,320,320,0.97602,0.99994
2018,North Rhine-Westphalia,Couple with children,No,0.97216,1097,1097,0.96242,0.98190
2018,Hesse,Single-person household,No,0.98385,245,245,0.96803,0.99966
2018,Hesse,Couple without children,No,0.97789,263,263,0.96009,0.99570
2018,Hesse,Single parent,No,0.90811,104,104,0.85232,0.96390
2018,Hesse,Couple with children,No,0.94124,324,324,0.91560,0.96689
2018,"Rhineland-Palatinate, Saarland",Single-person household,No,0.97522,225,225,0.95487,0.99558
2018,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99147,252,252,0.98009,1.00285
2018,"Rhineland-Palatinate, Saarland",Couple with children,No,0.97023,279,279,0.95025,0.99021
2018,Baden-Wuerttemberg,Single-person household,No,0.99006,363,363,0.97984,1.00028
2018,Baden-Wuerttemberg,Couple without children,No,0.98177,457,457,0.96949,0.99405
2018,Baden-Wuerttemberg,Single parent,No,0.99326,124,124,0.97880,1.00772
2018,Baden-Wuerttemberg,Couple with children,Yes,0.03578,31,627,0.02123,0.05034
2018,Baden-Wuerttemberg,Couple with children,No,0.96422,596,627,0.94966,0.97877
2018,Bavaria,Single-person household,No,0.98389,591,591,0.97373,0.99405
2018,Bavaria,Couple without children,No,0.97470,652,652,0.96263,0.98676
2018,Bavaria,Single parent,No,0.98525,235,235,0.96980,1.00069
2018,Bavaria,Couple with children,Yes,0.02858,33,833,0.01725,0.03990
2018,Bavaria,Couple with children,No,0.97142,800,833,0.96010,0.98275
2018,Berlin,Single-person household,No,0.97767,274,274,0.96014,0.99520
2018,Berlin,Couple without children,No,0.95616,173,173,0.92556,0.98676
2018,Berlin,Single parent,No,0.95817,63,63,0.90833,1.00800
2018,Berlin,Couple with children,No,0.97798,139,139,0.95349,1.00246
2018,Brandenburg,Single-person household,No,0.98988,173,173,0.97491,1.00484
2018,Brandenburg,Couple without children,No,0.95007,224,224,0.92149,0.97866
2018,Brandenburg,Couple with children,No,0.98156,161,161,0.96071,1.00241
2018,Mecklenburg-Western Pomerania,Single-person household,No,0.99850,125,125,0.99169,1.00531
2018,Mecklenburg-Western Pomerania,Couple without children,No,0.98431,118,118,0.96180,1.00683
2018,Mecklenburg-Western Pomerania,Couple with children,No,0.98518,92,92,0.96036,1.01001
2018,Saxony,Single-person household,No,0.99069,283,283,0.97947,1.00190
2018,Saxony,Couple without children,No,0.96720,310,310,0.94734,0.98706
2018,Saxony,Single parent,No,0.99258,92,92,0.97494,1.01021
2018,Saxony,Couple with children,No,0.94801,256,256,0.92076,0.97526
2018,Saxony-Anhalt,Single-person household,No,0.99186,171,171,0.97835,1.00537
2018,Saxony-Anhalt,Couple without children,No,0.97473,178,178,0.95161,0.99785
2018,Saxony-Anhalt,Single parent,No,0.96885,67,67,0.92694,1.01076
2018,Saxony-Anhalt,Couple with children,No,0.99065,137,137,0.97447,1.00682
2018,Thuringa,Couple without children,No,0.97137,189,189,0.94753,0.99521
2018,Thuringa,Single parent,No,0.99720,52,52,0.98270,1.01170
2018,Thuringa,Couple with children,No,0.98059,151,151,0.95852,1.00267
2019,Schleswig-Holstein,Single-person household,No,0.99033,125,125,0.97311,1.00755
2019,Schleswig-Holstein,Couple without children,No,0.98641,188,188,0.96981,1.00300
2019,Schleswig-Holstein,Single parent,No,0.94548,46,46,0.87914,1.01182
2019,Schleswig-Holstein,Couple with children,No,0.96007,201,201,0.93294,0.98721
2019,Hamburg,Single-person household,No,0.97898,89,89,0.94901,1.00895
2019,Hamburg,Couple without children,No,0.95935,113,113,0.92277,0.99592
2019,Hamburg,Single parent,No,0.99869,43,43,0.98773,1.00964
2019,Hamburg,Couple with children,No,0.90146,97,97,0.84184,0.96108
2019,Lower Saxony,Single-person household,No,0.96422,339,339,0.94441,0.98402
2019,Lower Saxony,Couple without children,No,0.99899,473,473,0.99613,1.00186
2019,Lower Saxony,Single parent,No,0.94735,142,142,0.91049,0.98422
2019,Lower Saxony,Couple with children,No,0.97320,483,483,0.95878,0.98762
2019,Bremen,Couple without children,No,0.99075,41,41,0.96108,1.02042
2019,Bremen,Couple with children,No,0.95816,32,32,0.88767,1.02864
2019,North Rhine-Westphalia,Single-person household,No,0.98485,759,759,0.97616,0.99355
2019,North Rhine-Westphalia,Couple without children,No,0.98159,974,974,0.97314,0.99004
2019,North Rhine-Westphalia,Single parent,No,0.98469,280,280,0.97028,0.99910
2019,North Rhine-Westphalia,Couple with children,Yes,0.02247,38,1139,0.01386,0.03108
2019,North Rhine-Westphalia,Couple with children,No,0.97753,1101,1139,0.96892,0.98614
2019,North Rhine-Westphalia,Other Combinations,No,0.99429,53,53,0.97381,1.01477
2019,Hesse,Single-person household,No,0.97270,264,264,0.95300,0.99239
2019,Hesse,Couple without children,No,0.97298,331,331,0.95549,0.99047
2019,Hesse,Single parent,No,0.98541,96,96,0.96130,1.00952
2019,Hesse,Couple with children,No,0.97728,330,330,0.96118,0.99338
2019,"Rhineland-Palatinate, Saarland",Single-person household,No,0.96950,229,229,0.94718,0.99182
2019,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99782,290,290,0.99244,1.00320
2019,"Rhineland-Palatinate, Saarland",Single parent,No,0.98257,78,78,0.95334,1.01180
2019,"Rhineland-Palatinate, Saarland",Couple with children,No,0.98016,272,272,0.96356,0.99677
2019,Baden-Wuerttemberg,Single-person household,No,0.98958,375,375,0.97928,0.99987
2019,Baden-Wuerttemberg,Couple without children,No,0.97831,508,508,0.96563,0.99099
2019,Baden-Wuerttemberg,Single parent,No,0.97956,102,102,0.95196,1.00715
2019,Baden-Wuerttemberg,Couple with children,Yes,0.05959,41,648,0.04135,0.07783
2019,Baden-Wuerttemberg,Couple with children,No,0.94041,607,648,0.92217,0.95865
2019,Bavaria,Single-person household,No,0.98931,630,630,0.98128,0.99735
2019,Bavaria,Couple without children,No,0.97818,724,724,0.96753,0.98883
2019,Bavaria,Single parent,No,0.98714,215,215,0.97205,1.00224
2019,Bavaria,Couple with children,Yes,0.05385,41,857,0.03873,0.06897
2019,Bavaria,Couple with children,No,0.94615,816,857,0.93103,0.96127
2019,Berlin,Single-person household,No,0.97750,292,292,0.96047,0.99454
2019,Berlin,Couple without children,No,0.96133,183,183,0.93331,0.98934
2019,Berlin,Single parent,No,0.98652,70,70,0.95931,1.01373
2019,Berlin,Couple with children,No,0.93694,143,143,0.89696,0.97692
2019,Brandenburg,Couple without children,No,0.98299,265,265,0.96739,0.99859
2019,Brandenburg,Single parent,No,0.95814,58,58,0.90615,1.01013
2019,Brandenburg,Couple with children,No,0.97867,189,189,0.95802,0.99932
2019,Mecklenburg-Western Pomerania,Single-person household,No,0.98261,110,110,0.95807,1.00715
2019,Mecklenburg-Western Pomerania,Couple without children,No,0.99222,141,141,0.97766,1.00677
2019,Mecklenburg-Western Pomerania,Single parent,No,0.98833,34,34,0.95170,1.02497
2019,Mecklenburg-Western Pomerania,Couple with children,No,0.98247,104,104,0.95712,1.00781
2019,Saxony,Single-person household,No,0.98524,272,272,0.97089,0.99960
2019,Saxony,Couple without children,No,0.97765,365,365,0.96246,0.99283
2019,Saxony,Couple with children,No,0.97218,270,270,0.95253,0.99183
2019,Saxony-Anhalt,Single-person household,No,0.99765,161,161,0.99015,1.00515
2019,Saxony-Anhalt,Couple without children,No,0.97494,191,191,0.95272,0.99717
2019,Saxony-Anhalt,Single parent,No,0.95535,61,61,0.90310,1.00761
2019,Saxony-Anhalt,Couple with children,No,0.97375,135,135,0.94669,1.00082
2019,Thuringa,Single-person household,No,0.98808,171,171,0.97177,1.00439
2019,Thuringa,Couple without children,No,0.96598,190,190,0.94013,0.99182
2019,Thuringa,Single parent,No,0.99285,47,47,0.96850,1.01720
2019,Thuringa,Couple with children,No,0.98036,152,152,0.95823,1.00249
2020,Schleswig-Holstein,Single-person household,No,0.98694,127,127,0.96712,1.00676
2020,Schleswig-Holstein,Couple without children,No,0.99084,164,164,0.97621,1.00546
2020,Schleswig-Holstein,Single parent,No,0.87351,45,45,0.77529,0.97172
2020,Schleswig-Holstein,Couple with children,No,0.90808,183,183,0.86611,0.95006
2020,Hamburg,Single-person household,No,0.93246,94,94,0.88145,0.98346
2020,Hamburg,Couple without children,No,0.92305,109,109,0.87279,0.97331
2020,Hamburg,Single parent,No,0.99740,40,40,0.98141,1.01339
2020,Hamburg,Couple with children,No,0.90324,93,93,0.84283,0.96365
2020,Lower Saxony,Single-person household,No,0.99084,385,385,0.98131,1.00037
2020,Lower Saxony,Couple without children,No,0.98819,466,466,0.97837,0.99801
2020,Lower Saxony,Single parent,No,0.98646,134,134,0.96682,1.00610
2020,Lower Saxony,Couple with children,No,0.96814,442,442,0.95175,0.98454
2020,Bremen,Single-person household,No,0.97661,49,49,0.93385,1.01937
2020,Bremen,Couple without children,No,0.97244,42,42,0.92232,1.02255
2020,Bremen,Couple with children,No,0.96410,33,33,0.89964,1.02856
2020,North Rhine-Westphalia,Single-person household,No,0.98819,903,903,0.98113,0.99524
2020,North Rhine-Westphalia,Couple without children,No,0.97922,992,992,0.97034,0.98810
2020,North Rhine-Westphalia,Single parent,No,0.98211,255,255,0.96581,0.99841
2020,North Rhine-Westphalia,Couple with children,No,0.96516,1065,1065,0.95414,0.97618
2020,North Rhine-Westphalia,Other Combinations,No,0.99011,72,72,0.96710,1.01313
2020,Hesse,Single-person household,No,0.96207,328,328,0.94136,0.98277
2020,Hesse,Couple without children,No,0.95915,304,304,0.93686,0.98143
2020,Hesse,Single parent,No,0.96957,89,89,0.93368,1.00546
2020,Hesse,Couple with children,No,0.98071,318,318,0.96557,0.99585
2020,"Rhineland-Palatinate, Saarland",Single-person household,No,0.97775,235,235,0.95886,0.99665
2020,"Rhineland-Palatinate, Saarland",Couple without children,No,0.98750,272,272,0.97427,1.00073
2020,"Rhineland-Palatinate, Saarland",Single parent,No,0.95734,65,65,0.90783,1.00685
2020,"Rhineland-Palatinate, Saarland",Couple with children,No,0.99221,250,250,0.98129,1.00313
2020,Baden-Wuerttemberg,Single-person household,No,0.96381,416,416,0.94584,0.98178
2020,Baden-Wuerttemberg,Couple without children,No,0.99233,508,508,0.98473,0.99992
2020,Baden-Wuerttemberg,Couple with children,Yes,0.04452,34,632,0.02842,0.06061
2020,Baden-Wuerttemberg,Couple with children,No,0.95548,598,632,0.93939,0.97158
2020,Baden-Wuerttemberg,Other Combinations,No,0.88952,31,31,0.77735,1.00170
2020,Bavaria,Single-person household,No,0.98027,696,696,0.96993,0.99061
2020,Bavaria,Couple without children,No,0.97208,731,731,0.96013,0.98403
2020,Bavaria,Single parent,No,0.98311,216,216,0.96589,1.00034
2020,Bavaria,Couple with children,Yes,0.03738,42,847,0.02460,0.05016
2020,Bavaria,Couple with children,No,0.96262,805,847,0.94984,0.97540
2020,Bavaria,Other Combinations,No,0.98999,69,69,0.96634,1.01365
2020,Berlin,Single-person household,No,0.98699,360,360,0.97527,0.99871
2020,Berlin,Couple without children,No,0.96699,237,237,0.94419,0.98978
2020,Berlin,Single parent,No,0.94697,57,57,0.88827,1.00566
2020,Berlin,Couple with children,No,0.92069,149,149,0.87715,0.96422
2020,Brandenburg,Couple without children,No,0.97885,247,247,0.96086,0.99683
2020,Brandenburg,Single parent,No,0.96376,47,47,0.90976,1.01777
2020,Brandenburg,Couple with children,No,0.91445,171,171,0.87240,0.95649
2020,Mecklenburg-Western Pomerania,Single-person household,No,0.99406,113,113,0.97982,1.00829
2020,Mecklenburg-Western Pomerania,Couple without children,No,0.99370,111,111,0.97892,1.00849
2020,Mecklenburg-Western Pomerania,Couple with children,No,0.96119,75,75,0.91718,1.00520
2020,Saxony,Single-person household,No,0.98833,288,288,0.97591,1.00076
2020,Saxony,Couple without children,No,0.99301,337,337,0.98410,1.00192
2020,Saxony,Single parent,No,0.99779,84,84,0.98768,1.00790
2020,Saxony,Couple with children,No,0.95259,237,237,0.92548,0.97971
2020,Saxony-Anhalt,Single-person household,No,0.99824,163,163,0.99178,1.00470
2020,Saxony-Anhalt,Couple without children,No,0.98049,184,184,0.96045,1.00053
2020,Saxony-Anhalt,Single parent,No,0.98012,66,66,0.94619,1.01406
2020,Saxony-Anhalt,Couple with children,No,0.96636,132,132,0.93549,0.99724
2020,Thuringa,Single-person household,No,0.98563,168,168,0.96758,1.00368
2020,Thuringa,Couple without children,No,0.98560,185,185,0.96838,1.00281
2020,Thuringa,Single parent,No,0.98972,45,45,0.95991,1.01953
2020,Thuringa,Couple with children,No,0.90133,141,141,0.85193,0.95073
2021,Schleswig-Holstein,Single-person household,No,0.99981,99,99,0.99709,1.00253
2021,Schleswig-Holstein,Couple without children,No,0.98570,124,124,0.96472,1.00668
2021,Schleswig-Holstein,Couple with children,No,0.89563,148,148,0.84621,0.94506
2021,Hamburg,Single-person household,No,0.99795,80,80,0.98796,1.00793
2021,Hamburg,Couple without children,No,0.99381,89,89,0.97742,1.01020
2021,Hamburg,Couple with children,No,0.89440,59,59,0.81531,0.97349
2021,Lower Saxony,Single-person household,No,0.97848,282,282,0.96151,0.99545
2021,Lower Saxony,Couple without children,No,0.98779,320,320,0.97574,0.99984
2021,Lower Saxony,Single parent,No,0.97972,90,90,0.95044,1.00901
2021,Lower Saxony,Couple with children,No,0.96905,305,305,0.94958,0.98852
2021,North Rhine-Westphalia,Single-person household,No,0.98188,611,611,0.97129,0.99246
2021,North Rhine-Westphalia,Couple without children,No,0.98293,659,659,0.97304,0.99283
2021,North Rhine-Westphalia,Single parent,No,0.98832,161,161,0.97168,1.00497
2021,North Rhine-Westphalia,Couple with children,Yes,0.03605,33,714,0.02237,0.04974
2021,North Rhine-Westphalia,Couple with children,No,0.96395,681,714,0.95026,0.97763
2021,North Rhine-Westphalia,Other Combinations,No,0.99957,64,64,0.99442,1.00471
2021,Hesse,Single-person household,No,0.98701,206,206,0.97151,1.00251
2021,Hesse,Couple without children,No,0.97632,206,206,0.95551,0.99714
2021,Hesse,Single parent,No,0.97084,58,58,0.92716,1.01452
2021,Hesse,Couple with children,No,0.97473,180,180,0.95174,0.99772
2021,"Rhineland-Palatinate, Saarland",Single-person household,No,0.94915,140,140,0.91263,0.98567
2021,"Rhineland-Palatinate, Saarland",Couple without children,No,0.95109,160,160,0.91756,0.98461
2021,"Rhineland-Palatinate, Saarland",Couple with children,No,0.98190,152,152,0.96063,1.00316
2021,Baden-Wuerttemberg,Single-person household,No,0.99188,309,309,0.98186,1.00190
2021,Baden-Wuerttemberg,Couple without children,No,0.98318,354,354,0.96977,0.99660
2021,Baden-Wuerttemberg,Single parent,No,0.97856,84,84,0.94740,1.00972
2021,Baden-Wuerttemberg,Couple with children,No,0.93916,389,389,0.91538,0.96295
2021,Bavaria,Single-person household,No,0.98021,504,504,0.96804,0.99238
2021,Bavaria,Couple without children,No,0.97352,481,481,0.95916,0.98789
2021,Bavaria,Single parent,No,0.98876,126,126,0.97028,1.00724
2021,Bavaria,Couple with children,No,0.96256,508,508,0.94604,0.97909
2021,Bavaria,Other Combinations,No,0.92817,43,43,0.85008,1.00626
2021,Berlin,Single-person household,No,0.98154,228,228,0.96403,0.99905
2021,Berlin,Couple without children,No,0.96043,149,149,0.92902,0.99184
2021,Berlin,Single parent,No,0.95969,38,38,0.89631,1.02307
2021,Berlin,Couple with children,No,0.87539,104,104,0.81160,0.93917
2021,Brandenburg,Couple without children,No,0.97464,159,159,0.95013,0.99915
2021,Brandenburg,Single parent,No,0.98819,39,39,0.95384,1.02254
2021,Brandenburg,Couple with children,No,0.98497,109,109,0.96203,1.00792
2021,Mecklenburg-Western Pomerania,Single-person household,No,0.95458,80,80,0.90867,1.00050
2021,Mecklenburg-Western Pomerania,Couple without children,No,0.96544,83,83,0.92590,1.00498
2021,Mecklenburg-Western Pomerania,Couple with children,No,0.98241,54,54,0.94701,1.01780
2021,Saxony,Single-person household,No,0.95826,190,190,0.92975,0.98677
2021,Saxony,Couple without children,No,0.99516,265,265,0.98680,1.00353
2021,Saxony,Single parent,No,0.96226,69,69,0.91696,1.00755
2021,Saxony,Couple with children,No,0.93377,164,164,0.89559,0.97194
2021,Saxony-Anhalt,Single-person household,No,0.94794,112,112,0.90661,0.98927
2021,Saxony-Anhalt,Couple without children,No,0.99383,119,119,0.97971,1.00796
2021,Saxony-Anhalt,Single parent,No,0.94073,38,38,0.86464,1.01681
2021,Saxony-Anhalt,Couple with children,No,0.99149,71,71,0.96997,1.01301
2021,Thuringa,Single-person household,No,0.98031,114,114,0.95469,1.00593
2021,Thuringa,Couple without children,No,0.96444,124,124,0.93172,0.99717
2021,Thuringa,Couple with children,No,0.99204,86,86,0.97316,1.01093
2022,Schleswig-Holstein,Single-person household,No,0.99622,158,158,0.98661,1.00582
2022,Schleswig-Holstein,Couple without children,No,0.97862,200,200,0.95852,0.99872
2022,Schleswig-Holstein,Single parent,No,0.97327,46,46,0.92614,1.02040
2022,Schleswig-Holstein,Couple with children,No,0.96698,191,191,0.94157,0.99239
2022,Hamburg,Single-person household,No,0.98467,128,128,0.96330,1.00604
2022,Hamburg,Couple without children,No,0.98976,132,132,0.97252,1.00700
2022,Hamburg,Couple with children,No,0.85889,93,93,0.78775,0.93003
2022,Lower Saxony,No answer / don't know,No,0.99474,31,31,0.96886,1.02062
2022,Lower Saxony,Single-person household,No,0.97490,434,434,0.96016,0.98963
2022,Lower Saxony,Couple without children,No,0.98630,478,478,0.97587,0.99673
2022,Lower Saxony,Single parent,No,0.98094,93,93,0.95299,1.00888
2022,Lower Saxony,Couple with children,No,0.95264,446,446,0.93291,0.97238
2022,Lower Saxony,Other Combinations,No,0.98270,89,89,0.95546,1.00994
2022,Bremen,Single-person household,No,0.98837,48,48,0.95771,1.01902
2022,Bremen,Couple without children,No,0.86557,33,33,0.74738,0.98376
2022,North Rhine-Westphalia,No answer / don't know,No,0.99574,76,76,0.98101,1.01048
2022,North Rhine-Westphalia,Single-person household,Yes,0.02846,35,1081,0.01855,0.03838
2022,North Rhine-Westphalia,Single-person household,No,0.97154,1046,1081,0.96162,0.98145
