year,quintil_oecd_hh,rentown,hlc0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,5th Quintile,Tenant,Yes,0.03110,36,850,0.01942,0.04278
2017,5th Quintile,Tenant,No,0.96890,814,850,0.95722,0.98058
2018,1st Quintile,Owner,No,0.99366,376,376,0.98562,1.00169
2018,1st Quintile,Tenant,Yes,0.01662,51,2927,0.01199,0.02125
2018,1st Quintile,Tenant,No,0.98338,2876,2927,0.97875,0.98801
2018,2nd Quintile,Owner,No,0.98703,1067,1067,0.98024,0.99382
2018,2nd Quintile,Tenant,Yes,0.01198,39,2209,0.00744,0.01652
2018,2nd Quintile,Tenant,No,0.98802,2170,2209,0.98348,0.99256
2018,3rd Quintile,Owner,Yes,0.02220,38,1403,0.01449,0.02992
2018,3rd Quintile,Owner,No,0.97780,1365,1403,0.97008,0.98551
2018,3rd Quintile,Tenant,Yes,0.02422,48,1539,0.01654,0.03190
2018,3rd Quintile,Tenant,No,0.97578,1491,1539,0.96810,0.98346
2018,4th Quintile,Owner,Yes,0.02124,49,1709,0.01440,0.02807
2018,4th Quintile,Owner,No,0.97876,1660,1709,0.97193,0.98560
2018,4th Quintile,Tenant,Yes,0.02733,42,1170,0.01799,0.03668
2018,4th Quintile,Tenant,No,0.97267,1128,1170,0.96332,0.98201
2018,5th Quintile,Owner,Yes,0.02487,78,2173,0.01832,0.03142
2018,5th Quintile,Owner,No,0.97513,2095,2173,0.96858,0.98168
2018,5th Quintile,Tenant,Yes,0.03856,42,838,0.02551,0.05160
2018,5th Quintile,Tenant,No,0.96144,796,838,0.94840,0.97449
2019,1st Quintile,Owner,No,0.99556,383,383,0.98890,1.00223
2019,1st Quintile,Tenant,Yes,0.01578,60,2552,0.01094,0.02061
2019,1st Quintile,Tenant,No,0.98422,2492,2552,0.97939,0.98906
2019,2nd Quintile,Owner,No,0.98433,1004,1004,0.97664,0.99201
2019,2nd Quintile,Tenant,Yes,0.02112,49,2000,0.01482,0.02742
2019,2nd Quintile,Tenant,No,0.97888,1951,2000,0.97258,0.98518
2019,3rd Quintile,Owner,Yes,0.01920,39,1408,0.01203,0.02637
2019,3rd Quintile,Owner,No,0.98080,1369,1408,0.97363,0.98797
2019,3rd Quintile,Tenant,Yes,0.02812,50,1465,0.01965,0.03659
2019,3rd Quintile,Tenant,No,0.97188,1415,1465,0.96341,0.98035
2019,4th Quintile,Owner,Yes,0.02103,58,1780,0.01436,0.02770
2019,4th Quintile,Owner,No,0.97897,1722,1780,0.97230,0.98564
2019,4th Quintile,Tenant,Yes,0.03794,46,1145,0.02687,0.04901
2019,4th Quintile,Tenant,No,0.96206,1099,1145,0.95099,0.97313
2019,5th Quintile,Owner,Yes,0.02046,101,3256,0.01560,0.02532
2019,5th Quintile,Owner,No,0.97954,3155,3256,0.97468,0.98440
2019,5th Quintile,Tenant,Yes,0.03330,46,1087,0.02263,0.04397
2019,5th Quintile,Tenant,No,0.96670,1041,1087,0.95603,0.97737
2020,1st Quintile,Owner,No,0.99189,307,307,0.98184,1.00194
2020,1st Quintile,Tenant,Yes,0.02547,63,3125,0.01995,0.03100
2020,1st Quintile,Tenant,No,0.97453,3062,3125,0.96900,0.98005
2020,2nd Quintile,Owner,No,0.98823,959,959,0.98140,0.99506
2020,2nd Quintile,Tenant,Yes,0.01338,46,2349,0.00873,0.01802
2020,2nd Quintile,Tenant,No,0.98662,2303,2349,0.98198,0.99127
2020,3rd Quintile,Owner,No,0.98647,1267,1267,0.98011,0.99284
2020,3rd Quintile,Tenant,Yes,0.03074,56,1582,0.02223,0.03925
2020,3rd Quintile,Tenant,No,0.96926,1526,1582,0.96075,0.97777
2020,4th Quintile,Owner,Yes,0.02482,57,1613,0.01722,0.03241
2020,4th Quintile,Owner,No,0.97518,1556,1613,0.96759,0.98278
2020,4th Quintile,Tenant,Yes,0.03759,47,1248,0.02703,0.04815
2020,4th Quintile,Tenant,No,0.96241,1201,1248,0.95185,0.97297
2020,5th Quintile,Owner,Yes,0.03264,106,2741,0.02599,0.03929
2020,5th Quintile,Owner,No,0.96736,2635,2741,0.96071,0.97401
2020,5th Quintile,Tenant,Yes,0.03996,49,1002,0.02783,0.05209
2020,5th Quintile,Tenant,No,0.96004,953,1002,0.94791,0.97217
2021,1st Quintile,Owner,No,0.97207,261,261,0.95205,0.99210
2021,1st Quintile,Tenant,Yes,0.02857,47,1773,0.02081,0.03632
2021,1st Quintile,Tenant,No,0.97143,1726,1773,0.96368,0.97919
2021,2nd Quintile,Owner,No,0.97641,655,655,0.96478,0.98804
2021,2nd Quintile,Tenant,Yes,0.01617,32,1500,0.00979,0.02256
2021,2nd Quintile,Tenant,No,0.98383,1468,1500,0.97744,0.99021
2021,3rd Quintile,Owner,Yes,0.01789,31,925,0.00934,0.02644
2021,3rd Quintile,Owner,No,0.98211,894,925,0.97356,0.99066
2021,3rd Quintile,Tenant,Yes,0.04013,43,1108,0.02857,0.05170
2021,3rd Quintile,Tenant,No,0.95987,1065,1108,0.94830,0.97143
2021,4th Quintile,Owner,Yes,0.01714,45,1211,0.00982,0.02445
2021,4th Quintile,Owner,No,0.98286,1166,1211,0.97555,0.99018
2021,4th Quintile,Tenant,Yes,0.03199,34,875,0.02033,0.04366
2021,4th Quintile,Tenant,No,0.96801,841,875,0.95634,0.97967
2021,5th Quintile,Owner,Yes,0.02566,69,1986,0.01871,0.03262
2021,5th Quintile,Owner,No,0.97434,1917,1986,0.96738,0.98129
2021,5th Quintile,Tenant,Yes,0.03971,42,725,0.02548,0.05393
2021,5th Quintile,Tenant,No,0.96029,683,725,0.94607,0.97452
2022,Not included in this version of the questionnaire,Tenant,No,0.98884,185,185,0.97365,1.00402
2022,1st Quintile,Owner,No,0.98174,946,946,0.97321,0.99028
2022,1st Quintile,Tenant,Yes,0.02570,106,3491,0.02045,0.03095
2022,1st Quintile,Tenant,No,0.97430,3385,3491,0.96905,0.97955
2022,2nd Quintile,Owner,Yes,0.01941,34,1102,0.01126,0.02756
2022,2nd Quintile,Owner,No,0.98059,1068,1102,0.97244,0.98874
2022,2nd Quintile,Tenant,Yes,0.02561,68,2757,0.01972,0.03151
2022,2nd Quintile,Tenant,No,0.97439,2689,2757,0.96849,0.98028
2022,3rd Quintile,Owner,Yes,0.02705,63,1402,0.01856,0.03555
2022,3rd Quintile,Owner,No,0.97295,1339,1402,0.96445,0.98144
2022,3rd Quintile,Tenant,Yes,0.02473,66,1983,0.01789,0.03157
2022,3rd Quintile,Tenant,No,0.97527,1917,1983,0.96843,0.98211
2022,4th Quintile,Owner,Yes,0.02697,64,1746,0.01937,0.03457
2022,4th Quintile,Owner,No,0.97303,1682,1746,0.96543,0.98063
2022,4th Quintile,Tenant,Yes,0.03049,54,1668,0.02223,0.03874
2022,4th Quintile,Tenant,No,0.96951,1614,1668,0.96126,0.97777
2022,5th Quintile,Owner,Yes,0.02640,86,2571,0.02021,0.03260
2022,5th Quintile,Owner,No,0.97360,2485,2571,0.96740,0.97979
2022,5th Quintile,Tenant,Yes,0.03684,49,1250,0.02639,0.04729
2022,5th Quintile,Tenant,No,0.96316,1201,1250,0.95271,0.97361
