year,bula_h,pgisced97,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Bremen,Second Stage of Tertiary Education,Germany,0.85186,48,48,0.75030,0.95342
2019,North Rhine-Westphalia,Not included in this version of the questionnaire,Germany,0.87827,37,37,0.77146,0.98508
2019,North Rhine-Westphalia,No answer / don't know,Germany,0.85648,130,203,0.80813,0.90483
2019,North Rhine-Westphalia,No answer / don't know,Western Asia,0.05926,73,203,0.02670,0.09182
2019,North Rhine-Westphalia,Pre-primary Level,Germany,0.93348,144,144,0.89264,0.97432
2019,North Rhine-Westphalia,Primary Level,Germany,0.30258,52,372,0.25583,0.34932
2019,North Rhine-Westphalia,Primary Level,Southern Europe,0.17625,31,372,0.13748,0.21502
2019,North Rhine-Westphalia,Primary Level,Western Asia,0.32062,289,372,0.27313,0.36811
2019,North Rhine-Westphalia,Lower Secondary Level,Germany,0.68265,382,677,0.64756,0.71773
2019,North Rhine-Westphalia,Lower Secondary Level,Southern Europe,0.10083,50,677,0.07813,0.12353
2019,North Rhine-Westphalia,Lower Secondary Level,Western Asia,0.09570,195,677,0.07352,0.11787
2019,North Rhine-Westphalia,Lower Secondary Level,Eastern Europe,0.06730,50,677,0.04841,0.08619
2019,North Rhine-Westphalia,Upper Secondary Level,Germany,0.82109,1857,2334,0.80553,0.83664
2019,North Rhine-Westphalia,Upper Secondary Level,Southern Asia,0.01194,39,2334,0.00753,0.01634
2019,North Rhine-Westphalia,Upper Secondary Level,Southern Europe,0.03613,61,2334,0.02856,0.04370
2019,North Rhine-Westphalia,Upper Secondary Level,Central Asia,0.01843,64,2334,0.01297,0.02389
2019,North Rhine-Westphalia,Upper Secondary Level,Western Asia,0.04018,162,2334,0.03221,0.04815
2019,North Rhine-Westphalia,Upper Secondary Level,Eastern Europe,0.04702,151,2334,0.03843,0.05561
2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Germany,0.77122,471,526,0.73529,0.80715
2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Eastern Europe,0.08210,55,526,0.05862,0.10559
2019,North Rhine-Westphalia,First Stage of Tertiary Education,Germany,0.94887,274,274,0.92275,0.97500
2019,North Rhine-Westphalia,Second Stage of Tertiary Education,Germany,0.81139,1083,1360,0.79059,0.83218
2019,North Rhine-Westphalia,Second Stage of Tertiary Education,Western Asia,0.02422,170,1360,0.01604,0.03239
2019,North Rhine-Westphalia,Second Stage of Tertiary Education,Eastern Europe,0.05292,107,1360,0.04102,0.06483
2019,Hesse,Pre-primary Level,Germany,0.99606,39,39,0.97613,1.01598
2019,Hesse,Primary Level,Western Asia,0.46452,100,100,0.36628,0.56277
2019,Hesse,Lower Secondary Level,Germany,0.66226,129,177,0.59239,0.73213
2019,Hesse,Lower Secondary Level,Western Asia,0.12241,48,177,0.07399,0.17084
2019,Hesse,Upper Secondary Level,Germany,0.89002,600,690,0.86666,0.91339
2019,Hesse,Upper Secondary Level,Western Asia,0.01584,51,690,0.00652,0.02517
2019,Hesse,Upper Secondary Level,Eastern Europe,0.02178,39,690,0.01088,0.03268
2019,Hesse,Post-secondary Non-tertiary Level,Germany,0.74439,115,115,0.66432,0.82447
2019,Hesse,First Stage of Tertiary Education,Germany,0.97546,85,85,0.94237,1.00855
2019,Hesse,Second Stage of Tertiary Education,Germany,0.80970,440,519,0.77589,0.84350
2019,Hesse,Second Stage of Tertiary Education,Western Asia,0.02171,37,519,0.00916,0.03426
2019,Hesse,Second Stage of Tertiary Education,Eastern Europe,0.04883,42,519,0.03027,0.06739
2019,"Rhineland-Palatinate, Saarland",Pre-primary Level,Germany,0.97940,41,41,0.93538,1.02342
2019,"Rhineland-Palatinate, Saarland",Primary Level,Western Asia,0.26497,57,57,0.14938,0.38055
2019,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Germany,0.62997,125,204,0.56355,0.69639
2019,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Western Asia,0.08618,48,204,0.04757,0.12478
2019,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Eastern Europe,0.10827,31,204,0.06553,0.15102
2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Germany,0.84793,556,641,0.82011,0.87575
2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Western Asia,0.02966,51,641,0.01652,0.04281
2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Eastern Europe,0.02739,34,641,0.01474,0.04003
2019,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Germany,0.66170,84,84,0.55991,0.76349
2019,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Germany,0.96018,81,81,0.91733,1.00303
2019,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Germany,0.82513,247,287,0.78110,0.86915
2019,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Western Asia,0.01972,40,287,0.00360,0.03583
2019,Baden-Wuerttemberg,No answer / don't know,Germany,0.72310,46,46,0.59236,0.85384
2019,Baden-Wuerttemberg,Pre-primary Level,Germany,0.93239,60,60,0.86833,0.99646
2019,Baden-Wuerttemberg,Primary Level,Western Asia,0.21470,102,102,0.13462,0.29478
2019,Baden-Wuerttemberg,Lower Secondary Level,Germany,0.71447,181,314,0.66443,0.76451
2019,Baden-Wuerttemberg,Lower Secondary Level,Southern Europe,0.14041,36,314,0.10193,0.17890
2019,Baden-Wuerttemberg,Lower Secondary Level,Western Asia,0.03981,97,314,0.01815,0.06147
2019,Baden-Wuerttemberg,Upper Secondary Level,Germany,0.86647,980,1156,0.84685,0.88609
2019,Baden-Wuerttemberg,Upper Secondary Level,Southern Europe,0.04171,40,1156,0.03018,0.05325
2019,Baden-Wuerttemberg,Upper Secondary Level,Western Asia,0.01257,61,1156,0.00614,0.01899
2019,Baden-Wuerttemberg,Upper Secondary Level,Eastern Europe,0.04491,75,1156,0.03296,0.05685
2019,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Germany,0.73587,161,161,0.66755,0.80418
2019,Baden-Wuerttemberg,First Stage of Tertiary Education,Germany,0.85173,177,177,0.79923,0.90423
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Germany,0.78654,693,852,0.75901,0.81407
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Western Asia,0.02282,76,852,0.01278,0.03285
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Eastern Europe,0.08228,83,852,0.06382,0.10075
2019,Bavaria,No answer / don't know,Germany,0.92879,58,58,0.86202,0.99555
2019,Bavaria,Pre-primary Level,Germany,0.91456,49,49,0.83548,0.99364
2019,Bavaria,Primary Level,Western Asia,0.20512,118,118,0.13195,0.27829
2019,Bavaria,Lower Secondary Level,Germany,0.81959,317,395,0.78162,0.85756
2019,Bavaria,Lower Secondary Level,Western Asia,0.04415,78,395,0.02386,0.06443
2019,Bavaria,Upper Secondary Level,Germany,0.87243,1583,1826,0.85712,0.88774
2019,Bavaria,Upper Secondary Level,Southern Europe,0.04267,38,1826,0.03340,0.05195
2019,Bavaria,Upper Secondary Level,Central Asia,0.01173,42,1826,0.00679,0.01667
2019,Bavaria,Upper Secondary Level,Western Asia,0.00783,61,1826,0.00378,0.01187
2019,Bavaria,Upper Secondary Level,Eastern Europe,0.03893,102,1826,0.03005,0.04780
2019,Bavaria,Post-secondary Non-tertiary Level,Germany,0.62173,181,238,0.55999,0.68347
2019,Bavaria,Post-secondary Non-tertiary Level,Eastern Europe,0.15056,57,238,0.10503,0.19609
2019,Bavaria,First Stage of Tertiary Education,Germany,0.92725,275,275,0.89649,0.95800
2019,Bavaria,Second Stage of Tertiary Education,Germany,0.81095,849,1039,0.78713,0.83477
2019,Bavaria,Second Stage of Tertiary Education,Western Asia,0.00809,56,1039,0.00264,0.01354
2019,Bavaria,Second Stage of Tertiary Education,Eastern Europe,0.05764,100,1039,0.04346,0.07181
2019,Bavaria,Second Stage of Tertiary Education,Western Europe,0.04245,34,1039,0.03019,0.05472
2019,Berlin,Lower Secondary Level,Germany,0.79025,57,57,0.68362,0.89688
2019,Berlin,Upper Secondary Level,Germany,0.94053,314,314,0.91433,0.96673
2019,Berlin,Post-secondary Non-tertiary Level,Germany,0.81286,64,64,0.71655,0.90917
2019,Berlin,First Stage of Tertiary Education,Germany,0.90748,41,41,0.81769,0.99728
2019,Berlin,Second Stage of Tertiary Education,Germany,0.79125,372,372,0.74990,0.83261
2019,Brandenburg,Lower Secondary Level,Germany,0.85903,74,74,0.77920,0.93886
2019,Brandenburg,Upper Secondary Level,Germany,0.98220,502,502,0.97062,0.99378
2019,Brandenburg,Post-secondary Non-tertiary Level,Germany,0.96132,61,61,0.91253,1.01011
2019,Brandenburg,First Stage of Tertiary Education,Germany,0.96174,86,86,0.92096,1.00252
2019,Brandenburg,Second Stage of Tertiary Education,Germany,0.97088,273,273,0.95090,0.99086
2019,Mecklenburg-Western Pomerania,Lower Secondary Level,Germany,0.95443,43,43,0.89136,1.01750
2019,Mecklenburg-Western Pomerania,Upper Secondary Level,Germany,0.98937,279,279,0.97731,1.00142
2019,Mecklenburg-Western Pomerania,Post-secondary Non-tertiary Level,Germany,0.96685,35,35,0.90667,1.02703
2019,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Germany,0.96986,158,158,0.94311,0.99660
2019,Saxony,Lower Secondary Level,Germany,0.89802,95,95,0.83684,0.95920
2019,Saxony,Upper Secondary Level,Germany,0.97780,741,741,0.96718,0.98841
2019,Saxony,Post-secondary Non-tertiary Level,Germany,0.98414,84,84,0.95726,1.01102
2019,Saxony,First Stage of Tertiary Education,Germany,0.99569,139,139,0.98476,1.00662
2019,Saxony,Second Stage of Tertiary Education,Germany,0.94271,459,459,0.92142,0.96399
2019,Saxony-Anhalt,Lower Secondary Level,Germany,0.92596,67,67,0.86279,0.98913
2019,Saxony-Anhalt,Upper Secondary Level,Germany,0.95733,415,415,0.93786,0.97680
2019,Saxony-Anhalt,Post-secondary Non-tertiary Level,Germany,0.98271,49,49,0.94584,1.01959
2019,Saxony-Anhalt,First Stage of Tertiary Education,Germany,0.99718,66,66,0.98427,1.01008
2019,Saxony-Anhalt,Second Stage of Tertiary Education,Germany,0.96655,222,222,0.94284,0.99025
2019,Thuringa,Lower Secondary Level,Germany,0.79157,55,55,0.68324,0.89991
2019,Thuringa,Upper Secondary Level,Germany,0.95847,466,466,0.94033,0.97660
2019,Thuringa,Post-secondary Non-tertiary Level,Germany,0.84439,38,38,0.72759,0.96119
2019,Thuringa,Second Stage of Tertiary Education,Germany,0.81921,216,216,0.76777,0.87065
2020,Schleswig-Holstein,Primary Level,Western Asia,0.46799,55,55,0.33490,0.60108
2020,Schleswig-Holstein,Lower Secondary Level,Germany,0.75794,86,86,0.66688,0.84900
2020,Schleswig-Holstein,Upper Secondary Level,Germany,0.93514,336,336,0.90876,0.96151
2020,Schleswig-Holstein,Post-secondary Non-tertiary Level,Germany,0.91096,73,73,0.84518,0.97675
2020,Schleswig-Holstein,First Stage of Tertiary Education,Germany,0.99556,57,57,0.97814,1.01298
2020,Schleswig-Holstein,Second Stage of Tertiary Education,Germany,0.92879,183,215,0.89433,0.96325
2020,Schleswig-Holstein,Second Stage of Tertiary Education,Western Asia,0.01387,32,215,-0.00180,0.02953
2020,Hamburg,Upper Secondary Level,Germany,0.89145,130,130,0.83777,0.94513
2020,Hamburg,Post-secondary Non-tertiary Level,Germany,0.84162,42,42,0.72986,0.95338
2020,Hamburg,Second Stage of Tertiary Education,Germany,0.91999,166,166,0.87859,0.96139
2020,Lower Saxony,No answer / don't know,Germany,0.62562,37,82,0.52022,0.73101
2020,Lower Saxony,No answer / don't know,Western Asia,0.31577,45,82,0.21454,0.41700
2020,Lower Saxony,Pre-primary Level,Germany,0.87186,63,63,0.78866,0.95506
2020,Lower Saxony,Primary Level,Western Asia,0.42054,173,173,0.34677,0.49432
2020,Lower Saxony,Lower Secondary Level,Germany,0.85234,238,367,0.81600,0.88869
2020,Lower Saxony,Lower Secondary Level,Western Asia,0.05048,91,367,0.02805,0.07291
2020,Lower Saxony,Lower Secondary Level,Eastern Europe,0.03322,38,367,0.01486,0.05158
2020,Lower Saxony,Upper Secondary Level,Germany,0.88806,905,1052,0.86899,0.90712
2020,Lower Saxony,Upper Secondary Level,Western Asia,0.01648,69,1052,0.00878,0.02418
2020,Lower Saxony,Upper Secondary Level,Eastern Europe,0.03005,78,1052,0.01973,0.04037
2020,Lower Saxony,Post-secondary Non-tertiary Level,Germany,0.75350,157,190,0.69205,0.81494
2020,Lower Saxony,Post-secondary Non-tertiary Level,Eastern Europe,0.11814,33,190,0.07212,0.16416
2020,Lower Saxony,First Stage of Tertiary Education,Germany,0.92386,111,111,0.87429,0.97342
2020,Lower Saxony,Second Stage of Tertiary Education,Germany,0.89000,460,560,0.86407,0.91594
2020,Lower Saxony,Second Stage of Tertiary Education,Western Asia,0.03543,54,560,0.02010,0.05075
2020,Lower Saxony,Second Stage of Tertiary Education,Eastern Europe,0.02601,46,560,0.01282,0.03921
2020,Bremen,Primary Level,Western Asia,0.32130,46,46,0.18486,0.45774
2020,Bremen,Upper Secondary Level,Germany,0.91565,58,58,0.84350,0.98780
2020,Bremen,Second Stage of Tertiary Education,Germany,0.79509,47,47,0.67844,0.91173
2020,North Rhine-Westphalia,No answer / don't know,Germany,0.80590,107,294,0.76061,0.85119
2020,North Rhine-Westphalia,No answer / don't know,Western Asia,0.05583,120,294,0.02954,0.08212
2020,North Rhine-Westphalia,No answer / don't know,Eastern Europe,0.04322,34,294,0.01993,0.06650
2020,North Rhine-Westphalia,No answer / don't know,Sub-Saharan Africa,0.00834,33,294,-0.00208,0.01875
2020,North Rhine-Westphalia,Pre-primary Level,Germany,0.90428,136,167,0.85952,0.94904
2020,North Rhine-Westphalia,Pre-primary Level,Western Asia,0.04706,31,167,0.01485,0.07928
2020,North Rhine-Westphalia,Primary Level,Germany,0.29804,44,425,0.25450,0.34158
2020,North Rhine-Westphalia,Primary Level,Western Asia,0.35155,287,425,0.30610,0.39699
2020,North Rhine-Westphalia,Primary Level,Eastern Europe,0.06100,47,425,0.03822,0.08378
2020,North Rhine-Westphalia,Primary Level,Sub-Saharan Africa,0.04279,47,425,0.02353,0.06206
2020,North Rhine-Westphalia,Lower Secondary Level,Germany,0.68867,346,777,0.65609,0.72125
2020,North Rhine-Westphalia,Lower Secondary Level,Southern Europe,0.11239,66,777,0.09017,0.13461
2020,North Rhine-Westphalia,Lower Secondary Level,Western Asia,0.08040,224,777,0.06127,0.09954
2020,North Rhine-Westphalia,Lower Secondary Level,Eastern Europe,0.05922,97,777,0.04261,0.07582
2020,North Rhine-Westphalia,Lower Secondary Level,Sub-Saharan Africa,0.01219,44,777,0.00447,0.01991
2020,North Rhine-Westphalia,Upper Secondary Level,Germany,0.84034,1716,2349,0.82553,0.85516
2020,North Rhine-Westphalia,Upper Secondary Level,Southern Asia,0.01036,50,2349,0.00627,0.01446
2020,North Rhine-Westphalia,Upper Secondary Level,Southern Europe,0.03190,83,2349,0.02479,0.03901
2020,North Rhine-Westphalia,Upper Secondary Level,Central Asia,0.02120,64,2349,0.01538,0.02703
2020,North Rhine-Westphalia,Upper Secondary Level,Western Asia,0.03650,209,2349,0.02891,0.04408
2020,North Rhine-Westphalia,Upper Secondary Level,Eastern Europe,0.03231,191,2349,0.02516,0.03946
2020,North Rhine-Westphalia,Upper Secondary Level,Sub-Saharan Africa,0.00153,36,2349,-0.00005,0.00311
2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Germany,0.81783,458,593,0.78673,0.84892
2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Southern Europe,0.03862,31,593,0.02310,0.05415
2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Western Asia,0.01623,35,593,0.00605,0.02641
2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Eastern Europe,0.05548,69,593,0.03704,0.07392
2020,North Rhine-Westphalia,First Stage of Tertiary Education,Germany,0.96373,241,241,0.94008,0.98738
2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Germany,0.84042,1002,1419,0.82136,0.85948
2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Southern Asia,0.01288,53,1419,0.00701,0.01875
2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Southern Europe,0.01778,39,1419,0.01090,0.02466
2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Western Asia,0.01946,193,1419,0.01227,0.02665
2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Eastern Europe,0.03067,132,1419,0.02170,0.03965
2020,Hesse,Pre-primary Level,Germany,0.93420,40,40,0.85638,1.01201
2020,Hesse,Primary Level,Western Asia,0.27991,87,87,0.18502,0.37480
2020,Hesse,Lower Secondary Level,Germany,0.69201,114,169,0.62220,0.76182
2020,Hesse,Lower Secondary Level,Western Asia,0.14483,55,169,0.09161,0.19805
2020,Hesse,Upper Secondary Level,Germany,0.92018,542,639,0.89915,0.94121
2020,Hesse,Upper Secondary Level,Western Asia,0.00689,51,639,0.00047,0.01331
2020,Hesse,Upper Secondary Level,Eastern Europe,0.02168,46,639,0.01038,0.03298
2020,Hesse,Post-secondary Non-tertiary Level,Germany,0.77491,114,114,0.69791,0.85192
2020,Hesse,First Stage of Tertiary Education,Germany,0.97997,79,79,0.94887,1.01106
2020,Hesse,Second Stage of Tertiary Education,Germany,0.80305,418,521,0.76887,0.83723
2020,Hesse,Second Stage of Tertiary Education,Western Asia,0.00681,46,521,-0.00026,0.01388
2020,Hesse,Second Stage of Tertiary Education,Eastern Europe,0.04797,57,521,0.02960,0.06634
2020,"Rhineland-Palatinate, Saarland",No answer / don't know,Western Asia,0.10313,31,31,-0.00570,0.21196
2020,"Rhineland-Palatinate, Saarland",Primary Level,Western Asia,0.23031,51,51,0.11361,0.34702
2020,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Germany,0.62499,104,184,0.55485,0.69514
2020,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Western Asia,0.05725,47,184,0.02359,0.09091
2020,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Eastern Europe,0.11991,33,184,0.07284,0.16698
2020,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Germany,0.88251,500,591,0.85652,0.90849
2020,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Western Asia,0.01581,53,591,0.00575,0.02588
2020,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Eastern Europe,0.02707,38,591,0.01398,0.04017
2020,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Germany,0.77448,85,85,0.68510,0.86385
2020,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Germany,0.98613,74,74,0.95930,1.01296
2020,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Germany,0.81987,219,254,0.77251,0.86722
2020,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Western Asia,0.01484,35,254,-0.00006,0.02974
2020,Baden-Wuerttemberg,No answer / don't know,Germany,0.74124,41,41,0.60552,0.87696
2020,Baden-Wuerttemberg,Pre-primary Level,Germany,0.92597,79,79,0.86786,0.98407
2020,Baden-Wuerttemberg,Primary Level,Western Asia,0.20889,113,113,0.13360,0.28417
2020,Baden-Wuerttemberg,Lower Secondary Level,Germany,0.69871,176,331,0.64920,0.74821
2020,Baden-Wuerttemberg,Lower Secondary Level,Southern Europe,0.17123,38,331,0.13059,0.21188
2020,Baden-Wuerttemberg,Lower Secondary Level,Western Asia,0.03623,85,331,0.01607,0.05640
2020,Baden-Wuerttemberg,Lower Secondary Level,Eastern Europe,0.05262,32,331,0.02853,0.07671
2020,Baden-Wuerttemberg,Upper Secondary Level,Germany,0.86808,907,1095,0.84803,0.88813
2020,Baden-Wuerttemberg,Upper Secondary Level,Southern Europe,0.04381,53,1095,0.03168,0.05593
2020,Baden-Wuerttemberg,Upper Secondary Level,Western Asia,0.01211,48,1095,0.00563,0.01859
2020,Baden-Wuerttemberg,Upper Secondary Level,Eastern Europe,0.03878,87,1095,0.02734,0.05022
2020,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Germany,0.78273,161,207,0.72641,0.83904
2020,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Eastern Europe,0.09925,46,207,0.05842,0.14008
2020,Baden-Wuerttemberg,First Stage of Tertiary Education,Germany,0.84387,151,151,0.78578,0.90196
2020,Baden-Wuerttemberg,Second Stage of Tertiary Education,Germany,0.81404,648,864,0.78808,0.84000
2020,Baden-Wuerttemberg,Second Stage of Tertiary Education,Southern Europe,0.02214,40,864,0.01232,0.03195
2020,Baden-Wuerttemberg,Second Stage of Tertiary Education,Western Asia,0.01342,70,864,0.00574,0.02110
2020,Baden-Wuerttemberg,Second Stage of Tertiary Education,Eastern Europe,0.07410,106,864,0.05662,0.09157
2020,Bavaria,No answer / don't know,Germany,0.84904,52,52,0.75078,0.94730
