year,bula_h,quintil_oecd,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,"Rhineland-Palatinate, Saarland",1st Quintile,Germany,0.93251,140,140,0.89080,0.97421
1984,"Rhineland-Palatinate, Saarland",2nd Quintile,Germany,0.90328,149,184,0.86045,0.94610
1984,"Rhineland-Palatinate, Saarland",2nd Quintile,Southern Europe,0.03175,35,184,0.00635,0.05716
1984,"Rhineland-Palatinate, Saarland",3rd Quintile,Germany,0.93334,155,155,0.89394,0.97273
1984,"Rhineland-Palatinate, Saarland",4th Quintile,Germany,0.95013,138,138,0.91368,0.98658
1984,"Rhineland-Palatinate, Saarland",5th Quintile,Germany,0.98035,119,119,0.95531,1.00539
1984,Baden-Wuerttemberg,1st Quintile,Germany,0.85768,192,363,0.82169,0.89367
1984,Baden-Wuerttemberg,1st Quintile,Southern Europe,0.03728,91,363,0.01776,0.05679
1984,Baden-Wuerttemberg,1st Quintile,Western Asia,0.05756,80,363,0.03357,0.08156
1984,Baden-Wuerttemberg,2nd Quintile,Germany,0.80491,257,421,0.76701,0.84281
1984,Baden-Wuerttemberg,2nd Quintile,Southern Europe,0.04430,110,421,0.02462,0.06398
1984,Baden-Wuerttemberg,2nd Quintile,Western Asia,0.02930,54,421,0.01317,0.04543
1984,Baden-Wuerttemberg,3rd Quintile,Germany,0.85509,276,402,0.82064,0.88955
1984,Baden-Wuerttemberg,3rd Quintile,Southern Europe,0.03316,87,402,0.01563,0.05068
1984,Baden-Wuerttemberg,3rd Quintile,Western Asia,0.01898,39,402,0.00562,0.03233
1984,Baden-Wuerttemberg,4th Quintile,Germany,0.87842,321,421,0.84716,0.90967
1984,Baden-Wuerttemberg,4th Quintile,Southern Europe,0.03478,100,421,0.01726,0.05230
1984,Baden-Wuerttemberg,5th Quintile,Germany,0.91402,328,398,0.88644,0.94159
1984,Baden-Wuerttemberg,5th Quintile,Southern Europe,0.02023,70,398,0.00638,0.03408
1984,Bavaria,1st Quintile,Germany,0.89471,256,371,0.86343,0.92598
1984,Bavaria,1st Quintile,Southern Europe,0.02814,59,371,0.01129,0.04499
1984,Bavaria,1st Quintile,Western Asia,0.04131,56,371,0.02103,0.06159
1984,Bavaria,2nd Quintile,Germany,0.90221,329,366,0.87174,0.93268
1984,Bavaria,2nd Quintile,Southern Europe,0.01584,37,366,0.00303,0.02866
1984,Bavaria,3rd Quintile,Germany,0.91515,338,399,0.88778,0.94253
1984,Bavaria,3rd Quintile,Southern Europe,0.02508,61,399,0.00972,0.04044
1984,Bavaria,4th Quintile,Germany,0.94363,340,384,0.92053,0.96673
1984,Bavaria,4th Quintile,Southern Europe,0.01525,44,384,0.00298,0.02753
1984,Bavaria,5th Quintile,Germany,0.92035,378,378,0.89302,0.94769
1984,Berlin,1st Quintile,Germany,0.84438,32,32,0.71677,0.97199
1984,Berlin,3rd Quintile,Germany,0.91897,86,86,0.86096,0.97699
1984,Berlin,4th Quintile,Germany,0.91211,61,61,0.84047,0.98375
1984,Berlin,5th Quintile,Germany,0.90033,82,82,0.83509,0.96557
1985,Schleswig-Holstein,1st Quintile,Germany,0.96975,69,69,0.92905,1.01046
1985,Schleswig-Holstein,2nd Quintile,Germany,0.94479,63,63,0.88794,1.00164
1985,Schleswig-Holstein,3rd Quintile,Germany,0.95597,52,52,0.89967,1.01228
1985,Schleswig-Holstein,4th Quintile,Germany,0.96569,67,67,0.92178,1.00961
1985,Schleswig-Holstein,5th Quintile,Germany,0.98339,62,62,0.95132,1.01546
1985,Hamburg,1st Quintile,Germany,0.88696,34,34,0.77892,0.99499
1985,Hamburg,3rd Quintile,Germany,0.87254,38,38,0.76509,0.98000
1985,Hamburg,4th Quintile,Germany,0.96038,50,50,0.90576,1.01500
1985,Hamburg,5th Quintile,Germany,0.95686,63,63,0.90629,1.00743
1985,Lower Saxony,1st Quintile,Germany,0.92582,175,212,0.89046,0.96118
1985,Lower Saxony,1st Quintile,Western Asia,0.03963,37,212,0.01331,0.06595
1985,Lower Saxony,2nd Quintile,Germany,0.93814,165,165,0.90127,0.97501
1985,Lower Saxony,3rd Quintile,Germany,0.95829,219,219,0.93175,0.98483
1985,Lower Saxony,4th Quintile,Germany,0.93813,170,170,0.90180,0.97445
1985,Lower Saxony,5th Quintile,Germany,0.94944,223,223,0.92061,0.97826
1985,North Rhine-Westphalia,1st Quintile,Germany,0.83771,375,638,0.80908,0.86635
1985,North Rhine-Westphalia,1st Quintile,Southern Europe,0.03432,119,638,0.02018,0.04846
1985,North Rhine-Westphalia,1st Quintile,Western Asia,0.06367,144,638,0.04471,0.08263
1985,North Rhine-Westphalia,2nd Quintile,Germany,0.88910,436,594,0.86382,0.91437
1985,North Rhine-Westphalia,2nd Quintile,Southern Europe,0.02536,81,594,0.01271,0.03802
1985,North Rhine-Westphalia,2nd Quintile,Western Asia,0.03448,77,594,0.01979,0.04916
1985,North Rhine-Westphalia,3rd Quintile,Germany,0.91909,396,500,0.89516,0.94301
1985,North Rhine-Westphalia,3rd Quintile,Southern Europe,0.02110,61,500,0.00849,0.03371
1985,North Rhine-Westphalia,3rd Quintile,Western Asia,0.02064,43,500,0.00817,0.03312
1985,North Rhine-Westphalia,4th Quintile,Germany,0.91038,487,552,0.88653,0.93423
1985,North Rhine-Westphalia,4th Quintile,Southern Europe,0.02275,65,552,0.01030,0.03520
1985,North Rhine-Westphalia,5th Quintile,Germany,0.93109,467,501,0.90889,0.95329
1985,North Rhine-Westphalia,5th Quintile,Southern Europe,0.01020,34,501,0.00139,0.01901
1985,Hesse,1st Quintile,Germany,0.77298,111,235,0.71931,0.82665
1985,Hesse,1st Quintile,Southern Europe,0.05615,65,235,0.02665,0.08565
1985,Hesse,1st Quintile,Western Asia,0.07143,59,235,0.03843,0.10443
1985,Hesse,2nd Quintile,Germany,0.86513,128,197,0.81731,0.91295
1985,Hesse,2nd Quintile,Southern Europe,0.04743,37,197,0.01767,0.07719
1985,Hesse,2nd Quintile,Western Asia,0.04262,32,197,0.01434,0.07090
1985,Hesse,3rd Quintile,Germany,0.84984,119,158,0.79397,0.90572
1985,Hesse,3rd Quintile,Southern Europe,0.03463,39,158,0.00603,0.06323
1985,Hesse,4th Quintile,Germany,0.89410,158,200,0.85134,0.93685
1985,Hesse,4th Quintile,Southern Europe,0.03416,42,200,0.00893,0.05940
1985,Hesse,5th Quintile,Germany,0.93051,197,197,0.89491,0.96611
1985,"Rhineland-Palatinate, Saarland",1st Quintile,Germany,0.94097,145,145,0.90247,0.97946
1985,"Rhineland-Palatinate, Saarland",2nd Quintile,Germany,0.94370,101,101,0.89853,0.98888
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,Germany,0.95266,153,153,0.91890,0.98642
1985,"Rhineland-Palatinate, Saarland",4th Quintile,Germany,0.88800,127,127,0.83293,0.94307
1985,"Rhineland-Palatinate, Saarland",5th Quintile,Germany,0.96713,117,117,0.93469,0.99958
1985,Baden-Wuerttemberg,1st Quintile,Germany,0.83513,188,355,0.79647,0.87378
1985,Baden-Wuerttemberg,1st Quintile,Southern Europe,0.03985,88,355,0.01947,0.06023
1985,Baden-Wuerttemberg,1st Quintile,Western Asia,0.05139,79,355,0.02839,0.07440
1985,Baden-Wuerttemberg,2nd Quintile,Germany,0.79663,218,360,0.75500,0.83827
1985,Baden-Wuerttemberg,2nd Quintile,Southern Europe,0.05289,86,360,0.02974,0.07604
1985,Baden-Wuerttemberg,2nd Quintile,Western Asia,0.03578,56,360,0.01657,0.05500
1985,Baden-Wuerttemberg,3rd Quintile,Germany,0.86127,295,394,0.82710,0.89545
1985,Baden-Wuerttemberg,3rd Quintile,Southern Europe,0.03587,99,394,0.01748,0.05425
1985,Baden-Wuerttemberg,4th Quintile,Germany,0.88091,288,363,0.84755,0.91428
1985,Baden-Wuerttemberg,4th Quintile,Southern Europe,0.02948,75,363,0.01206,0.04691
1985,Baden-Wuerttemberg,5th Quintile,Germany,0.90554,265,322,0.87354,0.93753
1985,Baden-Wuerttemberg,5th Quintile,Southern Europe,0.02883,57,322,0.01052,0.04713
1985,Bavaria,1st Quintile,Germany,0.89541,201,282,0.85963,0.93119
1985,Bavaria,1st Quintile,Southern Europe,0.02519,37,282,0.00687,0.04351
1985,Bavaria,1st Quintile,Western Asia,0.03546,44,282,0.01384,0.05709
1985,Bavaria,2nd Quintile,Germany,0.89391,317,361,0.86210,0.92572
1985,Bavaria,2nd Quintile,Southern Europe,0.02139,44,361,0.00644,0.03633
1985,Bavaria,3rd Quintile,Germany,0.93111,299,344,0.90431,0.95792
1985,Bavaria,3rd Quintile,Southern Europe,0.01952,45,344,0.00488,0.03416
1985,Bavaria,4th Quintile,Germany,0.92524,312,352,0.89773,0.95275
1985,Bavaria,4th Quintile,Southern Europe,0.01951,40,352,0.00504,0.03398
1985,Bavaria,5th Quintile,Germany,0.93207,386,386,0.90693,0.95720
1985,Berlin,1st Quintile,Germany,0.83538,34,34,0.70886,0.96191
1985,Berlin,2nd Quintile,Germany,0.86324,37,37,0.75100,0.97548
1985,Berlin,3rd Quintile,Germany,0.91060,54,54,0.83378,0.98742
1985,Berlin,4th Quintile,Germany,0.86891,52,52,0.77628,0.96154
1985,Berlin,5th Quintile,Germany,0.93978,86,86,0.88920,0.99035
1986,Schleswig-Holstein,1st Quintile,Germany,0.96917,51,51,0.92125,1.01708
1986,Schleswig-Holstein,2nd Quintile,Germany,0.93860,70,70,0.88195,0.99524
1986,Schleswig-Holstein,3rd Quintile,Germany,0.94189,46,46,0.87354,1.01025
1986,Schleswig-Holstein,4th Quintile,Germany,0.96872,60,60,0.92430,1.01314
1986,Schleswig-Holstein,5th Quintile,Germany,0.99242,58,58,0.96989,1.01494
1986,Hamburg,2nd Quintile,Germany,0.92370,33,33,0.83172,1.01568
1986,Hamburg,3rd Quintile,Germany,0.91794,34,34,0.82429,1.01158
1986,Hamburg,4th Quintile,Germany,0.92321,44,44,0.84363,1.00279
1986,Hamburg,5th Quintile,Germany,0.96901,57,57,0.92363,1.01440
1986,Lower Saxony,1st Quintile,Germany,0.92564,182,182,0.88741,0.96386
1986,Lower Saxony,2nd Quintile,Germany,0.93340,168,168,0.89558,0.97121
1986,Lower Saxony,3rd Quintile,Germany,0.93670,202,202,0.90303,0.97036
1986,Lower Saxony,4th Quintile,Germany,0.92793,180,180,0.89005,0.96582
1986,Lower Saxony,5th Quintile,Germany,0.95194,204,204,0.92252,0.98137
1986,North Rhine-Westphalia,1st Quintile,Germany,0.84787,355,599,0.81908,0.87665
1986,North Rhine-Westphalia,1st Quintile,Southern Europe,0.03066,101,599,0.01685,0.04448
1986,North Rhine-Westphalia,1st Quintile,Western Asia,0.06769,143,599,0.04755,0.08782
1986,North Rhine-Westphalia,2nd Quintile,Germany,0.86078,352,508,0.83065,0.89092
1986,North Rhine-Westphalia,2nd Quintile,Southern Europe,0.02552,73,508,0.01179,0.03925
1986,North Rhine-Westphalia,2nd Quintile,Western Asia,0.04315,83,508,0.02546,0.06083
1986,North Rhine-Westphalia,3rd Quintile,Germany,0.91604,441,534,0.89249,0.93958
1986,North Rhine-Westphalia,3rd Quintile,Southern Europe,0.01905,62,534,0.00745,0.03066
1986,North Rhine-Westphalia,3rd Quintile,Western Asia,0.01398,31,534,0.00401,0.02395
1986,North Rhine-Westphalia,4th Quintile,Germany,0.91924,469,532,0.89606,0.94241
1986,North Rhine-Westphalia,4th Quintile,Southern Europe,0.02376,63,532,0.01080,0.03671
1986,North Rhine-Westphalia,5th Quintile,Germany,0.91977,465,505,0.89605,0.94348
1986,North Rhine-Westphalia,5th Quintile,Southern Europe,0.01451,40,505,0.00407,0.02495
1986,Hesse,1st Quintile,Germany,0.79259,114,212,0.73788,0.84730
1986,Hesse,1st Quintile,Southern Europe,0.03787,46,212,0.01211,0.06362
1986,Hesse,1st Quintile,Western Asia,0.06100,52,212,0.02871,0.09330
1986,Hesse,2nd Quintile,Germany,0.82693,114,188,0.77271,0.88115
1986,Hesse,2nd Quintile,Southern Europe,0.05912,41,188,0.02532,0.09293
1986,Hesse,2nd Quintile,Western Asia,0.05464,33,188,0.02206,0.08721
1986,Hesse,3rd Quintile,Germany,0.82876,83,119,0.76078,0.89673
1986,Hesse,3rd Quintile,Southern Europe,0.04528,36,119,0.00777,0.08280
1986,Hesse,4th Quintile,Germany,0.87799,169,206,0.83319,0.92280
1986,Hesse,4th Quintile,Southern Europe,0.03220,37,206,0.00804,0.05637
1986,Hesse,5th Quintile,Germany,0.93649,190,190,0.90172,0.97126
1986,"Rhineland-Palatinate, Saarland",1st Quintile,Germany,0.93814,127,127,0.89608,0.98020
1986,"Rhineland-Palatinate, Saarland",2nd Quintile,Germany,0.94769,149,149,0.91182,0.98356
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,Germany,0.90851,114,147,0.86175,0.95528
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,Southern Europe,0.05882,33,147,0.02066,0.09699
1986,"Rhineland-Palatinate, Saarland",4th Quintile,Germany,0.95305,140,140,0.91789,0.98822
1986,"Rhineland-Palatinate, Saarland",5th Quintile,Germany,0.93333,113,113,0.88714,0.97953
1986,Baden-Wuerttemberg,1st Quintile,Germany,0.84924,180,318,0.80985,0.88863
1986,Baden-Wuerttemberg,1st Quintile,Southern Europe,0.05747,81,318,0.03185,0.08309
1986,Baden-Wuerttemberg,1st Quintile,Western Asia,0.04869,57,318,0.02500,0.07239
1986,Baden-Wuerttemberg,2nd Quintile,Germany,0.77907,225,369,0.73669,0.82146
1986,Baden-Wuerttemberg,2nd Quintile,Southern Europe,0.04260,72,369,0.02197,0.06324
1986,Baden-Wuerttemberg,2nd Quintile,Western Asia,0.03939,72,369,0.01952,0.05927
1986,Baden-Wuerttemberg,3rd Quintile,Germany,0.84202,261,382,0.80540,0.87864
1986,Baden-Wuerttemberg,3rd Quintile,Southern Europe,0.03241,87,382,0.01463,0.05019
1986,Baden-Wuerttemberg,3rd Quintile,Western Asia,0.01749,34,382,0.00433,0.03065
1986,Baden-Wuerttemberg,4th Quintile,Germany,0.85792,253,356,0.82160,0.89424
1986,Baden-Wuerttemberg,4th Quintile,Southern Europe,0.04580,103,356,0.02406,0.06755
1986,Baden-Wuerttemberg,5th Quintile,Germany,0.90866,303,345,0.87821,0.93910
1986,Baden-Wuerttemberg,5th Quintile,Southern Europe,0.02045,42,345,0.00549,0.03541
1986,Bavaria,1st Quintile,Germany,0.86397,188,237,0.82023,0.90771
1986,Bavaria,1st Quintile,Southern Europe,0.03356,49,237,0.01058,0.05654
1986,Bavaria,2nd Quintile,Germany,0.90354,250,282,0.86902,0.93806
1986,Bavaria,2nd Quintile,Southern Europe,0.02069,32,282,0.00404,0.03733
1986,Bavaria,3rd Quintile,Germany,0.90157,305,376,0.87141,0.93172
1986,Bavaria,3rd Quintile,Southern Europe,0.01845,40,376,0.00483,0.03206
1986,Bavaria,3rd Quintile,Western Asia,0.02368,31,376,0.00829,0.03906
1986,Bavaria,4th Quintile,Germany,0.94051,312,356,0.91590,0.96511
1986,Bavaria,4th Quintile,Southern Europe,0.02134,44,356,0.00631,0.03637
1986,Bavaria,5th Quintile,Germany,0.92525,345,345,0.89746,0.95304
1986,Berlin,2nd Quintile,Germany,0.80352,33,33,0.66585,0.94119
1986,Berlin,3rd Quintile,Germany,0.97004,54,54,0.92414,1.01594
1986,Berlin,4th Quintile,Germany,0.93118,67,67,0.87011,0.99226
1986,Berlin,5th Quintile,Germany,0.91440,65,65,0.84585,0.98294
1987,Schleswig-Holstein,1st Quintile,Germany,0.93597,52,52,0.86879,1.00316
1987,Schleswig-Holstein,2nd Quintile,Germany,0.97102,64,64,0.92960,1.01244
1987,Schleswig-Holstein,3rd Quintile,Germany,0.93549,54,54,0.86935,1.00163
1987,Schleswig-Holstein,4th Quintile,Germany,0.95419,48,48,0.89442,1.01396
1987,Schleswig-Holstein,5th Quintile,Germany,0.98736,65,65,0.95999,1.01473
1987,Hamburg,4th Quintile,Germany,0.95919,40,40,0.89709,1.02128
1987,Hamburg,5th Quintile,Germany,0.96252,54,54,0.91138,1.01365
1987,Lower Saxony,1st Quintile,Germany,0.91874,183,183,0.87905,0.95844
1987,Lower Saxony,2nd Quintile,Germany,0.95099,166,166,0.91805,0.98393
1987,Lower Saxony,3rd Quintile,Germany,0.93085,194,194,0.89505,0.96664
1987,Lower Saxony,4th Quintile,Germany,0.92200,198,198,0.88455,0.95945
1987,Lower Saxony,5th Quintile,Germany,0.94971,195,195,0.91895,0.98046
1987,North Rhine-Westphalia,1st Quintile,Germany,0.84113,358,596,0.81175,0.87050
1987,North Rhine-Westphalia,1st Quintile,Southern Europe,0.03318,109,596,0.01879,0.04757
1987,North Rhine-Westphalia,1st Quintile,Western Asia,0.06400,129,596,0.04433,0.08367
1987,North Rhine-Westphalia,2nd Quintile,Germany,0.87408,385,559,0.84655,0.90161
1987,North Rhine-Westphalia,2nd Quintile,Southern Europe,0.02630,76,559,0.01302,0.03957
1987,North Rhine-Westphalia,2nd Quintile,Western Asia,0.04866,98,559,0.03081,0.06651
1987,North Rhine-Westphalia,3rd Quintile,Germany,0.89868,419,483,0.87174,0.92562
1987,North Rhine-Westphalia,3rd Quintile,Southern Europe,0.02297,64,483,0.00960,0.03635
1987,North Rhine-Westphalia,4th Quintile,Germany,0.92704,420,466,0.90340,0.95068
1987,North Rhine-Westphalia,4th Quintile,Southern Europe,0.02114,46,466,0.00806,0.03421
1987,North Rhine-Westphalia,5th Quintile,Germany,0.91517,481,514,0.89106,0.93929
1987,North Rhine-Westphalia,5th Quintile,Southern Europe,0.01230,33,514,0.00276,0.02184
1987,Hesse,1st Quintile,Germany,0.78644,102,206,0.73034,0.84254
1987,Hesse,1st Quintile,Southern Europe,0.04707,48,206,0.01808,0.07606
1987,Hesse,1st Quintile,Western Asia,0.06945,56,206,0.03465,0.10425
1987,Hesse,2nd Quintile,Germany,0.75252,98,163,0.68607,0.81898
1987,Hesse,2nd Quintile,Southern Europe,0.06506,34,163,0.02708,0.10304
1987,Hesse,2nd Quintile,Western Asia,0.03983,31,163,0.00971,0.06994
1987,Hesse,3rd Quintile,Germany,0.79894,100,138,0.73182,0.86605
1987,Hesse,3rd Quintile,Southern Europe,0.04202,38,138,0.00842,0.07561
1987,Hesse,4th Quintile,Germany,0.91029,184,219,0.87235,0.94822
1987,Hesse,4th Quintile,Southern Europe,0.03108,35,219,0.00804,0.05411
1987,Hesse,5th Quintile,Germany,0.92563,178,178,0.88697,0.96428
1987,"Rhineland-Palatinate, Saarland",1st Quintile,Germany,0.95320,131,131,0.91689,0.98951
1987,"Rhineland-Palatinate, Saarland",2nd Quintile,Germany,0.94561,125,125,0.90569,0.98553
1987,"Rhineland-Palatinate, Saarland",3rd Quintile,Germany,0.94113,139,139,0.90186,0.98040
1987,"Rhineland-Palatinate, Saarland",4th Quintile,Germany,0.89978,123,123,0.84650,0.95307
1987,"Rhineland-Palatinate, Saarland",5th Quintile,Germany,0.94198,118,118,0.89962,0.98434
1987,Baden-Wuerttemberg,1st Quintile,Germany,0.80999,141,280,0.76395,0.85602
1987,Baden-Wuerttemberg,1st Quintile,Southern Europe,0.05017,71,280,0.02455,0.07578
1987,Baden-Wuerttemberg,1st Quintile,Western Asia,0.06853,68,280,0.03889,0.09818
1987,Baden-Wuerttemberg,2nd Quintile,Germany,0.79755,237,373,0.75672,0.83838
1987,Baden-Wuerttemberg,2nd Quintile,Southern Europe,0.04397,80,373,0.02313,0.06480
1987,Baden-Wuerttemberg,2nd Quintile,Western Asia,0.03484,56,373,0.01621,0.05348
1987,Baden-Wuerttemberg,3rd Quintile,Germany,0.84991,250,384,0.81414,0.88568
1987,Baden-Wuerttemberg,3rd Quintile,Southern Europe,0.05793,96,384,0.03453,0.08133
1987,Baden-Wuerttemberg,3rd Quintile,Western Asia,0.02176,38,384,0.00715,0.03638
1987,Baden-Wuerttemberg,4th Quintile,Germany,0.82545,280,377,0.78708,0.86382
1987,Baden-Wuerttemberg,4th Quintile,Southern Europe,0.04387,97,377,0.02316,0.06457
1987,Baden-Wuerttemberg,5th Quintile,Germany,0.91656,295,337,0.88699,0.94613
1987,Baden-Wuerttemberg,5th Quintile,Southern Europe,0.01805,42,337,0.00382,0.03229
1987,Bavaria,1st Quintile,Germany,0.86590,201,270,0.82518,0.90662
1987,Bavaria,1st Quintile,Southern Europe,0.02950,37,270,0.00928,0.04971
1987,Bavaria,1st Quintile,Western Asia,0.03568,32,270,0.01352,0.05785
1987,Bavaria,2nd Quintile,Germany,0.90930,265,301,0.87680,0.94180
1987,Bavaria,2nd Quintile,Southern Europe,0.02521,36,301,0.00747,0.04294
1987,Bavaria,3rd Quintile,Germany,0.90149,282,323,0.86894,0.93404
1987,Bavaria,3rd Quintile,Southern Europe,0.01798,41,323,0.00346,0.03249
1987,Bavaria,4th Quintile,Germany,0.92840,288,324,0.90029,0.95652
1987,Bavaria,4th Quintile,Southern Europe,0.01896,36,324,0.00408,0.03383
1987,Bavaria,5th Quintile,Germany,0.92163,329,329,0.89255,0.95072
1987,Berlin,3rd Quintile,Germany,0.86756,58,58,0.77956,0.95556
1987,Berlin,4th Quintile,Germany,0.94485,72,72,0.89175,0.99795
1987,Berlin,5th Quintile,Germany,0.94130,70,70,0.88583,0.99676
1988,Schleswig-Holstein,1st Quintile,Germany,0.93991,49,49,0.87267,1.00714
1988,Schleswig-Holstein,2nd Quintile,Germany,0.97957,63,63,0.94435,1.01478
1988,Schleswig-Holstein,3rd Quintile,Germany,0.95995,57,57,0.90860,1.01131
1988,Schleswig-Holstein,4th Quintile,Germany,0.92861,53,53,0.85863,0.99859
1988,Schleswig-Holstein,5th Quintile,Germany,0.97223,57,57,0.92920,1.01527
1988,Hamburg,3rd Quintile,Germany,0.91379,34,34,0.81802,1.00955
1988,Hamburg,4th Quintile,Germany,0.96886,33,33,0.90868,1.02904
1988,Hamburg,5th Quintile,Germany,0.97108,47,47,0.92266,1.01951
1988,Lower Saxony,1st Quintile,Germany,0.91709,151,151,0.87296,0.96121
1988,Lower Saxony,2nd Quintile,Germany,0.92316,163,163,0.88215,0.96418
1988,Lower Saxony,3rd Quintile,Germany,0.95415,164,164,0.92204,0.98626
1988,Lower Saxony,4th Quintile,Germany,0.92309,207,207,0.88671,0.95948
1988,Lower Saxony,5th Quintile,Germany,0.95065,196,196,0.92025,0.98105
1988,North Rhine-Westphalia,1st Quintile,Germany,0.83855,367,598,0.80903,0.86806
1988,North Rhine-Westphalia,1st Quintile,Southern Europe,0.02666,91,598,0.01374,0.03959
1988,North Rhine-Westphalia,1st Quintile,Western Asia,0.06740,140,598,0.04729,0.08752
1988,North Rhine-Westphalia,2nd Quintile,Germany,0.90276,387,528,0.87746,0.92805
1988,North Rhine-Westphalia,2nd Quintile,Southern Europe,0.02636,82,528,0.01268,0.04003
1988,North Rhine-Westphalia,2nd Quintile,Western Asia,0.02976,59,528,0.01525,0.04427
1988,North Rhine-Westphalia,3rd Quintile,Germany,0.90284,383,456,0.87562,0.93005
1988,North Rhine-Westphalia,3rd Quintile,Southern Europe,0.01818,34,456,0.00590,0.03046
1988,North Rhine-Westphalia,3rd Quintile,Western Asia,0.01886,39,456,0.00636,0.03136
1988,North Rhine-Westphalia,4th Quintile,Germany,0.91518,410,451,0.88944,0.94092
1988,North Rhine-Westphalia,4th Quintile,Southern Europe,0.01788,41,451,0.00563,0.03012
1988,North Rhine-Westphalia,5th Quintile,Germany,0.92347,451,485,0.89979,0.94716
1988,North Rhine-Westphalia,5th Quintile,Southern Europe,0.01208,34,485,0.00235,0.02182
1988,Hesse,1st Quintile,Germany,0.74071,89,182,0.67687,0.80456
1988,Hesse,1st Quintile,Southern Europe,0.05097,37,182,0.01893,0.08301
1988,Hesse,1st Quintile,Western Asia,0.06765,56,182,0.03106,0.10424
1988,Hesse,2nd Quintile,Germany,0.82227,111,154,0.76169,0.88284
1988,Hesse,2nd Quintile,Southern Europe,0.05648,43,154,0.01990,0.09306
1988,Hesse,3rd Quintile,Germany,0.84773,102,133,0.78644,0.90902
1988,Hesse,3rd Quintile,Southern Europe,0.02672,31,133,-0.00079,0.05423
