,Unnamed: 0,year,bula_h,sampreg,region_origin,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
93,93,1988,Schleswig-Holstein,West,Germany,1.0,279,9261,0.95875,1.04329
94,94,1988,Hamburg,West,Germany,1.0,151,9261,0.9335,1.06682
95,95,1988,Lower Saxony,West,Germany,0.97851,881,9261,0.94719,1.00679
96,96,1988,Lower Saxony,West,Southern Europe,0.00815,60,9261,0.00674,0.0097
97,97,1988,Lower Saxony,West,Western Asia,0.01334,56,9261,0.0116,0.01476
98,98,1988,Bremen,West,Germany,1.0,81,9261,0.9027,1.07567
99,99,1988,North Rhine-Westphalia,West,Germany,0.95022,1998,9261,0.93233,0.96814
100,100,1988,North Rhine-Westphalia,West,Southern Europe,0.02148,282,9261,0.01951,0.02358
101,101,1988,North Rhine-Westphalia,West,Western Asia,0.0283,272,9261,0.02695,0.02985
102,102,1988,Hesse,West,Germany,0.92923,623,9261,0.90183,0.96465
103,103,1988,Hesse,West,Southern Europe,0.03762,169,9261,0.03201,0.0438
104,104,1988,Hesse,West,Western Asia,0.03315,130,9261,0.02721,0.03785
105,105,1988,"Rhineland-Palatinate, Saarland",West,Germany,0.97315,609,9261,0.94738,0.99833
106,106,1988,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.02685,84,9261,0.02236,0.03177
107,107,1988,Baden-Wuerttemberg,West,Germany,0.93069,1162,9261,0.90941,0.95992
108,108,1988,Baden-Wuerttemberg,West,Southern Europe,0.04253,365,9261,0.03802,0.04768
109,109,1988,Baden-Wuerttemberg,West,Western Asia,0.02678,188,9261,0.02476,0.02954
110,110,1988,Bavaria,West,Germany,0.93869,1287,9261,0.91779,0.95863
111,111,1988,Bavaria,West,Southern Europe,0.02096,172,9261,0.01854,0.02331
112,112,1988,Bavaria,West,Western Asia,0.01584,91,9261,0.01424,0.01761
113,113,1988,Bavaria,West,Eastern Europe,0.02451,33,9261,0.02126,0.02769
114,114,1988,Berlin,West,Germany,0.95708,232,9261,0.90725,1.0163
115,115,1988,Berlin,West,Western Asia,0.04292,56,9261,0.03736,0.04832
116,116,1989,Schleswig-Holstein,West,Germany,1.0,263,8990,0.9532,1.04386
117,117,1989,Hamburg,West,Germany,1.0,146,8990,0.94028,1.07779
118,118,1989,Lower Saxony,West,Germany,0.97478,836,8990,0.94803,1.00722
119,119,1989,Lower Saxony,West,Southern Europe,0.01071,59,8990,0.00887,0.01304
120,120,1989,Lower Saxony,West,Western Asia,0.01451,54,8990,0.0127,0.0161
121,121,1989,Bremen,West,Germany,1.0,87,8990,0.91425,1.08476
122,122,1989,North Rhine-Westphalia,West,Germany,0.94647,1940,8990,0.92748,0.96482
123,123,1989,North Rhine-Westphalia,West,Southern Europe,0.0233,271,8990,0.0212,0.02521
124,124,1989,North Rhine-Westphalia,West,Western Asia,0.03023,272,8990,0.02808,0.03212
125,125,1989,Hesse,West,Germany,0.92503,635,8990,0.8919,0.9585
126,126,1989,Hesse,West,Southern Europe,0.03893,160,8990,0.03305,0.04507
127,127,1989,Hesse,West,Western Asia,0.03604,124,8990,0.03009,0.04332
128,128,1989,"Rhineland-Palatinate, Saarland",West,Germany,0.97168,574,8990,0.93189,1.00542
129,129,1989,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.02832,79,8990,0.0229,0.03356
130,130,1989,Baden-Wuerttemberg,West,Germany,0.92569,1114,8990,0.8987,0.95097
131,131,1989,Baden-Wuerttemberg,West,Southern Europe,0.04487,348,8990,0.03993,0.04903
132,132,1989,Baden-Wuerttemberg,West,Western Asia,0.02945,187,8990,0.02675,0.03277
133,133,1989,Bavaria,West,Germany,0.93124,1252,8990,0.90846,0.95658
134,134,1989,Bavaria,West,Southern Europe,0.0245,169,8990,0.02141,0.02799
135,135,1989,Bavaria,West,Western Asia,0.01906,99,8990,0.01745,0.02063
136,136,1989,Bavaria,West,Eastern Europe,0.0252,33,8990,0.02052,0.02945
137,137,1989,Berlin,West,Germany,0.95238,229,8990,0.8998,1.00511
138,138,1989,Berlin,West,Western Asia,0.04762,59,8990,0.04007,0.05592
139,139,1990,Schleswig-Holstein,West,Germany,1.0,250,13079,0.94972,1.04406
140,140,1990,Hamburg,West,Germany,1.0,125,13079,0.91506,1.08034
141,141,1990,Lower Saxony,West,Germany,0.9734,823,13079,0.94389,1.00527
142,142,1990,Lower Saxony,West,Southern Europe,0.01114,57,13079,0.00927,0.01333
143,143,1990,Lower Saxony,West,Western Asia,0.01545,50,13079,0.01384,0.01725
144,144,1990,Bremen,West,Germany,1.0,86,13079,0.90204,1.10126
145,145,1990,North Rhine-Westphalia,West,Germany,0.93869,1886,13079,0.91793,0.95893
146,146,1990,North Rhine-Westphalia,West,Southern Europe,0.02624,265,13079,0.02361,0.02834
147,147,1990,North Rhine-Westphalia,West,Western Asia,0.03507,275,13079,0.03295,0.03728
148,148,1990,Hesse,West,Germany,0.9236,636,13079,0.8897,0.96248
149,149,1990,Hesse,West,Southern Europe,0.03964,152,13079,0.03322,0.04593
150,150,1990,Hesse,West,Western Asia,0.03676,119,13079,0.0301,0.04478
151,151,1990,"Rhineland-Palatinate, Saarland",West,Germany,0.96938,553,13079,0.9398,1.00447
152,152,1990,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.03062,76,13079,0.02509,0.0364
153,153,1990,Baden-Wuerttemberg,West,Germany,0.92103,1107,13079,0.89166,0.95556
154,154,1990,Baden-Wuerttemberg,West,Southern Europe,0.04886,337,13079,0.04376,0.05606
155,155,1990,Baden-Wuerttemberg,West,Western Asia,0.03011,184,13079,0.02714,0.03306
156,156,1990,Bavaria,West,Germany,0.92829,1239,13079,0.90337,0.94986
157,157,1990,Bavaria,West,Southern Europe,0.02685,174,13079,0.02397,0.03182
158,158,1990,Bavaria,West,Western Asia,0.01875,90,13079,0.01703,0.02059
159,159,1990,Bavaria,West,Eastern Europe,0.02612,33,13079,0.02178,0.03044
160,160,1990,Berlin,West,Germany,0.95267,226,13079,0.89257,1.00939
161,161,1990,Berlin,West,Western Asia,0.04733,51,13079,0.04065,0.05582
162,162,1990,Berlin,East,Germany,1.0,284,13079,0.94169,1.06446
163,163,1990,Brandenburg,East,Germany,1.0,709,13079,0.97049,1.03076
164,164,1990,Mecklenburg-Western Pomerania,East,Germany,1.0,494,13079,0.96131,1.03628
165,165,1990,Saxony,East,Germany,1.0,1299,13079,0.97748,1.0256
166,166,1990,Saxony-Anhalt,East,Germany,1.0,781,13079,0.96118,1.02968
167,167,1990,Thuringa,East,Germany,1.0,718,13079,0.96754,1.03781
168,168,1991,Schleswig-Holstein,West,Germany,1.0,264,12817,0.95692,1.05249
169,169,1991,Hamburg,West,Germany,1.0,123,12817,0.91012,1.08678
170,170,1991,Lower Saxony,West,Germany,0.9728,825,12817,0.94376,1.00522
171,171,1991,Lower Saxony,West,Southern Europe,0.0101,48,12817,0.00814,0.01261
172,172,1991,Lower Saxony,West,Western Asia,0.0171,52,12817,0.01548,0.01927
173,173,1991,Bremen,West,Germany,1.0,81,12817,0.90618,1.09064
174,174,1991,North Rhine-Westphalia,West,Germany,0.93479,1895,12817,0.9127,0.9561
175,175,1991,North Rhine-Westphalia,West,Southern Europe,0.02753,256,12817,0.02507,0.03035
176,176,1991,North Rhine-Westphalia,West,Western Asia,0.03769,273,12817,0.03564,0.04007
177,177,1991,Hesse,West,Germany,0.91839,629,12817,0.88573,0.96519
178,178,1991,Hesse,West,Southern Europe,0.0424,148,12817,0.03542,0.04957
179,179,1991,Hesse,West,Western Asia,0.03921,108,12817,0.03111,0.04854
180,180,1991,"Rhineland-Palatinate, Saarland",West,Germany,0.96925,555,12817,0.93627,1.00527
181,181,1991,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.03075,72,12817,0.02517,0.03727
182,182,1991,Baden-Wuerttemberg,West,Germany,0.88971,1114,12817,0.86066,0.92238
183,183,1991,Baden-Wuerttemberg,West,Southern Europe,0.05205,326,12817,0.04601,0.05874
184,184,1991,Baden-Wuerttemberg,West,Western Asia,0.03411,190,12817,0.03133,0.03747
185,185,1991,Baden-Wuerttemberg,West,Eastern Europe,0.02412,32,12817,0.01911,0.0287
186,186,1991,Bavaria,West,Germany,0.9236,1244,12817,0.90143,0.94646
187,187,1991,Bavaria,West,Southern Europe,0.02828,170,12817,0.02478,0.03321
188,188,1991,Bavaria,West,Western Asia,0.02265,94,12817,0.02035,0.02471
189,189,1991,Bavaria,West,Eastern Europe,0.02546,32,12817,0.02083,0.03049
190,190,1991,Berlin,West,Germany,0.94565,235,12817,0.88354,1.00743
191,191,1991,Berlin,West,Western Asia,0.05435,52,12817,0.04624,0.06379
192,192,1991,Berlin,East,Germany,1.0,257,12817,0.93143,1.07597
193,193,1991,Brandenburg,East,Germany,1.0,659,12817,0.9675,1.04085
194,194,1991,Mecklenburg-Western Pomerania,East,Germany,1.0,460,12817,0.94765,1.04839
195,195,1991,Saxony,East,Germany,1.0,1189,12817,0.96701,1.02827
196,196,1991,Saxony-Anhalt,East,Germany,1.0,764,12817,0.96373,1.04551
197,197,1991,Thuringa,East,Germany,1.0,670,12817,0.95672,1.03696
198,198,1992,Schleswig-Holstein,West,Germany,1.0,242,12568,0.9372,1.06505
199,199,1992,Hamburg,West,Germany,1.0,114,12568,0.91858,1.1061
200,200,1992,Lower Saxony,West,Germany,0.96735,831,12568,0.93772,1.0004
201,201,1992,Lower Saxony,West,Southern Europe,0.01291,45,12568,0.00998,0.01641
202,202,1992,Lower Saxony,West,Western Asia,0.01973,53,12568,0.01737,0.02188
203,203,1992,Bremen,West,Germany,1.0,83,12568,0.90408,1.09899
204,204,1992,North Rhine-Westphalia,West,Germany,0.92948,1888,12568,0.9076,0.95431
205,205,1992,North Rhine-Westphalia,West,Southern Europe,0.03003,244,12568,0.02706,0.03294
206,206,1992,North Rhine-Westphalia,West,Western Asia,0.04049,268,12568,0.03773,0.04296
207,207,1992,Hesse,West,Germany,0.91684,633,12568,0.88021,0.95277
208,208,1992,Hesse,West,Southern Europe,0.04242,132,12568,0.03666,0.04919
209,209,1992,Hesse,West,Western Asia,0.04074,110,12568,0.03369,0.0482
210,210,1992,"Rhineland-Palatinate, Saarland",West,Germany,0.96834,548,12568,0.93207,1.00552
211,211,1992,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.03166,71,12568,0.02768,0.03662
212,212,1992,Baden-Wuerttemberg,West,Germany,0.87832,1087,12568,0.85047,0.91017
213,213,1992,Baden-Wuerttemberg,West,Southern Europe,0.05972,318,12568,0.05338,0.06745
214,214,1992,Baden-Wuerttemberg,West,Western Asia,0.0372,190,12568,0.03446,0.04074
215,215,1992,Baden-Wuerttemberg,West,Eastern Europe,0.02476,33,12568,0.02018,0.02889
216,216,1992,Bavaria,West,Germany,0.91946,1280,12568,0.89458,0.94426
217,217,1992,Bavaria,West,Southern Europe,0.03292,170,12568,0.02872,0.03788
218,218,1992,Bavaria,West,Western Asia,0.02233,91,12568,0.01976,0.02486
219,219,1992,Bavaria,West,Eastern Europe,0.02529,32,12568,0.02093,0.03031
220,220,1992,Berlin,West,Germany,0.94032,228,12568,0.87964,1.0034
221,221,1992,Berlin,West,Western Asia,0.05968,46,12568,0.05047,0.07058
222,222,1992,Berlin,East,Germany,1.0,267,12568,0.93476,1.05859
223,223,1992,Brandenburg,East,Germany,1.0,641,12568,0.95926,1.04016
224,224,1992,Mecklenburg-Western Pomerania,East,Germany,1.0,404,12568,0.94891,1.05457
225,225,1992,Saxony,East,Germany,1.0,1121,12568,0.96676,1.0279
226,226,1992,Saxony-Anhalt,East,Germany,1.0,740,12568,0.95764,1.0413
227,227,1992,Thuringa,East,Germany,1.0,658,12568,0.96209,1.0366
228,228,1993,Schleswig-Holstein,West,Germany,1.0,255,12386,0.93801,1.05331
229,229,1993,Hamburg,West,Germany,1.0,110,12386,0.89377,1.09882
230,230,1993,Lower Saxony,West,Germany,0.96488,836,12386,0.92642,0.99819
231,231,1993,Lower Saxony,West,Southern Europe,0.0122,46,12386,0.01007,0.01467
232,232,1993,Lower Saxony,West,Western Asia,0.02292,56,12386,0.02076,0.02535
233,233,1993,Bremen,West,Germany,1.0,79,12386,0.89048,1.09713
234,234,1993,North Rhine-Westphalia,West,Germany,0.92226,1876,12386,0.89959,0.94114
235,235,1993,North Rhine-Westphalia,West,Southern Europe,0.03288,237,12386,0.03043,0.0358
236,236,1993,North Rhine-Westphalia,West,Western Asia,0.04487,262,12386,0.04217,0.04819
237,237,1993,Hesse,West,Germany,0.90951,622,12386,0.87033,0.9555
238,238,1993,Hesse,West,Southern Europe,0.04835,129,12386,0.04207,0.05445
239,239,1993,Hesse,West,Western Asia,0.04214,103,12386,0.03488,0.04964
240,240,1993,"Rhineland-Palatinate, Saarland",West,Germany,0.9644,541,12386,0.93318,1.00944
241,241,1993,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.0356,65,12386,0.02797,0.05038
242,242,1993,Baden-Wuerttemberg,West,Germany,0.87245,1114,12386,0.83829,0.90967
243,243,1993,Baden-Wuerttemberg,West,Southern Europe,0.06534,323,12386,0.05707,0.07472
244,244,1993,Baden-Wuerttemberg,West,Western Asia,0.03928,190,12386,0.03556,0.04283
245,245,1993,Baden-Wuerttemberg,West,Eastern Europe,0.02293,33,12386,0.01865,0.02808
246,246,1993,Bavaria,West,Germany,0.91695,1277,12386,0.89016,0.94391
247,247,1993,Bavaria,West,Southern Europe,0.0344,163,12386,0.02961,0.03927
248,248,1993,Bavaria,West,Western Asia,0.02104,83,12386,0.0185,0.02405
249,249,1993,Bavaria,West,Eastern Europe,0.02761,32,12386,0.02222,0.03362
250,250,1993,Berlin,West,Germany,0.9409,222,12386,0.87959,1.00624
251,251,1993,Berlin,West,Western Asia,0.0591,38,12386,0.0496,0.0698
252,252,1993,Berlin,East,Germany,1.0,261,12386,0.92671,1.06729
253,253,1993,Brandenburg,East,Germany,1.0,611,12386,0.95596,1.05382
254,254,1993,Mecklenburg-Western Pomerania,East,Germany,1.0,394,12386,0.95238,1.05358
255,255,1993,Saxony,East,Germany,1.0,1080,12386,0.96836,1.02967
256,256,1993,Saxony-Anhalt,East,Germany,1.0,708,12386,0.96119,1.04297
257,257,1993,Thuringa,East,Germany,1.0,640,12386,0.95794,1.03624
258,258,1994,Schleswig-Holstein,West,Germany,1.0,261,12171,0.94935,1.04862
259,259,1994,Hamburg,West,Germany,1.0,110,12171,0.89111,1.10476
260,260,1994,Lower Saxony,West,Germany,0.96549,834,12171,0.93028,1.01272
261,261,1994,Lower Saxony,West,Southern Europe,0.01194,39,12171,0.00949,0.01489
262,262,1994,Lower Saxony,West,Western Asia,0.02257,53,12171,0.01995,0.02507
263,263,1994,Bremen,West,Germany,1.0,75,12171,0.874,1.11827
264,264,1994,North Rhine-Westphalia,West,Germany,0.92329,1871,12171,0.89431,0.95031
265,265,1994,North Rhine-Westphalia,West,Southern Europe,0.03357,216,12171,0.03077,0.03698
266,266,1994,North Rhine-Westphalia,West,Western Asia,0.04314,239,12171,0.04,0.04607
267,267,1994,Hesse,West,Germany,0.9031,622,12171,0.8671,0.95065
268,268,1994,Hesse,West,Southern Europe,0.053,130,12171,0.04609,0.0617
269,269,1994,Hesse,West,Western Asia,0.0439,97,12171,0.03635,0.05386
270,270,1994,"Rhineland-Palatinate, Saarland",West,Germany,0.96294,533,12171,0.92165,1.00044
271,271,1994,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.03706,62,12171,0.02878,0.04893
272,272,1994,Baden-Wuerttemberg,West,Germany,0.86661,1100,12171,0.83463,0.89654
273,273,1994,Baden-Wuerttemberg,West,Southern Europe,0.0721,315,12171,0.06368,0.08102
274,274,1994,Baden-Wuerttemberg,West,Western Asia,0.03832,175,12171,0.03417,0.04158
275,275,1994,Baden-Wuerttemberg,West,Eastern Europe,0.02297,31,12171,0.0181,0.02807
276,276,1994,Bavaria,West,Germany,0.91287,1259,12171,0.8842,0.94658
277,277,1994,Bavaria,West,Southern Europe,0.03634,156,12171,0.0315,0.04169
278,278,1994,Bavaria,West,Western Asia,0.02325,76,12171,0.02067,0.02651
279,279,1994,Bavaria,West,Eastern Europe,0.02754,31,12171,0.0213,0.03412
280,280,1994,Berlin,West,Germany,0.93887,218,12171,0.87671,1.00581
281,281,1994,Berlin,West,Western Asia,0.06113,35,12171,0.04971,0.07379
282,282,1994,Berlin,East,Germany,1.0,247,12171,0.93436,1.06879
283,283,1994,Brandenburg,East,Germany,1.0,588,12171,0.9562,1.04635
284,284,1994,Mecklenburg-Western Pomerania,East,Germany,1.0,400,12171,0.94327,1.05355
285,285,1994,Saxony,East,Germany,1.0,1087,12171,0.96816,1.03329
286,286,1994,Saxony-Anhalt,East,Germany,1.0,671,12171,0.95719,1.04616
287,287,1994,Thuringa,East,Germany,1.0,640,12171,0.95951,1.05788
288,288,1995,Schleswig-Holstein,West,Germany,1.0,250,12504,0.93225,1.06899
289,289,1995,Hamburg,West,Germany,1.0,104,12504,0.88129,1.11932
290,290,1995,Lower Saxony,West,Germany,0.92333,833,12504,0.88755,0.958
291,291,1995,Lower Saxony,West,Southern Europe,0.01973,42,12504,0.01347,0.02921
292,292,1995,Lower Saxony,West,Western Asia,0.02165,58,12504,0.01853,0.02645
293,293,1995,Lower Saxony,West,Eastern Europe,0.03529,48,12504,0.02934,0.04192
294,294,1995,Bremen,West,Germany,1.0,75,12504,0.88356,1.1101
295,295,1995,North Rhine-Westphalia,West,Germany,0.89299,1894,12504,0.86612,0.91913
296,296,1995,North Rhine-Westphalia,West,Southern Europe,0.02912,212,12504,0.02541,0.03258
297,297,1995,North Rhine-Westphalia,West,Western Asia,0.03552,224,12504,0.03266,0.03947
298,298,1995,North Rhine-Westphalia,West,Eastern Europe,0.04236,133,12504,0.03728,0.0494
299,299,1995,Hesse,West,Germany,0.85663,626,12504,0.81542,0.89269
300,300,1995,Hesse,West,Southern Europe,0.04707,121,12504,0.03924,0.05493
301,301,1995,Hesse,West,Western Asia,0.03966,92,12504,0.0315,0.05024
302,302,1995,Hesse,West,Eastern Europe,0.05664,44,12504,0.04574,0.06932
303,303,1995,"Rhineland-Palatinate, Saarland",West,Germany,0.91661,532,12504,0.87201,0.96224
304,304,1995,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.03897,61,12504,0.03059,0.04718
305,305,1995,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.04442,55,12504,0.04131,0.04896
306,306,1995,Baden-Wuerttemberg,West,Germany,0.85462,1113,12504,0.81984,0.88811
307,307,1995,Baden-Wuerttemberg,West,Southern Europe,0.07445,325,12504,0.06419,0.08503
308,308,1995,Baden-Wuerttemberg,West,Western Asia,0.03174,172,12504,0.02844,0.03633
309,309,1995,Baden-Wuerttemberg,West,Eastern Europe,0.03919,75,12504,0.03336,0.04473
310,310,1995,Bavaria,West,Germany,0.8997,1294,12504,0.87141,0.9339
311,311,1995,Bavaria,West,Southern Europe,0.03034,150,12504,0.02609,0.03648
312,312,1995,Bavaria,West,Western Asia,0.02305,78,12504,0.02015,0.02698
313,313,1995,Bavaria,West,Eastern Europe,0.04691,77,12504,0.04015,0.05361
314,314,1995,Berlin,West,Germany,0.94506,234,12504,0.8751,1.01212
315,315,1995,Berlin,West,Western Asia,0.05494,32,12504,0.04156,0.07332
316,316,1995,Berlin,East,Germany,1.0,237,12504,0.92627,1.06142
317,317,1995,Brandenburg,East,Germany,1.0,571,12504,0.9534,1.0467
318,318,1995,Mecklenburg-Western Pomerania,East,Germany,1.0,403,12504,0.93648,1.06783
319,319,1995,Saxony,East,Germany,1.0,1057,12504,0.962,1.03748
320,320,1995,Saxony-Anhalt,East,Germany,1.0,655,12504,0.9499,1.04862
