,Unnamed: 0,year,bula_h,sampreg,region_origin,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
956,956,2013,Hesse,West,Germany,0.83785,1641,30097,0.80011,0.8794
957,957,2013,Hesse,West,Northern Africa,0.00792,34,30097,0.0055,0.01107
958,958,2013,Hesse,West,Southern Asia,0.01337,37,30097,0.00978,0.017
959,959,2013,Hesse,West,Southern Europe,0.04361,116,30097,0.03232,0.05584
960,960,2013,Hesse,West,Central Asia,0.0121,69,30097,0.00886,0.01583
961,961,2013,Hesse,West,Western Asia,0.03678,88,30097,0.02715,0.04819
962,962,2013,Hesse,West,Eastern Europe,0.04836,183,30097,0.03682,0.06464
963,963,2013,"Rhineland-Palatinate, Saarland",West,Germany,0.8782,1362,30097,0.83404,0.92904
964,964,2013,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.02574,95,30097,0.01787,0.03347
965,965,2013,"Rhineland-Palatinate, Saarland",West,Central Asia,0.02519,67,30097,0.01731,0.0351
966,966,2013,"Rhineland-Palatinate, Saarland",West,Western Asia,0.01896,61,30097,0.01494,0.02492
967,967,2013,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.05192,153,30097,0.04307,0.06354
968,968,2013,Baden-Wuerttemberg,West,Germany,0.83548,2854,30097,0.80209,0.87491
969,969,2013,Baden-Wuerttemberg,West,Southern Europe,0.05905,290,30097,0.04967,0.07043
970,970,2013,Baden-Wuerttemberg,West,Central Asia,0.02567,118,30097,0.02004,0.03221
971,971,2013,Baden-Wuerttemberg,West,Western Asia,0.02379,116,30097,0.019,0.02763
972,972,2013,Baden-Wuerttemberg,West,Eastern Europe,0.05601,337,30097,0.04846,0.06409
973,973,2013,Bavaria,West,Germany,0.86225,3897,30097,0.82678,0.89233
974,974,2013,Bavaria,West,Southern Europe,0.03045,220,30097,0.02414,0.03799
975,975,2013,Bavaria,West,Central Asia,0.0136,143,30097,0.01085,0.01603
976,976,2013,Bavaria,West,Western Asia,0.01805,109,30097,0.01457,0.0236
977,977,2013,Bavaria,West,Eastern Europe,0.05422,424,30097,0.04737,0.06016
978,978,2013,Bavaria,West,Western Europe,0.02143,77,30097,0.0167,0.02742
979,979,2013,Berlin,West,Germany,0.9086,532,30097,0.84742,0.9835
980,980,2013,Berlin,West,Southern Europe,0.02261,39,30097,0.01584,0.02988
981,981,2013,Berlin,West,Western Asia,0.03383,44,30097,0.02621,0.04195
982,982,2013,Berlin,West,Eastern Europe,0.03496,42,30097,0.02061,0.04885
983,983,2013,Berlin,East,Germany,1.0,440,30097,0.90151,1.08421
984,984,2013,Brandenburg,East,Germany,0.95195,1012,30097,0.8836,1.03265
985,985,2013,Brandenburg,East,Central Asia,0.00849,31,30097,0.00576,0.01141
986,986,2013,Brandenburg,East,Eastern Europe,0.03956,77,30097,0.03278,0.04679
987,987,2013,Mecklenburg-Western Pomerania,East,Germany,1.0,589,30097,0.91164,1.09756
988,988,2013,Saxony,East,Germany,0.98542,1716,30097,0.93659,1.03609
989,989,2013,Saxony,East,Eastern Europe,0.01458,60,30097,0.01018,0.0206
990,990,2013,Saxony-Anhalt,East,Germany,0.98284,989,30097,0.91052,1.05572
991,991,2013,Saxony-Anhalt,East,Eastern Europe,0.01716,43,30097,0.01058,0.02605
992,992,2013,Thuringa,East,Germany,1.0,1008,30097,0.93584,1.05954
993,993,2014,Schleswig-Holstein,West,Germany,0.944,768,26677,0.8773,1.01264
994,994,2014,Schleswig-Holstein,West,Western Asia,0.03469,47,26677,0.02054,0.05397
995,995,2014,Schleswig-Holstein,West,Eastern Europe,0.02131,59,26677,0.01672,0.02743
996,996,2014,Hamburg,West,Germany,0.95679,337,26677,0.86385,1.08038
997,997,2014,Hamburg,West,Eastern Europe,0.04321,53,26677,0.03357,0.05093
998,998,2014,Lower Saxony,West,Germany,0.89361,2166,26677,0.85481,0.93349
999,999,2014,Lower Saxony,West,Southern Europe,0.00583,49,26677,0.00401,0.00793
1000,1000,2014,Lower Saxony,West,Central Asia,0.02148,87,26677,0.01567,0.02858
1001,1001,2014,Lower Saxony,West,Western Asia,0.027,95,26677,0.02021,0.03345
1002,1002,2014,Lower Saxony,West,Eastern Europe,0.05208,217,26677,0.04267,0.06234
1003,1003,2014,Bremen,West,Germany,1.0,152,26677,0.828,1.24332
1004,1004,2014,North Rhine-Westphalia,West,Germany,0.85132,4371,26677,0.82477,0.88099
1005,1005,2014,North Rhine-Westphalia,West,Southern Asia,0.0047,35,26677,0.00334,0.00598
1006,1006,2014,North Rhine-Westphalia,West,Southern Europe,0.02844,267,26677,0.02467,0.03345
1007,1007,2014,North Rhine-Westphalia,West,Central Asia,0.0217,207,26677,0.01739,0.02628
1008,1008,2014,North Rhine-Westphalia,West,Western Asia,0.03315,250,26677,0.02818,0.03827
1009,1009,2014,North Rhine-Westphalia,West,Eastern Europe,0.04866,476,26677,0.04246,0.05509
1010,1010,2014,North Rhine-Westphalia,West,Western Europe,0.01202,46,26677,0.00876,0.01663
1011,1011,2014,Hesse,West,Germany,0.84574,1469,26677,0.79689,0.89212
1012,1012,2014,Hesse,West,Southern Asia,0.01961,33,26677,0.01551,0.02485
1013,1013,2014,Hesse,West,Southern Europe,0.03985,91,26677,0.03132,0.05192
1014,1014,2014,Hesse,West,Central Asia,0.01266,57,26677,0.00939,0.01699
1015,1015,2014,Hesse,West,Western Asia,0.03889,71,26677,0.02716,0.05094
1016,1016,2014,Hesse,West,Eastern Europe,0.04326,145,26677,0.03517,0.05455
1017,1017,2014,"Rhineland-Palatinate, Saarland",West,Germany,0.86806,1238,26677,0.82607,0.92297
1018,1018,2014,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.03237,85,26677,0.02364,0.04397
1019,1019,2014,"Rhineland-Palatinate, Saarland",West,Central Asia,0.02625,61,26677,0.01644,0.0364
1020,1020,2014,"Rhineland-Palatinate, Saarland",West,Western Asia,0.02455,58,26677,0.01904,0.03058
1021,1021,2014,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.04876,131,26677,0.03927,0.05915
1022,1022,2014,Baden-Wuerttemberg,West,Germany,0.83574,2534,26677,0.79717,0.86928
1023,1023,2014,Baden-Wuerttemberg,West,Southern Europe,0.05881,228,26677,0.04868,0.06862
1024,1024,2014,Baden-Wuerttemberg,West,Central Asia,0.0216,89,26677,0.016,0.02986
1025,1025,2014,Baden-Wuerttemberg,West,Western Asia,0.02301,83,26677,0.01859,0.02744
1026,1026,2014,Baden-Wuerttemberg,West,Eastern Europe,0.06084,273,26677,0.05015,0.07526
1027,1027,2014,Bavaria,West,Germany,0.86313,3565,26677,0.83315,0.8998
1028,1028,2014,Bavaria,West,Southern Europe,0.03141,194,26677,0.02563,0.03783
1029,1029,2014,Bavaria,West,Central Asia,0.01396,108,26677,0.01154,0.01703
1030,1030,2014,Bavaria,West,Western Asia,0.02015,91,26677,0.01503,0.02532
1031,1031,2014,Bavaria,West,Eastern Europe,0.04749,353,26677,0.04137,0.05491
1032,1032,2014,Bavaria,West,Western Europe,0.02385,75,26677,0.01812,0.03034
1033,1033,2014,Berlin,West,Germany,0.96465,476,26677,0.88877,1.0353
1034,1034,2014,Berlin,West,Eastern Europe,0.03535,33,26677,0.02339,0.05171
1035,1035,2014,Berlin,East,Germany,1.0,392,26677,0.90215,1.08382
1036,1036,2014,Brandenburg,East,Germany,0.97142,938,26677,0.90859,1.03582
1037,1037,2014,Brandenburg,East,Eastern Europe,0.02858,58,26677,0.02323,0.03404
1038,1038,2014,Mecklenburg-Western Pomerania,East,Germany,1.0,547,26677,0.92014,1.09616
1039,1039,2014,Saxony,East,Germany,0.98216,1553,26677,0.93707,1.04039
1040,1040,2014,Saxony,East,Eastern Europe,0.01784,59,26677,0.01246,0.02425
1041,1041,2014,Saxony-Anhalt,East,Germany,0.98435,909,26677,0.91989,1.05973
1042,1042,2014,Saxony-Anhalt,East,Eastern Europe,0.01565,31,26677,0.00888,0.02348
1043,1043,2014,Thuringa,East,Germany,1.0,967,26677,0.92784,1.06299
1044,1044,2015,Schleswig-Holstein,West,Germany,0.93552,744,26196,0.85713,1.0013
1045,1045,2015,Schleswig-Holstein,West,Southern Europe,0.02528,31,26196,0.01252,0.03907
1046,1046,2015,Schleswig-Holstein,West,Western Asia,0.02083,31,26196,0.0112,0.03705
1047,1047,2015,Schleswig-Holstein,West,Eastern Europe,0.01837,51,26196,0.0137,0.02314
1048,1048,2015,Hamburg,West,Germany,0.95967,337,26196,0.86804,1.06595
1049,1049,2015,Hamburg,West,Eastern Europe,0.04033,51,26196,0.0295,0.05063
1050,1050,2015,Lower Saxony,West,Germany,0.88434,2052,26196,0.84896,0.92854
1051,1051,2015,Lower Saxony,West,Southern Europe,0.00849,72,26196,0.00636,0.0109
1052,1052,2015,Lower Saxony,West,Central Asia,0.02689,90,26196,0.01827,0.03572
1053,1053,2015,Lower Saxony,West,Western Asia,0.02456,109,26196,0.01958,0.03159
1054,1054,2015,Lower Saxony,West,Eastern Europe,0.05573,262,26196,0.04537,0.06675
1055,1055,2015,Bremen,West,Germany,1.0,127,26196,0.80237,1.205
1056,1056,2015,North Rhine-Westphalia,West,Germany,0.84078,4140,26196,0.81374,0.86588
1057,1057,2015,North Rhine-Westphalia,West,Northern Africa,0.00291,42,26196,0.00199,0.00434
1058,1058,2015,North Rhine-Westphalia,West,Southern Asia,0.00573,46,26196,0.00421,0.00727
1059,1059,2015,North Rhine-Westphalia,West,Southern Europe,0.03006,297,26196,0.02517,0.03449
1060,1060,2015,North Rhine-Westphalia,West,Central Asia,0.02175,196,26196,0.01766,0.02623
1061,1061,2015,North Rhine-Westphalia,West,Western Asia,0.03736,273,26196,0.03206,0.0438
1062,1062,2015,North Rhine-Westphalia,West,Eastern Europe,0.05076,567,26196,0.04438,0.05772
1063,1063,2015,North Rhine-Westphalia,West,Western Europe,0.01064,42,26196,0.00774,0.01374
1064,1064,2015,Hesse,West,Germany,0.84316,1376,26196,0.79662,0.89419
1065,1065,2015,Hesse,West,Southern Asia,0.01905,45,26196,0.01271,0.02614
1066,1066,2015,Hesse,West,Southern Europe,0.04284,97,26196,0.03187,0.0527
1067,1067,2015,Hesse,West,Central Asia,0.01464,52,26196,0.00992,0.01986
1068,1068,2015,Hesse,West,Western Asia,0.03353,68,26196,0.02597,0.04273
1069,1069,2015,Hesse,West,Eastern Europe,0.04678,187,26196,0.03848,0.0558
1070,1070,2015,"Rhineland-Palatinate, Saarland",West,Germany,0.84741,1197,26196,0.80212,0.89909
1071,1071,2015,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.02398,85,26196,0.01822,0.03023
1072,1072,2015,"Rhineland-Palatinate, Saarland",West,Central Asia,0.04034,64,26196,0.02258,0.0584
1073,1073,2015,"Rhineland-Palatinate, Saarland",West,Western Asia,0.03012,68,26196,0.02345,0.0407
1074,1074,2015,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.05814,176,26196,0.04422,0.07202
1075,1075,2015,Baden-Wuerttemberg,West,Germany,0.83175,2411,26196,0.79771,0.86587
1076,1076,2015,Baden-Wuerttemberg,West,Southern Europe,0.06519,263,26196,0.05316,0.07784
1077,1077,2015,Baden-Wuerttemberg,West,Central Asia,0.01895,66,26196,0.01291,0.02675
1078,1078,2015,Baden-Wuerttemberg,West,Western Asia,0.02352,77,26196,0.01891,0.02949
1079,1079,2015,Baden-Wuerttemberg,West,Eastern Europe,0.06059,324,26196,0.052,0.07127
1080,1080,2015,Bavaria,West,Germany,0.85398,3411,26196,0.8199,0.88745
1081,1081,2015,Bavaria,West,Southern Europe,0.03271,207,26196,0.02601,0.04076
1082,1082,2015,Bavaria,West,Central Asia,0.01481,100,26196,0.01155,0.01894
1083,1083,2015,Bavaria,West,Western Asia,0.01667,76,26196,0.01228,0.02242
1084,1084,2015,Bavaria,West,Eastern Europe,0.05755,464,26196,0.04912,0.06619
1085,1085,2015,Bavaria,West,Western Europe,0.02429,81,26196,0.0169,0.03286
1086,1086,2015,Berlin,West,Germany,0.93446,438,26196,0.86517,1.02705
1087,1087,2015,Berlin,West,Southern Europe,0.03005,32,26196,0.01967,0.0444
1088,1088,2015,Berlin,West,Eastern Europe,0.03549,39,26196,0.02248,0.05081
1089,1089,2015,Berlin,East,Germany,1.0,372,26196,0.90258,1.12367
1090,1090,2015,Brandenburg,East,Germany,0.96693,912,26196,0.89868,1.03953
1091,1091,2015,Brandenburg,East,Eastern Europe,0.03307,66,26196,0.02636,0.04001
1092,1092,2015,Mecklenburg-Western Pomerania,East,Germany,1.0,546,26196,0.90664,1.09637
1093,1093,2015,Saxony,East,Germany,0.98309,1476,26196,0.9345,1.03678
1094,1094,2015,Saxony,East,Eastern Europe,0.01691,52,26196,0.01077,0.02294
1095,1095,2015,Saxony-Anhalt,East,Germany,1.0,853,26196,0.93332,1.08683
1096,1096,2015,Thuringa,East,Germany,0.96617,899,26196,0.89969,1.03182
1097,1097,2015,Thuringa,East,Eastern Europe,0.03383,56,26196,0.02487,0.04476
1098,1098,2016,Schleswig-Holstein,West,Germany,0.94538,687,26820,0.86826,1.02065
1099,1099,2016,Schleswig-Holstein,West,Southern Asia,0.00844,36,26820,0.00378,0.01424
1100,1100,2016,Schleswig-Holstein,West,Western Asia,0.0189,166,26820,0.01323,0.0314
1101,1101,2016,Schleswig-Holstein,West,Eastern Europe,0.02727,60,26820,0.01956,0.03737
1102,1102,2016,Hamburg,West,Germany,0.90344,322,26820,0.80719,0.98463
1103,1103,2016,Hamburg,West,Western Asia,0.05491,31,26820,0.02923,0.08587
1104,1104,2016,Hamburg,West,Eastern Europe,0.04165,51,26820,0.03112,0.05276
1105,1105,2016,Lower Saxony,West,Germany,0.87968,1938,26820,0.83191,0.92169
1106,1106,2016,Lower Saxony,West,Southern Asia,0.0062,33,26820,0.00183,0.01085
1107,1107,2016,Lower Saxony,West,Southern Europe,0.00803,79,26820,0.00576,0.01024
1108,1108,2016,Lower Saxony,West,Central Asia,0.02482,85,26820,0.01595,0.03352
1109,1109,2016,Lower Saxony,West,Western Asia,0.03588,374,26820,0.02756,0.04796
1110,1110,2016,Lower Saxony,West,Eastern Europe,0.04538,202,26820,0.03581,0.0552
1111,1111,2016,Bremen,West,Germany,0.94363,121,26820,0.75818,1.18794
1112,1112,2016,Bremen,West,Western Asia,0.05637,41,26820,0.03749,0.0819
1113,1113,2016,North Rhine-Westphalia,West,Germany,0.83396,3869,26820,0.80749,0.86338
1114,1114,2016,North Rhine-Westphalia,West,Northern Africa,0.00302,37,26820,0.00166,0.00439
1115,1115,2016,North Rhine-Westphalia,West,Southern Asia,0.00602,99,26820,0.00412,0.00793
1116,1116,2016,North Rhine-Westphalia,West,Southern Europe,0.03446,308,26820,0.02886,0.04077
1117,1117,2016,North Rhine-Westphalia,West,Central Asia,0.01992,164,26820,0.01569,0.0257
1118,1118,2016,North Rhine-Westphalia,West,Western Asia,0.03935,769,26820,0.0318,0.04605
1119,1119,2016,North Rhine-Westphalia,West,Eastern Europe,0.05098,481,26820,0.04421,0.05792
1120,1120,2016,North Rhine-Westphalia,West,Western Europe,0.00834,34,26820,0.00569,0.01213
1121,1121,2016,North Rhine-Westphalia,West,Sub-Saharan Africa,0.00396,55,26820,0.00179,0.00728
1122,1122,2016,Hesse,West,Germany,0.84194,1253,26820,0.78617,0.89048
1123,1123,2016,Hesse,West,Southern Asia,0.02288,84,26820,0.01391,0.0313
1124,1124,2016,Hesse,West,Southern Europe,0.03072,59,26820,0.02107,0.0413
1125,1125,2016,Hesse,West,Central Asia,0.01479,43,26820,0.00935,0.02315
1126,1126,2016,Hesse,West,Western Asia,0.03918,194,26820,0.02739,0.05508
1127,1127,2016,Hesse,West,Eastern Europe,0.04568,156,26820,0.03726,0.05463
1128,1128,2016,Hesse,West,Sub-Saharan Africa,0.00482,50,26820,0.00156,0.00969
1129,1129,2016,"Rhineland-Palatinate, Saarland",West,Germany,0.85196,1119,26820,0.80865,0.90695
1130,1130,2016,"Rhineland-Palatinate, Saarland",West,Southern Asia,0.00182,33,26820,0.00112,0.00261
1131,1131,2016,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.02798,81,26820,0.0204,0.03488
1132,1132,2016,"Rhineland-Palatinate, Saarland",West,Central Asia,0.03199,54,26820,0.02099,0.04385
1133,1133,2016,"Rhineland-Palatinate, Saarland",West,Western Asia,0.03403,275,26820,0.02424,0.04543
1134,1134,2016,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.05222,151,26820,0.03939,0.06787
1135,1135,2016,Baden-Wuerttemberg,West,Germany,0.81794,2209,26820,0.7869,0.85329
1136,1136,2016,Baden-Wuerttemberg,West,Southern Asia,0.00978,57,26820,0.00347,0.01623
1137,1137,2016,Baden-Wuerttemberg,West,Southern Europe,0.07004,252,26820,0.05709,0.08837
1138,1138,2016,Baden-Wuerttemberg,West,Central Asia,0.01746,63,26820,0.01285,0.02292
1139,1139,2016,Baden-Wuerttemberg,West,Western Asia,0.02055,303,26820,0.01499,0.02768
1140,1140,2016,Baden-Wuerttemberg,West,Eastern Europe,0.05896,280,26820,0.0505,0.06933
1141,1141,2016,Baden-Wuerttemberg,West,Sub-Saharan Africa,0.00527,32,26820,0.00228,0.00868
1142,1142,2016,Bavaria,West,Germany,0.84641,3111,26820,0.8127,0.88278
1143,1143,2016,Bavaria,West,Southern Asia,0.00637,76,26820,0.0042,0.00912
1144,1144,2016,Bavaria,West,Southern Europe,0.03495,161,26820,0.02792,0.04298
1145,1145,2016,Bavaria,West,Central Asia,0.01353,96,26820,0.01106,0.01593
1146,1146,2016,Bavaria,West,Western Asia,0.02022,326,26820,0.01389,0.02891
1147,1147,2016,Bavaria,West,Eastern Europe,0.05654,391,26820,0.04779,0.06536
1148,1148,2016,Bavaria,West,Western Europe,0.02197,65,26820,0.01569,0.02855
1149,1149,2016,Berlin,West,Germany,0.96734,418,26820,0.87881,1.04834
1150,1150,2016,Berlin,West,Western Asia,0.03266,69,26820,0.01269,0.05674
1151,1151,2016,Berlin,East,Germany,1.0,342,26820,0.90373,1.11378
1152,1152,2016,Brandenburg,East,Germany,0.96751,856,26820,0.89417,1.04833
1153,1153,2016,Brandenburg,East,Southern Asia,0.00401,37,26820,0.00154,0.00638
1154,1154,2016,Brandenburg,East,Western Asia,0.00711,67,26820,0.00247,0.01419
1155,1155,2016,Brandenburg,East,Eastern Europe,0.02137,66,26820,0.01589,0.02646
1156,1156,2016,Mecklenburg-Western Pomerania,East,Germany,0.99582,513,26820,0.90943,1.09067
1157,1157,2016,Mecklenburg-Western Pomerania,East,Western Asia,0.00418,38,26820,0.00322,0.0055
1158,1158,2016,Saxony,East,Germany,0.9822,1410,26820,0.92592,1.03342
1159,1159,2016,Saxony,East,Southern Asia,0.00098,38,26820,0.00074,0.00135
1160,1160,2016,Saxony,East,Western Asia,0.00281,91,26820,0.00191,0.00406
1161,1161,2016,Saxony,East,Eastern Europe,0.01401,46,26820,0.00899,0.02035
1162,1162,2016,Saxony-Anhalt,East,Germany,0.99245,796,26820,0.91166,1.07523
1163,1163,2016,Saxony-Anhalt,East,Western Asia,0.00755,72,26820,0.00558,0.00993
1164,1164,2016,Thuringa,East,Germany,0.96381,844,26820,0.88417,1.04792
1165,1165,2016,Thuringa,East,Western Asia,0.00551,56,26820,0.00339,0.00942
1166,1166,2016,Thuringa,East,Eastern Europe,0.03068,45,26820,0.02218,0.03901
1167,1167,2017,Schleswig-Holstein,West,Germany,0.89577,812,30190,0.83727,0.95966
1168,1168,2017,Schleswig-Holstein,West,Southern Asia,0.00881,50,30190,0.00419,0.01447
1169,1169,2017,Schleswig-Holstein,West,Southern Europe,0.03937,33,30190,0.01766,0.06048
1170,1170,2017,Schleswig-Holstein,West,Western Asia,0.03186,215,30190,0.01627,0.04698
1171,1171,2017,Schleswig-Holstein,West,Eastern Europe,0.02418,56,30190,0.01588,0.03195
1172,1172,2017,Hamburg,West,Germany,0.91298,370,30190,0.81938,1.01193
1173,1173,2017,Hamburg,West,Western Asia,0.04987,60,30190,0.02339,0.07365
1174,1174,2017,Hamburg,West,Eastern Europe,0.03715,46,30190,0.02673,0.04645
1175,1175,2017,Lower Saxony,West,Germany,0.88142,2283,30190,0.8441,0.92247
1176,1176,2017,Lower Saxony,West,Southern Asia,0.00593,64,30190,0.00268,0.01152
1177,1177,2017,Lower Saxony,West,Southern Europe,0.00926,66,30190,0.00661,0.01254
1178,1178,2017,Lower Saxony,West,Central Asia,0.02171,70,30190,0.01375,0.03204
1179,1179,2017,Lower Saxony,West,Western Asia,0.03818,558,30190,0.02599,0.04915
1180,1180,2017,Lower Saxony,West,Eastern Europe,0.04349,189,30190,0.03686,0.05352
1181,1181,2017,Bremen,West,Germany,0.92823,156,30190,0.77814,1.11056
1182,1182,2017,Bremen,West,Western Asia,0.07177,63,30190,0.04405,0.10472
1183,1183,2017,North Rhine-Westphalia,West,Germany,0.8321,4399,30190,0.80781,0.85791
1184,1184,2017,North Rhine-Westphalia,West,Northern Africa,0.00259,36,30190,0.00171,0.00374
1185,1185,2017,North Rhine-Westphalia,West,Southern Asia,0.01038,145,30190,0.00725,0.01379
1186,1186,2017,North Rhine-Westphalia,West,Southern Europe,0.0349,262,30190,0.02859,0.04171
1187,1187,2017,North Rhine-Westphalia,West,Central Asia,0.01768,157,30190,0.01434,0.02221
1188,1188,2017,North Rhine-Westphalia,West,Western Asia,0.03923,1051,30190,0.03249,0.04682
1189,1189,2017,North Rhine-Westphalia,West,Eastern Europe,0.04784,446,30190,0.04221,0.05316
1190,1190,2017,North Rhine-Westphalia,West,Western Europe,0.01087,42,30190,0.00688,0.01577
1191,1191,2017,North Rhine-Westphalia,West,Sub-Saharan Africa,0.00441,57,30190,0.00219,0.00759
1192,1192,2017,Hesse,West,Germany,0.85208,1439,30190,0.81065,0.89654
1193,1193,2017,Hesse,West,Southern Asia,0.02065,101,30190,0.01212,0.03138
1194,1194,2017,Hesse,West,Southern Europe,0.02964,54,30190,0.01911,0.04037
1195,1195,2017,Hesse,West,Central Asia,0.00955,37,30190,0.00582,0.01443
1196,1196,2017,Hesse,West,Western Asia,0.03662,312,30190,0.02419,0.04978
1197,1197,2017,Hesse,West,Eastern Europe,0.04333,150,30190,0.03528,0.05275
1198,1198,2017,Hesse,West,Sub-Saharan Africa,0.00813,60,30190,0.00383,0.01414
1199,1199,2017,"Rhineland-Palatinate, Saarland",West,Germany,0.83898,1175,30190,0.7907,0.88507
1200,1200,2017,"Rhineland-Palatinate, Saarland",West,Southern Asia,0.00437,48,30190,0.00227,0.00783
1201,1201,2017,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.03178,70,30190,0.02024,0.04164
1202,1202,2017,"Rhineland-Palatinate, Saarland",West,Central Asia,0.02805,48,30190,0.01725,0.04596
1203,1203,2017,"Rhineland-Palatinate, Saarland",West,Western Asia,0.04611,288,30190,0.03365,0.06162
1204,1204,2017,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.05071,142,30190,0.03864,0.06164
1205,1205,2017,Baden-Wuerttemberg,West,Germany,0.82187,2433,30190,0.78726,0.85294
1206,1206,2017,Baden-Wuerttemberg,West,Southern Asia,0.00772,52,30190,0.00234,0.01418
1207,1207,2017,Baden-Wuerttemberg,West,Southern Europe,0.07183,197,30190,0.05892,0.0837
1208,1208,2017,Baden-Wuerttemberg,West,Central Asia,0.0161,57,30190,0.01124,0.02118
1209,1209,2017,Baden-Wuerttemberg,West,Western Asia,0.02161,450,30190,0.01454,0.02922
1210,1210,2017,Baden-Wuerttemberg,West,Eastern Europe,0.05617,250,30190,0.04868,0.06636
1211,1211,2017,Baden-Wuerttemberg,West,Sub-Saharan Africa,0.00471,33,30190,0.00219,0.0081
1212,1212,2017,Bavaria,West,Germany,0.83574,3443,30190,0.80092,0.86882
1213,1213,2017,Bavaria,West,Southern Asia,0.00726,82,30190,0.00397,0.01066
1214,1214,2017,Bavaria,West,Southern Europe,0.03877,149,30190,0.03133,0.04772
1215,1215,2017,Bavaria,West,Central Asia,0.01263,99,30190,0.01027,0.01512
1216,1216,2017,Bavaria,West,Western Asia,0.02147,407,30190,0.01638,0.02857
1217,1217,2017,Bavaria,West,Eastern Europe,0.05869,382,30190,0.05072,0.06732
1218,1218,2017,Bavaria,West,Western Europe,0.02191,67,30190,0.01562,0.03046
1219,1219,2017,Bavaria,West,Sub-Saharan Africa,0.00352,32,30190,0.00148,0.00644
1220,1220,2017,Berlin,West,Germany,0.97011,472,30190,0.87905,1.06857
1221,1221,2017,Berlin,West,Western Asia,0.02989,48,30190,0.01208,0.05265
1222,1222,2017,Berlin,East,Germany,0.99487,369,30190,0.89172,1.11331
1223,1223,2017,Berlin,East,Western Asia,0.00513,36,30190,0.00256,0.00877
1224,1224,2017,Brandenburg,East,Germany,0.95752,949,30190,0.90131,1.01288
1225,1225,2017,Brandenburg,East,Southern Asia,0.00532,40,30190,0.00317,0.00839
1226,1226,2017,Brandenburg,East,Western Asia,0.01069,86,30190,0.00576,0.01915
1227,1227,2017,Brandenburg,East,Eastern Europe,0.02647,67,30190,0.0188,0.03497
1228,1228,2017,Mecklenburg-Western Pomerania,East,Germany,1.0,565,30190,0.91261,1.09215
1229,1229,2017,Saxony,East,Germany,0.97853,1608,30190,0.9309,1.0271
1230,1230,2017,Saxony,East,Southern Asia,0.00133,35,30190,0.00085,0.00186
1231,1231,2017,Saxony,East,Western Asia,0.00316,105,30190,0.00259,0.00391
1232,1232,2017,Saxony,East,Eastern Europe,0.01698,51,30190,0.01108,0.02424
1233,1233,2017,Saxony-Anhalt,East,Germany,0.99158,881,30190,0.92196,1.06551
1234,1234,2017,Saxony-Anhalt,East,Western Asia,0.00842,83,30190,0.00638,0.01048
1235,1235,2017,Thuringa,East,Germany,0.95483,922,30190,0.88733,1.03312
1236,1236,2017,Thuringa,East,Western Asia,0.00753,83,30190,0.00466,0.01141
1237,1237,2017,Thuringa,East,Eastern Europe,0.03764,47,30190,0.02713,0.04935
1238,1238,2018,Schleswig-Holstein,West,Germany,0.93749,801,28771,0.87627,0.99613
1239,1239,2018,Schleswig-Holstein,West,Southern Asia,0.01017,42,28771,0.00539,0.01528
1240,1240,2018,Schleswig-Holstein,West,Western Asia,0.02933,157,28771,0.01716,0.0492
1241,1241,2018,Schleswig-Holstein,West,Eastern Europe,0.02301,48,28771,0.01487,0.03225
1242,1242,2018,Hamburg,West,Germany,0.93309,370,28771,0.83007,1.04025
1243,1243,2018,Hamburg,West,Western Asia,0.03796,56,28771,0.02172,0.0568
1244,1244,2018,Hamburg,West,Eastern Europe,0.02896,44,28771,0.02107,0.03853
1245,1245,2018,Lower Saxony,West,Germany,0.8714,2136,28771,0.82994,0.91584
1246,1246,2018,Lower Saxony,West,Southern Asia,0.00644,48,28771,0.00149,0.0114
1247,1247,2018,Lower Saxony,West,Southern Europe,0.01089,66,28771,0.00755,0.01415
1248,1248,2018,Lower Saxony,West,Central Asia,0.02635,69,28771,0.01539,0.03698
1249,1249,2018,Lower Saxony,West,Western Asia,0.03899,552,28771,0.02713,0.0539
1250,1250,2018,Lower Saxony,West,Eastern Europe,0.04594,186,28771,0.03781,0.05471
1251,1251,2018,Bremen,West,Germany,0.90359,165,28771,0.71396,1.07651
1252,1252,2018,Bremen,West,Western Asia,0.09641,82,28771,0.05536,0.15007
1253,1253,2018,North Rhine-Westphalia,West,Germany,0.81363,4253,28771,0.78947,0.84007
1254,1254,2018,North Rhine-Westphalia,West,Northern Africa,0.00466,35,28771,0.00288,0.00692
1255,1255,2018,North Rhine-Westphalia,West,Southern Asia,0.01126,120,28771,0.00822,0.01493
1256,1256,2018,North Rhine-Westphalia,West,Southern Europe,0.03576,235,28771,0.02975,0.04129
1257,1257,2018,North Rhine-Westphalia,West,Central Asia,0.01771,143,28771,0.01368,0.02151
