year,age_gr,bula_h,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,46-65 y.,Hamburg,Germany,0.89281,90,90,0.82854,0.95708
2007,46-65 y.,Lower Saxony,Germany,0.86683,530,530,0.83787,0.89578
2007,46-65 y.,Bremen,Germany,0.93320,50,50,0.86329,1.00311
2007,46-65 y.,North Rhine-Westphalia,Germany,0.81350,1210,1362,0.79281,0.83419
2007,46-65 y.,North Rhine-Westphalia,Southern Europe,0.04064,44,1362,0.03015,0.05113
2007,46-65 y.,North Rhine-Westphalia,Western Asia,0.04122,41,1362,0.03066,0.05178
2007,46-65 y.,North Rhine-Westphalia,Eastern Europe,0.05534,67,1362,0.04319,0.06749
2007,46-65 y.,Hesse,Germany,0.77325,423,423,0.73330,0.81320
2007,46-65 y.,"Rhineland-Palatinate, Saarland",Germany,0.86858,353,353,0.83328,0.90387
2007,46-65 y.,Baden-Wuerttemberg,Germany,0.75826,637,748,0.72755,0.78896
2007,46-65 y.,Baden-Wuerttemberg,Southern Europe,0.11520,77,748,0.09230,0.13809
2007,46-65 y.,Baden-Wuerttemberg,Eastern Europe,0.04182,34,748,0.02747,0.05618
2007,46-65 y.,Bavaria,Germany,0.81103,890,969,0.78637,0.83569
2007,46-65 y.,Bavaria,Southern Europe,0.06295,39,969,0.04765,0.07825
2007,46-65 y.,Bavaria,Eastern Europe,0.04472,40,969,0.03170,0.05774
2007,46-65 y.,Berlin,Germany,0.87917,273,273,0.84043,0.91790
2007,46-65 y.,Brandenburg,Germany,0.97371,285,285,0.95510,0.99232
2007,46-65 y.,Mecklenburg-Western Pomerania,Germany,0.98703,190,190,0.97091,1.00316
2007,46-65 y.,Saxony,Germany,0.98027,530,530,0.96842,0.99212
2007,46-65 y.,Saxony-Anhalt,Germany,0.98407,314,314,0.97020,0.99794
2007,46-65 y.,Thuringa,Germany,0.99668,303,303,0.99020,1.00317
2007,66 and older,Schleswig-Holstein,Germany,0.94776,134,134,0.90994,0.98558
2007,66 and older,Hamburg,Germany,0.97976,66,66,0.94552,1.01399
2007,66 and older,Lower Saxony,Germany,0.93245,399,399,0.90779,0.95710
2007,66 and older,North Rhine-Westphalia,Germany,0.89808,827,858,0.87783,0.91834
2007,66 and older,North Rhine-Westphalia,Southern Europe,0.02983,31,858,0.01844,0.04122
2007,66 and older,Hesse,Germany,0.84919,229,229,0.80274,0.89564
2007,66 and older,"Rhineland-Palatinate, Saarland",Germany,0.92166,231,231,0.88694,0.95639
2007,66 and older,Baden-Wuerttemberg,Germany,0.79859,383,416,0.76001,0.83718
2007,66 and older,Baden-Wuerttemberg,Eastern Europe,0.07037,33,416,0.04576,0.09497
2007,66 and older,Bavaria,Germany,0.87317,532,532,0.84486,0.90147
2007,66 and older,Berlin,Germany,0.97982,128,128,0.95536,1.00428
2007,66 and older,Brandenburg,Germany,0.98718,220,220,0.97229,1.00208
2007,66 and older,Mecklenburg-Western Pomerania,Germany,0.95349,101,101,0.91221,0.99476
2007,66 and older,Saxony,Germany,0.97241,306,306,0.95403,0.99079
2007,66 and older,Saxony-Anhalt,Germany,0.93626,182,182,0.90068,0.97185
2007,66 and older,Thuringa,Germany,0.93656,202,202,0.90286,0.97026
2008,17-29 y.,Schleswig-Holstein,Germany,0.95366,95,95,0.91116,0.99616
2008,17-29 y.,Hamburg,Germany,0.86607,61,61,0.77989,0.95225
2008,17-29 y.,Lower Saxony,Germany,0.89953,270,270,0.86360,0.93545
2008,17-29 y.,North Rhine-Westphalia,Germany,0.85407,587,587,0.82548,0.88265
2008,17-29 y.,Hesse,Germany,0.87731,195,195,0.83114,0.92347
2008,17-29 y.,"Rhineland-Palatinate, Saarland",Germany,0.84673,166,166,0.79176,0.90170
2008,17-29 y.,Baden-Wuerttemberg,Germany,0.83167,424,424,0.79602,0.86733
2008,17-29 y.,Bavaria,Germany,0.93334,446,446,0.91017,0.95652
2008,17-29 y.,Berlin,Germany,0.96026,139,139,0.92767,0.99285
2008,17-29 y.,Saxony,Germany,0.98678,252,252,0.97265,1.00091
2008,17-29 y.,Thuringa,Germany,0.97528,160,160,0.95114,0.99941
2008,30-45 y.,Schleswig-Holstein,Germany,0.87791,117,117,0.81833,0.93749
2008,30-45 y.,Hamburg,Germany,0.80693,46,46,0.69160,0.92225
2008,30-45 y.,Lower Saxony,Germany,0.89995,433,433,0.87166,0.92825
2008,30-45 y.,Bremen,Germany,0.80743,37,37,0.67861,0.93624
2008,30-45 y.,North Rhine-Westphalia,Germany,0.84112,936,1046,0.81895,0.86328
2008,30-45 y.,North Rhine-Westphalia,Western Asia,0.05379,62,1046,0.04012,0.06747
2008,30-45 y.,North Rhine-Westphalia,Eastern Europe,0.05231,48,1046,0.03881,0.06581
2008,30-45 y.,Hesse,Germany,0.79650,325,325,0.75266,0.84034
2008,30-45 y.,"Rhineland-Palatinate, Saarland",Germany,0.77874,220,220,0.72377,0.83372
2008,30-45 y.,Baden-Wuerttemberg,Germany,0.77946,529,615,0.74667,0.81226
2008,30-45 y.,Baden-Wuerttemberg,Southern Europe,0.07970,45,615,0.05828,0.10112
2008,30-45 y.,Baden-Wuerttemberg,Western Asia,0.03241,41,615,0.01840,0.04642
2008,30-45 y.,Bavaria,Germany,0.86884,709,709,0.84398,0.89371
2008,30-45 y.,Berlin,Germany,0.89789,143,143,0.84809,0.94770
2008,30-45 y.,Brandenburg,Germany,0.97793,195,195,0.95726,0.99861
2008,30-45 y.,Saxony,Germany,0.99683,362,362,0.99103,1.00263
2008,30-45 y.,Saxony-Anhalt,Germany,0.99369,187,187,0.98230,1.00507
2008,30-45 y.,Thuringa,Germany,0.98000,212,212,0.96112,0.99889
2008,46-65 y.,Schleswig-Holstein,Germany,0.85363,174,174,0.80096,0.90630
2008,46-65 y.,Hamburg,Germany,0.92215,88,88,0.86585,0.97845
2008,46-65 y.,Lower Saxony,Germany,0.88983,514,514,0.86274,0.91692
2008,46-65 y.,Bremen,Germany,0.93937,41,41,0.86542,1.01333
2008,46-65 y.,North Rhine-Westphalia,Germany,0.81228,1142,1277,0.79086,0.83371
2008,46-65 y.,North Rhine-Westphalia,Southern Europe,0.04554,42,1277,0.03410,0.05698
2008,46-65 y.,North Rhine-Westphalia,Western Asia,0.04134,36,1277,0.03041,0.05226
2008,46-65 y.,North Rhine-Westphalia,Eastern Europe,0.05064,57,1277,0.03861,0.06267
2008,46-65 y.,Hesse,Germany,0.79244,411,411,0.75318,0.83170
2008,46-65 y.,"Rhineland-Palatinate, Saarland",Germany,0.86145,365,365,0.82595,0.89694
2008,46-65 y.,Baden-Wuerttemberg,Germany,0.74922,605,683,0.71669,0.78175
2008,46-65 y.,Baden-Wuerttemberg,Southern Europe,0.12352,78,683,0.09883,0.14822
2008,46-65 y.,Bavaria,Germany,0.81520,845,915,0.79004,0.84036
2008,46-65 y.,Bavaria,Southern Europe,0.06377,33,915,0.04793,0.07961
2008,46-65 y.,Bavaria,Eastern Europe,0.04096,37,915,0.02811,0.05381
2008,46-65 y.,Berlin,Germany,0.87814,260,260,0.83830,0.91798
2008,46-65 y.,Brandenburg,Germany,0.96442,273,273,0.94241,0.98644
2008,46-65 y.,Mecklenburg-Western Pomerania,Germany,0.98750,190,190,0.97166,1.00334
2008,46-65 y.,Saxony,Germany,0.97364,503,503,0.95962,0.98765
2008,46-65 y.,Saxony-Anhalt,Germany,0.98900,286,286,0.97689,1.00111
2008,46-65 y.,Thuringa,Germany,0.99305,289,289,0.98345,1.00264
2008,66 and older,Schleswig-Holstein,Germany,0.92823,132,132,0.88403,0.97243
2008,66 and older,Lower Saxony,Germany,0.93191,402,402,0.90726,0.95657
2008,66 and older,North Rhine-Westphalia,Germany,0.89358,802,802,0.87222,0.91493
2008,66 and older,Hesse,Germany,0.83645,222,222,0.78769,0.88522
2008,66 and older,"Rhineland-Palatinate, Saarland",Germany,0.89886,222,222,0.85911,0.93862
2008,66 and older,Baden-Wuerttemberg,Germany,0.81831,396,396,0.78028,0.85633
2008,66 and older,Bavaria,Germany,0.85879,506,506,0.82841,0.88916
2008,66 and older,Berlin,Germany,0.96906,135,135,0.93975,0.99838
2008,66 and older,Brandenburg,Germany,0.98746,219,219,0.97269,1.00223
2008,66 and older,Mecklenburg-Western Pomerania,Germany,0.97938,107,107,0.95233,1.00643
2008,66 and older,Saxony,Germany,0.96842,305,305,0.94877,0.98808
2008,66 and older,Saxony-Anhalt,Germany,0.95457,178,178,0.92389,0.98525
2008,66 and older,Thuringa,Germany,0.94834,204,204,0.91789,0.97879
2009,17-29 y.,Schleswig-Holstein,Germany,0.94264,88,88,0.89377,0.99150
2009,17-29 y.,Hamburg,Germany,0.87078,56,56,0.78213,0.95943
2009,17-29 y.,Lower Saxony,Germany,0.93346,227,227,0.90096,0.96595
2009,17-29 y.,North Rhine-Westphalia,Germany,0.87041,545,545,0.84218,0.89863
2009,17-29 y.,Hesse,Germany,0.92183,190,190,0.88356,0.96010
2009,17-29 y.,"Rhineland-Palatinate, Saarland",Germany,0.86741,165,165,0.81550,0.91931
2009,17-29 y.,Baden-Wuerttemberg,Germany,0.83745,388,388,0.80069,0.87421
2009,17-29 y.,Bavaria,Germany,0.92759,429,429,0.90304,0.95214
2009,17-29 y.,Berlin,Germany,0.94232,124,124,0.90112,0.98352
2009,17-29 y.,Brandenburg,Germany,0.99378,112,112,0.97915,1.00841
2009,17-29 y.,Saxony,Germany,0.98820,230,230,0.97422,1.00219
2009,30-45 y.,Schleswig-Holstein,Germany,0.84390,96,96,0.77091,0.91689
2009,30-45 y.,Hamburg,Germany,0.94132,58,58,0.88031,1.00234
2009,30-45 y.,Lower Saxony,Germany,0.90173,401,401,0.87256,0.93090
2009,30-45 y.,Bremen,Germany,0.88041,36,36,0.77291,0.98791
2009,30-45 y.,North Rhine-Westphalia,Germany,0.83492,852,944,0.81123,0.85862
2009,30-45 y.,North Rhine-Westphalia,Western Asia,0.04804,53,944,0.03439,0.06169
2009,30-45 y.,North Rhine-Westphalia,Eastern Europe,0.05319,39,944,0.03887,0.06752
2009,30-45 y.,Hesse,Germany,0.77576,264,264,0.72536,0.82617
2009,30-45 y.,"Rhineland-Palatinate, Saarland",Germany,0.75447,196,196,0.69406,0.81488
2009,30-45 y.,Baden-Wuerttemberg,Germany,0.79947,473,538,0.76561,0.83334
2009,30-45 y.,Baden-Wuerttemberg,Southern Europe,0.06070,33,538,0.04050,0.08089
2009,30-45 y.,Baden-Wuerttemberg,Western Asia,0.03208,32,538,0.01718,0.04699
2009,30-45 y.,Bavaria,Germany,0.85543,645,645,0.82827,0.88259
2009,30-45 y.,Berlin,Germany,0.89054,140,140,0.83864,0.94244
2009,30-45 y.,Brandenburg,Germany,0.97638,180,180,0.95413,0.99863
2009,30-45 y.,Saxony,Germany,0.99675,334,334,0.99064,1.00286
2009,30-45 y.,Saxony-Anhalt,Germany,0.99295,170,170,0.98034,1.00556
2009,30-45 y.,Thuringa,Germany,0.97750,190,190,0.95636,0.99865
2009,46-65 y.,Schleswig-Holstein,Germany,0.86521,160,160,0.81212,0.91829
2009,46-65 y.,Hamburg,Germany,0.96727,77,77,0.92727,1.00727
2009,46-65 y.,Lower Saxony,Germany,0.88705,488,488,0.85894,0.91516
2009,46-65 y.,Bremen,Germany,0.95011,37,37,0.87899,1.02123
2009,46-65 y.,North Rhine-Westphalia,Germany,0.81760,1072,1195,0.79570,0.83951
2009,46-65 y.,North Rhine-Westphalia,Southern Europe,0.04277,35,1195,0.03129,0.05424
2009,46-65 y.,North Rhine-Westphalia,Western Asia,0.04349,32,1195,0.03192,0.05506
2009,46-65 y.,North Rhine-Westphalia,Eastern Europe,0.05243,56,1195,0.03979,0.06507
2009,46-65 y.,Hesse,Germany,0.81572,399,399,0.77763,0.85381
2009,46-65 y.,"Rhineland-Palatinate, Saarland",Germany,0.85818,353,353,0.82173,0.89462
2009,46-65 y.,Baden-Wuerttemberg,Germany,0.77612,550,616,0.74318,0.80907
2009,46-65 y.,Baden-Wuerttemberg,Southern Europe,0.11937,66,616,0.09375,0.14500
2009,46-65 y.,Bavaria,Germany,0.81900,821,886,0.79363,0.84437
2009,46-65 y.,Bavaria,Southern Europe,0.06485,32,886,0.04863,0.08108
2009,46-65 y.,Bavaria,Eastern Europe,0.04691,33,886,0.03298,0.06085
2009,46-65 y.,Berlin,Germany,0.87845,237,237,0.83676,0.92014
2009,46-65 y.,Brandenburg,Germany,0.97088,279,279,0.95111,0.99064
2009,46-65 y.,Mecklenburg-Western Pomerania,Germany,0.99706,190,190,0.98935,1.00478
2009,46-65 y.,Saxony,Germany,0.96699,477,477,0.95094,0.98304
2009,46-65 y.,Saxony-Anhalt,Germany,0.99109,279,279,0.98005,1.00214
2009,46-65 y.,Thuringa,Germany,0.99342,287,287,0.98405,1.00279
2009,66 and older,Schleswig-Holstein,Germany,0.92476,129,129,0.87907,0.97046
2009,66 and older,Hamburg,Germany,0.99589,65,65,0.98020,1.01157
2009,66 and older,Lower Saxony,Germany,0.93489,402,402,0.91075,0.95904
2009,66 and older,North Rhine-Westphalia,Germany,0.90975,771,771,0.88951,0.92999
2009,66 and older,Hesse,Germany,0.83793,219,219,0.78901,0.88685
2009,66 and older,"Rhineland-Palatinate, Saarland",Germany,0.91812,201,201,0.88013,0.95612
2009,66 and older,Baden-Wuerttemberg,Germany,0.81125,377,410,0.77332,0.84917
2009,66 and older,Baden-Wuerttemberg,Eastern Europe,0.06789,33,410,0.04351,0.09227
2009,66 and older,Bavaria,Germany,0.86378,494,494,0.83350,0.89406
2009,66 and older,Berlin,Germany,0.96831,142,142,0.93939,0.99722
2009,66 and older,Brandenburg,Germany,0.98841,212,212,0.97396,1.00285
2009,66 and older,Mecklenburg-Western Pomerania,Germany,0.97344,104,104,0.94239,1.00449
2009,66 and older,Saxony,Germany,0.96719,310,310,0.94733,0.98705
2009,66 and older,Saxony-Anhalt,Germany,0.94927,172,172,0.91638,0.98216
2009,66 and older,Thuringa,Germany,0.94974,202,202,0.91953,0.97994
2010,17-29 y.,Schleswig-Holstein,Germany,0.94690,113,113,0.90537,0.98843
2010,17-29 y.,Hamburg,Germany,0.96199,68,68,0.91619,1.00778
2010,17-29 y.,Lower Saxony,Germany,0.88425,338,338,0.85010,0.91841
2010,17-29 y.,North Rhine-Westphalia,Germany,0.85039,739,827,0.82606,0.87472
2010,17-29 y.,North Rhine-Westphalia,Central Asia,0.03828,36,827,0.02520,0.05137
2010,17-29 y.,North Rhine-Westphalia,Eastern Europe,0.05303,52,827,0.03775,0.06832
2010,17-29 y.,Hesse,Germany,0.90185,235,235,0.86372,0.93997
2010,17-29 y.,"Rhineland-Palatinate, Saarland",Germany,0.82693,213,213,0.77600,0.87785
2010,17-29 y.,Baden-Wuerttemberg,Germany,0.83175,462,497,0.79883,0.86468
2010,17-29 y.,Baden-Wuerttemberg,Eastern Europe,0.06763,35,497,0.04553,0.08973
2010,17-29 y.,Bavaria,Germany,0.93505,554,554,0.91451,0.95559
2010,17-29 y.,Berlin,Germany,0.92752,151,151,0.88603,0.96901
2010,17-29 y.,Brandenburg,Germany,0.98495,149,149,0.96534,1.00457
2010,17-29 y.,Mecklenburg-Western Pomerania,Germany,0.96288,108,108,0.92705,0.99870
2010,17-29 y.,Saxony,Germany,0.99063,301,301,0.97972,1.00153
2010,17-29 y.,Saxony-Anhalt,Germany,0.99383,159,159,0.98161,1.00604
2010,17-29 y.,Thuringa,Germany,0.99928,162,162,0.99514,1.00342
2010,30-45 y.,Schleswig-Holstein,Germany,0.84492,256,256,0.80049,0.88935
2010,30-45 y.,Hamburg,Germany,0.80937,117,117,0.73789,0.88085
2010,30-45 y.,Lower Saxony,Germany,0.88389,728,766,0.86119,0.90659
2010,30-45 y.,Lower Saxony,Eastern Europe,0.04847,38,766,0.03325,0.06369
2010,30-45 y.,Bremen,Germany,0.87016,58,58,0.78290,0.95742
2010,30-45 y.,North Rhine-Westphalia,Germany,0.77384,1507,1889,0.75496,0.79271
2010,30-45 y.,North Rhine-Westphalia,Southern Europe,0.02069,70,1889,0.01427,0.02711
2010,30-45 y.,North Rhine-Westphalia,Central Asia,0.03153,52,1889,0.02365,0.03941
2010,30-45 y.,North Rhine-Westphalia,Western Asia,0.07315,144,1889,0.06140,0.08489
2010,30-45 y.,North Rhine-Westphalia,Eastern Europe,0.06465,116,1889,0.05356,0.07575
2010,30-45 y.,Hesse,Germany,0.73310,490,571,0.69678,0.76941
2010,30-45 y.,Hesse,Western Asia,0.04167,37,571,0.02527,0.05808
2010,30-45 y.,Hesse,Eastern Europe,0.07387,44,571,0.05240,0.09535
2010,30-45 y.,"Rhineland-Palatinate, Saarland",Germany,0.74516,375,375,0.70099,0.78932
2010,30-45 y.,Baden-Wuerttemberg,Germany,0.76204,948,1111,0.73699,0.78709
2010,30-45 y.,Baden-Wuerttemberg,Southern Europe,0.05250,62,1111,0.03938,0.06562
2010,30-45 y.,Baden-Wuerttemberg,Western Asia,0.02783,46,1111,0.01815,0.03750
2010,30-45 y.,Baden-Wuerttemberg,Eastern Europe,0.05288,55,1111,0.03972,0.06605
2010,30-45 y.,Bavaria,Germany,0.84023,1216,1366,0.82079,0.85966
2010,30-45 y.,Bavaria,Southern Europe,0.02178,32,1366,0.01403,0.02952
2010,30-45 y.,Bavaria,Western Asia,0.04929,52,1366,0.03780,0.06077
2010,30-45 y.,Bavaria,Eastern Europe,0.03798,66,1366,0.02784,0.04812
2010,30-45 y.,Berlin,Germany,0.87948,256,256,0.83952,0.91944
2010,30-45 y.,Brandenburg,Germany,0.96537,295,295,0.94447,0.98627
2010,30-45 y.,Mecklenburg-Western Pomerania,Germany,0.99082,179,179,0.97681,1.00483
2010,30-45 y.,Saxony,Germany,0.98453,571,571,0.97440,0.99466
2010,30-45 y.,Saxony-Anhalt,Germany,0.98272,294,294,0.96780,0.99764
2010,30-45 y.,Thuringa,Germany,0.96360,303,303,0.94248,0.98472
2010,46-65 y.,Schleswig-Holstein,Germany,0.89448,167,167,0.84775,0.94122
2010,46-65 y.,Hamburg,Germany,0.91246,93,93,0.85471,0.97021
2010,46-65 y.,Lower Saxony,Germany,0.88447,543,543,0.85756,0.91138
2010,46-65 y.,Bremen,Germany,0.94742,37,37,0.87451,1.02033
2010,46-65 y.,North Rhine-Westphalia,Germany,0.81432,1186,1329,0.79341,0.83523
2010,46-65 y.,North Rhine-Westphalia,Southern Europe,0.04676,42,1329,0.03540,0.05811
2010,46-65 y.,North Rhine-Westphalia,Western Asia,0.03086,35,1329,0.02156,0.04017
2010,46-65 y.,North Rhine-Westphalia,Eastern Europe,0.06113,66,1329,0.04825,0.07402
2010,46-65 y.,Hesse,Germany,0.79715,455,455,0.76016,0.83414
2010,46-65 y.,"Rhineland-Palatinate, Saarland",Germany,0.85102,379,379,0.81512,0.88691
2010,46-65 y.,Baden-Wuerttemberg,Germany,0.76368,650,719,0.73260,0.79475
2010,46-65 y.,Baden-Wuerttemberg,Southern Europe,0.13367,69,719,0.10878,0.15856
2010,46-65 y.,Bavaria,Germany,0.81121,930,997,0.78691,0.83552
2010,46-65 y.,Bavaria,Southern Europe,0.07085,35,997,0.05492,0.08679
2010,46-65 y.,Bavaria,Eastern Europe,0.03512,32,997,0.02369,0.04655
2010,46-65 y.,Berlin,Germany,0.90051,260,260,0.86406,0.93696
2010,46-65 y.,Brandenburg,Germany,0.97869,293,293,0.96212,0.99525
2010,46-65 y.,Mecklenburg-Western Pomerania,Germany,0.99909,195,195,0.99484,1.00333
2010,46-65 y.,Saxony,Germany,0.96504,490,490,0.94876,0.98132
2010,46-65 y.,Thuringa,Germany,0.99299,290,290,0.98338,1.00261
2010,66 and older,Schleswig-Holstein,Germany,0.91120,126,126,0.86133,0.96107
2010,66 and older,Hamburg,Germany,0.99533,61,61,0.97809,1.01258
2010,66 and older,Lower Saxony,Germany,0.93137,388,388,0.90618,0.95656
2010,66 and older,North Rhine-Westphalia,Germany,0.89526,734,734,0.87309,0.91743
2010,66 and older,Hesse,Germany,0.81362,202,202,0.75979,0.86746
2010,66 and older,"Rhineland-Palatinate, Saarland",Germany,0.90929,198,198,0.86918,0.94939
2010,66 and older,Baden-Wuerttemberg,Germany,0.85645,381,381,0.82120,0.89171
2010,66 and older,Bavaria,Germany,0.83983,486,486,0.80718,0.87247
2010,66 and older,Berlin,Germany,0.94431,156,156,0.90821,0.98041
2010,66 and older,Brandenburg,Germany,0.98340,206,206,0.96592,1.00089
2010,66 and older,Mecklenburg-Western Pomerania,Germany,0.98196,103,103,0.95613,1.00779
2010,66 and older,Saxony,Germany,0.97065,293,293,0.95130,0.99001
2010,66 and older,Saxony-Anhalt,Germany,0.95875,160,160,0.92784,0.98966
2010,66 and older,Thuringa,Germany,0.94197,185,185,0.90819,0.97575
2011,17-29 y.,Schleswig-Holstein,Germany,0.92635,177,177,0.88776,0.96494
2011,17-29 y.,Hamburg,Germany,0.95313,67,67,0.90213,1.00412
2011,17-29 y.,Lower Saxony,Germany,0.84623,373,373,0.80957,0.88289
2011,17-29 y.,North Rhine-Westphalia,Germany,0.83494,831,920,0.81094,0.85895
2011,17-29 y.,North Rhine-Westphalia,Central Asia,0.04084,35,920,0.02805,0.05364
2011,17-29 y.,North Rhine-Westphalia,Eastern Europe,0.06117,54,920,0.04568,0.07667
2011,17-29 y.,Hesse,Germany,0.90010,276,276,0.86466,0.93555
2011,17-29 y.,"Rhineland-Palatinate, Saarland",Germany,0.87120,229,229,0.82772,0.91468
2011,17-29 y.,Baden-Wuerttemberg,Germany,0.87206,538,538,0.84381,0.90031
2011,17-29 y.,Bavaria,Germany,0.93113,648,648,0.91162,0.95064
2011,17-29 y.,Berlin,Germany,0.94478,146,146,0.90761,0.98196
2011,17-29 y.,Brandenburg,Germany,0.99441,158,158,0.98275,1.00607
2011,17-29 y.,Mecklenburg-Western Pomerania,Germany,0.99341,107,107,0.97800,1.00881
2011,17-29 y.,Saxony,Germany,0.99444,304,304,0.98608,1.00281
2011,17-29 y.,Saxony-Anhalt,Germany,0.99383,172,172,0.98209,1.00557
2011,17-29 y.,Thuringa,Germany,0.98414,180,180,0.96584,1.00244
2011,30-45 y.,Schleswig-Holstein,Germany,0.85814,312,312,0.81936,0.89692
2011,30-45 y.,Hamburg,Germany,0.79848,124,124,0.72759,0.86937
2011,30-45 y.,Lower Saxony,Germany,0.88245,799,839,0.86064,0.90425
2011,30-45 y.,Lower Saxony,Eastern Europe,0.05031,40,839,0.03551,0.06510
2011,30-45 y.,Bremen,Germany,0.74531,57,57,0.63120,0.85943
2011,30-45 y.,North Rhine-Westphalia,Germany,0.77992,1581,1956,0.76155,0.79828
2011,30-45 y.,North Rhine-Westphalia,Southern Europe,0.01986,68,1956,0.01367,0.02604
2011,30-45 y.,North Rhine-Westphalia,Central Asia,0.03591,70,1956,0.02766,0.04416
2011,30-45 y.,North Rhine-Westphalia,Western Asia,0.05709,129,1956,0.04681,0.06738
2011,30-45 y.,North Rhine-Westphalia,Eastern Europe,0.06433,108,1956,0.05345,0.07520
2011,30-45 y.,Hesse,Germany,0.76014,565,610,0.72623,0.79405
2011,30-45 y.,Hesse,Eastern Europe,0.07342,45,610,0.05271,0.09414
2011,30-45 y.,"Rhineland-Palatinate, Saarland",Germany,0.78978,437,437,0.75153,0.82803
2011,30-45 y.,Baden-Wuerttemberg,Germany,0.76640,1084,1294,0.74334,0.78947
2011,30-45 y.,Baden-Wuerttemberg,Southern Europe,0.05034,66,1294,0.03842,0.06225
2011,30-45 y.,Baden-Wuerttemberg,Central Asia,0.04343,43,1294,0.03232,0.05454
2011,30-45 y.,Baden-Wuerttemberg,Western Asia,0.01759,34,1294,0.01042,0.02476
2011,30-45 y.,Baden-Wuerttemberg,Eastern Europe,0.05810,67,1294,0.04535,0.07085
2011,30-45 y.,Bavaria,Germany,0.85520,1375,1514,0.83747,0.87293
2011,30-45 y.,Bavaria,Southern Europe,0.02206,34,1514,0.01466,0.02946
2011,30-45 y.,Bavaria,Western Asia,0.02365,38,1514,0.01599,0.03131
2011,30-45 y.,Bavaria,Eastern Europe,0.04370,67,1514,0.03340,0.05400
2011,30-45 y.,Berlin,Germany,0.88857,268,268,0.85083,0.92632
2011,30-45 y.,Brandenburg,Germany,0.95795,311,311,0.93561,0.98029
2011,30-45 y.,Mecklenburg-Western Pomerania,Germany,0.99042,194,194,0.97668,1.00416
2011,30-45 y.,Saxony,Germany,0.98644,612,612,0.97727,0.99561
2011,30-45 y.,Saxony-Anhalt,Germany,0.98008,353,353,0.96548,0.99468
2011,30-45 y.,Thuringa,Germany,0.96850,333,333,0.94971,0.98729
2011,46-65 y.,Schleswig-Holstein,Germany,0.89965,253,253,0.86256,0.93675
2011,46-65 y.,Hamburg,Germany,0.96036,106,106,0.92303,0.99768
2011,46-65 y.,Lower Saxony,Germany,0.89485,753,753,0.87293,0.91677
2011,46-65 y.,Bremen,Germany,0.83769,45,45,0.72874,0.94665
2011,46-65 y.,North Rhine-Westphalia,Germany,0.80185,1530,1733,0.78308,0.82062
2011,46-65 y.,North Rhine-Westphalia,Southern Europe,0.04516,56,1733,0.03538,0.05494
2011,46-65 y.,North Rhine-Westphalia,Western Asia,0.03136,41,1733,0.02315,0.03956
2011,46-65 y.,North Rhine-Westphalia,Eastern Europe,0.07038,106,1733,0.05834,0.08243
2011,46-65 y.,Hesse,Germany,0.80536,579,611,0.77394,0.83678
2011,46-65 y.,Hesse,Eastern Europe,0.04653,32,611,0.02982,0.06325
2011,46-65 y.,"Rhineland-Palatinate, Saarland",Germany,0.83278,469,469,0.79897,0.86659
2011,46-65 y.,Baden-Wuerttemberg,Germany,0.79201,913,1036,0.76729,0.81674
2011,46-65 y.,Baden-Wuerttemberg,Southern Europe,0.10158,77,1036,0.08318,0.11999
2011,46-65 y.,Baden-Wuerttemberg,Eastern Europe,0.03727,46,1036,0.02573,0.04881
2011,46-65 y.,Bavaria,Germany,0.83159,1280,1367,0.81174,0.85144
2011,46-65 y.,Bavaria,Southern Europe,0.04568,31,1367,0.03460,0.05675
2011,46-65 y.,Bavaria,Eastern Europe,0.04247,56,1367,0.03178,0.05317
2011,46-65 y.,Berlin,Germany,0.92939,311,311,0.90087,0.95791
2011,46-65 y.,Brandenburg,Germany,0.98235,412,412,0.96962,0.99508
2011,46-65 y.,Mecklenburg-Western Pomerania,Germany,0.99936,234,234,0.99611,1.00261
2011,46-65 y.,Saxony,Germany,0.96118,562,562,0.94520,0.97717
2011,46-65 y.,Saxony-Anhalt,Germany,0.99666,353,353,0.99063,1.00269
2011,46-65 y.,Thuringa,Germany,0.99351,365,365,0.98526,1.00176
2011,66 and older,Schleswig-Holstein,Germany,0.86903,153,153,0.81540,0.92266
2011,66 and older,Hamburg,Germany,0.96306,88,88,0.92342,1.00269
2011,66 and older,Lower Saxony,Germany,0.91574,478,478,0.89081,0.94067
2011,66 and older,North Rhine-Westphalia,Germany,0.89520,906,945,0.87566,0.91474
2011,66 and older,North Rhine-Westphalia,Eastern Europe,0.03189,39,945,0.02068,0.04309
2011,66 and older,Hesse,Germany,0.83126,251,251,0.78483,0.87768
2011,66 and older,"Rhineland-Palatinate, Saarland",Germany,0.92037,274,274,0.88826,0.95249
2011,66 and older,Baden-Wuerttemberg,Germany,0.87318,506,541,0.84511,0.90125
2011,66 and older,Baden-Wuerttemberg,Eastern Europe,0.04609,35,541,0.02841,0.06378
2011,66 and older,Bavaria,Germany,0.84880,706,753,0.82319,0.87440
2011,66 and older,Bavaria,Eastern Europe,0.07478,47,753,0.05598,0.09357
2011,66 and older,Berlin,Germany,0.95361,207,207,0.92489,0.98233
2011,66 and older,Brandenburg,Germany,0.96781,236,236,0.94524,0.99037
2011,66 and older,Mecklenburg-Western Pomerania,Germany,0.96805,119,119,0.93632,0.99978
