"plb0022_h","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Voll erwerbstaetig","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Voll erwerbstaetig","1984","(Fach-)Abitur","Baden-Wuerttemberg","61","0.32791960324575","0.249020341276211","0.40681886521529"
"Voll erwerbstaetig","1984","(Fach-)Abitur","Bayern","52","0.331600229097409","0.253335470858452","0.409864987336366"
"Voll erwerbstaetig","1984","(Fach-)Abitur","Saarland","","","",""
"Voll erwerbstaetig","1984","(Fach-)Abitur","Berlin","","","",""
"Voll erwerbstaetig","1984","(Fach-)Abitur","Brandenburg","","","",""
"Voll erwerbstaetig","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Voll erwerbstaetig","1984","(Fach-)Abitur","Sachsen","","","",""
"Voll erwerbstaetig","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Voll erwerbstaetig","1984","(Fach-)Abitur","Thueringen","","","",""
"Voll erwerbstaetig","1984","AkademikerInnen","Schleswig-Holstein","","","",""
"Voll erwerbstaetig","1984","AkademikerInnen","Hamburg","","","",""
"Voll erwerbstaetig","1984","AkademikerInnen","Niedersachsen","54","0.661797777641092","0.556806874778576","0.766788680503607"
"Voll erwerbstaetig","1984","AkademikerInnen","Bremen","","","",""
"Voll erwerbstaetig","1984","AkademikerInnen","Nordrhein-Westfalen","160","0.689220200558881","0.628881040354866","0.749559360762895"
"Voll erwerbstaetig","1984","AkademikerInnen","Hessen","60","0.607870960249628","0.508644655588386","0.707097264910871"
"Voll erwerbstaetig","1984","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"Voll erwerbstaetig","1984","AkademikerInnen","Baden-Wuerttemberg","91","0.676268954569603","0.594570334958387","0.75796757418082"
"Voll erwerbstaetig","1984","AkademikerInnen","Bayern","96","0.568706057529548","0.491236893210432","0.646175221848664"
"Voll erwerbstaetig","1984","AkademikerInnen","Saarland","","","",""
"Voll erwerbstaetig","1984","AkademikerInnen","Berlin","","","",""
"Voll erwerbstaetig","1984","AkademikerInnen","Brandenburg","","","",""
"Voll erwerbstaetig","1984","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"Voll erwerbstaetig","1984","AkademikerInnen","Sachsen","","","",""
"Voll erwerbstaetig","1984","AkademikerInnen","Sachsen-Anhalt","","","",""
"Voll erwerbstaetig","1984","AkademikerInnen","Thueringen","","","",""
"Teilzeitbeschaeftigung","1984","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Teilzeitbeschaeftigung","1984","(noch) kein Abschluss","Hamburg","","","",""
"Teilzeitbeschaeftigung","1984","(noch) kein Abschluss","Niedersachsen","","","",""
"Teilzeitbeschaeftigung","1984","(noch) kein Abschluss","Bremen","","","",""
"Teilzeitbeschaeftigung","1984","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Teilzeitbeschaeftigung","1984","(noch) kein Abschluss","Hessen","","","",""
"Teilzeitbeschaeftigung","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Teilzeitbeschaeftigung","1984","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Teilzeitbeschaeftigung","1984","(noch) kein Abschluss","Bayern","","","",""
"Teilzeitbeschaeftigung","1984","(noch) kein Abschluss","Saarland","","","",""
"Teilzeitbeschaeftigung","1984","(noch) kein Abschluss","Berlin","","","",""
"Teilzeitbeschaeftigung","1984","(noch) kein Abschluss","Brandenburg","","","",""
"Teilzeitbeschaeftigung","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Teilzeitbeschaeftigung","1984","(noch) kein Abschluss","Sachsen","","","",""
"Teilzeitbeschaeftigung","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Teilzeitbeschaeftigung","1984","(noch) kein Abschluss","Thueringen","","","",""
"Teilzeitbeschaeftigung","1984","Hauptschulabschluss","Schleswig-Holstein","","","",""
"Teilzeitbeschaeftigung","1984","Hauptschulabschluss","Hamburg","","","",""
"Teilzeitbeschaeftigung","1984","Hauptschulabschluss","Niedersachsen","46","0.0590771894136646","0.0421924604532737","0.0759619183740555"
"Teilzeitbeschaeftigung","1984","Hauptschulabschluss","Bremen","","","",""
"Teilzeitbeschaeftigung","1984","Hauptschulabschluss","Nordrhein-Westfalen","85","0.0477682308946053","0.0381402919890887","0.0573961698001218"
"Teilzeitbeschaeftigung","1984","Hauptschulabschluss","Hessen","46","0.0739747121953542","0.0547093118296294","0.093240112561079"
"Teilzeitbeschaeftigung","1984","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"Teilzeitbeschaeftigung","1984","Hauptschulabschluss","Baden-Wuerttemberg","83","0.0639197697386827","0.0509242645816993","0.0769152748956661"
"Teilzeitbeschaeftigung","1984","Hauptschulabschluss","Bayern","78","0.0572246064564101","0.044578957633713","0.0698702552791071"
"Teilzeitbeschaeftigung","1984","Hauptschulabschluss","Saarland","","","",""
"Teilzeitbeschaeftigung","1984","Hauptschulabschluss","Berlin","","","",""
"Teilzeitbeschaeftigung","1984","Hauptschulabschluss","Brandenburg","","","",""
"Teilzeitbeschaeftigung","1984","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"Teilzeitbeschaeftigung","1984","Hauptschulabschluss","Sachsen","","","",""
"Teilzeitbeschaeftigung","1984","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"Teilzeitbeschaeftigung","1984","Hauptschulabschluss","Thueringen","","","",""
"Teilzeitbeschaeftigung","1984","Realschulabschluss","Schleswig-Holstein","","","",""
"Teilzeitbeschaeftigung","1984","Realschulabschluss","Hamburg","","","",""
"Teilzeitbeschaeftigung","1984","Realschulabschluss","Niedersachsen","","","",""
"Teilzeitbeschaeftigung","1984","Realschulabschluss","Bremen","","","",""
"Teilzeitbeschaeftigung","1984","Realschulabschluss","Nordrhein-Westfalen","30","0.0558232450663597","0.0349114272327721","0.0767350628999474"
"Teilzeitbeschaeftigung","1984","Realschulabschluss","Hessen","","","",""
"Teilzeitbeschaeftigung","1984","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"Teilzeitbeschaeftigung","1984","Realschulabschluss","Baden-Wuerttemberg","","","",""
"Teilzeitbeschaeftigung","1984","Realschulabschluss","Bayern","","","",""
"Teilzeitbeschaeftigung","1984","Realschulabschluss","Saarland","","","",""
"Teilzeitbeschaeftigung","1984","Realschulabschluss","Berlin","","","",""
"Teilzeitbeschaeftigung","1984","Realschulabschluss","Brandenburg","","","",""
"Teilzeitbeschaeftigung","1984","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"Teilzeitbeschaeftigung","1984","Realschulabschluss","Sachsen","","","",""
"Teilzeitbeschaeftigung","1984","Realschulabschluss","Sachsen-Anhalt","","","",""
"Teilzeitbeschaeftigung","1984","Realschulabschluss","Thueringen","","","",""
"Teilzeitbeschaeftigung","1984","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Teilzeitbeschaeftigung","1984","(Fach-)Abitur","Hamburg","","","",""
"Teilzeitbeschaeftigung","1984","(Fach-)Abitur","Niedersachsen","","","",""
"Teilzeitbeschaeftigung","1984","(Fach-)Abitur","Bremen","","","",""
"Teilzeitbeschaeftigung","1984","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Teilzeitbeschaeftigung","1984","(Fach-)Abitur","Hessen","","","",""
"Teilzeitbeschaeftigung","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Teilzeitbeschaeftigung","1984","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Teilzeitbeschaeftigung","1984","(Fach-)Abitur","Bayern","","","",""
"Teilzeitbeschaeftigung","1984","(Fach-)Abitur","Saarland","","","",""
"Teilzeitbeschaeftigung","1984","(Fach-)Abitur","Berlin","","","",""
"Teilzeitbeschaeftigung","1984","(Fach-)Abitur","Brandenburg","","","",""
"Teilzeitbeschaeftigung","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Teilzeitbeschaeftigung","1984","(Fach-)Abitur","Sachsen","","","",""
"Teilzeitbeschaeftigung","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Teilzeitbeschaeftigung","1984","(Fach-)Abitur","Thueringen","","","",""
"Teilzeitbeschaeftigung","1984","AkademikerInnen","Schleswig-Holstein","","","",""
"Teilzeitbeschaeftigung","1984","AkademikerInnen","Hamburg","","","",""
"Teilzeitbeschaeftigung","1984","AkademikerInnen","Niedersachsen","","","",""
"Teilzeitbeschaeftigung","1984","AkademikerInnen","Bremen","","","",""
"Teilzeitbeschaeftigung","1984","AkademikerInnen","Nordrhein-Westfalen","","","",""
"Teilzeitbeschaeftigung","1984","AkademikerInnen","Hessen","","","",""
"Teilzeitbeschaeftigung","1984","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"Teilzeitbeschaeftigung","1984","AkademikerInnen","Baden-Wuerttemberg","","","",""
"Teilzeitbeschaeftigung","1984","AkademikerInnen","Bayern","","","",""
"Teilzeitbeschaeftigung","1984","AkademikerInnen","Saarland","","","",""
"Teilzeitbeschaeftigung","1984","AkademikerInnen","Berlin","","","",""
"Teilzeitbeschaeftigung","1984","AkademikerInnen","Brandenburg","","","",""
"Teilzeitbeschaeftigung","1984","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"Teilzeitbeschaeftigung","1984","AkademikerInnen","Sachsen","","","",""
"Teilzeitbeschaeftigung","1984","AkademikerInnen","Sachsen-Anhalt","","","",""
"Teilzeitbeschaeftigung","1984","AkademikerInnen","Thueringen","","","",""
"Ausbildung/Lehre","1984","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Ausbildung/Lehre","1984","(noch) kein Abschluss","Hamburg","","","",""
"Ausbildung/Lehre","1984","(noch) kein Abschluss","Niedersachsen","","","",""
"Ausbildung/Lehre","1984","(noch) kein Abschluss","Bremen","","","",""
"Ausbildung/Lehre","1984","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Ausbildung/Lehre","1984","(noch) kein Abschluss","Hessen","","","",""
"Ausbildung/Lehre","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Ausbildung/Lehre","1984","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Ausbildung/Lehre","1984","(noch) kein Abschluss","Bayern","","","",""
"Ausbildung/Lehre","1984","(noch) kein Abschluss","Saarland","","","",""
"Ausbildung/Lehre","1984","(noch) kein Abschluss","Berlin","","","",""
"Ausbildung/Lehre","1984","(noch) kein Abschluss","Brandenburg","","","",""
"Ausbildung/Lehre","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ausbildung/Lehre","1984","(noch) kein Abschluss","Sachsen","","","",""
"Ausbildung/Lehre","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Ausbildung/Lehre","1984","(noch) kein Abschluss","Thueringen","","","",""
"Ausbildung/Lehre","1984","Hauptschulabschluss","Schleswig-Holstein","","","",""
"Ausbildung/Lehre","1984","Hauptschulabschluss","Hamburg","","","",""
"Ausbildung/Lehre","1984","Hauptschulabschluss","Niedersachsen","","","",""
"Ausbildung/Lehre","1984","Hauptschulabschluss","Bremen","","","",""
"Ausbildung/Lehre","1984","Hauptschulabschluss","Nordrhein-Westfalen","45","0.0178123726298128","0.0118413250863292","0.0237834201732965"
"Ausbildung/Lehre","1984","Hauptschulabschluss","Hessen","","","",""
"Ausbildung/Lehre","1984","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"Ausbildung/Lehre","1984","Hauptschulabschluss","Baden-Wuerttemberg","41","0.0224792725686292","0.0146038631161567","0.0303546820211018"
"Ausbildung/Lehre","1984","Hauptschulabschluss","Bayern","46","0.0294216990762993","0.0202215523491456","0.038621845803453"
"Ausbildung/Lehre","1984","Hauptschulabschluss","Saarland","","","",""
"Ausbildung/Lehre","1984","Hauptschulabschluss","Berlin","","","",""
"Ausbildung/Lehre","1984","Hauptschulabschluss","Brandenburg","","","",""
"Ausbildung/Lehre","1984","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"Ausbildung/Lehre","1984","Hauptschulabschluss","Sachsen","","","",""
"Ausbildung/Lehre","1984","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"Ausbildung/Lehre","1984","Hauptschulabschluss","Thueringen","","","",""
"Ausbildung/Lehre","1984","Realschulabschluss","Schleswig-Holstein","","","",""
"Ausbildung/Lehre","1984","Realschulabschluss","Hamburg","","","",""
"Ausbildung/Lehre","1984","Realschulabschluss","Niedersachsen","","","",""
"Ausbildung/Lehre","1984","Realschulabschluss","Bremen","","","",""
"Ausbildung/Lehre","1984","Realschulabschluss","Nordrhein-Westfalen","41","0.0768969260220976","0.0526287473544861","0.101165104689709"
"Ausbildung/Lehre","1984","Realschulabschluss","Hessen","","","",""
"Ausbildung/Lehre","1984","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"Ausbildung/Lehre","1984","Realschulabschluss","Baden-Wuerttemberg","","","",""
"Ausbildung/Lehre","1984","Realschulabschluss","Bayern","31","0.0833760370644377","0.0552075542035224","0.111544519925353"
"Ausbildung/Lehre","1984","Realschulabschluss","Saarland","","","",""
"Ausbildung/Lehre","1984","Realschulabschluss","Berlin","","","",""
"Ausbildung/Lehre","1984","Realschulabschluss","Brandenburg","","","",""
"Ausbildung/Lehre","1984","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"Ausbildung/Lehre","1984","Realschulabschluss","Sachsen","","","",""
"Ausbildung/Lehre","1984","Realschulabschluss","Sachsen-Anhalt","","","",""
"Ausbildung/Lehre","1984","Realschulabschluss","Thueringen","","","",""
"Ausbildung/Lehre","1984","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Ausbildung/Lehre","1984","(Fach-)Abitur","Hamburg","","","",""
"Ausbildung/Lehre","1984","(Fach-)Abitur","Niedersachsen","","","",""
"Ausbildung/Lehre","1984","(Fach-)Abitur","Bremen","","","",""
"Ausbildung/Lehre","1984","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Ausbildung/Lehre","1984","(Fach-)Abitur","Hessen","","","",""
"Ausbildung/Lehre","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Ausbildung/Lehre","1984","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Ausbildung/Lehre","1984","(Fach-)Abitur","Bayern","","","",""
"Ausbildung/Lehre","1984","(Fach-)Abitur","Saarland","","","",""
"Ausbildung/Lehre","1984","(Fach-)Abitur","Berlin","","","",""
"Ausbildung/Lehre","1984","(Fach-)Abitur","Brandenburg","","","",""
"Ausbildung/Lehre","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Ausbildung/Lehre","1984","(Fach-)Abitur","Sachsen","","","",""
"Ausbildung/Lehre","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Ausbildung/Lehre","1984","(Fach-)Abitur","Thueringen","","","",""
"Ausbildung/Lehre","1984","AkademikerInnen","Schleswig-Holstein","","","",""
"Ausbildung/Lehre","1984","AkademikerInnen","Hamburg","","","",""
"Ausbildung/Lehre","1984","AkademikerInnen","Niedersachsen","","","",""
"Ausbildung/Lehre","1984","AkademikerInnen","Bremen","","","",""
"Ausbildung/Lehre","1984","AkademikerInnen","Nordrhein-Westfalen","","","",""
"Ausbildung/Lehre","1984","AkademikerInnen","Hessen","","","",""
"Ausbildung/Lehre","1984","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"Ausbildung/Lehre","1984","AkademikerInnen","Baden-Wuerttemberg","","","",""
"Ausbildung/Lehre","1984","AkademikerInnen","Bayern","","","",""
"Ausbildung/Lehre","1984","AkademikerInnen","Saarland","","","",""
"Ausbildung/Lehre","1984","AkademikerInnen","Berlin","","","",""
"Ausbildung/Lehre","1984","AkademikerInnen","Brandenburg","","","",""
"Ausbildung/Lehre","1984","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"Ausbildung/Lehre","1984","AkademikerInnen","Sachsen","","","",""
"Ausbildung/Lehre","1984","AkademikerInnen","Sachsen-Anhalt","","","",""
"Ausbildung/Lehre","1984","AkademikerInnen","Thueringen","","","",""
"Geringfuegig erwerbstaetig","1984","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Geringfuegig erwerbstaetig","1984","(noch) kein Abschluss","Hamburg","","","",""
"Geringfuegig erwerbstaetig","1984","(noch) kein Abschluss","Niedersachsen","","","",""
"Geringfuegig erwerbstaetig","1984","(noch) kein Abschluss","Bremen","","","",""
"Geringfuegig erwerbstaetig","1984","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Geringfuegig erwerbstaetig","1984","(noch) kein Abschluss","Hessen","","","",""
"Geringfuegig erwerbstaetig","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Geringfuegig erwerbstaetig","1984","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Geringfuegig erwerbstaetig","1984","(noch) kein Abschluss","Bayern","","","",""
"Geringfuegig erwerbstaetig","1984","(noch) kein Abschluss","Saarland","","","",""
"Geringfuegig erwerbstaetig","1984","(noch) kein Abschluss","Berlin","","","",""
"Geringfuegig erwerbstaetig","1984","(noch) kein Abschluss","Brandenburg","","","",""
"Geringfuegig erwerbstaetig","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Geringfuegig erwerbstaetig","1984","(noch) kein Abschluss","Sachsen","","","",""
"Geringfuegig erwerbstaetig","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Geringfuegig erwerbstaetig","1984","(noch) kein Abschluss","Thueringen","","","",""
"Geringfuegig erwerbstaetig","1984","Hauptschulabschluss","Schleswig-Holstein","","","",""
"Geringfuegig erwerbstaetig","1984","Hauptschulabschluss","Hamburg","","","",""
"Geringfuegig erwerbstaetig","1984","Hauptschulabschluss","Niedersachsen","","","",""
"Geringfuegig erwerbstaetig","1984","Hauptschulabschluss","Bremen","","","",""
"Geringfuegig erwerbstaetig","1984","Hauptschulabschluss","Nordrhein-Westfalen","45","0.0253161877657345","0.0182249271873455","0.0324074483441234"
"Geringfuegig erwerbstaetig","1984","Hauptschulabschluss","Hessen","","","",""
"Geringfuegig erwerbstaetig","1984","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"Geringfuegig erwerbstaetig","1984","Hauptschulabschluss","Baden-Wuerttemberg","38","0.0290403413137922","0.0201191987481305","0.0379614838794538"
"Geringfuegig erwerbstaetig","1984","Hauptschulabschluss","Bayern","37","0.0314437080855354","0.0219425859374485","0.0409448302336223"
"Geringfuegig erwerbstaetig","1984","Hauptschulabschluss","Saarland","","","",""
"Geringfuegig erwerbstaetig","1984","Hauptschulabschluss","Berlin","","","",""
"Geringfuegig erwerbstaetig","1984","Hauptschulabschluss","Brandenburg","","","",""
"Geringfuegig erwerbstaetig","1984","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"Geringfuegig erwerbstaetig","1984","Hauptschulabschluss","Sachsen","","","",""
"Geringfuegig erwerbstaetig","1984","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"Geringfuegig erwerbstaetig","1984","Hauptschulabschluss","Thueringen","","","",""
"Geringfuegig erwerbstaetig","1984","Realschulabschluss","Schleswig-Holstein","","","",""
"Geringfuegig erwerbstaetig","1984","Realschulabschluss","Hamburg","","","",""
"Geringfuegig erwerbstaetig","1984","Realschulabschluss","Niedersachsen","","","",""
"Geringfuegig erwerbstaetig","1984","Realschulabschluss","Bremen","","","",""
"Geringfuegig erwerbstaetig","1984","Realschulabschluss","Nordrhein-Westfalen","","","",""
"Geringfuegig erwerbstaetig","1984","Realschulabschluss","Hessen","","","",""
"Geringfuegig erwerbstaetig","1984","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"Geringfuegig erwerbstaetig","1984","Realschulabschluss","Baden-Wuerttemberg","","","",""
"Geringfuegig erwerbstaetig","1984","Realschulabschluss","Bayern","","","",""
"Geringfuegig erwerbstaetig","1984","Realschulabschluss","Saarland","","","",""
"Geringfuegig erwerbstaetig","1984","Realschulabschluss","Berlin","","","",""
"Geringfuegig erwerbstaetig","1984","Realschulabschluss","Brandenburg","","","",""
"Geringfuegig erwerbstaetig","1984","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"Geringfuegig erwerbstaetig","1984","Realschulabschluss","Sachsen","","","",""
"Geringfuegig erwerbstaetig","1984","Realschulabschluss","Sachsen-Anhalt","","","",""
"Geringfuegig erwerbstaetig","1984","Realschulabschluss","Thueringen","","","",""
"Geringfuegig erwerbstaetig","1984","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Geringfuegig erwerbstaetig","1984","(Fach-)Abitur","Hamburg","","","",""
"Geringfuegig erwerbstaetig","1984","(Fach-)Abitur","Niedersachsen","","","",""
"Geringfuegig erwerbstaetig","1984","(Fach-)Abitur","Bremen","","","",""
"Geringfuegig erwerbstaetig","1984","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Geringfuegig erwerbstaetig","1984","(Fach-)Abitur","Hessen","","","",""
"Geringfuegig erwerbstaetig","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Geringfuegig erwerbstaetig","1984","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Geringfuegig erwerbstaetig","1984","(Fach-)Abitur","Bayern","","","",""
"Geringfuegig erwerbstaetig","1984","(Fach-)Abitur","Saarland","","","",""
"Geringfuegig erwerbstaetig","1984","(Fach-)Abitur","Berlin","","","",""
"Geringfuegig erwerbstaetig","1984","(Fach-)Abitur","Brandenburg","","","",""
"Geringfuegig erwerbstaetig","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Geringfuegig erwerbstaetig","1984","(Fach-)Abitur","Sachsen","","","",""
"Geringfuegig erwerbstaetig","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Geringfuegig erwerbstaetig","1984","(Fach-)Abitur","Thueringen","","","",""
"Geringfuegig erwerbstaetig","1984","AkademikerInnen","Schleswig-Holstein","","","",""
"Geringfuegig erwerbstaetig","1984","AkademikerInnen","Hamburg","","","",""
"Geringfuegig erwerbstaetig","1984","AkademikerInnen","Niedersachsen","","","",""
