"plb0022_h","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Teilzeitbeschaeftigung","2006","66 und älter","maennlich","","","",""
"Teilzeitbeschaeftigung","2006","66 und älter","weiblich","","","",""
"Ausbildung/Lehre","2006","16-34 Jahre alt","maennlich","263","0.103707685811163","0.0916154789227016","0.115799892699624"
"Ausbildung/Lehre","2006","16-34 Jahre alt","weiblich","224","0.0885350049497387","0.0778318527808187","0.0992381571186587"
"Ausbildung/Lehre","2006","35-65 Jahre alt","maennlich","","","",""
"Ausbildung/Lehre","2006","35-65 Jahre alt","weiblich","","","",""
"Ausbildung/Lehre","2006","66 und älter","maennlich","","","",""
"Ausbildung/Lehre","2006","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","2006","16-34 Jahre alt","maennlich","132","0.0531362152452136","0.0442398148023458","0.0620326156880815"
"Geringfuegig erwerbstaetig","2006","16-34 Jahre alt","weiblich","228","0.077694654907569","0.0676086975265955","0.0877806122885425"
"Geringfuegig erwerbstaetig","2006","35-65 Jahre alt","maennlich","114","0.0225208445626417","0.0187606763055492","0.0262810128197341"
"Geringfuegig erwerbstaetig","2006","35-65 Jahre alt","weiblich","512","0.086297772785075","0.0794491821737207","0.0931463633964293"
"Geringfuegig erwerbstaetig","2006","66 und älter","maennlich","52","0.0194940982125754","0.0135739475635188","0.025414248861632"
"Geringfuegig erwerbstaetig","2006","66 und älter","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","35-65 Jahre alt","maennlich","66","0.0106805502129571","0.00807543895001325","0.0132856614759009"
"Altersteilzeit mit Arbeitszeit Null","2006","35-65 Jahre alt","weiblich","62","0.00859832584971617","0.00634652051123789","0.0108501311881944"
"Altersteilzeit mit Arbeitszeit Null","2006","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","2006","16-34 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2006","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2006","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2006","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2006","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","2006","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","2006","16-34 Jahre alt","maennlich","34","0.010424930704337","0.00639649698634145","0.0144533644223326"
"FSJ/FOeJ/BFD","2006","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2006","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","2006","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2006","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","2006","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","2006","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2006","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2006","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2006","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2006","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","2006","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","2006","16-34 Jahre alt","maennlich","750","0.288694971179183","0.270721878647161","0.306668063711206"
"Nicht erwerbstaetig","2006","16-34 Jahre alt","weiblich","1154","0.415753385149415","0.397183885827719","0.434322884471111"
"Nicht erwerbstaetig","2006","35-65 Jahre alt","maennlich","1232","0.216894244943771","0.206449558374338","0.227338931513204"
"Nicht erwerbstaetig","2006","35-65 Jahre alt","weiblich","2207","0.365469850051015","0.353724905264128","0.377214794837902"
"Nicht erwerbstaetig","2006","66 und älter","maennlich","1955","0.932258100645705","0.921497095355918","0.943019105935493"
"Nicht erwerbstaetig","2006","66 und älter","weiblich","2327","0.969367720959955","0.96246932679464","0.976266115125269"
"Betriebliches Praktikum","2006","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2006","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2006","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2006","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2006","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","2006","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","2006","16-34 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2006","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2006","35-65 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2006","35-65 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2006","66 und älter","maennlich","","","",""
"Wehrpflicht/Zivildienst","2006","66 und älter","weiblich","","","",""
"Voll erwerbstaetig","2007","16-34 Jahre alt","maennlich","1119","0.521194959035164","0.500549106375318","0.541840811695009"
"Voll erwerbstaetig","2007","16-34 Jahre alt","weiblich","729","0.312659028689645","0.294414029267925","0.330904028111366"
"Voll erwerbstaetig","2007","35-65 Jahre alt","maennlich","4179","0.736968567172488","0.725348633730408","0.748588500614568"
"Voll erwerbstaetig","2007","35-65 Jahre alt","weiblich","1807","0.293591274947704","0.282043054074125","0.305139495821282"
"Voll erwerbstaetig","2007","66 und älter","maennlich","40","0.0169554550733507","0.011370818189006","0.0225400919576954"
"Voll erwerbstaetig","2007","66 und älter","weiblich","","","",""
"Teilzeitbeschaeftigung","2007","16-34 Jahre alt","maennlich","74","0.0391588928519867","0.0311422164573477","0.0471755692466258"
"Teilzeitbeschaeftigung","2007","16-34 Jahre alt","weiblich","321","0.127666266793389","0.114532126117125","0.140800407469653"
"Teilzeitbeschaeftigung","2007","35-65 Jahre alt","maennlich","136","0.0298300451873697","0.025340253426195","0.0343198369485445"
"Teilzeitbeschaeftigung","2007","35-65 Jahre alt","weiblich","1712","0.268035175884505","0.256803191688744","0.279267160080266"
"Teilzeitbeschaeftigung","2007","66 und älter","maennlich","","","",""
"Teilzeitbeschaeftigung","2007","66 und älter","weiblich","","","",""
"Ausbildung/Lehre","2007","16-34 Jahre alt","maennlich","250","0.101203038044592","0.0887383637098566","0.113667712379327"
"Ausbildung/Lehre","2007","16-34 Jahre alt","weiblich","190","0.0856001718612823","0.0745891496980017","0.0966111940245629"
"Ausbildung/Lehre","2007","35-65 Jahre alt","maennlich","","","",""
"Ausbildung/Lehre","2007","35-65 Jahre alt","weiblich","","","",""
"Ausbildung/Lehre","2007","66 und älter","maennlich","","","",""
"Ausbildung/Lehre","2007","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","2007","16-34 Jahre alt","maennlich","110","0.0490502209073728","0.0401243081423084","0.0579761336724373"
"Geringfuegig erwerbstaetig","2007","16-34 Jahre alt","weiblich","223","0.0870853184817828","0.0759882103325398","0.0981824266310257"
"Geringfuegig erwerbstaetig","2007","35-65 Jahre alt","maennlich","106","0.0214186611728301","0.0175977234623742","0.0252395988832861"
"Geringfuegig erwerbstaetig","2007","35-65 Jahre alt","weiblich","468","0.0836602301003573","0.0766391605183922","0.0906812996823223"
"Geringfuegig erwerbstaetig","2007","66 und älter","maennlich","58","0.0280583686165517","0.020914969480179","0.0352017677529243"
"Geringfuegig erwerbstaetig","2007","66 und älter","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2007","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2007","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2007","35-65 Jahre alt","maennlich","71","0.0119180531151364","0.00905404349018508","0.0147820627400877"
"Altersteilzeit mit Arbeitszeit Null","2007","35-65 Jahre alt","weiblich","65","0.0107035671910817","0.00809415328032672","0.0133129811018368"
"Altersteilzeit mit Arbeitszeit Null","2007","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2007","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","2007","16-34 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2007","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2007","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2007","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2007","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","2007","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","2007","16-34 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","2007","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2007","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","2007","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2007","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","2007","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","2007","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2007","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2007","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2007","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2007","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","2007","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","2007","16-34 Jahre alt","maennlich","637","0.267920157158729","0.24961660915825","0.286223705159209"
"Nicht erwerbstaetig","2007","16-34 Jahre alt","weiblich","1005","0.381449493563598","0.362332114332511","0.400566872794685"
"Nicht erwerbstaetig","2007","35-65 Jahre alt","maennlich","1013","0.197254578058956","0.186752438211169","0.207756717906743"
"Nicht erwerbstaetig","2007","35-65 Jahre alt","weiblich","1910","0.340898229515045","0.328878239861087","0.352918219169003"
"Nicht erwerbstaetig","2007","66 und älter","maennlich","1912","0.930039323999921","0.919005367413926","0.941073280585917"
"Nicht erwerbstaetig","2007","66 und älter","weiblich","2277","0.959992706891418","0.952072564616605","0.967912849166231"
"Betriebliches Praktikum","2007","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2007","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2007","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2007","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2007","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","2007","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","2007","16-34 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2007","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2007","35-65 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2007","35-65 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2007","66 und älter","maennlich","","","",""
"Wehrpflicht/Zivildienst","2007","66 und älter","weiblich","","","",""
"Voll erwerbstaetig","2008","16-34 Jahre alt","maennlich","1041","0.525901337747399","0.504468406833304","0.547334268661494"
"Voll erwerbstaetig","2008","16-34 Jahre alt","weiblich","735","0.333738680487638","0.314433833801247","0.353043527174029"
"Voll erwerbstaetig","2008","35-65 Jahre alt","maennlich","3929","0.7554349515816","0.74365791253156","0.767211990631641"
"Voll erwerbstaetig","2008","35-65 Jahre alt","weiblich","1771","0.30965110019127","0.29751669756433","0.321785502818209"
"Voll erwerbstaetig","2008","66 und älter","maennlich","44","0.0194918908923413","0.0135103649100951","0.0254734168745875"
"Voll erwerbstaetig","2008","66 und älter","weiblich","","","",""
"Teilzeitbeschaeftigung","2008","16-34 Jahre alt","maennlich","68","0.035172591638071","0.0272654036792212","0.0430797795969209"
"Teilzeitbeschaeftigung","2008","16-34 Jahre alt","weiblich","268","0.119118700975477","0.105857298563751","0.132380103387203"
"Teilzeitbeschaeftigung","2008","35-65 Jahre alt","maennlich","125","0.0268390617844813","0.0224109723702169","0.0312671511987458"
"Teilzeitbeschaeftigung","2008","35-65 Jahre alt","weiblich","1618","0.274349846129427","0.262639660620009","0.286060031638846"
"Teilzeitbeschaeftigung","2008","66 und älter","maennlich","","","",""
"Teilzeitbeschaeftigung","2008","66 und älter","weiblich","","","",""
"Ausbildung/Lehre","2008","16-34 Jahre alt","maennlich","237","0.107374364230796","0.0940857393598062","0.120662989101785"
"Ausbildung/Lehre","2008","16-34 Jahre alt","weiblich","175","0.0792686380456734","0.0682085661331783","0.0903287099581685"
"Ausbildung/Lehre","2008","35-65 Jahre alt","maennlich","","","",""
"Ausbildung/Lehre","2008","35-65 Jahre alt","weiblich","","","",""
"Ausbildung/Lehre","2008","66 und älter","maennlich","","","",""
"Ausbildung/Lehre","2008","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","2008","16-34 Jahre alt","maennlich","120","0.0574324033858716","0.0474455238923757","0.0674192828793675"
"Geringfuegig erwerbstaetig","2008","16-34 Jahre alt","weiblich","211","0.0968360361305653","0.0847288676288349","0.108943204632296"
"Geringfuegig erwerbstaetig","2008","35-65 Jahre alt","maennlich","98","0.0241827169544253","0.0199737338561157","0.0283917000527349"
"Geringfuegig erwerbstaetig","2008","35-65 Jahre alt","weiblich","456","0.0897377171966313","0.0822367278014935","0.0972387065917691"
"Geringfuegig erwerbstaetig","2008","66 und älter","maennlich","60","0.0294616434920095","0.0221452972567027","0.0367779897273163"
"Geringfuegig erwerbstaetig","2008","66 und älter","weiblich","35","0.0189101843066493","0.0133532859454385","0.0244670826678601"
"Altersteilzeit mit Arbeitszeit Null","2008","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2008","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2008","35-65 Jahre alt","maennlich","58","0.0129510532381251","0.00985318978178057","0.0160489166944696"
"Altersteilzeit mit Arbeitszeit Null","2008","35-65 Jahre alt","weiblich","41","0.00645545804716561","0.0043535923075253","0.00855732378680593"
"Altersteilzeit mit Arbeitszeit Null","2008","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2008","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","2008","16-34 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2008","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2008","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2008","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2008","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","2008","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","2008","16-34 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","2008","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2008","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","2008","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2008","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","2008","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","2008","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2008","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2008","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2008","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2008","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","2008","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","2008","16-34 Jahre alt","maennlich","584","0.255712323156283","0.236986483320232","0.274438162992334"
"Nicht erwerbstaetig","2008","16-34 Jahre alt","weiblich","893","0.367859715502878","0.348117829787738","0.387601601218018"
"Nicht erwerbstaetig","2008","35-65 Jahre alt","maennlich","896","0.176763500114889","0.166311510066787","0.18721549016299"
"Nicht erwerbstaetig","2008","35-65 Jahre alt","weiblich","1676","0.316222768442749","0.304018783734713","0.328426753150785"
"Nicht erwerbstaetig","2008","66 und älter","maennlich","1923","0.941984930266019","0.931870258367023","0.952099602165015"
"Nicht erwerbstaetig","2008","66 und älter","weiblich","2237","0.965338345619766","0.957875669194642","0.97280102204489"
"Betriebliches Praktikum","2008","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2008","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2008","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2008","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2008","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","2008","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","2008","16-34 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2008","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2008","35-65 Jahre alt","maennlich","","","",""
