"plb0022_h","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Freiwilliger Wehrdienst","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2007","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2007","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","30","0.00724904776386213","0.00443860525513427","0.01005949027259"
"FSJ/FOeJ/BFD","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2007","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2007","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2007","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2007","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1195","0.316465984626452","0.301057580764026","0.331874388488878"
"Nicht erwerbstaetig","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","447","0.352096099688012","0.325393222775158","0.378798976600866"
"Nicht erwerbstaetig","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2156","0.258095071795088","0.248964892097761","0.267225251492415"
"Nicht erwerbstaetig","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","767","0.319117230762707","0.301419777113464","0.336814684411949"
"Nicht erwerbstaetig","2007","66 und älter","Westdeutschland, alte Bundeslaender","3080","0.940688764005655","0.932585416167001","0.948792111844308"
"Nicht erwerbstaetig","2007","66 und älter","Ostdeutschland, neue Bundeslaender","1109","0.973250833390494","0.963888743885046","0.982612922895941"
"Betriebliches Praktikum","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2007","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2007","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2007","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2007","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1327","0.43734698772024","0.420250319760531","0.45444365567995"
"Voll erwerbstaetig","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","449","0.406730482481634","0.378252818973733","0.435208145989536"
"Voll erwerbstaetig","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4273","0.52903202067433","0.518213666185838","0.539850375162822"
"Voll erwerbstaetig","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1427","0.553257513082798","0.533831438065824","0.572683588099773"
"Voll erwerbstaetig","2008","66 und älter","Westdeutschland, alte Bundeslaender","48","0.0125064908226487","0.00867043044904598","0.0163425511962515"
"Voll erwerbstaetig","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","257","0.077759293871635","0.0685298319797592","0.0869887557635108"
"Teilzeitbeschaeftigung","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","79","0.0709376344440023","0.0560547962264537","0.085820472661551"
"Teilzeitbeschaeftigung","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1447","0.158651900883208","0.150733544635457","0.16657025713096"
"Teilzeitbeschaeftigung","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","296","0.110317750102163","0.0980762981129384","0.122559202091388"
"Teilzeitbeschaeftigung","2008","66 und älter","Westdeutschland, alte Bundeslaender","46","0.0117343741295919","0.00801716166470849","0.0154515865944754"
"Teilzeitbeschaeftigung","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","286","0.0920640198123738","0.0820996310442514","0.102028408580496"
"Ausbildung/Lehre","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","126","0.0997934503844499","0.0824175595514362","0.117169341217464"
"Ausbildung/Lehre","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2008","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","269","0.0816449037433066","0.0722075997633404","0.0910822077232729"
"Geringfuegig erwerbstaetig","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","62","0.0565856857431682","0.0431910934751611","0.0699802780111754"
"Geringfuegig erwerbstaetig","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","466","0.0601181173057585","0.0549662595592787","0.0652699750522384"
"Geringfuegig erwerbstaetig","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","88","0.0414693109565175","0.0336789210708997","0.0492597008421354"
"Geringfuegig erwerbstaetig","2008","66 und älter","Westdeutschland, alte Bundeslaender","78","0.025628255067295","0.020173535422479","0.031082974712111"
"Geringfuegig erwerbstaetig","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","79","0.0103391536836205","0.00814680197258293","0.0125315053946581"
"Altersteilzeit mit Arbeitszeit Null","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2008","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2008","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2008","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2008","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1063","0.30128198750169","0.285468937774089","0.317095037229292"
"Nicht erwerbstaetig","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","414","0.350782885901043","0.323117345740832","0.378448426061253"
"Nicht erwerbstaetig","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1895","0.237819789263142","0.228592431335306","0.247047147190978"
"Nicht erwerbstaetig","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","677","0.286048188835431","0.268389972888666","0.303706404782196"
"Nicht erwerbstaetig","2008","66 und älter","Westdeutschland, alte Bundeslaender","3051","0.949626098124497","0.942076398182862","0.957175798066133"
"Nicht erwerbstaetig","2008","66 und älter","Ostdeutschland, neue Bundeslaender","1109","0.978505291635324","0.970071821852673","0.986938761417975"
"Betriebliches Praktikum","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2008","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2008","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1198","0.428822566476245","0.411008622654826","0.446636510297663"
"Voll erwerbstaetig","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","399","0.401102061343711","0.371328788155041","0.43087533453238"
"Voll erwerbstaetig","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3969","0.536874376568115","0.525594596640626","0.548154156495604"
"Voll erwerbstaetig","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1362","0.549342072466851","0.529410986774641","0.569273158159061"
"Voll erwerbstaetig","2009","66 und älter","Westdeutschland, alte Bundeslaender","53","0.0126766031044435","0.00873266809825204","0.016620538110635"
"Voll erwerbstaetig","2009","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","235","0.084653438047339","0.0746338279914064","0.0946730481032716"
"Teilzeitbeschaeftigung","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","80","0.0601372866966691","0.0456953029726675","0.0745792704206707"
"Teilzeitbeschaeftigung","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1306","0.150869526317492","0.142772923038005","0.158966129596978"
"Teilzeitbeschaeftigung","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","313","0.132009719566402","0.118450134398219","0.145569304734586"
"Teilzeitbeschaeftigung","2009","66 und älter","Westdeutschland, alte Bundeslaender","53","0.0153161849150639","0.0109868389855257","0.0196455308446021"
"Teilzeitbeschaeftigung","2009","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","283","0.096036475176591","0.0854310202748746","0.106641930078307"
"Ausbildung/Lehre","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","115","0.103627396605255","0.085113224043133","0.122141569167377"
"Ausbildung/Lehre","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2009","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2009","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","248","0.0806431605986047","0.0708423596690148","0.0904439615281945"
"Geringfuegig erwerbstaetig","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","56","0.076802341240323","0.0606268565441471","0.092977825936499"
"Geringfuegig erwerbstaetig","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","432","0.0594651490546883","0.0541153978483042","0.0648149002610724"
"Geringfuegig erwerbstaetig","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","81","0.039639936390404","0.0318242065643001","0.047455666216508"
"Geringfuegig erwerbstaetig","2009","66 und älter","Westdeutschland, alte Bundeslaender","96","0.0321757555609033","0.0259547410545338","0.0383967700672728"
"Geringfuegig erwerbstaetig","2009","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","69","0.00873507694392033","0.00663012047098016","0.0108400334168605"
"Altersteilzeit mit Arbeitszeit Null","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2009","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2009","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2009","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2009","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","32","0.0105372269060263","0.00686187745586778","0.0142125763561849"
"FSJ/FOeJ/BFD","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2009","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2009","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2009","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2009","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
