"plb0022_h","year","sampreg","n","percent","lower_confidence","upper_confidence"
"Geringfuegig erwerbstaetig","1986","Westdeutschland, alte Bundeslaender","269","0.0252595938059228","0.0222789332117399","0.0282402544001056"
"Geringfuegig erwerbstaetig","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1986","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1986","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1986","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1986","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1986","Westdeutschland, alte Bundeslaender","4290","0.460687337506699","0.451218900233886","0.470155774779512"
"Nicht erwerbstaetig","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1986","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1986","Westdeutschland, alte Bundeslaender","50","0.00522998168346031","0.00385983744829534","0.00660012591862527"
"Wehrpflicht/Zivildienst","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1987","Westdeutschland, alte Bundeslaender","4957","0.422307271899151","0.412865630771295","0.431748913027008"
"Voll erwerbstaetig","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1987","Westdeutschland, alte Bundeslaender","689","0.0667808576133362","0.0620088341087946","0.0715528811178777"
"Teilzeitbeschaeftigung","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1987","Westdeutschland, alte Bundeslaender","436","0.0347654396090739","0.0312637709166167","0.0382671083015311"
"Ausbildung/Lehre","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1987","Westdeutschland, alte Bundeslaender","215","0.0207993820880412","0.0180713729875608","0.0235273911885215"
"Geringfuegig erwerbstaetig","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1987","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1987","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1987","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1987","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1987","Westdeutschland, alte Bundeslaender","4163","0.44947762017736","0.439968807662728","0.458986432691992"
"Nicht erwerbstaetig","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1987","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1987","Westdeutschland, alte Bundeslaender","53","0.00586942861303768","0.00440925537000813","0.00732960185606723"
"Wehrpflicht/Zivildienst","1987","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1988","Westdeutschland, alte Bundeslaender","4669","0.421706527443691","0.412037743253686","0.431375311633697"
"Voll erwerbstaetig","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1988","Westdeutschland, alte Bundeslaender","680","0.0676249529437028","0.0627086190664501","0.0725412868209554"
"Teilzeitbeschaeftigung","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1988","Westdeutschland, alte Bundeslaender","430","0.0331991456896873","0.0296914288572975","0.0367068625220772"
"Ausbildung/Lehre","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1988","Westdeutschland, alte Bundeslaender","208","0.021031583332882","0.018222187816514","0.0238409788492501"
"Geringfuegig erwerbstaetig","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1988","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1988","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1988","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1988","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1988","Westdeutschland, alte Bundeslaender","3978","0.450327588168987","0.440586470109321","0.460068706228652"
"Nicht erwerbstaetig","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1988","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1988","Westdeutschland, alte Bundeslaender","56","0.0061102024210498","0.00458443100263389","0.0076359738394657"
"Wehrpflicht/Zivildienst","1988","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1989","Westdeutschland, alte Bundeslaender","4633","0.429529170902067","0.419683359131435","0.439374982672699"
"Voll erwerbstaetig","1989","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1989","Westdeutschland, alte Bundeslaender","674","0.0694792225013255","0.0644218028882428","0.0745366421144082"
"Teilzeitbeschaeftigung","1989","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1989","Westdeutschland, alte Bundeslaender","377","0.0318015235468564","0.0283113691723694","0.0352916779213435"
"Ausbildung/Lehre","1989","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1989","Westdeutschland, alte Bundeslaender","197","0.020060409308657","0.0172716693271926","0.0228491492901214"
"Geringfuegig erwerbstaetig","1989","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1989","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1989","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1989","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1989","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1989","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1989","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1989","Westdeutschland, alte Bundeslaender","3779","0.444218179272432","0.434335178973105","0.45410117957176"
"Nicht erwerbstaetig","1989","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1989","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1989","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1989","Westdeutschland, alte Bundeslaender","50","0.00491149446866181","0.00352097792409891","0.0063020110132247"
"Wehrpflicht/Zivildienst","1989","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1990","Westdeutschland, alte Bundeslaender","4523","0.434054151970022","0.424097534451753","0.44401076948829"
"Voll erwerbstaetig","1990","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1990","Westdeutschland, alte Bundeslaender","723","0.0773808154755244","0.072013213313394","0.0827484176376549"
"Teilzeitbeschaeftigung","1990","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1990","Westdeutschland, alte Bundeslaender","344","0.0307371825788366","0.0272697722989104","0.0342045928587627"
"Ausbildung/Lehre","1990","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1990","Westdeutschland, alte Bundeslaender","180","0.0188593158530308","0.0161266845627998","0.0215919471432619"
"Geringfuegig erwerbstaetig","1990","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1990","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1990","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1990","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1990","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1990","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1990","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1990","Westdeutschland, alte Bundeslaender","3693","0.433417587027337","0.4234626793336","0.443372494721074"
"Nicht erwerbstaetig","1990","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1990","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1990","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1990","Westdeutschland, alte Bundeslaender","56","0.00555094709524945","0.00405840275840269","0.0070434914320962"
"Wehrpflicht/Zivildienst","1990","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1991","Westdeutschland, alte Bundeslaender","4529","0.431769204780433","0.421812000865035","0.441726408695831"
"Voll erwerbstaetig","1991","Ostdeutschland, neue Bundeslaender","1984","0.430525463255533","0.415484298723837","0.445566627787229"
"Teilzeitbeschaeftigung","1991","Westdeutschland, alte Bundeslaender","750","0.0793835246189633","0.0739490977824471","0.0848179514554796"
"Teilzeitbeschaeftigung","1991","Ostdeutschland, neue Bundeslaender","706","0.155167335719592","0.144168913556039","0.166165757883146"
"Ausbildung/Lehre","1991","Westdeutschland, alte Bundeslaender","387","0.0333313644180768","0.0297229654841167","0.0369397633520369"
"Ausbildung/Lehre","1991","Ostdeutschland, neue Bundeslaender","128","0.024287388845527","0.0196111546033611","0.028963623087693"
"Geringfuegig erwerbstaetig","1991","Westdeutschland, alte Bundeslaender","227","0.0244227452577514","0.0213197775283174","0.0275257129871854"
"Geringfuegig erwerbstaetig","1991","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1991","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1991","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1991","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1991","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1991","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1991","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1991","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1991","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1991","Westdeutschland, alte Bundeslaender","3576","0.426987807736278","0.417044317432604","0.436931298039952"
"Nicht erwerbstaetig","1991","Ostdeutschland, neue Bundeslaender","1303","0.379263013059646","0.364523981696853","0.394002044422439"
"Betriebliches Praktikum","1991","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1991","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1991","Westdeutschland, alte Bundeslaender","37","0.00410535318849723","0.00281997434336945","0.00539073203362502"
"Wehrpflicht/Zivildienst","1991","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1992","Westdeutschland, alte Bundeslaender","4417","0.428408066225408","0.41840660061079","0.438409531840026"
"Voll erwerbstaetig","1992","Ostdeutschland, neue Bundeslaender","2024","0.45347265516935","0.438031494713252","0.468913815625448"
"Teilzeitbeschaeftigung","1992","Westdeutschland, alte Bundeslaender","784","0.0823224011128213","0.0767672502135338","0.0878775520121088"
"Teilzeitbeschaeftigung","1992","Ostdeutschland, neue Bundeslaender","243","0.0542255479886005","0.0472013911541206","0.0612497048230804"
"Ausbildung/Lehre","1992","Westdeutschland, alte Bundeslaender","342","0.0293611519599335","0.0259491665865207","0.0327731373333463"
"Ausbildung/Lehre","1992","Ostdeutschland, neue Bundeslaender","152","0.0302814823729501","0.0249664018785718","0.0355965628673285"
"Geringfuegig erwerbstaetig","1992","Westdeutschland, alte Bundeslaender","165","0.0181346271407268","0.0154376822747565","0.0208315720066971"
"Geringfuegig erwerbstaetig","1992","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1992","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1992","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1992","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1992","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1992","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1992","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1992","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1992","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1992","Westdeutschland, alte Bundeslaender","3657","0.437384605717847","0.427358568022959","0.447410643412735"
"Nicht erwerbstaetig","1992","Ostdeutschland, neue Bundeslaender","1541","0.454182158921625","0.438738957539818","0.469625360303432"
"Betriebliches Praktikum","1992","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1992","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1992","Westdeutschland, alte Bundeslaender","39","0.0043891478432635","0.00305308558325549","0.00572521010327151"
"Wehrpflicht/Zivildienst","1992","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1993","Westdeutschland, alte Bundeslaender","4355","0.42759522044943","0.417561408667555","0.437629032231305"
"Voll erwerbstaetig","1993","Ostdeutschland, neue Bundeslaender","1876","0.433704840530239","0.418030075541496","0.449379605518982"
"Teilzeitbeschaeftigung","1993","Westdeutschland, alte Bundeslaender","766","0.0809360207212566","0.075404536218271","0.0864675052242423"
"Teilzeitbeschaeftigung","1993","Ostdeutschland, neue Bundeslaender","201","0.045162856321136","0.0385947854265667","0.0517309272157052"
"Ausbildung/Lehre","1993","Westdeutschland, alte Bundeslaender","344","0.0297284879463701","0.0262839501559972","0.0331730257367431"
"Ausbildung/Lehre","1993","Ostdeutschland, neue Bundeslaender","176","0.0389885522930035","0.0328662423211719","0.0451108622648351"
"Geringfuegig erwerbstaetig","1993","Westdeutschland, alte Bundeslaender","180","0.0210969087794401","0.0181823208242151","0.024011496734665"
"Geringfuegig erwerbstaetig","1993","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1993","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1993","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1993","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1993","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1993","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1993","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1993","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1993","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1993","Westdeutschland, alte Bundeslaender","3657","0.436241730036271","0.426183814836236","0.446299645236306"
"Nicht erwerbstaetig","1993","Ostdeutschland, neue Bundeslaender","1552","0.472708671977843","0.456917855793628","0.488499488162058"
"Betriebliches Praktikum","1993","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1993","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1993","Westdeutschland, alte Bundeslaender","37","0.0044016320672329","0.00305903139643282","0.00574423273803297"
"Wehrpflicht/Zivildienst","1993","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1994","Westdeutschland, alte Bundeslaender","4101","0.410853957550391","0.400777063239211","0.42093085186157"
"Voll erwerbstaetig","1994","Ostdeutschland, neue Bundeslaender","1801","0.422078874568168","0.406352924900554","0.437804824235782"
"Teilzeitbeschaeftigung","1994","Westdeutschland, alte Bundeslaender","769","0.0823095498910866","0.076680375497589","0.0879387242845843"
"Teilzeitbeschaeftigung","1994","Ostdeutschland, neue Bundeslaender","215","0.0500292063872384","0.0430877160745564","0.0569706966999203"
"Ausbildung/Lehre","1994","Westdeutschland, alte Bundeslaender","283","0.0248062623468137","0.0216206157001495","0.0279919089934779"
"Ausbildung/Lehre","1994","Ostdeutschland, neue Bundeslaender","176","0.0365414824717135","0.0305670675648368","0.0425158973785903"
"Geringfuegig erwerbstaetig","1994","Westdeutschland, alte Bundeslaender","211","0.0237375687530678","0.0206195918751845","0.0268555456309511"
"Geringfuegig erwerbstaetig","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1994","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1994","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1994","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1994","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1994","Westdeutschland, alte Bundeslaender","3762","0.454460328116665","0.444261914025636","0.464658742207695"
"Nicht erwerbstaetig","1994","Ostdeutschland, neue Bundeslaender","1540","0.478824505624802","0.462918322929441","0.494730688320163"
"Betriebliches Praktikum","1994","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1994","Westdeutschland, alte Bundeslaender","31","0.0038323333419759","0.00256681237920112","0.00509785430475068"
"Wehrpflicht/Zivildienst","1994","Ostdeutschland, neue Bundeslaender","31","0.00722123299044895","0.00452524652720751","0.00991721945369038"
"Voll erwerbstaetig","1995","Westdeutschland, alte Bundeslaender","4332","0.40590896140657","0.396118842145709","0.415699080667431"
"Voll erwerbstaetig","1995","Ostdeutschland, neue Bundeslaender","1792","0.429875175667243","0.413934374538303","0.445815976796184"
"Teilzeitbeschaeftigung","1995","Westdeutschland, alte Bundeslaender","786","0.0800456320089852","0.0746356088560515","0.0854556551619189"
"Teilzeitbeschaeftigung","1995","Ostdeutschland, neue Bundeslaender","225","0.051897538151272","0.0447549600089751","0.0590401162935689"
"Ausbildung/Lehre","1995","Westdeutschland, alte Bundeslaender","294","0.0243198460832714","0.0212488355329306","0.0273908566336123"
"Ausbildung/Lehre","1995","Ostdeutschland, neue Bundeslaender","164","0.0343541785997375","0.028489385410033","0.040218971789442"
"Geringfuegig erwerbstaetig","1995","Westdeutschland, alte Bundeslaender","260","0.0269083043307769","0.0236822831799611","0.0301343254815927"
"Geringfuegig erwerbstaetig","1995","Ostdeutschland, neue Bundeslaender","32","0.00846231760114454","0.0055127846167967","0.0114118505854924"
"Altersteilzeit mit Arbeitszeit Null","1995","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1995","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1995","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1995","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1995","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1995","Westdeutschland, alte Bundeslaender","3952","0.458093330695723","0.448160194406622","0.468026466984824"
"Nicht erwerbstaetig","1995","Ostdeutschland, neue Bundeslaender","1480","0.472812234181136","0.456736123067383","0.488888345294888"
"Betriebliches Praktikum","1995","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1995","Westdeutschland, alte Bundeslaender","41","0.00472392547467407","0.0033569193427251","0.00609093160662304"
"Wehrpflicht/Zivildienst","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1996","Westdeutschland, alte Bundeslaender","4182","0.402342558415315","0.392444216387295","0.412240900443335"
"Voll erwerbstaetig","1996","Ostdeutschland, neue Bundeslaender","1734","0.41741785676419","0.401519720826088","0.433315992702292"
"Teilzeitbeschaeftigung","1996","Westdeutschland, alte Bundeslaender","842","0.0872589457527855","0.0815623280195466","0.0929555634860243"
"Teilzeitbeschaeftigung","1996","Ostdeutschland, neue Bundeslaender","213","0.050907940618897","0.0438214854480061","0.0579943957897879"
"Ausbildung/Lehre","1996","Westdeutschland, alte Bundeslaender","270","0.0230031832005292","0.0199771140538765","0.026029252347182"
"Ausbildung/Lehre","1996","Ostdeutschland, neue Bundeslaender","169","0.0329082358364337","0.0271569062948492","0.0386595653780182"
"Geringfuegig erwerbstaetig","1996","Westdeutschland, alte Bundeslaender","244","0.0255700335430743","0.0223837877974209","0.0287562792887278"
"Geringfuegig erwerbstaetig","1996","Ostdeutschland, neue Bundeslaender","","","",""
