"plb0022_h","year","sampreg","n","percent","lower_confidence","upper_confidence"
"Wehrpflicht/Zivildienst","2007","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2008","Westdeutschland, alte Bundeslaender","5648","0.386852827877279","0.378962552815443","0.394743102939116"
"Voll erwerbstaetig","2008","Ostdeutschland, neue Bundeslaender","1880","0.376600812184486","0.3628863895949","0.390315234774072"
"Teilzeitbeschaeftigung","2008","Westdeutschland, alte Bundeslaender","1750","0.105444022555975","0.100468351808339","0.110419693303612"
"Teilzeitbeschaeftigung","2008","Ostdeutschland, neue Bundeslaender","381","0.0740961744840367","0.0666824811481856","0.0815098678198877"
"Ausbildung/Lehre","2008","Westdeutschland, alte Bundeslaender","292","0.0223495838939596","0.01995481611463","0.0247443516732892"
"Ausbildung/Lehre","2008","Ostdeutschland, neue Bundeslaender","131","0.0252394431614409","0.0207998554201433","0.0296790309027384"
"Geringfuegig erwerbstaetig","2008","Westdeutschland, alte Bundeslaender","813","0.0570643427105334","0.0533063119575453","0.0608223734635216"
"Geringfuegig erwerbstaetig","2008","Ostdeutschland, neue Bundeslaender","167","0.0383261233437839","0.0328921795601027","0.0437600671274651"
"Altersteilzeit mit Arbeitszeit Null","2008","Westdeutschland, alte Bundeslaender","81","0.00565038795002126","0.00443603319289946","0.00686474270714306"
"Altersteilzeit mit Arbeitszeit Null","2008","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2008","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2008","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2008","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2008","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2008","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2008","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2008","Westdeutschland, alte Bundeslaender","6009","0.419104836002421","0.41111114958974","0.427098522415102"
"Nicht erwerbstaetig","2008","Ostdeutschland, neue Bundeslaender","2200","0.4782370936681","0.464098311132807","0.492375876203393"
"Betriebliches Praktikum","2008","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2008","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2008","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2008","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2009","Westdeutschland, alte Bundeslaender","5220","0.387604786324604","0.379405412830676","0.395804159818532"
"Voll erwerbstaetig","2009","Ostdeutschland, neue Bundeslaender","1768","0.372811526410873","0.358781239363689","0.386841813458057"
"Teilzeitbeschaeftigung","2009","Westdeutschland, alte Bundeslaender","1594","0.103130042795706","0.0980117214677543","0.108248364123657"
"Teilzeitbeschaeftigung","2009","Ostdeutschland, neue Bundeslaender","400","0.0819371129518078","0.0739791960279705","0.0898950298756452"
"Ausbildung/Lehre","2009","Westdeutschland, alte Bundeslaender","287","0.0232740029232041","0.0207365842822407","0.0258114215641674"
"Ausbildung/Lehre","2009","Ostdeutschland, neue Bundeslaender","116","0.0260584956041029","0.0214361335078356","0.0306808577003702"
"Geringfuegig erwerbstaetig","2009","Westdeutschland, alte Bundeslaender","776","0.058094542926276","0.054157759386034","0.0620313264665181"
"Geringfuegig erwerbstaetig","2009","Ostdeutschland, neue Bundeslaender","150","0.0414603429520665","0.0356761290569751","0.047244556847158"
"Altersteilzeit mit Arbeitszeit Null","2009","Westdeutschland, alte Bundeslaender","73","0.00491626816881625","0.00373915611908947","0.00609338021854304"
"Altersteilzeit mit Arbeitszeit Null","2009","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2009","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2009","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2009","Westdeutschland, alte Bundeslaender","32","0.00251616656392781","0.0016730398760605","0.00335929325179513"
"FSJ/FOeJ/BFD","2009","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2009","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2009","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2009","Westdeutschland, alte Bundeslaender","5554","0.417741990817191","0.409441915911618","0.426042065722765"
"Nicht erwerbstaetig","2009","Ostdeutschland, neue Bundeslaender","2078","0.468512877389217","0.454034163173084","0.482991591605349"
"Betriebliches Praktikum","2009","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2009","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2009","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2009","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2010","Westdeutschland, alte Bundeslaender","6884","0.380800960297933","0.373818618922794","0.387783301673073"
"Voll erwerbstaetig","2010","Ostdeutschland, neue Bundeslaender","2137","0.381681805195403","0.368832515782069","0.394531094608737"
"Teilzeitbeschaeftigung","2010","Westdeutschland, alte Bundeslaender","2492","0.104809261047086","0.100404782048999","0.109213740045172"
"Teilzeitbeschaeftigung","2010","Ostdeutschland, neue Bundeslaender","562","0.090480941823203","0.0828932999019691","0.0980685837444369"
"Ausbildung/Lehre","2010","Westdeutschland, alte Bundeslaender","357","0.0239835579716345","0.0217835599197227","0.0261835560235464"
"Ausbildung/Lehre","2010","Ostdeutschland, neue Bundeslaender","118","0.0248905241305291","0.0207698708046387","0.0290111774564196"
"Geringfuegig erwerbstaetig","2010","Westdeutschland, alte Bundeslaender","1216","0.0598115286292134","0.0564016663752178","0.063221390883209"
"Geringfuegig erwerbstaetig","2010","Ostdeutschland, neue Bundeslaender","233","0.0386224568376002","0.0335257541036745","0.0437191595715259"
"Altersteilzeit mit Arbeitszeit Null","2010","Westdeutschland, alte Bundeslaender","69","0.00401553393379945","0.00310617600816682","0.00492489185943209"
"Altersteilzeit mit Arbeitszeit Null","2010","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2010","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2010","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2010","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2010","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2010","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2010","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2010","Westdeutschland, alte Bundeslaender","7509","0.422874787936424","0.415771198647329","0.42997837722552"
"Nicht erwerbstaetig","2010","Ostdeutschland, neue Bundeslaender","2393","0.455235123599879","0.442063333545792","0.468406913653967"
"Betriebliches Praktikum","2010","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2010","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2010","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2010","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2011","Westdeutschland, alte Bundeslaender","8314","0.391783879952041","0.38535517825669","0.398212581647392"
"Voll erwerbstaetig","2011","Ostdeutschland, neue Bundeslaender","2514","0.400007645097158","0.387948668111869","0.412066622082448"
"Teilzeitbeschaeftigung","2011","Westdeutschland, alte Bundeslaender","3254","0.107007140994181","0.102936138177826","0.111078143810536"
"Teilzeitbeschaeftigung","2011","Ostdeutschland, neue Bundeslaender","687","0.0837987514690021","0.0769782285010561","0.0906192744369481"
"Ausbildung/Lehre","2011","Westdeutschland, alte Bundeslaender","426","0.0218136025771419","0.0198898662890736","0.0237373388652103"
"Ausbildung/Lehre","2011","Ostdeutschland, neue Bundeslaender","122","0.0227942270964957","0.0191204829302485","0.026467971262743"
"Geringfuegig erwerbstaetig","2011","Westdeutschland, alte Bundeslaender","1316","0.0523703294391374","0.0494365125290278","0.055304146349247"
"Geringfuegig erwerbstaetig","2011","Ostdeutschland, neue Bundeslaender","252","0.0399575268875827","0.0351364063951295","0.0447786473800358"
"Altersteilzeit mit Arbeitszeit Null","2011","Westdeutschland, alte Bundeslaender","90","0.00415286456126325","0.00330594677734443","0.00499978234518206"
"Altersteilzeit mit Arbeitszeit Null","2011","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2011","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2011","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2011","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2011","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2011","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2011","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2011","Westdeutschland, alte Bundeslaender","8699","0.419598112318462","0.413099027566858","0.426097197070065"
"Nicht erwerbstaetig","2011","Ostdeutschland, neue Bundeslaender","2717","0.444262051025851","0.432031159973419","0.456492942078283"
"Betriebliches Praktikum","2011","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2011","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2011","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2011","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2012","Westdeutschland, alte Bundeslaender","8072","0.392740190222359","0.386217819011025","0.399262561433693"
"Voll erwerbstaetig","2012","Ostdeutschland, neue Bundeslaender","2425","0.389722724944867","0.377591247325926","0.401854202563809"
"Teilzeitbeschaeftigung","2012","Westdeutschland, alte Bundeslaender","3247","0.110635950957924","0.106446534916958","0.11482536699889"
"Teilzeitbeschaeftigung","2012","Ostdeutschland, neue Bundeslaender","706","0.0889909582474185","0.0819081330734861","0.0960737834213509"
"Ausbildung/Lehre","2012","Westdeutschland, alte Bundeslaender","452","0.021311196165283","0.0193823757544464","0.0232400165761196"
"Ausbildung/Lehre","2012","Ostdeutschland, neue Bundeslaender","121","0.019523604234045","0.0160819217146623","0.0229652867534278"
"Geringfuegig erwerbstaetig","2012","Westdeutschland, alte Bundeslaender","1359","0.0556302355613786","0.0525690330834839","0.0586914380392732"
"Geringfuegig erwerbstaetig","2012","Ostdeutschland, neue Bundeslaender","255","0.0408475619440734","0.0359237764509127","0.0457713474372341"
"Altersteilzeit mit Arbeitszeit Null","2012","Westdeutschland, alte Bundeslaender","81","0.00391581399175809","0.00308170151152316","0.00474992647199302"
"Altersteilzeit mit Arbeitszeit Null","2012","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2012","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2012","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2012","Westdeutschland, alte Bundeslaender","40","0.00194766011205062","0.0013588180656332","0.00253650215846805"
"FSJ/FOeJ/BFD","2012","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2012","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2012","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2012","Westdeutschland, alte Bundeslaender","8264","0.411836164693477","0.405262962843461","0.418409366543494"
"Nicht erwerbstaetig","2012","Ostdeutschland, neue Bundeslaender","2651","0.45300923166541","0.440626519969535","0.465391943361285"
"Betriebliches Praktikum","2012","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2012","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2012","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2012","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2013","Westdeutschland, alte Bundeslaender","9304","0.3812506775329","0.375183532347785","0.387317822718015"
"Voll erwerbstaetig","2013","Ostdeutschland, neue Bundeslaender","2377","0.39288350987044","0.380670414502285","0.405096605238595"
"Teilzeitbeschaeftigung","2013","Westdeutschland, alte Bundeslaender","3687","0.112322268647819","0.108377856358661","0.116266680936977"
"Teilzeitbeschaeftigung","2013","Ostdeutschland, neue Bundeslaender","775","0.103016589262645","0.0954150136051999","0.11061816492009"
"Ausbildung/Lehre","2013","Westdeutschland, alte Bundeslaender","706","0.024418762990206","0.0224907264664756","0.0263467995139364"
"Ausbildung/Lehre","2013","Ostdeutschland, neue Bundeslaender","138","0.0190542690114454","0.0156354471662819","0.0224730908566088"
"Geringfuegig erwerbstaetig","2013","Westdeutschland, alte Bundeslaender","1722","0.0602002954235541","0.0572290490089367","0.0631715418381715"
"Geringfuegig erwerbstaetig","2013","Ostdeutschland, neue Bundeslaender","267","0.0408446012919419","0.0358950064357979","0.0457941961480858"
"Altersteilzeit mit Arbeitszeit Null","2013","Westdeutschland, alte Bundeslaender","100","0.00605823213020477","0.00508889436548553","0.00702756989492402"
"Altersteilzeit mit Arbeitszeit Null","2013","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2013","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2013","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2013","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2013","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2013","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2013","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2013","Westdeutschland, alte Bundeslaender","9057","0.413291797325497","0.407140578453749","0.419443016197245"
"Nicht erwerbstaetig","2013","Ostdeutschland, neue Bundeslaender","2538","0.436428088926828","0.424026171077316","0.448830006776339"
"Betriebliches Praktikum","2013","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2013","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2013","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2013","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2014","Westdeutschland, alte Bundeslaender","8093","0.379150001341766","0.372679016834873","0.385620985848658"
"Voll erwerbstaetig","2014","Ostdeutschland, neue Bundeslaender","2150","0.387844417592429","0.375104158663806","0.400584676521052"
"Teilzeitbeschaeftigung","2014","Westdeutschland, alte Bundeslaender","3233","0.116869129193286","0.112584295957505","0.121153962429067"
"Teilzeitbeschaeftigung","2014","Ostdeutschland, neue Bundeslaender","676","0.101182532376105","0.0932974343049495","0.109067630447261"
"Ausbildung/Lehre","2014","Westdeutschland, alte Bundeslaender","594","0.0238755268525208","0.0218394199817099","0.0259116337233317"
"Ausbildung/Lehre","2014","Ostdeutschland, neue Bundeslaender","117","0.0235978269820478","0.0196289380097351","0.0275667159543605"
"Geringfuegig erwerbstaetig","2014","Westdeutschland, alte Bundeslaender","1609","0.0659660880429005","0.0626554387726695","0.0692767373131314"
"Geringfuegig erwerbstaetig","2014","Ostdeutschland, neue Bundeslaender","245","0.0385422242025276","0.0335089328564501","0.0435755155486051"
"Altersteilzeit mit Arbeitszeit Null","2014","Westdeutschland, alte Bundeslaender","82","0.00483579501853839","0.00391055842315246","0.00576103161392432"
"Altersteilzeit mit Arbeitszeit Null","2014","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2014","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2014","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2014","Westdeutschland, alte Bundeslaender","46","0.00173180745304642","0.00117725209495104","0.0022863628111418"
"FSJ/FOeJ/BFD","2014","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2014","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2014","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2014","Westdeutschland, alte Bundeslaender","7916","0.404896652783134","0.398349691440242","0.411443614126026"
"Nicht erwerbstaetig","2014","Ostdeutschland, neue Bundeslaender","2377","0.44000422012506","0.427025275694677","0.452983164555443"
"Betriebliches Praktikum","2014","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2014","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2014","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2014","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2015","Westdeutschland, alte Bundeslaender","8064","0.379742481406728","0.373256304582197","0.386228658231259"
"Voll erwerbstaetig","2015","Ostdeutschland, neue Bundeslaender","2060","0.390930068389673","0.377977577808977","0.403882558970369"
"Teilzeitbeschaeftigung","2015","Westdeutschland, alte Bundeslaender","3293","0.121837605425529","0.117466047185782","0.126209163665275"
"Teilzeitbeschaeftigung","2015","Ostdeutschland, neue Bundeslaender","667","0.1086638508735","0.100402834682233","0.116924867064766"
"Ausbildung/Lehre","2015","Westdeutschland, alte Bundeslaender","603","0.024360800982593","0.0223004150509279","0.0264211869142582"
"Ausbildung/Lehre","2015","Ostdeutschland, neue Bundeslaender","121","0.0209069733506137","0.0171092114878664","0.024704735213361"
"Geringfuegig erwerbstaetig","2015","Westdeutschland, alte Bundeslaender","1464","0.0620956028089761","0.0588703193952861","0.0653208862226661"
"Geringfuegig erwerbstaetig","2015","Ostdeutschland, neue Bundeslaender","240","0.0429533554353875","0.0375714598491545","0.0483352510216204"
"Altersteilzeit mit Arbeitszeit Null","2015","Westdeutschland, alte Bundeslaender","63","0.00406056562236078","0.00321066547500835","0.00491046576971322"
"Altersteilzeit mit Arbeitszeit Null","2015","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2015","Westdeutschland, alte Bundeslaender","45","0.00109881546460422","0.000656041762146138","0.00154158916706231"
"FSJ/FOeJ/BFD","2015","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2015","Westdeutschland, alte Bundeslaender","7948","0.403781485655898","0.397224049011335","0.410338922300462"
"Nicht erwerbstaetig","2015","Ostdeutschland, neue Bundeslaender","2319","0.428179728222931","0.415045244933133","0.44131421151273"
"Betriebliches Praktikum","2015","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2015","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2016","Westdeutschland, alte Bundeslaender","7350","0.384010175225899","0.37772914371114","0.390291206740659"
"Voll erwerbstaetig","2016","Ostdeutschland, neue Bundeslaender","1950","0.386669601291658","0.374204224675175","0.39913497790814"
"Teilzeitbeschaeftigung","2016","Westdeutschland, alte Bundeslaender","3179","0.123644448783341","0.119393358586665","0.127895538980018"
"Teilzeitbeschaeftigung","2016","Ostdeutschland, neue Bundeslaender","673","0.118487105036498","0.110214581279305","0.126759628793691"
"Ausbildung/Lehre","2016","Westdeutschland, alte Bundeslaender","594","0.0236108764100723","0.0216500445371364","0.0255717082830081"
"Ausbildung/Lehre","2016","Ostdeutschland, neue Bundeslaender","110","0.0219051171171513","0.0181583954910592","0.0256518387432433"
"Geringfuegig erwerbstaetig","2016","Westdeutschland, alte Bundeslaender","1398","0.0599778031496546","0.0569113441036664","0.0630442621956429"
"Geringfuegig erwerbstaetig","2016","Ostdeutschland, neue Bundeslaender","237","0.040735925961852","0.035675978236657","0.0457958736870471"
"Altersteilzeit mit Arbeitszeit Null","2016","Westdeutschland, alte Bundeslaender","41","0.00248687129714703","0.00184365238928675","0.0031300902050073"
"Altersteilzeit mit Arbeitszeit Null","2016","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2016","Westdeutschland, alte Bundeslaender","43","0.00175202534059232","0.00121194017625782","0.00229211050492681"
"FSJ/FOeJ/BFD","2016","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2016","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2016","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2016","Westdeutschland, alte Bundeslaender","10343","0.401509838381562","0.395179171804502","0.407840504958622"
"Nicht erwerbstaetig","2016","Ostdeutschland, neue Bundeslaender","2828","0.424415553647492","0.411764161590112","0.437066945704872"
"Betriebliches Praktikum","2016","Westdeutschland, alte Bundeslaender","58","0.000230134497907611","3.4243841617533e-05","0.000426025154197689"
"Betriebliches Praktikum","2016","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2016","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2016","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2017","Westdeutschland, alte Bundeslaender","8445","0.383847989232081","0.377925147016207","0.389770831447955"
"Voll erwerbstaetig","2017","Ostdeutschland, neue Bundeslaender","2310","0.40406690805485","0.392024947970861","0.41610886813884"
"Teilzeitbeschaeftigung","2017","Westdeutschland, alte Bundeslaender","3659","0.125116300285588","0.121086915867817","0.12914568470336"
"Teilzeitbeschaeftigung","2017","Ostdeutschland, neue Bundeslaender","727","0.115366398773549","0.107526811962221","0.123205985584876"
"Ausbildung/Lehre","2017","Westdeutschland, alte Bundeslaender","693","0.025501126996239","0.0235812343248161","0.0274210196676619"
"Ausbildung/Lehre","2017","Ostdeutschland, neue Bundeslaender","133","0.0160683882163905","0.0129827826822458","0.0191539937505351"
"Geringfuegig erwerbstaetig","2017","Westdeutschland, alte Bundeslaender","1537","0.0635453780099381","0.0605744512491755","0.0665163047707007"
"Geringfuegig erwerbstaetig","2017","Ostdeutschland, neue Bundeslaender","248","0.038316472795001","0.0336058249348619","0.0430271206551402"
"Altersteilzeit mit Arbeitszeit Null","2017","Westdeutschland, alte Bundeslaender","50","0.00271965004063361","0.00208538359614057","0.00335391648512664"
"Altersteilzeit mit Arbeitszeit Null","2017","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2017","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2017","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2017","Westdeutschland, alte Bundeslaender","49","0.0016461229946234","0.00115240382668108","0.00213984216256573"
"FSJ/FOeJ/BFD","2017","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2017","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2017","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2017","Westdeutschland, alte Bundeslaender","11372","0.394932099244933","0.388978633391667","0.400885565098199"
"Nicht erwerbstaetig","2017","Ostdeutschland, neue Bundeslaender","2914","0.419570549951301","0.407460414288069","0.431680685614533"
"Betriebliches Praktikum","2017","Westdeutschland, alte Bundeslaender","70","0.000212999422172659","3.52740023946913e-05","0.000390724841950627"
"Betriebliches Praktikum","2017","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2017","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2017","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2018","Westdeutschland, alte Bundeslaender","8149","0.38860960316856","0.382441022520546","0.394778183816573"
"Voll erwerbstaetig","2018","Ostdeutschland, neue Bundeslaender","2228","0.404646646065585","0.392357715581131","0.416935576550039"
"Teilzeitbeschaeftigung","2018","Westdeutschland, alte Bundeslaender","3661","0.133387160617869","0.129084483570023","0.137689837665716"
"Teilzeitbeschaeftigung","2018","Ostdeutschland, neue Bundeslaender","761","0.116077362967026","0.108057450883459","0.124097275050592"
"Ausbildung/Lehre","2018","Westdeutschland, alte Bundeslaender","695","0.024001279413641","0.0220643624758409","0.0259381963514412"
"Ausbildung/Lehre","2018","Ostdeutschland, neue Bundeslaender","140","0.0149132511533198","0.0118785766406829","0.0179479256659568"
"Geringfuegig erwerbstaetig","2018","Westdeutschland, alte Bundeslaender","1455","0.0587396993776627","0.0557639941560022","0.0617154045993233"
"Geringfuegig erwerbstaetig","2018","Ostdeutschland, neue Bundeslaender","258","0.0432030130964888","0.0381125694897509","0.0482934567032267"
"Altersteilzeit mit Arbeitszeit Null","2018","Westdeutschland, alte Bundeslaender","43","0.00218884919123816","0.00159742201991388","0.00278027636256244"
"Altersteilzeit mit Arbeitszeit Null","2018","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2018","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2018","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2018","Westdeutschland, alte Bundeslaender","41","0.00122985779028305","0.000786321254647171","0.00167339432591894"
"FSJ/FOeJ/BFD","2018","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2018","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2018","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2018","Westdeutschland, alte Bundeslaender","9873","0.388509923678076","0.38234163144058","0.394678215915572"
"Nicht erwerbstaetig","2018","Ostdeutschland, neue Bundeslaender","2696","0.412542714801043","0.400217022528397","0.424868407073689"
"Betriebliches Praktikum","2018","Westdeutschland, alte Bundeslaender","40","0.000142005182811341","-8.79103042523784e-06","0.000292801396047919"
"Betriebliches Praktikum","2018","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2018","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2018","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2019","Westdeutschland, alte Bundeslaender","8802","0.392442946886541","0.386208922112307","0.398676971660775"
"Voll erwerbstaetig","2019","Ostdeutschland, neue Bundeslaender","2467","0.404665816825989","0.392330407848598","0.417001225803381"
"Teilzeitbeschaeftigung","2019","Westdeutschland, alte Bundeslaender","3723","0.143752063494907","0.139272934819229","0.148231192170585"
"Teilzeitbeschaeftigung","2019","Ostdeutschland, neue Bundeslaender","737","0.119080584413361","0.110940789686178","0.127220379140544"
"Ausbildung/Lehre","2019","Westdeutschland, alte Bundeslaender","668","0.0231503036543874","0.0212304021667245","0.0250702051420502"
"Ausbildung/Lehre","2019","Ostdeutschland, neue Bundeslaender","127","0.0181305646851847","0.0147773804247356","0.0214837489456338"
"Geringfuegig erwerbstaetig","2019","Westdeutschland, alte Bundeslaender","1370","0.0533746096582928","0.0505048656572667","0.0562443536593189"
"Geringfuegig erwerbstaetig","2019","Ostdeutschland, neue Bundeslaender","247","0.0387204479680017","0.0338718081707321","0.0435690877652713"
