"plb0022_h","year","n","percent","lower_confidence","upper_confidence"
"FSJ/FOeJ/BFD","1987","","","",""
"Werkstatt fuer Behinderte","1987","","","",""
"Nicht erwerbstaetig","1987","4163","0.44947762017736","0.439968807662728","0.458986432691992"
"Betriebliches Praktikum","1987","","","",""
"Wehrpflicht/Zivildienst","1987","53","0.00586942861303768","0.00440925537000813","0.00732960185606723"
"Voll erwerbstaetig","1988","4669","0.421706527443691","0.412037743253686","0.431375311633697"
"Teilzeitbeschaeftigung","1988","680","0.0676249529437028","0.0627086190664501","0.0725412868209554"
"Ausbildung/Lehre","1988","430","0.0331991456896873","0.0296914288572975","0.0367068625220772"
"Geringfuegig erwerbstaetig","1988","208","0.021031583332882","0.018222187816514","0.0238409788492501"
"Altersteilzeit mit Arbeitszeit Null","1988","","","",""
"Freiwilliger Wehrdienst","1988","","","",""
"FSJ/FOeJ/BFD","1988","","","",""
"Werkstatt fuer Behinderte","1988","","","",""
"Nicht erwerbstaetig","1988","3978","0.450327588168987","0.440586470109321","0.460068706228652"
"Betriebliches Praktikum","1988","","","",""
"Wehrpflicht/Zivildienst","1988","56","0.0061102024210498","0.00458443100263389","0.0076359738394657"
"Voll erwerbstaetig","1989","4633","0.429529170902067","0.419683359131435","0.439374982672699"
"Teilzeitbeschaeftigung","1989","674","0.0694792225013255","0.0644218028882428","0.0745366421144082"
"Ausbildung/Lehre","1989","377","0.0318015235468564","0.0283113691723694","0.0352916779213435"
"Geringfuegig erwerbstaetig","1989","197","0.020060409308657","0.0172716693271926","0.0228491492901214"
"Altersteilzeit mit Arbeitszeit Null","1989","","","",""
"Freiwilliger Wehrdienst","1989","","","",""
"FSJ/FOeJ/BFD","1989","","","",""
"Werkstatt fuer Behinderte","1989","","","",""
"Nicht erwerbstaetig","1989","3779","0.444218179272432","0.434335178973105","0.45410117957176"
"Betriebliches Praktikum","1989","","","",""
"Wehrpflicht/Zivildienst","1989","50","0.00491149446866181","0.00352097792409891","0.0063020110132247"
"Voll erwerbstaetig","1990","4523","0.434054151970022","0.424097534451753","0.44401076948829"
"Teilzeitbeschaeftigung","1990","723","0.0773808154755244","0.072013213313394","0.0827484176376549"
"Ausbildung/Lehre","1990","344","0.0307371825788366","0.0272697722989104","0.0342045928587627"
"Geringfuegig erwerbstaetig","1990","180","0.0188593158530308","0.0161266845627998","0.0215919471432619"
"Altersteilzeit mit Arbeitszeit Null","1990","","","",""
"Freiwilliger Wehrdienst","1990","","","",""
"FSJ/FOeJ/BFD","1990","","","",""
"Werkstatt fuer Behinderte","1990","","","",""
"Nicht erwerbstaetig","1990","3693","0.433417587027337","0.4234626793336","0.443372494721074"
"Betriebliches Praktikum","1990","","","",""
"Wehrpflicht/Zivildienst","1990","56","0.00555094709524945","0.00405840275840269","0.0070434914320962"
"Voll erwerbstaetig","1991","6513","0.431516224268612","0.423213180617427","0.439819267919798"
"Teilzeitbeschaeftigung","1991","1456","0.0947981641852362","0.0898873625041496","0.0997089658663229"
"Ausbildung/Lehre","1991","515","0.0314917944403685","0.0285640708268332","0.0344195180539038"
"Geringfuegig erwerbstaetig","1991","244","0.0204037807749878","0.0180337248511227","0.0227738366988528"
"Altersteilzeit mit Arbeitszeit Null","1991","","","",""
"Freiwilliger Wehrdienst","1991","","","",""
"FSJ/FOeJ/BFD","1991","","","",""
"Werkstatt fuer Behinderte","1991","","","",""
"Nicht erwerbstaetig","1991","4879","0.417280450747622","0.409013915292429","0.425546986202816"
"Betriebliches Praktikum","1991","","","",""
"Wehrpflicht/Zivildienst","1991","62","0.00450958558317244","0.00338636105875836","0.00563281010758653"
"Voll erwerbstaetig","1992","6441","0.433437088887071","0.425045746954342","0.4418284308198"
"Teilzeitbeschaeftigung","1992","1027","0.0766849772795737","0.0721791513508118","0.0811908032083356"
"Ausbildung/Lehre","1992","494","0.0295458093869366","0.0266784655259597","0.0324131532479135"
"Geringfuegig erwerbstaetig","1992","184","0.0154702158162402","0.0133804052146465","0.0175600264178339"
"Altersteilzeit mit Arbeitszeit Null","1992","","","",""
"Freiwilliger Wehrdienst","1992","","","",""
"FSJ/FOeJ/BFD","1992","","","",""
"Werkstatt fuer Behinderte","1992","","","",""
"Nicht erwerbstaetig","1992","5198","0.440754909372586","0.432347852571225","0.449161966173947"
"Betriebliches Praktikum","1992","","","",""
"Wehrpflicht/Zivildienst","1992","53","0.00410699925759244","0.00302403788945663","0.00518996062572825"
"Voll erwerbstaetig","1993","6231","0.428805509407833","0.42035604763854","0.437254971177126"
"Teilzeitbeschaeftigung","1993","967","0.073849513654046","0.0693845136731649","0.0783145136349271"
"Ausbildung/Lehre","1993","520","0.0315628661048487","0.02857795916731","0.0345477730423873"
"Geringfuegig erwerbstaetig","1993","200","0.0180069365993347","0.0157366484103069","0.0202772247883624"
"Altersteilzeit mit Arbeitszeit Null","1993","","","",""
"Freiwilliger Wehrdienst","1993","","","",""
"FSJ/FOeJ/BFD","1993","","","",""
"Werkstatt fuer Behinderte","1993","","","",""
"Nicht erwerbstaetig","1993","5209","0.443465671393486","0.43498397262097","0.451947370166003"
"Betriebliches Praktikum","1993","","","",""
"Wehrpflicht/Zivildienst","1993","52","0.00430950284045085","0.00319114025660859","0.00542786542429311"
"Voll erwerbstaetig","1994","5902","0.413066994501414","0.404585257475169","0.421548731527659"
"Teilzeitbeschaeftigung","1994","984","0.0759453520219532","0.071382044705625","0.0805086593382814"
"Ausbildung/Lehre","1994","459","0.0271199075812207","0.0243218667314545","0.0299179484309869"
"Geringfuegig erwerbstaetig","1994","237","0.0201034551004557","0.0176857364816276","0.0225211737192839"
"Altersteilzeit mit Arbeitszeit Null","1994","","","",""
"Freiwilliger Wehrdienst","1994","","","",""
"FSJ/FOeJ/BFD","1994","","","",""
"Werkstatt fuer Behinderte","1994","","","",""
"Nicht erwerbstaetig","1994","5302","0.459263822433942","0.45067953756785","0.467848107300034"
"Betriebliches Praktikum","1994","","","",""
"Wehrpflicht/Zivildienst","1994","62","0.00450046836101459","0.00334746738176534","0.00565346934026385"
"Voll erwerbstaetig","1995","6124","0.410523617808483","0.402185180539009","0.418862055077958"
"Teilzeitbeschaeftigung","1995","1011","0.0746257613481732","0.0701713996688893","0.0790801230274572"
"Ausbildung/Lehre","1995","458","0.0262519408347575","0.0235418340821057","0.0289620475874094"
"Geringfuegig erwerbstaetig","1995","292","0.0233565589518171","0.0207964712919135","0.0259166466117206"
"Altersteilzeit mit Arbeitszeit Null","1995","","","",""
"Freiwilliger Wehrdienst","1995","","","",""
"FSJ/FOeJ/BFD","1995","","","",""
"Werkstatt fuer Behinderte","1995","","","",""
"Nicht erwerbstaetig","1995","5432","0.460927432129488","0.452478101953331","0.469376762305645"
"Betriebliches Praktikum","1995","","","",""
"Wehrpflicht/Zivildienst","1995","53","0.00431468892728074","0.00320367837822243","0.00542569947633904"
"Voll erwerbstaetig","1996","5916","0.405200961619318","0.396801811516287","0.413600111722349"
"Teilzeitbeschaeftigung","1996","1055","0.0803664898199854","0.0757153448709188","0.0850176347690519"
"Ausbildung/Lehre","1996","439","0.0248812643857285","0.0222163702960493","0.0275461584754077"
"Geringfuegig erwerbstaetig","1996","271","0.0221091868724502","0.019593558128112","0.0246248156167884"
"Altersteilzeit mit Arbeitszeit Null","1996","","","",""
"Freiwilliger Wehrdienst","1996","","","",""
"FSJ/FOeJ/BFD","1996","","","",""
"Werkstatt fuer Behinderte","1996","","","",""
"Nicht erwerbstaetig","1996","5393","0.463379711548268","0.454848375839989","0.471911047256547"
"Betriebliches Praktikum","1996","","","",""
"Wehrpflicht/Zivildienst","1996","50","0.00406238575424958","0.00297415341463575","0.0051506180938634"
"Voll erwerbstaetig","1997","5745","0.399650765731429","0.391202974143991","0.408098557318868"
"Teilzeitbeschaeftigung","1997","994","0.0785377945904208","0.0738982110386218","0.0831773781422197"
"Ausbildung/Lehre","1997","428","0.0237906168280317","0.0211623150686585","0.0264189185874049"
"Geringfuegig erwerbstaetig","1997","263","0.0200927055162956","0.0176727209811407","0.0225126900514506"
"Altersteilzeit mit Arbeitszeit Null","1997","","","",""
"Freiwilliger Wehrdienst","1997","","","",""
"FSJ/FOeJ/BFD","1997","","","",""
"Werkstatt fuer Behinderte","1997","","","",""
"Nicht erwerbstaetig","1997","5423","0.473874055393332","0.46526258702107","0.482485523765593"
"Betriebliches Praktikum","1997","","","",""
"Wehrpflicht/Zivildienst","1997","62","0.00405406194049088","0.00295817952570944","0.00514994435527232"
"Voll erwerbstaetig","1998","6243","0.396314243882204","0.388305480643894","0.404323007120513"
"Teilzeitbeschaeftigung","1998","1114","0.0804712004360999","0.0760172738160436","0.0849251270561563"
"Ausbildung/Lehre","1998","481","0.0255372181943239","0.0229543064229734","0.0281201299656744"
"Geringfuegig erwerbstaetig","1998","306","0.0195576576181626","0.0172903544305309","0.0218249608057944"
"Altersteilzeit mit Arbeitszeit Null","1998","","","",""
"Freiwilliger Wehrdienst","1998","","","",""
"FSJ/FOeJ/BFD","1998","","","",""
"Werkstatt fuer Behinderte","1998","","","",""
"Nicht erwerbstaetig","1998","6120","0.474168009953228","0.465992219029408","0.482343800877049"
"Betriebliches Praktikum","1998","","","",""
"Wehrpflicht/Zivildienst","1998","51","0.00288817221316855","0.00200950660844908","0.00376683781788803"
"Voll erwerbstaetig","1999","6061","0.403265214546649","0.395071460013481","0.411458969079817"
"Teilzeitbeschaeftigung","1999","1121","0.0784234239914841","0.0739330190744116","0.0829138289085566"
"Ausbildung/Lehre","1999","449","0.0256260570481747","0.0229866849817676","0.0282654291145819"
"Geringfuegig erwerbstaetig","1999","441","0.0332977542135171","0.0303010027476338","0.0362945056794003"
"Altersteilzeit mit Arbeitszeit Null","1999","","","",""
"Freiwilliger Wehrdienst","1999","","","",""
"FSJ/FOeJ/BFD","1999","","","",""
"Werkstatt fuer Behinderte","1999","","","",""
"Nicht erwerbstaetig","1999","5629","0.45492138838401","0.446603853336433","0.463238923431587"
"Betriebliches Praktikum","1999","","","",""
"Wehrpflicht/Zivildienst","1999","51","0.00316145366519272","0.00222377785324441","0.00409912947714103"
"Voll erwerbstaetig","2000","10087","0.401097024528831","0.394930845095665","0.407263203961996"
"Teilzeitbeschaeftigung","2000","2240","0.0892425659946567","0.0856558202658596","0.0928293117234537"
"Ausbildung/Lehre","2000","703","0.023594213168533","0.0216846627723115","0.0255037635647545"
"Geringfuegig erwerbstaetig","2000","786","0.0340867513150186","0.0318039134345942","0.036369589195443"
"Altersteilzeit mit Arbeitszeit Null","2000","","","",""
"Freiwilliger Wehrdienst","2000","","","",""
"FSJ/FOeJ/BFD","2000","","","",""
"Werkstatt fuer Behinderte","2000","30","0.00120961128089043","0.000772317506653989","0.00164690505512688"
"Nicht erwerbstaetig","2000","10323","0.44729154858685","0.441036126751194","0.453546970422506"
"Betriebliches Praktikum","2000","","","",""
"Wehrpflicht/Zivildienst","2000","101","0.00347828512522069","0.00273759052947277","0.00421897972096861"
"Voll erwerbstaetig","2001","9082","0.396295888414211","0.389841759159487","0.402750017668934"
"Teilzeitbeschaeftigung","2001","2067","0.0902534324565647","0.0864724219409847","0.0940344429721448"
"Ausbildung/Lehre","2001","689","0.0269569264397048","0.0248198649019771","0.0290939879774325"
"Geringfuegig erwerbstaetig","2001","765","0.0346742826252204","0.0322601757709811","0.0370883894794596"
"Altersteilzeit mit Arbeitszeit Null","2001","","","",""
"Freiwilliger Wehrdienst","2001","","","",""
"FSJ/FOeJ/BFD","2001","","","",""
"Werkstatt fuer Behinderte","2001","","","",""
"Nicht erwerbstaetig","2001","9335","0.446135189031805","0.439575988098015","0.452694389965594"
"Betriebliches Praktikum","2001","","","",""
"Wehrpflicht/Zivildienst","2001","96","0.00444458407654186","0.00356684771266835","0.00532232044041536"
"Voll erwerbstaetig","2002","9571","0.381883206748412","0.375625611123006","0.388140802373818"
"Teilzeitbeschaeftigung","2002","2294","0.0900525722488477","0.0863656569943368","0.0937394875033586"
"Ausbildung/Lehre","2002","684","0.0279396523627177","0.0258170724196852","0.0300622323057502"
"Geringfuegig erwerbstaetig","2002","838","0.0355407455210641","0.0331561641197142","0.0379253269224141"
"Altersteilzeit mit Arbeitszeit Null","2002","84","0.0037404662757366","0.00295422460051692","0.00452670795095628"
"Freiwilliger Wehrdienst","2002","33","0.00125312539039204","0.000797474813319827","0.00170877596746424"
"FSJ/FOeJ/BFD","2002","59","0.00204574759816666","0.00146379409784417","0.00262770109848915"
"Werkstatt fuer Behinderte","2002","33","0.00159922740608118","0.00108457440541781","0.00211388040674456"
"Nicht erwerbstaetig","2002","9561","0.455945256448582","0.449530434674354","0.462360078222811"
"Betriebliches Praktikum","2002","","","",""
"Wehrpflicht/Zivildienst","2002","","","",""
"Voll erwerbstaetig","2003","8871","0.372055092339848","0.36571085336751","0.378399331312187"
"Teilzeitbeschaeftigung","2003","2282","0.0916619176674291","0.0878745857647979","0.0954492495700602"
"Ausbildung/Lehre","2003","613","0.0244063054705276","0.0223809528364797","0.0264316581045754"
"Geringfuegig erwerbstaetig","2003","862","0.0382135732462836","0.03569726823807","0.0407298782544971"
"Altersteilzeit mit Arbeitszeit Null","2003","131","0.00913779366514242","0.0078888511748536","0.0103867361554312"
"Freiwilliger Wehrdienst","2003","43","0.00143643118347171","0.000939329302478478","0.00193353306446494"
"FSJ/FOeJ/BFD","2003","48","0.00175661640104702","0.00120698463828063","0.00230624816381342"
"Werkstatt fuer Behinderte","2003","33","0.00168560044476808","0.00114717432275948","0.00222402656677669"
"Nicht erwerbstaetig","2003","9415","0.459646669581482","0.453105338806851","0.466188000356113"
"Betriebliches Praktikum","2003","","","",""
"Wehrpflicht/Zivildienst","2003","","","",""
"Voll erwerbstaetig","2004","8535","0.366554502125558","0.360148277455446","0.37296072679567"
"Teilzeitbeschaeftigung","2004","2191","0.0897325917159496","0.0859329918641804","0.0935321915677188"
"Ausbildung/Lehre","2004","586","0.0252416329123463","0.0231562516412795","0.0273270141834131"
"Geringfuegig erwerbstaetig","2004","927","0.0413246951560923","0.0386785183466421","0.0439708719655425"
"Altersteilzeit mit Arbeitszeit Null","2004","137","0.00914911854303336","0.00788329829886953","0.0104149387871972"
"Freiwilliger Wehrdienst","2004","","","",""
"FSJ/FOeJ/BFD","2004","40","0.00140341404071657","0.000905715684095404","0.00190111239733773"
"Werkstatt fuer Behinderte","2004","","","",""
"Nicht erwerbstaetig","2004","9264","0.464068589748096","0.457438430610842","0.470698748885349"
"Betriebliches Praktikum","2004","","","",""
"Wehrpflicht/Zivildienst","2004","","","",""
"Voll erwerbstaetig","2005","8001","0.366087530339981","0.359542858662745","0.372632202017217"
"Teilzeitbeschaeftigung","2005","2096","0.0922033840396059","0.0882728780807015","0.0961338899985103"
"Ausbildung/Lehre","2005","522","0.0252221295660316","0.0230919095766133","0.0273523495554499"
"Geringfuegig erwerbstaetig","2005","955","0.0448058923510101","0.0419953241271577","0.0476164605748625"
"Altersteilzeit mit Arbeitszeit Null","2005","144","0.00738454378750159","0.00622140081627841","0.00854768675872477"
"Freiwilliger Wehrdienst","2005","","","",""
"FSJ/FOeJ/BFD","2005","31","0.00113673092968822","0.000678944822095386","0.00159451703728106"
"Werkstatt fuer Behinderte","2005","31","0.00198631293712071","0.0013814279117071","0.00259119796253432"
"Nicht erwerbstaetig","2005","9011","0.460308096455426","0.453536703657844","0.467079489253008"
"Betriebliches Praktikum","2005","","","",""
"Wehrpflicht/Zivildienst","2005","","","",""
"Voll erwerbstaetig","2006","8330","0.36716580110647","0.360807596883867","0.373524005329073"
"Teilzeitbeschaeftigung","2006","2312","0.0925032660202283","0.0886815407854635","0.0963249912549931"
"Ausbildung/Lehre","2006","494","0.0234104953886713","0.0214160611573842","0.0254049296199584"
"Geringfuegig erwerbstaetig","2006","1067","0.0477728762602043","0.0449595547932501","0.0505861977271586"
"Altersteilzeit mit Arbeitszeit Null","2006","151","0.00682534740178982","0.00573933799881093","0.00791135680476871"
"Freiwilliger Wehrdienst","2006","","","",""
"FSJ/FOeJ/BFD","2006","41","0.00143854129744862","0.000938613876789293","0.00193846871810794"
"Werkstatt fuer Behinderte","2006","33","0.00219449467473582","0.00157726243151032","0.00281172691796132"
"Nicht erwerbstaetig","2006","9625","0.457552578566902","0.450981181351161","0.464123975782642"
"Betriebliches Praktikum","2006","","","",""
"Wehrpflicht/Zivildienst","2006","","","",""
"Voll erwerbstaetig","2007","7886","0.374343712080043","0.367738673658514","0.380948750501571"
"Teilzeitbeschaeftigung","2007","2294","0.101127125228503","0.0970122645215087","0.105241985935496"
"Ausbildung/Lehre","2007","446","0.0223077449688409","0.0202921600834937","0.0243233298541881"
"Geringfuegig erwerbstaetig","2007","986","0.0479667198615584","0.0450501777893115","0.0508832619338054"
"Altersteilzeit mit Arbeitszeit Null","2007","170","0.00891998505549214","0.00763674297450344","0.0102032271364808"
"Freiwilliger Wehrdienst","2007","","","",""
"FSJ/FOeJ/BFD","2007","34","0.00146553560799579","0.000943437779193285","0.00198763343679829"
"Werkstatt fuer Behinderte","2007","","","",""
"Nicht erwerbstaetig","2007","8754","0.44091469456472","0.434138458993995","0.447690930135445"
"Betriebliches Praktikum","2007","","","",""
"Wehrpflicht/Zivildienst","2007","","","",""
"Voll erwerbstaetig","2008","7528","0.3849586657878","0.378117033681489","0.391800297894112"
"Teilzeitbeschaeftigung","2008","2131","0.0996521951550135","0.0954405758755448","0.103863814434482"
"Ausbildung/Lehre","2008","423","0.0228835141992205","0.0207810188431972","0.0249860095552437"
"Geringfuegig erwerbstaetig","2008","980","0.0536022699033501","0.0504354092751435","0.0567691305315567"
"Altersteilzeit mit Arbeitszeit Null","2008","101","0.00523088526338784","0.00421662535587461","0.00624514517090107"
"Freiwilliger Wehrdienst","2008","","","",""
"FSJ/FOeJ/BFD","2008","","","",""
"Werkstatt fuer Behinderte","2008","","","",""
"Nicht erwerbstaetig","2008","8209","0.430030110025788","0.423069041571561","0.436991178480016"
"Betriebliches Praktikum","2008","","","",""
"Wehrpflicht/Zivildienst","2008","","","",""
"Voll erwerbstaetig","2009","6988","0.384840571275239","0.377757340835396","0.391923801715081"
"Teilzeitbeschaeftigung","2009","1994","0.0991700085668564","0.0948188120620772","0.103521205071635"
"Ausbildung/Lehre","2009","403","0.0237943031557608","0.0215755741177763","0.0260130321937454"
"Geringfuegig erwerbstaetig","2009","926","0.0549863364747571","0.0516678233490033","0.0583048496005109"
"Altersteilzeit mit Arbeitszeit Null","2009","93","0.0044697102086918","0.00349861004854123","0.00544081036884236"
"Freiwilliger Wehrdienst","2009","","","",""
"FSJ/FOeJ/BFD","2009","43","0.00247956888910687","0.00175555634238398","0.00320358143582977"
"Werkstatt fuer Behinderte","2009","","","",""
"Nicht erwerbstaetig","2009","7632","0.427228855074996","0.420027438112627","0.434430272037365"
"Betriebliches Praktikum","2009","","","",""
"Wehrpflicht/Zivildienst","2009","","","",""
"Voll erwerbstaetig","2010","9021","0.380961578644132","0.374826651110438","0.387096506177827"
"Teilzeitbeschaeftigung","2010","3054","0.102196552562131","0.0983699020217704","0.106023203102492"
"Ausbildung/Lehre","2010","475","0.024148939419513","0.0222096133026652","0.0260882655363608"
"Geringfuegig erwerbstaetig","2010","1449","0.0559477908946448","0.0530444400225189","0.0588511417667706"
"Altersteilzeit mit Arbeitszeit Null","2010","90","0.00404298437703123","0.00324134069332986","0.00484462806073261"
"Freiwilliger Wehrdienst","2010","","","",""
"FSJ/FOeJ/BFD","2010","33","0.00170948180786201","0.00118760167930609","0.00223136193641792"
"Werkstatt fuer Behinderte","2010","","","",""
"Nicht erwerbstaetig","2010","9902","0.4287755584485","0.422523422003462","0.435027694893538"
"Betriebliches Praktikum","2010","","","",""
"Wehrpflicht/Zivildienst","2010","","","",""
"Voll erwerbstaetig","2011","10828","0.393279863819098","0.387607624471059","0.398952103167138"
"Teilzeitbeschaeftigung","2011","3941","0.102785306384682","0.0992589744148576","0.106311638354507"
"Ausbildung/Lehre","2011","548","0.0219919878343456","0.020288994539424","0.0236949811292671"
"Geringfuegig erwerbstaetig","2011","1568","0.0501123184144527","0.0475788361754055","0.0526458006534999"
"Altersteilzeit mit Arbeitszeit Null","2011","113","0.00419090462542344","0.00344074891176254","0.00494106033908434"
"Freiwilliger Wehrdienst","2011","","","",""
"FSJ/FOeJ/BFD","2011","30","0.00128886660646342","0.000872253028673618","0.00170548018425321"
"Werkstatt fuer Behinderte","2011","32","0.00169953986369613","0.00122123389335044","0.00217784583404182"
"Nicht erwerbstaetig","2011","11416","0.424084725658368","0.418346004775766","0.429823446540971"
"Betriebliches Praktikum","2011","","","",""
"Wehrpflicht/Zivildienst","2011","","","",""
"Voll erwerbstaetig","2012","10497","0.392201027838371","0.386455923803074","0.397946131873667"
"Teilzeitbeschaeftigung","2012","3953","0.106768411550509","0.103134561682935","0.110402261418082"
"Ausbildung/Lehre","2012","573","0.0209917882388906","0.0193049189220259","0.0226786575557553"
"Geringfuegig erwerbstaetig","2012","1614","0.0529888591688542","0.0503529321489702","0.0556247861887382"
"Altersteilzeit mit Arbeitszeit Null","2012","103","0.0037851414044665","0.00306256942714597","0.00450771338178702"
"Freiwilliger Wehrdienst","2012","","","",""
"FSJ/FOeJ/BFD","2012","54","0.00193107309933522","0.00141448645066013","0.00244765974801031"
"Werkstatt fuer Behinderte","2012","","","",""
"Nicht erwerbstaetig","2012","10915","0.419192991335458","0.413386864968481","0.424999117702434"
"Betriebliches Praktikum","2012","","","",""
"Wehrpflicht/Zivildienst","2012","","","",""
"Voll erwerbstaetig","2013","11681","0.383346308595678","0.377913002446905","0.388779614744451"
"Teilzeitbeschaeftigung","2013","4462","0.11064586945165","0.107140346359586","0.114151392543714"
"Ausbildung/Lehre","2013","844","0.0234523603212963","0.0217611879983752","0.0251435326442175"
"Geringfuegig erwerbstaetig","2013","1989","0.0567134065312469","0.0541286921196618","0.059298120942832"
"Altersteilzeit mit Arbeitszeit Null","2013","125","0.00564436284523189","0.0048071686692898","0.00648155702117399"
"Freiwilliger Wehrdienst","2013","","","",""
"FSJ/FOeJ/BFD","2013","42","0.000899035150760557","0.000564115298099789","0.00123395500342133"
"Werkstatt fuer Behinderte","2013","","","",""
"Nicht erwerbstaetig","2013","11595","0.417459753155203","0.411948908867972","0.422970597442435"
"Betriebliches Praktikum","2013","","","",""
"Wehrpflicht/Zivildienst","2013","","","",""
"Voll erwerbstaetig","2014","10243","0.380701436963106","0.374932521233369","0.386470352692843"
"Teilzeitbeschaeftigung","2014","3909","0.114070005666399","0.110293089587579","0.117846921745218"
"Ausbildung/Lehre","2014","711","0.0238259739603344","0.0220140462948008","0.0256379016258679"
"Geringfuegig erwerbstaetig","2014","1854","0.0610725612079614","0.0582275041349026","0.0639176182810203"
"Altersteilzeit mit Arbeitszeit Null","2014","110","0.00476840189541595","0.00394993634428635","0.00558686744654554"
"Freiwilliger Wehrdienst","2014","","","",""
"FSJ/FOeJ/BFD","2014","62","0.00174640082063096","0.00125032928681229","0.00224247235444963"
"Werkstatt fuer Behinderte","2014","30","0.00229748259600964","0.00172865776050203","0.00286630743151724"
"Nicht erwerbstaetig","2014","10293","0.411161263193146","0.405315298571218","0.417007227815073"
"Betriebliches Praktikum","2014","","","",""
"Wehrpflicht/Zivildienst","2014","","","",""
"Voll erwerbstaetig","2015","10124","0.381730614919079","0.375931475249927","0.387529754588231"
"Teilzeitbeschaeftigung","2015","3960","0.119496512306136","0.115624476569951","0.123368548042322"
"Ausbildung/Lehre","2015","724","0.0237470251548394","0.0219294934602352","0.0255645568494436"
"Geringfuegig erwerbstaetig","2015","1704","0.0586938555364709","0.0558880474157074","0.0614996636572345"
"Altersteilzeit mit Arbeitszeit Null","2015","86","0.00396487117823147","0.00321472125327584","0.00471502110318709"
"Freiwilliger Wehrdienst","2015","","","",""
"FSJ/FOeJ/BFD","2015","52","0.00107959362951399","0.000687588454052129","0.00147159880497585"
"Werkstatt fuer Behinderte","2015","35","0.00270855039961233","0.00208814479849323","0.00332895600073143"
"Nicht erwerbstaetig","2015","10267","0.408117269928587","0.40225039915662","0.413984140700554"
"Betriebliches Praktikum","2015","","","",""
"Wehrpflicht/Zivildienst","2015","","","",""
"Voll erwerbstaetig","2016","9300","0.384479823324046","0.378870801233189","0.390088845414903"
"Teilzeitbeschaeftigung","2016","3852","0.122733674570296","0.118950321916466","0.126517027224125"
"Ausbildung/Lehre","2016","704","0.0233096435169562","0.021569938994643","0.0250493480392694"
"Geringfuegig erwerbstaetig","2016","1635","0.0565797349941292","0.0539158695657943","0.059243600422464"
"Altersteilzeit mit Arbeitszeit Null","2016","58","0.00236737032382281","0.00180703545487577","0.00292770519276985"
"Freiwilliger Wehrdienst","2016","","","",""
"FSJ/FOeJ/BFD","2016","58","0.00178750445252214","0.00130046483034316","0.00227454407470112"
