"plb0022_h","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"FSJ/FOeJ/BFD","2001","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","2001","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","2001","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","2001","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","2001","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","2001","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","2001","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","2001","AkademikerInnen","","","",""
"Nicht erwerbstaetig","2001","(noch) kein Abschluss","677","0.757890231889266","0.729507553559988","0.786272910218545"
"Nicht erwerbstaetig","2001","Hauptschulabschluss","5106","0.560480010197328","0.550474122724031","0.570485897670625"
"Nicht erwerbstaetig","2001","Realschulabschluss","1691","0.31664073636969","0.304667352068102","0.328614120671279"
"Nicht erwerbstaetig","2001","(Fach-)Abitur","829","0.377767377126346","0.357778772152583","0.39775598210011"
"Nicht erwerbstaetig","2001","AkademikerInnen","979","0.29847734086756","0.283462794921344","0.313491886813776"
"Betriebliches Praktikum","2001","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","2001","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","2001","Realschulabschluss","","","",""
"Betriebliches Praktikum","2001","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","2001","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","2001","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","2001","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2001","Realschulabschluss","35","0.00721967077068779","0.00504048495205346","0.00939885658932211"
"Wehrpflicht/Zivildienst","2001","(Fach-)Abitur","45","0.0176084931350654","0.0121860217707332","0.0230309644993976"
"Wehrpflicht/Zivildienst","2001","AkademikerInnen","","","",""
"Voll erwerbstaetig","2002","(noch) kein Abschluss","68","0.0858942947668631","0.0677284598977271","0.104060129635999"
"Voll erwerbstaetig","2002","Hauptschulabschluss","2828","0.302205749647379","0.292704202846262","0.311707296448496"
"Voll erwerbstaetig","2002","Realschulabschluss","2894","0.464191168279369","0.451582644972758","0.47679969158598"
"Voll erwerbstaetig","2002","(Fach-)Abitur","947","0.386168276286261","0.367052715923351","0.405283836649172"
"Voll erwerbstaetig","2002","AkademikerInnen","2804","0.558352162733426","0.543961123199283","0.572743202267569"
"Teilzeitbeschaeftigung","2002","(noch) kein Abschluss","32","0.0366057491304848","0.0244312341663604","0.0487802640946092"
"Teilzeitbeschaeftigung","2002","Hauptschulabschluss","702","0.0754577051222355","0.0699926512751767","0.0809227589692943"
"Teilzeitbeschaeftigung","2002","Realschulabschluss","784","0.115609068120948","0.107525018963226","0.12369311727867"
"Teilzeitbeschaeftigung","2002","(Fach-)Abitur","263","0.0955693962923817","0.0840263319090139","0.10711246067575"
"Teilzeitbeschaeftigung","2002","AkademikerInnen","506","0.100899427337988","0.0921707488154189","0.109628105860558"
"Ausbildung/Lehre","2002","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","2002","Hauptschulabschluss","183","0.0172027547299614","0.014512395821595","0.0198931136383278"
"Ausbildung/Lehre","2002","Realschulabschluss","279","0.0468818495215233","0.0415376016455355","0.0522260973975111"
"Ausbildung/Lehre","2002","(Fach-)Abitur","146","0.0546085320439252","0.0456876014110707","0.0635294626767797"
"Ausbildung/Lehre","2002","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","2002","(noch) kein Abschluss","61","0.0546170995146308","0.0398857280432578","0.0693484709860038"
"Geringfuegig erwerbstaetig","2002","Hauptschulabschluss","283","0.0299567555219843","0.0264296196285747","0.0334838914153938"
"Geringfuegig erwerbstaetig","2002","Realschulabschluss","211","0.0366504173379711","0.0318998850527054","0.0414009496232367"
"Geringfuegig erwerbstaetig","2002","(Fach-)Abitur","178","0.0648323404103122","0.0551648297068378","0.0744998511137865"
"Geringfuegig erwerbstaetig","2002","AkademikerInnen","98","0.0252326381307084","0.0206876596612634","0.0297776166001534"
"Altersteilzeit mit Arbeitszeit Null","2002","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2002","Hauptschulabschluss","40","0.00483050268015097","0.00339592539866255","0.0062650799616394"
"Altersteilzeit mit Arbeitszeit Null","2002","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2002","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","2002","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","2002","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","2002","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","2002","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","2002","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","2002","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","2002","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","2002","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","2002","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","2002","(Fach-)Abitur","37","0.0114131773775371","0.00724270965711483","0.0155836450979593"
"FSJ/FOeJ/BFD","2002","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","2002","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","2002","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","2002","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","2002","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","2002","AkademikerInnen","","","",""
"Nicht erwerbstaetig","2002","(noch) kein Abschluss","735","0.799726655718841","0.77378143593321","0.825671875504473"
"Nicht erwerbstaetig","2002","Hauptschulabschluss","4910","0.56767316222131","0.557422910361299","0.577923414081321"
"Nicht erwerbstaetig","2002","Realschulabschluss","1797","0.329456782322606","0.317573854250044","0.341339710395167"
"Nicht erwerbstaetig","2002","(Fach-)Abitur","903","0.379529084876599","0.3604763502741","0.398581819479098"
"Nicht erwerbstaetig","2002","AkademikerInnen","1132","0.306754452359129","0.293390374632266","0.320118530085993"
"Betriebliches Praktikum","2002","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","2002","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","2002","Realschulabschluss","","","",""
"Betriebliches Praktikum","2002","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","2002","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","2002","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","2002","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2002","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2002","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","2002","AkademikerInnen","","","",""
"Voll erwerbstaetig","2003","(noch) kein Abschluss","62","0.0883205996070341","0.0697819151844571","0.106859284029611"
"Voll erwerbstaetig","2003","Hauptschulabschluss","2579","0.290696887259331","0.281053249450642","0.300340525068021"
"Voll erwerbstaetig","2003","Realschulabschluss","2718","0.458061866276322","0.445241626330389","0.470882106222256"
"Voll erwerbstaetig","2003","(Fach-)Abitur","913","0.372278478812051","0.35310928571791","0.391447671906192"
"Voll erwerbstaetig","2003","AkademikerInnen","2549","0.541412580517719","0.526637416575853","0.556187744459584"
"Teilzeitbeschaeftigung","2003","(noch) kein Abschluss","","","",""
"Teilzeitbeschaeftigung","2003","Hauptschulabschluss","653","0.071628801527534","0.0661522214901194","0.0771053815649486"
"Teilzeitbeschaeftigung","2003","Realschulabschluss","809","0.125241783006335","0.116724955233285","0.133758610779385"
"Teilzeitbeschaeftigung","2003","(Fach-)Abitur","277","0.1072054176201","0.0949375099961817","0.119473325244018"
"Teilzeitbeschaeftigung","2003","AkademikerInnen","514","0.101468945779689","0.092515500401174","0.110422391158204"
"Ausbildung/Lehre","2003","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","2003","Hauptschulabschluss","162","0.0162053887204898","0.0135238336921394","0.0188869437488403"
"Ausbildung/Lehre","2003","Realschulabschluss","250","0.0388130742265596","0.0338431224178386","0.0437830260352807"
"Ausbildung/Lehre","2003","(Fach-)Abitur","120","0.044992457891885","0.036772688798512","0.053212226985258"
"Ausbildung/Lehre","2003","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","2003","(noch) kein Abschluss","57","0.0580148645524088","0.0427420702558329","0.0732876588489847"
"Geringfuegig erwerbstaetig","2003","Hauptschulabschluss","276","0.0310539503476339","0.0273700065771435","0.0347378941181244"
"Geringfuegig erwerbstaetig","2003","Realschulabschluss","203","0.0339989385947993","0.0293357743735256","0.038662102816073"
"Geringfuegig erwerbstaetig","2003","(Fach-)Abitur","200","0.0781394125835429","0.0674966578814808","0.0887821672856049"
"Geringfuegig erwerbstaetig","2003","AkademikerInnen","110","0.0323680626156458","0.0271203442594455","0.0376157809718461"
"Altersteilzeit mit Arbeitszeit Null","2003","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2003","Hauptschulabschluss","84","0.0153470944296572","0.0127363796159762","0.0179578092433382"
"Altersteilzeit mit Arbeitszeit Null","2003","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2003","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","2003","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","2003","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","2003","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","2003","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","2003","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","2003","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","2003","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","2003","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","2003","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","2003","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","2003","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","2003","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","2003","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","2003","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","2003","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","2003","AkademikerInnen","","","",""
"Nicht erwerbstaetig","2003","(noch) kein Abschluss","745","0.797730231463246","0.771486816329067","0.823973646597424"
"Nicht erwerbstaetig","2003","Hauptschulabschluss","4723","0.571126184353612","0.56061538927357","0.581636979433654"
"Nicht erwerbstaetig","2003","Realschulabschluss","1775","0.336318832250316","0.324162163885714","0.348475500614917"
"Nicht erwerbstaetig","2003","(Fach-)Abitur","894","0.380396227829546","0.361144864748017","0.399647590911074"
"Nicht erwerbstaetig","2003","AkademikerInnen","1165","0.316872518907468","0.303076612637775","0.330668425177162"
"Betriebliches Praktikum","2003","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","2003","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","2003","Realschulabschluss","","","",""
"Betriebliches Praktikum","2003","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","2003","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","2003","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","2003","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2003","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2003","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","2003","AkademikerInnen","","","",""
"Voll erwerbstaetig","2004","(noch) kein Abschluss","60","0.0843779720596509","0.0663187078141472","0.102437236305155"
"Voll erwerbstaetig","2004","Hauptschulabschluss","2395","0.281841874311214","0.272064802489075","0.291618946133352"
"Voll erwerbstaetig","2004","Realschulabschluss","2616","0.457097665736205","0.444095598727154","0.470099732745255"
"Voll erwerbstaetig","2004","(Fach-)Abitur","905","0.380588945743279","0.361252413908856","0.399925477577702"
"Voll erwerbstaetig","2004","AkademikerInnen","2496","0.534322793976084","0.519432494906368","0.549213093045799"
"Teilzeitbeschaeftigung","2004","(noch) kein Abschluss","","","",""
"Teilzeitbeschaeftigung","2004","Hauptschulabschluss","632","0.0731562722765512","0.0674974631091454","0.0788150814439569"
"Teilzeitbeschaeftigung","2004","Realschulabschluss","750","0.116163881324122","0.10780075852707","0.124527004121175"
"Teilzeitbeschaeftigung","2004","(Fach-)Abitur","278","0.111027351960539","0.0985155399087233","0.123539164012355"
"Teilzeitbeschaeftigung","2004","AkademikerInnen","499","0.0997408944563343","0.0907959124719668","0.108685876440702"
"Ausbildung/Lehre","2004","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","2004","Hauptschulabschluss","146","0.017023397011889","0.0142122036980658","0.0198345903257122"
"Ausbildung/Lehre","2004","Realschulabschluss","243","0.0391765456325916","0.0341126830525616","0.0442404082126216"
"Ausbildung/Lehre","2004","(Fach-)Abitur","108","0.037052592796884","0.0295299297838696","0.0445752558098985"
"Ausbildung/Lehre","2004","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","2004","(noch) kein Abschluss","44","0.0456884359101088","0.032121691803538","0.0592551800166796"
"Geringfuegig erwerbstaetig","2004","Hauptschulabschluss","286","0.0324283228447235","0.0285788627260509","0.0362777829633961"
"Geringfuegig erwerbstaetig","2004","Realschulabschluss","236","0.0411037006315481","0.0359219879664084","0.0462854132966879"
"Geringfuegig erwerbstaetig","2004","(Fach-)Abitur","215","0.0855329195025529","0.0743948042436731","0.0966710347614326"
"Geringfuegig erwerbstaetig","2004","AkademikerInnen","130","0.0340117616547201","0.0286009855628435","0.0394225377465966"
"Altersteilzeit mit Arbeitszeit Null","2004","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","Hauptschulabschluss","76","0.013379429960101","0.0108825946636137","0.0158762652565883"
"Altersteilzeit mit Arbeitszeit Null","2004","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","2004","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","2004","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","2004","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","2004","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","2004","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","2004","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","2004","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","2004","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","2004","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","2004","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","2004","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","2004","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","2004","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","2004","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","2004","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","2004","AkademikerInnen","","","",""
"Nicht erwerbstaetig","2004","(noch) kein Abschluss","772","0.824292164553317","0.799565613423274","0.849018715683361"
"Nicht erwerbstaetig","2004","Hauptschulabschluss","4574","0.578973754315442","0.568244240823163","0.589703267807721"
"Nicht erwerbstaetig","2004","Realschulabschluss","1756","0.338567315814801","0.326216023941334","0.350918607688268"
"Nicht erwerbstaetig","2004","(Fach-)Abitur","876","0.369651790725015","0.35042761664227","0.38887596480776"
"Nicht erwerbstaetig","2004","AkademikerInnen","1149","0.323045571221708","0.309086044568806","0.337005097874609"
"Betriebliches Praktikum","2004","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","2004","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","2004","Realschulabschluss","","","",""
"Betriebliches Praktikum","2004","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","2004","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","2004","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","2004","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2004","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2004","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","2004","AkademikerInnen","","","",""
"Voll erwerbstaetig","2005","(noch) kein Abschluss","47","0.0779901558600039","0.0605386816172943","0.0954416301027134"
"Voll erwerbstaetig","2005","Hauptschulabschluss","2163","0.28079962517697","0.270715516952022","0.290883733401919"
"Voll erwerbstaetig","2005","Realschulabschluss","2523","0.462997257474171","0.449696729272063","0.476297785676279"
"Voll erwerbstaetig","2005","(Fach-)Abitur","867","0.380733301613868","0.360974827875262","0.400491775352474"
"Voll erwerbstaetig","2005","AkademikerInnen","2326","0.519289726086705","0.504143427383729","0.53443602478968"
"Teilzeitbeschaeftigung","2005","(noch) kein Abschluss","","","",""
"Teilzeitbeschaeftigung","2005","Hauptschulabschluss","588","0.0754928978016993","0.0695647031182963","0.0814210924851023"
"Teilzeitbeschaeftigung","2005","Realschulabschluss","720","0.114267120741127","0.105781112432353","0.1227531290499"
"Teilzeitbeschaeftigung","2005","(Fach-)Abitur","268","0.119898705020343","0.10668034200164","0.133117068039047"
"Teilzeitbeschaeftigung","2005","AkademikerInnen","487","0.104526747495389","0.0952520452135161","0.113801449777261"
"Ausbildung/Lehre","2005","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","2005","Hauptschulabschluss","116","0.0162380568443818","0.0134019256203653","0.0190741880683983"
"Ausbildung/Lehre","2005","Realschulabschluss","209","0.0389032504337422","0.033745409720089","0.0440610911473953"
"Ausbildung/Lehre","2005","(Fach-)Abitur","93","0.0369037159953586","0.0292323270592374","0.0445751049314799"
"Ausbildung/Lehre","2005","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","2005","(noch) kein Abschluss","46","0.0484301466349774","0.0344593015558071","0.0624009917141477"
"Geringfuegig erwerbstaetig","2005","Hauptschulabschluss","304","0.0395005668198943","0.0351297308963338","0.0438714027434548"
"Geringfuegig erwerbstaetig","2005","Realschulabschluss","231","0.0411213589140301","0.0358246393616317","0.0464180784664286"
"Geringfuegig erwerbstaetig","2005","(Fach-)Abitur","209","0.0820667180414443","0.0708982606999868","0.0932351753829018"
"Geringfuegig erwerbstaetig","2005","AkademikerInnen","148","0.0399193745144381","0.0339845802693198","0.0458541687595565"
"Altersteilzeit mit Arbeitszeit Null","2005","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","Hauptschulabschluss","66","0.00851416183532986","0.00645244749493785","0.0105758761757219"
"Altersteilzeit mit Arbeitszeit Null","2005","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","2005","AkademikerInnen","40","0.00688762252056211","0.00438039459599142","0.00939485044513281"
"Freiwilliger Wehrdienst","2005","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","2005","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","2005","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","2005","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","2005","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","2005","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","2005","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","2005","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","2005","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","2005","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","2005","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","2005","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","2005","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","2005","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","2005","AkademikerInnen","","","",""
"Nicht erwerbstaetig","2005","(noch) kein Abschluss","777","0.811978338278143","0.78654984588126","0.837406830675026"
"Nicht erwerbstaetig","2005","Hauptschulabschluss","4369","0.575858251266887","0.564768352240132","0.586948150293643"
"Nicht erwerbstaetig","2005","Realschulabschluss","1677","0.334046619937319","0.321465570124054","0.346627669750585"
"Nicht erwerbstaetig","2005","(Fach-)Abitur","846","0.367759145045921","0.348137874897879","0.387380415193963"
"Nicht erwerbstaetig","2005","AkademikerInnen","1174","0.32835048259913","0.314114084197311","0.342586881000948"
"Betriebliches Praktikum","2005","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","2005","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","2005","Realschulabschluss","","","",""
"Betriebliches Praktikum","2005","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","2005","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","2005","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","2005","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2005","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2005","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","2005","AkademikerInnen","","","",""
"Voll erwerbstaetig","2006","(noch) kein Abschluss","44","0.0937078577861322","0.0713560006702462","0.116059714902018"
"Voll erwerbstaetig","2006","Hauptschulabschluss","2230","0.276541422896924","0.266835953244803","0.286246892549046"
"Voll erwerbstaetig","2006","Realschulabschluss","2583","0.453294676456391","0.440456555607371","0.466132797305411"
"Voll erwerbstaetig","2006","(Fach-)Abitur","903","0.376387750639309","0.357277666234917","0.395497835043701"
"Voll erwerbstaetig","2006","AkademikerInnen","2478","0.520924064917963","0.506471958972368","0.535376170863558"
"Teilzeitbeschaeftigung","2006","(noch) kein Abschluss","","","",""
"Teilzeitbeschaeftigung","2006","Hauptschulabschluss","635","0.0721666771309242","0.0665518943168294","0.077781459945019"
"Teilzeitbeschaeftigung","2006","Realschulabschluss","805","0.119360303350168","0.110999200132595","0.12772140656774"
"Teilzeitbeschaeftigung","2006","(Fach-)Abitur","295","0.123599190968897","0.110617037316904","0.13658134462089"
"Teilzeitbeschaeftigung","2006","AkademikerInnen","542","0.101520484880017","0.0927832767771579","0.110257692982876"
"Ausbildung/Lehre","2006","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","2006","Hauptschulabschluss","113","0.0152208786259703","0.0125643230735294","0.0178774341784113"
"Ausbildung/Lehre","2006","Realschulabschluss","189","0.0344966363572181","0.0297901178625559","0.0392031548518803"
"Ausbildung/Lehre","2006","(Fach-)Abitur","97","0.0364259475724292","0.0290360992686026","0.0438157958762559"
"Ausbildung/Lehre","2006","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","2006","(noch) kein Abschluss","41","0.0545876294853314","0.0371635734834164","0.0720116854872464"
"Geringfuegig erwerbstaetig","2006","Hauptschulabschluss","326","0.0399993708931032","0.0357473835440837","0.0442513582421227"
"Geringfuegig erwerbstaetig","2006","Realschulabschluss","302","0.0496584721338535","0.0440561119206571","0.0552608323470499"
"Geringfuegig erwerbstaetig","2006","(Fach-)Abitur","202","0.0767289840290606","0.0662303723850344","0.0872275956730868"
"Geringfuegig erwerbstaetig","2006","AkademikerInnen","171","0.042314019692647","0.0364903671587484","0.0481376722265456"
"Altersteilzeit mit Arbeitszeit Null","2006","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","Hauptschulabschluss","56","0.00787179152552294","0.00595422554950318","0.0097893575015427"
"Altersteilzeit mit Arbeitszeit Null","2006","Realschulabschluss","32","0.00501773311103453","0.00319553350691195","0.00683993271515711"
"Altersteilzeit mit Arbeitszeit Null","2006","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","2006","AkademikerInnen","53","0.0103604052908489","0.00743107291127884","0.013289737670419"
"Freiwilliger Wehrdienst","2006","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","2006","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","2006","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","2006","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","2006","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","2006","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","2006","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","2006","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","2006","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","2006","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","2006","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","2006","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","2006","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","2006","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","2006","AkademikerInnen","","","",""
"Nicht erwerbstaetig","2006","(noch) kein Abschluss","537","0.792018431097611","0.760888972360257","0.823147889834965"
"Nicht erwerbstaetig","2006","Hauptschulabschluss","4774","0.585101903692945","0.574410958550433","0.595792848835458"
"Nicht erwerbstaetig","2006","Realschulabschluss","1844","0.33440745240581","0.322240643199418","0.346574261612202"
"Nicht erwerbstaetig","2006","(Fach-)Abitur","933","0.374792438541669","0.355698519923653","0.393886357159686"
"Nicht erwerbstaetig","2006","AkademikerInnen","1342","0.324134962232952","0.310594462972446","0.337675461493458"
"Betriebliches Praktikum","2006","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","2006","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","2006","Realschulabschluss","","","",""
"Betriebliches Praktikum","2006","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","2006","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","2006","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","2006","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2006","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2006","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","2006","AkademikerInnen","","","",""
"Voll erwerbstaetig","2007","(noch) kein Abschluss","39","0.0990026392534194","0.0742439680355901","0.123761310471249"
"Voll erwerbstaetig","2007","Hauptschulabschluss","2063","0.284704088808704","0.27442222245277","0.294985955164638"
"Voll erwerbstaetig","2007","Realschulabschluss","2458","0.459086764113378","0.445817715632435","0.47235581259432"
"Voll erwerbstaetig","2007","(Fach-)Abitur","874","0.372915357127022","0.353479200834042","0.392351513420001"
"Voll erwerbstaetig","2007","AkademikerInnen","2352","0.523692560184754","0.50893872401741","0.538446396352098"
"Teilzeitbeschaeftigung","2007","(noch) kein Abschluss","","","",""
"Teilzeitbeschaeftigung","2007","Hauptschulabschluss","582","0.0744810959874358","0.0684990753445467","0.0804631166303249"
"Teilzeitbeschaeftigung","2007","Realschulabschluss","823","0.135469465483569","0.126356925063898","0.144582005903241"
"Teilzeitbeschaeftigung","2007","(Fach-)Abitur","302","0.130898392772248","0.117341985759207","0.144454799785289"
"Teilzeitbeschaeftigung","2007","AkademikerInnen","552","0.110060532214975","0.100815272621428","0.119305791808521"
"Ausbildung/Lehre","2007","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","2007","Hauptschulabschluss","89","0.0124603263255688","0.00993292496265383","0.0149877276884838"
"Ausbildung/Lehre","2007","Realschulabschluss","157","0.0295324135310825","0.0250245726429903","0.0340402544191748"
"Ausbildung/Lehre","2007","(Fach-)Abitur","96","0.045033952479203","0.0366989417339117","0.0533689632244944"
"Ausbildung/Lehre","2007","AkademikerInnen","","","",""
