"plb0022_h","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"Freiwilliger Wehrdienst","1985","66 und älter","","","",""
"FSJ/FOeJ/BFD","1985","16-34 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1985","35-65 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1985","66 und älter","","","",""
"Werkstatt fuer Behinderte","1985","16-34 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1985","35-65 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1985","66 und älter","","","",""
"Nicht erwerbstaetig","1985","16-34 Jahre alt","1456","0.327864539526253","0.313642038035769","0.342087041016738"
"Nicht erwerbstaetig","1985","35-65 Jahre alt","1995","0.378290474878639","0.365794638208002","0.390786311549276"
"Nicht erwerbstaetig","1985","66 und älter","1070","0.965303727621944","0.954576176566529","0.97603127867736"
"Betriebliches Praktikum","1985","16-34 Jahre alt","","","",""
"Betriebliches Praktikum","1985","35-65 Jahre alt","","","",""
"Betriebliches Praktikum","1985","66 und älter","","","",""
"Wehrpflicht/Zivildienst","1985","16-34 Jahre alt","38","0.010833346165927","0.00769705479002694","0.013969637541827"
"Wehrpflicht/Zivildienst","1985","35-65 Jahre alt","","","",""
"Wehrpflicht/Zivildienst","1985","66 und älter","","","",""
"Voll erwerbstaetig","1986","16-34 Jahre alt","2014","0.506556123083749","0.491254557319814","0.521857688847685"
"Voll erwerbstaetig","1986","35-65 Jahre alt","3007","0.50586835936934","0.492652791986799","0.519083926751881"
"Voll erwerbstaetig","1986","66 und älter","","","",""
"Teilzeitbeschaeftigung","1986","16-34 Jahre alt","204","0.0533702399679469","0.0464909619554993","0.0602495179803945"
"Teilzeitbeschaeftigung","1986","35-65 Jahre alt","429","0.0830740943328316","0.0757787523951263","0.090369436270537"
"Teilzeitbeschaeftigung","1986","66 und älter","","","",""
"Ausbildung/Lehre","1986","16-34 Jahre alt","360","0.0925506808329715","0.0836810773532586","0.101420284312684"
"Ausbildung/Lehre","1986","35-65 Jahre alt","","","",""
"Ausbildung/Lehre","1986","66 und älter","","","",""
"Geringfuegig erwerbstaetig","1986","16-34 Jahre alt","100","0.0238295056640136","0.0191615839783037","0.0284974273497234"
"Geringfuegig erwerbstaetig","1986","35-65 Jahre alt","158","0.0314416591541481","0.0268288940065283","0.0360544243017679"
"Geringfuegig erwerbstaetig","1986","66 und älter","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","16-34 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","35-65 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1986","66 und älter","","","",""
"Freiwilliger Wehrdienst","1986","16-34 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1986","35-65 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1986","66 und älter","","","",""
"FSJ/FOeJ/BFD","1986","16-34 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1986","35-65 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1986","66 und älter","","","",""
"Werkstatt fuer Behinderte","1986","16-34 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1986","35-65 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1986","66 und älter","","","",""
"Nicht erwerbstaetig","1986","16-34 Jahre alt","1373","0.308100597268361","0.29396966045842","0.322231534078302"
"Nicht erwerbstaetig","1986","35-65 Jahre alt","1900","0.379052361972717","0.366228382428912","0.391876341516522"
"Nicht erwerbstaetig","1986","66 und älter","1017","0.974609330507958","0.965080774111542","0.984137886904374"
"Betriebliches Praktikum","1986","16-34 Jahre alt","","","",""
"Betriebliches Praktikum","1986","35-65 Jahre alt","","","",""
"Betriebliches Praktikum","1986","66 und älter","","","",""
"Wehrpflicht/Zivildienst","1986","16-34 Jahre alt","50","0.0155928531829581","0.0118009837012578","0.0193847226646585"
"Wehrpflicht/Zivildienst","1986","35-65 Jahre alt","","","",""
"Wehrpflicht/Zivildienst","1986","66 und älter","","","",""
"Voll erwerbstaetig","1987","16-34 Jahre alt","1961","0.510261997673784","0.494858701468313","0.525665293879254"
"Voll erwerbstaetig","1987","35-65 Jahre alt","2982","0.519395487272576","0.506046153151457","0.532744821393696"
"Voll erwerbstaetig","1987","66 und älter","","","",""
"Teilzeitbeschaeftigung","1987","16-34 Jahre alt","197","0.0546625496822642","0.0476581079653895","0.0616669913991388"
"Teilzeitbeschaeftigung","1987","35-65 Jahre alt","481","0.0968842882349012","0.0889808698940489","0.104787706575753"
"Teilzeitbeschaeftigung","1987","66 und älter","","","",""
"Ausbildung/Lehre","1987","16-34 Jahre alt","434","0.104022792745043","0.0946158632858516","0.113429722204235"
"Ausbildung/Lehre","1987","35-65 Jahre alt","","","",""
"Ausbildung/Lehre","1987","66 und älter","","","",""
"Geringfuegig erwerbstaetig","1987","16-34 Jahre alt","92","0.0244290224266555","0.0196721924153672","0.0291858524379437"
"Geringfuegig erwerbstaetig","1987","35-65 Jahre alt","112","0.0231699675903755","0.019150312313451","0.0271896228673"
"Geringfuegig erwerbstaetig","1987","66 und älter","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","16-34 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","35-65 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1987","66 und älter","","","",""
"Freiwilliger Wehrdienst","1987","16-34 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1987","35-65 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1987","66 und älter","","","",""
"FSJ/FOeJ/BFD","1987","16-34 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1987","35-65 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1987","66 und älter","","","",""
"Werkstatt fuer Behinderte","1987","16-34 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1987","35-65 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1987","66 und älter","","","",""
"Nicht erwerbstaetig","1987","16-34 Jahre alt","1309","0.288902664132866","0.27493655436971","0.302868773896022"
"Nicht erwerbstaetig","1987","35-65 Jahre alt","1804","0.359907000719403","0.347082712179435","0.372731289259371"
"Nicht erwerbstaetig","1987","66 und älter","1049","0.973617695036104","0.964081309085767","0.98315408098644"
"Betriebliches Praktikum","1987","16-34 Jahre alt","","","",""
"Betriebliches Praktikum","1987","35-65 Jahre alt","","","",""
"Betriebliches Praktikum","1987","66 und älter","","","",""
"Wehrpflicht/Zivildienst","1987","16-34 Jahre alt","53","0.0177209733393872","0.0136556380165639","0.0217863086622105"
"Wehrpflicht/Zivildienst","1987","35-65 Jahre alt","","","",""
"Wehrpflicht/Zivildienst","1987","66 und älter","","","",""
"Voll erwerbstaetig","1988","16-34 Jahre alt","1845","0.50477554684277","0.488990625199502","0.520560468486038"
"Voll erwerbstaetig","1988","35-65 Jahre alt","2809","0.523024542405341","0.50933404442837","0.536715040382312"
"Voll erwerbstaetig","1988","66 und älter","","","",""
"Teilzeitbeschaeftigung","1988","16-34 Jahre alt","186","0.0516655110744739","0.0446771815814486","0.0586538405674991"
"Teilzeitbeschaeftigung","1988","35-65 Jahre alt","483","0.100632207471185","0.0923861309644921","0.108878283977879"
"Teilzeitbeschaeftigung","1988","66 und älter","","","",""
"Ausbildung/Lehre","1988","16-34 Jahre alt","427","0.100021040938759","0.0905487702824706","0.109493311595048"
"Ausbildung/Lehre","1988","35-65 Jahre alt","","","",""
"Ausbildung/Lehre","1988","66 und älter","","","",""
"Geringfuegig erwerbstaetig","1988","16-34 Jahre alt","101","0.0274461428080943","0.0222880431881944","0.0326042424279942"
"Geringfuegig erwerbstaetig","1988","35-65 Jahre alt","98","0.021674301148935","0.0176829082788028","0.0256656940190671"
"Geringfuegig erwerbstaetig","1988","66 und älter","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","16-34 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","35-65 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","66 und älter","","","",""
"Freiwilliger Wehrdienst","1988","16-34 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1988","35-65 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1988","66 und älter","","","",""
"FSJ/FOeJ/BFD","1988","16-34 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1988","35-65 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1988","66 und älter","","","",""
"Werkstatt fuer Behinderte","1988","16-34 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1988","35-65 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1988","66 und älter","","","",""
"Nicht erwerbstaetig","1988","16-34 Jahre alt","1240","0.297613726513088","0.283179061067527","0.312048391958649"
"Nicht erwerbstaetig","1988","35-65 Jahre alt","1719","0.354045336760559","0.340937209387018","0.367153464134099"
"Nicht erwerbstaetig","1988","66 und älter","1019","0.972151409749544","0.962218045790278","0.982084773708809"
"Betriebliches Praktikum","1988","16-34 Jahre alt","","","",""
"Betriebliches Praktikum","1988","35-65 Jahre alt","","","",""
"Betriebliches Praktikum","1988","66 und älter","","","",""
"Wehrpflicht/Zivildienst","1988","16-34 Jahre alt","55","0.0184780318228146","0.014226258493218","0.0227298051524113"
"Wehrpflicht/Zivildienst","1988","35-65 Jahre alt","","","",""
"Wehrpflicht/Zivildienst","1988","66 und älter","","","",""
"Voll erwerbstaetig","1989","16-34 Jahre alt","1921","0.525173138608214","0.509241294976731","0.541104982239697"
"Voll erwerbstaetig","1989","35-65 Jahre alt","2698","0.522594072835395","0.508618609820737","0.536569535850053"
"Voll erwerbstaetig","1989","66 und älter","","","",""
"Teilzeitbeschaeftigung","1989","16-34 Jahre alt","205","0.0600508920490287","0.0524710693913564","0.0676307147067011"
"Teilzeitbeschaeftigung","1989","35-65 Jahre alt","456","0.0985244544365219","0.0901859328686529","0.106862976004391"
"Teilzeitbeschaeftigung","1989","66 und älter","","","",""
"Ausbildung/Lehre","1989","16-34 Jahre alt","376","0.0959429244585847","0.086546739783149","0.10533910913402"
"Ausbildung/Lehre","1989","35-65 Jahre alt","","","",""
"Ausbildung/Lehre","1989","66 und älter","","","",""
"Geringfuegig erwerbstaetig","1989","16-34 Jahre alt","81","0.0232751209412536","0.0184647425343734","0.0280854993481338"
"Geringfuegig erwerbstaetig","1989","35-65 Jahre alt","107","0.0225218501284273","0.0183704401662505","0.0266732600906041"
"Geringfuegig erwerbstaetig","1989","66 und älter","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","16-34 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","35-65 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","66 und älter","","","",""
"Freiwilliger Wehrdienst","1989","16-34 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1989","35-65 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1989","66 und älter","","","",""
"FSJ/FOeJ/BFD","1989","16-34 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1989","35-65 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1989","66 und älter","","","",""
"Werkstatt fuer Behinderte","1989","16-34 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1989","35-65 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1989","66 und älter","","","",""
"Nicht erwerbstaetig","1989","16-34 Jahre alt","1141","0.280675071870338","0.266339612312584","0.295010531428092"
"Nicht erwerbstaetig","1989","35-65 Jahre alt","1645","0.356073029332015","0.342675401497206","0.369470657166824"
"Nicht erwerbstaetig","1989","66 und älter","993","0.971389405111487","0.961203478828216","0.981575331394759"
"Betriebliches Praktikum","1989","16-34 Jahre alt","","","",""
"Betriebliches Praktikum","1989","35-65 Jahre alt","","","",""
"Betriebliches Praktikum","1989","66 und älter","","","",""
"Wehrpflicht/Zivildienst","1989","16-34 Jahre alt","50","0.0148828520725808","0.0110197679529663","0.0187459361921954"
"Wehrpflicht/Zivildienst","1989","35-65 Jahre alt","","","",""
"Wehrpflicht/Zivildienst","1989","66 und älter","","","",""
"Voll erwerbstaetig","1990","16-34 Jahre alt","1857","0.516259401413944","0.500064940485759","0.532453862342128"
"Voll erwerbstaetig","1990","35-65 Jahre alt","2651","0.532691313176321","0.518573816192478","0.546808810160165"
"Voll erwerbstaetig","1990","66 und älter","","","",""
"Teilzeitbeschaeftigung","1990","16-34 Jahre alt","246","0.0731877412887108","0.0647477636246627","0.0816277189527589"
"Teilzeitbeschaeftigung","1990","35-65 Jahre alt","467","0.105624013986866","0.0969272162835527","0.11432081169018"
"Teilzeitbeschaeftigung","1990","66 und älter","","","",""
"Ausbildung/Lehre","1990","16-34 Jahre alt","337","0.0913199784470583","0.0819849718234083","0.100654985070708"
"Ausbildung/Lehre","1990","35-65 Jahre alt","","","",""
"Ausbildung/Lehre","1990","66 und älter","","","",""
"Geringfuegig erwerbstaetig","1990","16-34 Jahre alt","77","0.0226414681283122","0.0178208193959259","0.0274621168606985"
"Geringfuegig erwerbstaetig","1990","35-65 Jahre alt","100","0.0223142441094708","0.0181348944909689","0.0264935937279727"
"Geringfuegig erwerbstaetig","1990","66 und älter","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","16-34 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","35-65 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1990","66 und älter","","","",""
"Freiwilliger Wehrdienst","1990","16-34 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1990","35-65 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1990","66 und älter","","","",""
"FSJ/FOeJ/BFD","1990","16-34 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1990","35-65 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1990","66 und älter","","","",""
"Werkstatt fuer Behinderte","1990","16-34 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1990","35-65 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1990","66 und älter","","","",""
"Nicht erwerbstaetig","1990","16-34 Jahre alt","1085","0.279563053146705","0.265019714518383","0.294106391775027"
"Nicht erwerbstaetig","1990","35-65 Jahre alt","1574","0.33758921922272","0.324208608078771","0.350969830366669"
"Nicht erwerbstaetig","1990","66 und älter","1033","0.978890033734723","0.970240332197305","0.987539735272141"
"Betriebliches Praktikum","1990","16-34 Jahre alt","","","",""
"Betriebliches Praktikum","1990","35-65 Jahre alt","","","",""
"Betriebliches Praktikum","1990","66 und älter","","","",""
"Wehrpflicht/Zivildienst","1990","16-34 Jahre alt","56","0.0170283575752698","0.0128357606099365","0.0212209545406031"
"Wehrpflicht/Zivildienst","1990","35-65 Jahre alt","","","",""
"Wehrpflicht/Zivildienst","1990","66 und älter","","","",""
"Voll erwerbstaetig","1991","16-34 Jahre alt","2602","0.512891102760761","0.499272939771937","0.526509265749586"
"Voll erwerbstaetig","1991","35-65 Jahre alt","3898","0.533186106630501","0.521506415453021","0.54486579780798"
"Voll erwerbstaetig","1991","66 und älter","","","",""
"Teilzeitbeschaeftigung","1991","16-34 Jahre alt","494","0.0900628541623243","0.0822632697238321","0.0978624386008165"
"Teilzeitbeschaeftigung","1991","35-65 Jahre alt","950","0.130225050568856","0.122346056454579","0.138104044683132"
"Teilzeitbeschaeftigung","1991","66 und älter","","","",""
"Ausbildung/Lehre","1991","16-34 Jahre alt","504","0.0948484781749264","0.0868654301768308","0.102831526173022"
"Ausbildung/Lehre","1991","35-65 Jahre alt","","","",""
"Ausbildung/Lehre","1991","66 und älter","","","",""
"Geringfuegig erwerbstaetig","1991","16-34 Jahre alt","102","0.0240891508631252","0.019911725177688","0.0282665765485623"
"Geringfuegig erwerbstaetig","1991","35-65 Jahre alt","128","0.0220249259135142","0.0185890206391277","0.0254608311879007"
"Geringfuegig erwerbstaetig","1991","66 und älter","","","",""
"Altersteilzeit mit Arbeitszeit Null","1991","16-34 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1991","35-65 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1991","66 und älter","","","",""
"Freiwilliger Wehrdienst","1991","16-34 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1991","35-65 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1991","66 und älter","","","",""
"FSJ/FOeJ/BFD","1991","16-34 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1991","35-65 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1991","66 und älter","","","",""
"Werkstatt fuer Behinderte","1991","16-34 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1991","35-65 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1991","66 und älter","","","",""
"Nicht erwerbstaetig","1991","16-34 Jahre alt","1411","0.264084054494578","0.252073083724278","0.276095025264877"
"Nicht erwerbstaetig","1991","35-65 Jahre alt","2023","0.312707592675489","0.301854336669725","0.323560848681252"
"Nicht erwerbstaetig","1991","66 und älter","1445","0.97713130567478","0.969525796595816","0.984736814753744"
"Betriebliches Praktikum","1991","16-34 Jahre alt","","","",""
"Betriebliches Praktikum","1991","35-65 Jahre alt","","","",""
"Betriebliches Praktikum","1991","66 und älter","","","",""
"Wehrpflicht/Zivildienst","1991","16-34 Jahre alt","62","0.014024359544285","0.0108205438441439","0.0172281752444261"
"Wehrpflicht/Zivildienst","1991","35-65 Jahre alt","","","",""
"Wehrpflicht/Zivildienst","1991","66 und älter","","","",""
"Voll erwerbstaetig","1992","16-34 Jahre alt","2532","0.513817601454722","0.499972161100059","0.527663041809385"
"Voll erwerbstaetig","1992","35-65 Jahre alt","3899","0.538040280620841","0.526286242517856","0.549794318723826"
"Voll erwerbstaetig","1992","66 und älter","","","",""
"Teilzeitbeschaeftigung","1992","16-34 Jahre alt","328","0.06807119422493","0.0610940817957265","0.0750483066541336"
"Teilzeitbeschaeftigung","1992","35-65 Jahre alt","691","0.107891830627378","0.100577397331621","0.115206263923135"
"Teilzeitbeschaeftigung","1992","66 und älter","","","",""
"Ausbildung/Lehre","1992","16-34 Jahre alt","481","0.0912222256544233","0.0832462861931106","0.099198165115736"
"Ausbildung/Lehre","1992","35-65 Jahre alt","","","",""
"Ausbildung/Lehre","1992","66 und älter","","","",""
"Geringfuegig erwerbstaetig","1992","16-34 Jahre alt","83","0.0226190832613477","0.0185002700640939","0.0267378964586015"
"Geringfuegig erwerbstaetig","1992","35-65 Jahre alt","93","0.0149917160468852","0.0121267250608743","0.017856707032896"
"Geringfuegig erwerbstaetig","1992","66 und älter","","","",""
"Altersteilzeit mit Arbeitszeit Null","1992","16-34 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1992","35-65 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1992","66 und älter","","","",""
"Freiwilliger Wehrdienst","1992","16-34 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1992","35-65 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1992","66 und älter","","","",""
"FSJ/FOeJ/BFD","1992","16-34 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1992","35-65 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1992","66 und älter","","","",""
"Werkstatt fuer Behinderte","1992","16-34 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1992","35-65 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1992","66 und älter","","","",""
"Nicht erwerbstaetig","1992","16-34 Jahre alt","1529","0.291187159916783","0.278602120887252","0.303772198946313"
"Nicht erwerbstaetig","1992","35-65 Jahre alt","2215","0.337273200211364","0.326126769315856","0.348419631106872"
"Nicht erwerbstaetig","1992","66 und älter","1454","0.985402336209856","0.979291991580799","0.991512680838913"
"Betriebliches Praktikum","1992","16-34 Jahre alt","","","",""
"Betriebliches Praktikum","1992","35-65 Jahre alt","","","",""
"Betriebliches Praktikum","1992","66 und älter","","","",""
"Wehrpflicht/Zivildienst","1992","16-34 Jahre alt","53","0.0130827354877943","0.00993504282368482","0.0162304281519039"
"Wehrpflicht/Zivildienst","1992","35-65 Jahre alt","","","",""
"Wehrpflicht/Zivildienst","1992","66 und älter","","","",""
"Voll erwerbstaetig","1993","16-34 Jahre alt","2463","0.506042193624232","0.49207337430449","0.520011012943974"
"Voll erwerbstaetig","1993","35-65 Jahre alt","3760","0.535998307531186","0.524108344923663","0.547888270138709"
"Voll erwerbstaetig","1993","66 und älter","","","",""
"Teilzeitbeschaeftigung","1993","16-34 Jahre alt","304","0.0665765606010645","0.0596115555233348","0.0735415656787941"
"Teilzeitbeschaeftigung","1993","35-65 Jahre alt","656","0.103778124859917","0.0965070322367702","0.111049217483064"
"Teilzeitbeschaeftigung","1993","66 und älter","","","",""
"Ausbildung/Lehre","1993","16-34 Jahre alt","504","0.0986260003439424","0.090295527894962","0.106956472792923"
"Ausbildung/Lehre","1993","35-65 Jahre alt","","","",""
"Ausbildung/Lehre","1993","66 und älter","","","",""
"Geringfuegig erwerbstaetig","1993","16-34 Jahre alt","92","0.0221709575987873","0.0180571393513334","0.0262847758462411"
"Geringfuegig erwerbstaetig","1993","35-65 Jahre alt","96","0.019144502656227","0.0158773941616784","0.0224116111507757"
"Geringfuegig erwerbstaetig","1993","66 und älter","","","",""
"Altersteilzeit mit Arbeitszeit Null","1993","16-34 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1993","35-65 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1993","66 und älter","","","",""
"Freiwilliger Wehrdienst","1993","16-34 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1993","35-65 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1993","66 und älter","","","",""
"FSJ/FOeJ/BFD","1993","16-34 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1993","35-65 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1993","66 und älter","","","",""
"Werkstatt fuer Behinderte","1993","16-34 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1993","35-65 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1993","66 und älter","","","",""
"Nicht erwerbstaetig","1993","16-34 Jahre alt","1506","0.292784634656371","0.280070951235304","0.305498318077438"
"Nicht erwerbstaetig","1993","35-65 Jahre alt","2230","0.339564672034279","0.328274114303797","0.350855229764761"
"Nicht erwerbstaetig","1993","66 und älter","1473","0.98380984599302","0.977423042799056","0.990196649186985"
"Betriebliches Praktikum","1993","16-34 Jahre alt","","","",""
"Betriebliches Praktikum","1993","35-65 Jahre alt","","","",""
"Betriebliches Praktikum","1993","66 und älter","","","",""
"Wehrpflicht/Zivildienst","1993","16-34 Jahre alt","52","0.0137996531756025","0.0105402501098021","0.017059056241403"
"Wehrpflicht/Zivildienst","1993","35-65 Jahre alt","","","",""
"Wehrpflicht/Zivildienst","1993","66 und älter","","","",""
"Voll erwerbstaetig","1994","16-34 Jahre alt","2337","0.496281081539134","0.482164562475043","0.510397600603226"
"Voll erwerbstaetig","1994","35-65 Jahre alt","3553","0.514412554225505","0.502359386928111","0.526465721522899"
"Voll erwerbstaetig","1994","66 und älter","","","",""
"Teilzeitbeschaeftigung","1994","16-34 Jahre alt","314","0.0683590499431298","0.0612339342294467","0.075484165656813"
"Teilzeitbeschaeftigung","1994","35-65 Jahre alt","663","0.107410551289877","0.0999432955181126","0.114877807061641"
"Teilzeitbeschaeftigung","1994","66 und älter","","","",""
"Ausbildung/Lehre","1994","16-34 Jahre alt","441","0.0855228389348408","0.0776270212103987","0.0934186566592828"
"Ausbildung/Lehre","1994","35-65 Jahre alt","","","",""
"Ausbildung/Lehre","1994","66 und älter","","","",""
