year,bula_h,sampreg,ple0017,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Thuringa,East,No,0.94102,920,978,0.92625,0.95579
2019,Schleswig-Holstein,West,Yes,0.07772,83,956,0.06074,0.09470
2019,Schleswig-Holstein,West,No,0.92228,873,956,0.90530,0.93926
2019,Hamburg,West,Yes,0.06707,33,529,0.04574,0.08841
2019,Hamburg,West,No,0.93293,496,529,0.91159,0.95426
2019,Lower Saxony,West,Yes,0.06814,198,2494,0.05824,0.07803
2019,Lower Saxony,West,No,0.93186,2296,2494,0.92197,0.94176
2019,Bremen,West,No,0.93308,201,201,0.89845,0.96772
2019,North Rhine-Westphalia,West,Yes,0.06421,403,5406,0.05767,0.07074
2019,North Rhine-Westphalia,West,No,0.93579,5003,5406,0.92926,0.94233
2019,Hesse,West,Yes,0.08314,135,1711,0.07006,0.09623
2019,Hesse,West,No,0.91686,1576,1711,0.90377,0.92994
2019,"Rhineland-Palatinate, Saarland",West,Yes,0.06617,89,1466,0.05344,0.07890
2019,"Rhineland-Palatinate, Saarland",West,No,0.93383,1377,1466,0.92110,0.94656
2019,Baden-Wuerttemberg,West,Yes,0.08541,241,2799,0.07506,0.09577
2019,Baden-Wuerttemberg,West,No,0.91459,2558,2799,0.90423,0.92494
2019,Bavaria,West,Yes,0.06811,296,3951,0.06025,0.07597
2019,Bavaria,West,No,0.93189,3655,3951,0.92403,0.93975
2019,Berlin,Does not apply,No,0.91572,67,67,0.84869,0.98274
2019,Berlin,West,Yes,0.11691,50,573,0.09058,0.14324
2019,Berlin,West,No,0.88309,523,573,0.85676,0.90942
2019,Berlin,East,Yes,0.05719,31,378,0.03375,0.08063
2019,Berlin,East,No,0.94281,347,378,0.91937,0.96625
2019,Brandenburg,East,Yes,0.04774,64,1111,0.03520,0.06029
2019,Brandenburg,East,No,0.95226,1047,1111,0.93971,0.96480
2019,Mecklenburg-Western Pomerania,East,Yes,0.09435,36,611,0.07115,0.11755
2019,Mecklenburg-Western Pomerania,East,No,0.90565,575,611,0.88245,0.92885
2019,Saxony,East,Yes,0.07631,107,1634,0.06343,0.08918
2019,Saxony,East,No,0.92369,1527,1634,0.91082,0.93657
2019,Saxony-Anhalt,East,Yes,0.05817,57,889,0.04277,0.07356
2019,Saxony-Anhalt,East,No,0.94183,832,889,0.92644,0.95723
2019,Thuringa,East,Yes,0.06011,64,923,0.04477,0.07546
2019,Thuringa,East,No,0.93989,859,923,0.92454,0.95523
2021,Schleswig-Holstein,West,Yes,0.04599,52,825,0.03169,0.06029
2021,Schleswig-Holstein,West,No,0.95401,773,825,0.93971,0.96831
2021,Hamburg,West,No,0.89957,423,423,0.87089,0.92825
2021,Lower Saxony,West,Yes,0.09069,171,1881,0.07771,0.10367
2021,Lower Saxony,West,No,0.90931,1710,1881,0.89633,0.92229
2021,Bremen,West,No,0.96964,138,138,0.94091,0.99837
2021,North Rhine-Westphalia,West,Yes,0.09267,366,4112,0.08381,0.10154
2021,North Rhine-Westphalia,West,No,0.90733,3746,4112,0.89846,0.91619
2021,Hesse,West,Yes,0.09370,112,1323,0.07799,0.10941
2021,Hesse,West,No,0.90630,1211,1323,0.89059,0.92201
2021,"Rhineland-Palatinate, Saarland",West,Yes,0.07628,86,996,0.05978,0.09277
2021,"Rhineland-Palatinate, Saarland",West,No,0.92372,910,996,0.90723,0.94022
2021,Baden-Wuerttemberg,West,Yes,0.09098,196,2167,0.07887,0.10310
2021,Baden-Wuerttemberg,West,No,0.90902,1971,2167,0.89690,0.92113
2021,Bavaria,West,Yes,0.07903,236,2852,0.06913,0.08893
2021,Bavaria,West,No,0.92097,2616,2852,0.91107,0.93087
2021,Berlin,West,Yes,0.07258,46,559,0.05106,0.09411
2021,Berlin,West,No,0.92742,513,559,0.90589,0.94894
2021,Berlin,East,No,0.93681,323,323,0.91024,0.96339
2021,Brandenburg,East,Yes,0.07874,61,701,0.05879,0.09870
2021,Brandenburg,East,No,0.92126,640,701,0.90130,0.94121
2021,Mecklenburg-Western Pomerania,East,Yes,0.11745,37,407,0.08613,0.14876
2021,Mecklenburg-Western Pomerania,East,No,0.88255,370,407,0.85124,0.91387
2021,Saxony,East,Yes,0.08525,78,1160,0.06918,0.10133
2021,Saxony,East,No,0.91475,1082,1160,0.89867,0.93082
2021,Saxony-Anhalt,East,Yes,0.06984,32,599,0.04941,0.09027
2021,Saxony-Anhalt,East,No,0.93016,567,599,0.90973,0.95059
2021,Thuringa,East,Yes,0.07167,47,633,0.05156,0.09179
2021,Thuringa,East,No,0.92833,586,633,0.90821,0.94844
